1.119844175, Sport: ,Soccer, Time: ,Tue Aug 11 20:45:00 CEST 2015, Time: ,Tue Aug 11 20:45:00 CEST 2015, Event: ,Scunthorpe v Barnsley, Favorite: ,Scunthorpe, 18566   size:32.66,Price: ,2.36,Barnsley, 1117   size:14.74,Price: ,3.2,The Draw, 58805   size:7.36,Price: ,3.6,x
1.119846475, Sport: ,Soccer, Time: ,Tue Aug 11 20:45:00 CEST 2015, Time: ,Tue Aug 11 20:45:00 CEST 2015, Event: ,FC Halifax Town v Chester, Favorite: ,FC Halifax Town, 4231683   size:51.14,Price: ,2.66,Chester, 18572   size:50.74,Price: ,2.94,The Draw, 58805   size:101.97,Price: ,3.45,x
1.119846112, Sport: ,Soccer, Time: ,Tue Aug 11 21:15:00 CEST 2015, Time: ,Tue Aug 11 21:15:00 CEST 2015, Event: ,Throttur Reykjavik (W) v Selfoss (W), Favorite: ,Selfoss (W), 5586156   size:12.02,Price: ,1.07,The Draw, 58805   size:4.87,Price: ,1.29,ok
1.119846234, Sport: ,Soccer, Time: ,Tue Aug 11 21:15:00 CEST 2015, Time: ,Tue Aug 11 21:15:00 CEST 2015, Event: ,Breidablik (W) v Fylkir (W), Favorite: ,Fylkir (W), 5281227   size:12.02,Price: ,1.07,The Draw, 58805   size:5.3,Price: ,1.29,x
1.119846510, Sport: ,Soccer, Time: ,Tue Aug 11 20:45:00 CEST 2015, Time: ,Tue Aug 11 20:45:00 CEST 2015, Event: ,FC Utd Manchester v Stockport, Favorite: ,Stockport, 47997   size:35.84,Price: ,2.54,FC Utd Manchester, 6742984   size:11.83,Price: ,2.86,The Draw, 58805   size:5.96,Price: ,3.6,ok
1.119846477, Sport: ,Soccer, Time: ,Tue Aug 11 20:45:00 CEST 2015, Time: ,Tue Aug 11 20:45:00 CEST 2015, Event: ,Grimsby v Barrow, Favorite: ,Grimsby, 48001   size:31.77,Price: ,1.63,The Draw, 58805   size:110.56,Price: ,4.3,Barrow, 62647   size:58.98,Price: ,6.0,ok
1.119868389, Sport: ,Soccer, Time: ,Wed Aug 12 02:30:00 CEST 2015, Time: ,Wed Aug 12 02:30:00 CEST 2015, Event: ,Bragantino SP v Parana, Favorite: ,Bragantino SP, 4701919   size:4.23,Price: ,2.56,Parana, 198129   size:89.45,Price: ,3.15,The Draw, 58805   size:24.41,Price: ,3.3,ok
1.119846516, Sport: ,Soccer, Time: ,Tue Aug 11 20:45:00 CEST 2015, Time: ,Tue Aug 11 20:45:00 CEST 2015, Event: ,Nuneaton v Brackley Town, Favorite: ,Nuneaton, 228536   size:676.28,Price: ,2.04,The Draw, 58805   size:27.25,Price: ,3.55,Brackley Town, 2145773   size:6.23,Price: ,4.2,ok
1.119846518, Sport: ,Soccer, Time: ,Tue Aug 11 20:45:00 CEST 2015, Time: ,Tue Aug 11 20:45:00 CEST 2015, Event: ,Worcester v Tamworth, Favorite: ,Tamworth, 62650   size:103.71,Price: ,2.66,The Draw, 58805   size:7.77,Price: ,3.5,
1.119954820, Sport: ,Soccer, Time: ,Tue Aug 11 20:30:00 CEST 2015, Time: ,Tue Aug 11 20:30:00 CEST 2015, Event: ,PAOK (W) v Glentoran Belfast (W), Favorite: ,PAOK (W), 6578104   size:2.55,Price: ,1.65,Glentoran Belfast (W), 6571239   size:10.0,Price: ,3.65,The Draw, 58805   size:6.27,Price: ,4.4,ok
1.119846512, Sport: ,Soccer, Time: ,Tue Aug 11 20:45:00 CEST 2015, Time: ,Tue Aug 11 20:45:00 CEST 2015, Event: ,AFC Fylde v Hednesford, Favorite: ,AFC Fylde, 4317866   size:70.73,Price: ,1.72,The Draw, 58805   size:72.49,Price: ,3.95,Hednesford, 728404   size:62.34,Price: ,5.0,ok
1.119970630, Sport: ,Tennis, Time: ,Tue Aug 11 20:30:00 CEST 2015, Time: ,Tue Aug 11 20:30:00 CEST 2015, Event: ,Ser Williams v Pennetta, Favorite: ,Serena Williams, 2538236   size:40785.84,Price: ,1.09,Flavia Pennetta, 2248507   size:295.54,Price: ,11.5,ok
1.119846514, Sport: ,Soccer, Time: ,Tue Aug 11 20:45:00 CEST 2015, Time: ,Tue Aug 11 20:45:00 CEST 2015, Event: ,Harrogate Town v Gainsborough, Favorite: ,Harrogate Town, 256198   size:110.0,Price: ,2.18,Gainsborough, 597721   size:9.95,Price: ,3.35,The Draw, 58805   size:65.7,Price: ,3.6,ok
1.119844609, Sport: ,Soccer, Time: ,Tue Aug 11 20:45:00 CEST 2015, Time: ,Tue Aug 11 20:45:00 CEST 2015, Event: ,Accrington S v Hull, Favorite: ,Hull, 70385   size:38.2,Price: ,1.58,The Draw, 58805   size:199.36,Price: ,4.1,Accrington S, 498119   size:29.24,Price: ,7.8,x
1.119955102, Sport: ,Soccer, Time: ,Tue Aug 11 19:50:00 CEST 2015, Time: ,Tue Aug 11 19:50:00 CEST 2015, Event: ,Maccabi Haifa v Hapoel Akko, Favorite: ,Maccabi Haifa, 189818   size:796.18,Price: ,1.33,The Draw, 58805   size:12.36,Price: ,5.6,Hapoel Akko, 6145718   size:28.02,Price: ,12.5,ok
1.119868031, Sport: ,Soccer, Time: ,Wed Aug 12 02:00:00 CEST 2015, Time: ,Wed Aug 12 02:00:00 CEST 2015, Event: ,Carabobo FC v Tolima, Favorite: ,Tolima, 2277370   size:7.41,Price: ,2.62,The Draw, 58805   size:72.43,Price: ,3.1,Carabobo FC, 893607   size:11.54,Price: ,3.2,x
1.119846500, Sport: ,Soccer, Time: ,Tue Aug 11 20:45:00 CEST 2015, Time: ,Tue Aug 11 20:45:00 CEST 2015, Event: ,Boston Utd v Solihull Moors, Favorite: ,Boston Utd, 256306   size:21.55,Price: ,2.28,Solihull Moors, 2437395   size:5.0,Price: ,3.15,The Draw, 58805   size:5.0,Price: ,3.8,x
1.119981135, Sport: ,Tennis, Time: ,Tue Aug 11 19:30:00 CEST 2015, Time: ,Tue Aug 11 19:30:00 CEST 2015, Event: ,Diyas v Goerges, Favorite: ,Julia Goerges, 2320751   size:17.01,Price: ,1.08,ok
1.119939717, Sport: ,Tennis, Time: ,Tue Aug 11 20:15:00 CEST 2015, Time: ,Tue Aug 11 20:15:00 CEST 2015, Event: ,Coric v Tsonga, Favorite: ,Jo-Wilfried Tsonga, 4190307   size:2329.23,Price: ,1.19,Borna Coric, 7446579   size:44.66,Price: ,5.3,
1.119846506, Sport: ,Soccer, Time: ,Tue Aug 11 20:45:00 CEST 2015, Time: ,Tue Aug 11 20:45:00 CEST 2015, Event: ,Telford v Curzon Ashton, Favorite: ,Telford, 183604   size:2.65,Price: ,1.89,The Draw, 58805   size:2.55,Price: ,3.85,Curzon Ashton, 3396712   size:3.71,Price: ,4.3,x
1.119846508, Sport: ,Soccer, Time: ,Tue Aug 11 20:45:00 CEST 2015, Time: ,Tue Aug 11 20:45:00 CEST 2015, Event: ,Alfreton Town v Lowestoft Town, Favorite: ,Alfreton Town, 990646   size:232.15,Price: ,1.7,The Draw, 58805   size:13.84,Price: ,4.1,Lowestoft Town, 2870977   size:11.3,Price: ,5.3,x
1.119842547, Sport: ,Soccer, Time: ,Tue Aug 11 20:00:00 CEST 2015, Time: ,Tue Aug 11 20:00:00 CEST 2015, Event: ,Auxerre v Red Star, Favorite: ,Auxerre, 44800   size:49.56,Price: ,2.62,The Draw, 58805   size:134.51,Price: ,3.2,ok
1.119846502, Sport: ,Soccer, Time: ,Tue Aug 11 20:45:00 CEST 2015, Time: ,Tue Aug 11 20:45:00 CEST 2015, Event: ,North Ferriby Utd v Chorley, Favorite: ,Chorley, 4231709   size:2.52,Price: ,2.22,North Ferriby Utd, 3168552   size:7.14,Price: ,3.3,The Draw, 58805   size:8.85,Price: ,3.7,x
