1.119815050, Sport: ,Tennis, Time: ,Sun Aug 02 12:30:00 CEST 2015, Time: ,Sun Aug 02 12:30:00 CEST 2015, Event: ,Montanes v K De Schepper, Favorite: ,Albert Montanes, 2263599   size:19.77,Price: ,1.4,Kenny De Schepper, 5617034   size:3.76,Price: ,3.05,x
1.119805648, Sport: ,Soccer, Time: ,Sun Aug 02 16:00:00 CEST 2015, Time: ,Sun Aug 02 16:00:00 CEST 2015, Event: ,Argentino de Merlo v CS Dock Sud, Favorite: ,Argentino de Merlo, 9593355   size:5.98,Price: ,1.85,CS Dock Sud, 9366695   size:5.88,Price: ,2.04,The Draw, 58805   size:13.32,Price: ,2.18,ok
1.119802778, Sport: ,Soccer, Time: ,Sun Aug 02 16:00:00 CEST 2015, Time: ,Sun Aug 02 16:00:00 CEST 2015, Event: ,Odessa U19 v Stal Dniprod U19, Favorite: ,Stal Dniprod U19, 10103890   size:25.46,Price: ,1.02,The Draw, 58805   size:2.84,Price: ,1.25,ok
1.119662545, Sport: ,Soccer, Time: ,Sun Aug 02 13:45:00 CEST 2015, Time: ,Sun Aug 02 13:45:00 CEST 2015, Event: ,Lions XII FC v Felda Utd, Favorite: ,Lions XII FC, 6958482   size:13.24,Price: ,1.96,The Draw, 58805   size:3.49,Price: ,3.65,
1.119808519, Sport: ,Soccer, Time: ,Sun Aug 02 15:00:00 CEST 2015, Time: ,Sun Aug 02 15:00:00 CEST 2015, Event: ,Arsenal U19 v PSV U19, Favorite: ,PSV U19, 2502335   size:25.46,Price: ,1.02,The Draw, 58805   size:2.84,Price: ,1.25,ok
1.119813030, Sport: ,Tennis, Time: ,Sun Aug 02 12:15:00 CEST 2015, Time: ,Sun Aug 02 12:15:00 CEST 2015, Event: ,Zormann v J Paz, Favorite: ,Marcelo Zormann, 8843888   size:2.0,Price: ,1.83,Juan Pablo Paz, 8461061   size:2.55,Price: ,1.86,x
1.119809449, Sport: ,Soccer, Time: ,Sun Aug 02 10:30:00 CEST 2015, Time: ,Sun Aug 02 10:30:00 CEST 2015, Event: ,MSK Zilina II v Dunajska Luzna, Favorite: ,Dunajska Luzna, 7670427   size:25.46,Price: ,1.02,The Draw, 58805   size:5.0,Price: ,1.26,x
1.119702491, Sport: ,Soccer, Time: ,Sun Aug 02 14:00:00 CEST 2015, Time: ,Sun Aug 02 14:00:00 CEST 2015, Event: ,Hamburg II v TSV Schilksee, Favorite: ,Hamburg II, 5375314   size:7.54,Price: ,1.33,The Draw, 58805   size:6.42,Price: ,5.9,TSV Schilksee, 9461156   size:3.35,Price: ,7.0,x
1.119804430, Sport: ,Soccer, Time: ,Sun Aug 02 11:00:00 CEST 2015, Time: ,Sun Aug 02 11:00:00 CEST 2015, Event: ,FK Mlada Boleslav U21 v FK Teplice U21, Favorite: ,FK Mlada Boleslav U21, 6550996   size:4.01,Price: ,1.28,The Draw, 58805   size:7.6,Price: ,5.4,FK Teplice U21, 6563632   size:5.73,Price: ,7.2,ok
1.119736549, Sport: ,Volleyball, Time: ,Sun Aug 02 10:30:00 CEST 2015, Time: ,Sun Aug 02 10:30:00 CEST 2015, Event: ,Turkmenistan v Qatar, Favorite: ,Qatar, 4210317   size:3075.39,Price: ,1.01,Turkmenistan, 10091143   size:18.0,Price: ,1.02,ok
1.119802497, Sport: ,Soccer, Time: ,Sun Aug 02 15:00:00 CEST 2015, Time: ,Sun Aug 02 15:00:00 CEST 2015, Event: ,Jatran - Umanfrmash (W) v Legenda-SHMSV (W), Favorite: ,Legenda-SHMSV (W), 9274402   size:25.46,Price: ,1.02,The Draw, 58805   size:2.84,Price: ,1.25,ok
1.119659896, Sport: ,Soccer, Time: ,Sun Aug 02 13:00:00 CEST 2015, Time: ,Sun Aug 02 13:00:00 CEST 2015, Event: ,Bayern Munich II v 1860 Munich II, Favorite: ,Bayern Munich II, 5949557   size:38.4,Price: ,1.67,The Draw, 58805   size:18.91,Price: ,3.85,1860 Munich II, 5482967   size:5.0,Price: ,5.7,x
