1.119299561, Sport: ,Baseball, Time: ,Tue Jul 07 02:05:00 CEST 2015, Time: ,Tue Jul 07 02:05:00 CEST 2015, Event: ,STL @ CHC, Favorite: ,Chicago Cubs (J Lester), 9377609   size:215.09,Price: ,1.81,St Louis (J Lackey), 8750362   size:2.77,Price: ,2.14,
1.119398318, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,IFK Goteborg U21 v Helsingborg IF U21, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,x
1.119391644, Sport: ,Basketball, Time: ,Mon Jul 06 18:15:00 CEST 2015, Time: ,Mon Jul 06 18:15:00 CEST 2015, Event: ,Turkey (W) v Czech Republic (W), Favorite: ,Turkey (W), 6469561   size:5.79,Price: ,1.39,Czech Republic (W), 6469566   size:7.66,Price: ,3.2,
1.119271623, Sport: ,Soccer, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,Brann v Kristiansund, Favorite: ,Brann, 31317   size:108.35,Price: ,1.96,The Draw, 58805   size:123.2,Price: ,3.85,Kristiansund, 2440424   size:42.11,Price: ,4.2,
1.119389895, Sport: ,Soccer, Time: ,Mon Jul 06 20:00:00 CEST 2015, Time: ,Mon Jul 06 20:00:00 CEST 2015, Event: ,FK Adazi v FK Dinamo Riga, Favorite: ,FK Dinamo Riga, 7324301   size:6.58,Price: ,1.66,The Draw, 58805   size:2.02,Price: ,4.6,FK Adazi, 9558785   size:25.9,Price: ,5.3,
1.119401423, Sport: ,Soccer, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,SC Neudorfl v SC Wiener Neustadt II, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,
1.119391647, Sport: ,Basketball, Time: ,Mon Jul 06 20:30:00 CEST 2015, Time: ,Mon Jul 06 20:30:00 CEST 2015, Event: ,Slovak Republic (W) v Poland (W), Favorite: ,Poland (W), 6427244   size:245.47,Price: ,1.4,Slovak Republic (W), 6427245   size:142.65,Price: ,2.96,
1.119272158, Sport: ,Soccer, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,Stabaek II v Holmen, Favorite: ,Stabaek II, 5481293   size:3.81,Price: ,1.33,The Draw, 58805   size:3.01,Price: ,5.0,Holmen, 7207411   size:2.02,Price: ,6.2,
1.119272551, Sport: ,Soccer, Time: ,Mon Jul 06 17:30:00 CEST 2015, Time: ,Mon Jul 06 17:30:00 CEST 2015, Event: ,Lahti v SJK, Favorite: ,Lahti, 139506   size:39.28,Price: ,2.68,SJK, 5418845   size:254.83,Price: ,3.15,The Draw, 58805   size:526.48,Price: ,3.2,
1.119389838, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Skonto FC Riga (Res) v BFC Daugavpils (Res), Favorite: ,Skonto FC Riga (Res), 9397708   size:8.06,Price: ,1.1,BFC Daugavpils (Res), 9457375   size:7.88,Price: ,1.17,The Draw, 58805   size:2.02,Price: ,4.0,
1.119272691, Sport: ,Soccer, Time: ,Mon Jul 06 20:45:00 CEST 2015, Time: ,Mon Jul 06 20:45:00 CEST 2015, Event: ,Berwick v Dunfermline, Favorite: ,Dunfermline, 48812   size:57.01,Price: ,2.0,Berwick, 69812   size:13.39,Price: ,3.75,The Draw, 58805   size:3.24,Price: ,4.0,
1.119271161, Sport: ,Soccer, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,Kristianstads v Landskrona, Favorite: ,Landskrona, 130432   size:24.38,Price: ,1.8,The Draw, 58805   size:49.99,Price: ,3.95,Kristianstads, 384100   size:3.65,Price: ,4.9,
1.119383179, Sport: ,Tennis, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,Venus/Olaru v Kontinen/Zheng, Favorite: ,Kontinen/Zheng, 9831784   size:3.33,Price: ,1.48,Venus/Olaru, 9791241   size:2.49,Price: ,2.5,
1.119390428, Sport: ,Soccer, Time: ,Mon Jul 06 18:30:00 CEST 2015, Time: ,Mon Jul 06 18:30:00 CEST 2015, Event: ,Dinamo Kiev v Skenderbeu, Favorite: ,Dinamo Kiev, 489279   size:129.76,Price: ,1.12,The Draw, 58805   size:9.61,Price: ,12.0,Skenderbeu, 5658051   size:13.92,Price: ,17.0,
1.119357525, Sport: ,Soccer, Time: ,Mon Jul 06 16:30:00 CEST 2015, Time: ,Mon Jul 06 16:30:00 CEST 2015, Event: ,Naftan v Torpedo BelAZ, Favorite: ,Naftan, 4043671   size:31.84,Price: ,2.16,The Draw, 58805   size:18.12,Price: ,3.5,Torpedo BelAZ, 5606609   size:39.88,Price: ,3.85,
1.119299593, Sport: ,Baseball, Time: ,Tue Jul 07 02:10:00 CEST 2015, Time: ,Tue Jul 07 02:10:00 CEST 2015, Event: ,BAL @ MIN, Favorite: ,Baltimore (W Chen), 6298659   size:34.72,Price: ,1.87,Minnesota (P Hughes), 8436206   size:343.4,Price: ,2.1,
1.119398232, Sport: ,Tennis, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Donati v Caruso, Favorite: ,Matteo Donati, 8285864   size:129.68,Price: ,1.54,Salvatore Caruso, 8257868   size:3.73,Price: ,2.56,
1.119394590, Sport: ,Tennis, Time: ,Mon Jul 06 23:00:00 CEST 2015, Time: ,Mon Jul 06 23:00:00 CEST 2015, Event: ,Crepaldi v Krajicek, Favorite: ,Austin Krajicek, 3288367   size:8.4,Price: ,1.49,Erik Crepaldi, 7839753   size:2.34,Price: ,2.66,
1.119394594, Sport: ,Tennis, Time: ,Mon Jul 06 21:30:00 CEST 2015, Time: ,Mon Jul 06 21:30:00 CEST 2015, Event: ,Pecotic v Kutrovsky, Favorite: ,Matija Pecotic, 8713732   size:3.25,Price: ,1.92,Dimitar Kutrovsky, 6163094   size:3.23,Price: ,1.93,
1.119397585, Sport: ,Tennis, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,Haviland v Whittington, Favorite: ,Andrew Whittington, 8172414   size:5.79,Price: ,1.3,Ryan Haviland, 9624224   size:70.48,Price: ,2.52,
1.119398306, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Dziugas v FK Tauras Taurage, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,x
1.119397612, Sport: ,Tennis, Time: ,Mon Jul 06 19:45:00 CEST 2015, Time: ,Mon Jul 06 19:45:00 CEST 2015, Event: ,Giron v Gosea, Favorite: ,Marcos Giron, 8230256   size:9.84,Price: ,1.54,Farris Fathi Gosea, 8980816   size:2.8,Price: ,2.22,
1.119398305, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,FK Kazlu Ruda Silas v Pakruojo Kruoja 2, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,x
1.119398348, Sport: ,Tennis, Time: ,Mon Jul 06 17:30:00 CEST 2015, Time: ,Mon Jul 06 17:30:00 CEST 2015, Event: ,Giustino v Collarini, Favorite: ,Lorenzo Giustino, 7534093   size:5.79,Price: ,1.64,Andrea Collarini, 8284716   size:2.38,Price: ,2.12,
1.119398667, Sport: ,Soccer, Time: ,Mon Jul 06 17:30:00 CEST 2015, Time: ,Mon Jul 06 17:30:00 CEST 2015, Event: ,FK Borac v NK Celik Zenica, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,x
1.119272409, Sport: ,Soccer, Time: ,Mon Jul 06 17:30:00 CEST 2015, Time: ,Mon Jul 06 17:30:00 CEST 2015, Event: ,HJK Helsinki v HIFK, Favorite: ,HJK Helsinki, 6390   size:1027.45,Price: ,1.41,The Draw, 58805   size:323.71,Price: ,5.0,HIFK, 3847575   size:197.22,Price: ,10.0,
1.119398666, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Metalurg Donetsk v Cherkasskyi Dnipro, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,x
1.119398309, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,FK Panevezys v Banga Gargzdai, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,x
1.119398308, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Fm Auska Alytaus v Mru-Tiumenas Vilnius, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,x
1.119398307, Sport: ,Soccer, Time: ,Mon Jul 06 16:30:00 CEST 2015, Time: ,Mon Jul 06 16:30:00 CEST 2015, Event: ,Hapoel Ashkelon FC v Hapoel Jerusalem, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,
1.119383184, Sport: ,Tennis, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,Cabal/Black v Hewitt/Dellacqua, Favorite: ,Cabal/Black, 9831787   size:5.79,Price: ,1.68,Hewitt/Dellacqua, 9778469   size:5.79,Price: ,2.06,
1.119271159, Sport: ,Soccer, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,Valerenga II v Ullern, Favorite: ,Valerenga II, 5481309   size:31.01,Price: ,1.34,The Draw, 58805   size:3.8,Price: ,5.7,Ullern, 7207469   size:14.89,Price: ,8.0,
1.119271157, Sport: ,Soccer, Time: ,Mon Jul 06 18:30:00 CEST 2015, Time: ,Mon Jul 06 18:30:00 CEST 2015, Event: ,Traeff v Aalesunds II, Favorite: ,Traeff, 5521795   size:189.56,Price: ,2.3,Aalesunds II, 5481282   size:58.62,Price: ,2.7,The Draw, 58805   size:102.49,Price: ,3.6,
1.119299545, Sport: ,Baseball, Time: ,Tue Jul 07 01:05:00 CEST 2015, Time: ,Tue Jul 07 01:05:00 CEST 2015, Event: ,SD @ PIT, Favorite: ,Pittsburgh (A Burnett), 6327266   size:104.22,Price: ,1.73,San Diego (J Shields), 9378795   size:58.59,Price: ,2.36,
1.119272045, Sport: ,Soccer, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,Sillamae Kalev v Tulevik Viljandi, Favorite: ,Sillamae Kalev, 4837259   size:5.41,Price: ,1.26,The Draw, 58805   size:57.92,Price: ,7.4,Tulevik Viljandi, 6242675   size:11.05,Price: ,9.4,
1.119299585, Sport: ,Baseball, Time: ,Tue Jul 07 02:10:00 CEST 2015, Time: ,Tue Jul 07 02:10:00 CEST 2015, Event: ,ATL @ MIL, Favorite: ,Milwaukee (K Lohse), 7179919   size:104.04,Price: ,1.7,Atlanta (M Wisler), 9647265   size:276.22,Price: ,2.36,
1.119387765, Sport: ,Tennis, Time: ,Mon Jul 06 17:35:00 CEST 2015, Time: ,Mon Jul 06 17:35:00 CEST 2015, Event: ,Murray/Peers v Pospisil/Sock, Favorite: ,Pospisil/Sock, 8638693   size:56.46,Price: ,1.62,Murray/Peers, 7191922   size:8.47,Price: ,2.6,
1.119363116, Sport: ,Soccer, Time: ,Mon Jul 06 19:30:00 CEST 2015, Time: ,Mon Jul 06 19:30:00 CEST 2015, Event: ,Nooit Gedacht v Den Bosch, Favorite: ,Den Bosch, 48452   size:55.55,Price: ,1.09,The Draw, 58805   size:15.42,Price: ,3.95,Nooit Gedacht, 9792942   size:26.34,Price: ,5.0,
1.119390852, Sport: ,Soccer, Time: ,Mon Jul 06 20:45:00 CEST 2015, Time: ,Mon Jul 06 20:45:00 CEST 2015, Event: ,St Albans v Dag and Red, Favorite: ,Dag and Red, 66244   size:66.08,Price: ,1.73,The Draw, 58805   size:7.75,Price: ,4.1,St Albans, 256465   size:99.15,Price: ,5.1,
1.119390498, Sport: ,Soccer, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,FC Liefering v Creighton University, Favorite: ,FC Liefering, 7321769   size:6.3,Price: ,1.21,The Draw, 58805   size:63.94,Price: ,5.3,Creighton University, 9842422   size:35.24,Price: ,10.0,
1.119339882, Sport: ,Soccer, Time: ,Mon Jul 06 22:00:00 CEST 2015, Time: ,Mon Jul 06 22:00:00 CEST 2015, Event: ,Smouha v Alasyoty, Favorite: ,Smouha, 5170871   size:18.78,Price: ,1.32,The Draw, 58805   size:2.02,Price: ,4.8,Alasyoty, 8849334   size:2.75,Price: ,8.4,
1.119341600, Sport: ,Basketball, Time: ,Mon Jul 06 23:00:00 CEST 2015, Time: ,Mon Jul 06 23:00:00 CEST 2015, Event: ,Detroit v Miami, Favorite: ,Miami, 13109   size:0.0,Price: ,0.0,
1.119390571, Sport: ,Soccer, Time: ,Mon Jul 06 20:45:00 CEST 2015, Time: ,Mon Jul 06 20:45:00 CEST 2015, Event: ,Horndean FC v Havant and W, Favorite: ,Havant and W, 5114005   size:26.67,Price: ,1.25,The Draw, 58805   size:5.3,Price: ,5.4,Horndean FC, 9842436   size:4.79,Price: ,9.8,
1.119341604, Sport: ,Basketball, Time: ,Tue Jul 07 01:00:00 CEST 2015, Time: ,Tue Jul 07 01:00:00 CEST 2015, Event: ,Philadelphia v San Antonio, Favorite: ,San Antonio, 13121   size:0.0,Price: ,0.0,
1.119340162, Sport: ,Soccer, Time: ,Mon Jul 06 22:00:00 CEST 2015, Time: ,Mon Jul 06 22:00:00 CEST 2015, Event: ,Zamalek v Ismaily, Favorite: ,Zamalek, 5174134   size:6.71,Price: ,1.59,The Draw, 58805   size:2.04,Price: ,4.1,Ismaily, 5170870   size:73.44,Price: ,7.0,
1.119394614, Sport: ,Tennis, Time: ,Mon Jul 06 21:00:00 CEST 2015, Time: ,Mon Jul 06 21:00:00 CEST 2015, Event: ,Sugita v McDonald, Favorite: ,Yuichi Sugita, 3374117   size:4.26,Price: ,1.46,Mackenzie McDonald, 7569897   size:87.49,Price: ,2.82,
1.119266659, Sport: ,Cricket, Time: ,Tue Jul 07 00:00:00 CEST 2015, Time: ,Tue Jul 07 00:00:00 CEST 2015, Event: ,St Kitts and Nevis v Barbados, Favorite: ,Barbados, 2312315   size:308.88,Price: ,1.73,St Kitts and Nevis, 2312318   size:110.92,Price: ,2.34,
1.119272339, Sport: ,Soccer, Time: ,Mon Jul 06 20:00:00 CEST 2015, Time: ,Mon Jul 06 20:00:00 CEST 2015, Event: ,KA Akureyri v Fjolnir, Favorite: ,Fjolnir, 2568005   size:3.66,Price: ,2.1,The Draw, 58805   size:112.4,Price: ,3.7,KA Akureyri, 399804   size:2.02,Price: ,3.8,
1.119389951, Sport: ,Soccer, Time: ,Mon Jul 06 18:30:00 CEST 2015, Time: ,Mon Jul 06 18:30:00 CEST 2015, Event: ,FK Salaspils II v FC Caramba Riga, Favorite: ,FC Caramba Riga, 8626445   size:5.55,Price: ,1.13,The Draw, 58805   size:15.32,Price: ,14.0,FK Salaspils II, 9608190   size:23.15,Price: ,19.5,
1.119299617, Sport: ,Baseball, Time: ,Tue Jul 07 04:15:00 CEST 2015, Time: ,Tue Jul 07 04:15:00 CEST 2015, Event: ,NYM @ SF, Favorite: ,San Francisco (C Heston), 8875870   size:340.42,Price: ,1.69,NY Mets (J Niese), 3340416   size:5.71,Price: ,2.4,
1.119271684, Sport: ,Soccer, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,Honefoss v Sandnes Ulf, Favorite: ,Sandnes Ulf, 778909   size:26.72,Price: ,2.4,Honefoss, 572779   size:17.68,Price: ,3.2,The Draw, 58805   size:115.97,Price: ,3.55,
1.119299537, Sport: ,Baseball, Time: ,Tue Jul 07 01:05:00 CEST 2015, Time: ,Tue Jul 07 01:05:00 CEST 2015, Event: ,CIN @ WSH, Favorite: ,Washington (D Fister), 8516468   size:532.36,Price: ,1.73,Cincinnati (A DeSclafani), 9385641   size:122.22,Price: ,2.26,
1.119271165, Sport: ,Soccer, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,Orgryte v Osters, Favorite: ,Orgryte, 30686   size:216.35,Price: ,2.04,The Draw, 58805   size:92.67,Price: ,3.7,Osters, 780885   size:111.92,Price: ,3.9,
1.119383175, Sport: ,Tennis, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,Kyrgios/Keys v Kubot/Hlavackova, Favorite: ,Kubot/Hlavackova, 9831283   size:56.38,Price: ,1.5,Kyrgios/Keys, 9184367   size:8.35,Price: ,2.56,
1.119299577, Sport: ,Baseball, Time: ,Tue Jul 07 02:10:00 CEST 2015, Time: ,Tue Jul 07 02:10:00 CEST 2015, Event: ,TB @ KC, Favorite: ,Kansas City (E Volquez), 9385643   size:107.88,Price: ,1.79,Tampa Bay (A Colome), 7310998   size:100.0,Price: ,2.22,
1.119390923, Sport: ,Soccer, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,Vasas v Amkar, Favorite: ,Amkar, 746696   size:32.22,Price: ,2.16,Vasas, 886340   size:39.39,Price: ,3.55,The Draw, 58805   size:8.08,Price: ,3.65,
1.119398693, Sport: ,Soccer, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,NK Krka v Karpaty LVIV U21, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,x
1.119379599, Sport: ,Tennis, Time: ,Mon Jul 06 16:23:00 CEST 2015, Time: ,Mon Jul 06 16:23:00 CEST 2015, Event: ,Barthel/Kichenok v Makarova/Vesnina, Favorite: ,Barthel/Kichenok, 9685729   size:2.19,Price: ,1.03,Makarova/Vesnina, 6369481   size:10.1,Price: ,1.14,x
1.119398412, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,FC Olimpik Mytishchi v Metallist Korolev, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,x
1.119394570, Sport: ,Tennis, Time: ,Tue Jul 07 03:45:00 CEST 2015, Time: ,Tue Jul 07 03:45:00 CEST 2015, Event: ,Kavcic v Sarkissian, Favorite: ,Blaz Kavcic, 2863465   size:4.26,Price: ,1.46,Alexander Sarkissian, 8734382   size:4.19,Price: ,2.84,
1.119390121, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Palanga v Lokomotyvas Radviliskis, Favorite: ,Palanga, 7729297   size:2.57,Price: ,1.31,The Draw, 58805   size:2.78,Price: ,4.9,Lokomotyvas Radviliskis, 8573081   size:3.36,Price: ,6.8,
1.119398603, Sport: ,Tennis, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,Robert v Eriksson, Favorite: ,Stephane Robert, 4422812   size:145.93,Price: ,1.3,Markus Eriksson, 6670613   size:7.88,Price: ,2.98,
1.119398602, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,FC Chayka Yubileyny v Titan Klin, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,x
1.119398601, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,FC Dolgoprudny-2 v FC Stars Kolomna, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,x
1.119391650, Sport: ,Basketball, Time: ,Mon Jul 06 20:30:00 CEST 2015, Time: ,Mon Jul 06 20:30:00 CEST 2015, Event: ,Belgium (W) v Spain (W), Favorite: ,Spain (W), 6427242   size:222.77,Price: ,1.03,Belgium (W), 6427240   size:71.11,Price: ,9.6,
1.119391653, Sport: ,Basketball, Time: ,Mon Jul 06 22:45:00 CEST 2015, Time: ,Mon Jul 06 22:45:00 CEST 2015, Event: ,Netherlands (W) v Italy (W), Favorite: ,Italy (W), 6427225   size:12.68,Price: ,1.01,
1.119397636, Sport: ,Tennis, Time: ,Mon Jul 06 19:45:00 CEST 2015, Time: ,Mon Jul 06 19:45:00 CEST 2015, Event: ,Carter v Nevolo, Favorite: ,Dennis Nevolo, 8258597   size:44.55,Price: ,1.03,Andrew Carter, 7445659   size:10.3,Price: ,5.7,
1.119397912, Sport: ,Baseball, Time: ,Tue Jul 07 04:10:00 CEST 2015, Time: ,Tue Jul 07 04:10:00 CEST 2015, Event: ,PHI @ LAD, Favorite: ,LA Dodgers (E Surkamp), 9876495   size:270.14,Price: ,1.01,Philadelphia (S OSullivan), 8659035   size:3.94,Price: ,2.6,
1.119389665, Sport: ,Soccer, Time: ,Mon Jul 06 21:15:00 CEST 2015, Time: ,Mon Jul 06 21:15:00 CEST 2015, Event: ,Throttur Reykjavik (W) v Valur (W), Favorite: ,Valur (W), 5279490   size:2.02,Price: ,1.17,The Draw, 58805   size:2.04,Price: ,6.4,Throttur Reykjavik (W), 5306077   size:11.26,Price: ,8.6,
1.119391656, Sport: ,Basketball, Time: ,Mon Jul 06 22:45:00 CEST 2015, Time: ,Mon Jul 06 22:45:00 CEST 2015, Event: ,Hungary (W) v Portugal (W), Favorite: ,Portugal (W), 6427227   size:3.39,Price: ,1.49,Hungary (W), 6427239   size:7.83,Price: ,2.48,
1.119394606, Sport: ,Tennis, Time: ,Mon Jul 06 21:00:00 CEST 2015, Time: ,Mon Jul 06 21:00:00 CEST 2015, Event: ,Mitchell v Marchenko, Favorite: ,Illya Marchenko, 3691700   size:5.79,Price: ,1.31,Benjamin Mitchell, 4822932   size:7.23,Price: ,3.45,
1.119272621, Sport: ,Soccer, Time: ,Mon Jul 06 20:00:00 CEST 2015, Time: ,Mon Jul 06 20:00:00 CEST 2015, Event: ,Austria U19 v France U19, Favorite: ,France U19, 459518   size:4.22,Price: ,1.81,The Draw, 58805   size:60.0,Price: ,3.9,Austria U19, 459515   size:7.59,Price: ,5.1,
1.119271575, Sport: ,Soccer, Time: ,Mon Jul 06 19:30:00 CEST 2015, Time: ,Mon Jul 06 19:30:00 CEST 2015, Event: ,Greece U19 v Ukraine U19, Favorite: ,Ukraine U19, 865348   size:49.1,Price: ,2.68,Greece U19, 1198449   size:9.07,Price: ,2.94,The Draw, 58805   size:267.2,Price: ,3.4,
1.119299569, Sport: ,Baseball, Time: ,Tue Jul 07 02:10:00 CEST 2015, Time: ,Tue Jul 07 02:10:00 CEST 2015, Event: ,TOR @ CHW, Favorite: ,Chicago White Sox (C Sale), 6296975   size:96.97,Price: ,1.75,Toronto (M Buehrle), 7177273   size:105.24,Price: ,2.28,
1.119389781, Sport: ,Soccer, Time: ,Mon Jul 06 22:00:00 CEST 2015, Time: ,Mon Jul 06 22:00:00 CEST 2015, Event: ,Thor Akureyri U19 v KA Akureyri U19, Favorite: ,KA Akureyri U19, 6419668   size:3.13,Price: ,1.5,Thor Akureyri U19, 6427621   size:2.04,Price: ,3.6,The Draw, 58805   size:2.66,Price: ,4.4,
