1.119738487, Sport: ,Volleyball, Time: ,Sat Aug 01 20:30:00 CEST 2015, Time: ,Sat Aug 01 20:30:00 CEST 2015, Event: ,Hungary (W) v Georgia (W), Favorite: ,Hungary (W), 6412760   size:5750.92,Price: ,1.01,Georgia (W), 8517191   size:1833.18,Price: ,1.13,ok
1.119142910, Sport: ,Boxing, Time: ,Sat Aug 01 23:00:00 CEST 2015, Time: ,Sat Aug 01 23:00:00 CEST 2015, Event: ,Campbell v Coyle, Favorite: ,Luke Campbell, 7423025   size:36860.27,Price: ,1.1,Tommy Coyle, 6684093   size:78.32,Price: ,12.5,Draw, 31162   size:165.52,Price: ,50.0,ok
1.119744512, Sport: ,Soccer, Time: ,Sat Aug 01 20:30:00 CEST 2015, Time: ,Sat Aug 01 20:30:00 CEST 2015, Event: ,Argentinos Juniors v Godoy Cruz, Favorite: ,Argentinos Juniors, 453739   size:7.26,Price: ,2.64,The Draw, 58805   size:8.1,Price: ,3.0,Godoy Cruz, 1551296   size:5.68,Price: ,3.4,x
1.119781663, Sport: ,Soccer, Time: ,Sat Aug 01 23:00:00 CEST 2015, Time: ,Sat Aug 01 23:00:00 CEST 2015, Event: ,Universidad de Chile v Rangers (Chile), Favorite: ,Universidad de Chile, 1069686   size:2.55,Price: ,1.54,The Draw, 58805   size:3.64,Price: ,4.9,Rangers (Chile), 6105742   size:5.0,Price: ,5.5,x
1.119697069, Sport: ,Mixed Martial Arts, Time: ,Sun Aug 02 04:00:00 CEST 2015, Time: ,Sun Aug 02 04:00:00 CEST 2015, Event: ,Rua v Nogueira, Favorite: ,Mauricio Rua, 4239157   size:35.58,Price: ,1.52,Antonio Rogerio Nogueira, 4299115   size:84.68,Price: ,2.52,ok
1.119772828, Sport: ,Soccer, Time: ,Sat Aug 01 21:00:00 CEST 2015, Time: ,Sat Aug 01 21:00:00 CEST 2015, Event: ,Cordoba v Granada, Favorite: ,Granada, 2255452   size:6.05,Price: ,2.76,The Draw, 58805   size:26.5,Pricex
1.119775387, Sport: ,Soccer, Time: ,Sat Aug 01 20:45:00 CEST 2015, Time: ,Sat Aug 01 20:45:00 CEST 2015, Event: ,Perugia v Carpi, Favorite: ,Perugia, 215828   size:16.11,Price: ,2.78,Carpi, 4893598   size:11.8,Price: ,2.8,The Draw, 58805   size:7.43,Price: ,3.3,ok
1.119810892, Sport: ,Tennis, Time: ,Sat Aug 01 23:30:00 CEST 2015, Time: ,Sat Aug 01 23:30:00 CEST 2015, Event: ,Davidson v Gibbs, Favorite: ,Nicole Gibbs, 4946628   size:2.55,Price: ,1.16,Taylor L Davidson, 9629028   size:6.19,Price: ,5.3,ok
1.119782900, Sport: ,Soccer, Time: ,Sun Aug 02 00:00:00 CEST 2015, Time: ,Sun Aug 02 00:00:00 CEST 2015, Event: ,Santa Tecla FC v Juventud Independiente, Favorite: ,Santa Tecla FC, 8467365   size:9.06,Price: ,2.1,Juventud Independiente, 8517476   size:8.71,Price: ,2.7,The Draw, 58805   size:3.61,Price: ,3.0,ok
1.119810133, Sport: ,Tennis, Time: ,Sat Aug 01 21:00:00 CEST 2015, Time: ,Sat Aug 01 21:00:00 CEST 2015, Event: ,Sasnovich v Menguene, Favorite: ,Aliaksandra Sasnovich, 7283310   size:2.11,Price: ,1.07, Malkia Menguene , 10104531   size:9.11,Price: ,8.8,ok
1.119808069, Sport: ,Soccer, Time: ,Sun Aug 02 03:30:00 CEST 2015, Time: ,Sun Aug 02 03:30:00 CEST 2015, Event: ,Rewa FC v Nadroga FC, Favorite: ,Nadroga FC, 9454369   size:22.97,Price: ,1.02,The Draw, 58805   size:2.84,Price: ,1.25,x
1.119781214, Sport: ,Soccer, Time: ,Sun Aug 02 00:00:00 CEST 2015, Time: ,Sun Aug 02 00:00:00 CEST 2015, Event: ,Juventude v Brasil de Pelotas, Favorite: ,Juventude, 198144   size:8.29,Price: ,2.1,The Draw, 58805   size:2.55,Price: ,3.1,Brasil de Pelotas, 7160974   size:4.49,Price: ,3.65,x
1.119810930, Sport: ,Tennis, Time: ,Sun Aug 02 00:00:00 CEST 2015, Time: ,Sun Aug 02 00:00:00 CEST 2015, Event: ,M Krueger v Millman, Favorite: ,John Millman, 4415206   size:2.26,Price: ,1.41,Mitchell Krueger, 6603910   size:5.07,Price: ,3.15,ok
1.119810896, Sport: ,Tennis, Time: ,Sat Aug 01 22:00:00 CEST 2015, Time: ,Sat Aug 01 22:00:00 CEST 2015, Event: ,Boserup v Mar Sanchez, Favorite: ,Maria Sanchez, 5374654   size:13.46,Price: ,1.8,Julia Boserup, 3738415   size:7.52,Price: ,2.0,x
1.119623251, Sport: ,Soccer, Time: ,Sat Aug 01 21:00:00 CEST 2015, Time: ,Sat Aug 01 21:00:00 CEST 2015, Event: ,Paris St-G v Lyon, Favorite: ,Paris St-G, 489720   size:1199.29,Price: ,1.61,The Draw, 58805   size:8.68,Price: ,4.3,Lyon, 55271   size:2015.77,Price: ,6.6,ok
1.119697195, Sport: ,Mixed Martial Arts, Time: ,Sun Aug 02 01:00:00 CEST 2015, Time: ,Sun Aug 02 01:00:00 CEST 2015, Event: ,Viana v Cannetti, Favorite: ,Hugo Viana, 6465131   size:3.43,Price: ,1.24,Guido Cannetti, 8991646   size:35.31,Price: ,4.2,x
1.119697075, Sport: ,Mixed Martial Arts, Time: ,Sun Aug 02 04:00:00 CEST 2015, Time: ,Sun Aug 02 04:00:00 CEST 2015, Event: ,Franca v Bruno, Favorite: ,Glaico Franca, 10079121   size:115.39,Price: ,1.56,Fernando Bruno, 10079122   size:5.91,Price: ,2.36,ok
1.119698241, Sport: ,Baseball, Time: ,Sun Aug 02 01:05:00 CEST 2015, Time: ,Sun Aug 02 01:05:00 CEST 2015, Event: ,ATL @ PHI, Favorite: ,Philadelphia (A Nola), 10036247   size:349.0,Price: ,1.83,Atlanta (M Wisler), 9647265   size:330.0,Price: ,2.14,ok
1.119698321, Sport: ,Baseball, Time: ,Sun Aug 02 03:05:00 CEST 2015, Time: ,Sun Aug 02 03:05:00 CEST 2015, Event: ,CLE @ OAK, Favorite: ,Cleveland (C Anderson), 9653347   size:468.19,Price: ,1.89,Oakland (A Brooks), 10101845   size:105.0,Price: ,2.04,x
1.119567575, Sport: ,Boxing, Time: ,Sun Aug 02 00:00:00 CEST 2015, Time: ,Sun Aug 02 00:00:00 CEST 2015, Event: ,Jacobs v Mora, Favorite: ,Daniel Jacobs, 4875400   size:201.11,Price: ,1.1,Sergio Mora, 3095766   size:7.73,Price: ,11.5,Draw, 31162   size:7.09,Price: ,27.0,ok
1.119782223, Sport: ,Soccer, Time: ,Sun Aug 02 00:00:00 CEST 2015, Time: ,Sun Aug 02 00:00:00 CEST 2015, Event: ,Rio Branco SP v XV de Piracicaba, Favorite: ,XV de Piracicaba, 6089347   size:142.09,Price: ,1.06,The Draw, 58805   size:2.84,Price: ,1.25,x
1.119741076, Sport: ,Soccer, Time: ,Sun Aug 02 01:00:00 CEST 2015, Time: ,Sun Aug 02 01:00:00 CEST 2015, Event: ,Union Mar del Plata v Patronato, Favorite: ,Patronato, 5178628   size:6.01,Price: ,2.3,The Draw, 58805   size:90.12,Price: ,3.15,Union Mar del Plata, 9229723   size:12.08,Price: ,3.85,x
1.119698289, Sport: ,Baseball, Time: ,Sun Aug 02 01:10:00 CEST 2015, Time: ,Sun Aug 02 01:10:00 CEST 2015, Event: ,WSH @ NYM, Favorite: ,NY Mets (J deGrom), 8530475   size:555.69,Price: ,1.7,Washington (J Ross), 9565218   size:51.99,Price: ,2.36,ok
1.119697079, Sport: ,Mixed Martial Arts, Time: ,Sun Aug 02 04:00:00 CEST 2015, Time: ,Sun Aug 02 04:00:00 CEST 2015, Event: ,Vieira v Lopes, Favorite: ,Dileno Lopes, 10079076   size:14.97,Price: ,1.31,Reginaldo Vieira, 10079075   size:7.19,Price: ,3.45,x
1.119782784, Sport: ,Soccer, Time: ,Sat Aug 01 23:00:00 CEST 2015, Time: ,Sat Aug 01 23:00:00 CEST 2015, Event: ,Delfin SC v Imbabura SC, Favorite: ,Imbabura SC, 8420043   size:142.09,Price: ,1.06,The Draw, 58805   size:2.84,Price: ,1.25,x
1.119635465, Sport: ,Soccer, Time: ,Sat Aug 01 21:30:00 CEST 2015, Time: ,Sat Aug 01 21:30:00 CEST 2015, Event: ,Nautico v Macae, Favorite: ,Nautico, 2397366   size:61.83,Price: ,1.78,The Draw, 58805   size:400.64,Price: ,3.8,Macae, 2763328   size:122.0,Price: ,5.6,x
1.119586208, Sport: ,Boxing, Time: ,Sat Aug 01 21:00:00 CEST 2015, Time: ,Sat Aug 01 21:00:00 CEST 2015, Event: ,Rose v Jones, Favorite: ,Brian Rose, 5989907   size:14.57,Price: ,1.68,Carson Jones, 6458670   size:1158.07,Price: ,2.64,Draw, 31162   size:4.73,Price: ,23.0,ok
1.119637287, Sport: ,Soccer, Time: ,Sat Aug 01 23:30:00 CEST 2015, Time: ,Sat Aug 01 23:30:00 CEST 2015, Event: ,Fluminense v Gremio, Favorite: ,Fluminense, 198133   size:109.76,Price: ,2.22,The Draw, 58805   size:122.99,Price: ,3.3,Gremio, 198134   size:44.16,Price: ,3.95,ok
1.119776986, Sport: ,Soccer, Time: ,Sat Aug 01 22:00:00 CEST 2015, Time: ,Sat Aug 01 22:00:00 CEST 2015, Event: ,Gran Valencia FC v UCV FC, Favorite: ,UCV FC, 10058063   size:10.92,Price: ,1.08,The Draw, 58805   size:10.92,Price: ,1.29,ok
1.119777154, Sport: ,Soccer, Time: ,Sat Aug 01 22:00:00 CEST 2015, Time: ,Sat Aug 01 22:00:00 CEST 2015, Event: ,REDI Colon v Policia de Lara FC, Favorite: ,Policia de Lara FC, 9989690   size:140.79,Price: ,1.06,The Draw, 58805   size:2.84,Price: ,1.25,ok
1.119740775, Sport: ,Soccer, Time: ,Sat Aug 01 22:45:00 CEST 2015, Time: ,Sat Aug 01 22:45:00 CEST 2015, Event: ,Ferro Carril Oeste v Santamarina, Favorite: ,Ferro Carril Oeste, 5985279   size:3.87,Price: ,2.5,The Draw, 58805   size:106.16,Price: ,2.88,Santamarina, 5985057   size:9.0,Price: ,3.45,ok
1.119554921, Sport: ,American Football, Time: ,Sun Aug 02 01:00:00 CEST 2015, Time: ,Sun Aug 02 01:00:00 CEST 2015, Event: ,Montreal @ Calgary, Favorite: ,Calgary, 2026163   size:38.48,Price: ,1.45,Montreal, 2014643   size:51.25,Price: ,2.84,ok
1.119698297, Sport: ,Baseball, Time: ,Sun Aug 02 01:10:00 CEST 2015, Time: ,Sun Aug 02 01:10:00 CEST 2015, Event: ,SD @ MIA, Favorite: ,Miami (J Urena), 9521925   size:317.0,Price: ,1.93,San Diego (O Despaigne), 8643885   size:104.0,Price: ,2.0,x
1.119636740, Sport: ,Soccer, Time: ,Sat Aug 01 21:30:00 CEST 2015, Time: ,Sat Aug 01 21:30:00 CEST 2015, Event: ,Vitoria BA v America MG, Favorite: ,Vitoria BA, 5310329   size:3.62,Price: ,2.02,The Draw, 58805   size:3.42,Price: ,3.7,America MG, 4516149   size:32.9,Price: ,4.1,x
1.119807674, Sport: ,Soccer, Time: ,Sun Aug 02 04:00:00 CEST 2015, Time: ,Sun Aug 02 04:00:00 CEST 2015, Event: ,Herediano v Carmelita, Favorite: ,Herediano, 4067826   size:18.87,Price: ,1.57,The Draw, 58805   size:3.36,Price: ,4.2,Carmelita, 10104378   size:4.98,Price: ,6.2,ok
1.119782055, Sport: ,Soccer, Time: ,Sat Aug 01 22:00:00 CEST 2015, Time: ,Sat Aug 01 22:00:00 CEST 2015, Event: ,Tenerife v Las Palmas, Favorite: ,Las Palmas, 9163   size:9.73,Price: ,2.28,The Draw, 58805   size:19.5,Price: ,3.3,Tenerife, 44509   size:13.46,Price: ,3.4,x
1.119801532, Sport: ,Soccer, Time: ,Sun Aug 02 01:00:00 CEST 2015, Time: ,Sun Aug 02 01:00:00 CEST 2015, Event: ,Chorrillo v Atletico Nacional, Favorite: ,Atletico Nacional, 478920   size:22.97,Price: ,1.02,The Draw, 58805   size:2.84,Price: ,1.25,x
1.119622745, Sport: ,Soccer, Time: ,Sat Aug 01 20:30:00 CEST 2015, Time: ,Sat Aug 01 20:30:00 CEST 2015, Event: ,Wolfsburg v Bayern Munich, Favorite: ,Bayern Munich, 5774350   size:4522.15,Price: ,1.68,The Draw, 58805   size:1339.58,Price: ,4.4,Wolfsburg, 44521   size:50.99,Price: ,5.5,x
1.119779126, Sport: ,Soccer, Time: ,Sat Aug 01 20:30:00 CEST 2015, Time: ,Sat Aug 01 20:30:00 CEST 2015, Event: ,Club Tiro Federal v Mitre de Santiago, Favorite: ,The Draw, 58805   size:5.91,Price: ,1.26,Club Tiro Federal, 9566355   size:10.91,Price: ,1.51,ok
1.119781831, Sport: ,Soccer, Time: ,Sat Aug 01 22:00:00 CEST 2015, Time: ,Sat Aug 01 22:00:00 CEST 2015, Event: ,Bogota v CD Uni de Popayan, Favorite: ,Bogota, 5340538   size:3.81,Price: ,2.26,CD Uni de Popayan, 6444309   size:3.62,Price: ,2.96,The Draw, 58805   size:4.05,Price: ,3.25,x
1.119810876, Sport: ,Tennis, Time: ,Sat Aug 01 22:00:00 CEST 2015, Time: ,Sat Aug 01 22:00:00 CEST 2015, Event: ,K Bondarenko v Doyle, Favorite: ,Kateryna Bondarenko, 2291864   size:205.77,Price: ,1.21,Caroline Doyle, 8732141   size:23.0,Price: ,4.6,ok
1.119640112, Sport: ,Soccer, Time: ,Sun Aug 02 00:00:00 CEST 2015, Time: ,Sun Aug 02 00:00:00 CEST 2015, Event: ,CF America v Atlas, Favorite: ,CF America, 328952   size:346.9,Price: ,1.7,The Draw, 58805   size:49.8,Price: ,3.9,Atlas, 328950   size:2.84,Price: ,6.0,x
1.119781719, Sport: ,Soccer, Time: ,Sat Aug 01 20:45:00 CEST 2015, Time: ,Sat Aug 01 20:45:00 CEST 2015, Event: ,Sporting Lisbon v Roma, Favorite: ,Sporting Lisbon, 2506293   size:25.0,Price: ,2.66,Roma, 56967   size:23.25,Price: ,2.86,The Draw, 58805   size:10.39,Price: ,3.5,ok
1.119710490, Sport: ,Boxing, Time: ,Sat Aug 01 21:00:00 CEST 2015, Time: ,Sat Aug 01 21:00:00 CEST 2015, Event: ,Burns v Ofotsu, Favorite: ,Ricky Burns, 3368497   size:39402.02,Price: ,1.02,Prince Ofotsu, 10081413   size:13.14,Price: ,42.0,Draw, 31162   size:4.08,Price: ,65.0,ok
1.119638679, Sport: ,Soccer, Time: ,Sat Aug 01 20:15:00 CEST 2015, Time: ,Sat Aug 01 20:15:00 CEST 2015, Event: ,Olimpija v Domzale, Favorite: ,Olimpija, 489147   size:16.63,Price: ,2.28,Domzale, 503208   size:15.32,Price: ,3.4,The Draw, 58805   size:33.48,Price: ,3.55,x
1.119698265, Sport: ,Baseball, Time: ,Sun Aug 02 01:10:00 CEST 2015, Time: ,Sun Aug 02 01:10:00 CEST 2015, Event: ,SEA @ MIN, Favorite: ,Minnesota (K Gibson), 7395517   size:556.44,Price: ,1.79,Seattle (M Montgomery), 9547472   size:4.19,Price: ,2.2,ok
1.119781495, Sport: ,Soccer, Time: ,Sat Aug 01 21:00:00 CEST 2015, Time: ,Sat Aug 01 21:00:00 CEST 2015, Event: ,Red Bull Brasil v Resende, Favorite: ,Red Bull Brasil, 6987866   size:2.18,Price: ,1.51,The Draw, 58805   size:2.61,Price: ,3.35,Resende, 2763329   size:2.25,Price: ,3.9,x
1.119697179, Sport: ,Mixed Martial Arts, Time: ,Sun Aug 02 02:00:00 CEST 2015, Time: ,Sun Aug 02 02:00:00 CEST 2015, Event: ,Alves v Taleb, Favorite: ,Warlley Alves, 8572559   size:3.14,Price: ,1.42,Nordine Taleb, 8462089   size:76.61,Price: ,2.82,ok
1.119636213, Sport: ,Soccer, Time: ,Sat Aug 01 21:30:00 CEST 2015, Time: ,Sat Aug 01 21:30:00 CEST 2015, Event: ,Botafogo RJ v Luverdense, Favorite: ,Botafogo RJ, 786906   size:1516.96,Price: ,1.4,The Draw, 58805   size:142.94,Price: ,5.1,Luverdense, 4525645   size:36.03,Price: ,10.0,x
1.119698305, Sport: ,Baseball, Time: ,Sun Aug 02 01:15:00 CEST 2015, Time: ,Sun Aug 02 01:15:00 CEST 2015, Event: ,COL @ STL, Favorite: ,St Louis (L Lynn), 5588102   size:829.09,Price: ,1.56,Colorado (J De La Rosa), 3017245   size:451.78,Price: ,2.6,x
1.119807786, Sport: ,Soccer, Time: ,Sun Aug 02 02:30:00 CEST 2015, Time: ,Sun Aug 02 02:30:00 CEST 2015, Event: ,CD Chalatenago v Isidro Metapan, Favorite: ,Isidro Metapan, 4864112   size:5.0,Price: ,1.56,The Draw, 58805   size:12.5,Price: ,1.9,CD Chalatenago, 10104394   size:5.0,Price: ,1.96,x
1.119698249, Sport: ,Baseball, Time: ,Sun Aug 02 01:10:00 CEST 2015, Time: ,Sun Aug 02 01:10:00 CEST 2015, Event: ,NYY @ CWS, Favorite: ,NY Yankees (B Mitchell), 8841684   size:497.68,Price: ,1.86,Chicago White Sox (J Danks), 2942998   size:223.93,Price: ,2.12,x
1.119777379, Sport: ,Soccer, Time: ,Sat Aug 01 20:15:00 CEST 2015, Time: ,Sat Aug 01 20:15:00 CEST 2015, Event: ,Sliema Wanderers v Qormi FC, Favorite: ,Qormi FC, 6702687   size:2.15,Price: ,1.03,The Draw, 58805   size:2.0,Price: ,1.26,x
1.119729753, Sport: ,Basketball, Time: ,Sun Aug 02 02:00:00 CEST 2015, Time: ,Sun Aug 02 02:00:00 CEST 2015, Event: ,Minnesota @ Tulsa, Favorite: ,Minnesota, 13118   size:2.55,Price: ,1.42,Tulsa, 711056   size:3.64,Price: ,3.1,ok
1.119810900, Sport: ,Tennis, Time: ,Sat Aug 01 23:30:00 CEST 2015, Time: ,Sat Aug 01 23:30:00 CEST 2015, Event: ,Tatishvili v Y Chan, Favorite: ,Anna Tatishvili, 2311979   size:24.27,Price: ,1.45,Yung-Jan Chan, 8352773   size:3.67,Price: ,2.82,
1.119810888, Sport: ,Tennis, Time: ,Sat Aug 01 20:30:00 CEST 2015, Time: ,Sat Aug 01 20:30:00 CEST 2015, Event: ,Date-Krumm v N Osaka, Favorite: ,Naomi Osaka, 7640637   size:14.84,Price: ,1.58,Kimiko Date-Krumm, 8244520   size:13.92,Price: ,2.5,x
1.119810129, Sport: ,Tennis, Time: ,Sat Aug 01 20:07:00 CEST 2015, Time: ,Sat Aug 01 20:07:00 CEST 2015, Event: ,Mestach v Kuwata, Favorite: ,An-Sophie Mestach, 4818332   size:994.16,Price: ,1.36,Hiroko Kuwata, 8732124   size:2.84,Price: ,3.7,ok
1.119643571, Sport: ,Soccer, Time: ,Sat Aug 01 20:15:00 CEST 2015, Time: ,Sat Aug 01 20:15:00 CEST 2015, Event: ,Dukla Prague v Plzen, Favorite: ,Plzen, 471040   size:15.31,Price: ,2.34,Dukla Prague, 4142634   size:23.46,Price: ,3.3,The Draw, 58805   size:83.73,Price: ,3.6,x
1.119635556, Sport: ,Soccer, Time: ,Sat Aug 01 21:30:00 CEST 2015, Time: ,Sat Aug 01 21:30:00 CEST 2015, Event: ,Parana v CRB, Favorite: ,Parana, 198129   size:2.84,Price: ,1.7,The Draw, 58805   size:8.53,Price: ,3.85,CRB, 6368159   size:22.17,Price: ,6.2,x
1.119698273, Sport: ,Baseball, Time: ,Sun Aug 02 01:10:00 CEST 2015, Time: ,Sun Aug 02 01:10:00 CEST 2015, Event: ,PIT @ CIN, Favorite: ,Pittsburgh (G Cole), 7340947   size:339.0,Price: ,1.71,Cincinnati (R Iglesias), 9395514   size:2.03,Price: ,2.34,
1.119697184, Sport: ,Mixed Martial Arts, Time: ,Sun Aug 02 02:00:00 CEST 2015, Time: ,Sun Aug 02 02:00:00 CEST 2015, Event: ,Alcantara v Issa, Favorite: ,Iuri Alcantara, 8249468   size:1341.67,Price: ,1.35,Leandro Issa, 8188211   size:7.07,Price: ,2.96,ok
1.119697084, Sport: ,Mixed Martial Arts, Time: ,Sun Aug 02 04:00:00 CEST 2015, Time: ,Sun Aug 02 04:00:00 CEST 2015, Event: ,Struve v Nogueira, Favorite: ,Stefan Struve, 3772579   size:2.15,Price: ,1.59,Minotauro Nogueira, 4482790   size:6.49,Price: ,2.3,ok
1.119698233, Sport: ,Baseball, Time: ,Sun Aug 02 01:05:00 CEST 2015, Time: ,Sun Aug 02 01:05:00 CEST 2015, Event: ,DET @ BAL, Favorite: ,Baltimore (K Gausman), 7292275   size:291.0,Price: ,1.7,Detroit (A Sanchez), 6546455   size:488.04,Price: ,2.3,ok
1.119698257, Sport: ,Baseball, Time: ,Sun Aug 02 01:10:00 CEST 2015, Time: ,Sun Aug 02 01:10:00 CEST 2015, Event: ,CHC @ MIL, Favorite: ,Chicago Cubs (K Hendricks), 8688427   size:319.0,Price: ,1.82,Milwaukee (M Garza), 8432623   size:481.54,Price: ,2.12,ok
1.119781382, Sport: ,Soccer, Time: ,Sat Aug 01 21:00:00 CEST 2015, Time: ,Sat Aug 01 21:00:00 CEST 2015, Event: ,Tupi v Tombense, Favorite: ,Tupi, 4516150   size:5.0,Price: ,1.84,The Draw, 58805   size:12.62,Price: ,2.96,Tombense, 7212894   size:5.94,Price: ,4.2,x
1.119710503, Sport: ,Boxing, Time: ,Sat Aug 01 21:00:00 CEST 2015, Time: ,Sat Aug 01 21:00:00 CEST 2015, Event: ,Whyte v Costa Jr, Favorite: ,Dillian Whyte, 9276654   size:1479.08,Price: ,1.04,Irineu Beato Costa Junior, 9054601   size:114.04,Price: ,25.0,Draw, 31162   size:8.02,Price: ,28.0,ok
1.119776577, Sport: ,Soccer, Time: ,Sat Aug 01 21:00:00 CEST 2015, Time: ,Sat Aug 01 21:00:00 CEST 2015, Event: ,UD Rotena v Sevilla B, Favorite: ,Sevilla B, 6603999   size:21.02,Price: ,1.23,The Draw, 58805   size:47.91,Price: ,4.4,UD Rotena, 6502553   size:33.0,Price: ,9.8,ok
1.119776930, Sport: ,Soccer, Time: ,Sat Aug 01 21:30:00 CEST 2015, Time: ,Sat Aug 01 21:30:00 CEST 2015, Event: ,Deportivo JBL del Zulia v Atletico Socopo, Favorite: ,Atletico Socopo, 10096564   size:10.92,Price: ,1.08,The Draw, 58805   size:10.92,Price: ,1.29,x
1.119808780, Sport: ,Tennis, Time: ,Sat Aug 01 22:00:00 CEST 2015, Time: ,Sat Aug 01 22:00:00 CEST 2015, Event: ,Hesse v Hibino, Favorite: ,Nao Hibino, 7683152   size:6.57,Price: ,1.34,Amandine Hesse, 7289620   size:11.85,Price: ,3.5,ok
1.119660120, Sport: ,Soccer, Time: ,Sun Aug 02 01:30:00 CEST 2015, Time: ,Sun Aug 02 01:30:00 CEST 2015, Event: ,Indy Eleven v Atlanta Silverbacks, Favorite: ,Indy Eleven, 8441182   size:12.42,Price: ,1.91,The Draw, 58805   size:21.52,Price: ,2.92,Atlanta Silverbacks, 5744831   size:11.62,Price: ,3.05,x
1.119810877, Sport: ,Tennis, Time: ,Sat Aug 01 20:30:00 CEST 2015, Time: ,Sat Aug 01 20:30:00 CEST 2015, Event: ,Doi v Y Xu, Favorite: ,Misaki Doi, 4729711   size:31.28,Price: ,1.33,Yi-Fan Xu, 2550525   size:2.84,Price: ,3.7,ok
1.119808182, Sport: ,Soccer, Time: ,Sun Aug 02 01:30:00 CEST 2015, Time: ,Sun Aug 02 01:30:00 CEST 2015, Event: ,Tailevu/Naitasiri v Nadi FC, Favorite: ,Nadi FC, 9454370   size:22.97,Price: ,1.02,The Draw, 58805   size:2.84,Price: ,1.25,ok
1.119664787, Sport: ,Soccer, Time: ,Sun Aug 02 02:00:00 CEST 2015, Time: ,Sun Aug 02 02:00:00 CEST 2015, Event: ,Bragantino SP v Ceara, Favorite: ,Ceara, 4016599   size:5.0,Price: ,2.7,Bragantino SP, 4701919   size:8.53,Price: ,2.9,The Draw, 58805   size:23.55,Price: ,3.35,x
