1.119605113, Sport: ,Soccer, Time: ,Wed Jul 29 00:30:00 CEST 2015, Time: ,Wed Jul 29 00:30:00 CEST 2015, Event: ,Paysandu v America MG, Favorite: ,Paysandu, 189951   size:214.89,Price: ,2.5,America MG, 4516149   size:16.15,Price: ,3.25,The Draw, 58805   size:4.66,Price: ,3.3,ok
1.119723796, Sport: ,Tennis, Time: ,Tue Jul 28 21:30:00 CEST 2015, Time: ,Tue Jul 28 21:30:00 CEST 2015, Event: ,Devvarman v J Donaldson, Favorite: ,Jared Donaldson, 7413423   size:190.59,Price: ,1.59,Somdev Devvarman, 3261618   size:19.02,Price: ,2.66,ok
1.119697808, Sport: ,Baseball, Time: ,Wed Jul 29 01:10:00 CEST 2015, Time: ,Wed Jul 29 01:10:00 CEST 2015, Event: ,WSH @ MIA, Favorite: ,Miami (J Fernandez), 7186703   size:8.44,Price: ,1.81,Washington (J Zimmermann), 3830891   size:301.25,Price: ,2.16,ok
1.119723955, Sport: ,Tennis, Time: ,Wed Jul 29 01:30:00 CEST 2015, Time: ,Wed Jul 29 01:30:00 CEST 2015, Event: ,Bellis v Foretz, Favorite: ,Catherine Bellis, 8792467   size:3.01,Price: ,1.66,Stephanie Foretz, 9152710   size:5.77,Price: ,2.36,x
1.119620590, Sport: ,Soccer, Time: ,Wed Jul 29 02:00:00 CEST 2015, Time: ,Wed Jul 29 02:00:00 CEST 2015, Event: ,Guadalajara v Mineros de Zacatecas, Favorite: ,Guadalajara, 230909   size:2.0,Price: ,1.9,The Draw, 58805   size:11.76,Price: ,3.4,Mineros de Zacatecas, 8692849   size:8.2,Price: ,4.8,ok
1.119605204, Sport: ,Soccer, Time: ,Wed Jul 29 00:30:00 CEST 2015, Time: ,Wed Jul 29 00:30:00 CEST 2015, Event: ,Santa Cruz PE v Bahia, Favorite: ,Santa Cruz PE, 6132724   size:678.86,Price: ,2.44,Bahia, 198139   size:159.76,Price: ,3.25,The Draw, 58805   size:341.05,Price: ,3.35,ok
1.119696973, Sport: ,Tennis, Time: ,Tue Jul 28 23:15:00 CEST 2015, Time: ,Tue Jul 28 23:15:00 CEST 2015, Event: ,Fleming/Muller v Pospisil/Sock, Favorite: ,Pospisil/Sock, 8638693   size:14.12,Price: ,1.33,Fleming/Muller, 10079043   size:14.12,Price: ,4.0,x
1.119697744, Sport: ,Baseball, Time: ,Wed Jul 29 01:05:00 CEST 2015, Time: ,Wed Jul 29 01:05:00 CEST 2015, Event: ,ATL @ BAL, Favorite: ,Baltimore (U Jimenez), 8432626   size:838.12,Price: ,1.58,Atlanta (J Teheran), 5530617   size:5.0,Price: ,2.66,ok
1.119711729, Sport: ,Handball, Time: ,Wed Jul 29 01:30:00 CEST 2015, Time: ,Wed Jul 29 01:30:00 CEST 2015, Event: ,Germany U21 v Argentina U21, Favorite: ,Germany U21, 7437025   size:200.69,Price: ,1.01,Draw, 330157   size:3.05,Price: ,11.5,ok
1.119711726, Sport: ,Handball, Time: ,Wed Jul 29 01:30:00 CEST 2015, Time: ,Wed Jul 29 01:30:00 CEST 2015, Event: ,France U21 v Norway U21, Favorite: ,France U21, 7437019   size:5.88,Price: ,1.12,Norway U21, 10026175   size:71.19,Price: ,7.6,Draw, 330157   size:71.05,Price: ,11.0,ok
1.119724030, Sport: ,Tennis, Time: ,Tue Jul 28 21:04:00 CEST 2015, Time: ,Tue Jul 28 21:04:00 CEST 2015, Event: ,Pecotic v Y Bhambri, Favorite: ,Yuki Bhambri, 3772081   size:1131.44,Price: ,1.16,Matija Pecotic, 8713732   size:3.53,Price: ,1.43,ok
1.119618586, Sport: ,Soccer, Time: ,Wed Jul 29 02:50:00 CEST 2015, Time: ,Wed Jul 29 02:50:00 CEST 2015, Event: ,Atletico GO v CRB, Favorite: ,Atletico Go, 5326988   size:2.82,Price: ,2.0,The Draw, 58805   size:129.55,Price: ,3.55,CRB, 6368159   size:8.3,Price: ,4.4,ok
1.119697816, Sport: ,Baseball, Time: ,Wed Jul 29 01:10:00 CEST 2015, Time: ,Wed Jul 29 01:10:00 CEST 2015, Event: ,DET @ TB, Favorite: ,Detroit (D Price), 8753728   size:452.99,Price: ,1.84,Tampa Bay (J Odorizzi), 7286524   size:138.14,Price: ,2.1,x
1.119620028, Sport: ,Soccer, Time: ,Wed Jul 29 02:00:00 CEST 2015, Time: ,Wed Jul 29 02:00:00 CEST 2015, Event: ,Pachuca v Atlante, Favorite: ,Pachuca, 328954   size:29.15,Price: ,1.85,The Draw, 58805   size:3.88,Price: ,3.75,Atlante, 230270   size:2.55,Price: ,4.6,x
1.119708521, Sport: ,Soccer, Time: ,Tue Jul 28 21:15:00 CEST 2015, Time: ,Tue Jul 28 21:15:00 CEST 2015, Event: ,KR Reykjavik (W) v Breidablik (W), Favorite: ,Breidablik (W), 5505044   size:3.91,Price: ,1.22,The Draw, 58805   size:6.01,Price: ,4.6,KR Reykjavik (W), 5281239   size:10.79,Price: ,7.2,ok
1.119708124, Sport: ,Soccer, Time: ,Tue Jul 28 22:00:00 CEST 2015, Time: ,Tue Jul 28 22:00:00 CEST 2015, Event: ,Alftanes (W) v Fjolnir (W), Favorite: ,Fjolnir (W), 5279491   size:357.13,Price: ,1.22,The Draw, 58805   size:10.54,Price: ,3.3,x
1.119670836, Sport: ,Soccer, Time: ,Tue Jul 28 22:30:00 CEST 2015, Time: ,Tue Jul 28 22:30:00 CEST 2015, Event: ,Deportivo Municipal v Ayacucho Futbol Club, Favorite: ,Deportivo Municipal, 7295377   size:70.62,Price: ,1.67,The Draw, 58805   size:34.6,Price: ,3.9,Ayacucho Futbol Club, 9297155   size:75.9,Price: ,6.4,ok
1.119619915, Sport: ,Soccer, Time: ,Wed Jul 29 02:00:00 CEST 2015, Time: ,Wed Jul 29 02:00:00 CEST 2015, Event: ,San Luis v Leon, Favorite: ,Leon, 4468457   size:17.93,Price: ,1.97,The Draw, 58805   size:7.45,Price: ,3.4,San Luis, 328915   size:2.55,Price: ,4.4,ok
1.119620141, Sport: ,Soccer, Time: ,Wed Jul 29 02:00:00 CEST 2015, Time: ,Wed Jul 29 02:00:00 CEST 2015, Event: ,Universidad Guadalajara v Atlas, Favorite: ,Universidad Guadalajara, 6533140   size:7.69,Price: ,2.62,Atlas, 328950   size:7.32,Price: ,2.98,The Draw, 58805   size:14.98,Price: ,3.15,x
1.119708407, Sport: ,Soccer, Time: ,Tue Jul 28 22:00:00 CEST 2015, Time: ,Tue Jul 28 22:00:00 CEST 2015, Event: ,Kria v Hviti Riddarinn, Favorite: ,Hviti Riddarinn, 6358758   size:139.82,Price: ,1.06,Kria, 8538498   size:714.29,Price: ,1.07,The Draw, 58805   size:2.82,Price: ,1.25,x
1.119711584, Sport: ,Tennis, Time: ,Wed Jul 29 06:00:00 CEST 2015, Time: ,Wed Jul 29 06:00:00 CEST 2015, Event: ,Fayziev v Ti Chen, Favorite: ,Ti Chen, 2559490   size:7.43,Price: ,1.29,Sanjar Fayziev, 8304051   size:6.74,Price: ,3.6,ok
1.119604840, Sport: ,Soccer, Time: ,Wed Jul 29 00:30:00 CEST 2015, Time: ,Wed Jul 29 00:30:00 CEST 2015, Event: ,Mogi Mirim v Bragantino SP, Favorite: ,Mogi Mirim, 1039199   size:494.41,Price: ,2.22,The Draw, 58805   size:331.08,Price: ,3.4,Bragantino SP, 4701919   size:5.07,Price: ,3.7,x
1.119698882, Sport: ,Basketball, Time: ,Wed Jul 29 01:00:00 CEST 2015, Time: ,Wed Jul 29 01:00:00 CEST 2015, Event: ,Indiana @ Connecticut, Favorite: ,Connecticut, 332194   size:4.36,Price: ,1.82,Indiana, 13116   size:2.71,Price: ,2.12,x
1.119697792, Sport: ,Baseball, Time: ,Wed Jul 29 01:10:00 CEST 2015, Time: ,Wed Jul 29 01:10:00 CEST 2015, Event: ,SD @ NYM, Favorite: ,NY Mets (N Syndergaard), 9477745   size:100.56,Price: ,1.76,San Diego (J Shields), 9378795   size:296.0,Price: ,2.22,ok
1.119696386, Sport: ,Tennis, Time: ,Wed Jul 29 02:45:00 CEST 2015, Time: ,Wed Jul 29 02:45:00 CEST 2015, Event: ,Clezar v Jomby, Favorite: ,Guilherme Clezar, 5304142   size:2.55,Price: ,1.72,Tom Jomby, 8859046   size:32.32,Price: ,2.26,ok
1.119620647, Sport: ,Soccer, Time: ,Wed Jul 29 04:00:00 CEST 2015, Time: ,Wed Jul 29 04:00:00 CEST 2015, Event: ,Dorados v Murcielagos FC, Favorite: ,Dorados, 6119455   size:157.16,Price: ,1.68,The Draw, 58805   size:3.85,Price: ,3.85,Murcielagos FC, 9988672   size:2.55,Price: ,5.6,x
1.119696981, Sport: ,Tennis, Time: ,Wed Jul 29 02:00:00 CEST 2015, Time: ,Wed Jul 29 02:00:00 CEST 2015, Event: ,Pavic/Venus v Eubanks/Young, Favorite: ,Pavic/Venus, 9363716   size:2.55,Price: ,1.11,Eubanks/Young, 10079045   size:2.79,Price: ,6.4,x
1.119697752, Sport: ,Baseball, Time: ,Wed Jul 29 01:07:00 CEST 2015, Time: ,Wed Jul 29 01:07:00 CEST 2015, Event: ,PHI @ TOR, Favorite: ,Toronto (F Doubront), 9901212   size:48.32,Price: ,1.48,Philadelphia (A Morgan), 9653348   size:259.42,Price: ,3.0,x
1.119619101, Sport: ,Soccer, Time: ,Wed Jul 29 04:00:00 CEST 2015, Time: ,Wed Jul 29 04:00:00 CEST 2015, Event: ,CF America v Benfica, Favorite: ,Benfica, 48783   size:19.08,Price: ,2.34,CF America, 328952   size:30.3,Price: ,3.2,The Draw, 58805   size:28.34,Price: ,3.65,x
1.119697824, Sport: ,Baseball, Time: ,Wed Jul 29 02:05:00 CEST 2015, Time: ,Wed Jul 29 02:05:00 CEST 2015, Event: ,NYY @ TEX, Favorite: ,NY Yankees (C Capuano), 8744792   size:197.8,Price: ,1.94,Texas (M Perez), 6480880   size:461.48,Price: ,2.02,ok
1.119724421, Sport: ,Tennis, Time: ,Wed Jul 29 08:00:00 CEST 2015, Time: ,Wed Jul 29 08:00:00 CEST 2015, Event: ,L Zhu v Vekic, Favorite: ,Donna Vekic, 6603944   size:2.55,Price: ,1.61,Lin Zhu, 8714569   size:2.55,Price: ,2.42,ok
1.119618218, Sport: ,Soccer, Time: ,Wed Jul 29 02:05:00 CEST 2015, Time: ,Wed Jul 29 02:05:00 CEST 2015, Event: ,Chelsea v Barcelona, Favorite: ,Barcelona, 55270   size:338.35,Price: ,2.64,Chelsea, 55190   size:24.25,Price: ,2.9,The Draw, 58805   size:219.78,Price: ,3.6,x
1.119605295, Sport: ,Soccer, Time: ,Wed Jul 29 00:30:00 CEST 2015, Time: ,Wed Jul 29 00:30:00 CEST 2015, Event: ,Vitoria BA v Macae, Favorite: ,Vitoria BA, 5310329   size:500.52,Price: ,1.6,The Draw, 58805   size:230.65,Price: ,4.2,Macae, 2763328   size:165.54,Price: ,6.4,x
1.119708181, Sport: ,Soccer, Time: ,Tue Jul 28 22:00:00 CEST 2015, Time: ,Tue Jul 28 22:00:00 CEST 2015, Event: ,Fram (W) v Grindavik (W), Favorite: ,Fram (W), 5431512   size:139.82,Price: ,1.06,Grindavik (W), 5423417   size:376.92,Price: ,1.13,The Draw, 58805   size:6.72,Price: ,4.1,x
1.119605022, Sport: ,Soccer, Time: ,Wed Jul 29 00:30:00 CEST 2015, Time: ,Wed Jul 29 00:30:00 CEST 2015, Event: ,Parana v Nautico, Favorite: ,Parana, 198129   size:103.31,Price: ,2.12,The Draw, 58805   size:25.58,Price: ,3.4,Nautico, 2397366   size:176.0,Price: ,4.0,ok
1.119696391, Sport: ,Tennis, Time: ,Tue Jul 28 21:15:00 CEST 2015, Time: ,Tue Jul 28 21:15:00 CEST 2015, Event: ,Fratangelo v Bangoura, Favorite: ,Bjorn Fratangelo, 7593723   size:3.17,Price: ,1.32,Sekou Bangoura, 7066127   size:14.12,Price: ,3.75,ok
1.119620759, Sport: ,Soccer, Time: ,Wed Jul 29 04:00:00 CEST 2015, Time: ,Wed Jul 29 04:00:00 CEST 2015, Event: ,Pumas UNAM v Alebrijes de Oaxaca, Favorite: ,Pumas UNAM, 328955   size:3.72,Price: ,1.7,The Draw, 58805   size:4.17,Price: ,3.85,Alebrijes de Oaxaca, 9988722   size:2.55,Price: ,5.5,x
1.119698893, Sport: ,Basketball, Time: ,Wed Jul 29 04:00:00 CEST 2015, Time: ,Wed Jul 29 04:00:00 CEST 2015, Event: ,Chicago @ Phoenix, Favorite: ,Phoenix, 13128   size:100.94,Price: ,1.55,Chicago, 13117   size:2.29,Price: ,2.74,ok
1.119604259, Sport: ,Soccer, Time: ,Tue Jul 28 22:00:00 CEST 2015, Time: ,Tue Jul 28 22:00:00 CEST 2015, Event: ,Hottur v Huginn, Favorite: ,Huginn, 6584708   size:3.01,Price: ,2.1,Hottur, 3968965   size:34.9,Price: ,2.98,The Draw, 58805   size:4.09,Price: ,4.1,ok
1.119604658, Sport: ,Soccer, Time: ,Wed Jul 29 00:30:00 CEST 2015, Time: ,Wed Jul 29 00:30:00 CEST 2015, Event: ,ABC v Ceara, Favorite: ,abc, 3794139   size:195.78,Price: ,2.32,The Draw, 58805   size:533.68,Price: ,3.35,Ceara, 4016599   size:257.05,Price: ,3.5,x
1.119708581, Sport: ,Soccer, Time: ,Tue Jul 28 21:15:00 CEST 2015, Time: ,Tue Jul 28 21:15:00 CEST 2015, Event: ,Selfoss (W) v Stjarnan (W), Favorite: ,Stjarnan (W), 5247616   size:17.04,Price: ,1.42,Selfoss (W), 5586156   size:11.08,Price: ,1.88,The Draw, 58805   size:14.76,Price: ,3.4,ok
1.119563321, Sport: ,Soccer, Time: ,Tue Jul 28 21:15:00 CEST 2015, Time: ,Tue Jul 28 21:15:00 CEST 2015, Event: ,Keflavik v Hafnarfjordur, Favorite: ,Hafnarfjordur, 166884   size:336.11,Price: ,1.39,The Draw, 58805   size:48.07,Price: ,5.6,Keflavik, 808414   size:31.92,Price: ,8.8,ok
1.119697840, Sport: ,Baseball, Time: ,Wed Jul 29 02:05:00 CEST 2015, Time: ,Wed Jul 29 02:05:00 CEST 2015, Event: ,COL @ CHC, Favorite: ,Chicago Cubs (D Beeler), 8659034   size:13.59,Price: ,1.68,Colorado (Y Flande), 8650088   size:96.22,Price: ,2.46,x
1.119620960, Sport: ,Soccer, Time: ,Wed Jul 29 04:00:00 CEST 2015, Time: ,Wed Jul 29 04:00:00 CEST 2015, Event: ,Lobos BUAP v Veracruz, Favorite: ,Veracruz, 328922   size:2.33,Price: ,2.52,Lobos BUAP, 6138085   size:57.0,Price: ,3.05,The Draw, 58805   size:57.83,Price: ,3.2,ok
1.119620366, Sport: ,Soccer, Time: ,Wed Jul 29 04:00:00 CEST 2015, Time: ,Wed Jul 29 04:00:00 CEST 2015, Event: ,Tijuana v Zacatepec, Favorite: ,Tijuana, 5687741   size:2.55,Price: ,1.74,The Draw, 58805   size:15.56,Price: ,3.9,Zacatepec, 7444597   size:5.63,Price: ,4.9,ok
1.119724891, Sport: ,Tennis, Time: ,Wed Jul 29 09:00:00 CEST 2015, Time: ,Wed Jul 29 09:00:00 CEST 2015, Event: ,Lykina/Monova v Fomina/Vankova, Favorite: ,Fomina/Vankova, 10079622   size:7.93,Price: ,1.66,Lykina/Monova, 10079620   size:7.5,Price: ,1.78,x
1.119696668, Sport: ,Tennis, Time: ,Tue Jul 28 21:30:00 CEST 2015, Time: ,Tue Jul 28 21:30:00 CEST 2015, Event: ,Groth v Tiafoe, Favorite: ,Sam Groth, 8639819   size:4802.54,Price: ,1.33,Frances Tiafoe, 9399490   size:14.12,Price: ,4.0,ok
1.119671269, Sport: ,Soccer, Time: ,Wed Jul 29 03:00:00 CEST 2015, Time: ,Wed Jul 29 03:00:00 CEST 2015, Event: ,Uni San Martin v Union Comercio, Favorite: ,Uni San Martin, 2032055   size:34.13,Price: ,2.16,The Draw, 58805   size:9.0,Price: ,3.45,Union Comercio, 5481419   size:5.0,Price: ,3.7,x
1.119724372, Sport: ,Tennis, Time: ,Wed Jul 29 06:00:00 CEST 2015, Time: ,Wed Jul 29 06:00:00 CEST 2015, Event: ,Skugor v Donskoy, Favorite: ,Evgeny Donskoy, 3391304   size:6.69,Price: ,1.42,Franko Skugor, 2862839   size:4.52,Price: ,2.98,ok
1.119708465, Sport: ,Soccer, Time: ,Tue Jul 28 21:15:00 CEST 2015, Time: ,Tue Jul 28 21:15:00 CEST 2015, Event: ,Fylkir (W) v Valur (W), Favorite: ,Fylkir (W), 5281227   size:34.12,Price: ,1.6,Valur (W), 5279490   size:11.81,Price: ,2.2,The Draw, 58805   size:12.0,Price: ,3.4,ok
1.119618769, Sport: ,Soccer, Time: ,Wed Jul 29 02:50:00 CEST 2015, Time: ,Wed Jul 29 02:50:00 CEST 2015, Event: ,Botafogo RJ v Criciuma, Favorite: ,Botafogo RJ, 786906   size:35.81,Price: ,1.54,The Draw, 58805   size:4.53,Price: ,4.4,Criciuma, 356589   size:2.82,Price: ,7.4,x
1.119724018, Sport: ,Tennis, Time: ,Tue Jul 28 22:45:00 CEST 2015, Time: ,Tue Jul 28 22:45:00 CEST 2015, Event: ,Crepaldi v D Novikov, Favorite: ,Dennis Novikov, 6217982   size:14.12,Price: ,1.48,Erik Crepaldi, 7839753   size:12.93,Price: ,3.0,ok
1.119724241, Sport: ,Tennis, Time: ,Wed Jul 29 07:45:00 CEST 2015, Time: ,Wed Jul 29 07:45:00 CEST 2015, Event: ,Khachanov v Popko, Favorite: ,Karen Khachanov, 7659623   size:7.08,Price: ,1.3,Dmitry Popko, 8284522   size:8.43,Price: ,3.8,x
1.119696395, Sport: ,Tennis, Time: ,Wed Jul 29 01:00:00 CEST 2015, Time: ,Wed Jul 29 01:00:00 CEST 2015, Event: ,Quigley v Couacaud, Favorite: ,Eric Quigley, 6596536   size:14.85,Price: ,1.74,Enzo Couacaud, 8174333   size:14.92,Price: ,2.22,x
1.119697880, Sport: ,Baseball, Time: ,Wed Jul 29 02:15:00 CEST 2015, Time: ,Wed Jul 29 02:15:00 CEST 2015, Event: ,CIN @ STL, Favorite: ,St Louis (J Garcia), 3201713   size:516.38,Price: ,1.66,Cincinnati (M Leake), 4640134   size:107.89,Price: ,2.4,x
1.119446378, Sport: ,Cricket, Time: ,Wed Jul 29 06:00:00 CEST 2015, Time: ,Wed Jul 29 06:00:00 CEST 2015, Event: ,India A v Australia A (2nd Test), Favorite: ,The Draw, 60443   size:2.68,Price: ,1.47,India A, 3351855   size:2.82,Price: ,2.0,Australia A, 257129   size:2.71,Price: ,2.26,x
1.119708294, Sport: ,Soccer, Time: ,Tue Jul 28 22:00:00 CEST 2015, Time: ,Tue Jul 28 22:00:00 CEST 2015, Event: ,KB v Skautafelag Reykjavikur, Favorite: ,KB, 4742655   size:139.82,Price: ,1.06,Skautafelag Reykjavikur, 6435767   size:714.29,Price: ,1.07,The Draw, 58805   size:2.82,Price: ,1.25,ok
1.119671199, Sport: ,Soccer, Time: ,Wed Jul 29 00:45:00 CEST 2015, Time: ,Wed Jul 29 00:45:00 CEST 2015, Event: ,Uni Cesar Vallejo v UTC Cajamarca, Favorite: ,Uni Cesar Vallejo, 4897906   size:188.27,Price: ,1.55,The Draw, 58805   size:73.86,Price: ,4.2,UTC Cajamarca, 7028659   size:7.48,Price: ,7.2,x
