1.119377463, Sport: ,Tennis, Time: ,Mon Jul 06 15:30:00 CEST 2015, Time: ,Mon Jul 06 15:30:00 CEST 2015, Event: ,S Wawrinka v Goffin, Favorite: ,Stan Wawrinka, 8597476   size:35251.24,Price: ,1.25,David Goffin, 5224084   size:952.57,Price: ,4.8,
1.119341594, Sport: ,Basketball, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,Indiana v Orlando White, Favorite: ,Orlando White, 9778099   size:3.03,Price: ,1.02,
1.119271623, Sport: ,Soccer, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,Brann v Kristiansund, Favorite: ,Brann, 31317   size:133.96,Price: ,1.92,The Draw, 58805   size:44.26,Price: ,3.9,Kristiansund, 2440424   size:162.38,Price: ,4.3,
1.119271684, Sport: ,Soccer, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,Honefoss v Sandnes Ulf, Favorite: ,Sandnes Ulf, 778909   size:26.6,Price: ,2.32,Honefoss, 572779   size:10.0,Price: ,3.4,The Draw, 58805   size:234.15,Price: ,3.6,
1.119363116, Sport: ,Soccer, Time: ,Mon Jul 06 19:30:00 CEST 2015, Time: ,Mon Jul 06 19:30:00 CEST 2015, Event: ,Nooit Gedacht v Den Bosch, Favorite: ,Den Bosch, 48452   size:10.71,Price: ,1.1,The Draw, 58805   size:15.42,Price: ,3.95,Nooit Gedacht, 9792942   size:26.34,Price: ,5.0,
1.119271575, Sport: ,Soccer, Time: ,Mon Jul 06 19:30:00 CEST 2015, Time: ,Mon Jul 06 19:30:00 CEST 2015, Event: ,Greece U19 v Ukraine U19, Favorite: ,Ukraine U19, 865348   size:48.31,Price: ,2.68,Greece U19, 1198449   size:3.84,Price: ,2.9,The Draw, 58805   size:32.91,Price: ,3.45,
1.119389723, Sport: ,Soccer, Time: ,Mon Jul 06 20:00:00 CEST 2015, Time: ,Mon Jul 06 20:00:00 CEST 2015, Event: ,HK Kopavogur U19 v Grotta/Kria U19, Favorite: ,HK Kopavogur U19, 8232716   size:2.02,Price: ,1.7,Grotta/Kria U19, 9568601   size:2.02,Price: ,3.1,The Draw, 58805   size:2.02,Price: ,4.3,
1.119341597, Sport: ,Basketball, Time: ,Mon Jul 06 21:00:00 CEST 2015, Time: ,Mon Jul 06 21:00:00 CEST 2015, Event: ,Orlando Blue v Oklahoma City, Favorite: ,Oklahoma City, 3363394   size:3.03,Price: ,1.02,
1.119394614, Sport: ,Tennis, Time: ,Mon Jul 06 21:00:00 CEST 2015, Time: ,Mon Jul 06 21:00:00 CEST 2015, Event: ,Sugita v McDonald, Favorite: ,Yuichi Sugita, 3374117   size:4.26,Price: ,1.46,Mackenzie McDonald, 7569897   size:5.79,Price: ,2.84,
1.119394606, Sport: ,Tennis, Time: ,Mon Jul 06 21:00:00 CEST 2015, Time: ,Mon Jul 06 21:00:00 CEST 2015, Event: ,Mitchell v Marchenko, Favorite: ,Illya Marchenko, 3691700   size:4.13,Price: ,1.36,Benjamin Mitchell, 4822932   size:28.21,Price: ,3.4,
1.119389665, Sport: ,Soccer, Time: ,Mon Jul 06 21:15:00 CEST 2015, Time: ,Mon Jul 06 21:15:00 CEST 2015, Event: ,Throttur Reykjavik (W) v Valur (W), Favorite: ,Valur (W), 5279490   size:2.02,Price: ,1.17,The Draw, 58805   size:2.04,Price: ,6.4,Throttur Reykjavik (W), 5306077   size:11.26,Price: ,8.6,
1.119394594, Sport: ,Tennis, Time: ,Mon Jul 06 21:30:00 CEST 2015, Time: ,Mon Jul 06 21:30:00 CEST 2015, Event: ,Pecotic v Kutrovsky, Favorite: ,Matija Pecotic, 8713732   size:3.25,Price: ,1.92,Dimitar Kutrovsky, 6163094   size:3.23,Price: ,1.93,
1.119389781, Sport: ,Soccer, Time: ,Mon Jul 06 22:00:00 CEST 2015, Time: ,Mon Jul 06 22:00:00 CEST 2015, Event: ,Thor Akureyri U19 v KA Akureyri U19, Favorite: ,KA Akureyri U19, 6419668   size:2.57,Price: ,1.51,Thor Akureyri U19, 6427621   size:2.57,Price: ,3.6,The Draw, 58805   size:2.74,Price: ,4.2,
1.119394590, Sport: ,Tennis, Time: ,Mon Jul 06 23:00:00 CEST 2015, Time: ,Mon Jul 06 23:00:00 CEST 2015, Event: ,Crepaldi v Krajicek, Favorite: ,Austin Krajicek, 3288367   size:2.19,Price: ,1.5,Erik Crepaldi, 7839753   size:28.42,Price: ,2.64,
1.119341600, Sport: ,Basketball, Time: ,Mon Jul 06 23:00:00 CEST 2015, Time: ,Mon Jul 06 23:00:00 CEST 2015, Event: ,Detroit v Miami, Favorite: ,Miami, 13109   size:0.0,Price: ,0.0,
1.119266659, Sport: ,Cricket, Time: ,Tue Jul 07 00:00:00 CEST 2015, Time: ,Tue Jul 07 00:00:00 CEST 2015, Event: ,St Kitts and Nevis v Barbados, Favorite: ,Barbados, 2312315   size:10.94,Price: ,1.74,St Kitts and Nevis, 2312318   size:328.8,Price: ,2.3,
1.119341604, Sport: ,Basketball, Time: ,Tue Jul 07 01:00:00 CEST 2015, Time: ,Tue Jul 07 01:00:00 CEST 2015, Event: ,Philadelphia v San Antonio, Favorite: ,San Antonio, 13121   size:0.0,Price: ,0.0,
1.119299553, Sport: ,Baseball, Time: ,Tue Jul 07 01:10:00 CEST 2015, Time: ,Tue Jul 07 01:10:00 CEST 2015, Event: ,HOU @ CLE, Favorite: ,Cleveland (C Carrasco), 4153692   size:96.97,Price: ,1.86,Houston (D Keuchel), 6453422   size:360.3,Price: ,2.1,
1.119394602, Sport: ,Tennis, Time: ,Tue Jul 07 02:00:00 CEST 2015, Time: ,Tue Jul 07 02:00:00 CEST 2015, Event: ,Smith v Hiltzik, Favorite: ,Connor Smith, 8732289   size:15.7,Price: ,1.32,Jared Hiltzik, 7082814   size:5.05,Price: ,3.55,
1.119299561, Sport: ,Baseball, Time: ,Tue Jul 07 02:05:00 CEST 2015, Time: ,Tue Jul 07 02:05:00 CEST 2015, Event: ,STL @ CHC, Favorite: ,Chicago Cubs (J Lester), 9377609   size:5.05,Price: ,1.76,St Louis (J Lackey), 8750362   size:4.25,Price: ,2.22,
1.119299577, Sport: ,Baseball, Time: ,Tue Jul 07 02:10:00 CEST 2015, Time: ,Tue Jul 07 02:10:00 CEST 2015, Event: ,TB @ KC, Favorite: ,Kansas City (E Volquez), 9385643   size:100.0,Price: ,1.79,Tampa Bay (A Colome), 7310998   size:100.0,Price: ,2.22,
1.119299585, Sport: ,Baseball, Time: ,Tue Jul 07 02:10:00 CEST 2015, Time: ,Tue Jul 07 02:10:00 CEST 2015, Event: ,ATL @ MIL, Favorite: ,Milwaukee (K Lohse), 7179919   size:104.04,Price: ,1.69,Atlanta (M Wisler), 9647265   size:5.05,Price: ,2.42,
1.119299593, Sport: ,Baseball, Time: ,Tue Jul 07 02:10:00 CEST 2015, Time: ,Tue Jul 07 02:10:00 CEST 2015, Event: ,BAL @ MIN, Favorite: ,Baltimore (W Chen), 6298659   size:38.16,Price: ,1.87,Minnesota (P Hughes), 8436206   size:322.24,Price: ,2.1,
1.119299569, Sport: ,Baseball, Time: ,Tue Jul 07 02:10:00 CEST 2015, Time: ,Tue Jul 07 02:10:00 CEST 2015, Event: ,TOR @ CHW, Favorite: ,Chicago White Sox (C Sale), 6296975   size:93.69,Price: ,1.73,Toronto (M Buehrle), 7177273   size:2.83,Price: ,2.36,
1.119391002, Sport: ,Tennis, Time: ,Mon Jul 06 15:30:00 CEST 2015, Time: ,Mon Jul 06 15:30:00 CEST 2015, Event: ,Karlovic v A Murray, Favorite: ,Andy Murray, 2256509   size:217950.05,Price: ,1.12,Ivo Karlovic, 2263570   size:457.41,Price: ,8.8,
1.119382715, Sport: ,Tennis, Time: ,Mon Jul 06 15:30:00 CEST 2015, Time: ,Mon Jul 06 15:30:00 CEST 2015, Event: ,Bryan/Bryan v Pavic/Venus, Favorite: ,Bryan/Bryan, 1502771   size:35.02,Price: ,1.18,Pavic/Venus, 9363716   size:4.16,Price: ,5.8,
1.119398232, Sport: ,Tennis, Time: ,Mon Jul 06 16:00:00 CEST 2015, Time: ,Mon Jul 06 16:00:00 CEST 2015, Event: ,Donati v Caruso, Favorite: ,Matteo Donati, 8285864   size:4.13,Price: ,1.51,Salvatore Caruso, 8257868   size:2.45,Price: ,2.54,
1.119391294, Sport: ,Tennis, Time: ,Mon Jul 06 16:15:00 CEST 2015, Time: ,Mon Jul 06 16:15:00 CEST 2015, Event: ,Berdych v G Simon, Favorite: ,Tomas Berdych, 2256470   size:609.1,Price: ,1.37,Gilles Simon, 2249345   size:84.91,Price: ,3.65,
1.119272551, Sport: ,Soccer, Time: ,Mon Jul 06 17:30:00 CEST 2015, Time: ,Mon Jul 06 17:30:00 CEST 2015, Event: ,Lahti v SJK, Favorite: ,Lahti, 139506   size:87.88,Price: ,2.82,SJK, 5418845   size:16.91,Price: ,2.98,The Draw, 58805   size:1378.41,Price: ,3.2,
1.119272409, Sport: ,Soccer, Time: ,Mon Jul 06 17:30:00 CEST 2015, Time: ,Mon Jul 06 17:30:00 CEST 2015, Event: ,HJK Helsinki v HIFK, Favorite: ,HJK Helsinki, 6390   size:206.97,Price: ,1.41,The Draw, 58805   size:145.68,Price: ,5.0,HIFK, 3847575   size:19.32,Price: ,10.5,
1.119383190, Sport: ,Tennis, Time: ,Mon Jul 06 17:45:00 CEST 2015, Time: ,Mon Jul 06 17:45:00 CEST 2015, Event: ,Skupski/Konta v Nestor/Mladenovic, Favorite: ,Nestor/Mladenovic, 7397460   size:5.79,Price: ,1.23,Skupski/Konta, 9778467   size:52.92,Price: ,3.35,
1.119388452, Sport: ,Tennis, Time: ,Mon Jul 06 17:45:00 CEST 2015, Time: ,Mon Jul 06 17:45:00 CEST 2015, Event: ,Bautista Agut v Federer, Favorite: ,Roger Federer, 2251402   size:169275.87,Price: ,1.06,Roberto Bautista Agut, 4290403   size:348.36,Price: ,16.0,
1.119397585, Sport: ,Tennis, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,Haviland v Whittington, Favorite: ,Andrew Whittington, 8172414   size:5.92,Price: ,1.3,Ryan Haviland, 9624224   size:22.34,Price: ,2.7,
1.119268966, Sport: ,Soccer, Time: ,Mon Jul 06 19:05:00 CEST 2015, Time: ,Mon Jul 06 19:05:00 CEST 2015, Event: ,Gefle v Hammarby, Favorite: ,Hammarby, 30679   size:123.6,Price: ,2.68,Gefle, 151470   size:169.9,Price: ,2.88,The Draw, 58805   size:5227.39,Price: ,3.5,
1.119397636, Sport: ,Tennis, Time: ,Mon Jul 06 19:45:00 CEST 2015, Time: ,Mon Jul 06 19:45:00 CEST 2015, Event: ,Carter v Nevolo, Favorite: ,Dennis Nevolo, 8258597   size:70.48,Price: ,1.06,Andrew Carter, 7445659   size:10.33,Price: ,5.7,
1.119272339, Sport: ,Soccer, Time: ,Mon Jul 06 20:00:00 CEST 2015, Time: ,Mon Jul 06 20:00:00 CEST 2015, Event: ,KA Akureyri v Fjolnir, Favorite: ,Fjolnir, 2568005   size:26.59,Price: ,2.06,The Draw, 58805   size:102.21,Price: ,3.75,KA Akureyri, 399804   size:2.02,Price: ,3.8,
1.119272621, Sport: ,Soccer, Time: ,Mon Jul 06 20:00:00 CEST 2015, Time: ,Mon Jul 06 20:00:00 CEST 2015, Event: ,Austria U19 v France U19, Favorite: ,France U19, 459518   size:448.5,Price: ,1.84,The Draw, 58805   size:188.61,Price: ,3.85,Austria U19, 459515   size:72.99,Price: ,4.9,
1.119339882, Sport: ,Soccer, Time: ,Mon Jul 06 22:00:00 CEST 2015, Time: ,Mon Jul 06 22:00:00 CEST 2015, Event: ,Smouha v Alasyoty, Favorite: ,Smouha, 5170871   size:18.78,Price: ,1.32,The Draw, 58805   size:2.42,Price: ,4.7,Alasyoty, 8849334   size:3.49,Price: ,8.2,
1.119340022, Sport: ,Soccer, Time: ,Mon Jul 06 22:00:00 CEST 2015, Time: ,Mon Jul 06 22:00:00 CEST 2015, Event: ,Wadi Degla v Misr El Makasa, Favorite: ,Misr El Makasa, 5905941   size:2.75,Price: ,2.58,Wadi degla, 5259318   size:2.07,Price: ,3.0,The Draw, 58805   size:16.45,Price: ,3.3,
1.119340162, Sport: ,Soccer, Time: ,Mon Jul 06 22:00:00 CEST 2015, Time: ,Mon Jul 06 22:00:00 CEST 2015, Event: ,Zamalek v Ismaily, Favorite: ,Zamalek, 5174134   size:326.04,Price: ,1.58,The Draw, 58805   size:2.04,Price: ,4.1,Ismaily, 5170870   size:42.79,Price: ,7.0,
1.119391148, Sport: ,Tennis, Time: ,Mon Jul 06 15:30:00 CEST 2015, Time: ,Mon Jul 06 15:30:00 CEST 2015, Event: ,Marach/Savchuk v Marrero/Parra Santonja, Favorite: ,Marach/Savchuk, 9795057   size:15.05,Price: ,1.42,Marrero/Parra Santonja, 8659435   size:37.51,Price: ,3.05,
1.119390782, Sport: ,Soccer, Time: ,Mon Jul 06 16:00:00 CEST 2015, Time: ,Mon Jul 06 16:00:00 CEST 2015, Event: ,Slavia Sofia v FC Oborishte, Favorite: ,Slavia Sofia, 1255221   size:5.79,Price: ,1.19,The Draw, 58805   size:2.92,Price: ,2.04,FC Oborishte, 9708998   size:3.12,Price: ,2.06,
1.119388762, Sport: ,Tennis, Time: ,Mon Jul 06 16:00:00 CEST 2015, Time: ,Mon Jul 06 16:00:00 CEST 2015, Event: ,Mattek-Sands/Safarova v Gajdosova/Tomljanovic, Favorite: ,Mattek-Sands/Safarova, 9163485   size:157.4,Price: ,1.3,Gajdosova/Tomljanovic, 8189271   size:14.09,Price: ,4.0,
1.119391634, Sport: ,Basketball, Time: ,Mon Jul 06 16:00:00 CEST 2015, Time: ,Mon Jul 06 16:00:00 CEST 2015, Event: ,Latvia (W) v Russia (W), Favorite: ,Latvia (W), 6427224   size:12.7,Price: ,1.01,Russia (W), 7306785   size:712.86,Price: ,1.35,
1.119391637, Sport: ,Basketball, Time: ,Mon Jul 06 16:00:00 CEST 2015, Time: ,Mon Jul 06 16:00:00 CEST 2015, Event: ,Serbia (W) v Ukraine (W), Favorite: ,Serbia (W), 6427235   size:51.71,Price: ,1.06,Ukraine (W), 6427226   size:93.76,Price: ,7.2,
1.119390233, Sport: ,Soccer, Time: ,Mon Jul 06 16:00:00 CEST 2015, Time: ,Mon Jul 06 16:00:00 CEST 2015, Event: ,Bunyodkor v Shurtan, Favorite: ,Bunyodkor, 3393514   size:2.57,Price: ,1.33,Shurtan, 5553915   size:12.5,Price: ,3.6,The Draw, 58805   size:12.1,Price: ,4.3,
1.119390121, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Palanga v Lokomotyvas Radviliskis, Favorite: ,Palanga, 7729297   size:3.52,Price: ,1.36,The Draw, 58805   size:40.41,Price: ,4.6,Lokomotyvas Radviliskis, 8573081   size:34.77,Price: ,6.0,
1.119390923, Sport: ,Soccer, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,Vasas v Amkar, Favorite: ,Amkar, 746696   size:290.16,Price: ,2.16,Vasas, 886340   size:40.4,Price: ,3.5,The Draw, 58805   size:8.29,Price: ,3.65,
1.119272045, Sport: ,Soccer, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,Sillamae Kalev v Tulevik Viljandi, Favorite: ,Sillamae Kalev, 4837259   size:80.72,Price: ,1.29,The Draw, 58805   size:17.16,Price: ,6.2,Tulevik Viljandi, 6242675   size:16.74,Price: ,9.0,
1.119398693, Sport: ,Soccer, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,NK Krka v Karpaty LVIV U21, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,
1.119390498, Sport: ,Soccer, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,FC Liefering v Creighton University, Favorite: ,FC Liefering, 7321769   size:2.13,Price: ,1.21,The Draw, 58805   size:66.64,Price: ,5.3,Creighton University, 9842422   size:31.26,Price: ,11.0,
1.119271989, Sport: ,Soccer, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,Nomme Kalju v Paide Linnameeskond, Favorite: ,Nomme Kalju, 4007449   size:12.12,Price: ,1.2,The Draw, 58805   size:16.8,Price: ,7.6,Paide Linnameeskond, 5407316   size:10.86,Price: ,14.5,
1.119390358, Sport: ,Soccer, Time: ,Mon Jul 06 18:00:00 CEST 2015, Time: ,Mon Jul 06 18:00:00 CEST 2015, Event: ,Chernomorets Odesa v Desna, Favorite: ,Chernomorets Odesa, 7430526   size:25.49,Price: ,1.89,Desna, 6666581   size:7.36,Price: ,3.2,The Draw, 58805   size:8.56,Price: ,3.4,
1.119391644, Sport: ,Basketball, Time: ,Mon Jul 06 18:15:00 CEST 2015, Time: ,Mon Jul 06 18:15:00 CEST 2015, Event: ,Turkey (W) v Czech Republic (W), Favorite: ,Turkey (W), 6469561   size:5.93,Price: ,1.27,Czech Republic (W), 6469566   size:7.91,Price: ,3.15,
1.119390428, Sport: ,Soccer, Time: ,Mon Jul 06 18:30:00 CEST 2015, Time: ,Mon Jul 06 18:30:00 CEST 2015, Event: ,Dinamo Kiev v Skenderbeu, Favorite: ,Dinamo Kiev, 489279   size:148.99,Price: ,1.12,The Draw, 58805   size:9.61,Price: ,12.0,Skenderbeu, 5658051   size:13.92,Price: ,17.0,
1.119357412, Sport: ,Soccer, Time: ,Mon Jul 06 18:30:00 CEST 2015, Time: ,Mon Jul 06 18:30:00 CEST 2015, Event: ,Dinamo Brest v Shakhter Soligorsk, Favorite: ,Shakhter Soligorsk, 46981   size:17.34,Price: ,1.68,The Draw, 58805   size:34.73,Price: ,4.0,Dinamo Brest, 2482528   size:14.2,Price: ,6.2,
1.119271157, Sport: ,Soccer, Time: ,Mon Jul 06 18:30:00 CEST 2015, Time: ,Mon Jul 06 18:30:00 CEST 2015, Event: ,Traeff v Aalesunds II, Favorite: ,Traeff, 5521795   size:2.4,Price: ,2.1,Aalesunds II, 5481282   size:153.22,Price: ,2.86,The Draw, 58805   size:118.61,Price: ,3.4,
1.119272158, Sport: ,Soccer, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,Stabaek II v Holmen, Favorite: ,Stabaek II, 5481293   size:2.57,Price: ,1.28,The Draw, 58805   size:16.04,Price: ,3.6,Holmen, 7207411   size:2.02,Price: ,6.2,
1.119271165, Sport: ,Soccer, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,Orgryte v Osters, Favorite: ,Orgryte, 30686   size:4.51,Price: ,2.04,The Draw, 58805   size:186.88,Price: ,3.7,Osters, 780885   size:141.48,Price: ,3.9,
1.119271159, Sport: ,Soccer, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,Valerenga II v Ullern, Favorite: ,Valerenga II, 5481309   size:5.05,Price: ,1.29,Ullern, 7207469   size:6.85,Price: ,3.45,The Draw, 58805   size:3.6,Price: ,3.5,
1.119271161, Sport: ,Soccer, Time: ,Mon Jul 06 19:00:00 CEST 2015, Time: ,Mon Jul 06 19:00:00 CEST 2015, Event: ,Kristianstads v Landskrona, Favorite: ,Landskrona, 130432   size:20.2,Price: ,1.85,The Draw, 58805   size:12.35,Price: ,3.95,Kristianstads, 384100   size:89.72,Price: ,4.5,
1.119390711, Sport: ,Soccer, Time: ,Mon Jul 06 19:30:00 CEST 2015, Time: ,Mon Jul 06 19:30:00 CEST 2015, Event: ,NK Celje v FC Copenhagen, Favorite: ,FC Copenhagen, 28217   size:186.97,Price: ,1.74,The Draw, 58805   size:65.46,Price: ,3.95,NK Celje, 3188553   size:110.25,Price: ,5.4,
1.119397612, Sport: ,Tennis, Time: ,Mon Jul 06 19:45:00 CEST 2015, Time: ,Mon Jul 06 19:45:00 CEST 2015, Event: ,Giron v Gosea, Favorite: ,Marcos Giron, 8230256   size:9.84,Price: ,1.54,Farris Fathi Gosea, 8980816   size:2.8,Price: ,2.22,
1.119391647, Sport: ,Basketball, Time: ,Mon Jul 06 20:30:00 CEST 2015, Time: ,Mon Jul 06 20:30:00 CEST 2015, Event: ,Slovak Republic (W) v Poland (W), Favorite: ,Poland (W), 6427244   size:4.04,Price: ,1.33,Slovak Republic (W), 6427245   size:7.48,Price: ,2.98,
1.119391650, Sport: ,Basketball, Time: ,Mon Jul 06 20:30:00 CEST 2015, Time: ,Mon Jul 06 20:30:00 CEST 2015, Event: ,Belgium (W) v Spain (W), Favorite: ,Spain (W), 6427242   size:222.77,Price: ,1.03,Belgium (W), 6427240   size:71.11,Price: ,9.6,
1.119390852, Sport: ,Soccer, Time: ,Mon Jul 06 20:45:00 CEST 2015, Time: ,Mon Jul 06 20:45:00 CEST 2015, Event: ,St Albans v Dag and Red, Favorite: ,Dag and Red, 66244   size:24.86,Price: ,1.77,The Draw, 58805   size:7.75,Price: ,4.1,St Albans, 256465   size:99.43,Price: ,5.1,
1.119272691, Sport: ,Soccer, Time: ,Mon Jul 06 20:45:00 CEST 2015, Time: ,Mon Jul 06 20:45:00 CEST 2015, Event: ,Berwick v Dunfermline, Favorite: ,Dunfermline, 48812   size:57.01,Price: ,2.0,Berwick, 69812   size:13.39,Price: ,3.75,The Draw, 58805   size:3.24,Price: ,4.0,
1.119271151, Sport: ,Soccer, Time: ,Mon Jul 06 22:00:00 CEST 2015, Time: ,Mon Jul 06 22:00:00 CEST 2015, Event: ,Tindastoll v Dalvik Reynir, Favorite: ,Tindastoll, 6432474   size:2.02,Price: ,1.65,The Draw, 58805   size:2.02,Price: ,4.3,Dalvik Reynir, 5618773   size:44.2,Price: ,4.5,
1.119391656, Sport: ,Basketball, Time: ,Mon Jul 06 22:45:00 CEST 2015, Time: ,Mon Jul 06 22:45:00 CEST 2015, Event: ,Hungary (W) v Portugal (W), Favorite: ,Portugal (W), 6427227   size:9.18,Price: ,1.49,Hungary (W), 6427239   size:2.04,Price: ,2.48,
1.119391653, Sport: ,Basketball, Time: ,Mon Jul 06 22:45:00 CEST 2015, Time: ,Mon Jul 06 22:45:00 CEST 2015, Event: ,Netherlands (W) v Italy (W), Favorite: ,Italy (W), 6427225   size:12.68,Price: ,1.01,
1.119341607, Sport: ,Basketball, Time: ,Tue Jul 07 03:00:00 CEST 2015, Time: ,Tue Jul 07 03:00:00 CEST 2015, Event: ,Boston v Utah, Favorite: ,Utah, 13119   size:0.0,Price: ,0.0,
