1.120242328, Sport: ,Soccer, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,Al-Raed (KSA) v Al-Ittihad, Favorite: ,Al-Ittihad, 3727829   size:5.69,Price: ,1.75,The Draw, 58805   size:10.34,Price: ,3.9,Al-Raed (KSA), 6818039   size:38.89,Price: ,5.0,ok
1.120267506, Sport: ,Tennis, Time: ,Thu Aug 27 20:30:00 CEST 2015, Time: ,Thu Aug 27 20:30:00 CEST 2015, Event: ,Mestach v Sakkari, Favorite: ,An-Sophie Mestach, 4818332   size:2.55,Price: ,1.42,Maria Sakkari, 9002331   size:4.14,Price: ,3.1,x
1.120263637, Sport: ,Tennis, Time: ,Thu Aug 27 20:30:00 CEST 2015, Time: ,Thu Aug 27 20:30:00 CEST 2015, Event: ,Konta v N Osaka, Favorite: ,Johanna Konta, 5596561   size:8.0,Price: ,1.22,Naomi Osaka, 7640637   size:16.11,Price: ,5.2,
1.120243921, Sport: ,Soccer, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,HK Vikingur U19 (W) v IBV U19 (W), Favorite: ,IBV U19 (W), 7337870   size:135.74,Price: ,1.06,The Draw, 58805   size:11.25,Price: ,3.3,
1.120245107, Sport: ,Tennis, Time: ,Thu Aug 27 18:52:00 CEST 2015, Time: ,Thu Aug 27 18:52:00 CEST 2015, Event: ,Kicker v Berrer, Favorite: ,Nicolas Kicker, 8326744   size:355.97,Price: ,1.07,Michael Berrer, 2263684   size:15.19,Price: ,1.15,
1.120243120, Sport: ,Soccer, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,Reynir Sandgerdi v Kari, Favorite: ,The Draw, 58805   size:136.99,Price: ,1.06,
1.120267598, Sport: ,Baseball, Time: ,Thu Aug 27 20:10:00 CEST 2015, Time: ,Thu Aug 27 20:10:00 CEST 2015, Event: ,BAL @ KC, Favorite: ,Kansas City (Y Ventura), 7663454   size:342.0,Price: ,1.88,Baltimore (C Tillman), 4079994   size:20.07,Price: ,2.12,ok
1.120122827, Sport: ,Soccer, Time: ,Thu Aug 27 20:30:00 CEST 2015, Time: ,Thu Aug 27 20:30:00 CEST 2015, Event: ,Standard v Molde, Favorite: ,Standard, 571279   size:393.96,Price: ,1.82,The Draw, 58805   size:91.81,Price: ,3.95,Molde, 31321   size:226.08,Price: ,5.0,ok
1.120121453, Sport: ,Soccer, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,Brondby v PAOK, Favorite: ,Brondby, 28223   size:321.1,Price: ,2.56,PAOK, 232095   size:171.48,Price: ,3.05,The Draw, 58805   size:894.96,Price: ,3.45,x
1.120121257, Sport: ,Soccer, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,AZ Alkmaar v Astra Giurgiu, Favorite: ,Az Alkmaar, 3631356   size:219.86,Price: ,1.8,The Draw, 58805   size:29.64,Price: ,4.2,Astra Giurgiu, 4991412   size:238.02,Price: ,4.7,ok
1.120124127, Sport: ,Soccer, Time: ,Thu Aug 27 19:00:00 CEST 2015, Time: ,Thu Aug 27 19:00:00 CEST 2015, Event: ,Brommapojkarna v IK Frej, Favorite: ,Brommapojkarna, 151472   size:479.43,Price: ,1.82,The Draw, 58805   size:377.08,Price: ,3.8,IK Frej, 5458207   size:17.29,Price: ,5.2,
1.120121650, Sport: ,Soccer, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,Fenerbahce v Atromitos, Favorite: ,Fenerbahce, 46726   size:1419.29,Price: ,1.41,The Draw, 58805   size:134.09,Price: ,5.0,Atromitos, 1234639   size:95.32,Price: ,10.0,ok
1.120246908, Sport: ,Tennis, Time: ,Thu Aug 27 20:30:00 CEST 2015, Time: ,Thu Aug 27 20:30:00 CEST 2015, Event: ,Shvedova v Hesse, Favorite: ,Yaroslava Shvedova, 2263713   size:382.07,Price: ,1.17,Amandine Hesse, 7289620   size:2.55,Price: ,5.6,
1.120263968, Sport: ,Tennis, Time: ,Thu Aug 27 19:00:00 CEST 2015, Time: ,Thu Aug 27 19:00:00 CEST 2015, Event: ,Tsurenko v Ka Pliskova, Favorite: ,Karolina Pliskova, 6199453   size:183.75,Price: ,1.52,Lesia Tsurenko, 5300861   size:95.21,Price: ,2.88,
1.120267889, Sport: ,Basketball, Time: ,Thu Aug 27 19:30:00 CEST 2015, Time: ,Thu Aug 27 19:30:00 CEST 2015, Event: ,Senegal v Algeria, Favorite: ,Senegal, 1499774   size:605.34,Price: ,1.14,Algeria, 208015   size:49.68,Price: ,6.6,
1.120121846, Sport: ,Soccer, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,Hajduk Split v Slovan Liberec, Favorite: ,Hajduk Split, 46725   size:292.58,Price: ,2.34,The Draw, 58805   size:444.1,Price: ,3.45,x
1.120251622, Sport: ,Tennis, Time: ,Thu Aug 27 18:56:00 CEST 2015, Time: ,Thu Aug 27 18:56:00 CEST 2015, Event: ,A Golubev v Falla, Favorite: ,Alejandro Falla, 2284300   size:1008.84,Price: ,1.45,Andrey Golubev, 2454785   size:14.53,Price: ,3.1,
1.120233908, Sport: ,Tennis, Time: ,Thu Aug 27 20:30:00 CEST 2015, Time: ,Thu Aug 27 20:30:00 CEST 2015, Event: ,Medina Garr/Parra Santo v Kops-Jones/Spears, Favorite: ,Kops-Jones/Spears, 3636565   size:4.97,Price: ,1.54,Medina Garr/Parra Santo, 9220633   size:8.23,Price: ,2.62,ok
1.120247369, Sport: ,Tennis, Time: ,Thu Aug 27 20:15:00 CEST 2015, Time: ,Thu Aug 27 20:15:00 CEST 2015, Event: ,Mrdeza v Kingsley, Favorite: ,Tereza Mrdeza, 6498921   size:2.0,Price: ,1.34,Raveena Kingsley, 9401820   size:8.67,Price: ,3.75,ok
1.120231338, Sport: ,Ice Hockey, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,Vaxjo Lakers v ERC Ingolstadt, Favorite: ,Vaxjo Lakers, 539706   size:71.78,Price: ,1.39,ERC Ingolstadt, 233927   size:80.61,Price: ,5.3,Tie, 60104   size:75.34,Price: ,5.6,ok
1.120122337, Sport: ,Soccer, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,Panathinaikos v FK Qabala, Favorite: ,Panathinaikos, 50334   size:31.26,Price: ,1.4,The Draw, 58805   size:325.37,Price: ,4.8,FK Qabala, 6586894   size:88.18,Price: ,11.5,x
1.120251306, Sport: ,Hockey, Time: ,Thu Aug 27 20:30:00 CEST 2015, Time: ,Thu Aug 27 20:30:00 CEST 2015, Event: ,Germany v England, Favorite: ,Germany, 206943   size:2.63,Price: ,2.12,England, 261990   size:2.63,Price: ,2.76,Draw, 318509   size:2.63,Price: ,4.1,x
1.120231335, Sport: ,Ice Hockey, Time: ,Thu Aug 27 19:45:00 CEST 2015, Time: ,Thu Aug 27 19:45:00 CEST 2015, Event: ,ZSC Lions v Gap, Favorite: ,ZSC Lions, 243260   size:11.21,Price: ,1.16,Tie, 60104   size:69.17,Price: ,7.6,GAP, 10123403   size:68.99,Price: ,10.0,ok
1.120122533, Sport: ,Soccer, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,Rosenborg v Steaua Bucharest, Favorite: ,Rosenborg, 55224   size:284.48,Price: ,1.87,The Draw, 58805   size:129.92,Price: ,4.1,Steaua Bucharest, 489080   size:126.27,Price: ,4.4,x
1.120123023, Sport: ,Soccer, Time: ,Thu Aug 27 19:00:00 CEST 2015, Time: ,Thu Aug 27 19:00:00 CEST 2015, Event: ,Videoton v Lech Poznan, Favorite: ,Lech Poznan, 502303   size:163.58,Price: ,2.22,The Draw, 58805   size:78.04,Price: ,3.6,Videoton, 427649   size:332.71,Price: ,3.65,
1.120231297, Sport: ,Ice Hockey, Time: ,Thu Aug 27 19:00:00 CEST 2015, Time: ,Thu Aug 27 19:00:00 CEST 2015, Event: ,Skelleftea v Nitra, Favorite: ,Skelleftea, 247106   size:27.49,Price: ,1.25,Tie, 60104   size:47.29,Price: ,7.8,Nitra, 2078603   size:37.81,Price: ,9.8,
1.120260742, Sport: ,Tennis, Time: ,Thu Aug 27 20:15:00 CEST 2015, Time: ,Thu Aug 27 20:15:00 CEST 2015, Event: ,Arnaboldi v Menendez-Maceiras, Favorite: ,Adrian Menendez-Maceira, 9128710   size:14.5,Price: ,1.64,Andrea Arnaboldi, 7593283   size:14.5,Price: ,2.42,
1.120262009, Sport: ,Tennis, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,Marchenko v Guez, Favorite: ,Illya Marchenko, 3691700   size:43.41,Price: ,1.46,David Guez, 2263683   size:14.75,Price: ,3.1,ok
1.120271180, Sport: ,Baseball, Time: ,Thu Aug 27 19:08:00 CEST 2015, Time: ,Thu Aug 27 19:08:00 CEST 2015, Event: ,LAA @ DET, Favorite: ,LA Angels (M Shoemaker), 7683114   size:117.67,Price: ,1.9,Detroit (R Wolf), 10181849   size:49.37,Price: ,2.1,ok
1.120262240, Sport: ,Tennis, Time: ,Thu Aug 27 20:15:00 CEST 2015, Time: ,Thu Aug 27 20:15:00 CEST 2015, Event: ,Zh Yang v Paszek, Favorite: ,Tamira Paszek, 2263715   size:22.51,Price: ,1.64,Zhaoxuan Yang, 8172570   size:8.25,Price: ,2.4,ok
1.120251628, Sport: ,Tennis, Time: ,Thu Aug 27 20:15:00 CEST 2015, Time: ,Thu Aug 27 20:15:00 CEST 2015, Event: ,Cervantes v Chiudinelli, Favorite: ,Marco Chiudinelli, 2263632   size:14.54,Price: ,1.79,Inigo Cervantes, 6297238   size:15.42,Price: ,2.1,ok
1.120190900, Sport: ,Soccer, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,Haukar v Selfoss, Favorite: ,Haukar, 3149610   size:80.24,Price: ,2.04,The Draw, 58805   size:9.77,Price: ,3.75,Selfoss, 3968964   size:106.36,Price: ,3.85,ok
1.120267452, Sport: ,Tennis, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,Tatishvili v Pous-Tio, Favorite: ,Anna Tatishvili, 2311979   size:5.97,Price: ,1.28,Laura Pous-Tio, 8443238   size:9.52,Price: ,4.4,ok
1.120267453, Sport: ,Tennis, Time: ,Thu Aug 27 20:15:00 CEST 2015, Time: ,Thu Aug 27 20:15:00 CEST 2015, Event: ,S Zhang v Martic, Favorite: ,Petra Martic, 2346703   size:20.91,Price: ,1.64,Shuai Zhang, 2386498   size:14.61,Price: ,2.42,ok
1.120244991, Sport: ,Tennis, Time: ,Thu Aug 27 18:55:00 CEST 2015, Time: ,Thu Aug 27 18:55:00 CEST 2015, Event: ,Kania v Panova, Favorite: ,Alexandra Panova, 3220169   size:154.95,Price: ,1.4,Paula Kania, 7083220   size:8.61,Price: ,3.3,
1.120243065, Sport: ,Soccer, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,IBV KFS KFR U19 v Sel Ham Aeg Ar U19, Favorite: ,IBV KFS KFR U19, 6403371   size:4.42,Price: ,1.67,Sel Ham Aeg Ar U19, 8551023   size:6.32,Price: ,3.8,The Draw, 58805   size:2.75,Price: ,4.5,
1.120243781, Sport: ,Soccer, Time: ,Thu Aug 27 19:00:00 CEST 2015, Time: ,Thu Aug 27 19:00:00 CEST 2015, Event: ,Grindavik/Sindri U19 v Dalvik Reynir KF U19, Favorite: ,Grindavik/Sindri U19, 9650886   size:13.52,Price: ,1.25,The Draw, 58805   size:2.25,Price: ,6.2,Dalvik Reynir KF U19, 7324473   size:3.58,Price: ,7.0,
1.120122925, Sport: ,Soccer, Time: ,Thu Aug 27 19:30:00 CEST 2015, Time: ,Thu Aug 27 19:30:00 CEST 2015, Event: ,Thun v Sparta Prague, Favorite: ,Sparta Prague, 110475   size:281.12,Price: ,2.06,The Draw, 58805   size:231.53,Price: ,3.7,Thun, 176184   size:58.11,Price: ,4.0,
1.120251633, Sport: ,Tennis, Time: ,Thu Aug 27 20:00:00 CEST 2015, Time: ,Thu Aug 27 20:00:00 CEST 2015, Event: ,Hernandez-Fernandez v T Paul, Favorite: ,Tommy Paul, 8859306   size:16.07,Price: ,1.64,Jose Hernandez-Fernande, 9420497   size:40.71,Price: ,2.5,ok
1.120271784, Sport: ,Basketball, Time: ,Thu Aug 27 20:15:00 CEST 2015, Time: ,Thu Aug 27 20:15:00 CEST 2015, Event: ,Greece v Netherlands, Favorite: ,Greece, 512602   size:420.61,Price: ,1.02,Netherlands, 4814861   size:242.9,Price: ,1.22,ok
1.120122729, Sport: ,Soccer, Time: ,Thu Aug 27 19:30:00 CEST 2015, Time: ,Thu Aug 27 19:30:00 CEST 2015, Event: ,St Etienne v Milsami, Favorite: ,St Etienne, 309689   size:10288.24,Price: ,1.17,The Draw, 58805   size:128.32,Price: ,8.4,Milsami, 5637031   size:33.93,Price: ,28.0,
1.120231327, Sport: ,Ice Hockey, Time: ,Thu Aug 27 19:30:00 CEST 2015, Time: ,Thu Aug 27 19:30:00 CEST 2015, Event: ,Adler Mannheim v Neman Grodno, Favorite: ,Adler Mannheim, 233924   size:5.78,Price: ,1.39,Neman Grodno, 9041172   size:80.63,Price: ,5.3,Tie, 60104   size:69.3,Price: ,6.0,
1.120251271, Sport: ,Tennis, Time: ,Thu Aug 27 19:00:00 CEST 2015, Time: ,Thu Aug 27 19:00:00 CEST 2015, Event: ,Chan/Dellacqua v Groenefeld/Larsson, Favorite: ,Chan/Dellacqua, 9264111   size:7.25,Price: ,1.5,Groenefeld/Larsson, 10165703   size:2.55,Price: ,2.78,
1.120121159, Sport: ,Soccer, Time: ,Thu Aug 27 20:45:00 CEST 2015, Time: ,Thu Aug 27 20:45:00 CEST 2015, Event: ,Ath Bilbao v Zilina, Favorite: ,Ath Bilbao, 215903   size:18249.54,Price: ,1.24,The Draw, 58805   size:126.75,Price: ,7.0,Zilina, 189806   size:28.1,Price: ,16.5,ok
1.120271781, Sport: ,Basketball, Time: ,Thu Aug 27 20:05:00 CEST 2015, Time: ,Thu Aug 27 20:05:00 CEST 2015, Event: ,Slovenia v Serbia, Favorite: ,Serbia, 2486691   size:36.46,Price: ,1.35,Slovenia, 512605   size:62.75,Price: ,3.15,ok
1.120121034, Sport: ,Soccer, Time: ,Thu Aug 27 20:45:00 CEST 2015, Time: ,Thu Aug 27 20:45:00 CEST 2015, Event: ,FC Midtjylland v Southampton, Favorite: ,Southampton, 58943   size:3640.32,Price: ,2.24,The Draw, 58805   size:3353.72,Price: ,3.45,FC Midtjylland, 28206   size:965.63,Price: ,3.7,
