1.119232822, Sport: ,Baseball, Time: ,Thu Jul 02 01:10:00 CEST 2015, Time: ,Thu Jul 02 01:10:00 CEST 2015, Event: ,SF @ MIA, Favorite: ,San Francisco (C Heston), 8875870   size:267.22,Price: ,1.9,Miami (D Haren), 9389911   size:106.38,Price: ,2.04,x
1.119232742, Sport: ,Baseball, Time: ,Wed Jul 01 18:35:00 CEST 2015, Time: ,Wed Jul 01 18:35:00 CEST 2015, Event: ,MIN @ CIN, Favorite: ,Cincinnati (J Cueto), 2942962   size:351.39,Price: ,1.54,Minnesota (T May), 8764796   size:373.62,Price: ,2.8,ok
1.119314291, Sport: ,Soccer, Time: ,Wed Jul 01 21:00:00 CEST 2015, Time: ,Wed Jul 01 21:00:00 CEST 2015, Event: ,Brediablik/Aug U19 (W) v Self Ham Aegir U19 (W), Favorite: ,Self Ham Aegir U19 (W), 9516396   size:10.68,Price: ,1.08,The Draw, 58805   size:3.27,Price: ,2.06,x
1.119240644, Sport: ,Soccer, Time: ,Wed Jul 01 20:45:00 CEST 2015, Time: ,Wed Jul 01 20:45:00 CEST 2015, Event: ,Celtic v Den Bosch, Favorite: ,Celtic, 55223   size:5.55,Price: ,1.4,The Draw, 58805   size:5.04,Price: ,5.5,Den Bosch, 48452   size:14.09,Price: ,8.4,ok
1.119243269, Sport: ,Soccer, Time: ,Thu Jul 02 03:30:00 CEST 2015, Time: ,Thu Jul 02 03:30:00 CEST 2015, Event: ,Mexico v Honduras, Favorite: ,Mexico, 37944   size:92.25,Price: ,1.64,The Draw, 58805   size:30.85,Price: ,4.1,Honduras, 43666   size:2.16,Price: ,6.2,x
1.119318822, Sport: ,Tennis, Time: ,Wed Jul 01 18:30:00 CEST 2015, Time: ,Wed Jul 01 18:30:00 CEST 2015, Event: ,Putintseva v Williams, Favorite: ,Venus Williams, 2309518   size:609.18,Price: ,1.13,Yulia Putintseva, 4259580   size:67.77,Price: ,8.4,ok
1.119314740, Sport: ,Soccer, Time: ,Wed Jul 01 18:30:00 CEST 2015, Time: ,Wed Jul 01 18:30:00 CEST 2015, Event: ,FK Panevezys v FK Auska, Favorite: ,FK Panevezys, 9359994   size:13.12,Price: ,1.26,The Draw, 58805   size:37.47,Price: ,4.8,FK Auska, 9423066   size:35.22,Price: ,10.0,ok
1.119219621, Sport: ,Soccer, Time: ,Thu Jul 02 01:30:00 CEST 2015, Time: ,Thu Jul 02 01:30:00 CEST 2015, Event: ,New York Red Bulls v New York Cosmos, Favorite: ,New York Red Bulls, 2362970   size:37.33,Price: ,1.69,The Draw, 58805   size:85.19,Price: ,4.1,New York Cosmos, 5714685   size:260.06,Price: ,5.8,ok
1.119314347, Sport: ,Soccer, Time: ,Wed Jul 01 20:00:00 CEST 2015, Time: ,Wed Jul 01 20:00:00 CEST 2015, Event: ,Afturelding H Ridd U19 v Fjolnir Bjorninn U19, Favorite: ,Fjolnir Bjorninn U19, 6388536   size:2.01,Price: ,1.09,The Draw, 58805   size:2.01,Price: ,8.0,Afturelding H Ridd U19, 6374420   size:2.01,Price: ,10.0,ok
1.119240714, Sport: ,Soccer, Time: ,Wed Jul 01 20:45:00 CEST 2015, Time: ,Wed Jul 01 20:45:00 CEST 2015, Event: ,Bohemians v Hearts, Favorite: ,Hearts, 47993   size:244.92,Price: ,2.08,The Draw, 58805   size:113.27,Price: ,3.75,ok
1.119317738, Sport: ,Soccer, Time: ,Wed Jul 01 19:30:00 CEST 2015, Time: ,Wed Jul 01 19:30:00 CEST 2015, Event: ,Heist v KV Mechelen, Favorite: ,KV Mechelen, 196024   size:3.57,Price: ,1.44,The Draw, 58805   size:13.19,Price: ,4.8,Heist, 4910877   size:15.65,Price: ,7.8,ok
1.119257387, Sport: ,Soccer, Time: ,Wed Jul 01 22:00:00 CEST 2015, Time: ,Wed Jul 01 22:00:00 CEST 2015, Event: ,ENPPI v Petrojet, Favorite: ,ENPPI, 5259327   size:11.65,Price: ,2.3,The Draw, 58805   size:110.5,Price: ,3.4,Petrojet, 5168594   size:112.94,Price: ,3.5,ok
1.119242092, Sport: ,Soccer, Time: ,Wed Jul 01 20:00:00 CEST 2015, Time: ,Wed Jul 01 20:00:00 CEST 2015, Event: ,B36 Torshavn v The New Saints, Favorite: ,The New Saints, 3667304   size:75.9,Price: ,2.22,The Draw, 58805   size:531.75,Price: ,3.5,B36 Torshavn, 180563   size:36.9,Price: ,3.7,ok
1.119313812, Sport: ,Soccer, Time: ,Wed Jul 01 20:00:00 CEST 2015, Time: ,Wed Jul 01 20:00:00 CEST 2015, Event: ,Corinthians U20 v Ass Portuguesa U20, Favorite: ,Corinthians U20, 5187056   size:80.77,Price: ,1.4,The Draw, 58805   size:29.43,Price: ,2.0,Ass Portuguesa U20, 7279672   size:30.29,Price: ,2.2,ok
1.119314628, Sport: ,Soccer, Time: ,Wed Jul 01 18:30:00 CEST 2015, Time: ,Wed Jul 01 18:30:00 CEST 2015, Event: ,FK Dinamo Riga v FC Marienburg, Favorite: ,FK Dinamo Riga, 7324301   size:50.36,Price: ,1.81,FC Marienburg, 7372632   size:13.0,Price: ,3.3,The Draw, 58805   size:4.64,Price: ,4.6,ok
1.119232766, Sport: ,Baseball, Time: ,Wed Jul 01 21:40:00 CEST 2015, Time: ,Wed Jul 01 21:40:00 CEST 2015, Event: ,SEA @ SD, Favorite: ,San Diego (J Shields), 9378795   size:466.64,Price: ,1.95,Seattle (T Walker), 7617352   size:264.9,Price: ,1.98,x
1.119240033, Sport: ,Soccer, Time: ,Thu Jul 02 02:00:00 CEST 2015, Time: ,Thu Jul 02 02:00:00 CEST 2015, Event: ,Palmeiras v Chapecoense, Favorite: ,Palmeiras, 189952   size:396.37,Price: ,1.62,The Draw, 58805   size:228.96,Price: ,4.0,Chapecoense, 2909511   size:132.86,Price: ,7.0,ok
1.119244552, Sport: ,Soccer, Time: ,Thu Jul 02 01:00:00 CEST 2015, Time: ,Thu Jul 02 01:00:00 CEST 2015, Event: ,Real Monarchs SLC v Sacramento Republic, Favorite: ,Sacramento Republic, 8582482   size:2.57,Price: ,1.57,The Draw, 58805   size:4.09,Price: ,4.0,Real Monarchs SLC, 9362496   size:4.53,Price: ,5.0,x
1.119243620, Sport: ,Soccer, Time: ,Thu Jul 02 03:00:00 CEST 2015, Time: ,Thu Jul 02 03:00:00 CEST 2015, Event: ,Gremio v Cruzeiro, Favorite: ,Gremio, 198134   size:172.77,Price: ,1.97,The Draw, 58805   size:47.97,Price: ,3.6,Cruzeiro, 192807   size:243.49,Price: ,4.5,ok
1.119305713, Sport: ,Soccer, Time: ,Wed Jul 01 23:00:00 CEST 2015, Time: ,Wed Jul 01 23:00:00 CEST 2015, Event: ,Emelec v Independiente (Ecu), Favorite: ,Emelec, 328197   size:2.86,Price: ,1.85,The Draw, 58805   size:25.21,Price: ,3.6,Independiente (Ecu), 6432339   size:3.67,Price: ,4.9,x
1.119300018, Sport: ,Rugby League, Time: ,Wed Jul 01 21:00:00 CEST 2015, Time: ,Wed Jul 01 21:00:00 CEST 2015, Event: ,Wakefield v Hull FC, Favorite: ,Hull FC, 23395   size:631.59,Price: ,1.53,Wakefield, 39515   size:2.98,Price: ,3.05,Draw, 11126   size:6.91,Price: ,28.0,x
1.119240504, Sport: ,Soccer, Time: ,Wed Jul 01 19:00:00 CEST 2015, Time: ,Wed Jul 01 19:00:00 CEST 2015, Event: ,Preussen Munster v Bochum, Favorite: ,Bochum, 67143   size:73.65,Price: ,1.64,The Draw, 58805   size:123.61,Price: ,4.2,Preussen Munster, 3235019   size:8.15,Price: ,5.7,x
1.119326775, Sport: ,Soccer, Time: ,Wed Jul 01 22:00:00 CEST 2015, Time: ,Wed Jul 01 22:00:00 CEST 2015, Event: ,Fylkir U19 (W) v Hafnarfjordur U19 (W), Favorite: ,Hafnarfjordur U19 (W), 7324509   size:139.49,Price: ,1.06,The Draw, 58805   size:2.01,Price: ,2.02,x
1.119341330, Sport: ,Baseball, Time: ,Thu Jul 02 01:05:00 CEST 2015, Time: ,Thu Jul 02 01:05:00 CEST 2015, Event: ,NYY @ LAA, Favorite: ,LA Angels (M Shoemaker), 7683114   size:187.51,Price: ,1.95,NY Yankees (N Eovaldi), 9389895   size:46.35,Price: ,1.99,x
1.119317386, Sport: ,Soccer, Time: ,Wed Jul 01 18:30:00 CEST 2015, Time: ,Wed Jul 01 18:30:00 CEST 2015, Event: ,Union Gurten v Burghausen, Favorite: ,Burghausen, 196544   size:7.46,Price: ,1.56,The Draw, 58805   size:3.09,Price: ,4.7,Union Gurten, 8678224   size:4.63,Price: ,5.2,x
1.119290526, Sport: ,Cricket, Time: ,Wed Jul 01 19:30:00 CEST 2015, Time: ,Wed Jul 01 19:30:00 CEST 2015, Event: ,Surrey v Gloucestershire, Favorite: ,Surrey, 424676   size:224.21,Price: ,1.77,Gloucestershire, 2219   size:68.3,Price: ,2.28,ok
1.119232774, Sport: ,Baseball, Time: ,Thu Jul 02 01:05:00 CEST 2015, Time: ,Thu Jul 02 01:05:00 CEST 2015, Event: ,MIL @ PHI, Favorite: ,Milwaukee (K Lohse), 7179919   size:481.64,Price: ,1.94,Philadelphia (A Harang), 9385113   size:106.13,Price: ,1.99,ok
1.119257037, Sport: ,Soccer, Time: ,Wed Jul 01 22:00:00 CEST 2015, Time: ,Wed Jul 01 22:00:00 CEST 2015, Event: ,Al Ragaa v Haras El Hodood, Favorite: ,Haras El Hodood, 5168506   size:5.53,Price: ,2.7,The Draw, 58805   size:76.54,Price: ,3.05,x
1.119317668, Sport: ,Soccer, Time: ,Wed Jul 01 19:00:00 CEST 2015, Time: ,Wed Jul 01 19:00:00 CEST 2015, Event: ,Deinze v Lokeren, Favorite: ,Lokeren, 43430   size:60.9,Price: ,1.3,The Draw, 58805   size:3.38,Price: ,5.1,Deinze, 505713   size:4.72,Price: ,7.2,ok
1.119313700, Sport: ,Soccer, Time: ,Wed Jul 01 20:00:00 CEST 2015, Time: ,Wed Jul 01 20:00:00 CEST 2015, Event: ,Santos (Bra) U20 v Gremio Barueri U20, Favorite: ,Santos (Bra) U20, 6714730   size:139.49,Price: ,1.06,Gremio Barueri U20, 6810860   size:21.95,Price: ,1.69,The Draw, 58805   size:3.89,Price: ,2.02,ok
1.119329174, Sport: ,Tennis, Time: ,Wed Jul 01 20:00:00 CEST 2015, Time: ,Wed Jul 01 20:00:00 CEST 2015, Event: ,Carruthers v Mckenzie, Favorite: ,Steffi Carruthers, 9627079   size:2.87,Price: ,1.84,Kylie McKenzie, 9484316   size:152.61,Price: ,1.94,x
1.119329175, Sport: ,Tennis, Time: ,Wed Jul 01 20:00:00 CEST 2015, Time: ,Wed Jul 01 20:00:00 CEST 2015, Event: ,Guarachi v Zhu, Favorite: ,Alexa Guarachi, 9042251   size:3.55,Price: ,1.42,Amy Zhu, 9629413   size:14.68,Price: ,2.92,ok
1.119313868, Sport: ,Soccer, Time: ,Thu Jul 02 00:00:00 CEST 2015, Time: ,Thu Jul 02 00:00:00 CEST 2015, Event: ,Independente FC U20 v EC Primavera U20, Favorite: ,Independente FC U20, 7295912   size:2.01,Price: ,1.09,EC Primavera U20, 9468400   size:2.89,Price: ,1.88,The Draw, 58805   size:2.01,Price: ,2.06,ok
1.119329176, Sport: ,Tennis, Time: ,Wed Jul 01 21:00:00 CEST 2015, Time: ,Wed Jul 01 21:00:00 CEST 2015, Event: ,Ivanova v Albanese, Favorite: ,Lauren Albanese, 2309521   size:3.09,Price: ,1.63,Dasha Ivanova, 9401819   size:2.23,Price: ,2.26,ok
1.119317948, Sport: ,Soccer, Time: ,Wed Jul 01 19:00:00 CEST 2015, Time: ,Wed Jul 01 19:00:00 CEST 2015, Event: ,Gent v Ujpest, Favorite: ,Gent, 350594   size:291.55,Price: ,1.5,The Draw, 58805   size:50.46,Price: ,4.7,Ujpest, 521199   size:13.8,Price: ,6.6,x
1.119241070, Sport: ,Soccer, Time: ,Wed Jul 01 20:00:00 CEST 2015, Time: ,Wed Jul 01 20:00:00 CEST 2015, Event: ,Ankara v South Moravia, Favorite: ,South Moravia, 9669147   size:2.01,Price: ,2.4,The Draw, 58805   size:2.01,Price: ,3.6,x
1.119257317, Sport: ,Soccer, Time: ,Wed Jul 01 22:00:00 CEST 2015, Time: ,Wed Jul 01 22:00:00 CEST 2015, Event: ,El Shorta v El Gounah, Favorite: ,El Shorta, 6021913   size:5.04,Price: ,2.5,The Draw, 58805   size:47.06,Price: ,2.98,El Gounah, 5202561   size:9.44,Price: ,3.4,x
1.119232798, Sport: ,Baseball, Time: ,Thu Jul 02 01:08:00 CEST 2015, Time: ,Thu Jul 02 01:08:00 CEST 2015, Event: ,PIT @ DET, Favorite: ,Detroit (A Simon), 9389893   size:116.12,Price: ,1.97,Pittsburgh (A Burnett), 6327266   size:225.93,Price: ,1.99,x
1.119232830, Sport: ,Baseball, Time: ,Thu Jul 02 01:10:00 CEST 2015, Time: ,Thu Jul 02 01:10:00 CEST 2015, Event: ,WSH @ ATL, Favorite: ,Washington (D Fister), 8516468   size:105.01,Price: ,1.79,Atlanta (M Wisler), 9647265   size:293.0,Price: ,2.18,x
1.119305942, Sport: ,Soccer, Time: ,Wed Jul 01 20:00:00 CEST 2015, Time: ,Wed Jul 01 20:00:00 CEST 2015, Event: ,CD UAI Urquiza v Platense, Favorite: ,CD UAI Urquiza, 8008857   size:2.48,Price: ,2.38,The Draw, 58805   size:2.01,Price: ,3.0,Platense, 5548214   size:3.02,Price: ,3.05,x
1.119303800, Sport: ,Soccer, Time: ,Wed Jul 01 21:00:00 CEST 2015, Time: ,Wed Jul 01 21:00:00 CEST 2015, Event: ,FH Hafnarfjordur U19 v IA/Kari U19, Favorite: ,FH Hafnarfjordur U19, 7340337   size:2.57,Price: ,1.35,IA/Kari U19, 8555498   size:2.57,Price: ,1.39,The Draw, 58805   size:3.82,Price: ,3.45,ok
1.119300059, Sport: ,Rugby League, Time: ,Wed Jul 01 21:00:00 CEST 2015, Time: ,Wed Jul 01 21:00:00 CEST 2015, Event: ,Bradford v Featherstone, Favorite: ,Bradford, 1366   size:114.45,Price: ,1.16,Featherstone, 62906   size:100.17,Price: ,8.0,Draw, 11126   size:21.07,Price: ,34.0,x
1.119219718, Sport: ,Soccer, Time: ,Thu Jul 02 04:00:00 CEST 2015, Time: ,Thu Jul 02 04:00:00 CEST 2015, Event: ,Real Salt Lake v Portland Timbers, Favorite: ,Portland Timbers, 4004854   size:23.81,Price: ,2.6,Real Salt Lake, 1101610   size:168.73,Price: ,2.92,The Draw, 58805   size:19.4,Price: ,3.45,x
1.119306758, Sport: ,Tennis, Time: ,Wed Jul 01 18:30:00 CEST 2015, Time: ,Wed Jul 01 18:30:00 CEST 2015, Event: ,Ostapenko v Mladenovic, Favorite: ,Kristina Mladenovic, 3622052   size:1277.99,Price: ,1.33,Jelena Ostapenko, 8827537   size:89.82,Price: ,3.95,ok
1.119232838, Sport: ,Baseball, Time: ,Thu Jul 02 02:10:00 CEST 2015, Time: ,Thu Jul 02 02:10:00 CEST 2015, Event: ,KC @ HOU, Favorite: ,Houston (V Velasquez), 9580436   size:110.29,Price: ,1.84,Kansas City (E Volquez), 9385643   size:92.89,Price: ,2.14,ok
1.119317031, Sport: ,Soccer, Time: ,Wed Jul 01 18:30:00 CEST 2015, Time: ,Wed Jul 01 18:30:00 CEST 2015, Event: ,FC Lubars v Hertha Berlin, Favorite: ,Hertha Berlin, 44518   size:106.02,Price: ,1.03,The Draw, 58805   size:3.56,Price: ,2.04,FC Lubars, 9734573   size:8.29,Price: ,85.0,ok
1.119317597, Sport: ,Soccer, Time: ,Wed Jul 01 19:00:00 CEST 2015, Time: ,Wed Jul 01 19:00:00 CEST 2015, Event: ,KSV Oudenaarde v Anderlecht, Favorite: ,Anderlecht, 58163   size:20.19,Price: ,1.1,The Draw, 58805   size:2.01,Price: ,10.5,KSV Oudenaarde, 6469569   size:35.22,Price: ,24.0,ok
1.119240574, Sport: ,Soccer, Time: ,Wed Jul 01 20:45:00 CEST 2015, Time: ,Wed Jul 01 20:45:00 CEST 2015, Event: ,Alloa v Edinburgh City, Favorite: ,Alloa, 203715   size:5.47,Price: ,1.34,The Draw, 58805   size:2.61,Price: ,4.9,Edinburgh City, 615040   size:46.84,Price: ,7.0,ok
1.119244614, Sport: ,Soccer, Time: ,Thu Jul 02 03:00:00 CEST 2015, Time: ,Thu Jul 02 03:00:00 CEST 2015, Event: ,Colorado Storm (W) v Colorado Rush (W), Favorite: ,Colorado Rush (W), 7360248   size:10.68,Price: ,1.07,The Draw, 58805   size:3.56,Price: ,2.04,ok
1.119219766, Sport: ,Soccer, Time: ,Thu Jul 02 04:30:00 CEST 2015, Time: ,Thu Jul 02 04:30:00 CEST 2015, Event: ,San Jose Earthquakes v LA Galaxy, Favorite: ,LA Galaxy, 2658589   size:5.04,Price: ,2.58,San Jose Earthquakes, 408102   size:243.36,Price: ,2.92,The Draw, 58805   size:154.94,Price: ,3.45,ok
1.119257247, Sport: ,Soccer, Time: ,Wed Jul 01 22:00:00 CEST 2015, Time: ,Wed Jul 01 22:00:00 CEST 2015, Event: ,Arab Contractors v Al Nasr (EGY), Favorite: ,Arab Contractors, 5170862   size:13.77,Price: ,1.86,The Draw, 58805   size:51.36,Price: ,3.75,Al Nasr (EGY), 8849333   size:14.06,Price: ,4.8,x
1.119313475, Sport: ,Soccer, Time: ,Wed Jul 01 20:00:00 CEST 2015, Time: ,Wed Jul 01 20:00:00 CEST 2015, Event: ,J Malucelli U19 v Coritiba FBC U19, Favorite: ,Coritiba FBC U19, 6957510   size:39.85,Price: ,1.22,J Malucelli U19, 9732870   size:60.58,Price: ,1.5,The Draw, 58805   size:29.43,Price: ,2.0,ok
1.119299849, Sport: ,Soccer, Time: ,Thu Jul 02 01:00:00 CEST 2015, Time: ,Thu Jul 02 01:00:00 CEST 2015, Event: ,Japan (W) v England (W), Favorite: ,Japan (W), 541842   size:340.03,Price: ,2.18,The Draw, 58805   size:31050.44,Price: ,3.25,England (W), 605319   size:1668.59,Price: ,4.1,ok
1.119329171, Sport: ,Tennis, Time: ,Wed Jul 01 19:00:00 CEST 2015, Time: ,Wed Jul 01 19:00:00 CEST 2015, Event: ,Gilchrist v Dvorak, Favorite: ,Nadja Gilchrist, 9626873   size:4.19,Price: ,1.26,Sarah Dvorak, 9769014   size:6.83,Price: ,3.9,ok
1.119329172, Sport: ,Tennis, Time: ,Wed Jul 01 19:00:00 CEST 2015, Time: ,Wed Jul 01 19:00:00 CEST 2015, Event: ,Fuentes v Marand, Favorite: ,Sanaz Marand, 7168237   size:4.25,Price: ,1.24,Camila Fuentes, 8427393   size:15.38,Price: ,3.0,ok
