1.119497757, Sport: ,Baseball, Time: ,Tue Jul 21 04:10:00 CEST 2015, Time: ,Tue Jul 21 04:10:00 CEST 2015, Event: ,SF @ SD, Favorite: ,San Francisco (T Hudson), 8432632   size:28.62,Price: ,1.91,San Diego (I Kennedy), 7551799   size:292.0,Price: ,2.04,x
1.119505700, Sport: ,Soccer, Time: ,Mon Jul 20 19:30:00 CEST 2015, Time: ,Mon Jul 20 19:30:00 CEST 2015, Event: ,Volgar Astrakhan v Kamaz, Favorite: ,Volgar Astrakhan, 8666644   size:3.3,Price: ,1.67,The Draw, 58805   size:4.23,Price: ,3.6,Kamaz, 2460921   size:2.07,Price: ,6.2,ok
1.119457913, Sport: ,Soccer, Time: ,Mon Jul 20 19:00:00 CEST 2015, Time: ,Mon Jul 20 19:00:00 CEST 2015, Event: ,Kuban Krasnodar v Ural, Favorite: ,Kuban Krasnodar, 5246807   size:42.58,Price: ,1.79,The Draw, 58805   size:6679.01,Price: ,3.8,Ural, 2460920   size:73.42,Price: ,5.5,x
1.119457439, Sport: ,Soccer, Time: ,Mon Jul 20 19:45:00 CEST 2015, Time: ,Mon Jul 20 19:45:00 CEST 2015, Event: ,Aarau v Wohlen, Favorite: ,Aarau, 65777   size:29.88,Price: ,2.18,Wohlen, 457844   size:9.15,Price: ,3.55,The Draw, 58805   size:8.0,Price: ,3.7,x
1.119590669, Sport: ,Tennis, Time: ,Mon Jul 20 19:00:00 CEST 2015, Time: ,Mon Jul 20 19:00:00 CEST 2015, Event: ,Sarkissian v Mena, Favorite: ,Alexander Sarkissian, 8734382   size:458.59,Price: ,1.46,Facundo Mena, 8700270   size:14.36,Price: ,3.0,ok
1.119457369, Sport: ,Soccer, Time: ,Mon Jul 20 19:30:00 CEST 2015, Time: ,Mon Jul 20 19:30:00 CEST 2015, Event: ,Varbergs BoIS v Brommapojkarna, Favorite: ,Varbergs BoIS, 6225055   size:114.78,Price: ,1.62,The Draw, 58805   size:12.49,Price: ,4.2,Brommapojkarna, 151472   size:60.44,Price: ,6.4,x
1.119584076, Sport: ,Tennis, Time: ,Mon Jul 20 20:00:00 CEST 2015, Time: ,Mon Jul 20 20:00:00 CEST 2015, Event: ,Sugita v Barrientos, Favorite: ,Yuichi Sugita, 3374117   size:75.92,Price: ,1.41,Nicolas Barrientos, 7083200   size:17.51,Price: ,3.3,ok
1.119497741, Sport: ,Baseball, Time: ,Tue Jul 21 03:40:00 CEST 2015, Time: ,Tue Jul 21 03:40:00 CEST 2015, Event: ,MIA @ ARI, Favorite: ,Arizona (R De La Rosa), 9382117   size:149.64,Price: ,1.77,Miami (D Phelps), 9407815   size:327.0,Price: ,2.26,ok
1.119458095, Sport: ,Soccer, Time: ,Mon Jul 20 19:05:00 CEST 2015, Time: ,Mon Jul 20 19:05:00 CEST 2015, Event: ,Hacken v Hammarby, Favorite: ,Hacken, 30681   size:18.05,Price: ,2.08,The Draw, 58805   size:89.18,Price: ,3.7,Hammarby, 30679   size:224.6,Price: ,3.9,x
1.119594867, Sport: ,Basketball, Time: ,Tue Jul 21 02:45:00 CEST 2015, Time: ,Tue Jul 21 02:45:00 CEST 2015, Event: ,USA (W) v Canada (W), Favorite: ,Canada (W), 5859168   size:3.14,Price: ,1.39,USA (W), 8883651   size:5.99,Price: ,3.2,ok
1.119602272, Sport: ,Tennis, Time: ,Mon Jul 20 19:03:00 CEST 2015, Time: ,Mon Jul 20 19:03:00 CEST 2015, Event: ,King v Sarmiento, Favorite: ,Darian King, 8413749   size:85.95,Price: ,1.02,Raymond Sarmiento, 8355894   size:40.55,Price: ,1.07,ok
1.119497725, Sport: ,Baseball, Time: ,Tue Jul 21 02:10:00 CEST 2015, Time: ,Tue Jul 21 02:10:00 CEST 2015, Event: ,PIT @ KC, Favorite: ,Kansas City (Y Ventura), 7663454   size:217.66,Price: ,1.78,Pittsburgh (A Burnett), 6327266   size:266.0,Price: ,2.22,x
1.119591603, Sport: ,Soccer, Time: ,Tue Jul 21 04:00:00 CEST 2015, Time: ,Tue Jul 21 04:00:00 CEST 2015, Event: ,LD Alajuelense v AD Santos de Guapiles, Favorite: ,LD Alajuelense, 1395935   size:5.0,Price: ,1.88,The Draw, 58805   size:111.22,Price: ,3.8,AD Santos de Guapiles, 6662095   size:56.7,Price: ,4.3,ok
1.119581093, Sport: ,Soccer, Time: ,Mon Jul 20 20:00:00 CEST 2015, Time: ,Mon Jul 20 20:00:00 CEST 2015, Event: ,IBV Vestmannaeyjar (W) v Selfoss (W), Favorite: ,Selfoss (W), 5586156   size:6.1,Price: ,1.17,The Draw, 58805   size:3.02,Price: ,3.05,ok
1.119458004, Sport: ,Soccer, Time: ,Mon Jul 20 19:00:00 CEST 2015, Time: ,Mon Jul 20 19:00:00 CEST 2015, Event: ,Djurgardens v Atvidabergs, Favorite: ,Djurgardens, 232104   size:1424.69,Price: ,1.28,The Draw, 58805   size:569.44,Price: ,6.4,Atvidabergs, 780882   size:2.0,Price: ,14.0,x
1.119580481, Sport: ,Soccer, Time: ,Mon Jul 20 20:45:00 CEST 2015, Time: ,Mon Jul 20 20:45:00 CEST 2015, Event: ,Bradford PA v FC Halifax Town, Favorite: ,FC Halifax Town, 4231683   size:71.84,Price: ,2.24,Bradford PA, 598919   size:64.4,Price: ,3.3,The Draw, 58805   size:18.63,Price: ,3.65,ok
1.119591883, Sport: ,Basketball, Time: ,Tue Jul 21 03:00:00 CEST 2015, Time: ,Tue Jul 21 03:00:00 CEST 2015, Event: ,Phoenix v San Antonio, Favorite: ,Phoenix, 13128   size:3.6,Price: ,1.79,San Antonio, 13121   size:9.09,Price: ,2.08,x
1.119497709, Sport: ,Baseball, Time: ,Tue Jul 21 01:10:00 CEST 2015, Time: ,Tue Jul 21 01:10:00 CEST 2015, Event: ,CHC @ CIN, Favorite: ,Cincinnati (M Lorenzen), 9444109   size:470.99,Price: ,1.93,Chicago Cubs (C Richard), 9836578   size:106.31,Price: ,1.99,ok
1.119585105, Sport: ,Handball, Time: ,Mon Jul 20 23:30:00 CEST 2015, Time: ,Mon Jul 20 23:30:00 CEST 2015, Event: ,Germany U21 v Norway U21, Favorite: ,Germany U21, 7437025   size:308.67,Price: ,1.06,Norway U21, 10026175   size:72.31,Price: ,9.6,Draw, 330157   size:72.17,Price: ,13.0,ok
1.119457649, Sport: ,Soccer, Time: ,Mon Jul 20 20:30:00 CEST 2015, Time: ,Mon Jul 20 20:30:00 CEST 2015, Event: ,Exeter v Fluminense RJ U19, Favorite: ,Exeter, 66243   size:5.46,Price: ,1.26,Fluminense RJ U19, 9935225   size:5.1,Price: ,2.62,The Draw, 58805   size:5.06,Price: ,2.96,x
1.119456878, Sport: ,Soccer, Time: ,Mon Jul 20 20:00:00 CEST 2015, Time: ,Mon Jul 20 20:00:00 CEST 2015, Event: ,Lokomotiva v Istra, Favorite: ,Lokomotiva, 4057235   size:23.27,Price: ,2.06,The Draw, 58805   size:13.47,Price: ,3.8,ok
1.119585108, Sport: ,Handball, Time: ,Tue Jul 21 01:45:00 CEST 2015, Time: ,Tue Jul 21 01:45:00 CEST 2015, Event: ,Egypt U21 v Uruguay U21, Favorite: ,Egypt U21, 7437034   size:0.0,Price: ,0.0,Draw, 330157   size:12.0,Price: ,220.0,ok
1.119581150, Sport: ,Soccer, Time: ,Mon Jul 20 19:00:00 CEST 2015, Time: ,Mon Jul 20 19:00:00 CEST 2015, Event: ,Stjarnan (W) v Fylkir (W), Favorite: ,Stjarnan (W), 5247616   size:16.5,Price: ,1.34,The Draw, 58805   size:2.73,Price: ,5.4,Fylkir (W), 5281227   size:5.12,Price: ,6.0,ok
1.119401297, Sport: ,Darts, Time: ,Mon Jul 20 23:00:00 CEST 2015, Time: ,Mon Jul 20 23:00:00 CEST 2015, Event: ,van Barneveld v Hamilton, Favorite: ,Raymond Van Barneveld, 6169880   size:56.08,Price: ,1.23,Andy Hamilton, 2414377   size:13.33,Price: ,5.1,x
1.119457579, Sport: ,Soccer, Time: ,Mon Jul 20 20:30:00 CEST 2015, Time: ,Mon Jul 20 20:30:00 CEST 2015, Event: ,Chesham Utd v MK Dons, Favorite: ,MK Dons, 893582   size:2.55,Price: ,1.48,The Draw, 58805   size:16.86,Price: ,4.4,Chesham Utd, 3396708   size:8.0,Price: ,6.6,x
1.119457018, Sport: ,Soccer, Time: ,Mon Jul 20 21:15:00 CEST 2015, Time: ,Mon Jul 20 21:15:00 CEST 2015, Event: ,Breidablik v Fylkir, Favorite: ,Breidablik, 1478217   size:17.36,Price: ,2.14,Fylkir, 46954   size:12.21,Price: ,3.65,The Draw, 58805   size:28.69,Price: ,3.75,x
1.119592913, Sport: ,Soccer, Time: ,Mon Jul 20 23:35:00 CEST 2015, Time: ,Mon Jul 20 23:35:00 CEST 2015, Event: ,Brazil U22 v Panama U22, Favorite: ,Brazil U22, 5892912   size:42.07,Price: ,1.21,The Draw, 58805   size:36.31,Price: ,5.5,Panama U22, 9948512   size:20.89,Price: ,10.0,x
1.119497717, Sport: ,Baseball, Time: ,Tue Jul 21 01:10:00 CEST 2015, Time: ,Tue Jul 21 01:10:00 CEST 2015, Event: ,LAD @ ATL, Favorite: ,LA Dodgers (B Beachy), 9940330   size:147.04,Price: ,1.77,Atlanta (M Wisler), 9647265   size:98.99,Price: ,2.26,x
1.119500711, Sport: ,Soccer, Time: ,Tue Jul 21 02:10:00 CEST 2015, Time: ,Tue Jul 21 02:10:00 CEST 2015, Event: ,Argentinos Juniors v Union Santa Fe, Favorite: ,Argentinos Juniors, 453739   size:73.73,Price: ,2.52,The Draw, 58805   size:369.42,Price: ,3.05,Union Santa Fe, 194516   size:9.0,Price: ,3.45,x
1.119602268, Sport: ,Tennis, Time: ,Mon Jul 20 21:00:00 CEST 2015, Time: ,Mon Jul 20 21:00:00 CEST 2015, Event: ,Aubone v Krainik, Favorite: ,Jean-Yves Aubone, 8476686   size:85.95,Price: ,1.02,Pavel Krainik, 4903608   size:11.06,Price: ,1.07,ok
1.119457719, Sport: ,Soccer, Time: ,Mon Jul 20 20:45:00 CEST 2015, Time: ,Mon Jul 20 20:45:00 CEST 2015, Event: ,Gosport Borough v Luton, Favorite: ,Luton, 223467   size:62.2,Price: ,2.12,Gosport Borough, 2662210   size:43.69,Price: ,3.55,The Draw, 58805   size:99.26,Price: ,3.65,ok
1.119581036, Sport: ,Soccer, Time: ,Mon Jul 20 19:00:00 CEST 2015, Time: ,Mon Jul 20 19:00:00 CEST 2015, Event: ,PPJ II v TuPS, Favorite: ,TuPS, 8663919   size:2.55,Price: ,2.12,PPJ II, 10018919   size:3.09,Price: ,2.84,The Draw, 58805   size:6.16,Price: ,4.4,ok
1.119501264, Sport: ,Soccer, Time: ,Tue Jul 21 01:00:00 CEST 2015, Time: ,Tue Jul 21 01:00:00 CEST 2015, Event: ,Crucero del Norte v Estudiantes, Favorite: ,Estudiantes, 194509   size:52.67,Price: ,2.2,The Draw, 58805   size:248.38,Price: ,3.15,Crucero del Norte, 6471163   size:240.07,Price: ,4.1,ok
1.119401284, Sport: ,Darts, Time: ,Mon Jul 20 22:00:00 CEST 2015, Time: ,Mon Jul 20 22:00:00 CEST 2015, Event: ,Taylor v Henderson, Favorite: ,Phil Taylor, 2271001   size:670.79,Price: ,1.06,John Henderson, 4396169   size:26.01,Price: ,16.5,ok
1.119580692, Sport: ,Soccer, Time: ,Mon Jul 20 19:00:00 CEST 2015, Time: ,Mon Jul 20 19:00:00 CEST 2015, Event: ,SV Lippstadt v Rot-Weiss Oberhausen, Favorite: ,Rot-Weiss Oberhausen, 7426017   size:49.16,Price: ,1.7,The Draw, 58805   size:4.26,Price: ,4.3,SV Lippstadt, 7444780   size:10.19,Price: ,4.9,ok
1.119590928, Sport: ,Tennis, Time: ,Mon Jul 20 19:01:00 CEST 2015, Time: ,Mon Jul 20 19:01:00 CEST 2015, Event: ,Gomez v Londero, Favorite: ,Juan Ignacio Londero, 7430086   size:2.87,Price: ,1.33,Alejandro Gomez, 8714009   size:27.77,Price: ,3.85,x
1.119584154, Sport: ,Tennis, Time: ,Tue Jul 21 01:00:00 CEST 2015, Time: ,Tue Jul 21 01:00:00 CEST 2015, Event: ,Menendez-Maceiras v Gonzalez, Favorite: ,Adrian Menendez-Maceira, 9128710   size:5262.16,Price: ,1.9,Alejandro Gonzalez, 6604262   size:110.0,Price: ,2.0,ok
1.119457089, Sport: ,Soccer, Time: ,Mon Jul 20 22:00:00 CEST 2015, Time: ,Mon Jul 20 22:00:00 CEST 2015, Event: ,Leiknir R v Valur, Favorite: ,Valur, 399803   size:306.67,Price: ,1.68,The Draw, 58805   size:311.91,Price: ,4.3,Leiknir R, 4744864   size:6.68,Price: ,5.3,ok
1.119497685, Sport: ,Baseball, Time: ,Tue Jul 21 01:05:00 CEST 2015, Time: ,Tue Jul 21 01:05:00 CEST 2015, Event: ,NYM @ WSH, Favorite: ,Washington (G Gonzalez), 6292847   size:259.75,Price: ,1.85,NY Mets (M Harvey), 6551353   size:490.0,Price: ,2.08,ok
1.119590964, Sport: ,Tennis, Time: ,Mon Jul 20 21:00:00 CEST 2015, Time: ,Mon Jul 20 21:00:00 CEST 2015, Event: ,Ebden v Gomez, Favorite: ,Matthew Ebden, 4423910   size:244.62,Price: ,1.15,Juan Sebastian Gomez, 8826915   size:3.68,Price: ,6.4,ok
1.119580979, Sport: ,Soccer, Time: ,Tue Jul 21 00:30:00 CEST 2015, Time: ,Tue Jul 21 00:30:00 CEST 2015, Event: ,Deportivo Pereira v Quindio, Favorite: ,Deportivo Pereira, 5284708   size:24.13,Price: ,1.85,The Draw, 58805   size:9.0,Price: ,3.6,Quindio, 5141456   size:2.87,Price: ,4.8,ok
1.119591491, Sport: ,Soccer, Time: ,Tue Jul 21 01:15:00 CEST 2015, Time: ,Tue Jul 21 01:15:00 CEST 2015, Event: ,Guarani SP v Brasil de Pelotas, Favorite: ,Guarani SP, 5310337   size:2.34,Price: ,2.36,Brasil de Pelotas, 7160974   size:4.13,Price: ,2.86,The Draw, 58805   size:2.19,Price: ,2.94,x
1.119594861, Sport: ,Basketball, Time: ,Mon Jul 20 22:00:00 CEST 2015, Time: ,Mon Jul 20 22:00:00 CEST 2015, Event: ,Cuba (W) v Brazil (W), Favorite: ,Cuba (W), 5859169   size:357.99,Price: ,1.41,Brazil (W), 5859167   size:73.3,Price: ,2.96,ok
1.119575342, Sport: ,Tennis, Time: ,Mon Jul 20 21:00:00 CEST 2015, Time: ,Mon Jul 20 21:00:00 CEST 2015, Event: ,Gojowczyk v Halys, Favorite: ,Peter Gojowczyk, 4691416   size:11.77,Price: ,1.43,Quentin Halys, 7287690   size:14.79,Price: ,3.2,ok
1.119574097, Sport: ,Tennis, Time: ,Tue Jul 21 00:30:00 CEST 2015, Time: ,Tue Jul 21 00:30:00 CEST 2015, Event: ,Bester v Lacko, Favorite: ,Lukas Lacko, 2263634   size:2.55,Price: ,1.25,Philip Bester, 2504191   size:2.55,Price: ,4.3,x
1.119583967, Sport: ,Tennis, Time: ,Mon Jul 20 21:45:00 CEST 2015, Time: ,Mon Jul 20 21:45:00 CEST 2015, Event: ,Stepanek v Roger-Vasselin, Favorite: ,Edouard Roger-Vasselin, 8259187   size:134.82,Price: ,1.93,Radek Stepanek, 2249332   size:512.18,Price: ,2.06,x
1.119457509, Sport: ,Soccer, Time: ,Mon Jul 20 20:30:00 CEST 2015, Time: ,Mon Jul 20 20:30:00 CEST 2015, Event: ,Ashington v Hartlepool, Favorite: ,Hartlepool, 48303   size:13.33,Price: ,1.38,The Draw, 58805   size:2.98,Price: ,5.4,Ashington, 5900695   size:2.47,Price: ,8.4,x
1.119582610, Sport: ,Tennis, Time: ,Mon Jul 20 19:00:00 CEST 2015, Time: ,Mon Jul 20 19:00:00 CEST 2015, Event: ,Pecotic v Pavic, Favorite: ,Matija Pecotic, 8713732   size:70.96,Price: ,1.71,Ante Pavic, 5224080   size:5.1,Price: ,2.22,ok
1.119585012, Sport: ,Handball, Time: ,Tue Jul 21 01:45:00 CEST 2015, Time: ,Tue Jul 21 01:45:00 CEST 2015, Event: ,Russia U21 v Paraguay U21, Favorite: ,Russia U21, 7437020   size:0.0,Price: ,0.0,Draw, 330157   size:15.0,Price: ,400.0,ok
1.119585055, Sport: ,Handball, Time: ,Mon Jul 20 21:15:00 CEST 2015, Time: ,Mon Jul 20 21:15:00 CEST 2015, Event: ,Romania U21 v Portugal U21, Favorite: ,Romania U21, 10026176   size:143.67,Price: ,1.64,Portugal U21, 10026205   size:77.82,Price: ,2.5,Draw, 330157   size:18.64,Price: ,7.8,x
1.119583791, Sport: ,Tennis, Time: ,Tue Jul 21 02:45:00 CEST 2015, Time: ,Tue Jul 21 02:45:00 CEST 2015, Event: ,Koolhof/Middelkoop v Krajicek/Marchenko, Favorite: ,Koolhof/Middelkoop, 9146551   size:2.55,Price: ,1.66,Krajicek/Marchenko, 10020253   size:3.06,Price: ,2.1,ok
1.119585071, Sport: ,Handball, Time: ,Mon Jul 20 23:30:00 CEST 2015, Time: ,Mon Jul 20 23:30:00 CEST 2015, Event: ,Serbia U21 v Angola U21, Favorite: ,Serbia U21, 7437022   size:2500.0,Price: ,1.01,Angola U21, 7437018   size:72.18,Price: ,18.0,Draw, 330157   size:71.83,Price: ,21.0,ok
1.119580919, Sport: ,Soccer, Time: ,Mon Jul 20 22:00:00 CEST 2015, Time: ,Mon Jul 20 22:00:00 CEST 2015, Event: ,Bogota v Valledupar FC, Favorite: ,Bogota, 5340538   size:36.2,Price: ,2.32,Valledupar FC, 6369562   size:10.92,Price: ,3.3,The Draw, 58805   size:22.17,Price: ,3.55,ok
1.119590951, Sport: ,Tennis, Time: ,Mon Jul 20 19:00:00 CEST 2015, Time: ,Mon Jul 20 19:00:00 CEST 2015, Event: ,Demoliner v King, Favorite: ,Kevin King, 7445670   size:5.0,Price: ,1.47,Marcelo Demoliner, 3506050   size:13.34,Price: ,3.0,x
1.119497693, Sport: ,Baseball, Time: ,Tue Jul 21 01:05:00 CEST 2015, Time: ,Tue Jul 21 01:05:00 CEST 2015, Event: ,TB @ PHI, Favorite: ,Tampa Bay (M Moore), 5838197   size:287.3,Price: ,1.82,Philadelphia (D Buchanan), 8548266   size:308.76,Price: ,2.16,x
1.119591547, Sport: ,Soccer, Time: ,Tue Jul 21 02:45:00 CEST 2015, Time: ,Tue Jul 21 02:45:00 CEST 2015, Event: ,Bucaramanga v Barranquilla, Favorite: ,Bucaramanga, 7032786   size:3.94,Price: ,1.28,The Draw, 58805   size:5.2,Price: ,4.5,Barranquilla, 5343353   size:13.67,Price: ,8.0,ok
1.119585092, Sport: ,Handball, Time: ,Mon Jul 20 19:00:00 CEST 2015, Time: ,Mon Jul 20 19:00:00 CEST 2015, Event: ,France U21 v Algeria U21, Favorite: ,France U21, 7437019   size:1498.0,Price: ,1.01,Draw, 330157   size:23.2,Price: ,24.0,Algeria U21, 7437028   size:9.21,Price: ,26.0,ok
1.119401425, Sport: ,Darts, Time: ,Mon Jul 20 21:00:00 CEST 2015, Time: ,Mon Jul 20 21:00:00 CEST 2015, Event: ,Chisnall v Caven, Favorite: ,Dave Chisnall, 3535216   size:46.01,Price: ,1.28,Jamie Caven, 2676604   size:9.75,Price: ,4.2,ok
1.119499848, Sport: ,Soccer, Time: ,Tue Jul 21 02:00:00 CEST 2015, Time: ,Tue Jul 21 02:00:00 CEST 2015, Event: ,FC Kansas City (W) v Houston Dash (W), Favorite: ,FC Kansas City (W), 7201330   size:2.76,Price: ,1.81,The Draw, 58805   size:3.34,Price: ,3.15,x
1.119591029, Sport: ,Baseball, Time: ,Mon Jul 20 23:05:00 CEST 2015, Time: ,Mon Jul 20 23:05:00 CEST 2015, Event: ,BOS @ LAA (Game 1), Favorite: ,LA Angels (H Santiago), 8432634   size:33.36,Price: ,1.85,Boston (E Rodriguez), 9531865   size:9.31,Price: ,2.1,ok
