1.119383027, Sport: ,Basketball, Time: ,Sat Jul 04 17:15:00 CEST 2015, Time: ,Sat Jul 04 17:15:00 CEST 2015, Event: ,Croatia U19 v Turkey U19, Favorite: ,Turkey U19, 9607908   size:12.6,Price: ,1.01,x
1.119359356, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,GKS Katowice v Miedz Legnica, Favorite: ,GKS Katowice, 3351396   size:3.34,Price: ,2.46,Miedz Legnica, 4935893   size:2.63,Price: ,2.76,The Draw, 58805   size:2.0,Price: ,3.55,ok
1.119383024, Sport: ,Basketball, Time: ,Sat Jul 04 15:00:00 CEST 2015, Time: ,Sat Jul 04 15:00:00 CEST 2015, Event: ,Italy U19 v Spain U19, Favorite: ,Spain U19, 7375350   size:12.6,Price: ,1.01,x
1.119361756, Sport: ,Soccer, Time: ,Sat Jul 04 14:00:00 CEST 2015, Time: ,Sat Jul 04 14:00:00 CEST 2015, Event: ,Bangkok Glass v BEC Tero Sasana, Favorite: ,Bangkok Glass, 9211377   size:4.66,Price: ,1.62,The Draw, 58805   size:3.25,Price: ,3.7,BEC Tero Sasana, 7391108   size:2.0,Price: ,4.7,ok
1.119382898, Sport: ,Tennis, Time: ,Sat Jul 04 09:30:00 CEST 2015, Time: ,Sat Jul 04 09:30:00 CEST 2015, Event: ,Heller v Matic, Favorite: ,Peter Heller, 7234042   size:7.36,Price: ,1.44,Nico Matic, 8697480   size:15.74,Price: ,2.62,ok
1.119362126, Sport: ,Soccer, Time: ,Sat Jul 04 12:00:00 CEST 2015, Time: ,Sat Jul 04 12:00:00 CEST 2015, Event: ,Binh Duong v Nghe An, Favorite: ,Binh Duong, 2909643   size:5.02,Price: ,1.1,The Draw, 58805   size:12.55,Price: ,2.08,Nghe An, 9143416   size:5.02,Price: ,2.58,x
1.119250258, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Selangor v Pahang, Favorite: ,Selangor, 5391095   size:3.61,Price: ,2.14,Pahang, 5289044   size:3.99,Price: ,3.15,The Draw, 58805   size:22.05,Price: ,3.25,x
1.119359075, Sport: ,Soccer, Time: ,Sat Jul 04 10:30:00 CEST 2015, Time: ,Sat Jul 04 10:30:00 CEST 2015, Event: ,NK Aluminij v Partizan Belgrade, Favorite: ,Partizan Belgrade, 46980   size:3.65,Price: ,1.27,The Draw, 58805   size:2.25,Price: ,5.9,NK Aluminij, 5664283   size:5.5,Price: ,9.2,ok
1.119357050, Sport: ,Tennis, Time: ,Sat Jul 04 15:30:00 CEST 2015, Time: ,Sat Jul 04 15:30:00 CEST 2015, Event: ,Herbert/Mahut v Muller/Qureshi, Favorite: ,Herbert/Mahut, 8942538   size:8.71,Price: ,1.47,Muller/Qureshi, 9327884   size:2.0,Price: ,2.36,ok
1.119383030, Sport: ,Basketball, Time: ,Sat Jul 04 12:15:00 CEST 2015, Time: ,Sat Jul 04 12:15:00 CEST 2015, Event: ,China U19 v Iran U19, Favorite: ,Iran U19, 7375440   size:12.6,Price: ,1.01,China U19, 7375438   size:55.22,Price: ,1.08,ok
1.119251950, Sport: ,Soccer, Time: ,Sat Jul 04 12:30:00 CEST 2015, Time: ,Sat Jul 04 12:30:00 CEST 2015, Event: ,Vysocina Jihlava v Ceske Budejovice, Favorite: ,Ceske Budejovice, 367577   size:4.7,Price: ,1.09,Vysocina Jihlava, 770021   size:2.0,Price: ,1.9,The Draw, 58805   size:3.44,Price: ,2.04,ok
1.119251235, Sport: ,Soccer, Time: ,Sat Jul 04 13:35:00 CEST 2015, Time: ,Sat Jul 04 13:35:00 CEST 2015, Event: ,Guizhou Renhe v Jiangsu Sainty, Favorite: ,Guizhou Renhe, 7074386   size:105.06,Price: ,2.34,The Draw, 58805   size:6.3,Price: ,3.35,x
1.119255517, Sport: ,Soccer, Time: ,Sat Jul 04 15:30:00 CEST 2015, Time: ,Sat Jul 04 15:30:00 CEST 2015, Event: ,Start v Stabaek, Favorite: ,Stabaek, 50045   size:31.72,Price: ,2.3,Start, 774893   size:29.45,Price: ,3.2,The Draw, 58805   size:141.32,Price: ,3.85,x
1.119382881, Sport: ,Tennis, Time: ,Sat Jul 04 09:30:00 CEST 2015, Time: ,Sat Jul 04 09:30:00 CEST 2015, Event: ,Hoeppner v Michon, Favorite: ,Axel Michon, 4994683   size:44.28,Price: ,1.03,ok
1.119383013, Sport: ,Tennis, Time: ,Sat Jul 04 15:30:00 CEST 2015, Time: ,Sat Jul 04 15:30:00 CEST 2015, Event: ,Daniell/Demoliner v Erlich/Petzschner, Favorite: ,Erlich/Petzschner, 9684822   size:2.86,Price: ,1.69,Daniell/Demoliner, 9398763   size:2.4,Price: ,2.02,ok
1.119252246, Sport: ,Soccer, Time: ,Sat Jul 04 18:00:00 CEST 2015, Time: ,Sat Jul 04 18:00:00 CEST 2015, Event: ,Toronto FC II v FC Montreal, Favorite: ,FC Montreal, 9371571   size:10.62,Price: ,1.08,The Draw, 58805   size:3.54,Price: ,2.04,x
1.119382882, Sport: ,Tennis, Time: ,Sat Jul 04 09:30:00 CEST 2015, Time: ,Sat Jul 04 09:30:00 CEST 2015, Event: ,Ledovskikh v Diarra, Favorite: ,Mikhail Ledovskikh, 2568599   size:3.09,Price: ,1.31,Gibril Diarra, 8505872   size:8.18,Price: ,3.4,ok
1.119252366, Sport: ,Soccer, Time: ,Sat Jul 04 15:00:00 CEST 2015, Time: ,Sat Jul 04 15:00:00 CEST 2015, Event: ,Koblenz v Mgladbach, Favorite: ,Mgladbach, 84649   size:3.54,Price: ,1.07,The Draw, 58805   size:3.09,Price: ,12.5,Koblenz, 886333   size:20.98,Price: ,24.0,ok
1.119251872, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Raith v Brechin, Favorite: ,Raith, 674747   size:4.13,Price: ,1.54,The Draw, 58805   size:4.96,Price: ,4.1,Brechin, 238429   size:2.93,Price: ,4.9,x
1.119382887, Sport: ,Tennis, Time: ,Sat Jul 04 13:00:00 CEST 2015, Time: ,Sat Jul 04 13:00:00 CEST 2015, Event: ,Kubler v Ehrat, Favorite: ,Jason Kubler, 4448756   size:33.21,Price: ,1.04,Sandro Ehrat, 6514124   size:16.6,Price: ,1.08,ok
1.119361641, Sport: ,Soccer, Time: ,Sat Jul 04 13:00:00 CEST 2015, Time: ,Sat Jul 04 13:00:00 CEST 2015, Event: ,Police United v Chiang Mai FC, Favorite: ,Chiang Mai FC, 7276210   size:138.7,Price: ,1.06,The Draw, 58805   size:28.02,Price: ,2.0,x
1.119382888, Sport: ,Tennis, Time: ,Sat Jul 04 09:30:00 CEST 2015, Time: ,Sat Jul 04 09:30:00 CEST 2015, Event: ,Ruepke v Gil, Favorite: ,Frederico Gil, 2387270   size:3.73,Price: ,1.23,Lukas Ruepke, 8697474   size:8.13,Price: ,4.0,x
1.119320938, Sport: ,Basketball, Time: ,Sat Jul 04 15:00:00 CEST 2015, Time: ,Sat Jul 04 15:00:00 CEST 2015, Event: ,Hungary (W) v Italy (W), Favorite: ,Italy (W), 6427225   size:12.6,Price: ,1.01,ok
1.119383018, Sport: ,Basketball, Time: ,Sat Jul 04 10:00:00 CEST 2015, Time: ,Sat Jul 04 10:00:00 CEST 2015, Event: ,Dominican Republic U19 v Tunisia U19, Favorite: ,Tunisia U19, 9608159   size:123.29,Price: ,1.02,x
1.119249615, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Djurgardens v Orebro, Favorite: ,Djurgardens, 232104   size:20.54,Price: ,1.67,The Draw, 58805   size:3.87,Price: ,4.2,Orebro, 42617   size:2.03,Price: ,5.9,ok
1.119359145, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Dolcan Zabki v Wisla Pulawy, Favorite: ,Wisla Pulawy, 5789666   size:138.7,Price: ,1.06,The Draw, 58805   size:2.7,Price: ,2.74,x
