1.119383027, Sport: ,Basketball, Time: ,Sat Jul 04 17:15:00 CEST 2015, Time: ,Sat Jul 04 17:15:00 CEST 2015, Event: ,Croatia U19 v Turkey U19, Favorite: ,Turkey U19, 9607908   size:12.6,Price: ,1.01,x
1.119359356, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,GKS Katowice v Miedz Legnica, Favorite: ,GKS Katowice, 3351396   size:3.34,Price: ,2.46,Miedz Legnica, 4935893   size:2.63,Price: ,2.76,The Draw, 58805   size:2.0,Price: ,3.55,ok
1.119320931, Sport: ,Basketball, Time: ,Sat Jul 04 15:00:00 CEST 2015, Time: ,Sat Jul 04 15:00:00 CEST 2015, Event: ,Latvia (W) v Turkey (W), Favorite: ,Turkey (W), 6469561   size:12.6,Price: ,1.01,x
1.119252492, Sport: ,Soccer, Time: ,Sat Jul 04 16:30:00 CEST 2015, Time: ,Sat Jul 04 16:30:00 CEST 2015, Event: ,RB Leipzig v Slovan Liberec, Favorite: ,RB Leipzig, 5340398   size:2.17,Price: ,1.86,The Draw, 58805   size:4.46,Price: ,3.5,Slovan Liberec, 10503   size:3.68,Price: ,3.6,ok
1.119254075, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Yokohama FC v Sapporo, Favorite: ,Sapporo, 2245760   size:5.02,Price: ,2.54,Yokohama FC, 2319612   size:9.35,Price: ,3.15,The Draw, 58805   size:13.0,Price: ,3.3,x
1.119383021, Sport: ,Basketball, Time: ,Sat Jul 04 12:45:00 CEST 2015, Time: ,Sat Jul 04 12:45:00 CEST 2015, Event: ,Canada U19 v Australia U19, Favorite: ,Australia U19, 7375431   size:12.6,Price: ,1.01,x
1.119251445, Sport: ,Soccer, Time: ,Sat Jul 04 14:00:00 CEST 2015, Time: ,Sat Jul 04 14:00:00 CEST 2015, Event: ,East Fife v Dunfermline, Favorite: ,Dunfermline, 48812   size:2.88,Price: ,1.91,East Fife, 674743   size:4.2,Price: ,3.2,The Draw, 58805   size:3.95,Price: ,3.6,ok
1.119361812, Sport: ,Soccer, Time: ,Sat Jul 04 15:00:00 CEST 2015, Time: ,Sat Jul 04 15:00:00 CEST 2015, Event: ,Chonburi v Siam Navy, Favorite: ,Chonburi, 2899298   size:2.56,Price: ,1.48,The Draw, 58805   size:2.0,Price: ,3.3,Siam Navy, 9233644   size:6.38,Price: ,6.2,ok
1.119252618, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,SW Rehden v Cloppenberg, Favorite: ,SW Rehden, 7458087   size:6.98,Price: ,1.66,The Draw, 58805   size:2.46,Price: ,3.75,Cloppenberg, 2049029   size:2.56,Price: ,4.2,ok
1.119253949, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Mito v Tochigi SC, Favorite: ,Mito, 3455677   size:345.57,Price: ,2.46,Tochigi SC, 5945153   size:148.39,Price: ,3.2,The Draw, 58805   size:86.68,Price: ,3.3,ok
1.119251728, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Inverurie Loco v Elgin, Favorite: ,Elgin, 615041   size:2.56,Price: ,1.63,The Draw, 58805   size:2.56,Price: ,3.95,Inverurie Loco, 1331501   size:3.63,Price: ,4.3,ok
1.119252183, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Shelbourne v Hearts, Favorite: ,Hearts, 47993   size:7.76,Price: ,1.36,The Draw, 58805   size:2.61,Price: ,4.4,Shelbourne, 46928   size:5.48,Price: ,6.2,ok
1.119252189, Sport: ,Soccer, Time: ,Sat Jul 04 18:00:00 CEST 2015, Time: ,Sat Jul 04 18:00:00 CEST 2015, Event: ,FK Ventspils v FK Liepaja, Favorite: ,FK Ventspils, 46957   size:4.5,Price: ,1.94,The Draw, 58805   size:4.3,Price: ,3.2,FK Liepaja, 9306437   size:3.81,Price: ,4.4,x
1.119251375, Sport: ,Soccer, Time: ,Sat Jul 04 13:30:00 CEST 2015, Time: ,Sat Jul 04 13:30:00 CEST 2015, Event: ,Celtic v Dukla Prague, Favorite: ,Celtic, 55223   size:2.46,Price: ,1.87,The Draw, 58805   size:2.23,Price: ,3.55,Dukla Prague, 4142634   size:5.07,Price: ,4.5,x
1.119254561, Sport: ,Soccer, Time: ,Sat Jul 04 15:00:00 CEST 2015, Time: ,Sat Jul 04 15:00:00 CEST 2015, Event: ,Tampereen Ilves (W) v TPS Turku (W), Favorite: ,Tampereen Ilves (W), 5615063   size:2.73,Price: ,1.08,TPS Turku (W), 6422518   size:2.76,Price: ,1.81,The Draw, 58805   size:3.54,Price: ,2.04,x
1.119359005, Sport: ,Soccer, Time: ,Sat Jul 04 10:00:00 CEST 2015, Time: ,Sat Jul 04 10:00:00 CEST 2015, Event: ,Fola Esch v Excelsior Virton, Favorite: ,Excelsior Virton, 505672   size:2.73,Price: ,1.61,The Draw, 58805   size:4.92,Price: ,4.2,Fola Esch, 5637030   size:3.24,Price: ,4.5,ok
1.119253753, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Kamatamare Sanuki v Ehime, Favorite: ,Ehime, 3455675   size:3.61,Price: ,2.72,Kamatamare Sanuki, 4233864   size:162.17,Price: ,3.0,The Draw, 58805   size:59.11,Price: ,3.2,x
1.119357106, Sport: ,Tennis, Time: ,Sat Jul 04 14:00:00 CEST 2015, Time: ,Sat Jul 04 14:00:00 CEST 2015, Event: ,Erakovic/Watson v Medina Garr/Parra Santo, Favorite: ,Erakovic/Watson, 6513220   size:7.83,Price: ,1.63,Medina Garr/Parra Santo, 9220633   size:5.75,Price: ,2.3,x
1.119254687, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Fjardabyggd v BI Bolungarvik, Favorite: ,Fjardabyggd, 3968878   size:2.0,Price: ,1.33,The Draw, 58805   size:2.4,Price: ,4.9,BI Bolungarvik, 5419489   size:6.41,Price: ,7.2,ok
1.119251657, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Forfar v Buckie Thistle, Favorite: ,Forfar, 729805   size:3.48,Price: ,1.32,The Draw, 58805   size:74.67,Price: ,4.8,Buckie Thistle, 62665   size:50.7,Price: ,6.6,ok
1.119253879, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Kitakyushu v Kanazawa, Favorite: ,Kanazawa, 9280258   size:28.42,Price: ,2.36,The Draw, 58805   size:298.56,Price: ,3.3,Kitakyushu, 5026013   size:188.77,Price: ,3.4,x
1.119252745, Sport: ,Soccer, Time: ,Sat Jul 04 18:00:00 CEST 2015, Time: ,Sat Jul 04 18:00:00 CEST 2015, Event: ,Rennes v Laval, Favorite: ,Rennes, 44799   size:2.18,Price: ,1.71,The Draw, 58805   size:3.89,Price: ,3.45,Laval, 77585   size:3.63,Price: ,4.3,x
1.119382900, Sport: ,Tennis, Time: ,Sat Jul 04 11:15:00 CEST 2015, Time: ,Sat Jul 04 11:15:00 CEST 2015, Event: ,Hanfmann v Muscheites, Favorite: ,Yannick Hanfmann, 8639275   size:58.29,Price: ,1.03,Lasse Muscheites, 9634671   size:3.19,Price: ,10.0,ok
1.119380207, Sport: ,Tennis, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Badosa Gibert v Zacarias, Favorite: ,Paula Badosa Gibert, 9216404   size:3.24,Price: ,1.42,Marcela Zacarias, 7083075   size:4.46,Price: ,2.72,ok
1.119266477, Sport: ,Cricket, Time: ,Sat Jul 04 18:00:00 CEST 2015, Time: ,Sat Jul 04 18:00:00 CEST 2015, Event: ,St Kitts and Nevis v Jamaica, Favorite: ,Jamaica, 2312313   size:2.37,Price: ,1.52,St Kitts and Nevis, 2312318   size:2.64,Price: ,1.74,x
1.119382904, Sport: ,Tennis, Time: ,Sat Jul 04 11:15:00 CEST 2015, Time: ,Sat Jul 04 11:15:00 CEST 2015, Event: ,Polonskiy v Ramirez, Favorite: ,Cesar Ramirez, 2863142   size:2.9,Price: ,1.67,Ilya Polonskiy, 8826907   size:2.28,Price: ,2.12,x
1.119358790, Sport: ,Tennis, Time: ,Sat Jul 04 14:00:00 CEST 2015, Time: ,Sat Jul 04 14:00:00 CEST 2015, Event: ,Bacsinszky v Lisicki, Favorite: ,Sabine Lisicki, 2403862   size:249.75,Price: ,1.82,Timea Bacsinszky, 2263710   size:54.68,Price: ,2.18,x
1.119382905, Sport: ,Tennis, Time: ,Sat Jul 04 09:30:00 CEST 2015, Time: ,Sat Jul 04 09:30:00 CEST 2015, Event: ,Opitz v Simon, Favorite: ,Jannik Opitz, 9635180   size:44.28,Price: ,1.03,Frantisek Simon, 8941838   size:18.98,Price: ,1.07,ok
1.119377846, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,DSVK Traktors/JDFS v FC Caramba Riga, Favorite: ,FC Caramba Riga, 8626445   size:2.0,Price: ,1.07,DSVK Traktors/JDFS, 9817264   size:5.75,Price: ,1.68,The Draw, 58805   size:28.02,Price: ,2.0,ok
1.119366168, Sport: ,Tennis, Time: ,Sat Jul 04 12:30:00 CEST 2015, Time: ,Sat Jul 04 12:30:00 CEST 2015, Event: ,Murray/Peers v Monroe/Sitak, Favorite: ,Murray/Peers, 7191922   size:5.75,Price: ,1.23,Monroe/Sitak, 9363712   size:4.99,Price: ,3.6,ok
1.119249707, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Atvidabergs v Halmstads, Favorite: ,Atvidabergs, 780882   size:35.25,Price: ,2.32,Halmstads, 10765   size:137.82,Px
1.119251944, Sport: ,Soccer, Time: ,Sat Jul 04 14:30:00 CEST 2015, Time: ,Sat Jul 04 14:30:00 CEST 2015, Event: ,Stenhousemuir v Livingston, Favorite: ,Livingston, 57423   size:4.68,Price: ,2.28,Stenhousemuir, 729806   size:2.56,Price: ,2.76,The Draw, 58805   size:3.96,Price: ,3.45,ok
1.119359216, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Arka Gdynia v KS Gwardia Koszalin, Favorite: ,Arka Gdynia, 1209553   size:2.2,Price: ,1.41,The Draw, 58805   size:4.51,Price: ,4.3,KS Gwardia Koszalin, 9792142   size:2.9,Price: ,6.4,ok
1.119252063, Sport: ,Soccer, Time: ,Sat Jul 04 16:15:00 CEST 2015, Time: ,Sat Jul 04 16:15:00 CEST 2015, Event: ,Lechia Gdansk v Shakhtar, Favorite: ,Shakhtar, 477822   size:5.25,Price: ,1.43,The Draw, 58805   size:25.1,Price: ,3.85,Lechia Gdansk, 3143305   size:17.49,Price: ,5.2,x
1.119251516, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Edinburgh City v Dumbarton, Favorite: ,Dumbarton, 2152   size:3.24,Price: ,1.42,The Draw, 58805   size:88.64,Price: ,4.2,Edinburgh City, 615040   size:3.41,Price: ,5.4,ok
1.119362184, Sport: ,Soccer, Time: ,Sat Jul 04 11:30:00 CEST 2015, Time: ,Sat Jul 04 11:30:00 CEST 2015, Event: ,Long An v Quang Nam, Favorite: ,Long An, 9127871   size:5.75,Price: ,1.51,The Draw, 58805   size:68.19,Price: ,2.76,Quang Nam, 9107099   size:41.62,Price: ,4.5,ok
