1.120311266, Sport: ,Basketball, Time: ,Fri Aug 28 20:15:00 CEST 2015, Time: ,Fri Aug 28 20:15:00 CEST 2015, Event: ,Greece v Turkey, Favorite: ,Greece, 512602   size:6.15,Price: ,1.26,Turkey, 208004   size:18.43,Price: ,4.4,
1.120304839, Sport: ,Tennis, Time: ,Fri Aug 28 20:15:00 CEST 2015, Time: ,Fri Aug 28 20:15:00 CEST 2015, Event: ,Alejandro Gonzalez v Bagnis, Favorite: ,Alejandro Gonzalez, 6604262   size:99.71,Price: ,1.57,Facundo Bagnis, 4520808   size:308.14,Price: ,2.68,
1.120304982, Sport: ,Tennis, Time: ,Fri Aug 28 20:15:00 CEST 2015, Time: ,Fri Aug 28 20:15:00 CEST 2015, Event: ,Basilashvili v Fabbiano, Favorite: ,Nikoloz Basilashvili, 8257807   size:307.48,Price: ,1.41,Thomas Fabbiano, 3019240   size:17.16,Price: ,3.3,
1.120145945, Sport: ,Soccer, Time: ,Fri Aug 28 20:30:00 CEST 2015, Time: ,Fri Aug 28 20:30:00 CEST 2015, Event: ,Guingamp v Marseille, Favorite: ,Marseille, 44798   size:1904.21,Price: ,2.02,The Draw, 58805   size:1284.52,Price: ,3.4,Guingamp, 44801   size:551.49,Price: ,4.6,
1.120146123, Sport: ,Soccer, Time: ,Fri Aug 28 20:30:00 CEST 2015, Time: ,Fri Aug 28 20:30:00 CEST 2015, Event: ,Wolfsburg v Schalke, Favorite: ,Wolfsburg, 44521   size:1363.75,Price: ,2.16,Schalke, 50335   size:418.31,Price: ,3.65,The Draw, 58805   size:1422.18,Price: ,3.75,
1.120311269, Sport: ,Basketball, Time: ,Fri Aug 28 20:30:00 CEST 2015, Time: ,Fri Aug 28 20:30:00 CEST 2015, Event: ,Italy v Georgia, Favorite: ,Italy, 512604   size:36.0,Price: ,1.16,Georgia, 332210   size:5.03,Price: ,6.2,
1.120271761, Sport: ,Hockey, Time: ,Fri Aug 28 20:30:00 CEST 2015, Time: ,Fri Aug 28 20:30:00 CEST 2015, Event: ,England (W) v Spain (W), Favorite: ,England (W), 5764154   size:2.62,Price: ,1.19,Draw, 318509   size:2.62,Price: ,5.9,Spain (W), 5764150   size:2.65,Price: ,9.2,
1.120146300, Sport: ,Soccer, Time: ,Fri Aug 28 20:30:00 CEST 2015, Time: ,Fri Aug 28 20:30:00 CEST 2015, Event: ,Villarreal v Espanyol, Favorite: ,Villarreal, 28191   size:7466.62,Price: ,1.64,The Draw, 58805   size:953.28,Price: ,4.0,Espanyol, 59044   size:326.56,Price: ,6.8,
1.120158837, Sport: ,Soccer, Time: ,Fri Aug 28 20:45:00 CEST 2015, Time: ,Fri Aug 28 20:45:00 CEST 2015, Event: ,The New Saints v Llandudno FC, Favorite: ,The New Saints, 3667304   size:4.25,Price: ,1.15,The Draw, 58805   size:14.94,Price: ,8.2,Llandudno FC, 10152015   size:5.53,Price: ,24.0,
1.120156177, Sport: ,Soccer, Time: ,Fri Aug 28 20:45:00 CEST 2015, Time: ,Fri Aug 28 20:45:00 CEST 2015, Event: ,St Patricks v Derry, Favorite: ,St Patricks, 364471   size:174.84,Price: ,1.6,The Draw, 58805   size:128.52,Price: ,4.2,Derry, 184326   size:56.74,Price: ,6.8,
1.120141404, Sport: ,Soccer, Time: ,Fri Aug 28 20:45:00 CEST 2015, Time: ,Fri Aug 28 20:45:00 CEST 2015, Event: ,Ballymena v Carrick Rangers, Favorite: ,Carrick Rangers, 2757225   size:138.94,Price: ,2.56,Ballymena, 539985   size:58.31,Price: ,2.86,The Draw, 58805   size:15.21,Price: ,3.55,
1.120156247, Sport: ,Soccer, Time: ,Fri Aug 28 20:45:00 CEST 2015, Time: ,Fri Aug 28 20:45:00 CEST 2015, Event: ,Drogheda v Limerick, Favorite: ,Limerick, 385757   size:65.83,Price: ,2.7,Drogheda, 184329   size:92.87,Price: ,2.8,The Draw, 58805   size:173.74,Price: ,3.6,
1.120141406, Sport: ,Soccer, Time: ,Fri Aug 28 21:00:00 CEST 2015, Time: ,Fri Aug 28 21:00:00 CEST 2015, Event: ,Coleraine v Ballinamallard Utd, Favorite: ,Coleraine, 166863   size:9.04,Price: ,1.86,The Draw, 58805   size:6.68,Price: ,3.95,Ballinamallard Utd, 3611091   size:45.49,Price: ,4.5,
1.120266364, Sport: ,Soccer, Time: ,Fri Aug 28 21:00:00 CEST 2015, Time: ,Fri Aug 28 21:00:00 CEST 2015, Event: ,Espanyol (W) v FC Levante LP (W), Favorite: ,The Draw, 58805   size:137.43,Price: ,1.06,
1.120311250, Sport: ,Basketball, Time: ,Fri Aug 28 21:00:05 CEST 2015, Time: ,Fri Aug 28 21:00:05 CEST 2015, Event: ,Croatia v Israel, Favorite: ,Croatia, 512603   size:2.61,Price: ,1.2,Israel, 512607   size:7.08,Price: ,5.1,
1.120304879, Sport: ,Tennis, Time: ,Fri Aug 28 21:45:00 CEST 2015, Time: ,Fri Aug 28 21:45:00 CEST 2015, Event: ,Coppejans v J Melzer, Favorite: ,Jurgen Melzer, 2256472   size:7.05,Price: ,1.55,Kimmer Coppejans, 7364095   size:60.25,Price: ,2.68,
1.120258005, Sport: ,Soccer, Time: ,Fri Aug 28 22:30:00 CEST 2015, Time: ,Fri Aug 28 22:30:00 CEST 2015, Event: ,Sport Huancayo v Ayacucho Futbol Club, Favorite: ,Sport Huancayo, 4972227   size:27.51,Price: ,1.54,The Draw, 58805   size:118.84,Price: ,4.0,Ayacucho Futbol Club, 9297155   size:85.71,Price: ,7.4,
1.120258426, Sport: ,Soccer, Time: ,Sat Aug 29 01:00:00 CEST 2015, Time: ,Sat Aug 29 01:00:00 CEST 2015, Event: ,Santiago Wanderers v Huachipato, Favorite: ,Santiago Wanderers, 913363   size:3.11,Price: ,1.61,The Draw, 58805   size:160.83,Price: ,4.2,Huachipato, 2019917   size:32.97,Price: ,6.2,
1.120305338, Sport: ,Tennis, Time: ,Sat Aug 29 01:00:00 CEST 2015, Time: ,Sat Aug 29 01:00:00 CEST 2015, Event: ,Jaziri v K Anderson, Favorite: ,Kevin Anderson, 2519549   size:11851.39,Price: ,1.21,Malek Jaziri, 5776215   size:274.99,Price: ,5.5,
1.120296254, Sport: ,Soccer, Time: ,Sat Aug 29 01:00:00 CEST 2015, Time: ,Sat Aug 29 01:00:00 CEST 2015, Event: ,UCV FC v Academia Puerto Cabello, Favorite: ,Academia Puerto Cabello, 10083750   size:137.46,Price: ,1.06,The Draw, 58805   size:2.52,Price: ,1.07,
1.120279594, Sport: ,Baseball, Time: ,Sat Aug 29 01:10:00 CEST 2015, Time: ,Sat Aug 29 01:10:00 CEST 2015, Event: ,LAA @ CLE, Favorite: ,Cleveland (D Salazar), 7423005   size:68.78,Price: ,1.74,LA Angels (A Heaney), 9671427   size:296.03,Price: ,2.28,
