1.120311266, Sport: ,Basketball, Time: ,Fri Aug 28 20:15:00 CEST 2015, Time: ,Fri Aug 28 20:15:00 CEST 2015, Event: ,Greece v Turkey, Favorite: ,Greece, 512602   size:6.15,Price: ,1.26,Turkey, 208004   size:18.43,Price: ,4.4,
1.120279577, Sport: ,Baseball, Time: ,Sat Aug 29 01:10:00 CEST 2015, Time: ,Sat Aug 29 01:10:00 CEST 2015, Event: ,KC @ TB, Favorite: ,Kansas City (E Volquez), 9385643   size:328.0,Price: ,1.92,Tampa Bay (E Ramirez), 9402383   size:44.71,Price: ,2.06,
1.120279611, Sport: ,Baseball, Time: ,Sat Aug 29 01:35:00 CEST 2015, Time: ,Sat Aug 29 01:35:00 CEST 2015, Event: ,NYY @ ATL, Favorite: ,NY Yankees (M Tanaka), 8439277   size:790.0,Price: ,1.47,Atlanta (W Perez), 9502348   size:10.24,Price: ,3.05,
1.120258285, Sport: ,Soccer, Time: ,Sat Aug 29 02:00:00 CEST 2015, Time: ,Sat Aug 29 02:00:00 CEST 2015, Event: ,Central Cordoba v Patronato, Favorite: ,Patronato, 5178628   size:40.63,Price: ,2.44,The Draw, 58805   size:4.34,Price: ,2.96,Central Cordoba, 5628510   size:98.38,Price: ,3.6,
1.120140274, Sport: ,Soccer, Time: ,Sat Aug 29 02:00:00 CEST 2015, Time: ,Sat Aug 29 02:00:00 CEST 2015, Event: ,CRB v Botafogo RJ, Favorite: ,Botafogo RJ, 786906   size:179.46,Price: ,2.34,The Draw, 58805   size:121.83,Price: ,3.3,CRB, 6368159   size:11.27,Price: ,3.4,
1.120304744, Sport: ,Tennis, Time: ,Fri Aug 28 20:30:00 CEST 2015, Time: ,Fri Aug 28 20:30:00 CEST 2015, Event: ,A Lim v Siegemund, Favorite: ,Laura Siegemund, 4829328   size:7.08,Price: ,1.31,Alizé Lim, 8538948   size:19.62,Price: ,3.85,
1.120305143, Sport: ,Tennis, Time: ,Fri Aug 28 20:30:00 CEST 2015, Time: ,Fri Aug 28 20:30:00 CEST 2015, Event: ,K Bondarenko v Hibino, Favorite: ,Kateryna Bondarenko, 2291864   size:6.97,Price: ,1.46,Nao Hibino, 7683152   size:49.97,Price: ,3.05,
1.120264258, Sport: ,Soccer, Time: ,Fri Aug 28 20:30:00 CEST 2015, Time: ,Fri Aug 28 20:30:00 CEST 2015, Event: ,Lierse SK (W) v DVC Evas Tienen (W), Favorite: ,The Draw, 58805   size:137.43,Price: ,1.06,Lierse SK (W), 7021471   size:14.99,Price: ,1.51,DVC Evas Tienen (W), 10201445   size:5.0,Price: ,2.54,
1.120304545, Sport: ,Tennis, Time: ,Fri Aug 28 20:08:00 CEST 2015, Time: ,Fri Aug 28 20:08:00 CEST 2015, Event: ,Sakkari v Martic, Favorite: ,Petra Martic, 2346703   size:11.16,Price: ,1.42,Maria Sakkari, 9002331   size:29.23,Price: ,3.3,
1.120149757, Sport: ,Soccer, Time: ,Fri Aug 28 20:30:00 CEST 2015, Time: ,Fri Aug 28 20:30:00 CEST 2015, Event: ,Genk v Charleroi, Favorite: ,Genk, 14072   size:113.64,Price: ,1.9,The Draw, 58805   size:481.6,Price: ,3.65,Charleroi, 65808   size:1410.14,Price: ,4.8,
1.120155966, Sport: ,Soccer, Time: ,Fri Aug 28 20:30:00 CEST 2015, Time: ,Fri Aug 28 20:30:00 CEST 2015, Event: ,Wisla Krakow v Slask Wroclaw, Favorite: ,Wisla Krakow, 10782   size:113.32,Price: ,2.54,Slask Wroclaw, 3143307   size:50.8,Price: ,3.05,The Draw, 58805   size:373.94,Price: ,3.45,
1.120302784, Sport: ,Tennis, Time: ,Fri Aug 28 20:30:00 CEST 2015, Time: ,Fri Aug 28 20:30:00 CEST 2015, Event: ,Goerges/Hradecka v Kops-Jones/Spears, Favorite: ,Kops-Jones/Spears, 3636565   size:3.43,Price: ,1.79,Goerges/Hradecka, 9653008   size:13.85,Price: ,2.16,
1.120156387, Sport: ,Soccer, Time: ,Fri Aug 28 20:45:00 CEST 2015, Time: ,Fri Aug 28 20:45:00 CEST 2015, Event: ,Waterford v Wexford Youths, Favorite: ,Wexford Youths, 2325018   size:145.94,Price: ,1.68,The Draw, 58805   size:53.19,Price: ,4.3,Waterford, 364470   size:13.3,Price: ,5.6,
1.120156527, Sport: ,Soccer, Time: ,Fri Aug 28 20:45:00 CEST 2015, Time: ,Fri Aug 28 20:45:00 CEST 2015, Event: ,Shelbourne v UCD, Favorite: ,UCD, 184328   size:137.75,Price: ,2.28,Shelbourne, 46928   size:7.08,Price: ,3.35,The Draw, 58805   size:4.41,Price: ,3.65,
1.120156317, Sport: ,Soccer, Time: ,Fri Aug 28 20:45:00 CEST 2015, Time: ,Fri Aug 28 20:45:00 CEST 2015, Event: ,Falkirk v Dumbarton, Favorite: ,Falkirk, 328049   size:16.26,Price: ,1.68,The Draw, 58805   size:49.82,Price: ,4.3,Dumbarton, 2152   size:269.6,Price: ,5.7,
1.120158835, Sport: ,Soccer, Time: ,Fri Aug 28 20:45:00 CEST 2015, Time: ,Fri Aug 28 20:45:00 CEST 2015, Event: ,Aberystwyth v Rhyl, Favorite: ,Aberystwyth, 339725   size:6.72,Price: ,1.47,The Draw, 58805   size:3.84,Price: ,4.4,Rhyl, 339726   size:17.52,Price: ,5.0,
1.120156036, Sport: ,Soccer, Time: ,Fri Aug 28 20:45:00 CEST 2015, Time: ,Fri Aug 28 20:45:00 CEST 2015, Event: ,Bohemians v Dundalk, Favorite: ,Dundalk, 198746   size:625.93,Price: ,1.49,The Draw, 58805   size:74.54,Price: ,4.7,Bohemians, 3814   size:97.38,Price: ,8.0,
1.120141410, Sport: ,Soccer, Time: ,Fri Aug 28 20:45:00 CEST 2015, Time: ,Fri Aug 28 20:45:00 CEST 2015, Event: ,Glenavon v Glentoran, Favorite: ,Glenavon, 46955   size:20.4,Price: ,2.04,Glentoran, 46944   size:13.75,Price: ,3.5,The Draw, 58805   size:11.27,Price: ,3.9,
1.120156457, Sport: ,Soccer, Time: ,Fri Aug 28 20:45:00 CEST 2015, Time: ,Fri Aug 28 20:45:00 CEST 2015, Event: ,Cabinteely v Finn Harps, Favorite: ,Finn Harps, 385761   size:275.12,Price: ,1.38,The Draw, 58805   size:149.8,Price: ,5.2,Cabinteely, 9277557   size:88.9,Price: ,11.0,
1.120149848, Sport: ,Soccer, Time: ,Fri Aug 28 20:45:00 CEST 2015, Time: ,Fri Aug 28 20:45:00 CEST 2015, Event: ,Gaziantepspor v Besiktas, Favorite: ,Besiktas, 232068   size:391.3,Price: ,1.72,The Draw, 58805   size:393.75,Price: ,4.0,Gaziantepspor, 46988   size:5.23,Price: ,5.8,
1.120266755, Sport: ,Soccer, Time: ,Fri Aug 28 21:00:00 CEST 2015, Time: ,Fri Aug 28 21:00:00 CEST 2015, Event: ,Cefn Druids v Rhayader Town FC, Favorite: ,The Draw, 58805   size:137.43,Price: ,1.06,Rhayader Town FC, 10201695   size:142.85,Price: ,1.07,
1.120219752, Sport: ,Rugby League, Time: ,Fri Aug 28 21:00:00 CEST 2015, Time: ,Fri Aug 28 21:00:00 CEST 2015, Event: ,London Skolars v North Wales, Favorite: ,Draw, 11126   size:346.33,Price: ,1.01,
1.120216114, Sport: ,Rugby Union, Time: ,Fri Aug 28 21:00:00 CEST 2015, Time: ,Fri Aug 28 21:00:00 CEST 2015, Event: ,Clermont v Grenoble, Favorite: ,Clermont, 1275770   size:2729.69,Price: ,1.11,Grenoble, 233950   size:36.16,Price: ,6.2,Draw, 246289   size:7.57,Price: ,34.0,
1.120296856, Sport: ,Tennis, Time: ,Fri Aug 28 22:00:00 CEST 2015, Time: ,Fri Aug 28 22:00:00 CEST 2015, Event: ,Chuang/Liang v Groenefeld/Larsson, Favorite: ,Groenefeld/Larsson, 10165703   size:10.75,Price: ,1.7,Chuang/Liang, 8844673   size:4.76,Price: ,2.26,
1.120305166, Sport: ,Tennis, Time: ,Fri Aug 28 22:45:00 CEST 2015, Time: ,Fri Aug 28 22:45:00 CEST 2015, Event: ,Kubot/Nestor v Butorac/Lipsky, Favorite: ,Kubot/Nestor, 7082537   size:107.02,Price: ,1.62,Butorac/Lipsky, 9608064   size:44.43,Price: ,2.54,
1.120149939, Sport: ,Soccer, Time: ,Sat Aug 29 00:30:00 CEST 2015, Time: ,Sat Aug 29 00:30:00 CEST 2015, Event: ,America MG v Luverdense, Favorite: ,America MG, 4516149   size:48.83,Price: ,1.46,The Draw, 58805   size:62.19,Price: ,4.5,Luverdense, 4525645   size:33.24,Price: ,9.2,
1.120305154, Sport: ,Tennis, Time: ,Sat Aug 29 01:00:00 CEST 2015, Time: ,Sat Aug 29 01:00:00 CEST 2015, Event: ,Wozniacki v Kvitova, Favorite: ,Caroline Wozniacki, 2309522   size:2357.8,Price: ,1.83,Petra Kvitova, 2497008   size:266.27,Price: ,2.18,
1.120171698, Sport: ,Basketball, Time: ,Sat Aug 29 01:00:00 CEST 2015, Time: ,Sat Aug 29 01:00:00 CEST 2015, Event: ,Atlanta @ Indiana, Favorite: ,Indiana, 13116   size:2937.34,Price: ,1.26,Atlanta, 13114   size:6.36,Price: ,4.1,
1.120171694, Sport: ,Basketball, Time: ,Sat Aug 29 01:00:00 CEST 2015, Time: ,Sat Aug 29 01:00:00 CEST 2015, Event: ,Phoenix @ Washington, Favorite: ,Washington, 13105   size:4.01,Price: ,1.56,Phoenix, 13128   size:2.69,Price: ,2.66,
1.120277125, Sport: ,Baseball, Time: ,Sat Aug 29 01:05:00 CEST 2015, Time: ,Sat Aug 29 01:05:00 CEST 2015, Event: ,SD @ PHI, Favorite: ,San Diego (I Kennedy), 7551799   size:506.93,Price: ,1.88,Philadelphia (A Nola), 10036247   size:289.0,Price: ,2.04,
1.120277074, Sport: ,Baseball, Time: ,Sat Aug 29 01:05:00 CEST 2015, Time: ,Sat Aug 29 01:05:00 CEST 2015, Event: ,COL @ PIT, Favorite: ,Pittsburgh (F Liriano), 7267454   size:524.0,Price: ,1.41,Colorado (J Gray), 10111934   size:92.0,Price: ,3.25,
1.120279545, Sport: ,Baseball, Time: ,Sat Aug 29 01:07:00 CEST 2015, Time: ,Sat Aug 29 01:07:00 CEST 2015, Event: ,DET @ TOR, Favorite: ,Toronto (R Dickey), 7172150   size:388.44,Price: ,1.51,Detroit (M Boyd), 10118589   size:284.0,Price: ,2.84,
1.120279558, Sport: ,Baseball, Time: ,Sat Aug 29 01:10:00 CEST 2015, Time: ,Sat Aug 29 01:10:00 CEST 2015, Event: ,BOS @ NYM, Favorite: ,NY Mets (M Harvey), 6551353   size:492.33,Price: ,1.5,Boston (H Owens), 10111929   size:106.0,Price: ,2.82,
1.120234349, Sport: ,American Football, Time: ,Sat Aug 29 01:30:00 CEST 2015, Time: ,Sat Aug 29 01:30:00 CEST 2015, Event: ,New England @ Carolina, Favorite: ,Carolina Panthers, 50198   size:2.01,Price: ,1.99,New England Patriots, 50204   size:157.94,Price: ,2.0,
1.120171701, Sport: ,Basketball, Time: ,Sat Aug 29 01:30:00 CEST 2015, Time: ,Sat Aug 29 01:30:00 CEST 2015, Event: ,Minnesota @ New York, Favorite: ,New York, 13106   size:2.93,Price: ,1.68,Minnesota, 13118   size:2.12,Price: ,2.36,
1.120234353, Sport: ,American Football, Time: ,Sat Aug 29 02:00:00 CEST 2015, Time: ,Sat Aug 29 02:00:00 CEST 2015, Event: ,Tennessee @ Kansas City, Favorite: ,Kansas City Chiefs, 50214   size:21.0,Price: ,1.37,Tennessee Titans, 50206   size:2.55,Price: ,3.2,
1.120234444, Sport: ,American Football, Time: ,Sat Aug 29 02:00:00 CEST 2015, Time: ,Sat Aug 29 02:00:00 CEST 2015, Event: ,Detroit @ Jacksonville, Favorite: ,Jacksonville Jaguars, 50207   size:3.49,Price: ,1.79,Detroit Lions, 50193   size:421.18,Price: ,2.06,
1.120304730, Sport: ,Tennis, Time: ,Fri Aug 28 20:15:00 CEST 2015, Time: ,Fri Aug 28 20:15:00 CEST 2015, Event: ,Bertens v Voracova, Favorite: ,Kiki Bertens, 5611697   size:9.75,Price: ,1.26,Renata Voracova, 2263711   size:2.75,Price: ,4.6,
1.120304674, Sport: ,Tennis, Time: ,Fri Aug 28 20:15:00 CEST 2015, Time: ,Fri Aug 28 20:15:00 CEST 2015, Event: ,Kulichkova v Kasatkina, Favorite: ,Daria Kasatkina, 7795290   size:3.0,Price: ,1.85,Elizaveta Kulichkova, 7795296   size:2.75,Price: ,2.14,
