1.122662424, Sport: ,Soccer, Time: ,Tue Jan 26 08:30:00 CET 2016, Time: ,Tue Jan 26 08:30:00 CET 2016, Event: ,Khanh Hoa U19 v Lam Dong U19, Favorite: ,Khanh Hoa U19, 8286342   size:2.99,Price: ,1.41,Lam Dong U19, 9137080   size:10.56,Price: ,7.2,The Draw, 58805   size:3.0,Price: ,5.7,ok
1.122737039, Sport: ,Soccer, Time: ,Tue Jan 26 12:15:00 CET 2016, Time: ,Tue Jan 26 12:15:00 CET 2016, Event: ,FK Jelgava v Spartaks Jurmala, Favorite: ,FK Jelgava, 4837310   size:2.54,Price: ,1.64,Spartaks Jurmala, 9306442   size:15.75,Price: ,3.6,The Draw, 58805   size:7.31,Price: ,3.6,x
1.122742828, Sport: ,Basketball, Time: ,Tue Jan 26 20:00:00 CET 2016, Time: ,Tue Jan 26 20:00:00 CET 2016, Event: ,Belfius Mons-Hainaut v BK Khimik Yuzhne, Favorite: ,Belfius Mons-Hainaut, 9040825   size:2.54,Price: ,1.63,BK Khimik Yuzhne, 9143332   size:31.47,Price: ,2.48,ok
1.122753606, Sport: ,Soccer, Time: ,Tue Jan 26 18:00:00 CET 2016, Time: ,Tue Jan 26 18:00:00 CET 2016, Event: ,Sweden (W) v Scotland (W), Favorite: ,Sweden (W), 541860   size:2.93,Price: ,1.22,Scotland (W), 605320   size:7.94,Price: ,9.8,The Draw, 58805   size:3.47,Price: ,5.5,ok
1.122753804, Sport: ,Soccer, Time: ,Tue Jan 26 20:00:00 CET 2016, Time: ,Tue Jan 26 20:00:00 CET 2016, Event: ,Hamilton U20 v Partick U20, Favorite: ,Hamilton U20, 6645665   size:3.33,Price: ,1.38,Partick U20, 9001451   size:17.54,Price: ,4.7,The Draw, 58805   size:8.29,Price: ,4.6,ok
1.122709354, Sport: ,Basketball, Time: ,Tue Jan 26 12:35:00 CET 2016, Time: ,Tue Jan 26 12:35:00 CET 2016, Event: ,Fujian SBS Xunxing v Jiangsu Tongxi, Favorite: ,Fujian SBS Xunxing, 8994355   size:10.51,Price: ,1.14,JiangSu Tongxi, 8983810   size:2.0,Price: ,6.4,ok
1.122742832, Sport: ,Basketball, Time: ,Tue Jan 26 20:00:00 CET 2016, Time: ,Tue Jan 26 20:00:00 CET 2016, Event: ,Antwerp Giants v BK Ventspils, Favorite: ,Antwerp Giants, 2585925   size:2.54,Price: ,1.49,BK Ventspils, 677838   size:136.38,Price: ,3.0,ok
1.122736510, Sport: ,Soccer, Time: ,Tue Jan 26 18:00:00 CET 2016, Time: ,Tue Jan 26 18:00:00 CET 2016, Event: ,Hapoel Raanana v Beitar Tel Aviv Ramla, Favorite: ,Hapoel Raanana, 5281185   size:2.54,Price: ,1.43,Beitar Tel Aviv Ramla, 6021023   size:26.72,Price: ,6.2,The Draw, 58805   size:3.79,Price: ,3.9,x
1.122753590, Sport: ,Tennis, Time: ,Tue Jan 26 09:00:00 CET 2016, Time: ,Tue Jan 26 09:00:00 CET 2016, Event: ,Laura Schaeder v Anais Van Cauter, Favorite: ,Laura Schaeder, 7216212   size:2.71,Price: ,1.29,Anais Van Cauter, 9627166   size:23.23,Price: ,2.82,ok
1.122753592, Sport: ,Tennis, Time: ,Tue Jan 26 09:00:00 CET 2016, Time: ,Tue Jan 26 09:00:00 CET 2016, Event: ,Petra Uberalova v Inci Ogut, Favorite: ,Petra Uberalova, 9628710   size:2.54,Price: ,1.07,Inci Ogut, 9085152   size:4.31,Price: ,6.2,x
1.122753591, Sport: ,Tennis, Time: ,Tue Jan 26 10:30:00 CET 2016, Time: ,Tue Jan 26 10:30:00 CET 2016, Event: ,Melis Sezer v Daiana Negreanu, Favorite: ,Melis Sezer, 8698942   size:2.54,Price: ,1.33,Daiana Negreanu, 9002318   size:71.52,Price: ,1.55,ok
1.122662533, Sport: ,Soccer, Time: ,Tue Jan 26 15:00:00 CET 2016, Time: ,Tue Jan 26 15:00:00 CET 2016, Event: ,Guinea A v Nigeria A, Favorite: ,Nigeria A, 8184548   size:18.87,Price: ,1.91,Guinea A, 10727164   size:81.59,Price: ,4.7,The Draw, 58805   size:16.05,Price: ,3.4,x
1.122753593, Sport: ,Tennis, Time: ,Tue Jan 26 10:30:00 CET 2016, Time: ,Tue Jan 26 10:30:00 CET 2016, Event: ,Steffi Distelmans v Alena Weiss, Favorite: ,Steffi Distelmans, 9628640   size:2.54,Price: ,1.18,Alena Weiss, 10220621   size:2.17,Price: ,2.12,ok
