1.121332703, Sport: ,Tennis, Time: ,Tue Oct 20 12:00:00 CEST 2015, Time: ,Tue Oct 20 12:00:00 CEST 2015, Event: ,Darcis v A Mannarino, Favorite: ,Adrian Mannarino, 3066621   size:6.83,Price: ,1.64,Steve Darcis, 2481589   size:30.15,Price: ,2.52,x
1.121218334, Sport: ,Soccer, Time: ,Tue Oct 20 15:30:00 CEST 2015, Time: ,Tue Oct 20 15:30:00 CEST 2015, Event: ,NorthEast Utd FC v Chennaiyin, Favorite: ,Chennaiyin, 8900344   size:2.7,Price: ,2.28,NorthEast Utd FC, 10360661   size:15.8,Price: ,3.7,The Draw, 58805   size:17.72,Price: ,3.25,x
1.121329828, Sport: ,Tennis, Time: ,Tue Oct 20 09:30:00 CEST 2015, Time: ,Tue Oct 20 09:30:00 CEST 2015, Event: ,Ivashka v Vardhan, Favorite: ,Ilya Ivashka, 8304047   size:40.48,Price: ,1.51,Vishnu Vardhan, 2742916   size:284.66,Price: ,2.8,ok
1.121347259, Sport: ,Tennis, Time: ,Tue Oct 20 14:00:00 CEST 2015, Time: ,Tue Oct 20 14:00:00 CEST 2015, Event: ,S Shapatava v M Decker, Favorite: ,Sofia Shapatava, 3375695   size:5.73,Price: ,1.21,Margot Decker, 9345627   size:5.56,Price: ,5.1,ok
1.121218801, Sport: ,Soccer, Time: ,Tue Oct 20 16:00:00 CEST 2015, Time: ,Tue Oct 20 16:00:00 CEST 2015, Event: ,Domzale U19 v Rad Belgrade U19, Favorite: ,Domzale U19, 10317801   size:2.55,Price: ,2.04,Rad Belgrade U19, 10317799   size:2.55,Price: ,3.5,The Draw, 58805   size:4.34,Price: ,3.4,x
1.121339915, Sport: ,Tennis, Time: ,Tue Oct 20 16:45:00 CEST 2015, Time: ,Tue Oct 20 16:45:00 CEST 2015, Event: ,Trungelliti v Coppejans, Favorite: ,Kimmer Coppejans, 7364095   size:34.16,Price: ,1.45,Marco Trungelliti, 6498878   size:8.91,Price: ,2.98,ok
1.121358955, Sport: ,Soccer, Time: ,Tue Oct 20 17:00:00 CEST 2015, Time: ,Tue Oct 20 17:00:00 CEST 2015, Event: ,El Daklyeh v Arab Contractors, Favorite: ,El Daklyeh, 5907009   size:12.14,Price: ,2.64,Arab Contractors, 5170862   size:2.55,Price: ,2.78,The Draw, 58805   size:37.75,Price: ,2.94,ok
1.121339910, Sport: ,Tennis, Time: ,Tue Oct 20 16:45:00 CEST 2015, Time: ,Tue Oct 20 16:45:00 CEST 2015, Event: ,Saez v Romboli, Favorite: ,Juan Carlos Saez, 8258302   size:5.73,Price: ,1.41,Fernando Romboli, 5304143   size:10.87,Price: ,2.98,ok
1.121227448, Sport: ,Ice Hockey, Time: ,Tue Oct 20 17:30:00 CEST 2015, Time: ,Tue Oct 20 17:30:00 CEST 2015, Event: ,Lukko v Tappara, Favorite: ,Lukko, 66603   size:18.99,Price: ,2.24,Tappara, 66427   size:133.3,Price: ,3.0,Tie, 60104   size:105.0,Price: ,4.0,ok
1.121227455, Sport: ,Ice Hockey, Time: ,Tue Oct 20 17:30:00 CEST 2015, Time: ,Tue Oct 20 17:30:00 CEST 2015, Event: ,TPS v Ilves, Favorite: ,TPS, 66803   size:104.0,Price: ,1.84,Ilves, 66426   size:64.0,Price: ,3.85,Tie, 60104   size:61.11,Price: ,4.5,ok
1.121339923, Sport: ,Tennis, Time: ,Tue Oct 20 16:45:00 CEST 2015, Time: ,Tue Oct 20 16:45:00 CEST 2015, Event: ,Berlocq v J Pereira, Favorite: ,Carlos Berlocq, 2283676   size:42.61,Price: ,1.1,Jose Pereira, 8174361   size:2.77,Price: ,8.0,ok
1.121277075, Sport: ,Soccer, Time: ,Tue Oct 20 15:30:00 CEST 2015, Time: ,Tue Oct 20 15:30:00 CEST 2015, Event: ,Frydek Mistek v FK Jablonec, Favorite: ,FK Jablonec, 367578   size:13.14,Price: ,1.37,Frydek Mistek, 3358860   size:12.26,Price: ,9.0,The Draw, 58805   size:2.55,Price: ,5.3,ok
1.121339893, Sport: ,Tennis, Time: ,Tue Oct 20 18:30:00 CEST 2015, Time: ,Tue Oct 20 18:30:00 CEST 2015, Event: ,M Linzer v Dutra Silva, Favorite: ,Rogerio Dutra Silva, 2301068   size:4.54,Price: ,1.36,Michael Linzer, 7216260   size:38.75,Price: ,3.6,x
1.121328234, Sport: ,Basketball, Time: ,Tue Oct 20 19:00:00 CEST 2015, Time: ,Tue Oct 20 19:00:00 CEST 2015, Event: ,Szolnoki Olaj v Lietuvos Rytas, Favorite: ,Lietuvos Rytas, 702559   size:4.6,Price: ,1.34,Szolnoki Olaj, 5957089   size:18.49,Price: ,3.55,ok
1.121347276, Sport: ,Soccer, Time: ,Tue Oct 20 17:00:00 CEST 2015, Time: ,Tue Oct 20 17:00:00 CEST 2015, Event: ,RC Arbaa v USM Alger, Favorite: ,USM Alger, 6505229   size:3.97,Price: ,2.18,RC Arbaa, 9233662   size:3.94,Price: ,3.55,The Draw, 58805   size:6.95,Price: ,2.98,ok
1.121237342, Sport: ,Ice Hockey, Time: ,Tue Oct 20 16:00:00 CEST 2015, Time: ,Tue Oct 20 16:00:00 CEST 2015, Event: ,Salavat v Ak Bars, Favorite: ,Salavat, 2304930   size:2.26,Price: ,2.28,AK Bars, 2582640   size:66.34,Price: ,2.94,Tie, 60104   size:62.57,Price: ,4.1,ok
1.121339899, Sport: ,Tennis, Time: ,Tue Oct 20 16:45:00 CEST 2015, Time: ,Tue Oct 20 16:45:00 CEST 2015, Event: ,Podlipnik-Castillo v Malla, Favorite: ,Hans Podlipnik-Castillo, 8461633   size:14.27,Price: ,1.55,Bastian Malla, 8258298   size:5.73,Price: ,2.62,ok
1.121225094, Sport: ,Ice Hockey, Time: ,Tue Oct 20 17:20:00 CEST 2015, Time: ,Tue Oct 20 17:20:00 CEST 2015, Event: ,Kometa Brno v Pardubice, Favorite: ,Kometa Brno, 3304802   size:5.73,Price: ,1.64,Pardubice, 563269   size:46.87,Price: ,4.0,Tie, 60104   size:36.28,Price: ,4.9,ok
1.121347607, Sport: ,Tennis, Time: ,Tue Oct 20 15:30:00 CEST 2015, Time: ,Tue Oct 20 15:30:00 CEST 2015, Event: ,Cadantu v Torro-Flor, Favorite: ,Maria-Teresa Torro-Flor, 7642290   size:2.55,Price: ,1.41,Alexandra Cadantu, 5892551   size:8.02,Price: ,3.2,x
1.121362145, Sport: ,Tennis, Time: ,Tue Oct 20 16:00:00 CEST 2015, Time: ,Tue Oct 20 16:00:00 CEST 2015, Event: ,Sadikovic v Osaka, Favorite: ,Amra Sadikovic, 4183959   size:4.17,Price: ,1.2,Mari Osaka, 8733926   size:25.68,Price: ,4.8,ok
1.121330051, Sport: ,Tennis, Time: ,Tue Oct 20 11:00:00 CEST 2015, Time: ,Tue Oct 20 11:00:00 CEST 2015, Event: ,Jacq v Dustov, Favorite: ,Farrukh Dustov, 2386930   size:11.55,Price: ,1.11,Gregoire Jacq, 8427051   size:20.07,Price: ,7.2,x
1.121330062, Sport: ,Tennis, Time: ,Tue Oct 20 15:45:00 CEST 2015, Time: ,Tue Oct 20 15:45:00 CEST 2015, Event: ,Jo Smith v Sijsling, Favorite: ,Igor Sijsling, 2370190   size:4.09,Price: ,1.51,John-Patrick Smith, 8243874   size:2.55,Price: ,2.72,ok
1.121219133, Sport: ,Soccer, Time: ,Tue Oct 20 15:00:00 CEST 2015, Time: ,Tue Oct 20 15:00:00 CEST 2015, Event: ,Dinamo Zagreb U19 v Olympiakos U19, Favorite: ,Olympiakos U19, 6569318   size:2.55,Price: ,2.06,Dinamo Zagreb U19, 10262071   size:2.55,Price: ,3.4,The Draw, 58805   size:4.2,Price: ,3.7,x
1.121218562, Sport: ,Soccer, Time: ,Tue Oct 20 16:00:00 CEST 2015, Time: ,Tue Oct 20 16:00:00 CEST 2015, Event: ,Leverkusen U19 v Roma U19, Favorite: ,Leverkusen U19, 7653282   size:3.57,Price: ,2.1,Roma U19, 6771865   size:11.95,Price: ,3.0,The Draw, 58805   size:2.55,Price: ,3.65,ok
1.121346818, Sport: ,Tennis, Time: ,Tue Oct 20 15:00:00 CEST 2015, Time: ,Tue Oct 20 15:00:00 CEST 2015, Event: ,T Monteiro v Molteni, Favorite: ,Thiago Monteiro, 8326656   size:274.0,Price: ,1.21,Andres Molteni, 6180419   size:91.79,Price: ,3.0,ok
1.121331606, Sport: ,Tennis, Time: ,Tue Oct 20 11:45:00 CEST 2015, Time: ,Tue Oct 20 11:45:00 CEST 2015, Event: ,Bury/Istomin v Karatsev/Medvedev, Favorite: ,Bury/Istomin, 9494336   size:2.55,Price: ,1.22,Karatsev/Medvedev, 10431012   size:6.29,Price: ,4.4,x
1.121331604, Sport: ,Tennis, Time: ,Tue Oct 20 13:00:00 CEST 2015, Time: ,Tue Oct 20 13:00:00 CEST 2015, Event: ,Albot/Cermak v Bedene/Gimeno-Traver, Favorite: ,Albot/Cermak, 10431011   size:2.55,Price: ,1.39,Bedene/Gimeno-Traver, 10221695   size:7.35,Price: ,3.4,ok
1.121218397, Sport: ,Soccer, Time: ,Tue Oct 20 18:00:00 CEST 2015, Time: ,Tue Oct 20 18:00:00 CEST 2015, Event: ,Hapoel Afula v Hapoel Petach Tikva, Favorite: ,Hapoel Petach Tikva, 6094761   size:10.59,Price: ,1.5,Hapoel Afula, 5546999   size:10.59,Price: ,1.75,The Draw, 58805   size:4.09,Price: ,3.05,x
1.121329809, Sport: ,Tennis, Time: ,Tue Oct 20 09:30:00 CEST 2015, Time: ,Tue Oct 20 09:30:00 CEST 2015, Event: ,Myneni v N Milojevic, Favorite: ,Saketh Myneni, 7445661   size:104.09,Price: ,1.34,Nikola Milojevic, 8535963   size:3.37,Price: ,3.85,ok
1.121339971, Sport: ,Tennis, Time: ,Tue Oct 20 21:15:00 CEST 2015, Time: ,Tue Oct 20 21:15:00 CEST 2015, Event: ,Du Brown v Zemlja, Favorite: ,Dustin Brown, 4486603   size:271.37,Price: ,1.56,Grega Zemlja, 3509269   size:2.55,Price: ,2.52,x
1.121244361, Sport: ,Ice Hockey, Time: ,Tue Oct 20 19:00:00 CEST 2015, Time: ,Tue Oct 20 19:00:00 CEST 2015, Event: ,Djurgardens v MODO, Favorite: ,Djurgardens, 988206   size:93.0,Price: ,1.81,MODO, 60824   size:105.6,Price: ,3.8,Tie, 60104   size:24.71,Price: ,4.5,ok
1.121218507, Sport: ,Soccer, Time: ,Tue Oct 20 20:45:00 CEST 2015, Time: ,Tue Oct 20 20:45:00 CEST 2015, Event: ,Rangers v Livingston, Favorite: ,Rangers, 56085   size:2311.93,Price: ,1.11,Livingston, 57423   size:8.19,Price: ,25.0,The Draw, 58805   size:8.93,Price: ,11.0,ok
1.121331699, Sport: ,Tennis, Time: ,Tue Oct 20 20:15:00 CEST 2015, Time: ,Tue Oct 20 20:15:00 CEST 2015, Event: ,D Ferrer v Ramos-Vinolas, Favorite: ,David Ferrer, 2257314   size:64.36,Price: ,1.18,Albert Ramos-Vinolas, 8621877   size:34.94,Price: ,6.4,ok
1.121238199, Sport: ,Ice Hockey, Time: ,Tue Oct 20 19:00:00 CEST 2015, Time: ,Tue Oct 20 19:00:00 CEST 2015, Event: ,Sundsvall v Oskarshamn, Favorite: ,Oskarshamn, 247121   size:5.0,Price: ,1.99,Sundsvall, 247097   size:138.41,Price: ,3.1,Tie, 60104   size:45.54,Price: ,4.1,x
1.121349099, Sport: ,Soccer, Time: ,Tue Oct 20 21:00:00 CEST 2015, Time: ,Tue Oct 20 21:00:00 CEST 2015, Event: ,Airdrieonians U20 v Morton U20, Favorite: ,Airdrieonians U20, 9220054   size:3.53,Price: ,1.07,Morton U20, 9243451   size:3.53,Price: ,1.07,The Draw, 58805   size:8.19,Price: ,2.88,x
1.121330085, Sport: ,Tennis, Time: ,Tue Oct 20 11:00:00 CEST 2015, Time: ,Tue Oct 20 11:00:00 CEST 2015, Event: ,Przysiezny v Donati, Favorite: ,Michal Przysiezny, 2475803   size:12.78,Price: ,1.57,Matteo Donati, 8285864   size:7.28,Price: ,2.48,ok
1.121224994, Sport: ,Ice Hockey, Time: ,Tue Oct 20 19:00:00 CEST 2015, Time: ,Tue Oct 20 19:00:00 CEST 2015, Event: ,Odense v Herlev, Favorite: ,Odense, 70624   size:59.16,Price: ,1.33,Herlev, 227439   size:17.28,Price: ,6.4,Tie, 60104   size:11.47,Price: ,7.4,ok
1.121359103, Sport: ,Soccer, Time: ,Tue Oct 20 19:45:00 CEST 2015, Time: ,Tue Oct 20 19:45:00 CEST 2015, Event: ,ENPPI v Haras El Hodood, Favorite: ,ENPPI, 5259327   size:8.0,Price: ,1.57,Haras El Hodood, 5168506   size:3.74,Price: ,5.2,The Draw, 58805   size:26.02,Price: ,3.05,x
1.121000810, Sport: ,Soccer, Time: ,Tue Oct 20 20:45:00 CEST 2015, Time: ,Tue Oct 20 20:45:00 CEST 2015, Event: ,Valencia v Gent, Favorite: ,Valencia, 66183   size:1270.59,Price: ,1.47,Gent, 350594   size:147.37,Price: ,8.2,The Draw, 58805   size:229.5,Price: ,4.9,ok
1.121350017, Sport: ,Tennis, Time: ,Tue Oct 20 23:00:00 CEST 2015, Time: ,Tue Oct 20 23:00:00 CEST 2015, Event: ,O'Brien/Roelofse v Behar/Gonzales, Favorite: ,O'Brien/Roelofse, 9545182   size:6.17,Price: ,1.04,Behar/Gonzales, 10248541   size:6.17,Price: ,1.04,ok
1.121362100, Sport: ,Tennis, Time: ,Tue Oct 20 19:30:00 CEST 2015, Time: ,Tue Oct 20 19:30:00 CEST 2015, Event: ,Amilon v D King, Favorite: ,Darian King, 8413749   size:185.31,Price: ,1.01,Jakob Amilon, 10438748   size:3.89,Price: ,16.5,ok
1.121362102, Sport: ,Tennis, Time: ,Tue Oct 20 21:15:00 CEST 2015, Time: ,Tue Oct 20 21:15:00 CEST 2015, Event: ,Lapentti v A Matias, Favorite: ,Giovanni Lapentti, 1565   size:3.68,Price: ,1.04,Ace Matias, 10438749   size:15.46,Price: ,3.65,ok
1.121362222, Sport: ,Handball, Time: ,Tue Oct 20 20:30:00 CEST 2015, Time: ,Tue Oct 20 20:30:00 CEST 2015, Event: ,Puerto Sagunto v La Rioja, Favorite: ,Puerto Sagunto, 4995922   size:18.0,Price: ,1.02,La Rioja, 4995928   size:53.56,Price: ,1.12,Draw, 330157   size:18.0,Price: ,1.02,x
1.121339980, Sport: ,Tennis, Time: ,Tue Oct 20 23:00:00 CEST 2015, Time: ,Tue Oct 20 23:00:00 CEST 2015, Event: ,Fritz v N Barrientos, Favorite: ,Taylor Fritz, 10279360   size:5.73,Price: ,1.18,Nicolas Barrientos, 7083200   size:8.27,Price: ,5.9,ok
1.121342353, Sport: ,Tennis, Time: ,Tue Oct 20 15:00:00 CEST 2015, Time: ,Tue Oct 20 15:00:00 CEST 2015, Event: ,Sidorenko/Teixeira v Doumbia/Tabatruong, Favorite: ,Sidorenko/Teixeira, 10408394   size:6.17,Price: ,1.04,Doumbia/Tabatruong, 10434609   size:6.17,Price: ,1.04,x
1.121218617, Sport: ,Soccer, Time: ,Tue Oct 20 20:00:00 CEST 2015, Time: ,Tue Oct 20 20:00:00 CEST 2015, Event: ,Celtic U19 v HJK Helsinki U19, Favorite: ,Celtic U19, 6569321   size:2.55,Price: ,1.15,HJK Helsinki U19, 7292471   size:16.83,Price: ,5.9,The Draw, 58805   size:55.62,Price: ,5.0,x
1.121218336, Sport: ,Soccer, Time: ,Tue Oct 20 14:00:00 CEST 2015, Time: ,Tue Oct 20 14:00:00 CEST 2015, Event: ,QPR U21 v Millwall U21, Favorite: ,QPR U21, 6808103   size:10.59,Price: ,1.22,Millwall U21, 6751920   size:5.0,Price: ,1.33,The Draw, 58805   size:5.0,Price: ,2.9,x
1.121218856, Sport: ,Soccer, Time: ,Tue Oct 20 13:00:00 CEST 2015, Time: ,Tue Oct 20 13:00:00 CEST 2015, Event: ,Dinamo Kiev U19 v Chelsea U19, Favorite: ,Chelsea U19, 2502337   size:5.42,Price: ,1.86,Dinamo Kiev U19, 10262035   size:83.51,Price: ,4.1,The Draw, 58805   size:37.46,Price: ,4.0,ok
1.121349265, Sport: ,Soccer, Time: ,Tue Oct 20 20:45:00 CEST 2015, Time: ,Tue Oct 20 20:45:00 CEST 2015, Event: ,Clyde U20 v Stranraer U20, Favorite: ,Clyde U20, 9220046   size:3.53,Price: ,1.07,Stranraer U20, 10341089   size:3.53,Price: ,1.07,The Draw, 58805   size:8.19,Price: ,2.88,x
1.121244351, Sport: ,Ice Hockey, Time: ,Tue Oct 20 19:00:00 CEST 2015, Time: ,Tue Oct 20 19:00:00 CEST 2015, Event: ,Skelleftea v Vaxjo Lakers, Favorite: ,Skelleftea, 247106   size:5.0,Price: ,1.85,Vaxjo Lakers, 539706   size:26.58,Price: ,3.9,Tie, 60104   size:26.0,Price: ,4.8,x
1.121351052, Sport: ,Tennis, Time: ,Tue Oct 20 11:30:00 CEST 2015, Time: ,Tue Oct 20 11:30:00 CEST 2015, Event: ,Lajovic v R Haase, Favorite: ,Dusan Lajovic, 4688724   size:5.0,Price: ,1.7,Robin Haase, 2309796   size:24.0,Price: ,2.36,x
1.121218452, Sport: ,Soccer, Time: ,Tue Oct 20 18:30:00 CEST 2015, Time: ,Tue Oct 20 18:30:00 CEST 2015, Event: ,Hapoel Katamon v Ironi Ramat HaSharon, Favorite: ,Ironi Ramat HaSharon, 6242601   size:10.59,Price: ,1.32,Hapoel Katamon, 7629623   size:10.59,Price: ,1.75,The Draw, 58805   size:3.53,Price: ,2.9,x
1.121227477, Sport: ,Soccer, Time: ,Tue Oct 20 19:00:00 CEST 2015, Time: ,Tue Oct 20 19:00:00 CEST 2015, Event: ,Frejus St-Raphael v Orleans, Favorite: ,Orleans, 2225922   size:12.43,Price: ,2.48,Frejus St-Raphael, 6063342   size:75.82,Price: ,3.35,The Draw, 58805   size:43.11,Price: ,3.05,ok
1.121347082, Sport: ,Soccer, Time: ,Tue Oct 20 20:15:00 CEST 2015, Time: ,Tue Oct 20 20:15:00 CEST 2015, Event: ,Leon de Huanuco v Real Garcilaso, Favorite: ,Leon de Huanuco, 5176230   size:5.0,Price: ,2.28,Real Garcilaso, 6204632   size:9.83,Price: ,3.55,The Draw, 58805   size:5.0,Price: ,3.35,x
1.121223952, Sport: ,Soccer, Time: ,Tue Oct 20 20:45:00 CEST 2015, Time: ,Tue Oct 20 20:45:00 CEST 2015, Event: ,Hull v Ipswich, Favorite: ,Hull, 70385   size:41.49,Price: ,2.04,Ipswich, 48324   size:42.01,Price: ,4.4,The Draw, 58805   size:1261.85,Price: ,3.5,ok
1.121332674, Sport: ,Tennis, Time: ,Tue Oct 20 13:45:00 CEST 2015, Time: ,Tue Oct 20 13:45:00 CEST 2015, Event: ,Querrey v M Baghdatis, Favorite: ,Sam Querrey, 2263560   size:19.19,Price: ,1.76,Marcos Baghdatis, 2256469   size:2266.22,Price: ,2.24,x
1.121227440, Sport: ,Ice Hockey, Time: ,Tue Oct 20 17:30:00 CEST 2015, Time: ,Tue Oct 20 17:30:00 CEST 2015, Event: ,JYP v Karpat, Favorite: ,Karpat, 66430   size:59.0,Price: ,2.44,JYP, 66423   size:103.0,Price: ,2.64,Tie, 60104   size:92.0,Price: ,4.0,ok
1.121348988, Sport: ,Soccer, Time: ,Tue Oct 20 15:00:00 CEST 2015, Time: ,Tue Oct 20 15:00:00 CEST 2015, Event: ,Motherwell U20 v Dundee Utd U20, Favorite: ,Dundee Utd U20, 6868316   size:5.0,Price: ,1.38,Motherwell U20, 6773900   size:5.0,Price: ,1.57,The Draw, 58805   size:5.0,Price: ,3.05,x
1.121219059, Sport: ,Soccer, Time: ,Tue Oct 20 18:00:00 CEST 2015, Time: ,Tue Oct 20 18:00:00 CEST 2015, Event: ,Legia Warsaw U19 v Litex Lovech U19, Favorite: ,Legia Warsaw U19, 10317773   size:4.14,Price: ,1.49,Litex Lovech U19, 10317771   size:5.62,Price: ,5.0,The Draw, 58805   size:13.54,Price: ,3.95,ok
1.121339919, Sport: ,Tennis, Time: ,Tue Oct 20 18:30:00 CEST 2015, Time: ,Tue Oct 20 18:30:00 CEST 2015, Event: ,Lama v Lindell, Favorite: ,Gonzalo Lama, 7032057   size:5.73,Price: ,1.88,Christian Lindell, 4843189   size:3.02,Price: ,2.04,ok
1.121237363, Sport: ,Ice Hockey, Time: ,Tue Oct 20 18:30:00 CEST 2015, Time: ,Tue Oct 20 18:30:00 CEST 2015, Event: ,Sochi v Jokerit, Favorite: ,Jokerit, 66263   size:103.0,Price: ,2.06,Sochi, 8796844   size:162.6,Price: ,3.3,Tie, 60104   size:108.52,Price: ,4.0,x
1.121331198, Sport: ,Tennis, Time: ,Tue Oct 20 13:30:00 CEST 2015, Time: ,Tue Oct 20 13:30:00 CEST 2015, Event: ,Niculescu v Pavlyuchenkova, Favorite: ,Anastasia Pavlyuchenkov, 9438602   size:33.68,Price: ,1.41,Monica Niculescu, 2309528   size:6.95,Price: ,3.35,ok
1.121330385, Sport: ,Tennis, Time: ,Tue Oct 20 11:45:00 CEST 2015, Time: ,Tue Oct 20 11:45:00 CEST 2015, Event: ,Donskoy v Coric, Favorite: ,Borna Coric, 7446579   size:1437.87,Price: ,1.44,Evgeny Donskoy, 3391304   size:96.0,Price: ,3.1,x
1.121331598, Sport: ,Tennis, Time: ,Tue Oct 20 13:30:00 CEST 2015, Time: ,Tue Oct 20 13:30:00 CEST 2015, Event: ,Oswald/Shamasdin v Berankis/Gabashvili, Favorite: ,Oswald/Shamasdin, 10221677   size:3.11,Price: ,1.61,Berankis/Gabashvili, 9381064   size:2.12,Price: ,2.36,x
1.121223643, Sport: ,Soccer, Time: ,Tue Oct 20 21:00:00 CEST 2015, Time: ,Tue Oct 20 21:00:00 CEST 2015, Event: ,Bolton v Birmingham, Favorite: ,Bolton, 48322   size:132.38,Price: ,2.6,Birmingham, 48759   size:2.73,Price: ,2.98,The Draw, 58805   size:1427.72,Price: ,3.5,x
1.121339884, Sport: ,Basketball, Time: ,Tue Oct 20 12:00:00 CEST 2015, Time: ,Tue Oct 20 12:00:00 CEST 2015, Event: ,Jeonju KCC Egis v Dongbu Promy, Favorite: ,Jeonju KCC Egis, 8148243   size:6.67,Price: ,1.5,Dongbu Promy, 5154590   size:2.55,Price: ,2.76,x
1.121348878, Sport: ,Soccer, Time: ,Tue Oct 20 20:45:00 CEST 2015, Time: ,Tue Oct 20 20:45:00 CEST 2015, Event: ,Skelmersdale United FC v Buxton, Favorite: ,Skelmersdale United FC, 7727722   size:6.27,Price: ,2.06,Buxton, 2662204   size:7.71,Price: ,2.74,The Draw, 58805   size:12.49,Price: ,3.65,ok
1.121349209, Sport: ,Soccer, Time: ,Tue Oct 20 20:45:00 CEST 2015, Time: ,Tue Oct 20 20:45:00 CEST 2015, Event: ,Berwick U20 v Stirling U20, Favorite: ,Berwick U20, 9131077   size:3.53,Price: ,1.07,Stirling U20, 9243449   size:3.53,Price: ,1.07,The Draw, 58805   size:8.19,Price: ,2.88,ok
