1.122254018, Sport: ,Soccer, Time: ,Mon Dec 21 14:00:00 CET 2015, Time: ,Mon Dec 21 14:00:00 CET 2015, Event: ,Leeds U21 v Sheff Wed U21, Favorite: ,Leeds U21, 6867657   size:10.06,Price: ,1.15,Sheff Wed U21, 6813026   size:10.06,Price: ,1.15,The Draw, 58805   size:4.11,Price: ,3.05,ok
1.122296695, Sport: ,Basketball, Time: ,Sun Dec 20 22:00:00 CET 2015, Time: ,Sun Dec 20 22:00:00 CET 2015, Event: ,UMass Lowell @ Connecticut, Favorite: ,Connecticut, 332194   size:2.74,Price: ,1.03,UMass Lowell, 8968501   size:19.48,Price: ,15.0,ok
1.122316389, Sport: ,Basketball, Time: ,Mon Dec 21 17:00:00 CET 2015, Time: ,Mon Dec 21 17:00:00 CET 2015, Event: ,Torku Konyaspor v Pinar Karsiyaka, Favorite: ,Pinar Karsiyaka, 631283   size:2.55,Price: ,1.52,Torku Konyaspor, 8914461   size:5.98,Price: ,2.72,x
1.122254251, Sport: ,Soccer, Time: ,Mon Dec 21 20:00:00 CET 2015, Time: ,Mon Dec 21 20:00:00 CET 2015, Event: ,Jong Ajax v Volendam, Favorite: ,Volendam, 419133   size:13.7,Price: ,2.4,Jong Ajax, 4184832   size:274.0,Price: ,2.96,The Draw, 58805   size:42.31,Price: ,3.8,x
1.122254494, Sport: ,Soccer, Time: ,Mon Dec 21 18:30:00 CET 2015, Time: ,Mon Dec 21 18:30:00 CET 2015, Event: ,AEK v Levadiakos, Favorite: ,AEK, 214309   size:30.24,Price: ,1.35,Levadiakos, 531200   size:24.91,Price: ,12.0,The Draw, 58805   size:29.47,Price: ,5.6,x
1.122254010, Sport: ,Soccer, Time: ,Mon Dec 21 14:00:00 CET 2015, Time: ,Mon Dec 21 14:00:00 CET 2015, Event: ,Coventry U21 v Bolton U21, Favorite: ,Coventry U21, 6812039   size:10.06,Price: ,1.15,Bolton U21, 6594013   size:10.06,Price: ,1.15,The Draw, 58805   size:4.11,Price: ,3.0,ok
1.122345392, Sport: ,Basketball, Time: ,Sun Dec 20 21:30:00 CET 2015, Time: ,Sun Dec 20 21:30:00 CET 2015, Event: ,Philadelphia @ Cleveland, Favorite: ,Cleveland, 13112   size:28193.04,Price: ,1.03,Philadelphia, 13103   size:5.67,Price: ,25.0,ok
1.122345150, Sport: ,Basketball, Time: ,Sun Dec 20 23:00:00 CET 2015, Time: ,Sun Dec 20 23:00:00 CET 2015, Event: ,Milwaukee @ Phoenix, Favorite: ,Phoenix, 13128   size:781.36,Price: ,1.4,Milwaukee, 13115   size:77.44,Price: ,3.35,x
1.122254012, Sport: ,Soccer, Time: ,Mon Dec 21 14:00:00 CET 2015, Time: ,Mon Dec 21 14:00:00 CET 2015, Event: ,Crewe U21 v Hull U21, Favorite: ,Crewe U21, 6628863   size:10.06,Price: ,1.15,Hull U21, 10123519   size:10.06,Price: ,1.15,The Draw, 58805   size:4.11,Price: ,3.05,ok
1.122254014, Sport: ,Soccer, Time: ,Mon Dec 21 14:00:00 CET 2015, Time: ,Mon Dec 21 14:00:00 CET 2015, Event: ,Huddersfield U21 v Barnsley U21, Favorite: ,Huddersfield U21, 6678229   size:10.06,Price: ,1.15,Barnsley U21, 6667038   size:10.06,Price: ,1.15,The Draw, 58805   size:4.11,Price: ,3.1,ok
1.122351710, Sport: ,Soccer, Time: ,Mon Dec 21 17:00:00 CET 2015, Time: ,Mon Dec 21 17:00:00 CET 2015, Event: ,AOK Kerkyra v Ergotelis, Favorite: ,AOK Kerkyra, 8785880   size:2.55,Price: ,1.29,Ergotelis, 531199   size:2.35,Price: ,7.6,The Draw, 58805   size:3.19,Price: ,4.3,x
