1.121363563, Sport: ,Soccer, Time: ,Tue Oct 27 20:45:00 CET 2015, Time: ,Tue Oct 27 20:45:00 CET 2015, Event: ,Basingstoke v Whitehawk, Favorite: ,Whitehawk, 4597875   size:26.33,Price: ,2.08,Basingstoke, 2159190   size:42.98,Price: ,3.5,The Draw, 58805   size:4.46,Price: ,3.85,x
1.121366798, Sport: ,Soccer, Time: ,Tue Oct 27 20:45:00 CET 2015, Time: ,Tue Oct 27 20:45:00 CET 2015, Event: ,Morton v St Johnstone, Favorite: ,St Johnstone, 57425   size:66.51,Price: ,2.04,Morton, 46283   size:151.23,Price: ,6.0,The Draw, 58805   size:71.95,Price: ,2.72,ok
1.121367644, Sport: ,Soccer, Time: ,Wed Oct 28 00:00:00 CET 2015, Time: ,Wed Oct 28 00:00:00 CET 2015, Event: ,Oeste v Luverdense, Favorite: ,Oeste, 3618374   size:75.43,Price: ,2.42,Luverdense, 4525645   size:168.65,Price: ,3.3,The Draw, 58805   size:285.81,Price: ,3.4,ok
1.121499368, Sport: ,Tennis, Time: ,Wed Oct 28 04:30:00 CET 2015, Time: ,Wed Oct 28 04:30:00 CET 2015, Event: ,Langer v T Yang, Favorite: ,Nils Langer, 7066939   size:5.71,Price: ,1.58,Tsung-Hua Yang, 8259003   size:2.03,Price: ,2.46,ok
1.121364373, Sport: ,Soccer, Time: ,Wed Oct 28 00:45:00 CET 2015, Time: ,Wed Oct 28 00:45:00 CET 2015, Event: ,Defensor Sporting v Huracan, Favorite: ,Defensor Sporting, 1222679   size:6.99,Price: ,2.38,Huracan, 194507   size:20.82,Price: ,3.5,The Draw, 58805   size:170.24,Price: ,3.35,x
1.121475670, Sport: ,Tennis, Time: ,Wed Oct 28 00:00:00 CET 2015, Time: ,Wed Oct 28 00:00:00 CET 2015, Event: ,Echazu v Coppejans, Favorite: ,Kimmer Coppejans, 7364095   size:2.55,Price: ,1.08,Mauricio Echazu, 2832633   size:3.05,Price: ,8.8,ok
1.121507194, Sport: ,Tennis, Time: ,Wed Oct 28 03:30:00 CET 2015, Time: ,Wed Oct 28 03:30:00 CET 2015, Event: ,S Zheng v Tian, Favorite: ,Saisai Zheng, 5829453   size:317.7,Price: ,1.1,Ran Tian, 7657185   size:9.8,Price: ,8.2,x
1.121368735, Sport: ,Soccer, Time: ,Tue Oct 27 20:45:00 CET 2015, Time: ,Tue Oct 27 20:45:00 CET 2015, Event: ,Millwall v Doncaster, Favorite: ,Millwall, 56036   size:7798.2,Price: ,1.06,Doncaster, 49205   size:10.66,Price: ,80.0,The Draw, 58805   size:136.35,Price: ,18.0,ok
1.121488999, Sport: ,Soccer, Time: ,Tue Oct 27 20:45:00 CET 2015, Time: ,Tue Oct 27 20:45:00 CET 2015, Event: ,Ards v Larne, Favorite: ,Ards, 539987   size:137.19,Price: ,1.06,Larne, 539984   size:137.19,Price: ,1.06,The Draw, 58805   size:3.82,Price: ,2.9,x
1.121486338, Sport: ,Basketball, Time: ,Wed Oct 28 01:00:00 CET 2015, Time: ,Wed Oct 28 01:00:00 CET 2015, Event: ,Cleveland @ Chicago, Favorite: ,Chicago, 13117   size:323.88,Price: ,1.61,Cleveland, 13112   size:29.19,Price: ,2.6,ok
1.121488517, Sport: ,Soccer, Time: ,Tue Oct 27 20:45:00 CET 2015, Time: ,Tue Oct 27 20:45:00 CET 2015, Event: ,Metropolitan Police FC v Lewes, Favorite: ,The Draw, 58805   size:2.42,Price: ,1.06,Metropolitan Police FC, 6737411   size:112.0,Price: ,1.61,Lewes, 63283   size:32.99,Price: ,3.4,ok
1.121475273, Sport: ,Tennis, Time: ,Tue Oct 27 21:18:00 CET 2015, Time: ,Tue Oct 27 21:18:00 CET 2015, Event: ,de Bakker v Ja Jung, Favorite: ,Thiemo De Bakker, 8720949   size:448.3,Price: ,1.16,Jason Jung, 7048850   size:126.66,Price: ,6.8,ok
1.121485483, Sport: ,Tennis, Time: ,Tue Oct 27 22:15:00 CET 2015, Time: ,Tue Oct 27 22:15:00 CET 2015, Event: ,Estrella Burgos v A Tsuchiya, Favorite: ,Victor Estrella Burgos, 7430580   size:166.52,Price: ,1.07,Alexandre Tsuchiya, 8326666   size:19.34,Price: ,13.0,ok
1.121480995, Sport: ,Soccer, Time: ,Tue Oct 27 20:45:00 CET 2015, Time: ,Tue Oct 27 20:45:00 CET 2015, Event: ,Harrow v Farnborough, Favorite: ,Farnborough, 256188   size:2.42,Price: ,1.06,Harrow, 8944009   size:2.5,Price: ,1.1,The Draw, 58805   size:2.42,Price: ,1.06,x
1.121364521, Sport: ,Soccer, Time: ,Tue Oct 27 21:00:00 CET 2015, Time: ,Tue Oct 27 21:00:00 CET 2015, Event: ,SC Bastia v Rennes, Favorite: ,Rennes, 44799   size:41.57,Price: ,2.66,SC Bastia, 7534982   size:61.0,Price: ,3.75,The Draw, 58805   size:59.69,Price: ,2.72,ok
1.121499413, Sport: ,Tennis, Time: ,Wed Oct 28 08:00:00 CET 2015, Time: ,Wed Oct 28 08:00:00 CET 2015, Event: ,Lee/Molchanov v Feng/Ning, Favorite: ,Lee/Molchanov, 10458519   size:7.24,Price: ,1.04,Feng/Ning, 10248315   size:7.24,Price: ,1.04,ok
1.121479748, Sport: ,Soccer, Time: ,Tue Oct 27 21:30:00 CET 2015, Time: ,Tue Oct 27 21:30:00 CET 2015, Event: ,Leon de Huanuco v Universitario, Favorite: ,Leon de Huanuco, 5176230   size:60.87,Price: ,2.28,Universitario, 330229   size:65.86,Price: ,3.4,The Draw, 58805   size:24.8,Price: ,3.6,ok
1.121503162, Sport: ,Tennis, Time: ,Wed Oct 28 08:15:00 CET 2015, Time: ,Wed Oct 28 08:15:00 CET 2015, Event: ,Gunneswaran v Ti Chen, Favorite: ,Ti Chen, 2559490   size:165.9,Price: ,1.45,Prajnesh Gunneswaran, 8256934   size:5.62,Price: ,2.78,ok
1.121475669, Sport: ,Tennis, Time: ,Wed Oct 28 01:45:00 CET 2015, Time: ,Wed Oct 28 01:45:00 CET 2015, Event: ,Varillas Patino-Samudio v And Martin, Favorite: ,Andrej Martin, 5071877   size:414.16,Price: ,1.11,Juan Pablo Varillas Pat, 9001387   size:28.64,Price: ,6.2,ok
1.121499376, Sport: ,Tennis, Time: ,Wed Oct 28 07:00:00 CET 2015, Time: ,Wed Oct 28 07:00:00 CET 2015, Event: ,Vorster v Fabbiano, Favorite: ,Thomas Fabbiano, 3019240   size:204.64,Price: ,1.21,Tucker Vorster, 8842203   size:13.02,Price: ,4.6,ok
1.121488363, Sport: ,Soccer, Time: ,Tue Oct 27 21:00:00 CET 2015, Time: ,Tue Oct 27 21:00:00 CET 2015, Event: ,Ukraine (W) v France (W), Favorite: ,France (W), 541830   size:107.77,Price: ,1.18,Ukraine (W), 3377768   size:10.4,Price: ,28.0,The Draw, 58805   size:27.69,Price: ,5.8,ok
1.120879285, Sport: ,Soccer, Time: ,Tue Oct 27 20:45:00 CET 2015, Time: ,Tue Oct 27 20:45:00 CET 2015, Event: ,Stoke v Chelsea, Favorite: ,Chelsea, 55190   size:483.17,Price: ,2.08,Stoke, 69720   size:424.31,Price: ,5.8,The Draw, 58805   size:313.1,Price: ,2.8,x
1.121481296, Sport: ,Soccer, Time: ,Tue Oct 27 20:45:00 CET 2015, Time: ,Tue Oct 27 20:45:00 CET 2015, Event: ,Crewe Alexandra FC B v Witton Albion, Favorite: ,Crewe Alexandra FC B, 8894674   size:3.0,Price: ,1.03,Witton Albion, 2097812   size:3.0,Price: ,1.03,The Draw, 58805   size:2.42,Price: ,1.06,ok
1.121481051, Sport: ,Soccer, Time: ,Tue Oct 27 20:45:00 CET 2015, Time: ,Tue Oct 27 20:45:00 CET 2015, Event: ,Bognor Regis v Staines Town, Favorite: ,Bognor Regis, 1230960   size:2.42,Price: ,1.06,Staines Town, 2608906   size:2.42,Price: ,1.06,The Draw, 58805   size:2.42,Price: ,1.06,ok
1.121479343, Sport: ,Soccer, Time: ,Tue Oct 27 20:45:00 CET 2015, Time: ,Tue Oct 27 20:45:00 CET 2015, Event: ,Cheltenham v Havant and W, Favorite: ,Cheltenham, 18559   size:1009.7,Price: ,1.37,Havant and W, 5114005   size:73.86,Price: ,4.3,The Draw, 58805   size:2.5,Price: ,3.45,ok
1.121479341, Sport: ,Soccer, Time: ,Tue Oct 27 20:45:00 CET 2015, Time: ,Tue Oct 27 20:45:00 CET 2015, Event: ,Guiseley v FC Halifax Town, Favorite: ,The Draw, 58805   size:2.42,Price: ,1.06,Guiseley, 256291   size:17.35,Price: ,4.3,FC Halifax Town, 4231683   size:4.23,Price: ,1.49,ok
1.121481977, Sport: ,Soccer, Time: ,Tue Oct 27 20:45:00 CET 2015, Time: ,Tue Oct 27 20:45:00 CET 2015, Event: ,Mangotsfield United v Evesham Utd, Favorite: ,Mangotsfield United, 8084874   size:3.0,Price: ,1.03,Evesham Utd, 2608899   size:8.2,Price: ,1.1,The Draw, 58805   size:2.42,Price: ,1.06,x
1.121482940, Sport: ,Soccer, Time: ,Tue Oct 27 20:45:00 CET 2015, Time: ,Tue Oct 27 20:45:00 CET 2015, Event: ,Linfield v Cliftonville, Favorite: ,Linfield, 44330   size:2.42,Price: ,1.06,Cliftonville, 539979   size:2.42,Price: ,1.06,The Draw, 58805   size:2.42,Price: ,1.06,x
1.121367547, Sport: ,Soccer, Time: ,Tue Oct 27 22:00:00 CET 2015, Time: ,Tue Oct 27 22:00:00 CET 2015, Event: ,Boa v America MG, Favorite: ,America MG, 4516149   size:87.84,Price: ,1.84,Boa, 5900070   size:33.56,Price: ,4.9,The Draw, 58805   size:12.47,Price: ,3.85,ok
1.121496676, Sport: ,Soccer, Time: ,Wed Oct 28 03:00:00 CET 2015, Time: ,Wed Oct 28 03:00:00 CET 2015, Event: ,CD Plaza Amador v Tauro FC, Favorite: ,Tauro FC, 3298378   size:5.0,Price: ,1.3,CD Plaza Amador, 7899390   size:5.0,Price: ,1.51,The Draw, 58805   size:5.0,Price: ,2.9,x
1.121499388, Sport: ,Tennis, Time: ,Wed Oct 28 08:15:00 CET 2015, Time: ,Wed Oct 28 08:15:00 CET 2015, Event: ,Kudryavtsev v San Singh, Favorite: ,Alexander Kudryavtsev, 5908538   size:5.88,Price: ,1.75,Sanam Singh, 6596565   size:15.14,Price: ,2.08,ok
