1.122275234, Sport: ,Basketball, Time: ,Wed Dec 16 19:00:00 CET 2015, Time: ,Wed Dec 16 19:00:00 CET 2015, Event: ,Buducnost v Steaua Bucharest, Favorite: ,Buducnost, 266288   size:293.63,Price: ,1.04,Steaua Bucharest, 10405445   size:293.63,Price: ,1.04,ok
1.122226861, Sport: ,Handball, Time: ,Wed Dec 16 19:30:00 CET 2015, Time: ,Wed Dec 16 19:30:00 CET 2015, Event: ,Ribe Esbjerg v Kolding Kobenhavn, Favorite: ,Kolding Kobenhavn, 7670726   size:606.0,Price: ,1.04,Ribe Esbjerg, 6602892   size:12.06,Price: ,1.67,Draw, 330157   size:5.95,Price: ,1.26,x
1.122211009, Sport: ,Soccer, Time: ,Wed Dec 16 20:00:00 CET 2015, Time: ,Wed Dec 16 20:00:00 CET 2015, Event: ,Capelle v VVSB, Favorite: ,VVSB, 2560599   size:6.3,Price: ,2.1,Capelle, 3348590   size:3.49,Price: ,2.92,The Draw, 58805   size:15.89,Price: ,3.2,ok
1.122210712, Sport: ,Soccer, Time: ,Wed Dec 16 20:30:00 CET 2015, Time: ,Wed Dec 16 20:30:00 CET 2015, Event: ,1860 Munich v Bochum, Favorite: ,Bochum, 67143   size:25.84,Price: ,2.76,1860 Munich, 2443   size:2.65,Price: ,2.82,The Draw, 58805   size:408.54,Price: ,3.35,ok
1.122275351, Sport: ,Basketball, Time: ,Wed Dec 16 04:05:00 CET 2015, Time: ,Wed Dec 16 04:05:00 CET 2015, Event: ,Houston @ Sacramento, Favorite: ,Sacramento, 13127   size:32.91,Price: ,1.73,Houston, 13123   size:5.0,Price: ,2.24,ok
1.122275230, Sport: ,Basketball, Time: ,Wed Dec 16 17:30:00 CET 2015, Time: ,Wed Dec 16 17:30:00 CET 2015, Event: ,Krasny Oktyabr v Hapoel M Jerusalem, Favorite: ,Krasny Oktyabr, 7774804   size:2.75,Price: ,1.03,Hapoel M Jerusalem, 7758971   size:2.75,Price: ,1.03,x
1.122202653, Sport: ,Soccer, Time: ,Tue Dec 15 21:00:00 CET 2015, Time: ,Tue Dec 15 21:00:00 CET 2015, Event: ,Rennes v Toulouse, Favorite: ,Toulouse, 305969   size:4767.16,Price: ,1.06,Rennes, 44799   size:7.37,Price: ,85.0,The Draw, 58805   size:39.69,Price: ,17.5,ok
1.122277418, Sport: ,Soccer, Time: ,Wed Dec 16 13:00:00 CET 2015, Time: ,Wed Dec 16 13:00:00 CET 2015, Event: ,Radnik Surdulica v Radnicki Nis, Favorite: ,Radnik Surdulica, 8860947   size:2.55,Price: ,2.42,Radnicki Nis, 6555084   size:2.55,Price: ,3.05,The Draw, 58805   size:2.55,Price: ,3.15,ok
1.122275238, Sport: ,Basketball, Time: ,Wed Dec 16 19:30:00 CET 2015, Time: ,Wed Dec 16 19:30:00 CET 2015, Event: ,Bonn v Nanterre, Favorite: ,Nanterre, 2989492   size:95.37,Price: ,1.64,Bonn, 2293349   size:2.55,Price: ,2.28,ok
1.122275478, Sport: ,Basketball, Time: ,Tue Dec 15 23:00:00 CET 2015, Time: ,Tue Dec 15 23:00:00 CET 2015, Event: ,Mogi v Sorocabana, Favorite: ,Mogi, 8948840   size:12.96,Price: ,1.13,Sorocabana, 8948842   size:25.8,Price: ,7.6,ok
1.122296729, Sport: ,Tennis, Time: ,Wed Dec 16 04:30:00 CET 2015, Time: ,Wed Dec 16 04:30:00 CET 2015, Event: ,Angelina Zhuravleva v Mizuno Kijima, Favorite: ,Mizuno Kijima, 9519075   size:2.99,Price: ,1.63,Angelina Zhuravleva, 9627646   size:3.58,Price: ,1.79,x
1.122296728, Sport: ,Tennis, Time: ,Wed Dec 16 04:30:00 CET 2015, Time: ,Wed Dec 16 04:30:00 CET 2015, Event: ,AO Gai v Natsumi Chimura, Favorite: ,Ao Gai, 9378926   size:2.55,Price: ,1.39,Natsumi Chimura, 7750547   size:2.55,Price: ,2.4,ok
1.122254091, Sport: ,Soccer, Time: ,Wed Dec 16 11:00:00 CET 2015, Time: ,Wed Dec 16 11:00:00 CET 2015, Event: ,Inegolspor v Etimesgut, Favorite: ,Inegolspor, 1341525   size:2.55,Price: ,1.92,Etimesgut, 5258521   size:2.55,Price: ,2.66,The Draw, 58805   size:26.74,Price: ,3.5,ok
1.122286139, Sport: ,Basketball, Time: ,Wed Dec 16 20:30:00 CET 2015, Time: ,Wed Dec 16 20:30:00 CET 2015, Event: ,Venezia (W) v TSV 1880 Wasserburg (W), Favorite: ,Venezia (W), 10462201   size:2.75,Price: ,1.03,TSV 1880 Wasserburg (W), 10462202   size:2.75,Price: ,1.03,ok
1.122275341, Sport: ,Basketball, Time: ,Wed Dec 16 02:05:00 CET 2015, Time: ,Wed Dec 16 02:05:00 CET 2015, Event: ,Denver @ Minnesota, Favorite: ,Minnesota, 13118   size:89.65,Price: ,1.42,Denver, 13124   size:69.49,Price: ,3.35,x
