1.119574642, Sport: ,Tennis, Time: ,Sat Jul 18 22:15:00 CEST 2015, Time: ,Sat Jul 18 22:15:00 CEST 2015, Event: ,Chiudinelli v Pabon Cuesta, Favorite: ,Marco Chiudinelli, 2263632   size:2.06,Price: ,1.05, Ricardo Pabon Cuesta , 10012035   size:8.98,Price: ,9.4,ok
1.119574203, Sport: ,Tennis, Time: ,Sat Jul 18 21:30:00 CEST 2015, Time: ,Sat Jul 18 21:30:00 CEST 2015, Event: ,Mestach v Date-Krumm, Favorite: ,An-Sophie Mestach, 4818332   size:2.63,Price: ,1.67,Kimiko Date-Krumm, 8244520   size:2.63,Price: ,2.32,ok
1.119574764, Sport: ,Basketball, Time: ,Sat Jul 18 22:00:00 CEST 2015, Time: ,Sat Jul 18 22:00:00 CEST 2015, Event: ,San Antonio v Boston, Favorite: ,Boston, 13108   size:1011.37,Price: ,1.01,x
1.119578729, Sport: ,Boxing, Time: ,Sat Jul 18 22:00:00 CEST 2015, Time: ,Sat Jul 18 22:00:00 CEST 2015, Event: ,Arreola v Kassi, Favorite: ,Chris Arreola, 3812537   size:206.49,Price: ,1.03,Fred Kassi, 10016760   size:40.93,Price: ,8.4,Draw, 31162   size:14.4,Price: ,21.0,x
1.119454399, Sport: ,Soccer, Time: ,Sun Jul 19 03:00:00 CEST 2015, Time: ,Sun Jul 19 03:00:00 CEST 2015, Event: ,Dallas v DC Utd, Favorite: ,Dallas, 171910   size:41.66,Price: ,1.74,The Draw, 58805   size:307.1,Price: ,3.8,DC Utd, 436099   size:10.51,Price: ,5.8,ok
1.119454673, Sport: ,Soccer, Time: ,Sun Jul 19 01:30:00 CEST 2015, Time: ,Sun Jul 19 01:30:00 CEST 2015, Event: ,Orlando City v New York Red Bulls, Favorite: ,Orlando City, 5640226   size:32.78,Price: ,2.54,New York Red Bulls, 2362970   size:21.17,Price: ,2.92,The Draw, 58805   size:13.68,Price: ,3.6,x
1.119574635, Sport: ,Tennis, Time: ,Sun Jul 19 00:00:00 CEST 2015, Time: ,Sun Jul 19 00:00:00 CEST 2015, Event: ,Mendoza v C Fleming, Favorite: ,Colin Fleming, 3977158   size:2.63,Price: ,1.42,Alejandro Mendoza, 7444907   size:41.35,Price: ,2.86,ok
1.119449649, Sport: ,Soccer, Time: ,Sun Jul 19 01:30:00 CEST 2015, Time: ,Sun Jul 19 01:30:00 CEST 2015, Event: ,Tampa Bay Rowdies v FC Edmonton, Favorite: ,Tampa Bay Rowdies, 6295051   size:65.92,Price: ,2.02,FC Edmonton, 4850376   size:5.16,Price: ,3.75,The Draw, 58805   size:16.87,Price: ,4.0,x
1.119552544, Sport: ,Soccer, Time: ,Sun Jul 19 00:00:00 CEST 2015, Time: ,Sun Jul 19 00:00:00 CEST 2015, Event: ,Tupi v Londrina, Favorite: ,Tupi, 4516150   size:26.65,Price: ,2.36,The Draw, 58805   size:6.19,Price: ,3.15,Londrina, 4525642   size:21.12,Price: ,3.4,x
1.119468826, Sport: ,Baseball, Time: ,Sun Jul 19 03:07:00 CEST 2015, Time: ,Sun Jul 19 03:07:00 CEST 2015, Event: ,MIN @ OAK, Favorite: ,Oakland (S Kazmir), 8431596   size:36.95,Price: ,1.71,Minnesota (P Hughes), 8436206   size:247.5,Price: ,2.36,ok
1.119468744, Sport: ,Baseball, Time: ,Sun Jul 19 01:05:00 CEST 2015, Time: ,Sun Jul 19 01:05:00 CEST 2015, Event: ,MIA @ PHI, Favorite: ,Miami (T Koehler), 6720895   size:482.83,Price: ,1.84,Philadelphia (C Billingsley), 9458891   size:2.24,Price: ,2.14,x
1.119501632, Sport: ,Soccer, Time: ,Sun Jul 19 01:10:00 CEST 2015, Time: ,Sun Jul 19 01:10:00 CEST 2015, Event: ,Racing Club v Sarmiento de Junin, Favorite: ,Racing Club, 198558   size:43.39,Price: ,1.57,The Draw, 58805   size:113.48,Price: ,3.9,Sarmiento de Junin, 5971606   size:82.02,Price: ,8.4,ok
1.119501355, Sport: ,Soccer, Time: ,Sat Jul 18 21:10:00 CEST 2015, Time: ,Sat Jul 18 21:10:00 CEST 2015, Event: ,Defensa y Justicia v Nueva Chicago, Favorite: ,Defensa y Justicia, 5178272   size:93.13,Price: ,1.72,The Draw, 58805   size:7.92,Price: ,3.8,Nueva Chicago, 194504   size:205.68,Price: ,6.2,ok
1.119504621, Sport: ,Soccer, Time: ,Sat Jul 18 22:00:00 CEST 2015, Time: ,Sat Jul 18 22:00:00 CEST 2015, Event: ,Deportivo Municipal v Alianza Atletico, Favorite: ,Deportivo Municipal, 7295377   size:8.78,Price: ,1.93,The Draw, 58805   size:3.94,Price: ,3.6,Alianza Atletico, 898396   size:47.6,Price: ,4.3,ok
1.119539295, Sport: ,Soccer, Time: ,Sat Jul 18 23:00:00 CEST 2015, Time: ,Sat Jul 18 23:00:00 CEST 2015, Event: ,USA v Cuba, Favorite: ,USA, 352   size:93674.35,Price: ,1.07,The Draw, 58805   size:58.95,Price: ,17.0,Cuba, 449499   size:22.04,Price: ,60.0,ok
1.119503571, Sport: ,Soccer, Time: ,Sat Jul 18 23:00:00 CEST 2015, Time: ,Sat Jul 18 23:00:00 CEST 2015, Event: ,Uniautonoma v Aguilas Pereira, Favorite: ,Uniautonoma, 8220175   size:2.63,Price: ,2.88,Aguilas Pereira, 9188261   size:22.96,Price: ,2.9,The Draw, 58805   size:13.97,Price: ,2.98,x
1.119142914, Sport: ,Boxing, Time: ,Sat Jul 18 23:00:00 CEST 2015, Time: ,Sat Jul 18 23:00:00 CEST 2015, Event: ,Frampton v Gonzalez Jr, Favorite: ,Carl Frampton, 6239056   size:27487.64,Price: ,1.03,Alejandro Gonzalez Jr, 9594871   size:25.75,Price: ,32.0,Draw, 31162   size:2.83,Price: ,140.0,ok
1.119522870, Sport: ,Volleyball, Time: ,Sat Jul 18 21:35:00 CEST 2015, Time: ,Sat Jul 18 21:35:00 CEST 2015, Event: ,Dominican Republic (W) v Argentina (W), Favorite: ,Dominican Republic (W), 8555562   size:427.12,Price: ,1.17,Argentina (W), 8723767   size:2.63,Price: ,5.9,ok
1.119449473, Sport: ,Soccer, Time: ,Sun Jul 19 01:30:00 CEST 2015, Time: ,Sun Jul 19 01:30:00 CEST 2015, Event: ,Carolina Railhawks v San Antonio Scorpions, Favorite: ,Carolina Railhawks, 3155351   size:5.9,Price: ,2.32,San Antonio Scorpions, 6334069   size:93.35,Price: ,3.0,The Draw, 58805   size:4.61,Price: ,3.45,ok
1.119449591, Sport: ,Soccer, Time: ,Sun Jul 19 01:30:00 CEST 2015, Time: ,Sun Jul 19 01:30:00 CEST 2015, Event: ,Jacksonville Armada v New York Cosmos, Favorite: ,New York Cosmos, 5714685   size:216.78,Price: ,1.95,The Draw, 58805   size:2.06,Price: ,3.7,Jacksonville Armada, 9212618   size:6.51,Price: ,3.85,x
1.119552010, Sport: ,Tennis, Time: ,Sat Jul 18 23:45:00 CEST 2015, Time: ,Sat Jul 18 23:45:00 CEST 2015, Event: ,Monroe/Pavic v Martin/Raja, Favorite: ,Monroe/Pavic, 9940563   size:74.28,Price: ,1.64,Martin/Raja, 8892024   size:19.69,Price: ,2.5,ok
1.119468818, Sport: ,Baseball, Time: ,Sun Jul 19 03:05:00 CEST 2015, Time: ,Sun Jul 19 03:05:00 CEST 2015, Event: ,BOS @ LAA, Favorite: ,LA Angels (G Richards), 5741327   size:230.34,Price: ,1.73,Boston (R Porcello), 9385112   size:72.35,Price: ,2.34,ok
1.119530321, Sport: ,Rugby Union, Time: ,Sun Jul 19 04:00:00 CEST 2015, Time: ,Sun Jul 19 04:00:00 CEST 2015, Event: ,USA v Samoa, Favorite: ,Samoa, 14119   size:8.93,Price: ,1.15,USA, 13097   size:4.14,Price: ,3.55,Draw, 246289   size:3.78,Price: ,32.0,ok
1.119552770, Sport: ,Soccer, Time: ,Sun Jul 19 00:00:00 CEST 2015, Time: ,Sun Jul 19 00:00:00 CEST 2015, Event: ,Iberia v Deportes Temuco, Favorite: ,Iberia, 9935277   size:7.74,Price: ,2.3,Deportes Temuco, 5649151   size:3.95,Price: ,3.0,The Draw, 58805   size:2.6,Price: ,3.55,x
1.119574627, Sport: ,Tennis, Time: ,Sat Jul 18 22:15:00 CEST 2015, Time: ,Sat Jul 18 22:15:00 CEST 2015, Event: ,Demoliner v Felix, Favorite: ,Marcelo Demoliner, 3506050   size:2.63,Price: ,1.15,Jesus Francisco Felix, 9028624   size:63.27,Price: ,5.6,ok
1.119401257, Sport: ,Darts, Time: ,Sat Jul 18 23:00:00 CEST 2015, Time: ,Sat Jul 18 23:00:00 CEST 2015, Event: ,A Lewis v Murnan, Favorite: ,Adrian Lewis, 2271003   size:113.23,Price: ,1.1,Joe Murnan, 3120569   size:3.99,Price: ,8.4,ok
1.119574700, Sport: ,Tennis, Time: ,Sat Jul 18 21:45:00 CEST 2015, Time: ,Sat Jul 18 21:45:00 CEST 2015, Event: ,Galarneau v Lavie, Favorite: ,Sebastian Lavie, 6344310   size:2.63,Price: ,1.52,Alexis Galarneau, 9323645   size:2.63,Price: ,2.54,x
1.119468777, Sport: ,Baseball, Time: ,Sun Jul 19 01:10:00 CEST 2015, Time: ,Sun Jul 19 01:10:00 CEST 2015, Event: ,CLE @ CIN, Favorite: ,Cleveland (C Kluber), 6555494   size:108.58,Price: ,1.64,Cincinnati (A DeSclafani), 9385641   size:106.34,Price: ,2.5,ok
1.119468810, Sport: ,Baseball, Time: ,Sun Jul 19 02:40:00 CEST 2015, Time: ,Sun Jul 19 02:40:00 CEST 2015, Event: ,COL @ SD, Favorite: ,San Diego (T Ross), 7184181   size:569.28,Price: ,1.68,Colorado (C Bettis), 7545057   size:2.24,Price: ,2.42,ok
1.119462035, Sport: ,Cricket, Time: ,Sat Jul 18 22:00:00 CEST 2015, Time: ,Sat Jul 18 22:00:00 CEST 2015, Event: ,Guyana v Barbados, Favorite: ,Barbados, 2312315   size:144.07,Price: ,1.91,Guyana, 2009654   size:19.49,Price: ,1.93,ok
1.119568387, Sport: ,Soccer, Time: ,Sun Jul 19 01:00:00 CEST 2015, Time: ,Sun Jul 19 01:00:00 CEST 2015, Event: ,Pittsburgh Riverhounds v Louisville FC, Favorite: ,Pittsburgh Riverhounds, 5748486   size:11.24,Price: ,2.18,Louisville FC, 9524915   size:12.54,Price: ,2.74,The Draw, 58805   size:18.46,Price: ,3.3,x
1.119433793, Sport: ,Soccer, Time: ,Sat Jul 18 23:30:00 CEST 2015, Time: ,Sat Jul 18 23:30:00 CEST 2015, Event: ,Internacional v Goias, Favorite: ,Internacional, 198137   size:403.23,Price: ,1.97,The Draw, 58805   size:162.19,Price: ,3.5,Goias, 198131   size:224.78,Price: ,4.6,ok
1.119574140, Sport: ,Tennis, Time: ,Sat Jul 18 21:30:00 CEST 2015, Time: ,Sat Jul 18 21:30:00 CEST 2015, Event: ,Cecchinato v Ramos-Vinolas, Favorite: ,Albert Ramos-Vinolas, 8621877   size:12.11,Price: ,1.5,Marco Cecchinato, 6374165   size:11.3,Price: ,2.92,ok
1.119433156, Sport: ,Soccer, Time: ,Sat Jul 18 21:30:00 CEST 2015, Time: ,Sat Jul 18 21:30:00 CEST 2015, Event: ,Botafogo RJ v Nautico, Favorite: ,Botafogo RJ, 786906   size:206.49,Price: ,1.65,The Draw, 58805   size:113.76,Price: ,4.1,Nautico, 2397366   size:65.71,Price: ,6.0,ok
1.119503781, Sport: ,Soccer, Time: ,Sun Jul 19 00:00:00 CEST 2015, Time: ,Sun Jul 19 00:00:00 CEST 2015, Event: ,Independiente (Ecu) v LDU, Favorite: ,LDU, 474678   size:29.8,Price: ,2.82,Independiente (Ecu), 6432339   size:9.29,Price: ,2.84,The Draw, 58805   size:7.2,Price: ,3.1,ok
1.119433429, Sport: ,Soccer, Time: ,Sat Jul 18 21:30:00 CEST 2015, Time: ,Sat Jul 18 21:30:00 CEST 2015, Event: ,Paysandu v Sampaio Correa, Favorite: ,Paysandu, 189951   size:766.73,Price: ,1.88,The Draw, 58805   size:24.86,Price: ,3.7,Sampaio Correa, 5330505   size:5.01,Price: ,4.8,x
1.119455464, Sport: ,Soccer, Time: ,Sun Jul 19 05:00:00 CEST 2015, Time: ,Sun Jul 19 05:00:00 CEST 2015, Event: ,Sacramento Republic v Newcastle, Favorite: ,Newcastle, 25422   size:37.82,Price: ,1.5,The Draw, 58805   size:2.96,Price: ,4.5,Sacramento Republic, 8582482   size:2.7,Price: ,6.4,ok
1.119574619, Sport: ,Tennis, Time: ,Sat Jul 18 22:15:00 CEST 2015, Time: ,Sat Jul 18 22:15:00 CEST 2015, Event: ,Gomez v Mateus Rubiano, Favorite: ,Juan Sebastian Gomez, 8826915   size:2.63,Price: ,1.06, Juan Jose Mateus Rubia, 10012031   size:2.79,Price: ,7.0,ok
1.119454490, Sport: ,Soccer, Time: ,Sun Jul 19 02:30:00 CEST 2015, Time: ,Sun Jul 19 02:30:00 CEST 2015, Event: ,Kansas City v Montreal Impact, Favorite: ,Kansas City, 171912   size:2.06,Price: ,1.68,The Draw, 58805   size:183.5,Price: ,4.0,Montreal Impact, 3382205   size:6.91,Price: ,5.8,ok
1.119578710, Sport: ,Boxing, Time: ,Sat Jul 18 22:00:00 CEST 2015, Time: ,Sat Jul 18 22:00:00 CEST 2015, Event: ,Murray v Bajrektarevic, Favorite: ,Martin Murray, 3482947   size:257.21,Price: ,1.01,Mirzet Bajrektarevic, 10016781   size:2.85,Price: ,65.0,Draw, 31162   size:2.91,Price: ,70.0,ok
1.119468769, Sport: ,Baseball, Time: ,Sun Jul 19 01:10:00 CEST 2015, Time: ,Sun Jul 19 01:10:00 CEST 2015, Event: ,CHC @ ATL, Favorite: ,Chicago Cubs (J Lester), 9377609   size:2.24,Price: ,1.71,Atlanta (M Banuelos), 9778580   size:148.45,Price: ,2.38,ok
1.119468802, Sport: ,Baseball, Time: ,Sun Jul 19 02:10:00 CEST 2015, Time: ,Sun Jul 19 02:10:00 CEST 2015, Event: ,SF @ ARI, Favorite: ,Arizona (C Anderson), 8522020   size:551.25,Price: ,1.91,San Francisco (J Peavy), 8735367   size:2.24,Price: ,2.06,x
1.119543175, Sport: ,Soccer, Time: ,Sat Jul 18 22:00:00 CEST 2015, Time: ,Sat Jul 18 22:00:00 CEST 2015, Event: ,Potros de Barinas v Policia de Lara FC, Favorite: ,Policia de Lara FC, 9989690   size:10.92,Price: ,1.08,The Draw, 58805   size:12.2,Price: ,1.29,x
1.119451925, Sport: ,Soccer, Time: ,Sat Jul 18 23:30:00 CEST 2015, Time: ,Sat Jul 18 23:30:00 CEST 2015, Event: ,Flamengo v Gremio, Favorite: ,Flamengo, 198138   size:123.92,Price: ,2.46,The Draw, 58805   size:199.98,Price: ,3.2,Gremio, 198134   size:35.78,Price: ,3.45,ok
1.119574693, Sport: ,Tennis, Time: ,Sat Jul 18 21:45:00 CEST 2015, Time: ,Sat Jul 18 21:45:00 CEST 2015, Event: ,Aubone v Monette, Favorite: ,Jean-Yves Aubone, 8476686   size:14.4,Price: ,1.14,Samuel Monette, 9625808   size:5.09,Price: ,5.1,ok
1.119468761, Sport: ,Baseball, Time: ,Sun Jul 19 01:10:00 CEST 2015, Time: ,Sun Jul 19 01:10:00 CEST 2015, Event: ,PIT @ MIL, Favorite: ,Pittsburgh (F Liriano), 7267454   size:292.33,Price: ,1.79,Milwaukee (J Nelson), 7720203   size:2.24,Price: ,2.24,x
1.119539393, Sport: ,Soccer, Time: ,Sun Jul 19 02:00:00 CEST 2015, Time: ,Sun Jul 19 02:00:00 CEST 2015, Event: ,Haiti v Jamaica, Favorite: ,Jamaica, 54786   size:227.51,Price: ,2.34,The Draw, 58805   size:938.95,Price: ,3.2,Haiti, 834087   size:608.73,Price: ,3.75,ok
1.119569660, Sport: ,Tennis, Time: ,Sat Jul 18 22:00:00 CEST 2015, Time: ,Sat Jul 18 22:00:00 CEST 2015, Event: ,J Sock v Karlovic, Favorite: ,Ivo Karlovic, 2263570   size:167.07,Price: ,1.67,Jack Sock, 4596957   size:288.63,Price: ,2.46,ok
1.119574690, Sport: ,Tennis, Time: ,Sat Jul 18 21:45:00 CEST 2015, Time: ,Sat Jul 18 21:45:00 CEST 2015, Event: ,Kryvonos v Racz, Favorite: ,Nikita Kryvonos, 8395347   size:5.71,Price: ,1.29,Christopher Racz, 9712867   size:7.0,Price: ,3.6,ok
1.119433520, Sport: ,Soccer, Time: ,Sat Jul 18 21:30:00 CEST 2015, Time: ,Sat Jul 18 21:30:00 CEST 2015, Event: ,Santa Cruz PE v Atletico GO, Favorite: ,Santa Cruz PE, 6132724   size:62.4,Price: ,1.65,The Draw, 58805   size:39.63,Price: ,4.0,Atletico Go, 5326988   size:27.05,Price: ,6.2,ok
1.117884394, Sport: ,American Football, Time: ,Sun Jul 19 01:00:00 CEST 2015, Time: ,Sun Jul 19 01:00:00 CEST 2015, Event: ,Winnipeg @ Calgary, Favorite: ,Calgary, 2026163   size:2.63,Price: ,1.32,Winnipeg, 2026212   size:6.53,Price: ,3.65,ok
1.119501171, Sport: ,Soccer, Time: ,Sun Jul 19 01:30:00 CEST 2015, Time: ,Sun Jul 19 01:30:00 CEST 2015, Event: ,Colon v Lanus, Favorite: ,Lanus, 194513   size:15.74,Price: ,2.32,The Draw, 58805   size:148.37,Price: ,3.2,Colon, 194510   size:22.92,Price: ,3.8,ok
1.119433247, Sport: ,Soccer, Time: ,Sat Jul 18 21:30:00 CEST 2015, Time: ,Sat Jul 18 21:30:00 CEST 2015, Event: ,Criciuma v Bahia, Favorite: ,Criciuma, 356589   size:7.38,Price: ,2.64,Bahia, 198139   size:7.56,Price: ,3.05,The Draw, 58805   size:25.65,Price: ,3.35,ok
1.119503079, Sport: ,Soccer, Time: ,Sun Jul 19 03:00:00 CEST 2015, Time: ,Sun Jul 19 03:00:00 CEST 2015, Event: ,Cortulua v Deportivo Pasto, Favorite: ,Cortulua, 9188271   size:37.41,Price: ,2.54,Deportivo Pasto, 478919   size:41.67,Price: ,3.1,The Draw, 58805   size:7.96,Price: ,3.3,ok
1.119542488, Sport: ,Soccer, Time: ,Sat Jul 18 22:30:00 CEST 2015, Time: ,Sat Jul 18 22:30:00 CEST 2015, Event: ,Deportivo La Guaira v Llaneros, Favorite: ,Deportivo La Guaira, 7658015   size:28.75,Price: ,1.46,The Draw, 58805   size:11.52,Price: ,4.5,Llaneros, 7658017   size:4.32,Price: ,8.6,ok
1.119454764, Sport: ,Soccer, Time: ,Sun Jul 19 04:30:00 CEST 2015, Time: ,Sun Jul 19 04:30:00 CEST 2015, Event: ,Portland Timbers v Vancouver Whitecaps, Favorite: ,Portland Timbers, 4004854   size:6.25,Price: ,2.06,The Draw, 58805   size:118.78,Price: ,3.6,Vancouver Whitecaps, 5383053   size:196.38,Price: ,4.0,x
1.119480189, Sport: ,Basketball, Time: ,Sun Jul 19 00:00:00 CEST 2015, Time: ,Sun Jul 19 00:00:00 CEST 2015, Event: ,Canada (W) v Cuba (W), Favorite: ,Cuba (W), 5859169   size:2.88,Price: ,1.02,x
1.119449534, Sport: ,Soccer, Time: ,Sun Jul 19 01:30:00 CEST 2015, Time: ,Sun Jul 19 01:30:00 CEST 2015, Event: ,Fort Lauderdale v Atlanta Silverbacks, Favorite: ,Fort Lauderdale, 5673440   size:8.78,Price: ,1.89,The Draw, 58805   size:53.55,Price: ,3.55,Atlanta Silverbacks, 5744831   size:92.52,Price: ,3.95,x
1.119574767, Sport: ,Basketball, Time: ,Sun Jul 19 00:00:00 CEST 2015, Time: ,Sun Jul 19 00:00:00 CEST 2015, Event: ,Dallas v Atlanta, Favorite: ,Atlanta, 13114   size:363.05,Price: ,1.01,ok
1.119552600, Sport: ,Soccer, Time: ,Sat Jul 18 22:00:00 CEST 2015, Time: ,Sat Jul 18 22:00:00 CEST 2015, Event: ,Aparecidense v Caldense, Favorite: ,Caldense, 4574096   size:10.92,Price: ,1.08,The Draw, 58805   size:12.2,Price: ,1.29,ok
1.119449706, Sport: ,Soccer, Time: ,Sun Jul 19 01:30:00 CEST 2015, Time: ,Sun Jul 19 01:30:00 CEST 2015, Event: ,Charleston Battery v Wilmington, Favorite: ,Charleston Battery, 3155353   size:2.28,Price: ,1.71,The Draw, 58805   size:3.45,Price: ,3.6,Wilmington, 4002273   size:2.86,Price: ,4.2,ok
1.119574773, Sport: ,Basketball, Time: ,Sun Jul 19 04:00:00 CEST 2015, Time: ,Sun Jul 19 04:00:00 CEST 2015, Event: ,Golden State v New Orleans, Favorite: ,New Orleans, 6860646   size:363.05,Price: ,1.01,ok
1.119500986, Sport: ,Soccer, Time: ,Sat Jul 18 21:10:00 CEST 2015, Time: ,Sat Jul 18 21:10:00 CEST 2015, Event: ,Boca Juniors v Quilmes, Favorite: ,Boca Juniors, 17304   size:202.93,Price: ,1.3,The Draw, 58805   size:51.9,Price: ,6.0,Quilmes, 476270   size:208.07,Price: ,14.5,ok
1.119574770, Sport: ,Basketball, Time: ,Sun Jul 19 02:00:00 CEST 2015, Time: ,Sun Jul 19 02:00:00 CEST 2015, Event: ,Chicago v Phoenix, Favorite: ,Phoenix, 13128   size:363.05,Price: ,1.01,ok
1.119468786, Sport: ,Baseball, Time: ,Sun Jul 19 01:10:00 CEST 2015, Time: ,Sun Jul 19 01:10:00 CEST 2015, Event: ,TEX @ HOU, Favorite: ,Houston (S Feldman), 8431599   size:483.19,Price: ,1.76,Texas (C Lewis), 4634645   size:2.24,Price: ,2.26,x
1.119454855, Sport: ,Soccer, Time: ,Sun Jul 19 04:00:00 CEST 2015, Time: ,Sun Jul 19 04:00:00 CEST 2015, Event: ,Real Salt Lake v Houston Dynamo, Favorite: ,Real Salt Lake, 1101610   size:53.2,Price: ,2.26,The Draw, 58805   size:249.74,Price: ,3.4,Houston Dynamo, 1432923   size:5.79,Price: ,3.55,ok
1.119480192, Sport: ,Basketball, Time: ,Sun Jul 19 03:00:00 CEST 2015, Time: ,Sun Jul 19 03:00:00 CEST 2015, Event: ,USA (W) v Puerto Rico (W), Favorite: ,USA (W), 8883651   size:15.84,Price: ,1.01,Puerto Rico (W), 6469565   size:11.35,Price: ,1.05,ok
