1.121101665, Sport: ,Basketball, Time: ,Fri Oct 09 03:30:00 CEST 2015, Time: ,Fri Oct 09 03:30:00 CEST 2015, Event: ,Quilmes v Weber Bahia Estudiantes, Favorite: ,Weber Bahia Estudiantes, 6719105   size:91.18,Price: ,1.36,Quilmes, 7753472   size:2.55,Price: ,1.44,ok
1.121074797, Sport: ,Basketball, Time: ,Fri Oct 09 01:00:00 CEST 2015, Time: ,Fri Oct 09 01:00:00 CEST 2015, Event: ,Cleveland @ Philadelphia, Favorite: ,Cleveland, 13112   size:2.38,Price: ,1.65,Philadelphia, 13103   size:5.42,Price: ,2.38,x
1.121074794, Sport: ,Basketball, Time: ,Fri Oct 09 01:30:00 CEST 2015, Time: ,Fri Oct 09 01:30:00 CEST 2015, Event: ,Brooklyn @ Detroit, Favorite: ,Detroit, 13111   size:2.64,Price: ,1.25,Brooklyn, 6758557   size:2.65,Price: ,4.6,x
1.121016042, Sport: ,Soccer, Time: ,Fri Oct 09 03:30:00 CEST 2015, Time: ,Fri Oct 09 03:30:00 CEST 2015, Event: ,Panama v Trinidad and Tobago, Favorite: ,Panama, 520320   size:14.63,Price: ,1.75,Trinidad and Tobago, 386879   size:88.18,Price: ,6.4,The Draw, 58805   size:329.06,Price: ,3.55,x
1.120994160, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Portugal v Denmark, Favorite: ,Portugal, 19   size:6283.45,Price: ,2.04,Denmark, 32   size:1231.32,Price: ,6.8,The Draw, 58805   size:14.82,Price: ,2.68,ok
1.121074819, Sport: ,Basketball, Time: ,Fri Oct 09 03:00:00 CEST 2015, Time: ,Fri Oct 09 03:00:00 CEST 2015, Event: ,Maccabi Haifa @ Memphis, Favorite: ,Memphis, 119812   size:2.55,Price: ,1.05,Maccabi Haifa, 4953243   size:8.43,Price: ,2.26,ok
1.121120482, Sport: ,Tennis, Time: ,Thu Oct 08 22:00:00 CEST 2015, Time: ,Thu Oct 08 22:00:00 CEST 2015, Event: ,Townsend v Glatch, Favorite: ,Alexa Glatch, 2481491   size:4.21,Price: ,1.47,Taylor Townsend, 7066166   size:13.58,Price: ,2.78,ok
1.121120681, Sport: ,Tennis, Time: ,Thu Oct 08 21:30:00 CEST 2015, Time: ,Thu Oct 08 21:30:00 CEST 2015, Event: ,Ahn v Min, Favorite: ,Grace Min, 6280340   size:149.35,Price: ,1.36,Kristie Ahn, 7445679   size:21.99,Price: ,1.86,ok
1.121074815, Sport: ,Basketball, Time: ,Fri Oct 09 04:00:00 CEST 2015, Time: ,Fri Oct 09 04:00:00 CEST 2015, Event: ,Golden State @ Portland, Favorite: ,Golden State, 13126   size:3.13,Price: ,1.45,Portland, 13129   size:21.72,Price: ,2.96,x
1.121120682, Sport: ,Tennis, Time: ,Fri Oct 09 01:30:00 CEST 2015, Time: ,Fri Oct 09 01:30:00 CEST 2015, Event: ,Rodriguez v Caregaro, Favorite: ,Victoria Rodriguez, 7082844   size:29.64,Price: ,1.47,Martina Caregaro, 4845690   size:2.55,Price: ,2.68,x
1.121107467, Sport: ,Ice Hockey, Time: ,Fri Oct 09 01:35:00 CEST 2015, Time: ,Fri Oct 09 01:35:00 CEST 2015, Event: ,Philadelphia @ Tampa Bay, Favorite: ,Tampa Bay, 2109715   size:321.54,Price: ,1.91,Philadelphia, 2109791   size:123.5,Price: ,3.65,Tie, 60104   size:119.98,Price: ,4.5,x
1.121120923, Sport: ,Golf, Time: ,Fri Oct 09 03:20:00 CEST 2015, Time: ,Fri Oct 09 03:20:00 CEST 2015, Event: ,Holmes/Watson v Leishman/Bowditch, Favorite: ,Holmes/Watson, 10395647   size:2632.54,Price: ,1.78,Leishman/Bowditch, 10395648   size:128.5,Price: ,3.05,Tie, 39905   size:49.03,Price: ,7.0,ok
1.120992734, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Albania v Serbia, Favorite: ,The Draw, 58805   size:461.06,Price: ,2.22,Albania, 15285   size:52.78,Price: ,4.2,Serbia, 412319   size:1895.36,Price: ,3.1,x
1.121120921, Sport: ,Golf, Time: ,Fri Oct 09 03:05:00 CEST 2015, Time: ,Fri Oct 09 03:05:00 CEST 2015, Event: ,Z Johnson/Mickelson v Scott/Day, Favorite: ,Scott/Day, 10395646   size:3.01,Price: ,2.06,Z Johnson/Mickelson, 10395645   size:103.67,Price: ,2.54,Tie, 39905   size:107.71,Price: ,6.6,x
1.121120917, Sport: ,Golf, Time: ,Fri Oct 09 02:35:00 CEST 2015, Time: ,Fri Oct 09 02:35:00 CEST 2015, Event: ,D Johnson/Spieth v Oosthuizen/Grace, Favorite: ,D Johnson/Spieth, 10395643   size:19.01,Price: ,1.92,Oosthuizen/Grace, 10391798   size:362.51,Price: ,2.8,Tie, 39905   size:70.7,Price: ,6.6,x
1.121107781, Sport: ,Baseball, Time: ,Thu Oct 08 21:37:00 CEST 2015, Time: ,Thu Oct 08 21:37:00 CEST 2015, Event: ,TEX @ TOR, Favorite: ,Toronto (D Price), 10108182   size:111.0,Price: ,1.36,Texas (Y Gallardo), 9378796   size:16.01,Price: ,2.5,x
1.121107462, Sport: ,Ice Hockey, Time: ,Fri Oct 09 01:05:00 CEST 2015, Time: ,Fri Oct 09 01:05:00 CEST 2015, Event: ,Ottawa @ Buffalo, Favorite: ,Ottawa, 2108072   size:499.87,Price: ,2.28,Buffalo, 4427593   size:11.75,Price: ,3.05,Tie, 60104   size:4.73,Price: ,4.2,ok
1.121005520, Sport: ,Soccer, Time: ,Fri Oct 09 01:30:00 CEST 2015, Time: ,Fri Oct 09 01:30:00 CEST 2015, Event: ,Chile v Brazil, Favorite: ,Chile, 15300   size:172.76,Price: ,2.46,Brazil, 1408   size:66.94,Price: ,3.3,The Draw, 58805   size:3188.48,Price: ,3.35,ok
1.121107189, Sport: ,Tennis, Time: ,Fri Oct 09 00:00:00 CEST 2015, Time: ,Fri Oct 09 00:00:00 CEST 2015, Event: ,Sandgren v J Donaldson, Favorite: ,Jared Donaldson, 7413423   size:28.52,Price: ,1.41,Tennys Sandgren, 6604266   size:94.83,Price: ,3.15,ok
1.121090070, Sport: ,American Football, Time: ,Fri Oct 09 02:00:00 CEST 2015, Time: ,Fri Oct 09 02:00:00 CEST 2015, Event: ,SMU @ Houston, Favorite: ,Houston, 87483   size:23768.5,Price: ,1.03,SMU, 4242049   size:8.14,Price: ,16.0,ok
1.121005568, Sport: ,Soccer, Time: ,Fri Oct 09 02:00:00 CEST 2015, Time: ,Fri Oct 09 02:00:00 CEST 2015, Event: ,Argentina v Ecuador, Favorite: ,Argentina, 55212   size:702.79,Price: ,1.43,Ecuador, 15303   size:54.5,Price: ,9.8,The Draw, 58805   size:186.32,Price: ,4.8,x
1.121120919, Sport: ,Golf, Time: ,Fri Oct 09 02:50:00 CEST 2015, Time: ,Fri Oct 09 02:50:00 CEST 2015, Event: ,Fowler/Walker v Lee/Bae, Favorite: ,Fowler/Walker, 8870581   size:198.58,Price: ,1.93,Lee/Bae, 10395644   size:219.33,Price: ,2.78,Tie, 39905   size:106.74,Price: ,6.8,x
1.121090073, Sport: ,American Football, Time: ,Fri Oct 09 03:00:00 CEST 2015, Time: ,Fri Oct 09 03:00:00 CEST 2015, Event: ,Washington @ USC, Favorite: ,USC, 484731   size:384.43,Price: ,1.13,Washington, 2545123   size:34.06,Price: ,7.0,x
1.121074823, Sport: ,Basketball, Time: ,Fri Oct 09 05:00:00 CEST 2015, Time: ,Fri Oct 09 05:00:00 CEST 2015, Event: ,San Antonio @ Sacramento, Favorite: ,Sacramento, 13127   size:4.34,Price: ,1.72,San Antonio, 13121   size:8.39,Price: ,2.3,ok
1.120994030, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Northern Ireland v Greece, Favorite: ,Northern Ireland, 231384   size:299.88,Price: ,1.39,Greece, 15287   size:55.68,Price: ,15.5,The Draw, 58805   size:580.67,Price: ,4.5,ok
1.120993897, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Rep of Ireland v Germany, Favorite: ,Germany, 18   size:8288.19,Price: ,1.69,Rep of Ireland, 133244   size:6.77,Price: ,9.8,The Draw, 58805   size:8.86,Price: ,3.25,x
1.121074805, Sport: ,Basketball, Time: ,Fri Oct 09 01:00:00 CEST 2015, Time: ,Fri Oct 09 01:00:00 CEST 2015, Event: ,Orlando @ Indiana, Favorite: ,Indiana, 13116   size:6.78,Price: ,1.42,Orlando, 13104   size:2.64,Price: ,3.1,ok
1.121107457, Sport: ,Ice Hockey, Time: ,Fri Oct 09 01:05:00 CEST 2015, Time: ,Fri Oct 09 01:05:00 CEST 2015, Event: ,Winnipeg @ Boston, Favorite: ,Boston, 2112316   size:463.0,Price: ,2.36,Winnipeg, 5866888   size:21.11,Price: ,2.82,Tie, 60104   size:319.0,Price: ,3.9,x
1.121120411, Sport: ,Tennis, Time: ,Thu Oct 08 23:00:00 CEST 2015, Time: ,Thu Oct 08 23:00:00 CEST 2015, Event: ,Podoroska v Dominguez Lino, Favorite: ,Lourdes Dominguez Lino, 2256484   size:2.55,Price: ,1.53,Nadia Podoroska, 9042349   size:39.03,Price: ,2.74,ok
1.121120412, Sport: ,Darts, Time: ,Thu Oct 08 21:10:00 CEST 2015, Time: ,Thu Oct 08 21:10:00 CEST 2015, Event: ,Mensur Suljovic v Vincent van der Voort, Favorite: ,Vincent van der Voort, 2414388   size:10.2,Price: ,1.3,Mensur Suljovic, 2693783   size:339.55,Price: ,4.0,x
1.120992844, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,France v Armenia, Favorite: ,France, 24   size:6062.06,Price: ,1.05,Armenia, 29579   size:2.71,Price: ,190.0,The Draw, 58805   size:2.71,Price: ,19.5,ok
1.121120925, Sport: ,Golf, Time: ,Fri Oct 09 03:35:00 CEST 2015, Time: ,Fri Oct 09 03:35:00 CEST 2015, Event: ,Haas/Kirk v Jaidee/Schwartzel, Favorite: ,Jaidee/Schwartzel, 10395650   size:1661.06,Price: ,2.24,Haas/Kirk, 10395649   size:4.72,Price: ,2.3,Tie, 39905   size:74.27,Price: ,6.4,ok
1.121107134, Sport: ,Darts, Time: ,Thu Oct 08 22:10:00 CEST 2015, Time: ,Thu Oct 08 22:10:00 CEST 2015, Event: ,Mark Webster v Jelle Klaasen, Favorite: ,Jelle Klaasen, 2414411   size:200.07,Price: ,1.64,Mark Webster, 2409763   size:348.63,Price: ,2.54,x
1.121107490, Sport: ,Ice Hockey, Time: ,Fri Oct 09 03:05:00 CEST 2015, Time: ,Fri Oct 09 03:05:00 CEST 2015, Event: ,Minnesota @ Colorado, Favorite: ,Minnesota, 2109894   size:80.43,Price: ,2.52,Colorado, 2108117   size:95.38,Price: ,2.74,Tie, 60104   size:345.29,Price: ,3.9,ok
1.121120507, Sport: ,Tennis, Time: ,Thu Oct 08 22:15:00 CEST 2015, Time: ,Thu Oct 08 22:15:00 CEST 2015, Event: ,Brunstrom/Nielsen v Behar/Gonzales, Favorite: ,Brunstrom/Nielsen, 6677971   size:256.15,Price: ,1.25,Behar/Gonzales, 10248541   size:7.83,Price: ,4.7,ok
1.121107475, Sport: ,Ice Hockey, Time: ,Fri Oct 09 02:05:00 CEST 2015, Time: ,Fri Oct 09 02:05:00 CEST 2015, Event: ,Edmonton @ St.Louis, Favorite: ,St.Louis, 8960984   size:528.0,Price: ,1.88,Edmonton, 2109967   size:9.91,Price: ,3.75,Tie, 60104   size:322.0,Price: ,4.3,ok
1.121107322, Sport: ,Tennis, Time: ,Fri Oct 09 04:00:00 CEST 2015, Time: ,Fri Oct 09 04:00:00 CEST 2015, Event: ,G Simon v G Muller, Favorite: ,Gilles Simon, 2249345   size:299.79,Price: ,1.56,Gilles Muller, 2248579   size:68.62,Price: ,2.7,x
1.121074811, Sport: ,Basketball, Time: ,Fri Oct 09 03:00:00 CEST 2015, Time: ,Fri Oct 09 03:00:00 CEST 2015, Event: ,Chicago @ Denver, Favorite: ,Chicago, 13117   size:3.08,Price: ,1.76,Denver, 13124   size:2.64,Price: ,2.18,x
1.121107115, Sport: ,Darts, Time: ,Thu Oct 08 23:10:00 CEST 2015, Time: ,Thu Oct 08 23:10:00 CEST 2015, Event: ,Michael van Gerwen v Jamie Lewis, Favorite: ,Michael van Gerwen, 2475370   size:40412.72,Price: ,1.08,Jamie Lewis, 6432513   size:17.65,Price: ,12.5,ok
