1.122635005, Sport: ,Soccer, Time: ,Thu Jan 21 13:00:00 CET 2016, Time: ,Thu Jan 21 13:00:00 CET 2016, Event: ,Sanliurfaspor v Basaksehir, Favorite: ,Basaksehir, 10071088   size:28.12,Price: ,1.96,Sanliurfaspor, 2610482   size:3.69,Price: ,4.3,The Draw, 58805   size:25.31,Price: ,3.8,ok
1.122659455, Sport: ,Volleyball, Time: ,Thu Jan 21 18:00:00 CET 2016, Time: ,Thu Jan 21 18:00:00 CET 2016, Event: ,ACH Volley Ljubljana v Vojvodina NS Seme Novi , Favorite: ,Vojvodina Ns Seme Novi, 10472896   size:8.07,Price: ,1.84,Ach Volley Ljubljana, 6117119   size:7.09,Price: ,2.0,x
1.122674062, Sport: ,Tennis, Time: ,Thu Jan 21 11:00:00 CET 2016, Time: ,Thu Jan 21 11:00:00 CET 2016, Event: ,Agnes Bukta v Ani Amiraghyan, Favorite: ,Agnes Bukta, 7414061   size:192.76,Price: ,1.27,Ani Amiraghyan, 9626951   size:222.0,Price: ,1.37,x
1.122668837, Sport: ,Ice Hockey, Time: ,Fri Jan 22 01:05:00 CET 2016, Time: ,Fri Jan 22 01:05:00 CET 2016, Event: ,Vancouver @ Boston, Favorite: ,Boston, 2112316   size:2.59,Price: ,1.93,Vancouver, 2109691   size:7.68,Price: ,3.2,Tie, 60104   size:124.86,Price: ,3.75,x
1.122674063, Sport: ,Tennis, Time: ,Thu Jan 21 11:00:00 CET 2016, Time: ,Thu Jan 21 11:00:00 CET 2016, Event: ,Alessandra Gisonna v Mariana Drazic, Favorite: ,Mariana Drazic, 9626946   size:4.03,Price: ,1.1,Alessandra Gisonna, 10346977   size:3.66,Price: ,2.0,ok
1.122669529, Sport: ,Tennis, Time: ,Thu Jan 21 13:00:00 CET 2016, Time: ,Thu Jan 21 13:00:00 CET 2016, Event: ,Cristina Dinu v Nathalia Rossi, Favorite: ,Cristina Dinu, 7216240   size:2.59,Price: ,1.17,Nathalia Rossi, 4548295   size:5.77,Price: ,6.0,ok
1.122645610, Sport: ,Tennis, Time: ,Thu Jan 21 23:15:00 CET 2016, Time: ,Thu Jan 21 23:15:00 CET 2016, Event: ,Clezar/Neis v Eysseric/Reyes-Varela, Favorite: ,Clezar/Neis, 8861023   size:2.55,Price: ,1.56,Eysseric/Reyes-Varela, 10689060   size:4.24,Price: ,2.42,x
1.122646027, Sport: ,Basketball, Time: ,Thu Jan 21 20:30:00 CET 2016, Time: ,Thu Jan 21 20:30:00 CET 2016, Event: ,Laboral Kutxa v CSKA Moscow, Favorite: ,Laboral Kutxa, 7735599   size:3.19,Price: ,1.03,CSKA Moscow, 266272   size:2.22,Price: ,1.38,ok
1.122600897, Sport: ,Soccer, Time: ,Thu Jan 21 22:15:00 CET 2016, Time: ,Thu Jan 21 22:15:00 CET 2016, Event: ,Fram (W) v HK Vikingur (W), Favorite: ,Fram (W), 5431512   size:7.86,Price: ,1.07,HK Vikingur (W), 5330937   size:7.86,Price: ,1.07,The Draw, 58805   size:15.59,Price: ,2.88,x
1.122667183, Sport: ,Soccer, Time: ,Thu Jan 21 15:00:00 CET 2016, Time: ,Thu Jan 21 15:00:00 CET 2016, Event: ,Israel (W) v Ukraine (W), Favorite: ,Ukraine (W), 3377768   size:3.65,Price: ,1.35,Israel (W), 5817552   size:12.63,Price: ,6.8,The Draw, 58805   size:3.56,Price: ,4.5,x
1.122646020, Sport: ,Basketball, Time: ,Thu Jan 21 19:00:00 CET 2016, Time: ,Thu Jan 21 19:00:00 CET 2016, Event: ,Cedevita v Anadolu Efes, Favorite: ,Anadolu Efes, 5832279   size:102.59,Price: ,1.38,Cedevita, 4229279   size:10.67,Price: ,3.35,x
1.122582860, Sport: ,Soccer, Time: ,Thu Jan 21 12:15:00 CET 2016, Time: ,Thu Jan 21 12:15:00 CET 2016, Event: ,BFC Daugavpils v FK Ventspils, Favorite: ,FK Ventspils, 46957   size:2.55,Price: ,1.27,BFC Daugavpils, 8367606   size:6.29,Price: ,10.5,The Draw, 58805   size:14.27,Price: ,5.7,ok
1.122674065, Sport: ,Tennis, Time: ,Thu Jan 21 12:30:00 CET 2016, Time: ,Thu Jan 21 12:30:00 CET 2016, Event: ,Cemre Anil v Ekaterine Gorgodze, Favorite: ,Ekaterine Gorgodze, 6531033   size:17.9,Price: ,1.02,Cemre Anil, 9628315   size:2.71,Price: ,1.08,ok
1.122581257, Sport: ,Soccer, Time: ,Thu Jan 21 17:00:00 CET 2016, Time: ,Thu Jan 21 17:00:00 CET 2016, Event: ,Estonia U21 v Russia U21, Favorite: ,Russia U21, 354489   size:25.9,Price: ,1.64,Estonia U21, 210055   size:16.12,Price: ,5.7,The Draw, 58805   size:24.81,Price: ,4.3,ok
1.122659846, Sport: ,Ice Hockey, Time: ,Thu Jan 21 17:30:00 CET 2016, Time: ,Thu Jan 21 17:30:00 CET 2016, Event: ,Vityaz Podolsk v Severstal Cherepovec, Favorite: ,Vityaz Podolsk, 7675138   size:52.0,Price: ,2.4,Severstal Cherepovec, 1252388   size:21.0,Price: ,2.58,Tie, 60104   size:54.99,Price: ,4.3,x
1.122659843, Sport: ,Ice Hockey, Time: ,Thu Jan 21 19:00:00 CET 2016, Time: ,Thu Jan 21 19:00:00 CET 2016, Event: ,Timraa IK v Asploven HC, Favorite: ,Tie, 60104   size:42.1,Price: ,1.19,Timraa IK, 10659460   size:2.4,Price: ,1.83,Asploven HC, 7669828   size:29.63,Price: ,1.27,x
1.122659476, Sport: ,Volleyball, Time: ,Thu Jan 21 18:00:00 CET 2016, Time: ,Thu Jan 21 18:00:00 CET 2016, Event: ,Ziraat Bankasi Ankara v VfB Friedrichshafen, Favorite: ,Ziraat Bankasi Ankara, 5119175   size:3.94,Price: ,1.27,VfB Friedrichshafen, 2281578   size:7.48,Price: ,4.2,ok
1.122659871, Sport: ,Ice Hockey, Time: ,Thu Jan 21 17:30:00 CET 2016, Time: ,Thu Jan 21 17:30:00 CET 2016, Event: ,HC Spartak Moscow v Amur Khabarovsk, Favorite: ,HC Spartak Moscow, 10698101   size:22.3,Price: ,1.99,Amur Khabarovsk, 2056879   size:62.36,Price: ,3.3,Tie, 60104   size:53.0,Price: ,4.3,ok
1.122679443, Sport: ,Soccer, Time: ,Thu Jan 21 14:00:00 CET 2016, Time: ,Thu Jan 21 14:00:00 CET 2016, Event: ,FC Nurnberg v SV Grodig, Favorite: ,FC Nurnberg, 10741410   size:8.54,Price: ,1.99,SV Grodig, 3164532   size:110.52,Price: ,3.85,The Draw, 58805   size:6.31,Price: ,3.75,ok
1.122660108, Sport: ,Ice Hockey, Time: ,Thu Jan 21 15:00:00 CET 2016, Time: ,Thu Jan 21 15:00:00 CET 2016, Event: ,HC Yugra Khanty-Mansiys v HC Lada Togliatti, Favorite: ,HC Yugra Khanty-Mansiys, 10698158   size:6.82,Price: ,2.42,HC Lada Togliatti, 10698146   size:6.79,Price: ,2.6,Tie, 60104   size:27.26,Price: ,3.85,x
1.122679200, Sport: ,Tennis, Time: ,Thu Jan 21 15:00:00 CET 2016, Time: ,Thu Jan 21 15:00:00 CET 2016, Event: ,Torebko v J Pereira, Favorite: ,Jose Pereira, 8174361   size:2.59,Price: ,1.53,Peter Torebko, 5829498   size:2.55,Price: ,2.58,x
1.122659472, Sport: ,Volleyball, Time: ,Thu Jan 21 18:00:00 CET 2016, Time: ,Thu Jan 21 18:00:00 CET 2016, Event: ,Lotos Trefl Gdansk v Modena Volley, Favorite: ,Modena Volley, 8152103   size:2.59,Price: ,1.03,Lotos Trefl Gdansk, 6008912   size:18.0,Price: ,1.49,x
1.122645628, Sport: ,Tennis, Time: ,Thu Jan 21 18:00:00 CET 2016, Time: ,Thu Jan 21 18:00:00 CET 2016, Event: ,Monteiro/Sakamoto v Sabanov/Sabanov, Favorite: ,Sabanov/Sabanov, 10107989   size:8.56,Price: ,1.38,Monteiro/Sakamoto, 10302603   size:5.98,Price: ,3.2,ok
1.122679286, Sport: ,Tennis, Time: ,Thu Jan 21 15:00:00 CET 2016, Time: ,Thu Jan 21 15:00:00 CET 2016, Event: ,Ramirez Hidalgo v Neis, Favorite: ,Ruben Ramirez Hidalgo, 2257299   size:2.59,Price: ,1.34,Fabricio Neis, 8326758   size:3.94,Price: ,3.6,ok
1.122634979, Sport: ,Soccer, Time: ,Thu Jan 21 11:00:00 CET 2016, Time: ,Thu Jan 21 11:00:00 CET 2016, Event: ,Ahmed SK v Bandirmaspor, Favorite: ,Ahmed SK, 10292627   size:22.05,Price: ,1.47,Bandirmaspor, 4985299   size:11.43,Price: ,7.2,The Draw, 58805   size:91.33,Price: ,4.9,x
1.122679281, Sport: ,Tennis, Time: ,Thu Jan 21 17:00:00 CET 2016, Time: ,Thu Jan 21 17:00:00 CET 2016, Event: ,Sofia Kenin v Ons Jabeur, Favorite: ,Ons Jabeur, 6161111   size:3.78,Price: ,1.21,Sofia Kenin, 9149629   size:7.14,Price: ,4.3,x
1.122666321, Sport: ,Soccer, Time: ,Thu Jan 21 11:30:00 CET 2016, Time: ,Thu Jan 21 11:30:00 CET 2016, Event: ,Elche v Videoton, Favorite: ,Elche, 309111   size:3.86,Price: ,2.38,Videoton, 427649   size:3.59,Price: ,2.48,The Draw, 58805   size:10.91,Price: ,3.75,ok
1.122645588, Sport: ,Tennis, Time: ,Thu Jan 21 21:30:00 CET 2016, Time: ,Thu Jan 21 21:30:00 CET 2016, Event: ,Martin/Peralta v Galdos/Lindell, Favorite: ,Martin/Peralta, 10728289   size:3.41,Price: ,1.46,Galdos/Lindell, 10707077   size:4.4,Price: ,2.68,ok
1.122666961, Sport: ,Soccer, Time: ,Thu Jan 21 15:30:00 CET 2016, Time: ,Thu Jan 21 15:30:00 CET 2016, Event: ,Portuguesa (Ven) v Deportivo Lara, Favorite: ,Deportivo Lara, 4908157   size:12.34,Price: ,2.26,Portuguesa (Ven), 8780076   size:8.83,Price: ,3.25,The Draw, 58805   size:7.69,Price: ,3.4,x
1.122576924, Sport: ,Soccer, Time: ,Thu Jan 21 20:45:00 CET 2016, Time: ,Thu Jan 21 20:45:00 CET 2016, Event: ,Gent v Club Brugge, Favorite: ,Gent, 350594   size:188.54,Price: ,2.22,Club Brugge, 10762   size:212.79,Price: ,3.6,The Draw, 58805   size:1605.98,Price: ,3.6,ok
1.122667017, Sport: ,Soccer, Time: ,Thu Jan 21 21:30:00 CET 2016, Time: ,Thu Jan 21 21:30:00 CET 2016, Event: ,Trujillanos v Llaneros, Favorite: ,Trujillanos, 1224046   size:4.01,Price: ,1.93,Llaneros, 7658017   size:2.46,Price: ,3.15,The Draw, 58805   size:2.46,Price: ,3.15,x
1.122668864, Sport: ,Ice Hockey, Time: ,Fri Jan 22 01:35:00 CET 2016, Time: ,Fri Jan 22 01:35:00 CET 2016, Event: ,Carolina @ Toronto, Favorite: ,Toronto, 2108073   size:4.47,Price: ,2.32,Carolina, 2108027   size:4.24,Price: ,2.52,Tie, 60104   size:4.03,Price: ,3.65,x
1.122646035, Sport: ,Basketball, Time: ,Thu Jan 21 18:00:00 CET 2016, Time: ,Thu Jan 21 18:00:00 CET 2016, Event: ,Lokomotiv Kuban v Panathinaikos Athens, Favorite: ,Lokomotiv Kuban, 5508059   size:13.0,Price: ,1.58,Panathinaikos, 266270   size:15.07,Price: ,2.62,ok
1.122666681, Sport: ,Soccer, Time: ,Fri Jan 22 00:30:00 CET 2016, Time: ,Fri Jan 22 00:30:00 CET 2016, Event: ,Belo Jardim FC v CA do Porto, Favorite: ,CA do Porto, 9143644   size:2.02,Price: ,2.26,Belo Jardim FC, 6185732   size:4.09,Price: ,2.96,The Draw, 58805   size:24.05,Price: ,3.0,ok
1.122668344, Sport: ,Basketball, Time: ,Fri Jan 22 02:05:00 CET 2016, Time: ,Fri Jan 22 02:05:00 CET 2016, Event: ,Los Angeles Clippers @ Cleveland Cavaliers, Favorite: ,LA Clippers, 237489   size:2.55,Price: ,1.29,Cleveland, 13112   size:130.0,Price: ,1.34,x
1.122679323, Sport: ,Tennis, Time: ,Thu Jan 21 19:45:00 CET 2016, Time: ,Thu Jan 21 19:45:00 CET 2016, Event: ,Andreozzi v And Martin, Favorite: ,Guido Andreozzi, 6603914   size:2.96,Price: ,1.55,Andrej Martin, 5071877   size:34.06,Price: ,2.5,x
1.122659876, Sport: ,Ice Hockey, Time: ,Thu Jan 21 18:30:00 CET 2016, Time: ,Thu Jan 21 18:30:00 CET 2016, Event: ,HC Dinamo Riga v Sibir Novosibirsk, Favorite: ,Sibir Novosibirsk, 1252389   size:4.11,Price: ,2.4,HC Dinamo Riga, 10698099   size:54.0,Price: ,2.72,Tie, 60104   size:60.19,Price: ,4.1,x
1.122659479, Sport: ,Volleyball, Time: ,Thu Jan 21 14:00:00 CET 2016, Time: ,Thu Jan 21 14:00:00 CET 2016, Event: ,Telekom Baku v Fenerbahce Grundig, Favorite: ,Fenerbahce Grundig, 8966845   size:2.59,Price: ,1.03,Telekom Baku, 10463753   size:4.29,Price: ,4.0,ok
1.122659465, Sport: ,Volleyball, Time: ,Thu Jan 21 20:30:00 CET 2016, Time: ,Thu Jan 21 20:30:00 CET 2016, Event: ,Euphony Asse-Lennik v Dragons Lugano, Favorite: ,Euphony Asse-Lennik, 6068588   size:2.55,Price: ,1.3,DRAGONS LUGANO, 10444789   size:2.55,Price: ,3.65,ok
1.122659861, Sport: ,Ice Hockey, Time: ,Thu Jan 21 15:00:00 CET 2016, Time: ,Thu Jan 21 15:00:00 CET 2016, Event: ,M. Magnitogorsk v AK Bars Kazan, Favorite: ,M. Magnitogorsk, 10698151   size:22.0,Price: ,2.1,Ak Bars Kazan, 2362558   size:64.43,Price: ,3.15,Tie, 60104   size:64.09,Price: ,4.1,x
1.122667924, Sport: ,Soccer, Time: ,Thu Jan 21 17:00:00 CET 2016, Time: ,Thu Jan 21 17:00:00 CET 2016, Event: ,Cameroon A v Ethiopia A, Favorite: ,Cameroon A, 10709690   size:30.11,Price: ,1.64,Ethiopia A, 8198992   size:41.61,Price: ,7.2,The Draw, 58805   size:96.26,Price: ,3.7,x
1.122659462, Sport: ,Volleyball, Time: ,Thu Jan 21 18:00:00 CET 2016, Time: ,Thu Jan 21 18:00:00 CET 2016, Event: ,Dukla Liberec v Knack Roeselare, Favorite: ,Knack Roeselare, 4410972   size:2.59,Price: ,1.03,Dukla Liberec, 8076708   size:3.52,Price: ,4.6,ok
1.122668859, Sport: ,Ice Hockey, Time: ,Fri Jan 22 01:05:00 CET 2016, Time: ,Fri Jan 22 01:05:00 CET 2016, Event: ,Calgary @ Columbus, Favorite: ,Columbus, 2114347   size:2.02,Price: ,2.26,Calgary, 975675   size:4.36,Price: ,2.52,Tie, 60104   size:3.74,Price: ,3.95,x
1.122667409, Sport: ,Soccer, Time: ,Thu Jan 21 21:30:00 CET 2016, Time: ,Thu Jan 21 21:30:00 CET 2016, Event: ,V de Santa Brigida v CD Mostoles, Favorite: ,V de Santa Brigida, 2522836   size:2.55,Price: ,1.97,CD Mostoles, 9453568   size:2.55,Price: ,3.65,The Draw, 58805   size:4.0,Price: ,3.1,x
1.122668852, Sport: ,Ice Hockey, Time: ,Fri Jan 22 01:05:00 CET 2016, Time: ,Fri Jan 22 01:05:00 CET 2016, Event: ,Philadelphia @ Pittsburgh, Favorite: ,Pittsburgh, 2115995   size:4.8,Price: ,2.02,Philadelphia, 2109791   size:4.0,Price: ,3.05,Tie, 60104   size:3.69,Price: ,4.1,ok
1.122668334, Sport: ,Basketball, Time: ,Fri Jan 22 02:05:00 CET 2016, Time: ,Fri Jan 22 02:05:00 CET 2016, Event: ,Detroit Pistons @ New Orleans Pelicans, Favorite: ,New Orleans, 6860646   size:5.0,Price: ,1.83,Detroit, 13111   size:5.0,Price: ,2.1,ok
1.122669786, Sport: ,Tennis, Time: ,Fri Jan 22 05:00:00 CET 2016, Time: ,Fri Jan 22 05:00:00 CET 2016, Event: ,Chiudinelli v Zhe Li, Favorite: ,Marco Chiudinelli, 2263632   size:35.66,Price: ,1.27,Zhe Li, 5038271   size:12.16,Price: ,3.8,ok
1.122668611, Sport: ,Ice Hockey, Time: ,Thu Jan 21 18:30:00 CET 2016, Time: ,Thu Jan 21 18:30:00 CET 2016, Event: ,Stjernen Hockey v Kongsvinger IL, Favorite: ,Stjernen Hockey, 4138404   size:3.69,Price: ,1.24,Kongsvinger IL, 8870539   size:65.53,Price: ,8.2,Tie, 60104   size:65.6,Price: ,7.2,ok
1.122666791, Sport: ,Soccer, Time: ,Thu Jan 21 11:00:00 CET 2016, Time: ,Thu Jan 21 11:00:00 CET 2016, Event: ,Viitorul Constanta v Koper, Favorite: ,Viitorul Constanta, 5431165   size:33.15,Price: ,1.35,Koper, 166903   size:2.59,Price: ,10.5,The Draw, 58805   size:5.19,Price: ,5.8,ok
1.122666395, Sport: ,Soccer, Time: ,Thu Jan 21 10:30:00 CET 2016, Time: ,Thu Jan 21 10:30:00 CET 2016, Event: ,FK Jablonec v Zizkov, Favorite: ,FK Jablonec, 367578   size:35.88,Price: ,1.14,Zizkov, 50333   size:26.33,Price: ,14.0,The Draw, 58805   size:2.59,Price: ,10.0,ok
1.122668057, Sport: ,Basketball, Time: ,Thu Jan 21 17:30:00 CET 2016, Time: ,Thu Jan 21 17:30:00 CET 2016, Event: ,Nilan Bisons v Pyrinto Tampere, Favorite: ,Nilan Bisons, 7749519   size:2.55,Price: ,1.3,Pyrinto Tampere, 7749531   size:6.98,Price: ,3.8,ok
1.122646043, Sport: ,Basketball, Time: ,Thu Jan 21 20:45:00 CET 2016, Time: ,Thu Jan 21 20:45:00 CET 2016, Event: ,Real Madrid v Barcelona, Favorite: ,Real Madrid, 266274   size:17.82,Price: ,1.6,Barcelona, 266269   size:2.55,Price: ,2.44,x
1.122581153, Sport: ,Soccer, Time: ,Thu Jan 21 10:00:00 CET 2016, Time: ,Thu Jan 21 10:00:00 CET 2016, Event: ,Belarus U21 v Moldova U21, Favorite: ,Belarus U21, 210050   size:7.67,Price: ,2.54,Moldova U21, 231969   size:7.15,Price: ,3.25,The Draw, 58805   size:26.9,Price: ,3.15,ok
1.122667240, Sport: ,Soccer, Time: ,Thu Jan 21 14:30:00 CET 2016, Time: ,Thu Jan 21 14:30:00 CET 2016, Event: ,Al Fahaheel v Al Sahel, Favorite: ,Al Fahaheel, 10372081   size:2.55,Price: ,2.5,Al Sahel, 9315584   size:2.55,Price: ,2.6,The Draw, 58805   size:4.59,Price: ,3.75,x
1.122659508, Sport: ,Ice Hockey, Time: ,Thu Jan 21 19:00:00 CET 2016, Time: ,Thu Jan 21 19:00:00 CET 2016, Event: ,Frolunda HC v Brynas IF, Favorite: ,Frolunda HC, 927578   size:3.03,Price: ,1.65,Brynas IF, 61438   size:73.55,Price: ,4.7,Tie, 60104   size:94.0,Price: ,4.8,ok
1.122659866, Sport: ,Ice Hockey, Time: ,Thu Jan 21 17:30:00 CET 2016, Time: ,Thu Jan 21 17:30:00 CET 2016, Event: ,Jokerit Helsinki v Metallurg Novokuznetsk, Favorite: ,Jokerit Helsinki, 315116   size:99.83,Price: ,1.44,Metallurg Novokuznetsk, 3312408   size:49.63,Price: ,6.6,Tie, 60104   size:22.0,Price: ,5.9,ok
1.122659468, Sport: ,Volleyball, Time: ,Thu Jan 21 20:25:00 CET 2016, Time: ,Thu Jan 21 20:25:00 CET 2016, Event: ,Hypo Tirol Volleyballte v Halkbank Ankara, Favorite: ,Halkbank Ankara, 2789396   size:3.9,Price: ,1.28,Hypo Tirol Volleyballte, 10381394   size:11.08,Price: ,3.75,ok
1.122634994, Sport: ,Soccer, Time: ,Thu Jan 21 17:30:00 CET 2016, Time: ,Thu Jan 21 17:30:00 CET 2016, Event: ,Giresunspor v Antalyaspor, Favorite: ,Antalyaspor, 113188   size:17.19,Price: ,2.12,Giresunspor, 1341524   size:29.18,Price: ,3.75,The Draw, 58805   size:61.83,Price: ,3.6,ok
1.122659498, Sport: ,Volleyball, Time: ,Thu Jan 21 11:00:00 CET 2016, Time: ,Thu Jan 21 11:00:00 CET 2016, Event: ,Cheonan Hyundai Capital v Deajeon Bluefangs, Favorite: ,Cheonan Hyundai Capital, 10391679   size:2.63,Price: ,1.9,Deajeon Bluefangs, 10389009   size:8.23,Price: ,2.02,ok
1.122666904, Sport: ,Soccer, Time: ,Thu Jan 21 23:30:00 CET 2016, Time: ,Thu Jan 21 23:30:00 CET 2016, Event: ,Aragua v Urena, Favorite: ,Aragua, 3284244   size:2.55,Price: ,1.64,Urena, 9990099   size:21.65,Price: ,4.0,The Draw, 58805   size:37.52,Price: ,3.45,x
