1.121395959, Sport: ,Cricket, Time: ,Sun Nov 01 13:30:00 CET 2015, Time: ,Sun Nov 01 13:30:00 CET 2015, Event: ,Titans v Dolphins, Favorite: ,Titans, 1254317   size:8.16,Price: ,1.91,Dolphins, 4294273   size:23.37,Price: ,1.95,x
1.121599251, Sport: ,Soccer, Time: ,Sun Nov 01 12:15:00 CET 2015, Time: ,Sun Nov 01 12:15:00 CET 2015, Event: ,CCD Cerceda v UD Barbadas-Bentraces, Favorite: ,CCD Cerceda, 5595026   size:4.15,Price: ,1.07,UD Barbadas-Bentraces, 8325330   size:4.15,Price: ,1.07,The Draw, 58805   size:2.8,Price: ,1.25,x
1.121529023, Sport: ,Basketball, Time: ,Sun Nov 01 17:00:00 CET 2015, Time: ,Sun Nov 01 17:00:00 CET 2015, Event: ,Ratiopharm Ulm v Brose Baskets, Favorite: ,Brose Baskets, 2158509   size:161.36,Price: ,1.36,Ratiopharm Ulm, 2114275   size:14.28,Price: ,3.1,ok
1.121557214, Sport: ,Handball, Time: ,Sun Nov 01 15:00:00 CET 2015, Time: ,Sun Nov 01 15:00:00 CET 2015, Event: ,Flensburg Handewitt v Magdeburg, Favorite: ,Flensburg Handewitt, 4506561   size:4.72,Price: ,1.23,Magdeburg, 2531263   size:6.24,Price: ,5.7,Draw, 330157   size:41.32,Price: ,9.6,ok
1.121555314, Sport: ,Handball, Time: ,Sun Nov 01 17:30:00 CET 2015, Time: ,Sun Nov 01 17:30:00 CET 2015, Event: ,Podravka Vegeta v Loiret, Favorite: ,Podravka Vegeta, 3379967   size:302.8,Price: ,1.01,Loiret, 10423396   size:2.8,Price: ,1.01,Draw, 330157   size:2.8,Price: ,1.01,x
1.121607645, Sport: ,Soccer, Time: ,Sun Nov 01 10:00:00 CET 2015, Time: ,Sun Nov 01 10:00:00 CET 2015, Event: ,FK Krumkachy Minsk v FK Zorka BDU Minsk, Favorite: ,FK Krumkachy Minsk, 9414498   size:3.06,Price: ,1.3,FK Zorka BDU Minsk, 7457397   size:3.89,Price: ,9.0,The Draw, 58805   size:2.15,Price: ,5.1,x
1.121599377, Sport: ,Soccer, Time: ,Sun Nov 01 12:00:00 CET 2015, Time: ,Sun Nov 01 12:00:00 CET 2015, Event: ,AE Prat v UE Figueres, Favorite: ,UE Figueres, 7156507   size:4.15,Price: ,1.07,AE Prat, 5878427   size:5.0,Price: ,1.08,The Draw, 58805   size:5.0,Price: ,1.89,x
1.121599653, Sport: ,Soccer, Time: ,Sun Nov 01 12:00:00 CET 2015, Time: ,Sun Nov 01 12:00:00 CET 2015, Event: ,CF Pozuelo de Alarcon v CDA Navalcarnero, Favorite: ,The Draw, 58805   size:4.59,Price: ,1.25,CF Pozuelo de Alarcon, 9301050   size:2.07,Price: ,2.8,CDA Navalcarnero, 9376533   size:2.61,Price: ,2.22,ok
1.121522517, Sport: ,Ice Hockey, Time: ,Sun Nov 01 17:30:00 CET 2015, Time: ,Sun Nov 01 17:30:00 CET 2015, Event: ,Medvescak Zagreb v Slovan Bratislava, Favorite: ,Medvescak Zagreb, 4182882   size:51.0,Price: ,2.26,Slovan Bratislava, 1357713   size:59.0,Price: ,2.8,Tie, 60104   size:59.0,Price: ,4.1,ok
1.121529015, Sport: ,Basketball, Time: ,Sun Nov 01 17:00:00 CET 2015, Time: ,Sun Nov 01 17:00:00 CET 2015, Event: ,Bayern Munchen v Gottingen, Favorite: ,Bayern Munchen, 5859175   size:2.55,Price: ,1.05,Gottingen, 2566190   size:2.55,Price: ,1.27,ok
1.121599140, Sport: ,Soccer, Time: ,Sun Nov 01 17:00:00 CET 2015, Time: ,Sun Nov 01 17:00:00 CET 2015, Event: ,Lorca Deportivo CF v CAP Ciudad Murcia, Favorite: ,Lorca Deportivo CF, 10243205   size:4.15,Price: ,1.07,CAP Ciudad Murcia, 10243065   size:4.15,Price: ,1.07,The Draw, 58805   size:2.8,Price: ,1.25,ok
1.121529011, Sport: ,Basketball, Time: ,Sun Nov 01 17:30:00 CET 2015, Time: ,Sun Nov 01 17:30:00 CET 2015, Event: ,Strasbourg v Monaco, Favorite: ,Strasbourg, 1193143   size:414.78,Price: ,1.17,Monaco, 8074967   size:2.55,Price: ,1.72,ok
1.121529098, Sport: ,Basketball, Time: ,Sun Nov 01 10:00:00 CET 2015, Time: ,Sun Nov 01 10:00:00 CET 2015, Event: ,Jeonju KCC Egis v Ulsan Mobis Phoebus, Favorite: ,Ulsan Mobis Phoebus, 8998222   size:2.55,Price: ,1.51,Jeonju KCC Egis, 8148243   size:23.22,Price: ,2.74,x
1.121610824, Sport: ,Tennis, Time: ,Sun Nov 01 17:00:00 CET 2015, Time: ,Sun Nov 01 17:00:00 CET 2015, Event: ,Ju Gomez v Kretschmer, Favorite: ,Gero Kretschmer, 8259773   size:2.9,Price: ,1.1,Juan Sebastian Gomez, 8826915   size:2.55,Price: ,1.37,ok
1.121354968, Sport: ,American Football, Time: ,Sun Nov 01 19:00:00 CET 2015, Time: ,Sun Nov 01 19:00:00 CET 2015, Event: ,San Diego @ Baltimore, Favorite: ,Baltimore Ravens, 50205   size:21.02,Price: ,1.54,San Diego Chargers, 50215   size:309.0,Price: ,2.76,ok
1.121598973, Sport: ,Soccer, Time: ,Sun Nov 01 17:00:00 CET 2015, Time: ,Sun Nov 01 17:00:00 CET 2015, Event: ,CD Acero v Ontinyent CF, Favorite: ,CD Acero, 6797364   size:4.15,Price: ,1.07,Ontinyent CF, 9320419   size:4.15,Price: ,1.07,The Draw, 58805   size:2.8,Price: ,1.25,x
1.121599029, Sport: ,Soccer, Time: ,Sun Nov 01 16:00:00 CET 2015, Time: ,Sun Nov 01 16:00:00 CET 2015, Event: ,Elche Ilicitano v Crevillente Deportivo, Favorite: ,Elche Ilicitano, 10243224   size:4.15,Price: ,1.07,Crevillente Deportivo, 5260593   size:4.15,Price: ,1.07,The Draw, 58805   size:2.8,Price: ,1.25,ok
1.121444545, Sport: ,Soccer, Time: ,Sun Nov 01 18:30:00 CET 2015, Time: ,Sun Nov 01 18:30:00 CET 2015, Event: ,Oleksandria v Vorskla, Favorite: ,Vorskla, 2017721   size:2.78,Price: ,2.4,Oleksandria, 5618507   size:2.78,Price: ,3.05,The Draw, 58805   size:2.78,Price: ,3.35,x
