1.120994735, Sport: ,Ice Hockey, Time: ,Tue Oct 06 20:00:00 CEST 2015, Time: ,Tue Oct 06 20:00:00 CEST 2015, Event: ,Lulea v Farjestad, Favorite: ,Lulea, 337769   size:8.16,Price: ,2.12,Farjestad, 237392   size:142.88,Price: ,2.86,Tie, 60104   size:7.02,Price: ,3.95,x
1.121062053, Sport: ,Tennis, Time: ,Tue Oct 06 20:30:00 CEST 2015, Time: ,Tue Oct 06 20:30:00 CEST 2015, Event: ,Marchenko v Gigounon, Favorite: ,Illya Marchenko, 3691700   size:62.92,Price: ,1.22,Germain Gigounon, 8174343   size:35.63,Price: ,4.8,ok
1.121044988, Sport: ,Basketball, Time: ,Tue Oct 06 20:00:00 CEST 2015, Time: ,Tue Oct 06 20:00:00 CEST 2015, Event: ,Lyon v Cholet, Favorite: ,Lyon, 1297016   size:277.16,Price: ,1.19,Cholet, 678099   size:12.0,Price: ,5.2,x
1.120975493, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Wrexham v Tranmere, Favorite: ,Wrexham, 63604   size:72.2,Price: ,2.2,Tranmere, 54004   size:219.55,Price: ,3.6,The Draw, 58805   size:234.63,Price: ,3.6,x
1.120976467, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Plymouth v Exeter, Favorite: ,Plymouth, 148733   size:193.33,Price: ,1.93,Exeter, 66243   size:66.28,Price: ,4.5,The Draw, 58805   size:215.62,Price: ,3.75,ok
1.120975499, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Airbus UK v Newtown, Favorite: ,Airbus UK, 3667303   size:121.86,Price: ,1.64,Newtown, 3667299   size:3.95,Price: ,5.6,The Draw, 58805   size:63.63,Price: ,4.3,x
1.121087191, Sport: ,Soccer, Time: ,Wed Oct 07 13:00:00 CEST 2015, Time: ,Wed Oct 07 13:00:00 CEST 2015, Event: ,Honved U19 v Szombathelyi H U19, Favorite: ,Honved U19, 6285228   size:10.7,Price: ,1.1,Szombathelyi H U19, 10180915   size:10.7,Price: ,1.1,The Draw, 58805   size:10.7,Price: ,1.29,ok
1.121071851, Sport: ,Soccer, Time: ,Tue Oct 06 20:00:00 CEST 2015, Time: ,Tue Oct 06 20:00:00 CEST 2015, Event: ,CA Brown (Res) v Barracas Central (Res), Favorite: ,CA Brown (Res), 10050177   size:2.77,Price: ,1.09,Barracas Central (Res), 10050161   size:2.77,Price: ,1.09,The Draw, 58805   size:36.36,Price: ,1.3,x
1.121073634, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Gresley v Romulus FC, Favorite: ,Romulus FC, 7693014   size:2.55,Price: ,2.36,Gresley, 8077169   size:2.4,Price: ,2.6,The Draw, 58805   size:2.55,Price: ,4.1,x
1.120975491, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Welling Utd v Bromley, Favorite: ,Bromley, 1282856   size:38.26,Price: ,2.58,Welling Utd, 1222695   size:54.16,Price: ,2.88,The Draw, 58805   size:270.9,Price: ,3.65,ok
1.121044975, Sport: ,Basketball, Time: ,Tue Oct 06 20:00:00 CEST 2015, Time: ,Tue Oct 06 20:00:00 CEST 2015, Event: ,Chalons Reims v Strasbourg, Favorite: ,Strasbourg, 1193143   size:3.6,Price: ,1.39,Chalons Reims, 6736111   size:61.53,Price: ,3.2,ok
1.120994722, Sport: ,Ice Hockey, Time: ,Tue Oct 06 19:00:00 CEST 2015, Time: ,Tue Oct 06 19:00:00 CEST 2015, Event: ,Aalborg v Rungsted, Favorite: ,Rungsted, 70625   size:3.5,Price: ,2.16,Aalborg, 70634   size:2.31,Price: ,2.7,Tie, 60104   size:38.97,Price: ,4.6,x
