1.121206520, Sport: ,Tennis, Time: ,Wed Oct 14 06:00:00 CEST 2015, Time: ,Wed Oct 14 06:00:00 CEST 2015, Event: ,Bopanna/Kubot v Inglot/Lindstedt, Favorite: ,Bopanna/Kubot, 10411670   size:9.38,Price: ,1.68,Inglot/Lindstedt, 10075651   size:5.71,Price: ,1.76,ok
1.121101341, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Buxton v Rushall Olympic, Favorite: ,Buxton, 2662204   size:2.55,Price: ,1.7,Rushall Olympic, 2608907   size:4.08,Price: ,4.3,The Draw, 58805   size:4.28,Price: ,3.8,x
1.121096593, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Grimsby v FC Halifax Town, Favorite: ,Grimsby, 48001   size:813.82,Price: ,1.37,FC Halifax Town, 4231683   size:39.47,Price: ,10.5,The Draw, 58805   size:67.52,Price: ,5.5,ok
1.121201993, Sport: ,Soccer, Time: ,Tue Oct 13 13:00:00 CEST 2015, Time: ,Tue Oct 13 13:00:00 CEST 2015, Event: ,FK Teplice U19 v FC Zbrojovka Brno U19, Favorite: ,FK Teplice U19, 6395178   size:2.55,Price: ,1.73,FC Zbrojovka Brno U19, 6573638   size:2.55,Price: ,2.24,The Draw, 58805   size:2.55,Price: ,3.85,x
1.121094056, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Malta v Croatia, Favorite: ,Croatia, 8212   size:656.36,Price: ,1.12,Malta, 15286   size:5.37,Price: ,44.0,The Draw, 58805   size:89.67,Price: ,11.0,ok
1.121114946, Sport: ,Ice Hockey, Time: ,Wed Oct 14 01:05:00 CEST 2015, Time: ,Wed Oct 14 01:05:00 CEST 2015, Event: ,Nashville @ New Jersey, Favorite: ,Nashville, 2109832   size:2.31,Price: ,2.16,New Jersey, 2112200   size:7.5,Price: ,2.78,Tie, 60104   size:7.14,Price: ,3.45,ok
1.121113736, Sport: ,Ice Hockey, Time: ,Tue Oct 13 19:00:00 CEST 2015, Time: ,Tue Oct 13 19:00:00 CEST 2015, Event: ,Vasteras v Leksand, Favorite: ,Vasteras, 316429   size:2.9,Price: ,1.72,Leksand, 2358271   size:21.62,Price: ,3.7,Tie, 60104   size:17.6,Price: ,4.2,x
1.121205660, Sport: ,Tennis, Time: ,Wed Oct 14 06:00:00 CEST 2015, Time: ,Wed Oct 14 06:00:00 CEST 2015, Event: ,A Murray v St Johnson, Favorite: ,Andy Murray, 2256509   size:1027.08,Price: ,1.12,Steve Johnson, 4876706   size:41.92,Price: ,8.6,ok
1.121100002, Sport: ,Soccer, Time: ,Tue Oct 13 18:30:00 CEST 2015, Time: ,Tue Oct 13 18:30:00 CEST 2015, Event: ,Faroe Islands U21 v Germany U21, Favorite: ,Germany U21, 210028   size:2.63,Price: ,1.05,Faroe Islands U21, 2433011   size:2.62,Price: ,55.0,The Draw, 58805   size:3.24,Price: ,9.8,ok
1.121093405, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Netherlands v Czech Republic, Favorite: ,Netherlands, 231787   size:1490.71,Price: ,1.5,Czech Republic, 29581   size:6.43,Price: ,8.2,The Draw, 58805   size:1345.73,Price: ,4.6,x
1.121101176, Sport: ,Soccer, Time: ,Tue Oct 13 14:00:00 CEST 2015, Time: ,Tue Oct 13 14:00:00 CEST 2015, Event: ,Dunaharaszti v Zalaegerszeg, Favorite: ,Zalaegerszeg, 189803   size:7.55,Price: ,1.57,Dunaharaszti, 5058460   size:7.55,Price: ,3.95,The Draw, 58805   size:15.05,Price: ,3.35,ok
1.121100120, Sport: ,Soccer, Time: ,Tue Oct 13 15:00:00 CEST 2015, Time: ,Tue Oct 13 15:00:00 CEST 2015, Event: ,Millwall U21 v Huddersfield U21, Favorite: ,Millwall U21, 6751920   size:2.46,Price: ,1.1,Huddersfield U21, 6678229   size:13.47,Price: ,1.11,The Draw, 58805   size:10.78,Price: ,1.31,x
1.121109977, Sport: ,Ice Hockey, Time: ,Tue Oct 13 17:30:00 CEST 2015, Time: ,Tue Oct 13 17:30:00 CEST 2015, Event: ,HIFK v Ilves, Favorite: ,HIFK, 66428   size:59.64,Price: ,1.82,Ilves, 66426   size:129.46,Price: ,4.0,Tie, 60104   size:91.0,Price: ,4.4,ok
1.121195932, Sport: ,Tennis, Time: ,Tue Oct 13 10:30:00 CEST 2015, Time: ,Tue Oct 13 10:30:00 CEST 2015, Event: ,Albot/Berankis v Shamasdin/Sharan, Favorite: ,Shamasdin/Sharan, 8699399   size:3.62,Price: ,1.7,Albot/Berankis, 10407973   size:3.11,Price: ,1.98,x
1.121107833, Sport: ,Ice Hockey, Time: ,Tue Oct 13 19:45:00 CEST 2015, Time: ,Tue Oct 13 19:45:00 CEST 2015, Event: ,Kloten Flyers v Ambri Piotta, Favorite: ,Kloten Flyers, 243255   size:62.69,Price: ,1.67,Ambri Piotta, 2584459   size:7.36,Price: ,3.7,Tie, 60104   size:17.4,Price: ,4.2,x
1.121107711, Sport: ,Ice Hockey, Time: ,Tue Oct 13 19:00:00 CEST 2015, Time: ,Tue Oct 13 19:00:00 CEST 2015, Event: ,Rodovre v Herlev, Favorite: ,Rodovre, 70628   size:4.39,Price: ,1.4,Herlev, 227439   size:78.33,Price: ,5.3,Tie, 60104   size:79.47,Price: ,5.3,ok
1.121107714, Sport: ,Ice Hockey, Time: ,Tue Oct 13 19:00:00 CEST 2015, Time: ,Tue Oct 13 19:00:00 CEST 2015, Event: ,Frederikshavn v Rungsted, Favorite: ,Frederikshavn, 70626   size:35.96,Price: ,1.51,Rungsted, 70625   size:93.57,Price: ,4.6,Tie, 60104   size:15.08,Price: ,5.8,ok
1.121107834, Sport: ,Ice Hockey, Time: ,Tue Oct 13 19:45:00 CEST 2015, Time: ,Tue Oct 13 19:45:00 CEST 2015, Event: ,ZSC Lions v Lugano, Favorite: ,ZSC Lions, 243260   size:5.71,Price: ,1.83,Lugano, 243259   size:26.61,Price: ,3.3,Tie, 60104   size:20.59,Price: ,4.5,ok
1.121115008, Sport: ,Ice Hockey, Time: ,Tue Oct 13 18:30:00 CEST 2015, Time: ,Tue Oct 13 18:30:00 CEST 2015, Event: ,Orli Znojmo v Innsbruck, Favorite: ,Orli Znojmo, 5797611   size:39.44,Price: ,1.4,Innsbruck, 563236   size:15.52,Price: ,5.6,Tie, 60104   size:79.11,Price: ,5.3,ok
1.121109972, Sport: ,Ice Hockey, Time: ,Tue Oct 13 17:30:00 CEST 2015, Time: ,Tue Oct 13 17:30:00 CEST 2015, Event: ,Blues v Karpat, Favorite: ,Karpat, 66430   size:5.86,Price: ,2.12,Blues, 66804   size:109.0,Price: ,3.15,Tie, 60104   size:94.0,Price: ,4.2,ok
1.121189131, Sport: ,Basketball, Time: ,Wed Oct 14 04:00:00 CEST 2015, Time: ,Wed Oct 14 04:00:00 CEST 2015, Event: ,Houston @ Phoenix, Favorite: ,Houston, 13123   size:8.2,Price: ,1.03,Phoenix, 13128   size:8.2,Price: ,1.03,ok
1.121096889, Sport: ,Soccer, Time: ,Tue Oct 13 15:00:00 CEST 2015, Time: ,Tue Oct 13 15:00:00 CEST 2015, Event: ,FYR Macedonia U19 v Finland U19, Favorite: ,Finland U19, 820887   size:2.55,Price: ,2.32,FYR Macedonia U19, 1472346   size:7.4,Price: ,2.62,The Draw, 58805   size:2.55,Price: ,3.55,ok
1.121189137, Sport: ,Basketball, Time: ,Wed Oct 14 04:30:00 CEST 2015, Time: ,Wed Oct 14 04:30:00 CEST 2015, Event: ,Denver @ Golden State, Favorite: ,Denver, 13124   size:8.2,Price: ,1.03,Golden State, 13126   size:8.2,Price: ,1.03,ok
1.121114956, Sport: ,Ice Hockey, Time: ,Wed Oct 14 01:05:00 CEST 2015, Time: ,Wed Oct 14 01:05:00 CEST 2015, Event: ,Winnipeg @ NY Rangers, Favorite: ,Winnipeg, 5866888   size:12.31,Price: ,1.02,NY Rangers, 60103   size:12.31,Price: ,1.02,Tie, 60104   size:12.31,Price: ,1.02,ok
1.121100114, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Tranmere v Barrow, Favorite: ,Tranmere, 54004   size:59.56,Price: ,1.64,Barrow, 62647   size:13.01,Price: ,5.7,The Draw, 58805   size:104.1,Price: ,4.2,x
1.121100112, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Southport v Chester, Favorite: ,Chester, 18572   size:46.5,Price: ,2.24,Southport, 18568   size:38.67,Price: ,3.35,The Draw, 58805   size:249.6,Price: ,3.65,ok
1.121107708, Sport: ,Ice Hockey, Time: ,Tue Oct 13 19:00:00 CEST 2015, Time: ,Tue Oct 13 19:00:00 CEST 2015, Event: ,Herning v Gentofte, Favorite: ,Herning, 70631   size:140.25,Price: ,1.41,Gentofte, 8834861   size:15.67,Price: ,5.3,Tie, 60104   size:13.74,Price: ,6.2,x
1.121100110, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Macclesfield v Gateshead, Favorite: ,Macclesfield, 69817   size:497.28,Price: ,2.04,Gateshead, 18571   size:80.66,Price: ,4.0,The Draw, 58805   size:9.79,Price: ,3.65,ok
1.121115012, Sport: ,Ice Hockey, Time: ,Wed Oct 14 04:35:00 CEST 2015, Time: ,Wed Oct 14 04:35:00 CEST 2015, Event: ,Vancouver @ Los Angeles, Favorite: ,Vancouver, 2109691   size:12.31,Price: ,1.02,Los Angeles, 2112286   size:12.31,Price: ,1.02,Tie, 60104   size:12.31,Price: ,1.02,ok
1.121100118, Sport: ,Soccer, Time: ,Tue Oct 13 15:00:00 CEST 2015, Time: ,Tue Oct 13 15:00:00 CEST 2015, Event: ,Brentford U21 v Sheff Utd U21, Favorite: ,Brentford U21, 6628855   size:2.46,Price: ,1.1,Sheff Utd U21, 6812038   size:13.47,Price: ,1.11,The Draw, 58805   size:10.78,Price: ,1.31,x
1.121100116, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Welling Utd v Lincoln, Favorite: ,Lincoln, 148737   size:2.61,Price: ,2.24,Welling Utd, 1222695   size:10.51,Price: ,3.45,The Draw, 58805   size:320.12,Price: ,3.55,x
1.121107704, Sport: ,Ice Hockey, Time: ,Tue Oct 13 19:00:00 CEST 2015, Time: ,Tue Oct 13 19:00:00 CEST 2015, Event: ,Aalborg v Esbjerg, Favorite: ,Esbjerg, 70633   size:134.76,Price: ,1.59,Aalborg, 70634   size:15.31,Price: ,3.55,Tie, 60104   size:15.4,Price: ,5.7,x
1.121195918, Sport: ,Tennis, Time: ,Tue Oct 13 11:30:00 CEST 2015, Time: ,Tue Oct 13 11:30:00 CEST 2015, Event: ,Dustov/Fruttero v Setkic/Zopp, Favorite: ,Setkic/Zopp, 10407969   size:2.89,Price: ,1.73,Dustov/Fruttero, 10407968   size:2.59,Price: ,1.93,ok
1.121114965, Sport: ,Ice Hockey, Time: ,Wed Oct 14 01:05:00 CEST 2015, Time: ,Wed Oct 14 01:05:00 CEST 2015, Event: ,Montreal @ Pittsburgh, Favorite: ,Pittsburgh, 2115995   size:2.63,Price: ,2.14,Montreal, 2112345   size:2.63,Price: ,2.74,Tie, 60104   size:3.88,Price: ,3.9,x
1.121115016, Sport: ,Ice Hockey, Time: ,Tue Oct 13 19:15:00 CEST 2015, Time: ,Tue Oct 13 19:15:00 CEST 2015, Event: ,Vienna Capitals v Red Bull Salzburg, Favorite: ,Vienna Capitals, 563229   size:134.76,Price: ,2.26,Red Bull Salzburg, 2584427   size:2.03,Price: ,2.46,Tie, 60104   size:20.34,Price: ,4.5,x
1.121195639, Sport: ,Tennis, Time: ,Wed Oct 14 06:00:00 CEST 2015, Time: ,Wed Oct 14 06:00:00 CEST 2015, Event: ,Pous-Tio/Ramialison v Cornet/Shvedova, Favorite: ,Cornet/Shvedova, 10407862   size:4.55,Price: ,1.17,Pous-Tio/Ramialison, 10407861   size:27.27,Price: ,5.4,ok
1.121195638, Sport: ,Tennis, Time: ,Wed Oct 14 06:00:00 CEST 2015, Time: ,Wed Oct 14 06:00:00 CEST 2015, Event: ,Liang/Wang v Gajdosova/Watson, Favorite: ,Gajdosova/Watson, 10407869   size:8.6,Price: ,1.73,Liang/Wang, 9128675   size:2.38,Price: ,2.1,x
1.121195912, Sport: ,Tennis, Time: ,Tue Oct 13 11:30:00 CEST 2015, Time: ,Tue Oct 13 11:30:00 CEST 2015, Event: ,Satral/Zaitcev v Betov/Elgin, Favorite: ,Betov/Elgin, 8908427   size:4.24,Price: ,1.45,Satral/Zaitcev, 10407972   size:2.5,Price: ,2.46,ok
1.121195637, Sport: ,Tennis, Time: ,Wed Oct 14 06:00:00 CEST 2015, Time: ,Wed Oct 14 06:00:00 CEST 2015, Event: ,Arruabarrena/Klepac v Mchale/Zhang, Favorite: ,Arruabarrena/Klepac, 10108710   size:3.84,Price: ,1.3,Mchale/Zhang, 10407860   size:4.11,Price: ,3.15,x
1.121094674, Sport: ,Soccer, Time: ,Tue Oct 13 17:00:00 CEST 2015, Time: ,Tue Oct 13 17:00:00 CEST 2015, Event: ,Poland U21 v Romania U21, Favorite: ,Poland U21, 210090   size:2.55,Price: ,1.85,Romania U21, 210061   size:2.41,Price: ,3.65,The Draw, 58805   size:4.37,Price: ,3.6,x
1.121098759, Sport: ,Soccer, Time: ,Tue Oct 13 16:00:00 CEST 2015, Time: ,Tue Oct 13 16:00:00 CEST 2015, Event: ,Azerbaijan U21 v Finland U21, Favorite: ,Finland U21, 29833   size:163.03,Price: ,2.18,Azerbaijan U21, 3938974   size:5.97,Price: ,3.8,The Draw, 58805   size:5.0,Price: ,3.4,ok
1.121094159, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Turkey v Iceland, Favorite: ,Turkey, 15294   size:806.61,Price: ,1.58,Iceland, 231372   size:7.74,Price: ,7.6,The Draw, 58805   size:47.04,Price: ,4.2,ok
1.121095924, Sport: ,Soccer, Time: ,Tue Oct 13 17:30:00 CEST 2015, Time: ,Tue Oct 13 17:30:00 CEST 2015, Event: ,Greece U21 v Portugal U21, Favorite: ,Portugal U21, 150463   size:45.79,Price: ,1.77,Greece U21, 210046   size:60.87,Price: ,5.4,The Draw, 58805   size:142.98,Price: ,3.85,ok
1.121196320, Sport: ,Tennis, Time: ,Tue Oct 13 08:45:00 CEST 2015, Time: ,Tue Oct 13 08:45:00 CEST 2015, Event: ,D Sela v Ivashka, Favorite: ,Dudi Sela, 2263685   size:20.28,Price: ,1.25,Ilya Ivashka, 8304047   size:2.69,Price: ,4.0,ok
1.121206531, Sport: ,Tennis, Time: ,Tue Oct 13 14:00:00 CEST 2015, Time: ,Tue Oct 13 14:00:00 CEST 2015, Event: ,Tsonga v Estrella Burgos, Favorite: ,Jo-Wilfried Tsonga, 4190307   size:8360.15,Price: ,1.09,Victor Estrella Burgos, 7430580   size:13.51,Price: ,11.5,ok
1.121100102, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Boreham Wood v Aldershot, Favorite: ,Aldershot, 62504   size:113.45,Price: ,2.74,Boreham Wood, 256120   size:100.96,Price: ,2.76,The Draw, 58805   size:104.71,Price: ,3.45,ok
1.121101396, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Marine v Ramsbottom Utd, Favorite: ,Marine, 2119329   size:3.51,Price: ,1.07,Ramsbottom Utd, 7885854   size:3.51,Price: ,1.07,The Draw, 58805   size:2.69,Price: ,1.25,x
1.121195911, Sport: ,Tennis, Time: ,Tue Oct 13 11:30:00 CEST 2015, Time: ,Tue Oct 13 11:30:00 CEST 2015, Event: ,Begemann/Sitak v Ismailov/Shofayziyev, Favorite: ,Begemann/Sitak, 10299764   size:4.1,Price: ,1.06,Ismailov/Shofayziyev, 9456447   size:49.02,Price: ,6.6,ok
1.121195515, Sport: ,Tennis, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Co Smith v Du Brown, Favorite: ,Dustin Brown, 4486603   size:5.0,Price: ,1.29,Connor Smith, 8732289   size:10.7,Price: ,3.85,ok
1.121195514, Sport: ,Tennis, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Bester v J Donaldson, Favorite: ,Jared Donaldson, 7413423   size:7.44,Price: ,1.26,Philip Bester, 2504191   size:11.73,Price: ,4.4,ok
1.121120214, Sport: ,Volleyball, Time: ,Tue Oct 13 12:00:00 CEST 2015, Time: ,Tue Oct 13 12:00:00 CEST 2015, Event: ,KB Star Insurance v Ansan Rush&cash, Favorite: ,Western KB Star Insuran, 10391683   size:2768.02,Price: ,1.01,Ansan Rush&cash, 10389008   size:2768.02,Price: ,1.01,x
1.121195632, Sport: ,Tennis, Time: ,Tue Oct 13 13:30:00 CEST 2015, Time: ,Tue Oct 13 13:30:00 CEST 2015, Event: ,Liu/Zhang v Jans-Ignacik/Rodionova, Favorite: ,Jans-Ignacik/Rodionova, 10302166   size:2.55,Price: ,1.33,Liu/Zhang, 10407858   size:2.55,Price: ,3.25,ok
1.121195599, Sport: ,Tennis, Time: ,Wed Oct 14 06:00:00 CEST 2015, Time: ,Wed Oct 14 06:00:00 CEST 2015, Event: ,Xu/Yang v Bondarenko/Savchuk, Favorite: ,Bondarenko/Savchuk, 3845932   size:2.55,Price: ,1.32,Xu/Yang, 8844677   size:2.55,Price: ,3.45,ok
1.121195631, Sport: ,Tennis, Time: ,Tue Oct 13 13:30:00 CEST 2015, Time: ,Tue Oct 13 13:30:00 CEST 2015, Event: ,Ki/Ng v Chang/Kato, Favorite: ,Ki/Ng, 10407856   size:6.15,Price: ,1.04,Chang/Kato, 10407857   size:5.0,Price: ,1.09,x
1.121100108, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Eastleigh v Forest Green, Favorite: ,Forest Green, 36033   size:31.53,Price: ,2.44,Eastleigh, 1222691   size:3.52,Price: ,3.0,The Draw, 58805   size:432.61,Price: ,3.6,x
1.121195597, Sport: ,Tennis, Time: ,Tue Oct 13 08:30:00 CEST 2015, Time: ,Tue Oct 13 08:30:00 CEST 2015, Event: ,Kuwata/Ninomiya v Dabrowski/Riske, Favorite: ,Dabrowski/Riske, 6655030   size:5.04,Price: ,1.62,Kuwata/Ninomiya, 10407834   size:4.69,Price: ,2.34,ok
1.121100106, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Bromley v Cheltenham, Favorite: ,Cheltenham, 18559   size:4.75,Price: ,2.24,Bromley, 1282856   size:87.64,Price: ,3.25,The Draw, 58805   size:254.27,Price: ,3.75,ok
1.121115026, Sport: ,Ice Hockey, Time: ,Tue Oct 13 19:15:00 CEST 2015, Time: ,Tue Oct 13 19:15:00 CEST 2015, Event: ,Olimpija Ljubljana v Dornbirn, Favorite: ,Tie, 60104   size:18.0,Price: ,1.72,Olimpija Ljubljana, 2513196   size:18.0,Price: ,1.89,Dornbirn, 6602890   size:56.6,Price: ,1.92,x
1.121196957, Sport: ,Tennis, Time: ,Tue Oct 13 09:00:00 CEST 2015, Time: ,Tue Oct 13 09:00:00 CEST 2015, Event: ,R Ozaki v Stosur, Favorite: ,Samantha Stosur, 2248502   size:565.08,Price: ,1.12,Risa Ozaki, 7593284   size:49.67,Price: ,8.6,ok
1.121095411, Sport: ,Soccer, Time: ,Tue Oct 13 23:00:00 CEST 2015, Time: ,Tue Oct 13 23:00:00 CEST 2015, Event: ,Ecuador v Bolivia, Favorite: ,Ecuador, 15303   size:4164.07,Price: ,1.23,Bolivia, 61303   size:4.17,Price: ,20.0,The Draw, 58805   size:49.78,Price: ,6.8,ok
1.121096741, Sport: ,Soccer, Time: ,Tue Oct 13 14:30:00 CEST 2015, Time: ,Tue Oct 13 14:30:00 CEST 2015, Event: ,Estonia U19 v Armenia U19, Favorite: ,Estonia U19, 2099677   size:2.85,Price: ,2.16,Armenia U19, 820879   size:4.61,Price: ,3.05,The Draw, 58805   size:4.27,Price: ,3.3,ok
1.121095535, Sport: ,Soccer, Time: ,Tue Oct 13 14:00:00 CEST 2015, Time: ,Tue Oct 13 14:00:00 CEST 2015, Event: ,Bhutan v Hong Kong, Favorite: ,Hong Kong, 150057   size:6.43,Price: ,1.06,Bhutan, 4344175   size:22.07,Price: ,55.0,The Draw, 58805   size:3.0,Price: ,16.5,ok
1.121095776, Sport: ,Soccer, Time: ,Tue Oct 13 16:00:00 CEST 2015, Time: ,Tue Oct 13 16:00:00 CEST 2015, Event: ,Cyprus U21 v Belarus U21, Favorite: ,Belarus U21, 210050   size:91.29,Price: ,2.34,Cyprus U21, 210049   size:61.97,Price: ,3.4,The Draw, 58805   size:22.37,Price: ,3.35,ok
1.121093953, Sport: ,Soccer, Time: ,Tue Oct 13 20:45:00 CEST 2015, Time: ,Tue Oct 13 20:45:00 CEST 2015, Event: ,Latvia v Kazakhstan, Favorite: ,Latvia, 15284   size:217.96,Price: ,2.26,Kazakhstan, 62383   size:11.81,Price: ,3.85,The Draw, 58805   size:8344.43,Price: ,3.3,x
1.121195185, Sport: ,Tennis, Time: ,Tue Oct 13 15:30:00 CEST 2015, Time: ,Tue Oct 13 15:30:00 CEST 2015, Event: ,G Elias v R Olivo, Favorite: ,Renzo Olivo, 4822931   size:2.79,Price: ,1.79,Gastao Elias, 2923174   size:27.03,Price: ,2.22,x
1.121093716, Sport: ,Soccer, Time: ,Tue Oct 13 18:45:00 CEST 2015, Time: ,Tue Oct 13 18:45:00 CEST 2015, Event: ,England U21 v Kazakhstan U21, Favorite: ,England U21, 25924   size:2.55,Price: ,1.25,Kazakhstan U21, 919452   size:14.59,Price: ,9.2,The Draw, 58805   size:13.94,Price: ,5.2,ok
1.121115034, Sport: ,Ice Hockey, Time: ,Tue Oct 13 19:15:00 CEST 2015, Time: ,Tue Oct 13 19:15:00 CEST 2015, Event: ,Liwest Linz v VSV, Favorite: ,Liwest Linz, 1266781   size:62.47,Price: ,1.74,VSV, 565881   size:136.51,Price: ,3.5,Tie, 60104   size:19.49,Price: ,4.7,ok
1.121196316, Sport: ,Tennis, Time: ,Tue Oct 13 07:05:00 CEST 2015, Time: ,Tue Oct 13 07:05:00 CEST 2015, Event: ,Krawietz v Berankis, Favorite: ,Ricardas Berankis, 2923248   size:345.93,Price: ,1.17,Kevin Krawietz, 4061310   size:50.66,Price: ,5.5,ok
1.121107887, Sport: ,Ice Hockey, Time: ,Tue Oct 13 19:00:00 CEST 2015, Time: ,Tue Oct 13 19:00:00 CEST 2015, Event: ,Malmo v Lulea, Favorite: ,Lulea, 337769   size:72.3,Price: ,2.16,Malmo, 1021477   size:97.0,Price: ,2.88,Tie, 60104   size:98.14,Price: ,4.3,x
