1.119528623, Sport: ,Soccer, Time: ,Fri Jul 24 20:45:00 CEST 2015, Time: ,Fri Jul 24 20:45:00 CEST 2015, Event: ,Athlone v Wexford Youths, Favorite: ,Wexford Youths, 2325018   size:36.21,Price: ,2.02,The Draw, 58805   size:91.37,Price: ,3.85,Athlone, 385758   size:159.39,Price: ,3.9,x
1.119658601, Sport: ,Tennis, Time: ,Fri Jul 24 20:00:00 CEST 2015, Time: ,Fri Jul 24 20:00:00 CEST 2015, Event: ,Coric v Bautista Agut, Favorite: ,Roberto Bautista Agut, 4290403   size:500.0,Price: ,1.45,Borna Coric, 7446579   size:164.32,Price: ,3.2,ok
1.119658603, Sport: ,Tennis, Time: ,Fri Jul 24 19:30:00 CEST 2015, Time: ,Fri Jul 24 19:30:00 CEST 2015, Event: ,Aksu/Sezer v Buyukakcay/Jankovic, Favorite: ,Buyukakcay/Jankovic, 10025950   size:2.55,Price: ,1.26,Aksu/Sezer, 10025952   size:9.3,Price: ,3.4,ok
1.119527493, Sport: ,Soccer, Time: ,Fri Jul 24 21:15:00 CEST 2015, Time: ,Fri Jul 24 21:15:00 CEST 2015, Event: ,Vikingur Olafsvik v Grotta, Favorite: ,Vikingur Olafsvik, 3965659   size:5.0,Price: ,1.27,The Draw, 58805   size:20.76,Price: ,6.2,Grotta, 3968883   size:7.99,Price: ,13.0,ok
1.119527251, Sport: ,Soccer, Time: ,Fri Jul 24 17:30:00 CEST 2015, Time: ,Fri Jul 24 17:30:00 CEST 2015, Event: ,KaaPo v MaPS, Favorite: ,KaaPo, 496722   size:17.97,Price: ,2.58,Maps, 496724   size:3.53,Price: ,2.72,The Draw, 58805   size:82.81,Price: ,3.55,x
1.119527253, Sport: ,Soccer, Time: ,Fri Jul 24 17:30:00 CEST 2015, Time: ,Fri Jul 24 17:30:00 CEST 2015, Event: ,SalPa v ESC, Favorite: ,SalPA, 5504881   size:116.82,Price: ,2.42,ESC, 8661051   size:2.22,Price: ,2.88,The Draw, 58805   size:6.86,Price: ,3.3,x
1.119612041, Sport: ,Soccer, Time: ,Fri Jul 24 18:00:00 CEST 2015, Time: ,Fri Jul 24 18:00:00 CEST 2015, Event: ,FC Afips v Chernomorets N, Favorite: ,Chernomorets N, 5441580   size:3.38,Price: ,2.48,FC Afips, 9398500   size:2.55,Price: ,2.68,The Draw, 58805   size:13.83,Price: ,3.15,x
1.119527255, Sport: ,Soccer, Time: ,Fri Jul 24 17:30:00 CEST 2015, Time: ,Fri Jul 24 17:30:00 CEST 2015, Event: ,P-Iirot v AIFK, Favorite: ,P-Iirot, 494100   size:2.03,Price: ,2.46,AIFK, 436012   size:8.06,Price: ,2.7,The Draw, 58805   size:7.76,Price: ,3.95,x
1.119659258, Sport: ,Tennis, Time: ,Fri Jul 24 15:45:00 CEST 2015, Time: ,Fri Jul 24 15:45:00 CEST 2015, Event: ,J Nieminen v Zopp, Favorite: ,Jarkko Nieminen, 2257304   size:10.19,Price: ,1.31,Jurgen Zopp, 5223695   size:23.39,Price: ,3.95,ok
1.119566744, Sport: ,Cricket, Time: ,Fri Jul 24 19:30:00 CEST 2015, Time: ,Fri Jul 24 19:30:00 CEST 2015, Event: ,Essex v Kent, Favorite: ,Essex, 31376   size:3.59,Price: ,1.78,Kent, 5901   size:26.15,Price: ,2.18,x
1.119527257, Sport: ,Soccer, Time: ,Fri Jul 24 18:00:00 CEST 2015, Time: ,Fri Jul 24 18:00:00 CEST 2015, Event: ,Optik Rathenow v Berliner AK, Favorite: ,Berliner AK, 4901948   size:4.56,Price: ,1.73,The Draw, 58805   size:25.64,Price: ,3.85,Optik Rathenow, 6561505   size:8.91,Price: ,5.7,x
1.119625527, Sport: ,Soccer, Time: ,Fri Jul 24 19:00:00 CEST 2015, Time: ,Fri Jul 24 19:00:00 CEST 2015, Event: ,Eibar v Real Union, Favorite: ,Eibar, 247969   size:3.28,Price: ,1.67,The Draw, 58805   size:38.54,Price: ,3.85,Real Union, 247970   size:38.69,Price: ,4.0,ok
1.119566735, Sport: ,Cricket, Time: ,Fri Jul 24 19:30:00 CEST 2015, Time: ,Fri Jul 24 19:30:00 CEST 2015, Event: ,Yorkshire v Warwickshire, Favorite: ,Warwickshire, 2120   size:5.0,Price: ,1.58,Yorkshire, 655   size:4.35,Price: ,2.56,x
1.119629608, Sport: ,Soccer, Time: ,Fri Jul 24 16:00:00 CEST 2015, Time: ,Fri Jul 24 16:00:00 CEST 2015, Event: ,Zorya (Res) v Metalist (Res), Favorite: ,Zorya (Res), 5363595   size:29.43,Price: ,1.65,The Draw, 58805   size:57.91,Price: ,4.4,Metalist (Res), 5366143   size:27.17,Price: ,5.6,ok
1.119627429, Sport: ,Soccer, Time: ,Fri Jul 24 21:00:00 CEST 2015, Time: ,Fri Jul 24 21:00:00 CEST 2015, Event: ,Linares Deportivo v Cordoba, Favorite: ,Cordoba, 68247   size:2.61,Price: ,1.5,The Draw, 58805   size:6.52,Price: ,4.2,Linares Deportivo, 7977266   size:8.71,Price: ,5.1,x
1.119629326, Sport: ,Soccer, Time: ,Fri Jul 24 18:30:00 CEST 2015, Time: ,Fri Jul 24 18:30:00 CEST 2015, Event: ,RNK Split v Sibenik, Favorite: ,RNK Split, 4135157   size:90.46,Price: ,1.09,Sibenik, 2020490   size:90.56,Price: ,1.15,The Draw, 58805   size:10.96,Price: ,1.29,x
1.119630700, Sport: ,Tennis, Time: ,Fri Jul 24 17:00:00 CEST 2015, Time: ,Fri Jul 24 17:00:00 CEST 2015, Event: ,Y Mertens v Fucsovics, Favorite: ,Marton Fucsovics, 4827766   size:2.55,Price: ,1.7,Yannick Mertens, 4521608   size:5.38,Price: ,2.26,ok
1.119658717, Sport: ,Tennis, Time: ,Fri Jul 24 19:00:00 CEST 2015, Time: ,Fri Jul 24 19:00:00 CEST 2015, Event: ,A Mannarino v Jaziri, Favorite: ,Adrian Mannarino, 3066621   size:198.75,Price: ,1.32,Malek Jaziri, 5776215   size:66.16,Price: ,3.85,ok
1.119627147, Sport: ,Soccer, Time: ,Fri Jul 24 20:45:00 CEST 2015, Time: ,Fri Jul 24 20:45:00 CEST 2015, Event: ,Havant and W v Petersfield Town FC, Favorite: ,Havant and W, 5114005   size:4.47,Price: ,1.08,The Draw, 58805   size:5.0,Price: ,7.6,Petersfield Town FC, 10059213   size:35.38,Price: ,20.0,ok
1.119628751, Sport: ,Soccer, Time: ,Fri Jul 24 18:00:00 CEST 2015, Time: ,Fri Jul 24 18:00:00 CEST 2015, Event: ,Kivioli FC Irbis v Rakvere Tarvas, Favorite: ,Kivioli FC Irbis, 7451174   size:3.28,Price: ,1.96,Rakvere Tarvas, 5860928   size:5.48,Price: ,2.96,The Draw, 58805   size:5.48,Price: ,3.7,x
1.119629202, Sport: ,Soccer, Time: ,Fri Jul 24 18:00:00 CEST 2015, Time: ,Fri Jul 24 18:00:00 CEST 2015, Event: ,Palanga v Zalgiris Vilnius II, Favorite: ,Palanga, 7729297   size:10.96,Price: ,1.07,Zalgiris Vilnius II, 9544285   size:10.96,Price: ,1.08,The Draw, 58805   size:10.96,Price: ,1.29,ok
1.119607099, Sport: ,Soccer, Time: ,Fri Jul 24 20:00:00 CEST 2015, Time: ,Fri Jul 24 20:00:00 CEST 2015, Event: ,Radnicki Nis v OFK Belgrade, Favorite: ,Radnicki Nis, 6555084   size:26.9,Price: ,1.85,The Draw, 58805   size:13.07,Price: ,3.75,OFK Belgrade, 427627   size:4.38,Price: ,4.8,ok
1.119628582, Sport: ,Soccer, Time: ,Fri Jul 24 17:30:00 CEST 2015, Time: ,Fri Jul 24 17:30:00 CEST 2015, Event: ,Wisla Krakow U19 v SK Slavia Praha U19, Favorite: ,SK Slavia Praha U19, 6571031   size:10.96,Price: ,1.08,The Draw, 58805   size:10.96,Price: ,1.29,x
1.119658853, Sport: ,Tennis, Time: ,Fri Jul 24 21:45:00 CEST 2015, Time: ,Fri Jul 24 21:45:00 CEST 2015, Event: ,Monfils v Kohlschreiber, Favorite: ,Gael Monfils, 2257300   size:208.02,Price: ,1.64,Philipp Kohlschreiber, 2257302   size:5.0,Price: ,2.42,ok
1.119628184, Sport: ,Soccer, Time: ,Fri Jul 24 19:00:00 CEST 2015, Time: ,Fri Jul 24 19:00:00 CEST 2015, Event: ,Gintra (W) v Bobruichanka B (W), Favorite: ,Gintra (W), 8894676   size:5.0,Price: ,1.09,Bobruichanka B (W), 6296897   size:5.93,Price: ,1.12,The Draw, 58805   size:10.96,Price: ,1.29,ok
1.119630420, Sport: ,Tennis, Time: ,Fri Jul 24 17:00:00 CEST 2015, Time: ,Fri Jul 24 17:00:00 CEST 2015, Event: ,B Klein v Nielsen, Favorite: ,Brydan Klein, 2759763   size:2.11,Price: ,1.76,Frederik Nielsen, 2444574   size:2.55,Price: ,2.08,ok
1.119529427, Sport: ,Soccer, Time: ,Fri Jul 24 20:30:00 CEST 2015, Time: ,Fri Jul 24 20:30:00 CEST 2015, Event: ,Duisburg v Kaiserslautern, Favorite: ,Kaiserslautern, 14075   size:125.6,Price: ,2.42,The Draw, 58805   size:710.08,Price: ,3.35,ok
