1.121362474, Sport: ,Tennis, Time: ,Thu Oct 22 07:30:00 CEST 2015, Time: ,Thu Oct 22 07:30:00 CEST 2015, Event: ,Ivashka v J Ward, Favorite: ,James Ward, 2370329   size:3.0,Price: ,1.69,Ilya Ivashka, 8304047   size:46.17,Price: ,2.32,ok
1.121388620, Sport: ,Soccer, Time: ,Thu Oct 22 13:30:00 CEST 2015, Time: ,Thu Oct 22 13:30:00 CEST 2015, Event: ,Hung Vuong An Giang U21 v Thua Thien Hue U21, Favorite: ,Thua Thien Hue U21, 10445039   size:5.0,Price: ,1.11,Hung Vuong An Giang U21, 8773425   size:5.0,Price: ,2.68,The Draw, 58805   size:5.0,Price: ,3.05,x
1.121385001, Sport: ,Tennis, Time: ,Thu Oct 22 11:00:00 CEST 2015, Time: ,Thu Oct 22 11:00:00 CEST 2015, Event: ,Calvin Hemery v Khachanov, Favorite: ,Karen Khachanov, 7659623   size:3.0,Price: ,1.47,Calvin Hemery , 8284525   size:14.23,Price: ,2.92,ok
1.121362228, Sport: ,Tennis, Time: ,Thu Oct 22 09:15:00 CEST 2015, Time: ,Thu Oct 22 09:15:00 CEST 2015, Event: ,Bega v Devvarman, Favorite: ,Somdev Devvarman, 3261618   size:259.69,Price: ,1.27,Alessandro Bega, 8257797   size:10.76,Price: ,4.1,x
1.121378396, Sport: ,Tennis, Time: ,Thu Oct 22 13:45:00 CEST 2015, Time: ,Thu Oct 22 13:45:00 CEST 2015, Event: ,Berankis v Donskoy, Favorite: ,Ricardas Berankis, 2923248   size:107.0,Price: ,1.7,Evgeny Donskoy, 3391304   size:26.0,Price: ,2.3,x
1.121362989, Sport: ,Tennis, Time: ,Thu Oct 22 14:45:00 CEST 2015, Time: ,Thu Oct 22 14:45:00 CEST 2015, Event: ,Darcis v Gasquet, Favorite: ,Richard Gasquet, 2249399   size:1701.31,Price: ,1.11,Steve Darcis, 2481589   size:60.99,Price: ,8.6,ok
1.121280185, Sport: ,Handball, Time: ,Thu Oct 22 18:00:00 CEST 2015, Time: ,Thu Oct 22 18:00:00 CEST 2015, Event: ,Chekhovskie Medvedi v Presov, Favorite: ,Chekhovskie Medvedi, 4212169   size:2.97,Price: ,1.02,Presov, 3379920   size:5.72,Price: ,1.53,Draw, 330157   size:5.72,Price: ,1.62,ok
1.121396086, Sport: ,Tennis, Time: ,Thu Oct 22 19:00:00 CEST 2015, Time: ,Thu Oct 22 19:00:00 CEST 2015, Event: ,Chang v Kenin, Favorite: ,Sophie Chang, 9348383   size:3.08,Price: ,1.08,Sofia Kenin, 9149629   size:3.08,Price: ,1.08,x
1.121032911, Sport: ,Soccer, Time: ,Thu Oct 22 19:00:00 CEST 2015, Time: ,Thu Oct 22 19:00:00 CEST 2015, Event: ,AZ Alkmaar v Augsburg, Favorite: ,Augsburg, 498560   size:279.81,Price: ,2.6,Az Alkmaar, 3631356   size:105.35,Price: ,2.86,The Draw, 58805   size:2926.4,Price: ,3.65,ok
1.121373782, Sport: ,Soccer, Time: ,Thu Oct 22 17:30:00 CEST 2015, Time: ,Thu Oct 22 17:30:00 CEST 2015, Event: ,Poland (W) v Slovakia (W), Favorite: ,Poland (W), 5912843   size:2.55,Price: ,1.31,Slovakia (W), 5908461   size:5.96,Price: ,6.2,The Draw, 58805   size:2.55,Price: ,4.2,ok
1.121374113, Sport: ,Soccer, Time: ,Thu Oct 22 10:00:00 CEST 2015, Time: ,Thu Oct 22 10:00:00 CEST 2015, Event: ,FK Tom Tomsk II v Sibir Novosibirsk II, Favorite: ,FK Tom Tomsk II, 9420249   size:2.55,Price: ,1.88,Sibir Novosibirsk II, 10302986   size:3.69,Price: ,3.8,The Draw, 58805   size:4.12,Price: ,3.35,x
1.121395394, Sport: ,Tennis, Time: ,Thu Oct 22 13:30:00 CEST 2015, Time: ,Thu Oct 22 13:30:00 CEST 2015, Event: ,S Kuznetsova v Sevastova, Favorite: ,Svetlana Kuznetsova, 2256501   size:105.84,Price: ,1.23,Anastasija Sevastova, 2422070   size:37.01,Price: ,4.8,ok
1.121396089, Sport: ,Tennis, Time: ,Thu Oct 22 17:00:00 CEST 2015, Time: ,Thu Oct 22 17:00:00 CEST 2015, Event: ,Lemoine v Sanchez, Favorite: ,Maria Sanchez, 5374654   size:5.72,Price: ,1.4,Quirine Lemoine, 4020166   size:218.84,Price: ,2.92,ok
1.120661501, Sport: ,Cricket, Time: ,Thu Oct 22 06:30:00 CEST 2015, Time: ,Thu Oct 22 06:30:00 CEST 2015, Event: ,Sri Lanka v West Indies (2nd Test), Favorite: ,Sri Lanka, 7337   size:768.93,Price: ,1.58,West Indies, 235   size:64.16,Price: ,7.4,The Draw, 60443   size:42.27,Price: ,4.0,ok
1.121372730, Sport: ,Soccer, Time: ,Thu Oct 22 13:30:00 CEST 2015, Time: ,Thu Oct 22 13:30:00 CEST 2015, Event: ,FC Vereya SZ U19 v Lokomotiv Plovdiv U19, Favorite: ,FC Vereya SZ U19, 10297886   size:10.57,Price: ,1.1,Lokomotiv Plovdiv U19, 10428698   size:10.57,Price: ,1.1,The Draw, 58805   size:5.0,Price: ,3.05,ok
1.121395315, Sport: ,Tennis, Time: ,Thu Oct 22 17:00:00 CEST 2015, Time: ,Thu Oct 22 17:00:00 CEST 2015, Event: ,Kovalets v Rus, Favorite: ,Arantxa Rus, 2451050   size:162.63,Price: ,1.46,Sofiya Kovalets, 8535293   size:74.81,Price: ,2.46,x
1.121033444, Sport: ,Soccer, Time: ,Thu Oct 22 19:00:00 CEST 2015, Time: ,Thu Oct 22 19:00:00 CEST 2015, Event: ,Lokomotiv v Besiktas, Favorite: ,Lokomotiv, 214365   size:26.32,Price: ,2.14,Besiktas, 232068   size:23.44,Price: ,3.95,The Draw, 58805   size:1554.26,Price: ,3.45,x
1.121395317, Sport: ,Tennis, Time: ,Thu Oct 22 17:00:00 CEST 2015, Time: ,Thu Oct 22 17:00:00 CEST 2015, Event: ,Thompson v Molinero, Favorite: ,Florencia Molinero, 4946380   size:277.07,Price: ,1.27,Brianna Thompson, 10410399   size:74.81,Price: ,3.35,ok
1.121395319, Sport: ,Tennis, Time: ,Thu Oct 22 18:30:00 CEST 2015, Time: ,Thu Oct 22 18:30:00 CEST 2015, Event: ,Tsonga v Rosol, Favorite: ,Jo-Wilfried Tsonga, 4190307   size:2090.76,Price: ,1.17,Lukas Rosol, 2258415   size:28.0,Price: ,6.4,x
1.121395318, Sport: ,Tennis, Time: ,Thu Oct 22 17:00:00 CEST 2015, Time: ,Thu Oct 22 17:00:00 CEST 2015, Event: ,Anderson v Buyukakcay, Favorite: ,Cagla Buyukakcay, 3051579   size:99.74,Price: ,1.75,Robin Anderson, 8947134   size:110.03,Price: ,1.99,x
1.121387112, Sport: ,Soccer, Time: ,Thu Oct 22 11:00:00 CEST 2015, Time: ,Thu Oct 22 11:00:00 CEST 2015, Event: ,TP Ho Chi Minh FC U21 v Hoang Anh Gia Lai U21, Favorite: ,Hoang Anh Gia Lai U21, 7642558   size:5.0,Price: ,1.44,TP Ho Chi Minh FC U21, 7640002   size:8.09,Price: ,3.15,The Draw, 58805   size:6.95,Price: ,3.1,x
1.121340504, Sport: ,Basketball, Time: ,Thu Oct 22 19:30:00 CEST 2015, Time: ,Thu Oct 22 19:30:00 CEST 2015, Event: ,Cedevita v Limoges, Favorite: ,Cedevita, 4229279   size:10.29,Price: ,1.5,Limoges, 3817200   size:289.4,Price: ,2.88,x
1.121237488, Sport: ,Ice Hockey, Time: ,Thu Oct 22 16:00:00 CEST 2015, Time: ,Thu Oct 22 16:00:00 CEST 2015, Event: ,Avtomobilist v SKA, Favorite: ,SKA, 2296808   size:4.56,Price: ,2.24,Avtomobilist, 4138395   size:70.0,Price: ,2.88,Tie, 60104   size:72.14,Price: ,4.3,x
1.121237126, Sport: ,Ice Hockey, Time: ,Thu Oct 22 18:30:00 CEST 2015, Time: ,Thu Oct 22 18:30:00 CEST 2015, Event: ,Kongsvinger v Sparta Sarpsborg, Favorite: ,Sparta Sarpsborg, 61430   size:2.74,Price: ,1.09,Kongsvinger, 3725729   size:68.44,Price: ,11.0,Tie, 60104   size:68.49,Price: ,10.0,ok
1.121238216, Sport: ,Ice Hockey, Time: ,Thu Oct 22 19:00:00 CEST 2015, Time: ,Thu Oct 22 19:00:00 CEST 2015, Event: ,Almtuna v Bjorkloven, Favorite: ,Bjorkloven, 247108   size:2.16,Price: ,2.32,Almtuna, 539697   size:137.81,Price: ,2.7,Tie, 60104   size:7.07,Price: ,3.7,x
1.121362895, Sport: ,Tennis, Time: ,Thu Oct 22 10:30:00 CEST 2015, Time: ,Thu Oct 22 10:30:00 CEST 2015, Event: ,Strycova v J Larsson, Favorite: ,Barbora Strycova, 9416669   size:51.2,Price: ,1.52,Johanna Larsson, 3220168   size:3.67,Price: ,2.8,ok
1.121376347, Sport: ,Tennis, Time: ,Thu Oct 22 08:45:00 CEST 2015, Time: ,Thu Oct 22 08:45:00 CEST 2015, Event: ,Fabbiano/Zopp v Bai/Ghedin, Favorite: ,Bai/Ghedin, 10220762   size:3.4,Price: ,1.47,Fabbiano/Zopp, 10433866   size:4.88,Price: ,2.66,x
1.121374168, Sport: ,Soccer, Time: ,Thu Oct 22 10:00:00 CEST 2015, Time: ,Thu Oct 22 10:00:00 CEST 2015, Event: ,FC Ufa (Y) v Krylya Sovetov (Y), Favorite: ,FC Ufa (Y), 10178767   size:2.61,Price: ,2.08,Krylya Sovetov (Y), 9989505   size:6.76,Price: ,3.05,The Draw, 58805   size:7.02,Price: ,3.55,x
1.121375412, Sport: ,Tennis, Time: ,Thu Oct 22 20:15:00 CEST 2015, Time: ,Thu Oct 22 20:15:00 CEST 2015, Event: ,P Lorenzi v Monfils, Favorite: ,Gael Monfils, 2257300   size:341.2,Price: ,1.11,Paolo Lorenzi, 2345099   size:124.22,Price: ,9.2,ok
1.121374444, Sport: ,Soccer, Time: ,Thu Oct 22 12:00:00 CEST 2015, Time: ,Thu Oct 22 12:00:00 CEST 2015, Event: ,Vorskla U21 v Zorya U21, Favorite: ,Zorya U21, 10096686   size:2.55,Price: ,1.36,Vorskla U21, 10096694   size:2.55,Price: ,1.56,The Draw, 58805   size:5.0,Price: ,3.65,ok
1.121238212, Sport: ,Ice Hockey, Time: ,Thu Oct 22 19:00:00 CEST 2015, Time: ,Thu Oct 22 19:00:00 CEST 2015, Event: ,Vasteras v Timra, Favorite: ,Vasteras, 316429   size:5.72,Price: ,1.54,Timra, 237393   size:80.21,Price: ,5.3,Tie, 60104   size:104.4,Price: ,4.3,ok
1.121376343, Sport: ,Tennis, Time: ,Thu Oct 22 13:00:00 CEST 2015, Time: ,Thu Oct 22 13:00:00 CEST 2015, Event: ,Mektic/Skugor v Hsieh/Zhang, Favorite: ,Mektic/Skugor, 9146543   size:6.16,Price: ,1.04,Hsieh/Zhang, 10433867   size:6.16,Price: ,1.04,ok
1.121372785, Sport: ,Soccer, Time: ,Thu Oct 22 13:30:00 CEST 2015, Time: ,Thu Oct 22 13:30:00 CEST 2015, Event: ,Lokomotiv GO U19 v Litex Lovech U19, Favorite: ,Lokomotiv GO U19, 10412682   size:10.57,Price: ,1.1,Litex Lovech U19, 10317771   size:10.57,Price: ,1.1,The Draw, 58805   size:5.0,Price: ,3.05,x
1.121359400, Sport: ,Soccer, Time: ,Thu Oct 22 17:00:00 CEST 2015, Time: ,Thu Oct 22 17:00:00 CEST 2015, Event: ,Petrojet v Al Masry, Favorite: ,Petrojet, 5168594   size:2.61,Price: ,2.36,Al Masry, 5174044   size:4.52,Price: ,3.35,The Draw, 58805   size:2.55,Price: ,2.92,x
1.121376228, Sport: ,Tennis, Time: ,Thu Oct 22 20:00:00 CEST 2015, Time: ,Thu Oct 22 20:00:00 CEST 2015, Event: ,de Bakker v D King, Favorite: ,Thiemo De Bakker, 8720949   size:3.22,Price: ,1.55,Darian King, 8413749   size:7.7,Price: ,2.52,ok
1.121373117, Sport: ,Soccer, Time: ,Thu Oct 22 18:00:00 CEST 2015, Time: ,Thu Oct 22 18:00:00 CEST 2015, Event: ,Tallinna FC Flora III v HUJK Emmaste, Favorite: ,HUJK Emmaste, 6649069   size:10.57,Price: ,1.1,Tallinna FC Flora III, 7236834   size:136.35,Price: ,1.11,The Draw, 58805   size:10.57,Price: ,3.0,ok
1.121395428, Sport: ,Tennis, Time: ,Thu Oct 22 17:00:00 CEST 2015, Time: ,Thu Oct 22 17:00:00 CEST 2015, Event: ,G Escobar v Dutra Silva, Favorite: ,Rogerio Dutra Silva, 2301068   size:39.8,Price: ,1.08,Gonzalo Escobar, 7660810   size:5.72,Price: ,1.26,ok
1.121385983, Sport: ,Tennis, Time: ,Thu Oct 22 18:45:00 CEST 2015, Time: ,Thu Oct 22 18:45:00 CEST 2015, Event: ,Rublev/Tursunov v Betov/Elgin, Favorite: ,Betov/Elgin, 8908427   size:2.55,Price: ,1.62,Rublev/Tursunov, 10431009   size:2.55,Price: ,2.36,x
1.121237499, Sport: ,Ice Hockey, Time: ,Thu Oct 22 16:00:00 CEST 2015, Time: ,Thu Oct 22 16:00:00 CEST 2015, Event: ,Metallurg MG v Jokerit, Favorite: ,Metallurg Mg, 3343614   size:59.56,Price: ,2.16,Jokerit, 66263   size:21.05,Price: ,3.0,Tie, 60104   size:69.43,Price: ,4.2,x
1.121395492, Sport: ,Tennis, Time: ,Thu Oct 22 16:30:00 CEST 2015, Time: ,Thu Oct 22 16:30:00 CEST 2015, Event: ,Fognini/Mirnyi v Knowle/Nestor, Favorite: ,Fognini/Mirnyi, 10435351   size:6.16,Price: ,1.04,Knowle/Nestor, 7818170   size:6.16,Price: ,1.04,ok
1.121374058, Sport: ,Soccer, Time: ,Thu Oct 22 11:00:00 CEST 2015, Time: ,Thu Oct 22 11:00:00 CEST 2015, Event: ,FK Irtysh Omsk v FK Chita, Favorite: ,FK Irtysh Omsk, 9505864   size:6.4,Price: ,1.88,FK Chita, 9460341   size:8.14,Price: ,4.8,The Draw, 58805   size:7.0,Price: ,3.4,x
1.121395131, Sport: ,Tennis, Time: ,Thu Oct 22 17:00:00 CEST 2015, Time: ,Thu Oct 22 17:00:00 CEST 2015, Event: ,Gilchrist v Fichman, Favorite: ,Sharon Fichman, 3218660   size:42.28,Price: ,1.19,Nadja Gilchrist, 9626873   size:5.31,Price: ,4.8,x
1.120658711, Sport: ,Cricket, Time: ,Thu Oct 22 08:00:00 CEST 2015, Time: ,Thu Oct 22 08:00:00 CEST 2015, Event: ,Pakistan v England (2nd Test), Favorite: ,Pakistan, 7461   size:915.61,Price: ,2.34,England, 10301   size:1261.43,Price: ,3.5,The Draw, 60443   size:442.15,Price: ,3.45,ok
1.121237132, Sport: ,Ice Hockey, Time: ,Thu Oct 22 18:30:00 CEST 2015, Time: ,Thu Oct 22 18:30:00 CEST 2015, Event: ,Lillehammer v Stjernen, Favorite: ,Lillehammer, 61429   size:224.43,Price: ,1.99,Stjernen, 61434   size:224.43,Price: ,2.36,Tie, 60104   size:143.17,Price: ,4.8,ok
1.121395374, Sport: ,Tennis, Time: ,Thu Oct 22 13:30:00 CEST 2015, Time: ,Thu Oct 22 13:30:00 CEST 2015, Event: ,Siegemund v Flipkens, Favorite: ,Kirsten Flipkens, 2264530   size:191.14,Price: ,1.47,Laura Siegemund, 4829328   size:15.24,Price: ,2.94,x
1.121238220, Sport: ,Ice Hockey, Time: ,Thu Oct 22 19:00:00 CEST 2015, Time: ,Thu Oct 22 19:00:00 CEST 2015, Event: ,Tingsryd v Sundsvall, Favorite: ,Tingsryd, 5877522   size:4.19,Price: ,1.47,Sundsvall, 247097   size:5.23,Price: ,6.0,Tie, 60104   size:114.85,Price: ,4.0,x
1.121033547, Sport: ,Soccer, Time: ,Thu Oct 22 19:00:00 CEST 2015, Time: ,Thu Oct 22 19:00:00 CEST 2015, Event: ,Monaco v Karabakh, Favorite: ,Monaco, 361706   size:313.59,Price: ,1.47,Qarabag FK, 4043562   size:5.1,Price: ,9.2,The Draw, 58805   size:215.9,Price: ,4.6,ok
1.121372952, Sport: ,Soccer, Time: ,Thu Oct 22 19:00:00 CEST 2015, Time: ,Thu Oct 22 19:00:00 CEST 2015, Event: ,Denmark (W) v Moldova (W), Favorite: ,Denmark (W), 727766   size:0.0,Price: ,0.0,Moldova (W), 9370030   size:2.65,Price: ,170.0,The Draw, 58805   size:2.65,Price: ,120.0,ok
1.121372675, Sport: ,Soccer, Time: ,Thu Oct 22 13:30:00 CEST 2015, Time: ,Thu Oct 22 13:30:00 CEST 2015, Event: ,Cherno More U19 v FC Septemvri Sofia U19, Favorite: ,Cherno More U19, 10247331   size:7.72,Price: ,1.1,FC Septemvri Sofia U19, 10441192   size:10.57,Price: ,1.1,The Draw, 58805   size:5.0,Price: ,3.05,x
1.121395416, Sport: ,Tennis, Time: ,Thu Oct 22 18:00:00 CEST 2015, Time: ,Thu Oct 22 18:00:00 CEST 2015, Event: ,Paire v Teixeira, Favorite: ,Benoit Paire, 3911345   size:3.52,Price: ,1.07,Maxime Teixeira, 5321113   size:2.55,Price: ,1.42,ok
1.121385279, Sport: ,Tennis, Time: ,Thu Oct 22 12:00:00 CEST 2015, Time: ,Thu Oct 22 12:00:00 CEST 2015, Event: ,Gimeno-Traver v Pouille, Favorite: ,Lucas Pouille, 7031400   size:14.65,Price: ,1.56,Daniel Gimeno-Traver, 8260127   size:24.0,Price: ,2.68,ok
1.121355461, Sport: ,Soccer, Time: ,Thu Oct 22 18:00:00 CEST 2015, Time: ,Thu Oct 22 18:00:00 CEST 2015, Event: ,AL Qadsi (Kuwait) U20 v Al Sulaibikhat U20, Favorite: ,Al Sulaibikhat U20, 10437887   size:2.88,Price: ,1.07,AL Qadsi (Kuwait) U20, 10437885   size:7.48,Price: ,1.36,The Draw, 58805   size:3.68,Price: ,6.0,x
1.121234917, Sport: ,Soccer, Time: ,Thu Oct 22 18:15:00 CEST 2015, Time: ,Thu Oct 22 18:15:00 CEST 2015, Event: ,Lyngby v FC Vestsjaelland, Favorite: ,Lyngby, 28218   size:276.93,Price: ,1.82,FC Vestsjaelland, 3235291   size:42.94,Price: ,4.8,The Draw, 58805   size:111.93,Price: ,3.85,x
1.121340481, Sport: ,Basketball, Time: ,Thu Oct 22 16:00:00 CEST 2015, Time: ,Thu Oct 22 16:00:00 CEST 2015, Event: ,Astana v Nilan Bisons, Favorite: ,Astana, 5877769   size:471.58,Price: ,1.58,Nilan Bisons, 7749519   size:191.58,Price: ,2.42,ok
1.121340484, Sport: ,Basketball, Time: ,Thu Oct 22 18:30:00 CEST 2015, Time: ,Thu Oct 22 18:30:00 CEST 2015, Event: ,VEF Riga v Tsmoki Minsk, Favorite: ,VEF Riga, 4276692   size:81.72,Price: ,1.61,Tsmoki Minsk, 6815371   size:2.55,Price: ,2.44,x
1.121237504, Sport: ,Ice Hockey, Time: ,Thu Oct 22 16:00:00 CEST 2015, Time: ,Thu Oct 22 16:00:00 CEST 2015, Event: ,Yugra v Spartak, Favorite: ,Yugra, 4913649   size:5.0,Price: ,2.42,Spartak, 2773599   size:8.4,Price: ,2.94,Tie, 60104   size:2.8,Price: ,3.9,x
1.121340487, Sport: ,Basketball, Time: ,Thu Oct 22 19:00:00 CEST 2015, Time: ,Thu Oct 22 19:00:00 CEST 2015, Event: ,Anadolu Efes v Armani Milano, Favorite: ,Anadolu Efes, 5832279   size:100.57,Price: ,1.27,Armani Milano, 952727   size:2.55,Price: ,4.1,ok
1.121375114, Sport: ,Basketball, Time: ,Thu Oct 22 16:30:00 CEST 2015, Time: ,Thu Oct 22 16:30:00 CEST 2015, Event: ,Balkan v Yambol, Favorite: ,Balkan, 7813765   size:8.22,Price: ,1.03,Yambol, 7753534   size:8.22,Price: ,1.03,ok
1.121374389, Sport: ,Soccer, Time: ,Thu Oct 22 12:00:00 CEST 2015, Time: ,Thu Oct 22 12:00:00 CEST 2015, Event: ,FK Hoverla U21 v Oleksandria U21, Favorite: ,Oleksandria U21, 10096655   size:5.0,Price: ,1.3,FK Hoverla U21, 10096334   size:5.0,Price: ,2.04,The Draw, 58805   size:5.0,Price: ,3.05,x
1.121373172, Sport: ,Soccer, Time: ,Thu Oct 22 13:00:00 CEST 2015, Time: ,Thu Oct 22 13:00:00 CEST 2015, Event: ,FC Algeti Marneuli v FC Odishi 1919 Zugdidi, Favorite: ,FC Algeti Marneuli, 7159026   size:10.57,Price: ,1.1,FC Odishi 1919 Zugdidi, 10255164   size:10.57,Price: ,1.1,The Draw, 58805   size:5.0,Price: ,3.05,x
1.121376165, Sport: ,Tennis, Time: ,Thu Oct 22 15:00:00 CEST 2015, Time: ,Thu Oct 22 15:00:00 CEST 2015, Event: ,D Ferrer v Garcia-Lopez, Favorite: ,David Ferrer, 2257314   size:85.99,Price: ,1.31,Guillermo Garcia-Lopez, 8260126   size:110.0,Price: ,3.8,ok
1.121376164, Sport: ,Tennis, Time: ,Thu Oct 22 17:00:00 CEST 2015, Time: ,Thu Oct 22 17:00:00 CEST 2015, Event: ,Weinhold v Al Nabhani, Favorite: ,Ashley Weinhold, 2522853   size:2.55,Price: ,1.44,Fatma Al Nabhani, 5336798   size:165.82,Price: ,2.78,ok
1.121373338, Sport: ,Soccer, Time: ,Thu Oct 22 13:00:00 CEST 2015, Time: ,Thu Oct 22 13:00:00 CEST 2015, Event: ,FC Kolkheti Khobi v FC WIT Georgia Tbilisi, Favorite: ,FC Kolkheti Khobi, 6881689   size:10.57,Price: ,1.1,FC WIT Georgia Tbilisi, 10255178   size:10.57,Price: ,1.1,The Draw, 58805   size:5.0,Price: ,3.05,ok
1.121033650, Sport: ,Soccer, Time: ,Thu Oct 22 19:00:00 CEST 2015, Time: ,Thu Oct 22 19:00:00 CEST 2015, Event: ,Partizan Belgrade v Ath Bilbao, Favorite: ,Ath Bilbao, 215903   size:123.2,Price: ,2.08,Partizan Belgrade, 46980   size:119.38,Price: ,4.0,The Draw, 58805   size:1975.61,Price: ,3.6,ok
1.121395007, Sport: ,Tennis, Time: ,Thu Oct 22 12:45:00 CEST 2015, Time: ,Thu Oct 22 12:45:00 CEST 2015, Event: ,Sijsling v Tabatruong, Favorite: ,Igor Sijsling, 2370190   size:2.55,Price: ,1.16,Maxime Tabatruong, 8859042   size:118.28,Price: ,5.6,ok
