1.122400646, Sport: ,Rugby Union, Time: ,Fri Jan 01 16:05:00 CET 2016, Time: ,Fri Jan 01 16:05:00 CET 2016, Event: ,Bedford v London Scottish, Favorite: ,London Scottish, 5709698   size:13.57,Price: ,1.01,Bedford Blues, 5080340   size:4.07,Price: ,1.04,Draw, 246289   size:5.0,Price: ,14.5,x
1.122417285, Sport: ,Soccer, Time: ,Fri Jan 01 11:00:00 CET 2016, Time: ,Fri Jan 01 11:00:00 CET 2016, Event: ,Achi Akko v Maccabi Ironi Akko, Favorite: ,Maccabi Ironi Akko, 10263730   size:2.71,Price: ,2.04,Achi Akko, 6119899   size:6.78,Price: ,2.26,The Draw, 58805   size:10.0,Price: ,3.35,x
1.122417120, Sport: ,Soccer, Time: ,Fri Jan 01 16:00:00 CET 2016, Time: ,Fri Jan 01 16:00:00 CET 2016, Event: ,Al Riffa v Al Ahli (BRN), Favorite: ,Al Riffa, 4692589   size:27.61,Price: ,1.02,Al Ahli (BRN), 10535980   size:27.61,Price: ,1.02,The Draw, 58805   size:16.28,Price: ,2.88,x
1.122417562, Sport: ,Soccer, Time: ,Fri Jan 01 14:10:00 CET 2016, Time: ,Fri Jan 01 14:10:00 CET 2016, Event: ,Al Sahel v Al Sulaibikhat, Favorite: ,Al Sahel, 9315584   size:8.0,Price: ,1.91,Al Sulaibikhat, 9342561   size:8.0,Price: ,1.91,The Draw, 58805   size:18.66,Price: ,2.9,x
1.122380951, Sport: ,Soccer, Time: ,Fri Jan 01 16:00:00 CET 2016, Time: ,Fri Jan 01 16:00:00 CET 2016, Event: ,Coleraine v Ballinamallard Utd, Favorite: ,Coleraine, 166863   size:4.64,Price: ,1.42,Ballinamallard Utd, 3611091   size:12.71,Price: ,7.8,The Draw, 58805   size:2.55,Price: ,4.6,ok
1.122405258, Sport: ,Basketball, Time: ,Fri Jan 01 12:35:00 CET 2016, Time: ,Fri Jan 01 12:35:00 CET 2016, Event: ,Bayi Rockets v Beijing BG / Beikong Fl, Favorite: ,Bayi Rockets, 8926902   size:2.71,Price: ,1.03,Beijing BG / Beikong Fl, 10513291   size:2.71,Price: ,1.03,ok
1.122310766, Sport: ,Ice Hockey, Time: ,Fri Jan 01 02:05:00 CET 2016, Time: ,Fri Jan 01 02:05:00 CET 2016, Event: ,Minnesota @ St Louis, Favorite: ,St Louis, 2110000   size:3.18,Price: ,2.32,Minnesota, 2109894   size:5.12,Price: ,3.0,Tie, 60104   size:461.0,Price: ,3.85,x
1.122310844, Sport: ,Ice Hockey, Time: ,Fri Jan 01 03:05:00 CET 2016, Time: ,Fri Jan 01 03:05:00 CET 2016, Event: ,Anaheim @ Edmonton, Favorite: ,Anaheim, 60109   size:14.28,Price: ,2.36,Edmonton, 2109967   size:5.45,Price: ,2.88,Tie, 60104   size:481.0,Price: ,3.95,ok
1.122380949, Sport: ,Soccer, Time: ,Fri Jan 01 16:00:00 CET 2016, Time: ,Fri Jan 01 16:00:00 CET 2016, Event: ,Cliftonville v Warrenpoint Town, Favorite: ,Cliftonville, 539979   size:115.48,Price: ,1.24,Warrenpoint Town, 3611092   size:7.62,Price: ,13.5,The Draw, 58805   size:5.15,Price: ,6.0,x
1.122380947, Sport: ,Soccer, Time: ,Fri Jan 01 16:00:00 CET 2016, Time: ,Fri Jan 01 16:00:00 CET 2016, Event: ,Carrick Rangers v Glenavon, Favorite: ,Glenavon, 46955   size:5.95,Price: ,1.69,Carrick Rangers, 2757225   size:5.18,Price: ,4.8,The Draw, 58805   size:2.55,Price: ,3.85,x
1.122407155, Sport: ,Basketball, Time: ,Thu Dec 31 20:00:00 CET 2015, Time: ,Thu Dec 31 20:00:00 CET 2015, Event: ,Drake @ Wichita St, Favorite: ,Wichita St, 2206278   size:2.93,Price: ,1.03,Drake, 735897   size:3.75,Price: ,3.45,ok
