1.119253249, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Tokyo-V v Fukuoka, Favorite: ,Tokyo-V, 263080   size:21.01,Price: ,2.4,The Draw, 58805   size:13.48,Price: ,3.25,Fukuoka, 1405180   size:2.81,Price: ,3.35,x
1.119249209, Sport: ,Baseball, Time: ,Sat Jul 04 20:10:00 CEST 2015, Time: ,Sat Jul 04 20:10:00 CEST 2015, Event: ,BAL @ CHW, Favorite: ,Chi White Sox (J Samardzija), 9439851   size:269.68,Price: ,1.01,ok
1.119252492, Sport: ,Soccer, Time: ,Sat Jul 04 16:30:00 CEST 2015, Time: ,Sat Jul 04 16:30:00 CEST 2015, Event: ,RB Leipzig v Slovan Liberec, Favorite: ,RB Leipzig, 5340398   size:2.57,Price: ,1.85,The Draw, 58805   size:2.57,Price: ,3.5,Slovan Liberec, 10503   size:2.57,Price: ,3.6,ok
1.119252376, Sport: ,Soccer, Time: ,Sat Jul 04 19:15:00 CEST 2015, Time: ,Sat Jul 04 19:15:00 CEST 2015, Event: ,Monaco v Hannover, Favorite: ,Monaco, 361706   size:2.76,Price: ,1.23,Hannover, 197307   size:10.67,Price: ,1.26,The Draw, 58805   size:3.55,Price: ,2.04,x
1.119249201, Sport: ,Baseball, Time: ,Sat Jul 04 19:35:00 CEST 2015, Time: ,Sat Jul 04 19:35:00 CEST 2015, Event: ,HOU @ BOS, Favorite: ,Boston (C Buchholz), 2515837   size:269.68,Price: ,1.01,ok
1.119249125, Sport: ,Baseball, Time: ,Sat Jul 04 02:10:00 CEST 2015, Time: ,Sat Jul 04 02:10:00 CEST 2015, Event: ,MIN @ KC, Favorite: ,Kansas (J Guthrie), 6531471   size:265.22,Price: ,1.77,Minnesota (T Milone), 8767527   size:95.8,Price: ,2.24,ok
1.119338756, Sport: ,Soccer, Time: ,Sat Jul 04 02:00:00 CEST 2015, Time: ,Sat Jul 04 02:00:00 CEST 2015, Event: ,Guarani AF v Estudiantes de San Luis, Favorite: ,Guarani AF, 8742758   size:27.69,Price: ,2.18,The Draw, 58805   size:186.61,Price: ,3.1,Estudiantes de San Luis, 9229724   size:17.86,Price: ,4.0,x
1.119253627, Sport: ,Soccer, Time: ,Sat Jul 04 12:00:00 CEST 2015, Time: ,Sat Jul 04 12:00:00 CEST 2015, Event: ,Okayama v Kyoto, Favorite: ,Okayama, 5561025   size:5.04,Price: ,2.6,Kyoto, 441085   size:8.86,Price: ,3.05,The Draw, 58805   size:68.8,Price: ,3.25,ok
1.119359216, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Arka Gdynia v KS Gwardia Koszalin, Favorite: ,Arka Gdynia, 1209553   size:2.57,Price: ,1.36,The Draw, 58805   size:90.77,Price: ,4.1,KS Gwardia Koszalin, 9792142   size:56.28,Price: ,6.0,ok
1.119252618, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,SW Rehden v Cloppenberg, Favorite: ,SW Rehden, 7458087   size:2.57,Price: ,1.67,The Draw, 58805   size:5.78,Price: ,3.65,Cloppenberg, 2049029   size:5.78,Price: ,3.95,ok
1.119251728, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Inverurie Loco v Elgin, Favorite: ,Elgin, 615041   size:2.57,Price: ,1.61,The Draw, 58805   size:5.78,Price: ,3.85,Inverurie Loco, 1331501   size:2.57,Price: ,4.2,ok
1.119253507, Sport: ,Soccer, Time: ,Fri Jul 03 21:15:00 CEST 2015, Time: ,Fri Jul 03 21:15:00 CEST 2015, Event: ,Thor v Grindavik, Favorite: ,Thor, 3965658   size:20.54,Price: ,2.54,Grindavik, 399802   size:110.06,Price: ,2.92,The Draw, 58805   size:117.94,Price: ,3.7,x
1.119249081, Sport: ,Baseball, Time: ,Sat Jul 04 01:10:00 CEST 2015, Time: ,Sat Jul 04 01:10:00 CEST 2015, Event: ,HOU @ BOS, Favorite: ,Boston (J Masterson), 2996232   size:5.04,Price: ,1.85,Houston (D Straily), 9789189   size:253.12,Price: ,2.12,x
1.119252063, Sport: ,Soccer, Time: ,Sat Jul 04 16:15:00 CEST 2015, Time: ,Sat Jul 04 16:15:00 CEST 2015, Event: ,Lechia Gdansk v Shakhtar, Favorite: ,Shakhtar, 477822   size:38.65,Price: ,1.39,The Draw, 58805   size:21.89,Price: ,3.65,Lechia Gdansk, 3143305   size:12.1,Price: ,5.1,x
1.119252189, Sport: ,Soccer, Time: ,Sat Jul 04 18:00:00 CEST 2015, Time: ,Sat Jul 04 18:00:00 CEST 2015, Event: ,FK Ventspils v FK Liepaja, Favorite: ,FK Ventspils, 46957   size:12.9,Price: ,1.9,The Draw, 58805   size:20.16,Price: ,3.05,FK Liepaja, 9306437   size:3.89,Price: ,4.2,x
1.119338826, Sport: ,Soccer, Time: ,Sat Jul 04 19:00:00 CEST 2015, Time: ,Sat Jul 04 19:00:00 CEST 2015, Event: ,Guillermo Brown v Boca Unidos, Favorite: ,Guillermo Brown, 5789841   size:6.33,Price: ,2.46,The Draw, 58805   size:5.2,Price: ,3.05,Boca Unidos, 5369720   size:2.8,Price: ,3.25,ok
1.119254285, Sport: ,Soccer, Time: ,Sat Jul 04 12:00:00 CEST 2015, Time: ,Sat Jul 04 12:00:00 CEST 2015, Event: ,Thespakusatsu Gunma v Tokushima, Favorite: ,Tokushima, 5026012   size:8.72,Price: ,2.74,Thespakusatsu Gunma, 7078090   size:10.97,Price: ,2.88,The Draw, 58805   size:127.3,Price: ,3.2,x
1.119359005, Sport: ,Soccer, Time: ,Sat Jul 04 10:00:00 CEST 2015, Time: ,Sat Jul 04 10:00:00 CEST 2015, Event: ,Fola Esch v Excelsior Virton, Favorite: ,Excelsior Virton, 505672   size:2.57,Price: ,1.56,The Draw, 58805   size:5.78,Price: ,3.85,Fola Esch, 5637030   size:2.57,Price: ,4.6,ok
1.119253753, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Kamatamare Sanuki v Ehime, Favorite: ,Ehime, 3455675   size:8.86,Price: ,2.66,Kamatamare Sanuki, 4233864   size:13.28,Price: ,2.98,The Draw, 58805   size:7.31,Price: ,3.2,x
1.119249798, Sport: ,Soccer, Time: ,Sat Jul 04 18:00:00 CEST 2015, Time: ,Sat Jul 04 18:00:00 CEST 2015, Event: ,Norrkoping v Malmo FF, Favorite: ,Malmo FF, 174383   size:42.35,Price: ,2.22,Norrkoping, 30683   size:2.79,Price: ,3.4,The Draw, 58805   size:7.44,Price: ,3.65,x
1.119249116, Sport: ,Baseball, Time: ,Sat Jul 04 02:10:00 CEST 2015, Time: ,Sat Jul 04 02:10:00 CEST 2015, Event: ,BAL @ CHW, Favorite: ,Baltimore (U Jimenez), 8432626   size:275.3,Price: ,1.67,Chicago White Sox (J Danks), 2942998   size:265.22,Price: ,2.4,x
1.119251657, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Forfar v Buckie Thistle, Favorite: ,Forfar, 729805   size:2.57,Price: ,1.31,The Draw, 58805   size:74.06,Price: ,4.8,Buckie Thistle, 62665   size:50.25,Price: ,6.6,ok
1.119338686, Sport: ,Soccer, Time: ,Sat Jul 04 01:00:00 CEST 2015, Time: ,Sat Jul 04 01:00:00 CEST 2015, Event: ,Ferro Carril Oeste v Atletico Parana, Favorite: ,Ferro Carril Oeste, 5985279   size:11.4,Price: ,2.3,The Draw, 58805   size:33.99,Price: ,3.2,Atletico Parana, 5985269   size:20.95,Price: ,3.7,ok
1.119252745, Sport: ,Soccer, Time: ,Sat Jul 04 18:00:00 CEST 2015, Time: ,Sat Jul 04 18:00:00 CEST 2015, Event: ,Rennes v Laval, Favorite: ,Rennes, 44799   size:2.57,Price: ,1.71,The Draw, 58805   size:5.78,Price: ,3.35,Laval, 77585   size:93.8,Price: ,4.0,x
1.119249193, Sport: ,Baseball, Time: ,Sat Jul 04 19:08:00 CEST 2015, Time: ,Sat Jul 04 19:08:00 CEST 2015, Event: ,TOR @ DET, Favorite: ,Detroit (D Price), 8753728   size:269.68,Price: ,1.01,ok
1.119249073, Sport: ,Baseball, Time: ,Sat Jul 04 01:10:00 CEST 2015, Time: ,Sat Jul 04 01:10:00 CEST 2015, Event: ,MIL @ CIN, Favorite: ,Milwaukee (M Fiers), 6408787   size:318.67,Price: ,1.91,Cincinnati (M Lorenzen), 9444109   size:104.87,Price: ,2.04,ok
1.119249150, Sport: ,Baseball, Time: ,Sat Jul 04 03:40:00 CEST 2015, Time: ,Sat Jul 04 03:40:00 CEST 2015, Event: ,COL @ ARI, Favorite: ,Arizona (C Anderson), 8522020   size:289.42,Price: ,1.61,Colorado (K Kendrick), 9378789   size:105.88,Price: ,2.56,ok
1.119380207, Sport: ,Tennis, Time: ,Sat Jul 04 10:00:00 CEST 2015, Time: ,Sat Jul 04 10:00:00 CEST 2015, Event: ,Badosa Gibert v Zacarias, Favorite: ,Marcela Zacarias, 7083075   size:44.47,Price: ,1.03,x
1.119359286, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Chojniczanka Chojnice v Bytovia Bytow, Favorite: ,Bytovia Bytow, 5876553   size:139.31,Price: ,1.06,The Draw, 58805   size:28.14,Price: ,2.0,x
1.119328925, Sport: ,Soccer, Time: ,Sat Jul 04 01:30:00 CEST 2015, Time: ,Sat Jul 04 01:30:00 CEST 2015, Event: ,Peru v Paraguay, Favorite: ,Peru, 15301   size:1121.39,Price: ,2.36,Paraguay, 55211   size:194.13,Price: ,3.2,The Draw, 58805   size:11569.55,Price: ,3.75,ok
1.119377846, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,DSVK Traktors/JDFS v FC Caramba Riga, Favorite: ,FC Caramba Riga, 8626445   size:18.0,Price: ,1.02,The Draw, 58805   size:2.81,Price: ,1.25,ok
1.119249159, Sport: ,Baseball, Time: ,Sat Jul 04 04:10:00 CEST 2015, Time: ,Sat Jul 04 04:10:00 CEST 2015, Event: ,NYM @ LAD, Favorite: ,LA Dodgers (C Kershaw), 3068257   size:56.47,Price: ,1.43,NY Mets (N Syndergaard), 9477745   size:102.86,Price: ,3.15,x
1.119357106, Sport: ,Tennis, Time: ,Sat Jul 04 13:00:00 CEST 2015, Time: ,Sat Jul 04 13:00:00 CEST 2015, Event: ,Erakovic/Watson v Medina Garr/Parra Santo, Favorite: ,Erakovic/Watson, 6513220   size:5.78,Price: ,1.63,Medina Garr/Parra Santo, 9220633   size:5.78,Price: ,2.04,x
1.119253879, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Kitakyushu v Kanazawa, Favorite: ,Kanazawa, 9280258   size:3.64,Price: ,2.36,The Draw, 58805   size:5.04,Price: ,3.35,Kitakyushu, 5026013   size:2.75,Price: ,3.4,x
1.119358790, Sport: ,Tennis, Time: ,Sat Jul 04 14:00:00 CEST 2015, Time: ,Sat Jul 04 14:00:00 CEST 2015, Event: ,Bacsinszky v Lisicki, Favorite: ,Sabine Lisicki, 2403862   size:418.1,Price: ,1.8,Timea Bacsinszky, 2263710   size:134.07,Price: ,2.18,x
1.119382661, Sport: ,Tennis, Time: ,Sat Jul 04 13:00:00 CEST 2015, Time: ,Sat Jul 04 13:00:00 CEST 2015, Event: ,Ser Williams v V Williams, Favorite: ,Serena Williams, 2538236   size:483.32,Price: ,1.2,Venus Williams, 2309518   size:55.15,Price: ,4.5,ok
1.119379531, Sport: ,Tennis, Time: ,Sat Jul 04 13:00:00 CEST 2015, Time: ,Sat Jul 04 13:00:00 CEST 2015, Event: ,Sharapova v Diyas, Favorite: ,Maria Sharapova, 2261745   size:321.54,Price: ,1.1,Zarina Diyas, 4045175   size:32.02,Price: ,8.6,ok
1.119378056, Sport: ,Tennis, Time: ,Sat Jul 04 13:00:00 CEST 2015, Time: ,Sat Jul 04 13:00:00 CEST 2015, Event: ,Vandeweghe v L Safarova, Favorite: ,Lucie Safarova, 2256462   size:18.78,Price: ,1.69,Coco Vandeweghe, 2328051   size:40.33,Price: ,2.32,x
1.119251587, Sport: ,Soccer, Time: ,Sat Jul 04 15:00:00 CEST 2015, Time: ,Sat Jul 04 15:00:00 CEST 2015, Event: ,E Stirling v Partick, Favorite: ,Partick, 191567   size:10.67,Price: ,1.08,The Draw, 58805   size:28.14,Price: ,2.0,x
1.119251235, Sport: ,Soccer, Time: ,Sat Jul 04 13:35:00 CEST 2015, Time: ,Sat Jul 04 13:35:00 CEST 2015, Event: ,Guizhou Renhe v Jiangsu Sainty, Favorite: ,Guizhou Renhe, 7074386   size:5.04,Price: ,2.34,Jiangsu Sainty, 5440200   size:2.57,Price: ,3.25,The Draw, 58805   size:35.84,Price: ,3.35,x
1.119357037, Sport: ,Tennis, Time: ,Sat Jul 04 14:00:00 CEST 2015, Time: ,Sat Jul 04 14:00:00 CEST 2015, Event: ,Wozniacki v Giorgi, Favorite: ,Caroline Wozniacki, 2309522   size:161.38,Price: ,1.52,Camila Giorgi, 5619012   size:30.45,Price: ,2.86,ok
1.119361699, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Looktabfah FC v Raj Pracha FC, Favorite: ,Raj Pracha FC, 9410286   size:139.31,Price: ,1.06,The Draw, 58805   size:28.14,Price: ,2.0,ok
1.119251445, Sport: ,Soccer, Time: ,Sat Jul 04 14:00:00 CEST 2015, Time: ,Sat Jul 04 14:00:00 CEST 2015, Event: ,East Fife v Dunfermline, Favorite: ,Dunfermline, 48812   size:52.43,Price: ,1.77,East Fife, 674743   size:30.93,Price: ,2.76,The Draw, 58805   size:25.95,Price: ,3.3,ok
1.119361812, Sport: ,Soccer, Time: ,Sat Jul 04 15:00:00 CEST 2015, Time: ,Sat Jul 04 15:00:00 CEST 2015, Event: ,Chonburi v Siam Navy, Favorite: ,Chonburi, 2899298   size:6.94,Price: ,1.4,The Draw, 58805   size:13.46,Price: ,3.1,Siam Navy, 9233644   size:5.48,Price: ,6.0,ok
1.119361756, Sport: ,Soccer, Time: ,Sat Jul 04 14:00:00 CEST 2015, Time: ,Sat Jul 04 14:00:00 CEST 2015, Event: ,Bangkok Glass v BEC Tero Sasana, Favorite: ,Bangkok Glass, 9211377   size:8.74,Price: ,1.64,The Draw, 58805   size:2.18,Price: ,3.65,BEC Tero Sasana, 7391108   size:41.38,Price: ,4.5,ok
1.119251305, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Berwick v North Shields, Favorite: ,Berwick, 69812   size:36.65,Price: ,1.49,The Draw, 58805   size:90.77,Price: ,4.1,North Shields, 9472933   size:77.14,Price: ,4.4,x
1.119361641, Sport: ,Soccer, Time: ,Sat Jul 04 13:00:00 CEST 2015, Time: ,Sat Jul 04 13:00:00 CEST 2015, Event: ,Police United v Chiang Mai FC, Favorite: ,Chiang Mai FC, 7276210   size:139.31,Price: ,1.06,The Draw, 58805   size:28.14,Price: ,2.0,x
1.119251944, Sport: ,Soccer, Time: ,Sat Jul 04 14:30:00 CEST 2015, Time: ,Sat Jul 04 14:30:00 CEST 2015, Event: ,Stenhousemuir v Livingston, Favorite: ,Livingston, 57423   size:2.57,Price: ,2.26,Stenhousemuir, 729806   size:2.57,Price: ,2.64,The Draw, 58805   size:5.78,Price: ,3.35,ok
1.119378366, Sport: ,Tennis, Time: ,Sat Jul 04 13:00:00 CEST 2015, Time: ,Sat Jul 04 13:00:00 CEST 2015, Event: ,Azarenka v Bencic, Favorite: ,Victoria Azarenka, 2263640   size:3.43,Price: ,1.41,Belinda Bencic, 6390244   size:87.66,Price: ,3.2,ok
1.119377915, Sport: ,Soccer, Time: ,Sat Jul 04 14:00:00 CEST 2015, Time: ,Sat Jul 04 14:00:00 CEST 2015, Event: ,Torpedo Izhevsk (W) v FC Yenisey (W), Favorite: ,FC Yenisey (W), 9817480   size:18.0,Price: ,1.02,The Draw, 58805   size:2.81,Price: ,1.25,ok
1.119249217, Sport: ,Baseball, Time: ,Sat Jul 04 20:15:00 CEST 2015, Time: ,Sat Jul 04 20:15:00 CEST 2015, Event: ,SD @ STL, Favorite: ,St Louis (C Martinez), 7564048   size:133.43,Price: ,1.02,ok
1.119357050, Sport: ,Tennis, Time: ,Sat Jul 04 13:00:00 CEST 2015, Time: ,Sat Jul 04 13:00:00 CEST 2015, Event: ,Herbert/Mahut v Muller/Qureshi, Favorite: ,Herbert/Mahut, 8942538   size:5.33,Price: ,1.47,Muller/Qureshi, 9327884   size:5.78,Price: ,2.34,ok
1.119382715, Sport: ,Tennis, Time: ,Sat Jul 04 13:00:00 CEST 2015, Time: ,Sat Jul 04 13:00:00 CEST 2015, Event: ,Bryan/Bryan v Pavic/Venus, Favorite: ,Pavic/Venus, 9363716   size:44.47,Price: ,1.03,x
1.119253949, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Mito v Tochigi SC, Favorite: ,Mito, 3455677   size:2.8,Price: ,2.4,Tochigi SC, 5945153   size:39.79,Price: ,3.3,The Draw, 58805   size:12.64,Price: ,3.35,ok
1.119252183, Sport: ,Soccer, Time: ,Sat Jul 04 16:00:00 CEST 2015, Time: ,Sat Jul 04 16:00:00 CEST 2015, Event: ,Shelbourne v Hearts, Favorite: ,Hearts, 47993   size:2.57,Price: ,1.37,The Draw, 58805   size:87.95,Price: ,4.2,Shelbourne, 46928   size:2.01,Price: ,6.2,ok
1.119377980, Sport: ,Tennis, Time: ,Sat Jul 04 13:00:00 CEST 2015, Time: ,Sat Jul 04 13:00:00 CEST 2015, Event: ,N Djokovic v K Anderson, Favorite: ,Novak Djokovic, 2249229   size:175309.06,Price: ,1.05,Kevin Anderson, 2519549   size:17.72,Price: ,16.0,ok
1.119254075, Sport: ,Soccer, Time: ,Sat Jul 04 11:00:00 CEST 2015, Time: ,Sat Jul 04 11:00:00 CEST 2015, Event: ,Yokohama FC v Sapporo, Favorite: ,Sapporo, 2245760   size:2.8,Price: ,2.48,Yokohama FC, 2319612   size:78.24,Price: ,3.15,The Draw, 58805   size:9.14,Price: ,3.3,x
