1.122044718, Sport: ,Soccer, Time: ,Wed Dec 02 21:00:00 CET 2015, Time: ,Wed Dec 02 21:00:00 CET 2015, Event: ,Uniao Madeira v Porto, Favorite: ,Porto, 48785   size:30015.23,Price: ,1.02,Uniao Madeira, 505985   size:22.8,Price: ,300.0,The Draw, 58805   size:16.56,Price: ,48.0,ok
1.122055837, Sport: ,Soccer, Time: ,Thu Dec 03 19:00:00 CET 2015, Time: ,Thu Dec 03 19:00:00 CET 2015, Event: ,Silkeborg v AC Horsens, Favorite: ,Silkeborg, 28216   size:39.87,Price: ,2.16,AC Horsens, 195583   size:12.35,Price: ,3.9,The Draw, 58805   size:5.54,Price: ,3.45,x
1.122100192, Sport: ,Basketball, Time: ,Thu Dec 03 16:00:00 CET 2015, Time: ,Thu Dec 03 16:00:00 CET 2015, Event: ,Tsmoki Minsk (W) v Chevakata (W), Favorite: ,Tsmoki Minsk (W), 8978746   size:2.81,Price: ,1.03,Chevakata (W), 8978748   size:2.81,Price: ,1.03,x
1.121999558, Sport: ,Ice Hockey, Time: ,Thu Dec 03 18:00:00 CET 2015, Time: ,Thu Dec 03 18:00:00 CET 2015, Event: ,Stavanger v Lillehammer, Favorite: ,Stavanger, 518241   size:6.12,Price: ,1.13,Lillehammer, 61429   size:70.36,Price: ,9.0,Tie, 60104   size:70.36,Price: ,6.6,x
1.121999679, Sport: ,Ice Hockey, Time: ,Thu Dec 03 18:30:00 CET 2015, Time: ,Thu Dec 03 18:30:00 CET 2015, Event: ,Frisk Asker v Lorenskog, Favorite: ,Lorenskog, 61424   size:16.3,Price: ,2.18,Frisk Asker, 61425   size:16.3,Price: ,2.38,Tie, 60104   size:52.99,Price: ,4.0,ok
1.122099789, Sport: ,Basketball, Time: ,Wed Dec 02 20:30:00 CET 2015, Time: ,Wed Dec 02 20:30:00 CET 2015, Event: ,Falco Szombathely v Telenet Ostend, Favorite: ,Telenet Ostend, 7742618   size:402.81,Price: ,1.03,Falco Szombathely, 10231227   size:8.99,Price: ,11.5,ok
1.122102108, Sport: ,Soccer, Time: ,Thu Dec 03 18:00:00 CET 2015, Time: ,Thu Dec 03 18:00:00 CET 2015, Event: ,Al Ahli v Hajer (KSA), Favorite: ,Al Ahli, 1252792   size:5.35,Price: ,1.06,Hajer (KSA), 6617052   size:6.16,Price: ,10.5,The Draw, 58805   size:18.29,Price: ,3.15,ok
1.121996747, Sport: ,Basketball, Time: ,Thu Dec 03 02:00:00 CET 2015, Time: ,Thu Dec 03 02:00:00 CET 2015, Event: ,Detroit @ Vanderbilt, Favorite: ,Vanderbilt, 701625   size:581.84,Price: ,1.02,Detroit, 13111   size:3.74,Price: ,4.1,ok
1.121998924, Sport: ,Soccer, Time: ,Wed Dec 02 20:30:00 CET 2015, Time: ,Wed Dec 02 20:30:00 CET 2015, Event: ,Austria Vienna v Sturm Graz, Favorite: ,The Draw, 58805   size:42.07,Price: ,2.66,Austria Vienna, 65352   size:47.43,Price: ,2.8,Sturm Graz, 71085   size:127.5,Price: ,3.55,x
1.122100169, Sport: ,Basketball, Time: ,Thu Dec 03 16:30:00 CET 2015, Time: ,Thu Dec 03 16:30:00 CET 2015, Event: ,Energiya Ivanovo Women v Lulea BBK Women, Favorite: ,Energiya Ivanovo Women, 9061179   size:2.81,Price: ,1.03,Lulea BBK Women, 10262451   size:2.81,Price: ,1.03,x
1.122108697, Sport: ,Hockey, Time: ,Thu Dec 03 16:15:00 CET 2015, Time: ,Thu Dec 03 16:15:00 CET 2015, Event: ,Argentina v Belgium, Favorite: ,Argentina, 261989   size:0.0,Price: ,0.0,Belgium, 518305   size:0.0,Price: ,0.0,Draw, 318509   size:0.0,Price: ,0.0,x
1.122100165, Sport: ,Basketball, Time: ,Thu Dec 03 17:00:00 CET 2015, Time: ,Thu Dec 03 17:00:00 CET 2015, Event: ,Dynamo Moscow (W) v Udominate (W), Favorite: ,Dynamo Moscow (W), 10462208   size:2.81,Price: ,1.03,Udominate (W), 8978731   size:2.81,Price: ,1.03,ok
1.122084504, Sport: ,Basketball, Time: ,Thu Dec 03 01:00:00 CET 2015, Time: ,Thu Dec 03 01:00:00 CET 2015, Event: ,Gecr Indalo v Ferro Carril Oeste, Favorite: ,Gecr Indalo, 6719074   size:2.55,Price: ,1.08,Ferro Carril Oeste, 10312212   size:8.61,Price: ,5.9,ok
1.122093473, Sport: ,Cricket, Time: ,Thu Dec 03 07:45:00 CET 2015, Time: ,Thu Dec 03 07:45:00 CET 2015, Event: ,Thailand (W) v China (W), Favorite: ,China (W), 8847628   size:1266.48,Price: ,1.04,Thailand (W), 8847630   size:703.6,Price: ,1.05,ok
1.122102913, Sport: ,Volleyball, Time: ,Wed Dec 02 20:30:00 CET 2015, Time: ,Wed Dec 02 20:30:00 CET 2015, Event: ,Jastrzebski Wegiel v Wkret-Met AZS Czestocho, Favorite: ,Jastrzebski Wegiel, 4263016   size:2.81,Price: ,1.03,Wkret-Met AZS Czestocho, 10410558   size:27.13,Price: ,5.0,ok
1.122101943, Sport: ,Soccer, Time: ,Thu Dec 03 11:00:00 CET 2015, Time: ,Thu Dec 03 11:00:00 CET 2015, Event: ,Mordovya Saransk (Y) v Terek Groznyi (Y), Favorite: ,Mordovya Saransk (Y), 9048089   size:9.52,Price: ,1.84,Terek Groznyi (Y), 5400700   size:9.33,Price: ,2.08,The Draw, 58805   size:3.41,Price: ,3.25,ok
1.122084401, Sport: ,Basketball, Time: ,Thu Dec 03 01:05:00 CET 2015, Time: ,Thu Dec 03 01:05:00 CET 2015, Event: ,Golden State @ Charlotte, Favorite: ,Golden State, 13126   size:193.25,Price: ,1.23,Charlotte, 13110   size:2.84,Price: ,4.8,ok
1.121996756, Sport: ,Basketball, Time: ,Thu Dec 03 03:15:00 CET 2015, Time: ,Thu Dec 03 03:15:00 CET 2015, Event: ,Indiana @ Duke, Favorite: ,Duke, 29829   size:2.55,Price: ,1.18,Indiana, 13116   size:2.55,Price: ,5.5,ok
1.121990532, Sport: ,Soccer, Time: ,Thu Dec 03 16:15:00 CET 2015, Time: ,Thu Dec 03 16:15:00 CET 2015, Event: ,Chania v PAOK, Favorite: ,PAOK, 232095   size:2.55,Price: ,1.35,Chania, 7687771   size:2.0,Price: ,8.8,The Draw, 58805   size:4.42,Price: ,4.7,ok
1.122100176, Sport: ,Basketball, Time: ,Thu Dec 03 13:00:00 CET 2015, Time: ,Thu Dec 03 13:00:00 CET 2015, Event: ,Enisey (W) v Edirnespor Women, Favorite: ,Enisey (W), 10466211   size:2.81,Price: ,1.03,Edirnespor Women, 9022117   size:2.81,Price: ,1.03,ok
1.122077558, Sport: ,Soccer, Time: ,Thu Dec 03 01:30:00 CET 2015, Time: ,Thu Dec 03 01:30:00 CET 2015, Event: ,Barcelona (Ecu) v LDU Loja, Favorite: ,Barcelona (Ecu), 330964   size:49.09,Price: ,1.57,LDU Loja, 6001716   size:39.9,Price: ,6.8,The Draw, 58805   size:3.76,Price: ,4.5,ok
1.122111612, Sport: ,Soccer, Time: ,Wed Dec 02 22:00:00 CET 2015, Time: ,Wed Dec 02 22:00:00 CET 2015, Event: ,Pasaquina v Aguila, Favorite: ,Pasaquina, 10587101   size:5.0,Price: ,2.42,Aguila, 6538507   size:5.0,Price: ,2.68,The Draw, 58805   size:8.62,Price: ,2.62,x
1.122056582, Sport: ,Cricket, Time: ,Thu Dec 03 13:30:00 CET 2015, Time: ,Thu Dec 03 13:30:00 CET 2015, Event: ,Comilla v Chittagong, Favorite: ,Comilla, 10485382   size:2.71,Price: ,1.85,Chittagong, 6119242   size:5.56,Price: ,1.98,ok
1.122089786, Sport: ,Soccer, Time: ,Wed Dec 02 21:00:00 CET 2015, Time: ,Wed Dec 02 21:00:00 CET 2015, Event: ,Universitario San Luis v Club Union Aconquija, Favorite: ,Universitario San Luis, 8389982   size:102.78,Price: ,1.12,Club Union Aconquija, 9930329   size:44.22,Price: ,1.44,The Draw, 58805   size:55.21,Price: ,1.33,x
1.122091864, Sport: ,Soccer, Time: ,Wed Dec 02 20:45:00 CET 2015, Time: ,Wed Dec 02 20:45:00 CET 2015, Event: ,Glenavon (Res) v Glentoran (res), Favorite: ,The Draw, 58805   size:12.55,Price: ,1.05,Glenavon (Res), 8288759   size:8.47,Price: ,1.07,Glentoran (res), 8983804   size:313.65,Price: ,1.4,x
1.121989836, Sport: ,Ice Hockey, Time: ,Thu Dec 03 19:00:00 CET 2015, Time: ,Thu Dec 03 19:00:00 CET 2015, Event: ,Frolunda v Skelleftea, Favorite: ,Frolunda, 60808   size:62.71,Price: ,2.2,Skelleftea, 247106   size:103.0,Price: ,2.8,Tie, 60104   size:91.99,Price: ,4.3,ok
1.122102604, Sport: ,Soccer, Time: ,Thu Dec 03 11:00:00 CET 2015, Time: ,Thu Dec 03 11:00:00 CET 2015, Event: ,CD Iruna v CD Cantolagua, Favorite: ,CD Iruna, 7313484   size:3.76,Price: ,1.11,CD Cantolagua, 10356679   size:3.76,Price: ,1.11,The Draw, 58805   size:21.1,Price: ,3.15,ok
1.122106767, Sport: ,Soccer, Time: ,Thu Dec 03 04:00:00 CET 2015, Time: ,Thu Dec 03 04:00:00 CET 2015, Event: ,UPHSD Altas (students) v St. Benilde (Students), Favorite: ,UPHSD Altas (students), 10211359   size:3.76,Price: ,1.11,St. Benilde (Students), 10186375   size:3.76,Price: ,1.11,The Draw, 58805   size:5.0,Price: ,3.2,x
1.122091509, Sport: ,Soccer, Time: ,Wed Dec 02 20:45:00 CET 2015, Time: ,Wed Dec 02 20:45:00 CET 2015, Event: ,North Leigh FC v Burnham FC, Favorite: ,North Leigh FC, 8142721   size:12.55,Price: ,1.05,Burnham FC, 8784720   size:49.99,Price: ,4.7,The Draw, 58805   size:80.0,Price: ,3.2,ok
1.121993097, Sport: ,Soccer, Time: ,Wed Dec 02 21:00:00 CET 2015, Time: ,Wed Dec 02 21:00:00 CET 2015, Event: ,Lille v St Etienne, Favorite: ,Lille, 44790   size:72.89,Price: ,2.46,St Etienne, 309689   size:133.45,Price: ,3.85,The Draw, 58805   size:2.99,Price: ,2.9,ok
1.122093498, Sport: ,Cricket, Time: ,Thu Dec 03 04:00:00 CET 2015, Time: ,Thu Dec 03 04:00:00 CET 2015, Event: ,Netherlands (W) v Papua New Guinea (W), Favorite: ,Netherlands (W), 10553013   size:1266.48,Price: ,1.04,Papua New Guinea (W), 10553014   size:1266.48,Price: ,1.04,x
1.122117307, Sport: ,Soccer, Time: ,Thu Dec 03 16:30:00 CET 2015, Time: ,Thu Dec 03 16:30:00 CET 2015, Event: ,Al Khor v Al Kharitiyath, Favorite: ,Al Khor, 5174706   size:5.0,Price: ,1.92,Al Kharitiyath, 6658915   size:6.3,Price: ,2.14,The Draw, 58805   size:15.88,Price: ,3.15,x
1.122093495, Sport: ,Cricket, Time: ,Thu Dec 03 07:45:00 CET 2015, Time: ,Thu Dec 03 07:45:00 CET 2015, Event: ,Ireland (W) v Scotland (W), Favorite: ,Ireland (W), 7414348   size:1266.48,Price: ,1.04,Scotland (W), 10553015   size:1266.48,Price: ,1.04,ok
1.122058631, Sport: ,Ice Hockey, Time: ,Thu Dec 03 02:05:00 CET 2015, Time: ,Thu Dec 03 02:05:00 CET 2015, Event: ,NY Rangers @ NY Islanders, Favorite: ,NY Islanders, 60105   size:7.34,Price: ,2.36,NY Rangers, 60103   size:99.0,Price: ,2.86,Tie, 60104   size:536.68,Price: ,3.9,x
1.122091974, Sport: ,Soccer, Time: ,Wed Dec 02 21:00:00 CET 2015, Time: ,Wed Dec 02 21:00:00 CET 2015, Event: ,Fraserburgh v Rothes FC, Favorite: ,Fraserburgh, 2214945   size:11.63,Price: ,1.03,Rothes FC, 9420255   size:12.55,Price: ,1.05,The Draw, 58805   size:12.55,Price: ,1.05,ok
1.122103825, Sport: ,Soccer, Time: ,Thu Dec 03 02:00:00 CET 2015, Time: ,Thu Dec 03 02:00:00 CET 2015, Event: ,Atlante v FC Juarez, Favorite: ,Atlante, 230270   size:5.0,Price: ,2.4,FC Juarez, 10002706   size:22.38,Price: ,3.05,The Draw, 58805   size:8.09,Price: ,3.35,ok
1.122101888, Sport: ,Soccer, Time: ,Thu Dec 03 11:00:00 CET 2015, Time: ,Thu Dec 03 11:00:00 CET 2015, Event: ,Lokomotiv Moscow (Y) v FK Ural (Y), Favorite: ,Lokomotiv Moscow (Y), 5246808   size:3.76,Price: ,1.11,FK Ural (Y), 9045029   size:3.76,Price: ,1.11,The Draw, 58805   size:19.17,Price: ,3.15,ok
1.122102977, Sport: ,Volleyball, Time: ,Thu Dec 03 18:00:00 CET 2015, Time: ,Thu Dec 03 18:00:00 CET 2015, Event: ,ACH Volley Ljubljana v Lotos Trefl Gdansk, Favorite: ,Lotos Trefl Gdansk, 6008912   size:2.81,Price: ,1.03,Ach Volley Ljubljana, 6117119   size:17.99,Price: ,2.16,ok
1.121991489, Sport: ,Soccer, Time: ,Thu Dec 03 15:00:00 CET 2015, Time: ,Thu Dec 03 15:00:00 CET 2015, Event: ,Amkar v CSKA Moscow, Favorite: ,CSKA Moscow, 217210   size:17.44,Price: ,1.97,Amkar, 746696   size:6.09,Price: ,4.5,The Draw, 58805   size:13.35,Price: ,3.45,x
1.122091619, Sport: ,Soccer, Time: ,Wed Dec 02 20:30:00 CET 2015, Time: ,Wed Dec 02 20:30:00 CET 2015, Event: ,Leatherhead v Carshalton Athletic FC, Favorite: ,Leatherhead, 2145939   size:14.07,Price: ,1.23,Carshalton Athletic FC, 7642538   size:7.03,Price: ,8.4,The Draw, 58805   size:9.85,Price: ,6.2,ok
1.121991001, Sport: ,Soccer, Time: ,Thu Dec 03 16:30:00 CET 2015, Time: ,Thu Dec 03 16:30:00 CET 2015, Event: ,Pirin Blagoevgrad v Lokomotiv Plovdiv, Favorite: ,Pirin Blagoevgrad, 2504333   size:2.55,Price: ,2.6,Lokomotiv Plovdiv, 878125   size:7.19,Price: ,2.78,The Draw, 58805   size:2.55,Price: ,3.25,ok
1.122102053, Sport: ,Soccer, Time: ,Thu Dec 03 10:00:00 CET 2015, Time: ,Thu Dec 03 10:00:00 CET 2015, Event: ,Spartak Moscow (Y) v Krylya Sovetov (Y), Favorite: ,Krylya Sovetov (Y), 9989505   size:6.9,Price: ,1.06,Spartak Moscow (Y), 7227096   size:3.76,Price: ,1.11,The Draw, 58805   size:16.88,Price: ,3.15,x
1.122084417, Sport: ,Basketball, Time: ,Thu Dec 03 02:05:00 CET 2015, Time: ,Thu Dec 03 02:05:00 CET 2015, Event: ,Denver @ Chicago, Favorite: ,Chicago, 13117   size:101.57,Price: ,1.2,Denver, 13124   size:6.52,Price: ,5.6,ok
1.121990724, Sport: ,Soccer, Time: ,Thu Dec 03 12:00:00 CET 2015, Time: ,Thu Dec 03 12:00:00 CET 2015, Event: ,Dnipro U19 v Shakhtar U19, Favorite: ,Dnipro U19, 6534955   size:3.76,Price: ,1.11,Shakhtar U19, 7653217   size:3.76,Price: ,1.11,The Draw, 58805   size:21.1,Price: ,3.15,x
1.122087940, Sport: ,Soccer, Time: ,Wed Dec 02 20:45:00 CET 2015, Time: ,Wed Dec 02 20:45:00 CET 2015, Event: ,Corinthian Casuals v Grays Athletic, Favorite: ,Corinthian Casuals, 10542484   size:12.55,Price: ,1.05,Grays Athletic, 62644   size:12.55,Price: ,1.05,The Draw, 58805   size:4.05,Price: ,3.75,ok
1.122084432, Sport: ,Basketball, Time: ,Thu Dec 03 11:00:00 CET 2015, Time: ,Thu Dec 03 11:00:00 CET 2015, Event: ,Woori Bank Hansae v Samsung Life Blue Minx, Favorite: ,Samsung Life Blue Minx, 7894748   size:2.81,Price: ,1.03,Woori Bank Hansae, 5154535   size:1606.4,Price: ,1.04,x
1.121996708, Sport: ,Basketball, Time: ,Thu Dec 03 06:15:00 CET 2015, Time: ,Thu Dec 03 06:15:00 CET 2015, Event: ,Louisville @ Michigan State, Favorite: ,Louisville, 332190   size:2.99,Price: ,1.04,Michigan State, 29834   size:14.01,Price: ,1.41,x
1.122102942, Sport: ,Volleyball, Time: ,Wed Dec 02 20:30:00 CET 2015, Time: ,Wed Dec 02 20:30:00 CET 2015, Event: ,Minetti Vicenza v L.J Volley Modena, Favorite: ,Minetti Vicenza, 10381561   size:2.81,Price: ,1.03,Modena, 9100179   size:2.81,Price: ,1.03,x
1.122058622, Sport: ,Ice Hockey, Time: ,Thu Dec 03 03:35:00 CET 2015, Time: ,Thu Dec 03 03:35:00 CET 2015, Event: ,Boston @ Edmonton, Favorite: ,Boston, 2112316   size:314.0,Price: ,2.22,Edmonton, 2109967   size:251.0,Price: ,2.9,Tie, 60104   size:123.0,Price: ,4.2,x
1.122101613, Sport: ,Soccer, Time: ,Thu Dec 03 13:30:00 CET 2015, Time: ,Thu Dec 03 13:30:00 CET 2015, Event: ,Etehad Al Zarqah v Al Aqaba, Favorite: ,Etehad Al Zarqah, 7661306   size:6.9,Price: ,1.06,Al Aqaba, 10255128   size:3.76,Price: ,1.11,The Draw, 58805   size:18.29,Price: ,3.15,x
1.122102944, Sport: ,Volleyball, Time: ,Wed Dec 02 20:30:00 CET 2015, Time: ,Wed Dec 02 20:30:00 CET 2015, Event: ,Yamamay Busto Arsizio v Sanitars Montichiari, Favorite: ,Yamamay Busto Arsizio, 6143979   size:2.81,Price: ,1.03,Sanitars Montichiari, 10381563   size:2.81,Price: ,1.03,x
1.122106988, Sport: ,Soccer, Time: ,Thu Dec 03 02:00:00 CET 2015, Time: ,Thu Dec 03 02:00:00 CET 2015, Event: ,FAS v Santa Tecla, Favorite: ,Santa Tecla, 10152861   size:7.45,Price: ,2.04,Fas, 4867481   size:3.09,Price: ,2.52,The Draw, 58805   size:21.29,Price: ,3.1,x
1.121996703, Sport: ,Basketball, Time: ,Thu Dec 03 06:00:00 CET 2015, Time: ,Thu Dec 03 06:00:00 CET 2015, Event: ,Butler @ Cincinnati, Favorite: ,Cincinnati, 332214   size:6.12,Price: ,1.4,Butler, 355909   size:2.19,Price: ,3.0,x
1.122102941, Sport: ,Volleyball, Time: ,Wed Dec 02 20:30:00 CET 2015, Time: ,Wed Dec 02 20:30:00 CET 2015, Event: ,Imoco Volley Conegliano v Club Italia, Favorite: ,Conegliano, 10381555   size:2.81,Price: ,1.03,Club Italia, 9020006   size:2.81,Price: ,1.03,ok
1.122102940, Sport: ,Volleyball, Time: ,Wed Dec 02 20:30:00 CET 2015, Time: ,Wed Dec 02 20:30:00 CET 2015, Event: ,Bene Scandicci v Gorgonzola Novara, Favorite: ,Bene Scandicci, 10381550   size:2.81,Price: ,1.03,Gorgonzola Novara, 10368510   size:2.81,Price: ,1.03,x
1.122107153, Sport: ,Soccer, Time: ,Thu Dec 03 01:00:00 CET 2015, Time: ,Thu Dec 03 01:00:00 CET 2015, Event: ,Defensores de Belgrano v CA Union de Sunchales, Favorite: ,CA Union de Sunchales, 10103811   size:11.08,Price: ,1.05,Defensores de Belgrano, 5643646   size:5.0,Price: ,1.12,The Draw, 58805   size:5.0,Price: ,3.2,ok
1.122025266, Sport: ,Handball, Time: ,Wed Dec 02 20:30:00 CET 2015, Time: ,Wed Dec 02 20:30:00 CET 2015, Event: ,Morrazo v Benidorm, Favorite: ,Morrazo, 7602610   size:2.81,Price: ,1.03,Benidorm, 8827195   size:2.81,Price: ,1.03,Draw, 330157   size:2.81,Price: ,1.03,ok
1.122018761, Sport: ,Handball, Time: ,Thu Dec 03 19:30:00 CET 2015, Time: ,Thu Dec 03 19:30:00 CET 2015, Event: ,Team Tvis Holstebro v GOG, Favorite: ,Gog, 3343936   size:654.0,Price: ,1.04,Team Tvis Holstebro, 359681   size:17.0,Price: ,1.73,Draw, 330157   size:218.25,Price: ,1.04,x
1.122077102, Sport: ,Soccer, Time: ,Wed Dec 02 21:00:00 CET 2015, Time: ,Wed Dec 02 21:00:00 CET 2015, Event: ,Aucas v Emelec, Favorite: ,Emelec, 328197   size:74.0,Price: ,2.34,Aucas, 897347   size:2.81,Price: ,3.75,The Draw, 58805   size:2.81,Price: ,3.05,x
1.122084306, Sport: ,Basketball, Time: ,Thu Dec 03 01:35:00 CET 2015, Time: ,Thu Dec 03 01:35:00 CET 2015, Event: ,Phoenix @ Detroit, Favorite: ,Detroit, 13111   size:26.82,Price: ,1.58,Phoenix, 13128   size:43.9,Price: ,2.7,ok
1.122077464, Sport: ,Soccer, Time: ,Thu Dec 03 01:15:00 CET 2015, Time: ,Thu Dec 03 01:15:00 CET 2015, Event: ,LDU v River Plate (Ecu), Favorite: ,LDU, 474678   size:5.0,Price: ,1.33,River Plate (Ecu), 9180231   size:15.08,Price: ,11.5,The Draw, 58805   size:7.64,Price: ,5.5,ok
1.122056673, Sport: ,Cricket, Time: ,Thu Dec 03 09:00:00 CET 2015, Time: ,Thu Dec 03 09:00:00 CET 2015, Event: ,Rangpur v Barisal, Favorite: ,Rangpur, 6965213   size:5.0,Price: ,1.82,Barisal, 6119232   size:2.73,Price: ,2.1,x
1.122102714, Sport: ,Soccer, Time: ,Thu Dec 03 11:00:00 CET 2015, Time: ,Thu Dec 03 11:00:00 CET 2015, Event: ,Metalurg Z U21 v Dinamo Kiev U21, Favorite: ,Metalurg Z U21, 10096670   size:3.76,Price: ,1.11,Dinamo Kiev U21, 10092748   size:3.76,Price: ,1.11,The Draw, 58805   size:16.88,Price: ,3.15,x
