1.119379531, Sport: ,Tennis, Time: ,Mon Jul 06 14:00:00 CEST 2015, Time: ,Mon Jul 06 14:00:00 CEST 2015, Event: ,Sharapova v Diyas, Favorite: ,Maria Sharapova, 2261745   size:79824.36,Price: ,1.08,Zarina Diyas, 4045175   size:281.43,Price: ,12.5,ok
1.119388794, Sport: ,Tennis, Time: ,Mon Jul 06 13:00:00 CEST 2015, Time: ,Mon Jul 06 13:00:00 CEST 2015, Event: ,Arguello v Mathieu, Favorite: ,Paul-Henri Mathieu, 8259186   size:138.56,Price: ,1.59,Facundo Arguello, 6129383   size:26.25,Price: ,2.54,ok
1.119388778, Sport: ,Tennis, Time: ,Mon Jul 06 13:00:00 CEST 2015, Time: ,Mon Jul 06 13:00:00 CEST 2015, Event: ,Elias v Dzumhur, Favorite: ,Damir Dzumhur, 7414058   size:169.56,Price: ,1.55,Gastao Elias, 2923174   size:103.08,Price: ,2.58,ok
1.119382661, Sport: ,Tennis, Time: ,Mon Jul 06 14:00:00 CEST 2015, Time: ,Mon Jul 06 14:00:00 CEST 2015, Event: ,Ser Williams v V Williams, Favorite: ,Serena Williams, 2538236   size:44015.72,Price: ,1.25,Venus Williams, 2309518   size:3528.95,Price: ,4.8,ok
1.119225561, Sport: ,Bowls, Time: ,Mon Jul 06 13:00:00 CEST 2015, Time: ,Mon Jul 06 13:00:00 CEST 2015, Event: ,Gillett v Last, Favorite: ,Les Gillett, 2266354   size:15.24,Price: ,1.4,Phillip Last, 2761659   size:7.79,Price: ,2.74,ok
1.119388808, Sport: ,Tennis, Time: ,Mon Jul 06 15:00:00 CEST 2015, Time: ,Mon Jul 06 15:00:00 CEST 2015, Event: ,Brands v Gombos, Favorite: ,Norbert Gombos, 8173023   size:40.01,Price: ,1.77,Daniel Brands, 2395076   size:2.24,Price: ,2.24,x
1.119392744, Sport: ,Soccer, Time: ,Mon Jul 06 14:30:00 CEST 2015, Time: ,Mon Jul 06 14:30:00 CEST 2015, Event: ,Balestier Khalsa v Hougang Utd, Favorite: ,Balestier Khalsa, 5322891   size:17.36,Price: ,1.86,The Draw, 58805   size:2.15,Price: ,4.0,ok
1.119389609, Sport: ,Soccer, Time: ,Mon Jul 06 15:30:00 CEST 2015, Time: ,Mon Jul 06 15:30:00 CEST 2015, Event: ,Feni Soccer Club v Sheikh Jamal DC, Favorite: ,Sheikh Jamal DC, 8244834   size:19.32,Price: ,1.55,Feni Soccer Club, 8619019   size:2.48,Price: ,4.0,The Draw, 58805   size:4.84,Price: ,4.6,ok
1.119388840, Sport: ,Tennis, Time: ,Mon Jul 06 14:00:00 CEST 2015, Time: ,Mon Jul 06 14:00:00 CEST 2015, Event: ,Krajicek/Strycova v Babos/Mladenovic, Favorite: ,Babos/Mladenovic, 8242001   size:63.09,Price: ,1.41,Krajicek/Strycova, 8757291   size:66.9,Price: ,2.92,ok
1.119378366, Sport: ,Tennis, Time: ,Mon Jul 06 14:45:00 CEST 2015, Time: ,Mon Jul 06 14:45:00 CEST 2015, Event: ,Azarenka v Bencic, Favorite: ,Victoria Azarenka, 2263640   size:34.01,Price: ,1.45,Belinda Bencic, 6390244   size:251.49,Price: ,3.15,ok
1.119391634, Sport: ,Basketball, Time: ,Mon Jul 06 14:00:00 CEST 2015, Time: ,Mon Jul 06 14:00:00 CEST 2015, Event: ,Latvia (W) v Russia (W), Favorite: ,Russia (W), 7306785   size:403.26,Price: ,1.11,Latvia (W), 6427224   size:71.34,Price: ,6.0,x
1.119379599, Sport: ,Tennis, Time: ,Mon Jul 06 14:00:00 CEST 2015, Time: ,Mon Jul 06 14:00:00 CEST 2015, Event: ,Barthel/Kichenok v Makarova/Vesnina, Favorite: ,Makarova/Vesnina, 6369481   size:4.22,Price: ,1.16,Barthel/Kichenok, 9685729   size:4.54,Price: ,4.7,ok
1.119388534, Sport: ,Tennis, Time: ,Mon Jul 06 14:00:00 CEST 2015, Time: ,Mon Jul 06 14:00:00 CEST 2015, Event: ,Bacsinszky v Niculescu, Favorite: ,Timea Bacsinszky, 2263710   size:1349.62,Price: ,1.3,Monica Niculescu, 2309528   size:115.25,Price: ,4.2,ok
1.119391637, Sport: ,Basketball, Time: ,Mon Jul 06 14:00:00 CEST 2015, Time: ,Mon Jul 06 14:00:00 CEST 2015, Event: ,Serbia (W) v Ukraine (W), Favorite: ,Ukraine (W), 6427226   size:3442.55,Price: ,1.06,x
1.119387765, Sport: ,Tennis, Time: ,Mon Jul 06 16:15:00 CEST 2015, Time: ,Mon Jul 06 16:15:00 CEST 2015, Event: ,Murray/Peers v Pospisil/Sock, Favorite: ,Pospisil/Sock, 8638693   size:14.72,Price: ,1.54,Murray/Peers, 7191922   size:5.42,Price: ,2.2,x
1.119357412, Sport: ,Soccer, Time: ,Mon Jul 06 18:30:00 CEST 2015, Time: ,Mon Jul 06 18:30:00 CEST 2015, Event: ,Dinamo Brest v Shakhter Soligorsk, Favorite: ,Shakhter Soligorsk, 46981   size:22.24,Price: ,1.68,The Draw, 58805   size:8.86,Price: ,3.9,Dinamo Brest, 2482528   size:6.11,Price: ,5.7,x
1.119339742, Sport: ,Soccer, Time: ,Mon Jul 06 21:30:00 CEST 2015, Time: ,Mon Jul 06 21:30:00 CEST 2015, Event: ,Al Ahly v Al Masry, Favorite: ,Al Masry, 5174044   size:2.72,Price: ,1.16,Al Ahly, 1328423   size:2.72,Price: ,1.17,The Draw, 58805   size:3.55,Price: ,2.04,x
1.119382715, Sport: ,Tennis, Time: ,Mon Jul 06 15:30:00 CEST 2015, Time: ,Mon Jul 06 15:30:00 CEST 2015, Event: ,Bryan/Bryan v Pavic/Venus, Favorite: ,Bryan/Bryan, 1502771   size:171.75,Price: ,1.15,Pavic/Venus, 9363716   size:9.4,Price: ,7.0,ok
1.119391148, Sport: ,Tennis, Time: ,Mon Jul 06 15:30:00 CEST 2015, Time: ,Mon Jul 06 15:30:00 CEST 2015, Event: ,Marach/Savchuk v Marrero/Parra Santonja, Favorite: ,Marach/Savchuk, 9795057   size:20.47,Price: ,1.51,Marrero/Parra Santonja, 8659435   size:18.98,Price: ,2.6,ok
1.119339882, Sport: ,Soccer, Time: ,Mon Jul 06 21:30:00 CEST 2015, Time: ,Mon Jul 06 21:30:00 CEST 2015, Event: ,Smouha v Alasyoty, Favorite: ,Smouha, 5170871   size:3.82,Price: ,1.32,The Draw, 58805   size:2.41,Price: ,4.7,Alasyoty, 8849334   size:3.49,Price: ,8.2,ok
1.119377980, Sport: ,Tennis, Time: ,Mon Jul 06 17:45:00 CEST 2015, Time: ,Mon Jul 06 17:45:00 CEST 2015, Event: ,N Djokovic v K Anderson, Favorite: ,Novak Djokovic, 2249229   size:4434.87,Price: ,1.05,Kevin Anderson, 2519549   size:269.01,Price: ,20.0,ok
