1.122659834, Sport: ,Ice Hockey, Time: ,Wed Jan 20 19:00:00 CET 2016, Time: ,Wed Jan 20 19:00:00 CET 2016, Event: ,Almtuna IS v Mora IK, Favorite: ,Almtuna IS, 3287892   size:2.59,Price: ,1.03,Mora IK, 764327   size:2.59,Price: ,1.03,Tie, 60104   size:2.59,Price: ,1.03
1.122652773, Sport: ,Basketball, Time: ,Wed Jan 20 19:00:00 CET 2016, Time: ,Wed Jan 20 19:00:00 CET 2016, Event: ,Boras v Telenet Ostend, Favorite: ,Boras, 7037205   size:3.49,Price: ,1.03,Telenet Ostend, 7742618   size:3.49,Price: ,1.03
1.122576629, Sport: ,Soccer, Time: ,Thu Jan 21 02:10:00 CET 2016, Time: ,Thu Jan 21 02:10:00 CET 2016, Event: ,Boca Juniors v Racing Club, Favorite: ,Racing Club, 198558   size:18.42,Price: ,2.18,Boca Juniors, 17304   size:6.22,Price: ,4.0,The Draw, 58805   size:39.01,Price: ,3.3
1.122576739, Sport: ,Soccer, Time: ,Thu Jan 21 03:30:00 CET 2016, Time: ,Thu Jan 21 03:30:00 CET 2016, Event: ,FC Juarez v Guadalajara, Favorite: ,Guadalajara, 230909   size:64.1,Price: ,2.52,FC Juarez, 10002706   size:19.46,Price: ,3.2,The Draw, 58805   size:58.99,Price: ,3.05
1.122576794, Sport: ,Soccer, Time: ,Thu Jan 21 04:00:00 CET 2016, Time: ,Thu Jan 21 04:00:00 CET 2016, Event: ,Leon v Necaxa, Favorite: ,Leon, 4468457   size:12.98,Price: ,1.53,Necaxa, 230910   size:5.19,Price: ,6.8,The Draw, 58805   size:5.45,Price: ,4.6
1.122576684, Sport: ,Soccer, Time: ,Thu Jan 21 04:00:00 CET 2016, Time: ,Thu Jan 21 04:00:00 CET 2016, Event: ,Celaya v Pachuca, Favorite: ,Pachuca, 328954   size:18.45,Price: ,2.14,Celaya, 5901260   size:4.26,Price: ,3.65,The Draw, 58805   size:26.74,Price: ,3.6
1.122614325, Sport: ,Ice Hockey, Time: ,Thu Jan 21 04:05:00 CET 2016, Time: ,Thu Jan 21 04:05:00 CET 2016, Event: ,Buffalo @ Colorado, Favorite: ,Colorado, 2108117   size:6.73,Price: ,2.2,Buffalo, 4427593   size:92.0,Price: ,3.2,Tie, 60104   size:110.78,Price: ,4.0
1.122662079, Sport: ,Tennis, Time: ,Thu Jan 21 05:00:00 CET 2016, Time: ,Thu Jan 21 05:00:00 CET 2016, Event: ,Gaio v Lacko, Favorite: ,Lukas Lacko, 2263634   size:9.73,Price: ,1.19,Federico Gaio, 8284479   size:5.58,Price: ,4.9
1.122662083, Sport: ,Tennis, Time: ,Thu Jan 21 06:45:00 CET 2016, Time: ,Thu Jan 21 06:45:00 CET 2016, Event: ,Coppejans v Naso, Favorite: ,Kimmer Coppejans, 7364095   size:89.73,Price: ,1.25,Gianluca Naso, 2967260   size:4.57,Price: ,4.6
1.122576285, Sport: ,Bowls, Time: ,Thu Jan 21 11:00:00 CET 2016, Time: ,Thu Jan 21 11:00:00 CET 2016, Event: ,Connor Cinato v Jamie Chestney, Favorite: ,Connor Cinato, 10683980   size:0.0,Price: ,0.0,Jamie Chestney, 2262228   size:0.0,Price: ,0.0
1.122668256, Sport: ,Basketball, Time: ,Thu Jan 21 11:00:00 CET 2016, Time: ,Thu Jan 21 11:00:00 CET 2016, Event: ,Seoul Knights v Dongbu Promy, Favorite: ,Dongbu Promy, 5154590   size:2.55,Price: ,1.84,Seoul Knights, 7954787   size:2.55,Price: ,2.04
1.122668252, Sport: ,Basketball, Time: ,Thu Jan 21 11:00:00 CET 2016, Time: ,Thu Jan 21 11:00:00 CET 2016, Event: ,Anyang KGC Pro v Busan Sonicboom, Favorite: ,Anyang KGC Pro, 10276570   size:809.02,Price: ,1.07,Busan Sonicboom, 8941900   size:214.36,Price: ,1.07
1.122659479, Sport: ,Volleyball, Time: ,Thu Jan 21 14:00:00 CET 2016, Time: ,Thu Jan 21 14:00:00 CET 2016, Event: ,Telekom Baku v Fenerbahce Grundig, Favorite: ,Telekom Baku, 10463753   size:2.59,Price: ,1.03,Fenerbahce Grundig, 8966845   size:2.59,Price: ,1.03
1.122659489, Sport: ,Volleyball, Time: ,Thu Jan 21 17:00:00 CET 2016, Time: ,Thu Jan 21 17:00:00 CET 2016, Event: ,Khimik Yuzhny v Schweriner SC, Favorite: ,Khimik Yuzhny, 6778229   size:809.02,Price: ,1.04,Schweriner SC, 2779364   size:809.02,Price: ,1.04
1.122668057, Sport: ,Basketball, Time: ,Thu Jan 21 17:30:00 CET 2016, Time: ,Thu Jan 21 17:30:00 CET 2016, Event: ,Nilan Bisons v Pyrinto Tampere, Favorite: ,Pyrinto Tampere, 7749531   size:3.18,Price: ,1.03,Nilan Bisons, 7749519   size:22.57,Price: ,1.27
1.122659472, Sport: ,Volleyball, Time: ,Thu Jan 21 18:00:00 CET 2016, Time: ,Thu Jan 21 18:00:00 CET 2016, Event: ,Lotos Trefl Gdansk v Modena Volley, Favorite: ,Modena Volley, 8152103   size:2.59,Price: ,1.03,Lotos Trefl Gdansk, 6008912   size:18.0,Price: ,1.04
1.122646035, Sport: ,Basketball, Time: ,Thu Jan 21 18:00:00 CET 2016, Time: ,Thu Jan 21 18:00:00 CET 2016, Event: ,Lokomotiv Kuban v Panathinaikos Athens, Favorite: ,Panathinaikos, 266270   size:3.19,Price: ,1.03,Lokomotiv Kuban, 5508059   size:33.59,Price: ,1.52
1.122659455, Sport: ,Volleyball, Time: ,Thu Jan 21 18:00:00 CET 2016, Time: ,Thu Jan 21 18:00:00 CET 2016, Event: ,ACH Volley Ljubljana v Vojvodina NS Seme Novi , Favorite: ,Vojvodina Ns Seme Novi, 10472896   size:17.86,Price: ,1.87,Ach Volley Ljubljana, 6117119   size:16.89,Price: ,1.92
1.122659462, Sport: ,Volleyball, Time: ,Thu Jan 21 18:00:00 CET 2016, Time: ,Thu Jan 21 18:00:00 CET 2016, Event: ,Dukla Liberec v Knack Roeselare, Favorite: ,Knack Roeselare, 4410972   size:2.59,Price: ,1.03,Dukla Liberec, 8076708   size:18.0,Price: ,1.04
1.122659459, Sport: ,Volleyball, Time: ,Thu Jan 21 18:00:00 CET 2016, Time: ,Thu Jan 21 18:00:00 CET 2016, Event: ,Budvanska Rivijera Budv v VC Zenit-Kazan, Favorite: ,Budvanska Rivijera Budv, 10444797   size:2.59,Price: ,1.03,VC Zenit-Kazan, 10391836   size:2.59,Price: ,1.03
1.122668611, Sport: ,Ice Hockey, Time: ,Thu Jan 21 18:30:00 CET 2016, Time: ,Thu Jan 21 18:30:00 CET 2016, Event: ,Stjernen Hockey v Kongsvinger IL, Favorite: ,Stjernen Hockey, 4138404   size:9.45,Price: ,1.14,Kongsvinger IL, 8870539   size:64.96,Price: ,8.2,Tie, 60104   size:64.96,Price: ,7.2
1.122645551, Sport: ,Volleyball, Time: ,Wed Jan 20 19:00:00 CET 2016, Time: ,Wed Jan 20 19:00:00 CET 2016, Event: ,Dresdner SC v Impel Wroclaw, Favorite: ,Impel Wroclaw, 6912945   size:821.52,Price: ,1.13,Dresdner SC, 2779366   size:127.14,Price: ,1.84
1.122659730, Sport: ,Tennis, Time: ,Wed Jan 20 19:30:00 CET 2016, Time: ,Wed Jan 20 19:30:00 CET 2016, Event: ,Neis v G Melzer, Favorite: ,Gerald Melzer, 4876705   size:206.21,Price: ,1.12,Fabricio Neis, 8326758   size:14.83,Price: ,6.6
1.122669768, Sport: ,Tennis, Time: ,Wed Jan 20 19:45:00 CET 2016, Time: ,Wed Jan 20 19:45:00 CET 2016, Event: ,Lenka Kuncikova v Fiona Ferro, Favorite: ,Fiona Ferro, 8535268   size:517.22,Price: ,1.11,Lenka Kuncikova, 9150762   size:183.39,Price: ,2.1
1.122669771, Sport: ,Tennis, Time: ,Wed Jan 20 19:55:00 CET 2016, Time: ,Wed Jan 20 19:55:00 CET 2016, Event: ,Luisa Stefani v Sofia Kenin, Favorite: ,Luisa Stefani, 8304362   size:2.71,Price: ,1.08,Sofia Kenin, 9149629   size:2.92,Price: ,1.22
1.122677838, Sport: ,Soccer, Time: ,Wed Jan 20 20:00:00 CET 2016, Time: ,Wed Jan 20 20:00:00 CET 2016, Event: ,Stjarnan v Breidablik, Favorite: ,Breidablik, 1478217   size:25.2,Price: ,1.9,Stjarnan, 3831006   size:8.57,Price: ,4.2,The Draw, 58805   size:7.27,Price: ,3.8
1.122658399, Sport: ,Soccer, Time: ,Wed Jan 20 20:00:00 CET 2016, Time: ,Wed Jan 20 20:00:00 CET 2016, Event: ,Leiknir R v IR Reykjavik, Favorite: ,Leiknir R, 4744864   size:8.83,Price: ,1.23,IR Reykjavik, 4742652   size:2.16,Price: ,9.6,The Draw, 58805   size:6.64,Price: ,7.0
1.122658619, Sport: ,Soccer, Time: ,Wed Jan 20 20:00:00 CET 2016, Time: ,Wed Jan 20 20:00:00 CET 2016, Event: ,CF Rayo Majadahonda v CD Guadalajara, Favorite: ,CF Rayo Majadahonda, 6929273   size:40.05,Price: ,2.22,CD Guadalajara, 2522816   size:21.56,Price: ,3.75,The Draw, 58805   size:4.37,Price: ,3.35
1.122669774, Sport: ,Tennis, Time: ,Wed Jan 20 20:05:00 CET 2016, Time: ,Wed Jan 20 20:05:00 CET 2016, Event: ,Nicole Vaidisova v Nicole Frenkel, Favorite: ,Nicole Vaidisova, 2256495   size:2.55,Price: ,1.51,Nicole Frenkel, 9442839   size:2.55,Price: ,2.72
1.122651075, Sport: ,Basketball, Time: ,Wed Jan 20 20:30:00 CET 2016, Time: ,Wed Jan 20 20:30:00 CET 2016, Event: ,CB Avenida (W) v Famila Schio (W), Favorite: ,Famila Schio (W), 7137850   size:2.55,Price: ,1.89,CB Avenida (W), 10411228   size:2.55,Price: ,1.97
1.122645554, Sport: ,Volleyball, Time: ,Wed Jan 20 20:30:00 CET 2016, Time: ,Wed Jan 20 20:30:00 CET 2016, Event: ,Rebecchi Nordmeccanica  v Volei Alba Blaj, Favorite: ,Rebecchi Nordmeccanica , 10381562   size:1403.13,Price: ,1.1,Volei Alba Blaj, 10434394   size:2.0,Price: ,6.6
1.122643202, Sport: ,Basketball, Time: ,Wed Jan 20 20:30:00 CET 2016, Time: ,Wed Jan 20 20:30:00 CET 2016, Event: ,Union Olimpija v Nizhny Novgorod, Favorite: ,Union Olimpija, 266278   size:64.08,Price: ,1.89,Nizhny Novgorod, 5877533   size:78.0,Price: ,1.96
1.122643206, Sport: ,Basketball, Time: ,Wed Jan 20 20:30:00 CET 2016, Time: ,Wed Jan 20 20:30:00 CET 2016, Event: ,Zaragoza v Dinamo Sassari, Favorite: ,Zaragoza, 3368428   size:6.78,Price: ,1.39,Dinamo Sassari, 5520916   size:2.55,Price: ,3.2
1.122645539, Sport: ,Volleyball, Time: ,Wed Jan 20 20:30:00 CET 2016, Time: ,Wed Jan 20 20:30:00 CET 2016, Event: ,Tours VB v Noliko Maaseik, Favorite: ,Tours VB, 1099100   size:189.62,Price: ,1.14,Noliko Maaseik, 1287710   size:25.98,Price: ,6.4
1.122645530, Sport: ,Volleyball, Time: ,Wed Jan 20 20:30:00 CET 2016, Time: ,Wed Jan 20 20:30:00 CET 2016, Event: ,Cucine Lube Civitanova v PGE Skra Belchatow, Favorite: ,Cucine Lube Civitanova, 10463803   size:6.29,Price: ,1.12,PGE Skra Belchatow, 10477801   size:25.38,Price: ,7.0
1.122659118, Sport: ,Soccer, Time: ,Wed Jan 20 21:00:00 CET 2016, Time: ,Wed Jan 20 21:00:00 CET 2016, Event: ,Estudiantes de Caracas v Trujillanos, Favorite: ,Trujillanos, 1224046   size:2.22,Price: ,2.24,Estudiantes de Caracas, 10064371   size:14.78,Price: ,3.2,The Draw, 58805   size:3.63,Price: ,3.45
1.122658344, Sport: ,Soccer, Time: ,Wed Jan 20 22:00:00 CET 2016, Time: ,Wed Jan 20 22:00:00 CET 2016, Event: ,Fylkir v KR Reykjavik, Favorite: ,KR Reykjavik, 399808   size:149.84,Price: ,2.04,Fylkir, 46954   size:160.24,Price: ,3.55,The Draw, 58805   size:187.69,Price: ,4.2
1.122560568, Sport: ,Basketball, Time: ,Thu Jan 21 00:30:00 CET 2016, Time: ,Thu Jan 21 00:30:00 CET 2016, Event: ,Nebraska @ Michigan State, Favorite: ,Michigan State, 29834   size:1875.0,Price: ,1.08,Nebraska, 710160   size:35.87,Price: ,10.0
1.122560633, Sport: ,Basketball, Time: ,Thu Jan 21 01:00:00 CET 2016, Time: ,Thu Jan 21 01:00:00 CET 2016, Event: ,Texas @ West Virginia, Favorite: ,West Virginia, 715470   size:2.55,Price: ,1.14,Texas, 332193   size:2.62,Price: ,6.6
1.122645995, Sport: ,Basketball, Time: ,Thu Jan 21 01:00:00 CET 2016, Time: ,Thu Jan 21 01:00:00 CET 2016, Event: ,Ferro Carril Oeste v San Martin, Favorite: ,San Martin, 8861781   size:2.55,Price: ,1.72,Ferro Carril Oeste, 10312212   size:25.89,Price: ,2.22
1.122560610, Sport: ,Basketball, Time: ,Thu Jan 21 01:00:00 CET 2016, Time: ,Thu Jan 21 01:00:00 CET 2016, Event: ,Wake Forest @ North Carolina, Favorite: ,North Carolina, 332652   size:3927.11,Price: ,1.01,Wake Forest, 352102   size:34.18,Price: ,2.14
1.122666849, Sport: ,Soccer, Time: ,Thu Jan 21 01:15:00 CET 2016, Time: ,Thu Jan 21 01:15:00 CET 2016, Event: ,Nacional (Uru) v Penarol, Favorite: ,Nacional (Uru), 504780   size:46.32,Price: ,2.54,Penarol, 328191   size:4.11,Price: ,2.92,The Draw, 58805   size:2.55,Price: ,3.45
1.122667128, Sport: ,Soccer, Time: ,Thu Jan 21 01:30:00 CET 2016, Time: ,Thu Jan 21 01:30:00 CET 2016, Event: ,Zamora v Deportivo Lara, Favorite: ,Zamora, 565025   size:12.08,Price: ,1.8,Deportivo Lara, 4908157   size:10.84,Price: ,4.5,The Draw, 58805   size:20.12,Price: ,3.8
1.122576574, Sport: ,Soccer, Time: ,Thu Jan 21 02:00:00 CET 2016, Time: ,Thu Jan 21 02:00:00 CET 2016, Event: ,Atlas v Coras Tepic, Favorite: ,Atlas, 328950   size:20.44,Price: ,1.82,Coras Tepic, 8692848   size:2.34,Price: ,4.8,The Draw, 58805   size:2.55,Price: ,3.7
1.122557901, Sport: ,Cricket, Time: ,Thu Jan 21 02:30:00 CET 2016, Time: ,Thu Jan 21 02:30:00 CET 2016, Event: ,Hong Kong v Scotland, Favorite: ,Hong Kong, 247649   size:158.26,Price: ,1.03,Scotland, 152533   size:158.26,Price: ,1.03,The Draw, 60443   size:158.26,Price: ,1.03
1.122560641, Sport: ,Basketball, Time: ,Thu Jan 21 03:00:00 CET 2016, Time: ,Thu Jan 21 03:00:00 CET 2016, Event: ,Florida State @ Louisville, Favorite: ,Louisville, 332190   size:2.55,Price: ,1.2,Florida State, 697689   size:2.55,Price: ,5.0
1.122560645, Sport: ,Basketball, Time: ,Thu Jan 21 03:00:00 CET 2016, Time: ,Thu Jan 21 03:00:00 CET 2016, Event: ,Villanova @ Seton Hall, Favorite: ,Villanova, 675919   size:6.4,Price: ,1.3,Seton Hall, 696997   size:2.55,Price: ,3.85
1.122672372, Sport: ,Tennis, Time: ,Thu Jan 21 05:00:00 CET 2016, Time: ,Thu Jan 21 05:00:00 CET 2016, Event: ,Sijsling v Weintraub, Favorite: ,Igor Sijsling, 2370190   size:2.94,Price: ,1.51,Amir Weintraub, 5822663   size:6.62,Price: ,2.62
1.122557902, Sport: ,Cricket, Time: ,Thu Jan 21 06:30:00 CET 2016, Time: ,Thu Jan 21 06:30:00 CET 2016, Event: ,UAE v Netherlands, Favorite: ,UAE, 871131   size:158.26,Price: ,1.03,Netherlands, 228749   size:158.26,Price: ,1.03,The Draw, 60443   size:158.26,Price: ,1.03
1.122672335, Sport: ,Tennis, Time: ,Thu Jan 21 08:30:00 CET 2016, Time: ,Thu Jan 21 08:30:00 CET 2016, Event: ,O'Brien/Roelofse v Brunstrom/Nielsen, Favorite: ,Brunstrom/Nielsen, 6677971   size:9.07,Price: ,1.41,O'Brien/Roelofse, 9545182   size:8.38,Price: ,2.48
1.122661659, Sport: ,Tennis, Time: ,Thu Jan 21 09:30:00 CET 2016, Time: ,Thu Jan 21 09:30:00 CET 2016, Event: ,Y Mertens v Youzhny, Favorite: ,Mikhail Youzhny, 2263536   size:3.43,Price: ,1.13,Yannick Mertens, 4521608   size:2.0,Price: ,7.0
1.122635005, Sport: ,Soccer, Time: ,Thu Jan 21 13:00:00 CET 2016, Time: ,Thu Jan 21 13:00:00 CET 2016, Event: ,Sanliurfaspor v Basaksehir, Favorite: ,Basaksehir, 10071088   size:2.55,Price: ,1.37,Sanliurfaspor, 2610482   size:2.55,Price: ,4.7,The Draw, 58805   size:15.05,Price: ,3.45
1.122667979, Sport: ,Soccer, Time: ,Thu Jan 21 14:00:00 CET 2016, Time: ,Thu Jan 21 14:00:00 CET 2016, Event: ,DR Congo v Angola A, Favorite: ,DR Congo, 85303   size:14.66,Price: ,2.22,Angola A, 10423966   size:9.0,Price: ,3.35,The Draw, 58805   size:36.14,Price: ,3.0
1.122659704, Sport: ,Tennis, Time: ,Thu Jan 21 15:00:00 CET 2016, Time: ,Thu Jan 21 15:00:00 CET 2016, Event: ,Andreozzi/Arevalo v Elias/Ghem, Favorite: ,Andreozzi/Arevalo, 10728306   size:9.16,Price: ,1.06,Elias/Ghem, 8576125   size:9.16,Price: ,1.06
1.122678581, Sport: ,Tennis, Time: ,Thu Jan 21 15:00:00 CET 2016, Time: ,Thu Jan 21 15:00:00 CET 2016, Event: ,T Monteiro v Michon, Favorite: ,Thiago Monteiro, 8326656   size:13.75,Price: ,1.04,Axel Michon, 4994683   size:13.75,Price: ,1.04
1.122667072, Sport: ,Soccer, Time: ,Thu Jan 21 15:30:00 CET 2016, Time: ,Thu Jan 21 15:30:00 CET 2016, Event: ,Zamora FC Barinas II v Estudiantes de Caracas, Favorite: ,Zamora FC Barinas II, 10450289   size:7.85,Price: ,1.07,Estudiantes de Caracas, 10064371   size:7.85,Price: ,1.07,The Draw, 58805   size:15.59,Price: ,2.88
1.122666961, Sport: ,Soccer, Time: ,Thu Jan 21 15:30:00 CET 2016, Time: ,Thu Jan 21 15:30:00 CET 2016, Event: ,Portuguesa (Ven) v Deportivo Lara, Favorite: ,Deportivo Lara, 4908157   size:2.55,Price: ,2.18,Portuguesa (Ven), 8780076   size:2.55,Price: ,2.78,The Draw, 58805   size:30.92,Price: ,3.1
1.122667924, Sport: ,Soccer, Time: ,Thu Jan 21 17:00:00 CET 2016, Time: ,Thu Jan 21 17:00:00 CET 2016, Event: ,Cameroon A v Ethiopia A, Favorite: ,Cameroon A, 10709690   size:18.0,Price: ,1.15,Ethiopia A, 8198992   size:18.0,Price: ,1.15,The Draw, 58805   size:16.0,Price: ,2.9
1.122634994, Sport: ,Soccer, Time: ,Thu Jan 21 17:30:00 CET 2016, Time: ,Thu Jan 21 17:30:00 CET 2016, Event: ,Giresunspor v Antalyaspor, Favorite: ,Antalyaspor, 113188   size:14.2,Price: ,1.42,Giresunspor, 1341524   size:2.55,Price: ,4.6,The Draw, 58805   size:15.05,Price: ,3.5
1.122659476, Sport: ,Volleyball, Time: ,Thu Jan 21 18:00:00 CET 2016, Time: ,Thu Jan 21 18:00:00 CET 2016, Event: ,Ziraat Bankasi Ankara v VfB Friedrichshafen, Favorite: ,Ziraat Bankasi Ankara, 5119175   size:2.55,Price: ,1.26,VfB Friedrichshafen, 2281578   size:35.72,Price: ,1.54
1.122678619, Sport: ,Handball, Time: ,Thu Jan 21 18:15:00 CET 2016, Time: ,Thu Jan 21 18:15:00 CET 2016, Event: ,France v Belarus, Favorite: ,Belarus, 626084   size:18.0,Price: ,1.04,France, 620374   size:47.53,Price: ,1.07,Draw, 330157   size:18.0,Price: ,1.04
1.122667916, Sport: ,Basketball, Time: ,Thu Jan 21 18:30:00 CET 2016, Time: ,Thu Jan 21 18:30:00 CET 2016, Event: ,Slask Wroclaw v Turk Telekom, Favorite: ,Slask Wroclaw, 272970   size:3.18,Price: ,1.03,Turk Telekom, 631280   size:3.18,Price: ,1.03
1.122640234, Sport: ,Tennis, Time: ,Wed Jan 20 19:00:00 CET 2016, Time: ,Wed Jan 20 19:00:00 CET 2016, Event: ,Dutra Silva v De Greef, Favorite: ,Rogerio Dutra Silva, 2301068   size:2.93,Price: ,1.84,Arthur De Greef, 7287672   size:5.0,Price: ,1.84
1.122643211, Sport: ,Basketball, Time: ,Wed Jan 20 19:00:00 CET 2016, Time: ,Wed Jan 20 19:00:00 CET 2016, Event: ,Stelmet Zielona Góra v Zenit Saint-Petersburg, Favorite: ,Zielona Gora, 6703617   size:3.49,Price: ,1.03,Zenit St Petersburg, 8889521   size:58.04,Price: ,1.05
1.122578664, Sport: ,Soccer, Time: ,Wed Jan 20 19:30:00 CET 2016, Time: ,Wed Jan 20 19:30:00 CET 2016, Event: ,Boulogne v Lorient, Favorite: ,Lorient, 44794   size:20.0,Price: ,2.42,Boulogne, 669346   size:106.0,Price: ,3.6,The Draw, 58805   size:121.31,Price: ,3.2
1.122640238, Sport: ,Tennis, Time: ,Wed Jan 20 19:30:00 CET 2016, Time: ,Wed Jan 20 19:30:00 CET 2016, Event: ,G Elias v J Eysseric, Favorite: ,Gastao Elias, 2923174   size:101.55,Price: ,1.31,Jonathan Eysseric, 2426230   size:13.04,Price: ,4.1
1.122658784, Sport: ,Soccer, Time: ,Wed Jan 20 20:00:00 CET 2016, Time: ,Wed Jan 20 20:00:00 CET 2016, Event: ,Portugal (W) U19 v Netherlands (W) U19, Favorite: ,Netherlands (W) U19, 6283928   size:141.66,Price: ,1.72,Portugal (W) U19, 7118921   size:56.16,Price: ,4.6,The Draw, 58805   size:9.12,Price: ,4.3
1.122578590, Sport: ,Soccer, Time: ,Wed Jan 20 20:45:00 CET 2016, Time: ,Wed Jan 20 20:45:00 CET 2016, Event: ,Standard v Genk, Favorite: ,Standard, 571279   size:267.51,Price: ,1.95,Genk, 14072   size:212.63,Price: ,4.4,The Draw, 58805   size:63.35,Price: ,3.8
1.122579108, Sport: ,Soccer, Time: ,Wed Jan 20 20:45:00 CET 2016, Time: ,Wed Jan 20 20:45:00 CET 2016, Event: ,Famalicao v Porto, Favorite: ,Porto, 48785   size:83.85,Price: ,1.41,Famalicao, 5875376   size:119.26,Price: ,9.2,The Draw, 58805   size:11.82,Price: ,5.4
1.122546383, Sport: ,Soccer, Time: ,Wed Jan 20 20:45:00 CET 2016, Time: ,Wed Jan 20 20:45:00 CET 2016, Event: ,Lazio v Juventus, Favorite: ,Juventus, 2423   size:200.78,Price: ,2.66,Lazio, 56966   size:196.33,Price: ,3.1,The Draw, 58805   size:1120.21,Price: ,3.25
