1.121619509, Sport: ,Soccer, Time: ,Tue Nov 03 13:30:00 CET 2015, Time: ,Tue Nov 03 13:30:00 CET 2015, Event: ,Mansheyat Bani Hasan v Al Jalil, Favorite: ,Mansheyat Bani Hasan, 6600043   size:6.72,Price: ,1.57,Al Jalil, 5650175   size:5.0,Price: ,1.77,The Draw, 58805   size:6.2,Price: ,2.24,ok
1.121510443, Sport: ,Soccer, Time: ,Tue Nov 03 16:00:00 CET 2015, Time: ,Tue Nov 03 16:00:00 CET 2015, Event: ,PSV U19 v Wolfsburg U19, Favorite: ,PSV U19, 2502335   size:2.71,Price: ,2.34,Wolfsburg U19, 6569328   size:87.65,Price: ,2.6,The Draw, 58805   size:2.69,Price: ,3.95,ok
1.121623526, Sport: ,Tennis, Time: ,Tue Nov 03 14:30:00 CET 2015, Time: ,Tue Nov 03 14:30:00 CET 2015, Event: ,S Wawrinka v B Tomic, Favorite: ,Stan Wawrinka, 8597476   size:431.34,Price: ,1.45,Bernard Tomic, 3588868   size:134.13,Price: ,3.15,ok
1.121604299, Sport: ,Tennis, Time: ,Tue Nov 03 11:30:00 CET 2015, Time: ,Tue Nov 03 11:30:00 CET 2015, Event: ,Ti Chen v Donskoy, Favorite: ,Evgeny Donskoy, 3391304   size:10.21,Price: ,1.2,Ti Chen, 2559490   size:3.82,Price: ,5.0,ok
1.121625026, Sport: ,Tennis, Time: ,Tue Nov 03 17:00:00 CET 2015, Time: ,Tue Nov 03 17:00:00 CET 2015, Event: ,Du Brown v Hanfmann, Favorite: ,Dustin Brown, 4486603   size:3.97,Price: ,1.26,Yannick Hanfmann, 8639275   size:11.72,Price: ,3.95,ok
1.121621221, Sport: ,Tennis, Time: ,Tue Nov 03 17:00:00 CET 2015, Time: ,Tue Nov 03 17:00:00 CET 2015, Event: ,Kretschmer v Lipovsek Puches, Favorite: ,Gero Kretschmer, 8259773   size:5.35,Price: ,1.84,Tomas Lipovsek Puches, 8174492   size:11.64,Price: ,2.0,x
1.121618572, Sport: ,Basketball, Time: ,Tue Nov 03 18:05:00 CET 2015, Time: ,Tue Nov 03 18:05:00 CET 2015, Event: ,Svendborg v Horsens, Favorite: ,Horsens, 6719071   size:4.02,Price: ,1.58,Svendborg, 6719075   size:32.16,Price: ,2.6,ok
1.121510000, Sport: ,Soccer, Time: ,Tue Nov 03 19:00:00 CET 2015, Time: ,Tue Nov 03 19:00:00 CET 2015, Event: ,Nurnberg II v Jahn Regensburg, Favorite: ,Jahn Regensburg, 4855758   size:5.0,Price: ,1.95,Nurnberg II, 5576963   size:10.26,Price: ,4.0,The Draw, 58805   size:8.27,Price: ,3.8,x
1.121619785, Sport: ,Soccer, Time: ,Tue Nov 03 15:55:00 CET 2015, Time: ,Tue Nov 03 15:55:00 CET 2015, Event: ,Al-Hilal v Al-Quadisiya (KSA), Favorite: ,Al-Hilal, 3725113   size:2.05,Price: ,1.33,Al-Quadisiya (KSA), 10201607   size:3.88,Price: ,9.4,The Draw, 58805   size:47.48,Price: ,4.2,ok
1.121636963, Sport: ,Tennis, Time: ,Tue Nov 03 18:30:00 CET 2015, Time: ,Tue Nov 03 18:30:00 CET 2015, Event: ,G Min v V Rodriguez, Favorite: ,Grace Min, 6280340   size:4.45,Price: ,1.43,Victoria Rodriguez, 7082844   size:5.91,Price: ,2.94,ok
1.121510498, Sport: ,Soccer, Time: ,Tue Nov 03 14:00:00 CET 2015, Time: ,Tue Nov 03 14:00:00 CET 2015, Event: ,Benfica U19 v Galatasaray U19, Favorite: ,Benfica U19, 5373197   size:29.31,Price: ,1.06,Galatasaray U19, 7653235   size:261.0,Price: ,50.0,The Draw, 58805   size:10.0,Price: ,15.0,ok
