1.121849174, Sport: ,Tennis, Time: ,Wed Nov 18 05:00:00 CET 2015, Time: ,Wed Nov 18 05:00:00 CET 2015, Event: ,Lee v Sema, Favorite: ,Erika Sema, 4151738   size:2.64,Price: ,1.68,So Ra Lee, 6670618   size:5.34,Price: ,2.2,ok
1.121748860, Sport: ,Soccer, Time: ,Tue Nov 17 21:00:00 CET 2015, Time: ,Tue Nov 17 21:00:00 CET 2015, Event: ,England v France, Favorite: ,France, 24   size:4334.59,Price: ,2.76,England, 27   size:13666.0,Price: ,3.15,The Draw, 58805   size:38978.17,Price: ,3.05,x
1.121849161, Sport: ,Tennis, Time: ,Wed Nov 18 06:45:00 CET 2015, Time: ,Wed Nov 18 06:45:00 CET 2015, Event: ,Wang/Yang v Bai/Li, Favorite: ,Wang/Yang, 10276784   size:2.55,Price: ,1.85,Bai/Li, 10506892   size:2.55,Price: ,1.85,x
1.121747096, Sport: ,Basketball, Time: ,Wed Nov 18 01:00:00 CET 2015, Time: ,Wed Nov 18 01:00:00 CET 2015, Event: ,Milwaukee @ Notre Dame, Favorite: ,Notre Dame, 332195   size:28.41,Price: ,1.11,Milwaukee, 13115   size:71.53,Price: ,9.6,ok
1.121848357, Sport: ,Tennis, Time: ,Wed Nov 18 02:45:00 CET 2015, Time: ,Wed Nov 18 02:45:00 CET 2015, Event: ,Kozlov/Mmoh v O'hare/Salisbury, Favorite: ,O'hare/Salisbury, 8287125   size:3.47,Price: ,1.44,Kozlov/Mmoh, 9398767   size:2.0,Price: ,2.5,ok
1.121847788, Sport: ,Soccer, Time: ,Tue Nov 17 21:00:00 CET 2015, Time: ,Tue Nov 17 21:00:00 CET 2015, Event: ,Queen of South U20 v Stranraer U20, Favorite: ,Queen of South U20, 9220053   size:6.11,Price: ,1.17,Stranraer U20, 10341089   size:77.78,Price: ,1.18,The Draw, 58805   size:10.99,Price: ,3.55,ok
1.121860352, Sport: ,Tennis, Time: ,Wed Nov 18 01:00:00 CET 2015, Time: ,Wed Nov 18 01:00:00 CET 2015, Event: ,Smethurst/Walsh v Childers/Hirsch, Favorite: ,Smethurst/Walsh, 10484185   size:2.55,Price: ,1.05,Childers/Hirsch, 10534787   size:5.64,Price: ,6.4,ok
1.121750269, Sport: ,Soccer, Time: ,Wed Nov 18 00:00:00 CET 2015, Time: ,Wed Nov 18 00:00:00 CET 2015, Event: ,Paraguay v Bolivia, Favorite: ,Paraguay, 55211   size:134.99,Price: ,1.33,Bolivia, 61303   size:2.84,Price: ,14.5,The Draw, 58805   size:115.66,Price: ,5.4,ok
1.121787711, Sport: ,Volleyball, Time: ,Tue Nov 17 20:00:00 CET 2015, Time: ,Tue Nov 17 20:00:00 CET 2015, Event: ,AS Cannes v Stroitel Minsk, Favorite: ,AS Cannes, 1302062   size:3650.48,Price: ,1.08,Stroitel Minsk, 9041016   size:40.51,Price: ,8.6,ok
1.121751196, Sport: ,Soccer, Time: ,Tue Nov 17 22:00:00 CET 2015, Time: ,Tue Nov 17 22:00:00 CET 2015, Event: ,Venezuela v Ecuador, Favorite: ,Ecuador, 15303   size:5.39,Price: ,2.68,Venezuela, 15302   size:275.86,Price: ,3.1,The Draw, 58805   size:1070.2,Price: ,3.2,ok
1.121839370, Sport: ,Tennis, Time: ,Tue Nov 17 19:45:00 CET 2015, Time: ,Tue Nov 17 19:45:00 CET 2015, Event: ,D Acosta v Berlocq, Favorite: ,Carlos Berlocq, 2283676   size:233.58,Price: ,1.03,Dario Acosta, 8999350   size:11.4,Price: ,27.0,ok
1.121766238, Sport: ,Soccer, Time: ,Tue Nov 17 20:00:00 CET 2015, Time: ,Tue Nov 17 20:00:00 CET 2015, Event: ,Raja Casablanca v MAT Tetouan, Favorite: ,Raja Casablanca, 6356893   size:275.21,Price: ,1.81,MAT Tetouan, 6552584   size:195.63,Price: ,5.2,The Draw, 58805   size:4.03,Price: ,3.55,x
1.121839811, Sport: ,Basketball, Time: ,Tue Nov 17 19:05:00 CET 2015, Time: ,Tue Nov 17 19:05:00 CET 2015, Event: ,Maccabi Haifa v Hapoel Holon, Favorite: ,Maccabi Haifa, 4953243   size:83.0,Price: ,1.3,Hapoel Holon, 6796483   size:11.0,Price: ,3.25,ok
1.121797594, Sport: ,Basketball, Time: ,Tue Nov 17 20:00:00 CET 2015, Time: ,Tue Nov 17 20:00:00 CET 2015, Event: ,Chalons Reims v Limoges, Favorite: ,Limoges, 3817200   size:85.82,Price: ,1.5,Chalons Reims, 6736111   size:44.83,Price: ,2.9,x
1.121830165, Sport: ,Ice Hockey, Time: ,Wed Nov 18 01:05:00 CET 2015, Time: ,Wed Nov 18 01:05:00 CET 2015, Event: ,St Louis @ Columbus, Favorite: ,St Louis, 2110000   size:549.0,Price: ,2.44,Columbus, 2114347   size:349.0,Price: ,2.76,Tie, 60104   size:227.72,Price: ,3.8,x
1.121786629, Sport: ,Volleyball, Time: ,Tue Nov 17 20:30:00 CET 2015, Time: ,Tue Nov 17 20:30:00 CET 2015, Event: ,Knack Roeselare v Dukla Liberec, Favorite: ,Knack Roeselare, 4410972   size:2.55,Price: ,1.1,Dukla Liberec, 8076708   size:46.81,Price: ,6.8,ok
1.121830680, Sport: ,Ice Hockey, Time: ,Wed Nov 18 03:05:00 CET 2015, Time: ,Wed Nov 18 03:05:00 CET 2015, Event: ,New Jersey @ Calgary, Favorite: ,Calgary, 975675   size:9.24,Price: ,2.46,New Jersey, 2112200   size:91.0,Price: ,2.72,Tie, 60104   size:258.64,Price: ,3.95,ok
1.121753090, Sport: ,Soccer, Time: ,Tue Nov 17 20:45:00 CET 2015, Time: ,Tue Nov 17 20:45:00 CET 2015, Event: ,Maidstone Utd v Wealdstone, Favorite: ,Maidstone Utd, 6555176   size:58.78,Price: ,2.1,Wealdstone, 2608900   size:27.71,Price: ,3.8,The Draw, 58805   size:57.94,Price: ,3.55,ok
1.121786868, Sport: ,Volleyball, Time: ,Tue Nov 17 20:30:00 CET 2015, Time: ,Tue Nov 17 20:30:00 CET 2015, Event: ,Itely Milano v Vero Volley, Favorite: ,Vero Volley, 10410541   size:115.37,Price: ,1.62,Itely Milano, 10410540   size:5.0,Price: ,2.34,ok
1.121859886, Sport: ,Tennis, Time: ,Wed Nov 18 00:30:00 CET 2015, Time: ,Wed Nov 18 00:30:00 CET 2015, Event: ,J Hiltzik v McDonald, Favorite: ,Mackenzie McDonald, 7569897   size:4.19,Price: ,1.33,Jared Hiltzik, 7082814   size:2.55,Price: ,3.45,ok
1.121830335, Sport: ,Ice Hockey, Time: ,Wed Nov 18 01:35:00 CET 2015, Time: ,Wed Nov 18 01:35:00 CET 2015, Event: ,Minnesota @ Pittsburgh, Favorite: ,Pittsburgh, 2115995   size:5.0,Price: ,2.5,Minnesota, 2109894   size:7.43,Price: ,2.8,Tie, 60104   size:350.0,Price: ,3.85,ok
1.121754979, Sport: ,Soccer, Time: ,Tue Nov 17 20:45:00 CET 2015, Time: ,Tue Nov 17 20:45:00 CET 2015, Event: ,Oxford Utd v Braintree, Favorite: ,Oxford Utd, 256171   size:174.53,Price: ,1.4,Braintree, 1282860   size:22.83,Price: ,10.0,The Draw, 58805   size:116.6,Price: ,5.1,ok
1.121749388, Sport: ,Soccer, Time: ,Tue Nov 17 20:45:00 CET 2015, Time: ,Tue Nov 17 20:45:00 CET 2015, Event: ,Italy v Romania, Favorite: ,Italy, 29   size:187.37,Price: ,1.85,Romania, 26   size:13.66,Price: ,5.9,The Draw, 58805   size:1382.18,Price: ,3.4,x
1.121748453, Sport: ,Ice Hockey, Time: ,Tue Nov 17 19:15:00 CET 2015, Time: ,Tue Nov 17 19:15:00 CET 2015, Event: ,Innsbruck v Liwest Linz, Favorite: ,Innsbruck, 563236   size:2.86,Price: ,1.03,Liwest Linz, 1266781   size:2.86,Price: ,1.03,Tie, 60104   size:2.86,Price: ,1.03,x
1.121849194, Sport: ,Tennis, Time: ,Wed Nov 18 02:00:00 CET 2015, Time: ,Wed Nov 18 02:00:00 CET 2015, Event: ,Kibi v T Daniel, Favorite: ,Taro Daniel, 8173434   size:14.4,Price: ,1.03,Yuya Kibi, 8815719   size:64.88,Price: ,18.0,ok
1.121751740, Sport: ,Soccer, Time: ,Tue Nov 17 20:45:00 CET 2015, Time: ,Tue Nov 17 20:45:00 CET 2015, Event: ,Newport County v Brackley Town, Favorite: ,Newport County, 62623   size:34.66,Price: ,1.5,Brackley Town, 2145773   size:137.09,Price: ,7.6,The Draw, 58805   size:143.31,Price: ,4.9,ok
1.121847457, Sport: ,Soccer, Time: ,Tue Nov 17 20:45:00 CET 2015, Time: ,Tue Nov 17 20:45:00 CET 2015, Event: ,Worthing v Dorking Wanderers FC, Favorite: ,Worthing, 1034116   size:11.28,Price: ,1.14,Dorking Wanderers FC, 10412772   size:82.35,Price: ,1.16,The Draw, 58805   size:5.21,Price: ,3.05,x
1.121762448, Sport: ,Soccer, Time: ,Wed Nov 18 02:30:00 CET 2015, Time: ,Wed Nov 18 02:30:00 CET 2015, Event: ,Panama v Costa Rica, Favorite: ,Panama, 520320   size:21.31,Price: ,2.44,Costa Rica, 43376   size:9.31,Price: ,3.6,The Draw, 58805   size:255.37,Price: ,3.1,x
1.121841992, Sport: ,Basketball, Time: ,Wed Nov 18 01:35:00 CET 2015, Time: ,Wed Nov 18 01:35:00 CET 2015, Event: ,Cleveland @ Detroit, Favorite: ,Cleveland, 13112   size:23.27,Price: ,1.58,Detroit, 13111   size:88.39,Price: ,2.68,x
1.121819457, Sport: ,Basketball, Time: ,Tue Nov 17 21:00:00 CET 2015, Time: ,Tue Nov 17 21:00:00 CET 2015, Event: ,Gran Canaria v Le Mans, Favorite: ,Gran Canaria, 945506   size:301.57,Price: ,1.19,Le Mans, 678096   size:2.47,Price: ,5.3,ok
1.121850109, Sport: ,Basketball, Time: ,Tue Nov 17 22:00:00 CET 2015, Time: ,Tue Nov 17 22:00:00 CET 2015, Event: ,FC Porto Ferpinta v Krka, Favorite: ,Krka, 3315294   size:78.7,Price: ,1.91,FC Porto Ferpinta, 10381271   size:3.22,Price: ,2.04,ok
1.121750372, Sport: ,Soccer, Time: ,Tue Nov 17 20:45:00 CET 2015, Time: ,Tue Nov 17 20:45:00 CET 2015, Event: ,Poland v Czech Republic, Favorite: ,Poland, 8207   size:290.27,Price: ,2.34,Czech Republic, 29581   size:168.16,Price: ,3.45,The Draw, 58805   size:3197.8,Price: ,3.4,ok
1.121850105, Sport: ,Basketball, Time: ,Tue Nov 17 20:00:00 CET 2015, Time: ,Tue Nov 17 20:00:00 CET 2015, Event: ,Chalon Saone v Gussing, Favorite: ,Chalon Saone, 1471819   size:617.47,Price: ,1.16,Gussing, 7036689   size:2.55,Price: ,5.3,ok
1.121830450, Sport: ,Ice Hockey, Time: ,Wed Nov 18 01:35:00 CET 2015, Time: ,Wed Nov 18 01:35:00 CET 2015, Event: ,Colorado @ Toronto, Favorite: ,Toronto, 2108073   size:9.31,Price: ,2.58,Colorado, 2108117   size:282.0,Price: ,2.6,Tie, 60104   size:535.0,Price: ,3.85,ok
1.121748459, Sport: ,Ice Hockey, Time: ,Tue Nov 17 19:15:00 CET 2015, Time: ,Tue Nov 17 19:15:00 CET 2015, Event: ,VSV v Vienna Capitals, Favorite: ,VSV, 565881   size:2.86,Price: ,1.03,Vienna Capitals, 563229   size:2.86,Price: ,1.03,Tie, 60104   size:2.86,Price: ,1.03,ok
1.121830620, Sport: ,Ice Hockey, Time: ,Wed Nov 18 02:05:00 CET 2015, Time: ,Wed Nov 18 02:05:00 CET 2015, Event: ,Anaheim @ Nashville, Favorite: ,Nashville, 2109832   size:15.51,Price: ,1.99,Anaheim, 60109   size:321.0,Price: ,3.45,Tie, 60104   size:307.0,Price: ,4.1,ok
1.121749258, Sport: ,Soccer, Time: ,Tue Nov 17 20:45:00 CET 2015, Time: ,Tue Nov 17 20:45:00 CET 2015, Event: ,Germany v Netherlands, Favorite: ,Germany, 18   size:65.96,Price: ,1.86,Netherlands, 231787   size:421.42,Price: ,4.8,The Draw, 58805   size:626.99,Price: ,3.9,x
1.121829997, Sport: ,Ice Hockey, Time: ,Wed Nov 18 01:05:00 CET 2015, Time: ,Wed Nov 18 01:05:00 CET 2015, Event: ,Los Angeles @ Philadelphia, Favorite: ,Los Angeles, 2112286   size:8.43,Price: ,2.22,Philadelphia, 2109791   size:459.0,Price: ,3.0,Tie, 60104   size:304.0,Price: ,3.9,x
1.121767103, Sport: ,Ice Hockey, Time: ,Tue Nov 17 19:45:00 CET 2015, Time: ,Tue Nov 17 19:45:00 CET 2015, Event: ,Lugano v Bern, Favorite: ,Lugano, 243259   size:2.86,Price: ,2.16,Bern, 243256   size:3.12,Price: ,2.86,Tie, 60104   size:5.33,Price: ,4.5,ok
1.121849181, Sport: ,Tennis, Time: ,Wed Nov 18 03:15:00 CET 2015, Time: ,Wed Nov 18 03:15:00 CET 2015, Event: ,Ninomiya v Wongteanchai, Favorite: ,Varatchaya Wongteanchai, 4503064   size:2.55,Price: ,1.76,Makoto Ninomiya, 7750118   size:6.74,Price: ,2.08,ok
1.121767102, Sport: ,Ice Hockey, Time: ,Tue Nov 17 19:45:00 CET 2015, Time: ,Tue Nov 17 19:45:00 CET 2015, Event: ,Geneve Servette v Kloten Flyers, Favorite: ,Geneve Servette, 4932959   size:2.86,Price: ,2.0,Kloten Flyers, 243255   size:27.94,Price: ,3.1,Tie, 60104   size:4.29,Price: ,4.6,ok
1.121342099, Sport: ,Soccer, Time: ,Tue Nov 17 20:45:00 CET 2015, Time: ,Tue Nov 17 20:45:00 CET 2015, Event: ,Denmark v Sweden, Favorite: ,Denmark, 32   size:1014.41,Price: ,2.14,Sweden, 25912   size:1879.56,Price: ,3.95,The Draw, 58805   size:6175.69,Price: ,3.5,x
1.121842033, Sport: ,Basketball, Time: ,Wed Nov 18 04:35:00 CET 2015, Time: ,Wed Nov 18 04:35:00 CET 2015, Event: ,Toronto @ Golden State, Favorite: ,Golden State, 13126   size:322.21,Price: ,1.22,Toronto, 13113   size:128.88,Price: ,5.3,ok
1.121847843, Sport: ,Soccer, Time: ,Tue Nov 17 21:00:00 CET 2015, Time: ,Tue Nov 17 21:00:00 CET 2015, Event: ,Stenhousemuir U20 v Cowdenbeath U20, Favorite: ,Stenhousemuir U20, 9001453   size:66.67,Price: ,1.21,Cowdenbeath U20, 9040796   size:66.67,Price: ,1.21,The Draw, 58805   size:10.99,Price: ,3.55,x
1.121860373, Sport: ,Tennis, Time: ,Wed Nov 18 02:00:00 CET 2015, Time: ,Wed Nov 18 02:00:00 CET 2015, Event: ,Hsieh v Osaka, Favorite: ,Su-Wei Hsieh, 8244521   size:5.93,Price: ,1.1,Mari Osaka, 8733926   size:2.0,Price: ,8.6,ok
1.121841460, Sport: ,Tennis, Time: ,Wed Nov 18 06:30:00 CET 2015, Time: ,Wed Nov 18 06:30:00 CET 2015, Event: ,Voegele/Zhang v Lertpitaksinch/Plipuech, Favorite: ,Lertpitaksinch/Plipuech, 9220478   size:2.55,Price: ,1.88,Voegele/Zhang, 10530495   size:2.55,Price: ,1.89,ok
1.121847567, Sport: ,Soccer, Time: ,Tue Nov 17 20:45:00 CET 2015, Time: ,Tue Nov 17 20:45:00 CET 2015, Event: ,Bamber Bridge v Lancaster City, Favorite: ,Bamber Bridge, 2608902   size:11.28,Price: ,1.14,Lancaster City, 1034137   size:11.28,Price: ,1.14,The Draw, 58805   size:5.21,Price: ,2.92,x
1.121841982, Sport: ,Basketball, Time: ,Wed Nov 18 01:35:00 CET 2015, Time: ,Wed Nov 18 01:35:00 CET 2015, Event: ,Charlotte @ New York, Favorite: ,Charlotte, 13110   size:72.92,Price: ,1.95,New York, 13106   size:149.11,Price: ,1.99,x
1.121860371, Sport: ,Tennis, Time: ,Wed Nov 18 02:00:00 CET 2015, Time: ,Wed Nov 18 02:00:00 CET 2015, Event: ,S Zhang v Inoue, Favorite: ,Shuai Zhang, 2386498   size:5.0,Price: ,1.12,Akari Inoue, 7683755   size:10.2,Price: ,7.4,ok
1.121860372, Sport: ,Tennis, Time: ,Wed Nov 18 03:15:00 CET 2015, Time: ,Wed Nov 18 03:15:00 CET 2015, Event: ,Yoshitomi v Aoyama, Favorite: ,Shuko Aoyama, 5596565   size:6.11,Price: ,1.23,Aiko Yoshitomi, 9626986   size:25.03,Price: ,4.1,x
1.121810350, Sport: ,Tennis, Time: ,Tue Nov 17 21:00:00 CET 2015, Time: ,Tue Nov 17 21:00:00 CET 2015, Event: ,N Djokovic v Federer, Favorite: ,Novak Djokovic, 2249229   size:103360.76,Price: ,1.32,Roger Federer, 2251402   size:5868.34,Price: ,4.0,x
1.121839798, Sport: ,Basketball, Time: ,Tue Nov 17 19:20:00 CET 2015, Time: ,Tue Nov 17 19:20:00 CET 2015, Event: ,Hapoel Tel Aviv v Maccabi Kiryat Gat, Favorite: ,Hapoel Tel Aviv, 7758962   size:74.39,Price: ,1.03,Maccabi Kiryat Gat, 10405174   size:74.39,Price: ,1.03,ok
1.121762215, Sport: ,Soccer, Time: ,Wed Nov 18 01:00:00 CET 2015, Time: ,Wed Nov 18 01:00:00 CET 2015, Event: ,Brazil v Peru, Favorite: ,Brazil, 1408   size:71.85,Price: ,1.29,Peru, 15301   size:16.3,Price: ,16.0,The Draw, 58805   size:18.53,Price: ,6.0,ok
1.121748449, Sport: ,Ice Hockey, Time: ,Tue Nov 17 19:15:00 CET 2015, Time: ,Tue Nov 17 19:15:00 CET 2015, Event: ,SAPA Fehervar AV19 v HC Bolzano, Favorite: ,SAPA Fehervar AV19, 4182888   size:2.86,Price: ,1.03,HC Bolzano, 7557536   size:2.86,Price: ,1.03,Tie, 60104   size:2.86,Price: ,1.03,ok
1.121749128, Sport: ,Soccer, Time: ,Tue Nov 17 21:30:00 CET 2015, Time: ,Tue Nov 17 21:30:00 CET 2015, Event: ,Colombia v Argentina, Favorite: ,Colombia, 15299   size:583.01,Price: ,2.52,Argentina, 55212   size:78.22,Price: ,3.4,The Draw, 58805   size:61.56,Price: ,3.2,x
1.121834319, Sport: ,Tennis, Time: ,Wed Nov 18 02:00:00 CET 2015, Time: ,Wed Nov 18 02:00:00 CET 2015, Event: ,Jasika v Y Bai, Favorite: ,Omar Jasika, 7335917   size:3.57,Price: ,1.89,Yan Bai, 3357363   size:6.11,Price: ,1.93,ok
1.121747186, Sport: ,Basketball, Time: ,Wed Nov 18 04:00:00 CET 2015, Time: ,Wed Nov 18 04:00:00 CET 2015, Event: ,Kansas v Michigan State, Favorite: ,Kansas, 29837   size:7.55,Price: ,1.47,Michigan State, 29834   size:45.8,Price: ,2.86,x
1.121747183, Sport: ,Basketball, Time: ,Wed Nov 18 03:00:00 CET 2015, Time: ,Wed Nov 18 03:00:00 CET 2015, Event: ,Georgetown @ Maryland, Favorite: ,Maryland, 29832   size:7.55,Price: ,1.27,Georgetown, 701612   size:5.0,Price: ,4.1,ok
1.121847512, Sport: ,Soccer, Time: ,Tue Nov 17 20:45:00 CET 2015, Time: ,Tue Nov 17 20:45:00 CET 2015, Event: ,Newcastle Town v Gresley, Favorite: ,Newcastle Town, 5680957   size:3.65,Price: ,1.8,Gresley, 8077169   size:2.93,Price: ,2.24,The Draw, 58805   size:2.06,Price: ,3.55,x
1.121847236, Sport: ,Soccer, Time: ,Tue Nov 17 20:45:00 CET 2015, Time: ,Tue Nov 17 20:45:00 CET 2015, Event: ,Wingate and Finchley v Leiston, Favorite: ,Wingate and Finchley, 8901995   size:2.35,Price: ,2.16,Leiston, 3396719   size:4.26,Price: ,2.9,The Draw, 58805   size:3.88,Price: ,3.8,ok
1.121850807, Sport: ,Basketball, Time: ,Tue Nov 17 23:00:00 CET 2015, Time: ,Tue Nov 17 23:00:00 CET 2015, Event: ,Mogi v Limeira, Favorite: ,Mogi, 8948840   size:8.46,Price: ,1.04,Limeira, 8948846   size:8.46,Price: ,1.04,x
1.121836730, Sport: ,Basketball, Time: ,Tue Nov 17 20:30:00 CET 2015, Time: ,Tue Nov 17 20:30:00 CET 2015, Event: ,Nanterre v Bilbao, Favorite: ,Nanterre, 2989492   size:13.08,Price: ,1.59,Bilbao, 1321584   size:79.66,Price: ,2.58,x
1.121840606, Sport: ,Tennis, Time: ,Wed Nov 18 05:00:00 CET 2015, Time: ,Wed Nov 18 05:00:00 CET 2015, Event: ,Cerretani/Thompson v Klein/Reid, Favorite: ,Klein/Reid, 10530286   size:3.01,Price: ,1.66,Cerretani/Thompson, 10530285   size:2.38,Price: ,2.1,ok
1.121762345, Sport: ,Soccer, Time: ,Wed Nov 18 02:30:00 CET 2015, Time: ,Wed Nov 18 02:30:00 CET 2015, Event: ,El Salvador v Canada, Favorite: ,Canada, 39112   size:42.34,Price: ,2.38,El Salvador, 256609   size:100.49,Price: ,3.85,The Draw, 58805   size:503.46,Price: ,3.0,x
1.121840607, Sport: ,Tennis, Time: ,Wed Nov 18 06:45:00 CET 2015, Time: ,Wed Nov 18 06:45:00 CET 2015, Event: ,Chen/Skugor v Jung/Vorster, Favorite: ,Chen/Skugor, 10082607   size:4.64,Price: ,1.35,Jung/Vorster, 10530289   size:6.64,Price: ,3.25,ok
1.121840608, Sport: ,Tennis, Time: ,Wed Nov 18 05:00:00 CET 2015, Time: ,Wed Nov 18 05:00:00 CET 2015, Event: ,Hatakeyama/Itsusaki v Ghedin/Yi, Favorite: ,Ghedin/Yi, 10530288   size:8.46,Price: ,1.04,Hatakeyama/Itsusaki, 10530287   size:39.72,Price: ,8.2,ok
