1.120149939, Sport: ,Soccer, Time: ,Sat Aug 29 00:30:00 CEST 2015, Time: ,Sat Aug 29 00:30:00 CEST 2015, Event: ,America MG v Luverdense, Favorite: ,America MG, 4516149   size:307.64,Price: ,1.48,The Draw, 58805   size:37.14,Price: ,4.7,Luverdense, 4525645   size:72.07,Price: ,8.6,
1.120305154, Sport: ,Tennis, Time: ,Sat Aug 29 01:00:00 CEST 2015, Time: ,Sat Aug 29 01:00:00 CEST 2015, Event: ,Wozniacki v Kvitova, Favorite: ,Caroline Wozniacki, 2309522   size:2457.62,Price: ,1.81,Petra Kvitova, 2497008   size:2684.24,Price: ,2.22,
1.120171701, Sport: ,Basketball, Time: ,Sat Aug 29 01:30:00 CEST 2015, Time: ,Sat Aug 29 01:30:00 CEST 2015, Event: ,Minnesota @ New York, Favorite: ,New York, 13106   size:2.66,Price: ,1.66,Minnesota, 13118   size:2.68,Price: ,2.38,
1.120279611, Sport: ,Baseball, Time: ,Sat Aug 29 01:35:00 CEST 2015, Time: ,Sat Aug 29 01:35:00 CEST 2015, Event: ,NYY @ ATL, Favorite: ,NY Yankees (M Tanaka), 8439277   size:1023.99,Price: ,1.48,Atlanta (W Perez), 9502348   size:46.32,Price: ,3.0,
1.120234353, Sport: ,American Football, Time: ,Sat Aug 29 02:00:00 CEST 2015, Time: ,Sat Aug 29 02:00:00 CEST 2015, Event: ,Tennessee @ Kansas City, Favorite: ,Kansas City Chiefs, 50214   size:447.38,Price: ,1.39,Tennessee Titans, 50206   size:2.55,Price: ,3.2,
1.120171759, Sport: ,Basketball, Time: ,Sat Aug 29 02:00:00 CEST 2015, Time: ,Sat Aug 29 02:00:00 CEST 2015, Event: ,Los Angeles @ Tulsa, Favorite: ,Los Angeles, 3213264   size:1126.29,Price: ,1.83,Tulsa, 711056   size:2.55,Price: ,2.04,
1.120234444, Sport: ,American Football, Time: ,Sat Aug 29 02:00:00 CEST 2015, Time: ,Sat Aug 29 02:00:00 CEST 2015, Event: ,Detroit @ Jacksonville, Favorite: ,Jacksonville Jaguars, 50207   size:5.44,Price: ,1.82,Detroit Lions, 50193   size:52.95,Price: ,2.1,
1.120140274, Sport: ,Soccer, Time: ,Sat Aug 29 02:00:00 CEST 2015, Time: ,Sat Aug 29 02:00:00 CEST 2015, Event: ,CRB v Botafogo RJ, Favorite: ,Botafogo RJ, 786906   size:3.48,Price: ,2.26,The Draw, 58805   size:16.19,Price: ,3.45,CRB, 6368159   size:196.22,Price: ,3.6,
1.120279620, Sport: ,Baseball, Time: ,Sat Aug 29 02:05:00 CEST 2015, Time: ,Sat Aug 29 02:05:00 CEST 2015, Event: ,BAL @ TEX, Favorite: ,Texas (C Hamels), 10104537   size:291.0,Price: ,1.8,Baltimore (K Gausman), 7292275   size:463.99,Price: ,2.16,
1.120239900, Sport: ,Soccer, Time: ,Sat Aug 29 02:10:00 CEST 2015, Time: ,Sat Aug 29 02:10:00 CEST 2015, Event: ,Argentinos Juniors v Crucero del Norte, Favorite: ,Argentinos Juniors, 453739   size:127.01,Price: ,2.08,The Draw, 58805   size:666.43,Price: ,3.25,Crucero del Norte, 6471163   size:56.54,Price: ,4.5,
1.120279649, Sport: ,Baseball, Time: ,Sat Aug 29 02:10:00 CEST 2015, Time: ,Sat Aug 29 02:10:00 CEST 2015, Event: ,HOU @ MIN, Favorite: ,Houston (S Kazmir), 10067619   size:470.59,Price: ,1.77,Minnesota (K Gibson), 7395517   size:520.99,Price: ,2.18,
1.120279635, Sport: ,Baseball, Time: ,Sat Aug 29 02:10:00 CEST 2015, Time: ,Sat Aug 29 02:10:00 CEST 2015, Event: ,CIN @ MIL, Favorite: ,Milwaukee (T Jungmann), 9573008   size:309.99,Price: ,1.82,Cincinnati (R Iglesias), 9395514   size:485.77,Price: ,2.12,
1.120284354, Sport: ,Soccer, Time: ,Sat Aug 29 02:30:00 CEST 2015, Time: ,Sat Aug 29 02:30:00 CEST 2015, Event: ,San Martin de Tucuman v CA Chaco For Ever, Favorite: ,The Draw, 58805   size:4.49,Price: ,1.93,San Martin de Tucuman, 7097927   size:3.06,Price: ,2.04,CA Chaco For Ever, 10204947   size:5.0,Price: ,2.4,
1.120260563, Sport: ,Soccer, Time: ,Sat Aug 29 02:30:00 CEST 2015, Time: ,Sat Aug 29 02:30:00 CEST 2015, Event: ,Veracruz v Monterrey, Favorite: ,Monterrey, 328949   size:101.0,Price: ,2.64,Veracruz, 328922   size:48.44,Price: ,2.84,The Draw, 58805   size:10.69,Price: ,3.6,
1.119819249, Sport: ,American Football, Time: ,Sat Aug 29 03:00:00 CEST 2015, Time: ,Sat Aug 29 03:00:00 CEST 2015, Event: ,Toronto @ Edmonton, Favorite: ,Edmonton, 2014480   size:4.26,Price: ,1.47,Toronto, 2014644   size:7.35,Price: ,2.98,
1.120296144, Sport: ,Soccer, Time: ,Sat Aug 29 03:00:00 CEST 2015, Time: ,Sat Aug 29 03:00:00 CEST 2015, Event: ,Real Monarchs SLC v Seattle Sounders 2, Favorite: ,Seattle Sounders 2, 9587865   size:3.01,Price: ,2.08,Real Monarchs SLC, 9362496   size:11.31,Price: ,2.42,The Draw, 58805   size:17.78,Price: ,3.45,
1.120192788, Sport: ,Soccer, Time: ,Sat Aug 29 03:00:00 CEST 2015, Time: ,Sat Aug 29 03:00:00 CEST 2015, Event: ,Deportivo Cuenca v Aucas, Favorite: ,Deportivo Cuenca, 1067928   size:68.81,Price: ,2.4,The Draw, 58805   size:27.88,Price: ,3.25,Aucas, 897347   size:128.4,Price: ,3.35,
1.120162574, Sport: ,Basketball, Time: ,Sat Aug 29 03:00:00 CEST 2015, Time: ,Sat Aug 29 03:00:00 CEST 2015, Event: ,Hong Kong (W) v Kazakhstan (W), Favorite: ,Kazakhstan (W), 7886078   size:9.63,Price: ,1.01,
1.120190955, Sport: ,Soccer, Time: ,Sat Aug 29 03:30:00 CEST 2015, Time: ,Sat Aug 29 03:30:00 CEST 2015, Event: ,Universidad Guadalajara v Cafetaleros, Favorite: ,Universidad Guadalajara, 6533140   size:5.0,Price: ,1.68,The Draw, 58805   size:6.39,Price: ,3.5,Cafetaleros, 9988646   size:2.51,Price: ,4.5,
1.120279676, Sport: ,Baseball, Time: ,Sat Aug 29 03:40:00 CEST 2015, Time: ,Sat Aug 29 03:40:00 CEST 2015, Event: ,OAK @ ARI, Favorite: ,Arizona (C Anderson), 8522020   size:14.03,Price: ,1.95,Oakland (S Gray), 7569852   size:180.65,Price: ,1.99,
1.120279699, Sport: ,Baseball, Time: ,Sat Aug 29 04:15:00 CEST 2015, Time: ,Sat Aug 29 04:15:00 CEST 2015, Event: ,STL @ SF, Favorite: ,St Louis (M Wacha), 7309496   size:23.94,Price: ,1.91,San Francisco (M Leake), 10107630   size:143.54,Price: ,2.06,
1.120319702, Sport: ,Tennis, Time: ,Sat Aug 29 05:00:00 CEST 2015, Time: ,Sat Aug 29 05:00:00 CEST 2015, Event: ,Sharan v Navasirisomboon, Favorite: ,Jirat Navasirisomboon, 9028652   size:3.99,Price: ,1.17,
1.120148299, Sport: ,Soccer, Time: ,Sat Aug 29 05:00:00 CEST 2015, Time: ,Sat Aug 29 05:00:00 CEST 2015, Event: ,San Jose Earthquakes v LA Galaxy, Favorite: ,LA Galaxy, 2658589   size:50.26,Price: ,2.34,San Jose Earthquakes, 408102   size:28.01,Price: ,3.25,The Draw, 58805   size:320.63,Price: ,3.65,
1.120319649, Sport: ,Tennis, Time: ,Sat Aug 29 05:00:00 CEST 2015, Time: ,Sat Aug 29 05:00:00 CEST 2015, Event: ,Anderson v Kalovelonis, Favorite: ,Markos Kalovelonis, 8713238   size:3.17,Price: ,1.16,
1.120223880, Sport: ,Soccer, Time: ,Sat Aug 29 05:00:00 CEST 2015, Time: ,Sat Aug 29 05:00:00 CEST 2015, Event: ,Cimarrones de Sonora v Celaya, Favorite: ,Cimarrones de Sonora, 9988723   size:22.94,Price: ,2.2,Celaya, 5901260   size:5.0,Price: ,2.8,The Draw, 58805   size:5.0,Price: ,3.15,
1.120319629, Sport: ,Tennis, Time: ,Sat Aug 29 05:00:00 CEST 2015, Time: ,Sat Aug 29 05:00:00 CEST 2015, Event: ,H Peng v R Ghedin, Favorite: ,Riccardo Ghedin, 3506053   size:3.17,Price: ,1.16,
1.120162577, Sport: ,Basketball, Time: ,Sat Aug 29 05:00:00 CEST 2015, Time: ,Sat Aug 29 05:00:00 CEST 2015, Event: ,Philippines (W) v Malaysia (W), Favorite: ,Malaysia (W), 7886054   size:483.83,Price: ,1.6,Philippines (W), 7886080   size:250.26,Price: ,2.16,
1.120297872, Sport: ,Soccer, Time: ,Sat Aug 29 06:00:00 CEST 2015, Time: ,Sat Aug 29 06:00:00 CEST 2015, Event: ,Sapporo v Sapporo University FC, Favorite: ,Sapporo, 2245760   size:11.72,Price: ,1.08,Sapporo University FC, 10211281   size:5.0,Price: ,1.77,The Draw, 58805   size:6.22,Price: ,2.26,
1.120258426, Sport: ,Soccer, Time: ,Sat Aug 29 01:00:00 CEST 2015, Time: ,Sat Aug 29 01:00:00 CEST 2015, Event: ,Santiago Wanderers v Huachipato, Favorite: ,Santiago Wanderers, 913363   size:310.3,Price: ,1.6,The Draw, 58805   size:102.1,Price: ,4.4,Huachipato, 2019917   size:15.23,Price: ,6.2,
1.120296254, Sport: ,Soccer, Time: ,Sat Aug 29 01:00:00 CEST 2015, Time: ,Sat Aug 29 01:00:00 CEST 2015, Event: ,UCV FC v Academia Puerto Cabello, Favorite: ,UCV FC, 10058063   size:455.0,Price: ,1.7,Academia Puerto Cabello, 10083750   size:420.0,Price: ,2.0,The Draw, 58805   size:401.25,Price: ,2.52,
1.120258285, Sport: ,Soccer, Time: ,Sat Aug 29 02:00:00 CEST 2015, Time: ,Sat Aug 29 02:00:00 CEST 2015, Event: ,Central Cordoba v Patronato, Favorite: ,Patronato, 5178628   size:39.5,Price: ,2.36,The Draw, 58805   size:10.91,Price: ,2.96,Central Cordoba, 5628510   size:16.1,Price: ,3.9,
1.120223935, Sport: ,Soccer, Time: ,Sat Aug 29 02:30:00 CEST 2015, Time: ,Sat Aug 29 02:30:00 CEST 2015, Event: ,Mineros de Zacatecas v Correcaminos UAT, Favorite: ,Mineros de Zacatecas, 8692849   size:7.7,Price: ,1.85,The Draw, 58805   size:6.96,Price: ,3.45,Correcaminos Uat, 6535216   size:8.25,Price: ,3.5,
1.120304734, Sport: ,Tennis, Time: ,Sat Aug 29 02:45:00 CEST 2015, Time: ,Sat Aug 29 02:45:00 CEST 2015, Event: ,Inglot/Lindstedt v Groth/Guccione, Favorite: ,Inglot/Lindstedt, 10075651   size:2.67,Price: ,1.69,Groth/Guccione, 7387075   size:2.55,Price: ,2.14,
1.120305398, Sport: ,Tennis, Time: ,Sat Aug 29 03:00:00 CEST 2015, Time: ,Sat Aug 29 03:00:00 CEST 2015, Event: ,S Lee v Y Lee, Favorite: ,So-Ra Lee, 8839149   size:2.55,Price: ,1.57,Ya-Hsuan Lee, 8839147   size:48.85,Price: ,2.4,
1.120305397, Sport: ,Tennis, Time: ,Sat Aug 29 03:00:00 CEST 2015, Time: ,Sat Aug 29 03:00:00 CEST 2015, Event: ,S Jang v Plipuech, Favorite: ,Su Jeong Jang, 7659425   size:137.63,Price: ,1.44,Peangtarn Plipuech, 8244519   size:29.45,Price: ,2.74,
1.120224045, Sport: ,Soccer, Time: ,Sat Aug 29 03:30:00 CEST 2015, Time: ,Sat Aug 29 03:30:00 CEST 2015, Event: ,Venados FC v San Luis, Favorite: ,San Luis, 328915   size:5.0,Price: ,2.22,Venados FC, 9988658   size:11.73,Price: ,2.42,The Draw, 58805   size:3.11,Price: ,3.2,
1.120299843, Sport: ,Soccer, Time: ,Sat Aug 29 04:00:00 CEST 2015, Time: ,Sat Aug 29 04:00:00 CEST 2015, Event: ,San Beda R Lions (S) v UPHSD Altas (students), Favorite: ,UPHSD Altas (students), 10211359   size:11.72,Price: ,1.08,The Draw, 58805   size:10.73,Price: ,1.29,
1.120299772, Sport: ,Soccer, Time: ,Sat Aug 29 04:00:00 CEST 2015, Time: ,Sat Aug 29 04:00:00 CEST 2015, Event: ,St. Benilde (Students) v UE R Warrios (S), Favorite: ,UE R Warrios (S), 10135590   size:11.72,Price: ,1.08,The Draw, 58805   size:10.73,Price: ,1.29,
1.120285987, Sport: ,Soccer, Time: ,Sat Aug 29 04:00:00 CEST 2015, Time: ,Sat Aug 29 04:00:00 CEST 2015, Event: ,Tauro FC v Arabe Unido, Favorite: ,Arabe Unido, 4067827   size:80.0,Price: ,1.73,The Draw, 58805   size:28.02,Price: ,3.35,Tauro FC, 3298378   size:6.39,Price: ,3.55,
1.120171817, Sport: ,Basketball, Time: ,Sat Aug 29 04:00:00 CEST 2015, Time: ,Sat Aug 29 04:00:00 CEST 2015, Event: ,San Antonio @ Seattle, Favorite: ,Seattle, 13130   size:2.55,Price: ,1.57,San Antonio, 13121   size:36.89,Price: ,2.54,
