1.121746530, Sport: ,Basketball, Time: ,Sun Nov 15 22:00:00 CET 2015, Time: ,Sun Nov 15 22:00:00 CET 2015, Event: ,Fairfield @ UNC, Favorite: ,Fairfield, 692684   size:2.83,Price: ,1.03,UNC, 10510927   size:2.83,Price: ,1.03,x
1.121771651, Sport: ,Basketball, Time: ,Sun Nov 15 19:00:00 CET 2015, Time: ,Sun Nov 15 19:00:00 CET 2015, Event: ,Cedevita v Union Olimpija, Favorite: ,Cedevita, 4229279   size:0.0,Price: ,0.0,Union Olimpija, 266278   size:4.0,Price: ,22.0,ok
1.121772147, Sport: ,Basketball, Time: ,Sun Nov 15 23:05:00 CET 2015, Time: ,Sun Nov 15 23:05:00 CET 2015, Event: ,Portland @ Charlotte, Favorite: ,Charlotte, 13110   size:146.75,Price: ,1.55,Portland, 13129   size:12.14,Price: ,2.76,ok
1.121698492, Sport: ,Soccer, Time: ,Sun Nov 15 20:30:00 CET 2015, Time: ,Sun Nov 15 20:30:00 CET 2015, Event: ,Cesena v Bari, Favorite: ,Cesena, 501219   size:217.93,Price: ,2.14,Bari, 676466   size:136.07,Price: ,4.3,The Draw, 58805   size:241.51,Price: ,3.25,x
1.121831809, Sport: ,Soccer, Time: ,Sun Nov 15 20:30:00 CET 2015, Time: ,Sun Nov 15 20:30:00 CET 2015, Event: ,LALA FC v Fundacion UDC Pampatar, Favorite: ,LALA FC, 10429536   size:2.49,Price: ,2.6,Fundacion UDC Pampatar, 10450277   size:43.65,Price: ,2.72,The Draw, 58805   size:2.15,Price: ,3.2,ok
1.121825201, Sport: ,Soccer, Time: ,Sun Nov 15 20:30:00 CET 2015, Time: ,Sun Nov 15 20:30:00 CET 2015, Event: ,Rep of Ireland U19 v Latvia U19, Favorite: ,Rep of Ireland U19, 820883   size:120.78,Price: ,1.33,Latvia U19, 2098194   size:15.72,Price: ,13.0,The Draw, 58805   size:12.72,Price: ,5.3,ok
1.121840563, Sport: ,Tennis, Time: ,Sun Nov 15 20:00:00 CET 2015, Time: ,Sun Nov 15 20:00:00 CET 2015, Event: ,V Golubic v S Crawford, Favorite: ,Viktorija Golubic, 7283232   size:32.11,Price: ,1.61,Samantha Crawford, 6603928   size:12.58,Price: ,2.44,x
1.121836450, Sport: ,Basketball, Time: ,Mon Nov 16 03:30:00 CET 2015, Time: ,Mon Nov 16 03:30:00 CET 2015, Event: ,Detroit @ LA Lakers, Favorite: ,Detroit, 13111   size:26.96,Price: ,1.55,LA Lakers, 2120881   size:13.28,Price: ,2.74,x
1.121697961, Sport: ,Soccer, Time: ,Sun Nov 15 19:15:00 CET 2015, Time: ,Sun Nov 15 19:15:00 CET 2015, Event: ,Osasuna v Mallorca, Favorite: ,Osasuna, 10543   size:417.3,Price: ,1.34,Mallorca, 10542   size:157.07,Price: ,14.5,The Draw, 58805   size:359.01,Price: ,5.1,ok
1.121740954, Sport: ,Soccer, Time: ,Sun Nov 15 20:00:00 CET 2015, Time: ,Sun Nov 15 20:00:00 CET 2015, Event: ,Cruzeiro v Sport Recife, Favorite: ,Cruzeiro, 192807   size:92.56,Price: ,1.56,Sport Recife, 2405306   size:231.16,Price: ,7.2,The Draw, 58805   size:402.41,Price: ,4.4,ok
1.121832291, Sport: ,Soccer, Time: ,Sun Nov 15 22:00:00 CET 2015, Time: ,Sun Nov 15 22:00:00 CET 2015, Event: ,CD UES v Sonsonate FC, Favorite: ,CD UES, 8464811   size:2.54,Price: ,2.26,Sonsonate FC, 10147076   size:3.48,Price: ,2.98,The Draw, 58805   size:2.27,Price: ,3.15,x
1.121840567, Sport: ,Tennis, Time: ,Mon Nov 16 01:00:00 CET 2015, Time: ,Mon Nov 16 01:00:00 CET 2015, Event: ,Watanuki v P Kobelt, Favorite: ,Peter Kobelt, 8798913   size:8.36,Price: ,1.04,Yosuke Watanuki, 9632139   size:6.04,Price: ,1.53,ok
1.121840689, Sport: ,Tennis, Time: ,Mon Nov 16 02:45:00 CET 2015, Time: ,Mon Nov 16 02:45:00 CET 2015, Event: ,Rungkat v Young  Kim, Favorite: ,Christopher Rungkat, 7688190   size:6.04,Price: ,1.14,Young Seok Kim, 8506200   size:6.04,Price: ,1.16,x
1.121832092, Sport: ,Soccer, Time: ,Sun Nov 15 21:00:00 CET 2015, Time: ,Sun Nov 15 21:00:00 CET 2015, Event: ,Santiago Morning v La Serena, Favorite: ,Santiago Morning, 5129870   size:6.89,Price: ,2.38,La Serena, 5129868   size:4.24,Price: ,3.0,The Draw, 58805   size:5.45,Price: ,3.35,x
1.121844846, Sport: ,Tennis, Time: ,Mon Nov 16 06:00:00 CET 2015, Time: ,Mon Nov 16 06:00:00 CET 2015, Event: ,Pe Plipuech v Takahata, Favorite: ,Peangtarn Plipuech, 8244519   size:6.04,Price: ,1.14,Kotomi Takahata, 8887182   size:5.22,Price: ,5.0,x
1.121632322, Sport: ,American Football, Time: ,Sun Nov 15 22:05:00 CET 2015, Time: ,Sun Nov 15 22:05:00 CET 2015, Event: ,Minnesota @ Oakland, Favorite: ,Oakland Raiders, 50212   size:55.68,Price: ,1.64,Minnesota Vikings, 50191   size:58.7,Price: ,2.52,x
1.121819231, Sport: ,Basketball, Time: ,Sun Nov 15 19:00:00 CET 2015, Time: ,Sun Nov 15 19:00:00 CET 2015, Event: ,Klosterneuburg v Kapfenberg, Favorite: ,Klosterneuburg, 7036697   size:2.83,Price: ,1.03,Kapfenberg, 7036688   size:2.83,Price: ,1.03,ok
1.121742854, Sport: ,Soccer, Time: ,Sun Nov 15 23:00:00 CET 2015, Time: ,Sun Nov 15 23:00:00 CET 2015, Event: ,New York Cosmos v Ottawa Fury, Favorite: ,New York Cosmos, 5714685   size:3.0,Price: ,2.16,Ottawa Fury, 8441973   size:45.8,Price: ,3.85,The Draw, 58805   size:10.1,Price: ,3.5,ok
1.121742018, Sport: ,Soccer, Time: ,Sun Nov 15 21:30:00 CET 2015, Time: ,Sun Nov 15 21:30:00 CET 2015, Event: ,Universitario v Alianza Lima, Favorite: ,Universitario, 330229   size:56.62,Price: ,2.58,Alianza Lima, 219457   size:9.55,Price: ,3.0,The Draw, 58805   size:87.67,Price: ,3.4,x
1.121834279, Sport: ,Tennis, Time: ,Mon Nov 16 03:30:00 CET 2015, Time: ,Mon Nov 16 03:30:00 CET 2015, Event: ,Sugita v Fukuda, Favorite: ,Yuichi Sugita, 3374117   size:101.57,Price: ,1.02,Sora Fukuda, 9628520   size:5.57,Price: ,18.0,ok
1.121819354, Sport: ,Basketball, Time: ,Sun Nov 15 20:00:00 CET 2015, Time: ,Sun Nov 15 20:00:00 CET 2015, Event: ,Koszalin v Anwil, Favorite: ,Koszalin, 2139127   size:47.71,Price: ,1.64,Anwil, 1312084   size:27.13,Price: ,2.44,ok
1.121832348, Sport: ,Soccer, Time: ,Sun Nov 15 22:30:00 CET 2015, Time: ,Sun Nov 15 22:30:00 CET 2015, Event: ,Rangers (Chile) v Cobreloa, Favorite: ,Rangers (Chile), 6105742   size:2.54,Price: ,2.66,Cobreloa, 328700   size:8.07,Price: ,2.82,The Draw, 58805   size:3.99,Price: ,3.2,ok
1.121741352, Sport: ,Soccer, Time: ,Sun Nov 15 19:00:00 CET 2015, Time: ,Sun Nov 15 19:00:00 CET 2015, Event: ,Cienciano v Ayacucho Futbol Club, Favorite: ,Cienciano, 480160   size:2275.3,Price: ,1.09,Ayacucho Futbol Club, 9297155   size:4.57,Price: ,75.0,The Draw, 58805   size:2.83,Price: ,12.5,x
1.121831975, Sport: ,Soccer, Time: ,Sun Nov 15 21:00:00 CET 2015, Time: ,Sun Nov 15 21:00:00 CET 2015, Event: ,UWI FC v Arnett Gardens FC, Favorite: ,Arnett Gardens FC, 7666192   size:32.71,Price: ,2.3,UWI FC, 8115116   size:23.4,Price: ,3.15,The Draw, 58805   size:3.14,Price: ,3.2,ok
1.121621795, Sport: ,Cricket, Time: ,Mon Nov 16 04:00:00 CET 2015, Time: ,Mon Nov 16 04:00:00 CET 2015, Event: ,Bangladesh U19 v Zimbabwe U19 (4th ODI), Favorite: ,Bangladesh U19, 910426   size:396.73,Price: ,1.03,Zimbabwe U19, 7673495   size:7.65,Price: ,3.05,ok
1.121755752, Sport: ,Soccer, Time: ,Sun Nov 15 21:00:00 CET 2015, Time: ,Sun Nov 15 21:00:00 CET 2015, Event: ,Central Cordoba v Ferro Carril Oeste, Favorite: ,Central Cordoba, 5628510   size:5.5,Price: ,2.28,Ferro Carril Oeste, 5985279   size:10.19,Price: ,4.1,The Draw, 58805   size:9.6,Price: ,2.98,ok
1.121755678, Sport: ,Soccer, Time: ,Sun Nov 15 21:00:00 CET 2015, Time: ,Sun Nov 15 21:00:00 CET 2015, Event: ,Sportivo Belgrano v Santamarina, Favorite: ,Sportivo Belgrano, 5971675   size:14.02,Price: ,2.34,Santamarina, 5985057   size:52.53,Price: ,3.45,The Draw, 58805   size:30.16,Price: ,3.15,ok
1.121604226, Sport: ,Cricket, Time: ,Mon Nov 16 06:30:00 CET 2015, Time: ,Mon Nov 16 06:30:00 CET 2015, Event: ,Nepal v Papua New Guinea (1st ODI), Favorite: ,Nepal, 2857971   size:117.96,Price: ,1.03,Papua New Guinea, 2857977   size:117.96,Price: ,1.03,x
