1.122640136, Sport: ,Basketball, Time: ,Mon Jan 18 17:30:00 CET 2016, Time: ,Mon Jan 18 17:30:00 CET 2016, Event: ,TTU v BC Barsy Atyrau, Favorite: ,BC Barsy Atyrau, 10435550   size:25.0,Price: ,1.35,TTU, 6718622   size:55.0,Price: ,2.8,x
1.122634854, Sport: ,Basketball, Time: ,Mon Jan 18 17:30:00 CET 2016, Time: ,Mon Jan 18 17:30:00 CET 2016, Event: ,Kataja v KTP Basket, Favorite: ,Kataja, 1364981   size:111.41,Price: ,1.02,KTP Basket, 7976086   size:14.25,Price: ,4.0,ok
1.122641696, Sport: ,Soccer, Time: ,Mon Jan 18 17:30:00 CET 2016, Time: ,Mon Jan 18 17:30:00 CET 2016, Event: ,Iran (Olympic) v China (Olympic), Favorite: ,Iran (Olympic), 10707052   size:2204.62,Price: ,1.16,China (Olympic), 10707037   size:46.85,Price: ,36.0,The Draw, 58805   size:98.15,Price: ,8.6,ok
1.122641751, Sport: ,Soccer, Time: ,Mon Jan 18 17:30:00 CET 2016, Time: ,Mon Jan 18 17:30:00 CET 2016, Event: ,Qatar (Olympic) v Syria (Olympic), Favorite: ,Qatar (Olympic), 6138190   size:5513.52,Price: ,1.06,Syria (Olympic), 5425837   size:16.28,Price: ,75.0,The Draw, 58805   size:2.62,Price: ,21.0,ok
1.122651043, Sport: ,Tennis, Time: ,Tue Jan 19 05:45:00 CET 2016, Time: ,Tue Jan 19 05:45:00 CET 2016, Event: ,Jim Wang v Lacko, Favorite: ,Lukas Lacko, 2263634   size:2.55,Price: ,1.42,Jimmy Wang, 5377090   size:29.39,Price: ,2.96,ok
1.122641385, Sport: ,Tennis, Time: ,Tue Jan 19 04:00:00 CET 2016, Time: ,Tue Jan 19 04:00:00 CET 2016, Event: ,Krstin v Gaio, Favorite: ,Pedja Krstin, 8257862   size:2.56,Price: ,1.51,Federico Gaio, 8284479   size:16.08,Price: ,2.7,x
1.122640515, Sport: ,Basketball, Time: ,Tue Jan 19 04:35:00 CET 2016, Time: ,Tue Jan 19 04:35:00 CET 2016, Event: ,Houston @ LA Clippers, Favorite: ,LA Clippers, 237489   size:12.66,Price: ,1.52,Houston, 13123   size:8.6,Price: ,2.7,ok
1.122645641, Sport: ,Tennis, Time: ,Tue Jan 19 07:30:00 CET 2016, Time: ,Tue Jan 19 07:30:00 CET 2016, Event: ,Guez/Soeda v Sancic/Vervoort, Favorite: ,Guez/Soeda, 10728307   size:6.88,Price: ,1.08,Sancic/Vervoort, 10728308   size:6.88,Price: ,1.08,ok
1.122637225, Sport: ,Tennis, Time: ,Tue Jan 19 07:00:00 CET 2016, Time: ,Tue Jan 19 07:00:00 CET 2016, Event: ,Weintraub v Alcantara, Favorite: ,Amir Weintraub, 5822663   size:4.14,Price: ,1.04,Francis Casey Alcantara, 9622997   size:17.47,Price: ,16.0,ok
1.122637233, Sport: ,Tennis, Time: ,Tue Jan 19 05:45:00 CET 2016, Time: ,Tue Jan 19 05:45:00 CET 2016, Event: ,Coppejans v Patrombon, Favorite: ,Kimmer Coppejans, 7364095   size:4.08,Price: ,1.04,Jeson Patrombon, 9624795   size:4.18,Price: ,19.5,ok
1.122637245, Sport: ,Tennis, Time: ,Tue Jan 19 05:45:00 CET 2016, Time: ,Tue Jan 19 05:45:00 CET 2016, Event: ,Gerasimov v Y Mertens, Favorite: ,Egor Gerasimov, 7797772   size:3.18,Price: ,1.57,Yannick Mertens, 4521608   size:20.92,Price: ,2.64,x
1.122651021, Sport: ,Tennis, Time: ,Tue Jan 19 05:45:00 CET 2016, Time: ,Tue Jan 19 05:45:00 CET 2016, Event: ,Chiudinelli v Prashanth, Favorite: ,Marco Chiudinelli, 2263632   size:3.7,Price: ,1.24,N Vijay Sundar Prashant, 9127829   size:19.29,Price: ,4.4,ok
1.122525432, Sport: ,Soccer, Time: ,Mon Jan 18 21:00:00 CET 2016, Time: ,Mon Jan 18 21:00:00 CET 2016, Event: ,Boavista v Setubal, Favorite: ,Boavista, 10761   size:26.42,Price: ,2.58,Setubal, 321036   size:428.98,Price: ,3.3,The Draw, 58805   size:1692.18,Price: ,3.15,ok
1.122608421, Sport: ,Soccer, Time: ,Tue Jan 19 13:30:00 CET 2016, Time: ,Tue Jan 19 13:30:00 CET 2016, Event: ,Wadi Degla v El Daklyeh, Favorite: ,El Daklyeh, 5907009   size:7.99,Price: ,1.58,Wadi degla, 5259318   size:7.99,Price: ,2.4,The Draw, 58805   size:2.52,Price: ,2.9,x
1.122637149, Sport: ,Volleyball, Time: ,Tue Jan 19 16:00:00 CET 2016, Time: ,Tue Jan 19 16:00:00 CET 2016, Event: ,Eczacibasi Vitra v Agel Prostejov, Favorite: ,Eczac?basi VitrA, 9039117   size:2.62,Price: ,1.03,Agel Prostejov, 6766227   size:2.62,Price: ,1.03,ok
1.122641409, Sport: ,Tennis, Time: ,Tue Jan 19 15:00:00 CET 2016, Time: ,Tue Jan 19 15:00:00 CET 2016, Event: ,H Zeballos v Kicker, Favorite: ,Horacio Zeballos, 3506037   size:7.55,Price: ,1.48,Nicolas Kicker, 8326744   size:9.17,Price: ,2.7,x
1.122640278, Sport: ,Tennis, Time: ,Tue Jan 19 15:00:00 CET 2016, Time: ,Tue Jan 19 15:00:00 CET 2016, Event: ,Ma Gonzalez v T Monteiro, Favorite: ,Maximo Gonzalez, 2489416   size:5.9,Price: ,1.49,Thiago Monteiro, 8326656   size:10.29,Price: ,2.66,x
1.122645604, Sport: ,Tennis, Time: ,Tue Jan 19 15:00:00 CET 2016, Time: ,Tue Jan 19 15:00:00 CET 2016, Event: ,Kicker/Pereira v Dutra Silva/Lapentti, Favorite: ,Kicker/Pereira, 10728294   size:6.88,Price: ,1.08,Dutra Silva/Lapentti, 8735115   size:6.88,Price: ,1.08,x
1.122642216, Sport: ,Soccer, Time: ,Mon Jan 18 20:45:00 CET 2016, Time: ,Mon Jan 18 20:45:00 CET 2016, Event: ,Hitchin Town v Cheshunt FC, Favorite: ,Hitchin Town, 4317865   size:52.0,Price: ,1.47,Cheshunt FC, 8962739   size:3.26,Price: ,4.4,The Draw, 58805   size:2.97,Price: ,5.0,ok
1.122527050, Sport: ,Soccer, Time: ,Mon Jan 18 20:00:00 CET 2016, Time: ,Mon Jan 18 20:00:00 CET 2016, Event: ,Jong PSV v MVV Maastricht, Favorite: ,MVV Maastricht, 8704630   size:18.81,Price: ,2.54,Jong PSV, 3348592   size:144.9,Price: ,2.86,The Draw, 58805   size:69.54,Price: ,3.85,x
1.122642851, Sport: ,Basketball, Time: ,Mon Jan 18 18:35:00 CET 2016, Time: ,Mon Jan 18 18:35:00 CET 2016, Event: ,Maccabi Kiryat Gat v Ironi Nahariya, Favorite: ,Ironi Nahariya, 8894680   size:121.72,Price: ,1.68,Maccabi Kiryat Gat, 10405174   size:3.04,Price: ,2.26,ok
1.122647197, Sport: ,Soccer, Time: ,Tue Jan 19 16:00:00 CET 2016, Time: ,Tue Jan 19 16:00:00 CET 2016, Event: ,Al Budaiya v Al Najma Manama, Favorite: ,Al Budaiya, 8147126   size:9.29,Price: ,1.06,Al Najma Manama, 5308020   size:9.29,Price: ,1.06,The Draw, 58805   size:2.54,Price: ,2.9,x
1.122530586, Sport: ,Soccer, Time: ,Mon Jan 18 20:00:00 CET 2016, Time: ,Mon Jan 18 20:00:00 CET 2016, Event: ,Derby U21 v Blackburn U21, Favorite: ,Derby U21, 6692744   size:2.55,Price: ,1.12,Blackburn U21, 6628130   size:4.59,Price: ,2.0,The Draw, 58805   size:3.67,Price: ,2.9,x
1.122645682, Sport: ,Tennis, Time: ,Tue Jan 19 04:00:00 CET 2016, Time: ,Tue Jan 19 04:00:00 CET 2016, Event: ,Ratiwatana/Ratiwatana v Li/Peng, Favorite: ,Ratiwatana/Ratiwatana, 2091363   size:8.69,Price: ,1.63,Li/Peng, 10728316   size:2.25,Price: ,2.04,ok
1.122590893, Sport: ,Bowls, Time: ,Tue Jan 19 11:00:00 CET 2016, Time: ,Tue Jan 19 11:00:00 CET 2016, Event: ,Mark Royal v Robert Paxton, Favorite: ,Mark Royal, 2266429   size:0.0,Price: ,0.0,Robert Paxton, 2628010   size:0.0,Price: ,0.0,x
1.122639285, Sport: ,Ice Hockey, Time: ,Tue Jan 19 17:00:00 CET 2016, Time: ,Tue Jan 19 17:00:00 CET 2016, Event: ,AK Bars Kazan v HC Lada Togliatti, Favorite: ,Ak Bars Kazan, 2362558   size:5.0,Price: ,1.63,HC Lada Togliatti, 10698146   size:90.99,Price: ,4.8,Tie, 60104   size:25.0,Price: ,5.1,ok
1.122560042, Sport: ,Soccer, Time: ,Mon Jan 18 20:45:00 CET 2016, Time: ,Mon Jan 18 20:45:00 CET 2016, Event: ,Wealdstone v Gosport Borough, Favorite: ,Gosport Borough, 2662210   size:18.09,Price: ,2.58,Wealdstone, 2608900   size:19.71,Price: ,2.84,The Draw, 58805   size:5.11,Price: ,3.5,x
1.122637143, Sport: ,Volleyball, Time: ,Tue Jan 19 15:00:00 CET 2016, Time: ,Tue Jan 19 15:00:00 CET 2016, Event: ,Azerrail BAKU v Lokomotiv Baku, Favorite: ,Azerrail Baku, 2204293   size:18.0,Price: ,1.07,Lokomotiv BAKU, 5431564   size:18.0,Price: ,1.07,x
