1.122640136, Sport: ,Basketball, Time: ,Mon Jan 18 17:30:00 CET 2016, Time: ,Mon Jan 18 17:30:00 CET 2016, Event: ,TTU v BC Barsy Atyrau, Favorite: ,BC Barsy Atyrau, 10435550   size:25.0,Price: ,1.35,TTU, 6718622   size:55.0,Price: ,2.8,x
1.122634854, Sport: ,Basketball, Time: ,Mon Jan 18 17:30:00 CET 2016, Time: ,Mon Jan 18 17:30:00 CET 2016, Event: ,Kataja v KTP Basket, Favorite: ,Kataja, 1364981   size:111.41,Price: ,1.02,KTP Basket, 7976086   size:14.25,Price: ,4.0,ok
1.122641696, Sport: ,Soccer, Time: ,Mon Jan 18 17:30:00 CET 2016, Time: ,Mon Jan 18 17:30:00 CET 2016, Event: ,Iran (Olympic) v China (Olympic), Favorite: ,Iran (Olympic), 10707052   size:2204.62,Price: ,1.16,China (Olympic), 10707037   size:46.85,Price: ,36.0,The Draw, 58805   size:98.15,Price: ,8.6,ok
1.122614263, Sport: ,Ice Hockey, Time: ,Tue Jan 19 03:05:00 CET 2016, Time: ,Tue Jan 19 03:05:00 CET 2016, Event: ,Buffalo @ Arizona, Favorite: ,Arizona, 8867880   size:5.71,Price: ,2.2,Buffalo, 4427593   size:104.99,Price: ,3.1,Tie, 60104   size:252.16,Price: ,4.1,x
1.122612241, Sport: ,Basketball, Time: ,Mon Jan 18 21:00:00 CET 2016, Time: ,Mon Jan 18 21:00:00 CET 2016, Event: ,Crvena Zvezda v Metalac, Favorite: ,Crvena Zvezda, 1275898   size:2.55,Price: ,1.1,Metalac, 7735981   size:13.79,Price: ,6.0,ok
1.122525797, Sport: ,Soccer, Time: ,Mon Jan 18 20:30:00 CET 2016, Time: ,Mon Jan 18 20:30:00 CET 2016, Event: ,Crotone v Cagliari, Favorite: ,Crotone, 60300   size:255.64,Price: ,2.7,Cagliari, 60297   size:103.4,Price: ,3.15,The Draw, 58805   size:4234.72,Price: ,3.15,ok
1.122580835, Sport: ,Soccer, Time: ,Tue Jan 19 17:00:00 CET 2016, Time: ,Tue Jan 19 17:00:00 CET 2016, Event: ,Russia U21 v Latvia U21, Favorite: ,Russia U21, 354489   size:7.99,Price: ,1.3,Latvia U21, 210087   size:7.99,Price: ,6.0,The Draw, 58805   size:15.99,Price: ,3.95,ok
1.122612637, Sport: ,Basketball, Time: ,Mon Jan 18 20:30:00 CET 2016, Time: ,Mon Jan 18 20:30:00 CET 2016, Event: ,Pesaro v Avellino, Favorite: ,Avellino, 276213   size:2.67,Price: ,1.87,Pesaro, 978668   size:57.89,Price: ,2.06,ok
1.122641417, Sport: ,Tennis, Time: ,Tue Jan 19 04:00:00 CET 2016, Time: ,Tue Jan 19 04:00:00 CET 2016, Event: ,Soeda v R Marcora, Favorite: ,Go Soeda, 2249835   size:2.01,Price: ,1.22,Roberto Marcora, 7412952   size:17.45,Price: ,5.0,ok
1.122643318, Sport: ,Soccer, Time: ,Mon Jan 18 22:30:00 CET 2016, Time: ,Mon Jan 18 22:30:00 CET 2016, Event: ,Caracas v Trujillanos, Favorite: ,Caracas, 3738659   size:14.02,Price: ,1.85,Trujillanos, 1224046   size:5.89,Price: ,4.5,The Draw, 58805   size:5.45,Price: ,3.55,x
1.122641531, Sport: ,Soccer, Time: ,Tue Jan 19 00:00:00 CET 2016, Time: ,Tue Jan 19 00:00:00 CET 2016, Event: ,Everton De Vina v Magallanes, Favorite: ,Everton De Vina, 3677851   size:43.03,Price: ,1.59,Magallanes, 5678438   size:2.62,Price: ,4.8,The Draw, 58805   size:3.8,Price: ,4.3,x
1.122530592, Sport: ,Soccer, Time: ,Mon Jan 18 20:00:00 CET 2016, Time: ,Mon Jan 18 20:00:00 CET 2016, Event: ,Man Utd U21 v Southampton U21, Favorite: ,Man Utd U21, 6615321   size:132.52,Price: ,1.5,Southampton U21, 6728422   size:30.53,Price: ,6.8,The Draw, 58805   size:38.35,Price: ,5.1,ok
1.122649244, Sport: ,Soccer, Time: ,Tue Jan 19 12:00:00 CET 2016, Time: ,Tue Jan 19 12:00:00 CET 2016, Event: ,Portugal (W) U19 v Switzerland (W) U19, Favorite: ,Portugal (W) U19, 7118921   size:9.29,Price: ,1.06,Switzerland (W) U19, 6669745   size:9.29,Price: ,1.06,The Draw, 58805   size:2.51,Price: ,2.9,ok
1.122648157, Sport: ,Soccer, Time: ,Tue Jan 19 16:00:00 CET 2016, Time: ,Tue Jan 19 16:00:00 CET 2016, Event: ,FK Atlantas v Gornik Leczna, Favorite: ,Gornik Leczna, 502299   size:65.55,Price: ,1.62,FK Atlantas, 48467   size:22.2,Price: ,3.95,The Draw, 58805   size:26.74,Price: ,3.45,x
1.122645610, Sport: ,Tennis, Time: ,Tue Jan 19 15:00:00 CET 2016, Time: ,Tue Jan 19 15:00:00 CET 2016, Event: ,Clezar/Neis v Eysseric/Reyes-Varela, Favorite: ,Clezar/Neis, 8861023   size:9.18,Price: ,1.06,Eysseric/Reyes-Varela, 10689060   size:9.18,Price: ,1.06,x
1.122640562, Sport: ,Basketball, Time: ,Mon Jan 18 20:05:00 CET 2016, Time: ,Mon Jan 18 20:05:00 CET 2016, Event: ,Portland @ Washington, Favorite: ,Washington, 13105   size:143.14,Price: ,1.56,Portland, 13129   size:6.64,Price: ,2.74,x
1.122640165, Sport: ,Basketball, Time: ,Tue Jan 19 10:00:00 CET 2016, Time: ,Tue Jan 19 10:00:00 CET 2016, Event: ,Hiroshima v Nara, Favorite: ,Nara, 7759193   size:3.21,Price: ,1.03,Hiroshima, 10368766   size:5.26,Price: ,1.16,ok
1.122650997, Sport: ,Tennis, Time: ,Tue Jan 19 07:30:00 CET 2016, Time: ,Tue Jan 19 07:30:00 CET 2016, Event: ,Nielsen v Naso, Favorite: ,Frederik Nielsen, 2444574   size:6.16,Price: ,1.38,Gianluca Naso, 2967260   size:4.16,Price: ,3.1,x
1.122482976, Sport: ,Basketball, Time: ,Tue Jan 19 03:00:00 CET 2016, Time: ,Tue Jan 19 03:00:00 CET 2016, Event: ,Oklahoma @ Iowa State, Favorite: ,Iowa State, 708779   size:2.55,Price: ,1.79,Oklahoma, 332191   size:4.93,Price: ,2.1,ok
1.122640282, Sport: ,Tennis, Time: ,Mon Jan 18 17:41:00 CET 2016, Time: ,Mon Jan 18 17:41:00 CET 2016, Event: ,Michon v Carballes Baena, Favorite: ,Roberto Carballes Baena, 7185192   size:1937.14,Price: ,1.14,Axel Michon, 4994683   size:205.04,Price: ,5.9,x
1.122580680, Sport: ,Soccer, Time: ,Tue Jan 19 12:15:00 CET 2016, Time: ,Tue Jan 19 12:15:00 CET 2016, Event: ,Kazakhstan U21 v Belarus U21, Favorite: ,Kazakhstan U21, 919452   size:7.99,Price: ,2.3,Belarus U21, 210050   size:7.99,Price: ,2.3,The Draw, 58805   size:16.43,Price: ,2.98,x
1.122482972, Sport: ,Basketball, Time: ,Tue Jan 19 01:00:00 CET 2016, Time: ,Tue Jan 19 01:00:00 CET 2016, Event: ,Purdue @ Rutgers, Favorite: ,Purdue, 697628   size:3962.76,Price: ,1.01,Rutgers, 715475   size:30.83,Price: ,2.36,ok
1.122525329, Sport: ,Soccer, Time: ,Mon Jan 18 20:00:00 CET 2016, Time: ,Mon Jan 18 20:00:00 CET 2016, Event: ,Spezia v Alessandria, Favorite: ,Spezia, 522041   size:457.87,Price: ,1.96,Alessandria, 4077806   size:309.73,Price: ,4.7,The Draw, 58805   size:92.11,Price: ,3.5,x
1.122525605, Sport: ,Soccer, Time: ,Mon Jan 18 20:30:00 CET 2016, Time: ,Mon Jan 18 20:30:00 CET 2016, Event: ,Valenciennes v Metz, Favorite: ,Metz, 44795   size:5.5,Price: ,2.54,Valenciennes, 669343   size:95.0,Price: ,3.45,The Draw, 58805   size:744.81,Price: ,3.1,x
1.122637155, Sport: ,Volleyball, Time: ,Tue Jan 19 11:00:00 CET 2016, Time: ,Tue Jan 19 11:00:00 CET 2016, Event: ,Seoul Woori Card Hansae v Incheon Korean Air Jumb, Favorite: ,Incheon Korean Air Jumb, 10389010   size:2.55,Price: ,1.22,Seoul Woori Card Hansae, 10391680   size:2.55,Price: ,4.7,ok
1.122653586, Sport: ,Soccer, Time: ,Tue Jan 19 16:30:00 CET 2016, Time: ,Tue Jan 19 16:30:00 CET 2016, Event: ,Plzen v Duisburg, Favorite: ,Duisburg, 210943   size:27.55,Price: ,1.02,Plzen, 471040   size:3.94,Price: ,1.14,The Draw, 58805   size:2.62,Price: ,1.25,ok
1.122614253, Sport: ,Ice Hockey, Time: ,Tue Jan 19 02:05:00 CET 2016, Time: ,Tue Jan 19 02:05:00 CET 2016, Event: ,Colorado @ Winnipeg, Favorite: ,Winnipeg, 5866888   size:516.0,Price: ,2.18,Colorado, 2108117   size:317.58,Price: ,2.9,Tie, 60104   size:313.4,Price: ,4.1,x
1.122527830, Sport: ,Soccer, Time: ,Mon Jan 18 18:30:00 CET 2016, Time: ,Mon Jan 18 18:30:00 CET 2016, Event: ,Jong Vitesse AGOVV v Jong Twente, Favorite: ,Jong Vitesse AGOVV, 6358859   size:8.09,Price: ,1.68,Jong Twente, 3350963   size:8.67,Price: ,4.5,The Draw, 58805   size:4.52,Price: ,4.7,x
1.122525893, Sport: ,Soccer, Time: ,Mon Jan 18 20:30:00 CET 2016, Time: ,Mon Jan 18 20:30:00 CET 2016, Event: ,Entella v Ascoli, Favorite: ,Entella, 4893589   size:153.18,Price: ,1.91,Ascoli, 201261   size:68.97,Price: ,5.2,The Draw, 58805   size:512.47,Price: ,3.4,ok
1.122608125, Sport: ,Soccer, Time: ,Tue Jan 19 13:30:00 CET 2016, Time: ,Tue Jan 19 13:30:00 CET 2016, Event: ,Smouha v Al Ittihad (EGY), Favorite: ,Smouha, 5170871   size:7.99,Price: ,1.75,Al Ittihad (EGY), 7023879   size:7.99,Price: ,2.06,The Draw, 58805   size:2.54,Price: ,2.9,ok
1.122612861, Sport: ,Basketball, Time: ,Mon Jan 18 18:00:00 CET 2016, Time: ,Mon Jan 18 18:00:00 CET 2016, Event: ,Anadolu Efes v Torku Konyaspor, Favorite: ,Anadolu Efes, 5832279   size:100.31,Price: ,1.04,Torku Konyaspor, 8914461   size:3.99,Price: ,7.2,ok
1.122614248, Sport: ,Ice Hockey, Time: ,Tue Jan 19 02:05:00 CET 2016, Time: ,Tue Jan 19 02:05:00 CET 2016, Event: ,Pittsburgh @ St Louis, Favorite: ,St Louis, 2110000   size:104.17,Price: ,2.28,Pittsburgh, 2115995   size:464.0,Price: ,2.9,Tie, 60104   size:333.91,Price: ,3.95,ok
1.122645628, Sport: ,Tennis, Time: ,Tue Jan 19 15:00:00 CET 2016, Time: ,Tue Jan 19 15:00:00 CET 2016, Event: ,Monteiro/Sakamoto v Sabanov/Sabanov, Favorite: ,Monteiro/Sakamoto, 10302603   size:9.18,Price: ,1.06,Sabanov/Sabanov, 10107989   size:9.18,Price: ,1.06,x
1.122612865, Sport: ,Basketball, Time: ,Mon Jan 18 18:00:00 CET 2016, Time: ,Mon Jan 18 18:00:00 CET 2016, Event: ,Turk Telekom v Buyukcekmece, Favorite: ,Buyukcekmece, 9128901   size:3.36,Price: ,1.03,Turk Telekom, 631280   size:44.0,Price: ,1.26,ok
1.122568101, Sport: ,Soccer, Time: ,Tue Jan 19 14:30:00 CET 2016, Time: ,Tue Jan 19 14:30:00 CET 2016, Event: ,Sturm Graz v FC Wiener Neustadt, Favorite: ,Sturm Graz, 71085   size:2.55,Price: ,1.39,FC Wiener Neustadt, 3164919   size:2.55,Price: ,5.6,The Draw, 58805   size:2.55,Price: ,4.2,ok
1.122640574, Sport: ,Basketball, Time: ,Mon Jan 18 20:05:00 CET 2016, Time: ,Mon Jan 18 20:05:00 CET 2016, Event: ,Utah @ Charlotte, Favorite: ,Charlotte, 13110   size:172.1,Price: ,1.75,Utah, 13119   size:205.33,Price: ,2.3,ok
1.122647252, Sport: ,Soccer, Time: ,Tue Jan 19 14:10:00 CET 2016, Time: ,Tue Jan 19 14:10:00 CET 2016, Event: ,Al Wasl v Al Wahda (Abu Dhabi), Favorite: ,Al Wasl, 3618587   size:9.29,Price: ,1.06,Al Wahda (Abu Dhabi), 6132829   size:9.29,Price: ,1.06,The Draw, 58805   size:2.57,Price: ,2.9,x
1.122567094, Sport: ,Soccer, Time: ,Tue Jan 19 15:00:00 CET 2016, Time: ,Tue Jan 19 15:00:00 CET 2016, Event: ,Leverkusen v Bochum, Favorite: ,Leverkusen, 44787   size:4.38,Price: ,1.49,Bochum, 67143   size:2.55,Price: ,4.9,The Draw, 58805   size:3.24,Price: ,3.95,x
1.122640693, Sport: ,Basketball, Time: ,Mon Jan 18 23:05:00 CET 2016, Time: ,Mon Jan 18 23:05:00 CET 2016, Event: ,Orlando @ Atlanta, Favorite: ,Atlanta, 13114   size:91.05,Price: ,1.31,Orlando, 13104   size:60.0,Price: ,4.0,ok
1.122547848, Sport: ,Cricket, Time: ,Tue Jan 19 06:30:00 CET 2016, Time: ,Tue Jan 19 06:30:00 CET 2016, Event: ,New Zealand U19 v Pakistan U19, Favorite: ,New Zealand U19, 2858009   size:2.55,Price: ,1.47,Pakistan U19, 737326   size:2.91,Price: ,1.72,x
1.122647933, Sport: ,Soccer, Time: ,Tue Jan 19 17:00:00 CET 2016, Time: ,Tue Jan 19 17:00:00 CET 2016, Event: ,FC Brno v Dunajska Luzna, Favorite: ,FC Brno, 367582   size:65.55,Price: ,1.15,Dunajska Luzna, 7670427   size:7.44,Price: ,9.8,The Draw, 58805   size:14.56,Price: ,5.5,ok
1.122526902, Sport: ,Soccer, Time: ,Mon Jan 18 20:00:00 CET 2016, Time: ,Mon Jan 18 20:00:00 CET 2016, Event: ,FC Oss v VVV, Favorite: ,VVV, 503419   size:9.17,Price: ,1.8,FC Oss, 4987328   size:237.19,Price: ,4.7,The Draw, 58805   size:154.1,Price: ,4.2,x
1.122614243, Sport: ,Ice Hockey, Time: ,Tue Jan 19 01:35:00 CET 2016, Time: ,Tue Jan 19 01:35:00 CET 2016, Event: ,Edmonton @ Florida, Favorite: ,Florida, 2112317   size:4.69,Price: ,2.16,Edmonton, 2109967   size:8.62,Price: ,3.15,Tie, 60104   size:121.38,Price: ,3.7,x
1.122633360, Sport: ,Soccer, Time: ,Tue Jan 19 02:40:00 CET 2016, Time: ,Tue Jan 19 02:40:00 CET 2016, Event: ,Arnett Gardens FC v Portmore United FC, Favorite: ,Arnett Gardens FC, 7666192   size:2.6,Price: ,1.87,Portmore United FC, 8071273   size:34.32,Price: ,3.15,The Draw, 58805   size:4.03,Price: ,3.05,ok
1.122525535, Sport: ,Soccer, Time: ,Mon Jan 18 20:30:00 CET 2016, Time: ,Mon Jan 18 20:30:00 CET 2016, Event: ,Eibar v Granada, Favorite: ,Eibar, 247969   size:996.96,Price: ,1.82,Granada, 2255452   size:218.15,Price: ,5.5,The Draw, 58805   size:932.08,Price: ,3.65,ok
1.122635679, Sport: ,Basketball, Time: ,Tue Jan 19 12:00:00 CET 2016, Time: ,Tue Jan 19 12:00:00 CET 2016, Event: ,Alaska Aces v San Miguel Beermen, Favorite: ,Alaska Aces, 3803222   size:2913.14,Price: ,1.06,San Miguel Beermen, 3803247   size:2913.14,Price: ,1.06,ok
1.122640501, Sport: ,Basketball, Time: ,Tue Jan 19 02:05:00 CET 2016, Time: ,Tue Jan 19 02:05:00 CET 2016, Event: ,Golden State @ Cleveland, Favorite: ,Cleveland, 13112   size:22.04,Price: ,1.65,Golden State, 13126   size:365.99,Price: ,2.3,x
1.122645636, Sport: ,Tennis, Time: ,Mon Jan 18 19:00:00 CET 2016, Time: ,Mon Jan 18 19:00:00 CET 2016, Event: ,Andreozzi/Arevalo v Arguello/Collarini, Favorite: ,Andreozzi/Arevalo, 10728306   size:6.97,Price: ,1.58,Arguello/Collarini, 9437255   size:2.28,Price: ,2.2,ok
1.122649142, Sport: ,Soccer, Time: ,Tue Jan 19 12:00:00 CET 2016, Time: ,Tue Jan 19 12:00:00 CET 2016, Event: ,Slavia Sofia v Vitosha Bistritsa, Favorite: ,Slavia Sofia, 1255221   size:9.29,Price: ,1.06,Vitosha Bistritsa, 7650241   size:9.29,Price: ,1.06,The Draw, 58805   size:2.5,Price: ,2.9,ok
1.122645473, Sport: ,Soccer, Time: ,Tue Jan 19 01:30:00 CET 2016, Time: ,Tue Jan 19 01:30:00 CET 2016, Event: ,Zamora v Aragua, Favorite: ,Zamora, 565025   size:18.0,Price: ,1.49,Aragua, 3284244   size:2.62,Price: ,7.4,The Draw, 58805   size:2.88,Price: ,4.4,x
1.122641393, Sport: ,Tennis, Time: ,Tue Jan 19 15:00:00 CET 2016, Time: ,Tue Jan 19 15:00:00 CET 2016, Event: ,Andreozzi v Riba, Favorite: ,Guido Andreozzi, 6603914   size:3.18,Price: ,1.44,Pere Riba, 2489421   size:10.23,Price: ,2.84,ok
1.122645592, Sport: ,Tennis, Time: ,Mon Jan 18 21:00:00 CET 2016, Time: ,Mon Jan 18 21:00:00 CET 2016, Event: ,Leite/Severino v Elias/Ghem, Favorite: ,Elias/Ghem, 8576125   size:3.56,Price: ,1.29,Leite/Severino, 10728292   size:4.1,Price: ,3.05,ok
1.122650492, Sport: ,Soccer, Time: ,Tue Jan 19 14:00:00 CET 2016, Time: ,Tue Jan 19 14:00:00 CET 2016, Event: ,Zimbabwe v Zambia A, Favorite: ,Zimbabwe, 659800   size:18.0,Price: ,1.15,Zambia A, 10728623   size:18.0,Price: ,1.16,The Draw, 58805   size:2.57,Price: ,2.9,x
1.122526754, Sport: ,Soccer, Time: ,Mon Jan 18 20:00:00 CET 2016, Time: ,Mon Jan 18 20:00:00 CET 2016, Event: ,Den Bosch v Volendam, Favorite: ,Den Bosch, 48452   size:6.55,Price: ,2.6,Volendam, 419133   size:68.56,Price: ,2.92,The Draw, 58805   size:75.9,Price: ,3.6,x
1.122527775, Sport: ,Soccer, Time: ,Mon Jan 18 18:30:00 CET 2016, Time: ,Mon Jan 18 18:30:00 CET 2016, Event: ,FC Groningen U23 v Jong Graafschap, Favorite: ,FC Groningen U23, 10164291   size:46.76,Price: ,1.35,Jong Graafschap, 6249595   size:27.49,Price: ,9.4,The Draw, 58805   size:17.96,Price: ,6.4,ok
