1.122314887, Sport: ,Ice Hockey, Time: ,Wed Jan 06 02:05:00 CET 2016, Time: ,Wed Jan 06 02:05:00 CET 2016, Event: ,Winnipeg @ Nashville, Favorite: ,Nashville, 2109832   size:102.0,Price: ,1.98,Winnipeg, 5866888   size:2.33,Price: ,3.6,Tie, 60104   size:345.0,Price: ,4.1,x
1.122467987, Sport: ,Darts, Time: ,Tue Jan 05 22:00:00 CET 2016, Time: ,Tue Jan 05 22:00:00 CET 2016, Event: ,Brian Dawson v John Walton, Favorite: ,Brian Dawson, 8905187   size:24.18,Price: ,1.97,John Walton, 2650138   size:1261.71,Price: ,2.0,ok
1.122414770, Sport: ,Soccer, Time: ,Wed Jan 06 11:45:00 CET 2016, Time: ,Wed Jan 06 11:45:00 CET 2016, Event: ,Utebo CF v CD Carinena, Favorite: ,Utebo CF, 7295691   size:2.55,Price: ,1.53,CD Carinena, 10403001   size:34.12,Price: ,4.7,The Draw, 58805   size:34.12,Price: ,3.45,ok
1.122469887, Sport: ,Soccer, Time: ,Wed Jan 06 17:00:00 CET 2016, Time: ,Wed Jan 06 17:00:00 CET 2016, Event: ,Ponte Preta U20 v EC Espigao U20, Favorite: ,Ponte Preta U20, 6713388   size:2.61,Price: ,1.1,EC Espigao U20, 10676895   size:61.44,Price: ,11.0,The Draw, 58805   size:123.81,Price: ,6.2,ok
1.122472895, Sport: ,Tennis, Time: ,Wed Jan 06 06:45:00 CET 2016, Time: ,Wed Jan 06 06:45:00 CET 2016, Event: ,Benneteau/Roger-Vasseli v Janvier/Marterer, Favorite: ,Benneteau/Roger-Vasseli, 8969293   size:3.99,Price: ,1.14,Janvier/Marterer, 10684465   size:60.21,Price: ,5.6,ok
1.122462610, Sport: ,Soccer, Time: ,Tue Jan 05 19:00:00 CET 2016, Time: ,Tue Jan 05 19:00:00 CET 2016, Event: ,Brasilia FC U20 v Goiania EC Goiania U20, Favorite: ,Goiania EC Goiania U20, 10681109   size:197.76,Price: ,2.38,Brasilia FC U20, 10681207   size:151.35,Price: ,2.8,The Draw, 58805   size:5.17,Price: ,3.1,ok
1.122472495, Sport: ,Tennis, Time: ,Wed Jan 06 16:00:00 CET 2016, Time: ,Wed Jan 06 16:00:00 CET 2016, Event: ,Agamenone/Egea v Collarini/Gomez, Favorite: ,Agamenone/Egea, 10689066   size:9.3,Price: ,1.06,Collarini/Gomez, 8716162   size:9.3,Price: ,1.06,x
1.122477391, Sport: ,Soccer, Time: ,Wed Jan 06 12:30:00 CET 2016, Time: ,Wed Jan 06 12:30:00 CET 2016, Event: ,CE Campos v CE Mercadal, Favorite: ,CE Campos, 6883541   size:27.92,Price: ,1.02,CE Mercadal, 6884052   size:27.92,Price: ,1.02,The Draw, 58805   size:50.0,Price: ,1.26,ok
1.122406987, Sport: ,Ice Hockey, Time: ,Tue Jan 05 19:30:00 CET 2016, Time: ,Tue Jan 05 19:30:00 CET 2016, Event: ,Dusseldorfer v Iserlohn, Favorite: ,Dusseldorfer, 6671675   size:2.73,Price: ,1.03,Iserlohn, 265130   size:2.73,Price: ,1.03,Tie, 60104   size:2.73,Price: ,1.03,x
1.122477395, Sport: ,Soccer, Time: ,Wed Jan 06 12:00:00 CET 2016, Time: ,Wed Jan 06 12:00:00 CET 2016, Event: ,CF Internacional Madrid v Aravaca CF, Favorite: ,CF Internacional Madrid, 10429094   size:27.92,Price: ,1.02,Aravaca CF, 7788518   size:27.92,Price: ,1.02,The Draw, 58805   size:50.0,Price: ,1.26,x
1.122461638, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Brightlingsea Regent FC v Waltham Abbey FC, Favorite: ,Brightlingsea Regent FC, 9145441   size:6.94,Price: ,1.54,Waltham Abbey FC, 8354492   size:4.2,Price: ,5.3,The Draw, 58805   size:3.82,Price: ,3.85,ok
1.122477397, Sport: ,Soccer, Time: ,Wed Jan 06 12:00:00 CET 2016, Time: ,Wed Jan 06 12:00:00 CET 2016, Event: ,CF San Rafae v UE Alcudia, Favorite: ,CF San Rafae, 9359759   size:27.92,Price: ,1.02,UE Alcudia, 7292328   size:27.92,Price: ,1.02,The Draw, 58805   size:50.0,Price: ,1.26,ok
1.122406984, Sport: ,Ice Hockey, Time: ,Tue Jan 05 19:30:00 CET 2016, Time: ,Tue Jan 05 19:30:00 CET 2016, Event: ,EHC Munchen v Hamburg, Favorite: ,EHC Munchen, 4923560   size:2.73,Price: ,1.03,Hamburg, 1031535   size:2.73,Price: ,1.03,Tie, 60104   size:2.73,Price: ,1.03,ok
1.122477399, Sport: ,Soccer, Time: ,Wed Jan 06 12:45:00 CET 2016, Time: ,Wed Jan 06 12:45:00 CET 2016, Event: ,CF Soller v Penya CE, Favorite: ,CF Soller, 8870825   size:27.92,Price: ,1.02,Penya CE, 10398453   size:27.92,Price: ,1.02,The Draw, 58805   size:50.0,Price: ,1.26,ok
1.122313393, Sport: ,Ice Hockey, Time: ,Wed Jan 06 01:05:00 CET 2016, Time: ,Wed Jan 06 01:05:00 CET 2016, Event: ,Washington @ Boston, Favorite: ,Washington, 2109756   size:119.6,Price: ,2.46,Boston, 2112316   size:10.57,Price: ,2.68,Tie, 60104   size:101.68,Price: ,4.2,ok
1.122415467, Sport: ,Ice Hockey, Time: ,Wed Jan 06 08:30:00 CET 2016, Time: ,Wed Jan 06 08:30:00 CET 2016, Event: ,Amur v Salavat, Favorite: ,Salavat, 2304930   size:6.05,Price: ,1.86,Amur, 2240061   size:60.0,Price: ,3.65,Tie, 60104   size:4.85,Price: ,4.8,x
1.122469640, Sport: ,Soccer, Time: ,Wed Jan 06 12:00:00 CET 2016, Time: ,Wed Jan 06 12:00:00 CET 2016, Event: ,CD Ferriolense v SD Formentera, Favorite: ,SD Formentera, 7698054   size:2.55,Price: ,1.89,CD Ferriolense, 6797348   size:2.55,Price: ,3.45,The Draw, 58805   size:34.12,Price: ,3.1,ok
1.122470109, Sport: ,Soccer, Time: ,Wed Jan 06 17:00:00 CET 2016, Time: ,Wed Jan 06 17:00:00 CET 2016, Event: ,Criciuma EC U20 v Rio Claro FC U20, Favorite: ,Criciuma EC U20, 7625750   size:48.74,Price: ,2.4,Rio Claro FC U20, 7360202   size:48.74,Price: ,2.4,The Draw, 58805   size:32.17,Price: ,3.15,ok
1.122415506, Sport: ,Ice Hockey, Time: ,Wed Jan 06 15:00:00 CET 2016, Time: ,Wed Jan 06 15:00:00 CET 2016, Event: ,Vityaz v SKA, Favorite: ,SKA, 2296808   size:109.0,Price: ,1.76,Vityaz, 2551763   size:23.13,Price: ,3.95,Tie, 60104   size:63.0,Price: ,4.8,ok
1.122466663, Sport: ,Basketball, Time: ,Wed Jan 06 17:45:00 CET 2016, Time: ,Wed Jan 06 17:45:00 CET 2016, Event: ,Kolin v Decin, Favorite: ,Kolin, 7758592   size:3.3,Price: ,1.03,Decin, 7758593   size:3.3,Price: ,1.03,x
1.122472788, Sport: ,Soccer, Time: ,Wed Jan 06 12:00:00 CET 2016, Time: ,Wed Jan 06 12:00:00 CET 2016, Event: ,CF Pozuelo de Alarcon v Futbol Alcobendas Sport, Favorite: ,CF Pozuelo de Alarcon, 9301050   size:63.18,Price: ,2.08,Futbol Alcobendas Sport, 9433225   size:35.17,Price: ,2.94,The Draw, 58805   size:34.46,Price: ,2.98,ok
1.122314772, Sport: ,Ice Hockey, Time: ,Wed Jan 06 01:35:00 CET 2016, Time: ,Wed Jan 06 01:35:00 CET 2016, Event: ,Montreal @ Philadelphia, Favorite: ,Philadelphia, 2109791   size:3.22,Price: ,2.54,Montreal, 2112345   size:5.29,Price: ,2.7,Tie, 60104   size:102.84,Price: ,4.1,ok
