1.119587719, Sport: ,Soccer, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Bromley v Gillingham, Favorite: ,Gillingham, 56298   size:136.28,Price: ,2.04,Bromley, 1282856   size:3.06,Price: ,3.7,The Draw, 58805   size:7.39,Price: ,3.8,ok
1.119587226, Sport: ,Soccer, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Ayr v Hibernian, Favorite: ,Hibernian, 9166   size:15.83,Price: ,1.63,The Draw, 58805   size:30.14,Price: ,4.4,Ayr, 48005   size:23.12,Price: ,5.4,x
1.119578231, Sport: ,Soccer, Time: ,Tue Jul 21 20:00:00 CEST 2015, Time: ,Tue Jul 21 20:00:00 CEST 2015, Event: ,Estudiantes de Caseros v CA Fenix, Favorite: ,Estudiantes de Caseros, 7546748   size:109.0,Price: ,1.91,The Draw, 58805   size:6.29,Price: ,3.3,CA Fenix, 5389426   size:2.82,Price: ,5.2,x
1.119590188, Sport: ,Soccer, Time: ,Tue Jul 21 20:00:00 CEST 2015, Time: ,Tue Jul 21 20:00:00 CEST 2015, Event: ,Southport v Preston, Favorite: ,Preston, 56295   size:61.38,Price: ,1.62,The Draw, 58805   size:2.55,Price: ,4.3,Southport, 18568   size:22.41,Price: ,5.7,ok
1.119589485, Sport: ,Soccer, Time: ,Tue Jul 21 20:30:00 CEST 2015, Time: ,Tue Jul 21 20:30:00 CEST 2015, Event: ,Northampton v Birmingham, Favorite: ,Birmingham, 48759   size:3.39,Price: ,2.28,Northampton, 5034   size:9.28,Price: ,2.94,The Draw, 58805   size:4.2,Price: ,3.55,x
1.119587508, Sport: ,Soccer, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Bath City v Plymouth, Favorite: ,Plymouth, 148733   size:20.63,Price: ,1.97,The Draw, 58805   size:10.74,Price: ,3.65,Bath City, 981064   size:27.71,Price: ,4.1,x
1.119590118, Sport: ,Soccer, Time: ,Tue Jul 21 20:30:00 CEST 2015, Time: ,Tue Jul 21 20:30:00 CEST 2015, Event: ,Shrewsbury v Birmingham, Favorite: ,Shrewsbury, 148735   size:19.49,Price: ,2.14,Birmingham, 48759   size:27.67,Price: ,3.4,The Draw, 58805   size:22.22,Price: ,3.65,x
1.119588566, Sport: ,Soccer, Time: ,Tue Jul 21 20:30:00 CEST 2015, Time: ,Tue Jul 21 20:30:00 CEST 2015, Event: ,Guijuelo v Alcorcon, Favorite: ,Alcorcon, 2250328   size:4.22,Price: ,1.62,The Draw, 58805   size:3.8,Price: ,4.0,Guijuelo, 2250340   size:3.75,Price: ,5.5,ok
1.119583791, Sport: ,Tennis, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Koolhof/Middelkoop v Krajicek/Marchenko, Favorite: ,Krajicek/Marchenko, 10020253   size:2.16,Price: ,1.03,Koolhof/Middelkoop, 9146551   size:75.93,Price: ,1.66,x
1.119588284, Sport: ,Soccer, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Doncaster v Nottm Forest, Favorite: ,Nottm Forest, 69718   size:60.34,Price: ,2.42,Doncaster, 49205   size:58.26,Price: ,3.0,The Draw, 58805   size:36.75,Price: ,3.7,x
1.119499188, Sport: ,Soccer, Time: ,Tue Jul 21 20:00:00 CEST 2015, Time: ,Tue Jul 21 20:00:00 CEST 2015, Event: ,Vardar Skopje v APOEL, Favorite: ,APOEL, 1209582   size:230.07,Price: ,2.06,The Draw, 58805   size:1682.71,Price: ,3.35,Vardar Skopje, 455403   size:378.54,Price: ,4.5,x
1.119604232, Sport: ,Soccer, Time: ,Tue Jul 21 20:30:00 CEST 2015, Time: ,Tue Jul 21 20:30:00 CEST 2015, Event: ,Stenhousemuir v Dumbarton, Favorite: ,Dumbarton, 2152   size:260.03,Price: ,2.02,Stenhousemuir, 729806   size:8.39,Price: ,3.75,The Draw, 58805   size:9.39,Price: ,3.9,x
1.119589555, Sport: ,Soccer, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Oldham v Bolton, Favorite: ,Bolton, 48322   size:88.67,Price: ,2.46,Oldham, 69819   size:9.5,Price: ,2.96,The Draw, 58805   size:9.5,Price: ,3.7,ok
1.119497797, Sport: ,Baseball, Time: ,Wed Jul 22 01:10:00 CEST 2015, Time: ,Wed Jul 22 01:10:00 CEST 2015, Event: ,CHC @ CIN, Favorite: ,Chicago Cubs (J Hammel), 8450037   size:323.0,Price: ,1.85,Cincinnati (R Iglesias), 9395514   size:523.0,Price: ,2.06,ok
1.119590258, Sport: ,Soccer, Time: ,Tue Jul 21 19:30:00 CEST 2015, Time: ,Tue Jul 21 19:30:00 CEST 2015, Event: ,SV Meppen v Derby, Favorite: ,Derby, 48325   size:7.32,Price: ,1.66,The Draw, 58805   size:27.53,Price: ,4.3,SV Meppen, 5945855   size:5.0,Price: ,5.3,ok
1.119589271, Sport: ,Soccer, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Mansfield v MK Dons, Favorite: ,MK Dons, 893582   size:21.7,Price: ,1.77,The Draw, 58805   size:8.53,Price: ,4.2,Mansfield, 69716   size:45.82,Price: ,4.7,x
1.119587933, Sport: ,Soccer, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Cambridge Utd v Ipswich, Favorite: ,Ipswich, 48324   size:30.16,Price: ,2.1,Cambridge Utd, 256400   size:16.36,Price: ,3.55,The Draw, 58805   size:19.15,Price: ,3.7,ok
1.119499288, Sport: ,Soccer, Time: ,Tue Jul 21 20:10:00 CEST 2015, Time: ,Tue Jul 21 20:10:00 CEST 2015, Event: ,Zalgiris v Malmo FF, Favorite: ,Malmo FF, 174383   size:266.3,Price: ,2.06,The Draw, 58805   size:182.64,Price: ,3.45,Zalgiris, 5549837   size:118.06,Price: ,4.3,ok
1.119497781, Sport: ,Baseball, Time: ,Wed Jul 22 01:05:00 CEST 2015, Time: ,Wed Jul 22 01:05:00 CEST 2015, Event: ,TB @ PHI, Favorite: ,Tampa Bay (N Karns), 8837227   size:144.58,Price: ,1.81,Philadelphia (A Nola), 10036247   size:500.0,Price: ,2.14,ok
1.119497805, Sport: ,Baseball, Time: ,Wed Jul 22 01:10:00 CEST 2015, Time: ,Wed Jul 22 01:10:00 CEST 2015, Event: ,LAD @ ATL, Favorite: ,LA Dodgers (B Anderson), 9389898   size:8.32,Price: ,1.83,Atlanta (A Wood), 7368437   size:102.0,Price: ,2.16,x
1.119588003, Sport: ,Soccer, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Cheltenham v Sheff Utd, Favorite: ,Sheff Utd, 48470   size:9.0,Price: ,2.02,The Draw, 58805   size:20.28,Price: ,3.7,Cheltenham, 18559   size:5.0,Price: ,4.0,ok
1.119589695, Sport: ,Soccer, Time: ,Tue Jul 21 20:30:00 CEST 2015, Time: ,Tue Jul 21 20:30:00 CEST 2015, Event: ,Port Vale v Notts Co, Favorite: ,Port Vale, 256373   size:55.21,Price: ,2.48,Notts Co, 486328   size:48.56,Price: ,3.0,The Draw, 58805   size:34.22,Price: ,3.75,ok
1.119497773, Sport: ,Baseball, Time: ,Wed Jul 22 01:05:00 CEST 2015, Time: ,Wed Jul 22 01:05:00 CEST 2015, Event: ,NYM @ WSH, Favorite: ,NY Mets (J deGrom), 8530475   size:7.86,Price: ,1.89,Washington (J Ross), 9565218   size:101.0,Price: ,2.08,ok
1.119590398, Sport: ,Soccer, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Telford v Walsall, Favorite: ,Walsall, 55213   size:12.43,Price: ,1.6,The Draw, 58805   size:32.19,Price: ,4.2,Telford, 183604   size:5.47,Price: ,6.2,x
1.119500410, Sport: ,Soccer, Time: ,Tue Jul 21 19:00:00 CEST 2015, Time: ,Tue Jul 21 19:00:00 CEST 2015, Event: ,Ingolstadt II v Jahn Regensburg, Favorite: ,Jahn Regensburg, 4855758   size:25.37,Price: ,1.92,The Draw, 58805   size:25.43,Price: ,3.8,Ingolstadt II, 5763642   size:8.53,Price: ,4.3,ok
1.119580805, Sport: ,Soccer, Time: ,Tue Jul 21 20:00:00 CEST 2015, Time: ,Tue Jul 21 20:00:00 CEST 2015, Event: ,AD Berazategui v FC Midland, Favorite: ,AD Berazategui, 9544209   size:4.23,Price: ,1.83,The Draw, 58805   size:7.5,Price: ,3.05,FC Midland, 9518489   size:3.35,Price: ,3.95,x
1.119586627, Sport: ,Darts, Time: ,Tue Jul 21 21:10:00 CEST 2015, Time: ,Tue Jul 21 21:10:00 CEST 2015, Event: ,Whitlock v White, Favorite: ,Ian White, 4396149   size:5.0,Price: ,1.86,Simon Whitlock, 2658195   size:4.98,Price: ,2.06,ok
1.119603734, Sport: ,Tennis, Time: ,Tue Jul 21 19:00:00 CEST 2015, Time: ,Tue Jul 21 19:00:00 CEST 2015, Event: ,Marchenko v Demoliner, Favorite: ,Illya Marchenko, 3691700   size:654.62,Price: ,1.19,Marcelo Demoliner, 3506050   size:31.68,Price: ,5.7,x
1.119585018, Sport: ,Handball, Time: ,Tue Jul 21 23:30:00 CEST 2015, Time: ,Tue Jul 21 23:30:00 CEST 2015, Event: ,Belarus U21 v Sweden U21, Favorite: ,Sweden U21, 7437036   size:10.07,Price: ,1.21,Belarus U21, 10026172   size:83.64,Price: ,5.3,Draw, 330157   size:71.66,Price: ,9.6,ok
1.119500296, Sport: ,Soccer, Time: ,Tue Jul 21 18:40:00 CEST 2015, Time: ,Tue Jul 21 18:40:00 CEST 2015, Event: ,Sweden U19 (W) v France U19 (W), Favorite: ,France U19 (W), 4044100   size:15.22,Price: ,2.02,The Draw, 58805   size:148.43,Price: ,3.5,Sweden U19 (W), 4044103   size:14.76,Price: ,4.2,ok
1.119587756, Sport: ,Soccer, Time: ,Tue Jul 21 20:30:00 CEST 2015, Time: ,Tue Jul 21 20:30:00 CEST 2015, Event: ,Burgess Hill Town v Peacehaven & Telscombe, Favorite: ,Burgess Hill Town, 3396718   size:43.49,Price: ,1.81,Peacehaven & Telscombe, 8816297   size:3.85,Price: ,3.8,The Draw, 58805   size:3.59,Price: ,4.7,ok
1.119582622, Sport: ,Tennis, Time: ,Tue Jul 21 21:00:00 CEST 2015, Time: ,Tue Jul 21 21:00:00 CEST 2015, Event: ,Jones v Fratangelo, Favorite: ,Bjorn Fratangelo, 7593723   size:42.06,Price: ,1.14,Greg Jones, 2753884   size:21.86,Price: ,5.6,ok
1.119589625, Sport: ,Soccer, Time: ,Tue Jul 21 20:30:00 CEST 2015, Time: ,Tue Jul 21 20:30:00 CEST 2015, Event: ,Partick v Wigan, Favorite: ,Wigan, 69746   size:85.58,Price: ,2.04,The Draw, 58805   size:23.37,Price: ,3.7,Partick, 191567   size:8.63,Price: ,3.8,x
1.119590328, Sport: ,Soccer, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Swindon v Aston Villa, Favorite: ,Aston Villa, 63908   size:114.72,Price: ,2.06,The Draw, 58805   size:43.82,Price: ,3.65,Swindon, 18570   size:32.92,Price: ,3.7,ok
1.119499386, Sport: ,Soccer, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Crusaders v Skenderbeu, Favorite: ,Skenderbeu, 5658051   size:4.71,Price: ,2.42,Crusaders, 539982   size:65.92,Price: ,3.2,The Draw, 58805   size:431.93,Price: ,3.55,x
1.119588214, Sport: ,Soccer, Time: ,Tue Jul 21 19:00:00 CEST 2015, Time: ,Tue Jul 21 19:00:00 CEST 2015, Event: ,Den Bosch v Waalwijk, Favorite: ,Den Bosch, 48452   size:2.76,Price: ,2.26,Waalwijk, 48447   size:34.58,Price: ,3.4,The Draw, 58805   size:5.24,Price: ,3.75,x
1.119583288, Sport: ,Tennis, Time: ,Tue Jul 21 20:00:00 CEST 2015, Time: ,Tue Jul 21 20:00:00 CEST 2015, Event: ,Coric v M Granollers, Favorite: ,Borna Coric, 7446579   size:41.96,Price: ,1.54,Marcel Granollers, 3035263   size:77.56,Price: ,2.82,ok
1.119578450, Sport: ,Soccer, Time: ,Tue Jul 21 20:00:00 CEST 2015, Time: ,Tue Jul 21 20:00:00 CEST 2015, Event: ,Brown de Adrogue v Comunicaciones B Aires, Favorite: ,Brown de Adrogue, 7047340   size:28.91,Price: ,1.72,The Draw, 58805   size:4.54,Price: ,3.55,Comunicaciones B Aires, 7852197   size:4.12,Price: ,6.2,ok
1.119586398, Sport: ,Tennis, Time: ,Tue Jul 21 21:30:00 CEST 2015, Time: ,Tue Jul 21 21:30:00 CEST 2015, Event: ,Juneau v Millot, Favorite: ,Vincent Millot, 4275820   size:14.24,Price: ,1.07,Isade Juneau, 8396811   size:9.32,Price: ,12.0,ok
1.119500605, Sport: ,Soccer, Time: ,Tue Jul 21 19:00:00 CEST 2015, Time: ,Tue Jul 21 19:00:00 CEST 2015, Event: ,Hittarps IK v Hogaborgs BK, Favorite: ,Hogaborgs BK, 6415354   size:10.94,Price: ,1.26,Hittarps IK, 9967412   size:10.98,Price: ,2.1,The Draw, 58805   size:3.66,Price: ,2.22,x
1.119591771, Sport: ,Soccer, Time: ,Tue Jul 21 21:15:00 CEST 2015, Time: ,Tue Jul 21 21:15:00 CEST 2015, Event: ,Valur (W) v KR Reykjavik (W), Favorite: ,Valur (W), 5279490   size:141.94,Price: ,1.1,KR Reykjavik (W), 5281239   size:90.69,Price: ,1.2,The Draw, 58805   size:2.84,Price: ,1.25,ok
1.119590048, Sport: ,Soccer, Time: ,Tue Jul 21 19:00:00 CEST 2015, Time: ,Tue Jul 21 19:00:00 CEST 2015, Event: ,SC Wiedenbruck v TSV Victoria Clarholz, Favorite: ,SC Wiedenbruck, 4064040   size:10.98,Price: ,1.12,TSV Victoria Clarholz, 10030135   size:10.98,Price: ,1.75,The Draw, 58805   size:10.0,Price: ,3.25,ok
1.119574117, Sport: ,Tennis, Time: ,Tue Jul 21 18:45:00 CEST 2015, Time: ,Tue Jul 21 18:45:00 CEST 2015, Event: ,Authom v Crepaldi, Favorite: ,Maxime Authom, 5908914   size:17.35,Price: ,1.4,Erik Crepaldi, 7839753   size:14.23,Price: ,3.25,x
1.119575322, Sport: ,Tennis, Time: ,Tue Jul 21 19:00:00 CEST 2015, Time: ,Tue Jul 21 19:00:00 CEST 2015, Event: ,S Napolitano v Guez, Favorite: ,Stefano Napolitano, 8257870   size:28.64,Price: ,1.83,David Guez, 2263683   size:5.68,Price: ,2.04,x
1.119574113, Sport: ,Tennis, Time: ,Tue Jul 21 21:45:00 CEST 2015, Time: ,Tue Jul 21 21:45:00 CEST 2015, Event: ,El Mihdawy v Donati, Favorite: ,Matteo Donati, 8285864   size:2.55,Price: ,1.46,Adam El Mihdawy, 8428926   size:14.23,Price: ,2.88,ok
1.119603069, Sport: ,Tennis, Time: ,Tue Jul 21 19:15:00 CEST 2015, Time: ,Tue Jul 21 19:15:00 CEST 2015, Event: ,Fabbiano v Haider-Maurer, Favorite: ,Andreas Haider-Maurer, 8260128   size:2022.28,Price: ,1.66,Thomas Fabbiano, 3019240   size:16.66,Price: ,2.48,ok
1.119593098, Sport: ,Soccer, Time: ,Tue Jul 21 20:00:00 CEST 2015, Time: ,Tue Jul 21 20:00:00 CEST 2015, Event: ,Chacarita v All Boys, Favorite: ,All Boys, 4724521   size:5.0,Price: ,2.7,The Draw, 58805   size:26.01,Price: ,3.0,Chacarita, 192084   size:4.83,Price: ,3.2,x
1.119499090, Sport: ,Soccer, Time: ,Tue Jul 21 20:00:00 CEST 2015, Time: ,Tue Jul 21 20:00:00 CEST 2015, Event: ,Lincoln Red Imps v FC Midtjylland, Favorite: ,FC Midtjylland, 28206   size:984.49,Price: ,1.31,The Draw, 58805   size:33.47,Price: ,6.0,Lincoln Red Imps, 8649329   size:4.44,Price: ,12.5,ok
1.119603741, Sport: ,Tennis, Time: ,Tue Jul 21 22:00:00 CEST 2015, Time: ,Tue Jul 21 22:00:00 CEST 2015, Event: ,Sarkissian v Millman, Favorite: ,John Millman, 4415206   size:9476.88,Price: ,1.4,Alexander Sarkissian, 8734382   size:52.05,Price: ,3.4,x
1.119500468, Sport: ,Soccer, Time: ,Tue Jul 21 19:00:00 CEST 2015, Time: ,Tue Jul 21 19:00:00 CEST 2015, Event: ,Burghausen v Buchbach, Favorite: ,Burghausen, 196544   size:10.0,Price: ,2.06,The Draw, 58805   size:16.24,Price: ,3.55,Buchbach, 6516918   size:9.81,Price: ,3.9,ok
1.119598740, Sport: ,Tennis, Time: ,Tue Jul 21 19:30:00 CEST 2015, Time: ,Tue Jul 21 19:30:00 CEST 2015, Event: ,Tatishvili v Soylu, Favorite: ,Anna Tatishvili, 2311979   size:3343.64,Price: ,1.75,Ipek Soylu, 8397938   size:608.45,Price: ,2.3,x
1.119583967, Sport: ,Tennis, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Stepanek v Roger-Vasselin, Favorite: ,Radek Stepanek, 2249332   size:7.81,Price: ,1.83,Edouard Roger-Vasselin, 8259187   size:6.46,Price: ,2.1,ok
1.119587649, Sport: ,Soccer, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Bristol Rovers v Reading, Favorite: ,Reading, 103122   size:8.96,Price: ,2.12,Bristol Rovers, 69821   size:3.46,Price: ,3.55,The Draw, 58805   size:16.87,Price: ,3.7,ok
1.119603739, Sport: ,Tennis, Time: ,Tue Jul 21 19:00:00 CEST 2015, Time: ,Tue Jul 21 19:00:00 CEST 2015, Event: ,Ito v Ebden, Favorite: ,Matthew Ebden, 4423910   size:796.41,Price: ,1.61,Tatsuma Ito, 3374118   size:170.46,Price: ,2.58,x
1.119587578, Sport: ,Soccer, Time: ,Tue Jul 21 20:00:00 CEST 2015, Time: ,Tue Jul 21 20:00:00 CEST 2015, Event: ,Braga v Bristol City, Favorite: ,Braga, 48799   size:4.41,Price: ,1.85,The Draw, 58805   size:14.07,Price: ,3.85,Bristol City, 69745   size:6.01,Price: ,4.7,x
1.119583057, Sport: ,Tennis, Time: ,Tue Jul 21 19:15:00 CEST 2015, Time: ,Tue Jul 21 19:15:00 CEST 2015, Event: ,Giraldo v Kohlschreiber, Favorite: ,Philipp Kohlschreiber, 2257302   size:747.2,Price: ,1.4,Santiago Giraldo, 2415499   size:210.59,Price: ,3.35,ok
1.119586643, Sport: ,Darts, Time: ,Tue Jul 21 23:10:00 CEST 2015, Time: ,Tue Jul 21 23:10:00 CEST 2015, Event: ,A Lewis v Price, Favorite: ,Adrian Lewis, 2271003   size:1702.51,Price: ,1.15,Gerwyn Price, 8343339   size:40.48,Price: ,7.0,x
1.119590538, Sport: ,Soccer, Time: ,Tue Jul 21 20:45:00 CEST 2015, Time: ,Tue Jul 21 20:45:00 CEST 2015, Event: ,Witton Albion v Altrincham, Favorite: ,Altrincham, 62505   size:12.23,Price: ,1.31,The Draw, 58805   size:2.65,Price: ,4.8,Witton Albion, 2097812   size:37.32,Price: ,5.9,x
1.119578186, Sport: ,Tennis, Time: ,Tue Jul 21 21:45:00 CEST 2015, Time: ,Tue Jul 21 21:45:00 CEST 2015, Event: ,Mamata/Monfils v Junaid/Rosol, Favorite: ,Junaid/Rosol, 10016385   size:5.94,Price: ,1.18,Mamata/Monfils, 10016384   size:7.22,Price: ,3.65,ok
1.119585034, Sport: ,Handball, Time: ,Tue Jul 21 23:30:00 CEST 2015, Time: ,Tue Jul 21 23:30:00 CEST 2015, Event: ,Norway U21 v Brazil U21, Favorite: ,Brazil U21, 7437037   size:3.95,Price: ,1.62,Norway U21, 10026175   size:8.25,Price: ,2.78,Draw, 330157   size:71.92,Price: ,8.0,ok
1.119587298, Sport: ,Soccer, Time: ,Tue Jul 21 21:00:00 CEST 2015, Time: ,Tue Jul 21 21:00:00 CEST 2015, Event: ,Ballinamallard Utd v Strabane Athletic, Favorite: ,Ballinamallard Utd, 3611091   size:9.85,Price: ,1.28,The Draw, 58805   size:41.74,Price: ,4.5,Strabane Athletic, 8184609   size:36.33,Price: ,6.4,ok
1.119578342, Sport: ,Cricket, Time: ,Wed Jul 22 00:00:00 CEST 2015, Time: ,Wed Jul 22 00:00:00 CEST 2015, Event: ,Guyana v Trinidad and Tobago, Favorite: ,Guyana, 2009654   size:4.42,Price: ,1.9,Trinidad and Tobago, 2009675   size:38.12,Price: ,2.08,ok
1.119589199, Sport: ,Soccer, Time: ,Tue Jul 21 19:00:00 CEST 2015, Time: ,Tue Jul 21 19:00:00 CEST 2015, Event: ,Mallorca v Hannover, Favorite: ,Hannover, 197307   size:5.0,Price: ,1.49,The Draw, 58805   size:19.57,Price: ,4.8,Mallorca, 10542   size:45.56,Price: ,7.2,x
1.119574105, Sport: ,Tennis, Time: ,Tue Jul 21 20:15:00 CEST 2015, Time: ,Tue Jul 21 20:15:00 CEST 2015, Event: ,B Becker v Polansky, Favorite: ,Benjamin Becker, 2249398   size:14.23,Price: ,1.22,Peter Polansky, 2504190   size:7.11,Price: ,5.0,x
1.119554659, Sport: ,Volleyball, Time: ,Tue Jul 21 19:30:00 CEST 2015, Time: ,Tue Jul 21 19:30:00 CEST 2015, Event: ,Brazil v Argentina, Favorite: ,Argentina, 1175889   size:2.55,Price: ,1.2,Brazil, 1175886   size:3.13,Price: ,4.5,x
1.119575356, Sport: ,Tennis, Time: ,Tue Jul 21 18:45:00 CEST 2015, Time: ,Tue Jul 21 18:45:00 CEST 2015, Event: ,R Haase v Karatsev, Favorite: ,Robin Haase, 2309796   size:8.76,Price: ,1.29,Aslan Karatsev, 7659748   size:2.55,Price: ,3.8,ok
1.119582606, Sport: ,Tennis, Time: ,Tue Jul 21 18:45:00 CEST 2015, Time: ,Tue Jul 21 18:45:00 CEST 2015, Event: ,Jasika v Rubin, Favorite: ,Omar Jasika, 7335917   size:2.84,Price: ,1.7,Noah Rubin, 7593248   size:2.84,Price: ,2.14,x
1.119582601, Sport: ,Tennis, Time: ,Tue Jul 21 21:15:00 CEST 2015, Time: ,Tue Jul 21 21:15:00 CEST 2015, Event: ,Escobar v Paul, Favorite: ,Tommy Paul, 8859306   size:3.1,Price: ,1.63,Gonzalo Escobar, 7660810   size:5.94,Price: ,2.44,ok
1.119582641, Sport: ,Tennis, Time: ,Tue Jul 21 23:30:00 CEST 2015, Time: ,Tue Jul 21 23:30:00 CEST 2015, Event: ,Tiafoe v Barrere, Favorite: ,Frances Tiafoe, 9399490   size:6.65,Price: ,1.56,Gregoire Barrere, 8842295   size:12.59,Price: ,2.46,ok
1.119500352, Sport: ,Soccer, Time: ,Tue Jul 21 18:40:00 CEST 2015, Time: ,Tue Jul 21 18:40:00 CEST 2015, Event: ,Denmark U19 (W) v Israel U19 (W), Favorite: ,Denmark U19 (W), 5445806   size:29.44,Price: ,1.29,The Draw, 58805   size:2.84,Price: ,5.4,Israel U19 (W), 9967358   size:10.0,Price: ,11.0,ok
1.119356381, Sport: ,Basketball, Time: ,Tue Jul 21 19:15:00 CEST 2015, Time: ,Tue Jul 21 19:15:00 CEST 2015, Event: ,China U19 (W) v Spain U19 (W), Favorite: ,Spain U19 (W), 7433586   size:10.0,Price: ,1.14,China U19 (W), 7433615   size:2.0,Price: ,6.0,x
