1.121747300, Sport: ,Basketball, Time: ,Thu Nov 12 19:45:00 CET 2015, Time: ,Thu Nov 12 19:45:00 CET 2015, Event: ,Uni Girona (W) v Ekaterinburg (W), Favorite: ,Ekaterinburg (W), 6068594   size:2.55,Price: ,1.06,Uni Girona (W), 10411231   size:2.13,Price: ,3.05,ok
1.121769698, Sport: ,Tennis, Time: ,Thu Nov 12 19:15:00 CET 2015, Time: ,Thu Nov 12 19:15:00 CET 2015, Event: ,Bangoura v Duckworth, Favorite: ,James Duckworth, 6064287   size:27.22,Price: ,1.54,Sekou Bangoura, 7066127   size:6.04,Price: ,2.66,ok
1.121684325, Sport: ,Handball, Time: ,Thu Nov 12 17:45:00 CET 2015, Time: ,Thu Nov 12 17:45:00 CET 2015, Event: ,Metalurg v Motor Zaporozhye, Favorite: ,Metalurg, 3379919   size:18.0,Price: ,1.22,Motor Zaporozhye, 3228706   size:14.0,Price: ,1.39,Draw, 330157   size:18.0,Price: ,1.24,x
1.121662772, Sport: ,Soccer, Time: ,Thu Nov 12 17:00:00 CET 2015, Time: ,Thu Nov 12 17:00:00 CET 2015, Event: ,Espanyol v Blooming, Favorite: ,Espanyol, 59044   size:4.96,Price: ,1.31,Blooming, 2278549   size:37.16,Price: ,8.0,The Draw, 58805   size:2.55,Price: ,4.6,ok
1.121771417, Sport: ,Tennis, Time: ,Thu Nov 12 21:30:00 CET 2015, Time: ,Thu Nov 12 21:30:00 CET 2015, Event: ,S Kozlov v D Novikov, Favorite: ,Stefan Kozlov, 7415002   size:4.18,Price: ,1.08,Dennis Novikov, 6217982   size:4.18,Price: ,1.08,x
1.121654119, Sport: ,Soccer, Time: ,Thu Nov 12 18:00:00 CET 2015, Time: ,Thu Nov 12 18:00:00 CET 2015, Event: ,FYR Macedonia v Montenegro, Favorite: ,Montenegro, 2345367   size:90.93,Price: ,2.24,FYR Macedonia, 29580   size:98.99,Price: ,3.85,The Draw, 58805   size:319.19,Price: ,3.3,x
1.121758677, Sport: ,Soccer, Time: ,Thu Nov 12 15:00:00 CET 2015, Time: ,Thu Nov 12 15:00:00 CET 2015, Event: ,Austria Vienna v KSV Superfund, Favorite: ,Austria Vienna, 65352   size:2.55,Price: ,1.22,KSV Superfund, 4840627   size:11.15,Price: ,3.2,The Draw, 58805   size:11.15,Price: ,3.0,x
1.121760889, Sport: ,Tennis, Time: ,Thu Nov 12 16:15:00 CET 2015, Time: ,Thu Nov 12 16:15:00 CET 2015, Event: ,Vanni v Crepaldi, Favorite: ,Luca Vanni, 8681900   size:2.55,Price: ,1.17,Erik Crepaldi, 7839753   size:2.55,Price: ,5.3,ok
1.121679899, Sport: ,Handball, Time: ,Thu Nov 12 19:45:00 CET 2015, Time: ,Thu Nov 12 19:45:00 CET 2015, Event: ,Drott v Skovde, Favorite: ,Drott, 330162   size:7.82,Price: ,1.01,Skovde, 330154   size:7.82,Price: ,1.01,Draw, 330157   size:107.82,Price: ,1.01,x
1.121656411, Sport: ,Soccer, Time: ,Thu Nov 12 11:50:00 CET 2015, Time: ,Thu Nov 12 11:50:00 CET 2015, Event: ,Maldives v Hong Kong, Favorite: ,Hong Kong, 150057   size:47.94,Price: ,1.64,Maldives, 763173   size:95.34,Price: ,6.4,The Draw, 58805   size:141.32,Price: ,4.0,ok
1.121766503, Sport: ,Basketball, Time: ,Fri Nov 13 01:35:00 CET 2015, Time: ,Fri Nov 13 01:35:00 CET 2015, Event: ,Utah @ Miami, Favorite: ,Miami, 13109   size:2.75,Price: ,1.48,Utah, 13119   size:6.04,Price: ,2.72,ok
1.121765415, Sport: ,Tennis, Time: ,Thu Nov 12 20:15:00 CET 2015, Time: ,Thu Nov 12 20:15:00 CET 2015, Event: ,Gabashvili v Sakharov, Favorite: ,Teymuraz Gabashvili, 4877292   size:4.13,Price: ,1.21,Gleb Sakharov, 8284520   size:131.96,Price: ,4.5,ok
1.121770696, Sport: ,Tennis, Time: ,Thu Nov 12 23:30:00 CET 2015, Time: ,Thu Nov 12 23:30:00 CET 2015, Event: ,Jo Smith v Fratangelo, Favorite: ,John-Patrick Smith, 8243874   size:2.78,Price: ,1.8,Bjorn Fratangelo, 7593723   size:2.45,Price: ,2.04,x
