1.119417202, Sport: ,Tennis, Time: ,Wed Jul 08 20:00:00 CEST 2015, Time: ,Wed Jul 08 20:00:00 CEST 2015, Event: ,Meister v Nevolo, Favorite: ,Dennis Nevolo, 8258597   size:63.59,Price: ,1.89,Nicolas Meister, 6534042   size:3.14,Price: ,1.97,x
1.119336871, Sport: ,Soccer, Time: ,Wed Jul 08 20:45:00 CEST 2015, Time: ,Wed Jul 08 20:45:00 CEST 2015, Event: ,Colne v Accrington S, Favorite: ,Accrington S, 498119   size:38.46,Price: ,1.25,The Draw, 58805   size:2.59,Price: ,4.6,Colne, 9776139   size:14.12,Price: ,4.9,x
1.119417208, Sport: ,Tennis, Time: ,Wed Jul 08 20:30:00 CEST 2015, Time: ,Wed Jul 08 20:30:00 CEST 2015, Event: ,Kavcic v Giron, Favorite: ,Blaz Kavcic, 2863465   size:9.51,Price: ,1.34,Marcos Giron, 8230256   size:69.61,Price: ,3.25,ok
1.119413761, Sport: ,Soccer, Time: ,Wed Jul 08 18:00:00 CEST 2015, Time: ,Wed Jul 08 18:00:00 CEST 2015, Event: ,Pogon Szczecin v AEK Larnaca, Favorite: ,Pogon Szczecin, 46953   size:3.26,Price: ,1.9,AEK Larnaca, 908335   size:7.7,Price: ,3.15,The Draw, 58805   size:7.48,Price: ,3.45,x
1.119413882, Sport: ,Soccer, Time: ,Wed Jul 08 17:00:00 CEST 2015, Time: ,Wed Jul 08 17:00:00 CEST 2015, Event: ,Honved v SFM Senec, Favorite: ,Honved, 865345   size:15.15,Price: ,1.15,SFM Senec, 6144037   size:19.43,Price: ,4.6,The Draw, 58805   size:2.54,Price: ,4.8,x
1.119416511, Sport: ,Tennis, Time: ,Wed Jul 08 12:00:00 CEST 2015, Time: ,Wed Jul 08 12:00:00 CEST 2015, Event: ,Krajinovic v Munoz-De La Nava, Favorite: ,Daniel Munoz-de la Nava, 8259000   size:11.91,Price: ,1.95,Filip Krajinovic, 3509265   size:7.91,Price: ,1.97,x
1.119337161, Sport: ,Soccer, Time: ,Wed Jul 08 18:00:00 CEST 2015, Time: ,Wed Jul 08 18:00:00 CEST 2015, Event: ,Rennes v Le Havre, Favorite: ,Rennes, 44799   size:5.5,Price: ,1.54,The Draw, 58805   size:3.13,Price: ,3.8,Le Havre, 70446   size:15.25,Price: ,5.5,x
1.119403167, Sport: ,Soccer, Time: ,Wed Jul 08 19:00:00 CEST 2015, Time: ,Wed Jul 08 19:00:00 CEST 2015, Event: ,Biel-Bienne v Young Boys, Favorite: ,Young Boys, 65778   size:8.83,Price: ,1.33,The Draw, 58805   size:3.77,Price: ,4.5,Biel-Bienne, 6494650   size:3.5,Price: ,6.8,x
1.119407768, Sport: ,Tennis, Time: ,Wed Jul 08 18:00:00 CEST 2015, Time: ,Wed Jul 08 18:00:00 CEST 2015, Event: ,Dodin v Ramialison, Favorite: ,Irina Ramialison, 7289605   size:7.58,Price: ,1.92,Oceane Dodin, 7289631   size:2.56,Price: ,1.96,x
1.119400175, Sport: ,Soccer, Time: ,Wed Jul 08 14:00:00 CEST 2015, Time: ,Wed Jul 08 14:00:00 CEST 2015, Event: ,Thailand All Stars v Reading, Favorite: ,Reading, 103122   size:3.43,Price: ,1.46,The Draw, 58805   size:3.38,Price: ,3.6,x
1.119406713, Sport: ,Soccer, Time: ,Wed Jul 08 18:30:00 CEST 2015, Time: ,Wed Jul 08 18:30:00 CEST 2015, Event: ,SK Upesciems v DSVK Traktors/JDFS, Favorite: ,DSVK Traktors/JDFS, 9817264   size:10.63,Price: ,1.08,The Draw, 58805   size:29.29,Price: ,2.0,x
1.119406836, Sport: ,Tennis, Time: ,Wed Jul 08 16:15:00 CEST 2015, Time: ,Wed Jul 08 16:15:00 CEST 2015, Event: ,S Wawrinka v Gasquet, Favorite: ,Stan Wawrinka, 8597476   size:1652.4,Price: ,1.52,Richard Gasquet, 2249399   size:389.85,Price: ,2.9,x
1.119403449, Sport: ,Soccer, Time: ,Wed Jul 08 19:00:00 CEST 2015, Time: ,Wed Jul 08 19:00:00 CEST 2015, Event: ,NK Maribor v Kuban Krasnodar, Favorite: ,Kuban Krasnodar, 5246807   size:10.63,Price: ,1.08,The Draw, 58805   size:28.04,Price: ,2.0,x
