1.120829990, Sport: ,Soccer, Time: ,Mon Sep 28 20:30:00 CEST 2015, Time: ,Mon Sep 28 20:30:00 CEST 2015, Event: ,Reggiana v Giana Erminio, Favorite: ,Reggiana, 522049   size:32.79,Price: ,2.04The Draw, 58805   size:2.55,Price: ,3.3Giana Erminio, 8802590   size:2.7,Price: ,4.5,x
1.120964762, Sport: ,Tennis, Time: ,Tue Sep 29 06:00:00 CEST 2015, Time: ,Tue Sep 29 06:00:00 CEST 2015, Event: ,Millman v Ma Cilic, Favorite: ,Marin Cilic, 2263681   size:5.85,Price: ,1.08John Millman, 4415206   size:5.82,Price: ,1.51
1.120964481, Sport: ,Tennis, Time: ,Tue Sep 29 05:00:00 CEST 2015, Time: ,Tue Sep 29 05:00:00 CEST 2015, Event: ,Keys v K Mladenovic, Favorite: ,Madison Keys, 3800907   size:11.92,Price: ,1.61Kristina Mladenovic, 3622052   size:2.52,Price: ,2.48
1.120759957, Sport: ,Soccer, Time: ,Mon Sep 28 19:30:00 CEST 2015, Time: ,Mon Sep 28 19:30:00 CEST 2015, Event: ,Waasland-Beveren (Y) v KVC Westerlo (Youth), Favorite: ,KVC Westerlo (Youth), 8764419   size:3.58,Price: ,1.07The Draw, 58805   size:3.84,Price: ,1.39,x
1.120951965, Sport: ,Soccer, Time: ,Mon Sep 28 18:30:00 CEST 2015, Time: ,Mon Sep 28 18:30:00 CEST 2015, Event: ,Heracles Almelo (Res) v SC Cambuur (Res), Favorite: ,SC Cambuur (Res), 10138946   size:5.0,Price: ,1.47The Draw, 58805   size:6.26,Price: ,3.95,x
1.120952776, Sport: ,Tennis, Time: ,Mon Sep 28 22:15:00 CEST 2015, Time: ,Mon Sep 28 22:15:00 CEST 2015, Event: ,Polansky v Kutrovsky, Favorite: ,Peter Polansky, 2504190   size:5.69,Price: ,1.59Dimitar Kutrovsky, 6163094   size:93.22,Price: ,2.46
1.120959855, Sport: ,Tennis, Time: ,Mon Sep 28 16:00:00 CEST 2015, Time: ,Mon Sep 28 16:00:00 CEST 2015, Event: ,O Gutierrez v Sorgi, Favorite: ,Joao Pedro Sorgi, 8395359   size:145.44,Price: ,1.53Oscar Jose Gutierrez, 8443401   size:2.47,Price: ,2.82
1.120759154, Sport: ,Soccer, Time: ,Mon Sep 28 19:45:00 CEST 2015, Time: ,Mon Sep 28 19:45:00 CEST 2015, Event: ,Beitar Jerusalem v Hapoel Kfar Saba, Favorite: ,Beitar Jerusalem, 1169738   size:77.91,Price: ,1.81The Draw, 58805   size:55.63,Price: ,3.6Hapoel Kfar Saba, 5239235   size:8.79,Price: ,5.7,ok
1.120954951, Sport: ,Tennis, Time: ,Tue Sep 29 09:00:00 CEST 2015, Time: ,Tue Sep 29 09:00:00 CEST 2015, Event: ,Rae/Smith v Bychkova/Voegele, Favorite: ,Rae/Smith, 8621531   size:2.55,Price: ,1.43Bychkova/Voegele, 10343286   size:5.82,Price: ,2.56
1.120763024, Sport: ,Soccer, Time: ,Mon Sep 28 18:00:00 CEST 2015, Time: ,Mon Sep 28 18:00:00 CEST 2015, Event: ,Kayserispor v Basaksehir, Favorite: ,Kayserispor, 508789   size:10.72,Price: ,2.64The Draw, 58805   size:120.3,Price: ,3.15Basaksehir, 10071088   size:25.64,Price: ,3.2,x
1.120761364, Sport: ,Soccer, Time: ,Mon Sep 28 19:30:00 CEST 2015, Time: ,Mon Sep 28 19:30:00 CEST 2015, Event: ,Assyriska v Varbergs BoIS, Favorite: ,Assyriska, 151465   size:5.0,Price: ,2.38Varbergs BoIS, 6225055   size:363.48,Price: ,3.15The Draw, 58805   size:14.19,Price: ,3.55,x
1.120958804, Sport: ,Tennis, Time: ,Mon Sep 28 20:00:00 CEST 2015, Time: ,Mon Sep 28 20:00:00 CEST 2015, Event: ,Luz/Zormann v Podlipnik-Cast/Zampieri, Favorite: ,Podlipnik-Cast/Zampieri, 10343942   size:4.51,Price: ,1.39Luz/Zormann, 10302601   size:2.95,Price: ,2.12
1.120947464, Sport: ,Tennis, Time: ,Mon Sep 28 17:00:00 CEST 2015, Time: ,Mon Sep 28 17:00:00 CEST 2015, Event: ,R Olivo v Severino, Favorite: ,Renzo Olivo, 4822931   size:3.38,Price: ,1.33Carlos Eduardo Severino, 7444842   size:4.47,Price: ,3.25,ok
1.120761767, Sport: ,Soccer, Time: ,Mon Sep 28 19:45:00 CEST 2015, Time: ,Mon Sep 28 19:45:00 CEST 2015, Event: ,FC Wil v Winterthur, Favorite: ,FC Wil, 179085   size:3.16,Price: ,2.46Winterthur, 458019   size:107.55,Price: ,3.0The Draw, 58805   size:77.98,Price: ,3.65,x
