1.121329837, Sport: ,Tennis, Time: ,Mon Oct 19 09:30:00 CEST 2015, Time: ,Mon Oct 19 09:30:00 CEST 2015, Event: ,Propoggia v G Granollers, Favorite: ,Gerard Granollers, 6391754   size:14.35,Price: ,1.51,Dane Propoggia, 8188274   size:28.94,Price: ,2.72
1.121342368, Sport: ,Tennis, Time: ,Mon Oct 19 10:00:00 CEST 2015, Time: ,Mon Oct 19 10:00:00 CEST 2015, Event: ,Cepelova v Dodin, Favorite: ,Jana Cepelova, 5303559   size:157.91,Price: ,1.81,Oceane Dodin, 7289631   size:12.8,Price: ,2.14
1.121342675, Sport: ,Tennis, Time: ,Mon Oct 19 10:00:00 CEST 2015, Time: ,Mon Oct 19 10:00:00 CEST 2015, Event: ,Lajovic v Kamke, Favorite: ,Dusan Lajovic, 4688724   size:26.06,Price: ,1.57,Tobias Kamke, 2581407   size:6.89,Price: ,2.68
1.121342658, Sport: ,Tennis, Time: ,Mon Oct 19 10:00:00 CEST 2015, Time: ,Mon Oct 19 10:00:00 CEST 2015, Event: ,Sevastova v G Dabrowski, Favorite: ,Anastasija Sevastova, 2422070   size:168.98,Price: ,1.41,Gabriela Dabrowski, 5707430   size:2.43,Price: ,3.25
1.121329946, Sport: ,Basketball, Time: ,Mon Oct 19 11:00:00 CEST 2015, Time: ,Mon Oct 19 11:00:00 CEST 2015, Event: ,Oita v Kyoto, Favorite: ,Kyoto, 6718536   size:3.09,Price: ,1.09,Oita, 6736967   size:3.19,Price: ,1.22
1.121346421, Sport: ,Tennis, Time: ,Mon Oct 19 11:30:00 CEST 2015, Time: ,Mon Oct 19 11:30:00 CEST 2015, Event: ,Kasatkina v Kania, Favorite: ,Daria Kasatkina, 7795290   size:4.14,Price: ,1.49,Paula Kania, 7083220   size:13.59,Price: ,2.86
1.121344178, Sport: ,Tennis, Time: ,Mon Oct 19 11:45:00 CEST 2015, Time: ,Mon Oct 19 11:45:00 CEST 2015, Event: ,Karatsev v Elgin, Favorite: ,Aslan Karatsev, 7659748   size:23.44,Price: ,1.64,Mikhail Elgin, 5844509   size:2.03,Price: ,2.46
1.121342647, Sport: ,Tennis, Time: ,Mon Oct 19 12:00:00 CEST 2015, Time: ,Mon Oct 19 12:00:00 CEST 2015, Event: ,A Pavic v Gaio, Favorite: ,Federico Gaio, 8284479   size:6.98,Price: ,1.91,Ante Pavic, 5224080   size:15.59,Price: ,2.02
1.121190640, Sport: ,Soccer, Time: ,Mon Oct 19 14:00:00 CEST 2015, Time: ,Mon Oct 19 14:00:00 CEST 2015, Event: ,Colchester U21 v Cardiff U21, Favorite: ,Colchester U21, 6820442   size:3.52,Price: ,1.07,Cardiff U21, 6820449   size:3.52,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9
1.121180071, Sport: ,Soccer, Time: ,Mon Oct 19 18:00:00 CEST 2015, Time: ,Mon Oct 19 18:00:00 CEST 2015, Event: ,Giresunspor v Yeni Malatyaspor, Favorite: ,Giresunspor, 1341524   size:20.0,Price: ,2.18,Yeni Malatyaspor, 5306085   size:80.41,Price: ,3.55,The Draw, 58805   size:7.98,Price: ,3.45
1.121350192, Sport: ,Tennis, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Nevolo v Bangoura, Favorite: ,Dennis Nevolo, 8258597   size:3.08,Price: ,1.08,Sekou Bangoura, 7066127   size:36.69,Price: ,1.11
1.121350096, Sport: ,Tennis, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Struvay v J Aubone, Favorite: ,Eduardo Struvay, 7431682   size:39.77,Price: ,1.08,Jean-Yves Aubone, 8476686   size:39.77,Price: ,1.08
1.121190634, Sport: ,Soccer, Time: ,Mon Oct 19 20:00:00 CEST 2015, Time: ,Mon Oct 19 20:00:00 CEST 2015, Event: ,Bristol City U21 v Ipswich U21, Favorite: ,Bristol City U21, 6597941   size:3.52,Price: ,1.07,Ipswich U21, 6799679   size:3.52,Price: ,1.07,The Draw, 58805   size:12.23,Price: ,2.88
1.121329908, Sport: ,Basketball, Time: ,Mon Oct 19 20:00:00 CEST 2015, Time: ,Mon Oct 19 20:00:00 CEST 2015, Event: ,Gussing v Kapfenberg, Favorite: ,Gussing, 7036689   size:8.21,Price: ,1.03,Kapfenberg, 7036688   size:5.72,Price: ,1.34
1.121332677, Sport: ,Tennis, Time: ,Mon Oct 19 20:15:00 CEST 2015, Time: ,Mon Oct 19 20:15:00 CEST 2015, Event: ,Verdasco v Kudla, Favorite: ,Fernando Verdasco, 2256480   size:131.97,Price: ,1.55,Denis Kudla, 4829260   size:108.0,Price: ,2.6
1.121330052, Sport: ,Tennis, Time: ,Mon Oct 19 20:30:00 CEST 2015, Time: ,Mon Oct 19 20:30:00 CEST 2015, Event: ,Authom v Sidorenko, Favorite: ,Maxime Authom, 5908914   size:3.8,Price: ,1.62,Alexandre Sidorenko, 2426262   size:20.7,Price: ,2.3
1.121338541, Sport: ,Soccer, Time: ,Mon Oct 19 20:45:00 CEST 2015, Time: ,Mon Oct 19 20:45:00 CEST 2015, Event: ,Farnborough v Three Bridges FC, Favorite: ,Farnborough, 256188   size:3.52,Price: ,1.07,Three Bridges FC, 8205407   size:3.52,Price: ,1.07,The Draw, 58805   size:12.23,Price: ,2.88
1.121338412, Sport: ,Soccer, Time: ,Mon Oct 19 20:45:00 CEST 2015, Time: ,Mon Oct 19 20:45:00 CEST 2015, Event: ,Brighouse Town AFC v Farsley, Favorite: ,Brighouse Town AFC, 9948652   size:3.52,Price: ,1.07,Farsley, 7446408   size:3.52,Price: ,1.07,The Draw, 58805   size:12.23,Price: ,2.88
1.121338827, Sport: ,Soccer, Time: ,Mon Oct 19 20:45:00 CEST 2015, Time: ,Mon Oct 19 20:45:00 CEST 2015, Event: ,Redditch Utd v Slough Town, Favorite: ,Redditch Utd, 1034115   size:2.76,Price: ,1.81,Slough Town, 1000084   size:9.21,Price: ,3.95,The Draw, 58805   size:3.84,Price: ,4.1
1.121338772, Sport: ,Soccer, Time: ,Mon Oct 19 20:45:00 CEST 2015, Time: ,Mon Oct 19 20:45:00 CEST 2015, Event: ,Hungerford v Chesham Utd, Favorite: ,Hungerford, 4317868   size:3.37,Price: ,1.83,Chesham Utd, 3396708   size:14.89,Price: ,3.1,The Draw, 58805   size:12.14,Price: ,3.6
1.121338708, Sport: ,Soccer, Time: ,Mon Oct 19 21:00:00 CEST 2015, Time: ,Mon Oct 19 21:00:00 CEST 2015, Event: ,Dumbarton U20 v Queens Park U20, Favorite: ,Dumbarton U20, 9220048   size:3.52,Price: ,1.07,Queens Park U20, 8983806   size:3.52,Price: ,1.07,The Draw, 58805   size:12.23,Price: ,2.88
1.121076389, Sport: ,Soccer, Time: ,Mon Oct 19 21:00:00 CEST 2015, Time: ,Mon Oct 19 21:00:00 CEST 2015, Event: ,Swansea v Stoke, Favorite: ,Swansea, 62683   size:8451.33,Price: ,1.98,Stoke, 69720   size:1386.04,Price: ,4.7,The Draw, 58805   size:29572.72,Price: ,3.45
1.121340317, Sport: ,Tennis, Time: ,Mon Oct 19 08:16:00 CEST 2015, Time: ,Mon Oct 19 08:16:00 CEST 2015, Event: ,Chen/Sun v Pecotic/Vorster, Favorite: ,Pecotic/Vorster, 10433863   size:60.72,Price: ,1.1,Chen/Sun, 10433862   size:70.4,Price: ,1.75
1.121340421, Sport: ,Tennis, Time: ,Mon Oct 19 09:30:00 CEST 2015, Time: ,Mon Oct 19 09:30:00 CEST 2015, Event: ,Devvarman/Marquis v Sood/Sood, Favorite: ,Devvarman/Marquis, 10433989   size:143.22,Price: ,1.41,Sood/Sood, 9136364   size:2.21,Price: ,3.4
1.121340407, Sport: ,Tennis, Time: ,Mon Oct 19 09:30:00 CEST 2015, Time: ,Mon Oct 19 09:30:00 CEST 2015, Event: ,Konecny/Kudryavtsev v Nagal/Vardhan, Favorite: ,Konecny/Kudryavtsev, 10433981   size:3.44,Price: ,1.45,Nagal/Vardhan, 10433982   size:2.57,Price: ,3.1
1.121342714, Sport: ,Tennis, Time: ,Mon Oct 19 10:00:00 CEST 2015, Time: ,Mon Oct 19 10:00:00 CEST 2015, Event: ,Kravchuk v Riba, Favorite: ,Konstantin Kravchuk, 5011822   size:13.68,Price: ,1.36,Pere Riba, 2489421   size:347.39,Price: ,3.6
1.121340409, Sport: ,Tennis, Time: ,Mon Oct 19 11:15:00 CEST 2015, Time: ,Mon Oct 19 11:15:00 CEST 2015, Event: ,Neuchrist/Sharan v Chrysochos/Ismailov, Favorite: ,Neuchrist/Sharan, 10433983   size:67.95,Price: ,1.06,Chrysochos/Ismailov, 10433984   size:60.15,Price: ,5.6
1.121282728, Sport: ,Volleyball, Time: ,Mon Oct 19 12:00:00 CEST 2015, Time: ,Mon Oct 19 12:00:00 CEST 2015, Event: ,Gyeongbuk Gimcheon High v Hyundai Hillstate, Favorite: ,Gyeongbuk Gimcheon High, 10391714   size:2773.74,Price: ,1.01,Hyundai Hillstate, 10391682   size:5.72,Price: ,1.5
1.121336259, Sport: ,Soccer, Time: ,Mon Oct 19 13:00:00 CEST 2015, Time: ,Mon Oct 19 13:00:00 CEST 2015, Event: ,Sparta Prague U21 v FC Viktoria Plzen U21, Favorite: ,Sparta Prague U21, 6789764   size:15.18,Price: ,1.26,FC Viktoria Plzen U21, 6551124   size:2.0,Price: ,10.0,The Draw, 58805   size:2.0,Price: ,5.2
1.121346777, Sport: ,Tennis, Time: ,Mon Oct 19 13:15:00 CEST 2015, Time: ,Mon Oct 19 13:15:00 CEST 2015, Event: ,Sasnovich v A Bogdan, Favorite: ,Aliaksandra Sasnovich, 7283310   size:14.08,Price: ,1.39,Ana Bogdan, 3875013   size:438.0,Price: ,3.15
1.121336482, Sport: ,Soccer, Time: ,Mon Oct 19 14:00:00 CEST 2015, Time: ,Mon Oct 19 14:00:00 CEST 2015, Event: ,SonderjyskE (Res) v Vejle BK (Res), Favorite: ,SonderjyskE (Res), 5373358   size:3.52,Price: ,1.07,Vejle BK (Res), 5463818   size:3.52,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9
1.121172175, Sport: ,Soccer, Time: ,Mon Oct 19 14:00:00 CEST 2015, Time: ,Mon Oct 19 14:00:00 CEST 2015, Event: ,Harimau Muda B v Albirex Niigata, Favorite: ,Albirex Niigata, 5712145   size:6.07,Price: ,1.9,Harimau Muda B, 5606145   size:3.0,Price: ,3.9,The Draw, 58805   size:6.47,Price: ,3.75
1.121336407, Sport: ,Soccer, Time: ,Mon Oct 19 14:00:00 CEST 2015, Time: ,Mon Oct 19 14:00:00 CEST 2015, Event: ,FC Zbrojovka Brno U21 v 1. SC Znojmo U21, Favorite: ,FC Zbrojovka Brno U21, 6553194   size:2.55,Price: ,1.26,1. SC Znojmo U21, 7533032   size:28.16,Price: ,9.0,The Draw, 58805   size:5.35,Price: ,5.4
1.121336333, Sport: ,Soccer, Time: ,Mon Oct 19 15:30:00 CEST 2015, Time: ,Mon Oct 19 15:30:00 CEST 2015, Event: ,SK Slavia Praha U21 v 1. FK Pribram U21, Favorite: ,SK Slavia Praha U21, 6551108   size:2.82,Price: ,1.92,1. FK Pribram U21, 6551024   size:3.65,Price: ,2.36,The Draw, 58805   size:3.25,Price: ,3.75
1.121346818, Sport: ,Tennis, Time: ,Mon Oct 19 16:00:00 CEST 2015, Time: ,Mon Oct 19 16:00:00 CEST 2015, Event: ,T Monteiro v Molteni, Favorite: ,Thiago Monteiro, 8326656   size:39.77,Price: ,1.08,Andres Molteni, 6180419   size:2.46,Price: ,1.1
1.121347256, Sport: ,Tennis, Time: ,Mon Oct 19 16:00:00 CEST 2015, Time: ,Mon Oct 19 16:00:00 CEST 2015, Event: ,E Salas v C Crotte, Favorite: ,Emmanuelle Salas, 9632111   size:2.46,Price: ,1.1,Chloe Crotte, 10435409   size:2.46,Price: ,1.1
1.121346740, Sport: ,Tennis, Time: ,Mon Oct 19 16:00:00 CEST 2015, Time: ,Mon Oct 19 16:00:00 CEST 2015, Event: ,Agamenone v Severino, Favorite: ,Carlos Eduardo Severino, 7444842   size:2.55,Price: ,1.1,Franco Agamenone, 8979622   size:2.55,Price: ,1.2
1.121225106, Sport: ,Ice Hockey, Time: ,Mon Oct 19 17:30:00 CEST 2015, Time: ,Mon Oct 19 17:30:00 CEST 2015, Event: ,Mountfield HK v Karlovy Vary, Favorite: ,Mountfield HK, 7577373   size:53.23,Price: ,1.71,Karlovy Vary, 1366079   size:4.44,Price: ,4.1,Tie, 60104   size:35.84,Price: ,4.9
1.121271214, Sport: ,Basketball, Time: ,Mon Oct 19 17:30:00 CEST 2015, Time: ,Mon Oct 19 17:30:00 CEST 2015, Event: ,Kalev Cramo v Nilan Bisons, Favorite: ,Kalev Cramo, 6007950   size:2.55,Price: ,1.73,Nilan Bisons, 7749519   size:7.24,Price: ,2.22
1.121323169, Sport: ,Soccer, Time: ,Mon Oct 19 18:00:00 CEST 2015, Time: ,Mon Oct 19 18:00:00 CEST 2015, Event: ,Fakel v Baikal Irkutsk, Favorite: ,Fakel, 5441579   size:2.8,Price: ,1.53,Baikal Irkutsk, 9836178   size:42.72,Price: ,7.0,The Draw, 58805   size:6.6,Price: ,4.3
1.121271217, Sport: ,Basketball, Time: ,Mon Oct 19 18:00:00 CEST 2015, Time: ,Mon Oct 19 18:00:00 CEST 2015, Event: ,CSKA Moscow v Khimki, Favorite: ,CSKA Moscow, 266272   size:137.26,Price: ,1.36,Khimki, 2154546   size:2.55,Price: ,3.4
1.121209982, Sport: ,Soccer, Time: ,Mon Oct 19 18:30:00 CEST 2015, Time: ,Mon Oct 19 18:30:00 CEST 2015, Event: ,ADO Den Haag (Res) v VVV-Helmond Sport (Res), Favorite: ,ADO Den Haag (Res), 10138947   size:3.52,Price: ,1.07,VVV-Helmond Sport (Res), 10412552   size:3.52,Price: ,1.07,The Draw, 58805   size:12.23,Price: ,2.88
1.121183654, Sport: ,Soccer, Time: ,Mon Oct 19 18:30:00 CEST 2015, Time: ,Mon Oct 19 18:30:00 CEST 2015, Event: ,Go Ahead Eagles (Res) v SBV Excelsior (Res), Favorite: ,Go Ahead Eagles (Res), 10140519   size:3.52,Price: ,1.07,SBV Excelsior (Res), 10138930   size:3.52,Price: ,1.07,The Draw, 58805   size:12.23,Price: ,2.88
1.121183543, Sport: ,Soccer, Time: ,Mon Oct 19 18:30:00 CEST 2015, Time: ,Mon Oct 19 18:30:00 CEST 2015, Event: ,FC Dordrecht (Res) v Fortuna Sittard (Res), Favorite: ,FC Dordrecht (Res), 10138931   size:3.52,Price: ,1.07,Fortuna Sittard (Res), 10138914   size:3.52,Price: ,1.07,The Draw, 58805   size:12.23,Price: ,2.88
1.121183709, Sport: ,Soccer, Time: ,Mon Oct 19 18:30:00 CEST 2015, Time: ,Mon Oct 19 18:30:00 CEST 2015, Event: ,SC Heerenveen (Res) v Heracles Almelo (Res), Favorite: ,SC Heerenveen (Res), 10143913   size:3.52,Price: ,1.07,Heracles Almelo (Res), 10138993   size:3.52,Price: ,1.07,The Draw, 58805   size:12.23,Price: ,2.88
1.121183375, Sport: ,Soccer, Time: ,Mon Oct 19 18:30:00 CEST 2015, Time: ,Mon Oct 19 18:30:00 CEST 2015, Event: ,Jong Graafschap v Jong Twente, Favorite: ,Jong Twente, 3350963   size:111.73,Price: ,1.93,Jong Graafschap, 6249595   size:98.07,Price: ,3.0,The Draw, 58805   size:83.78,Price: ,3.65
1.121183320, Sport: ,Soccer, Time: ,Mon Oct 19 18:30:00 CEST 2015, Time: ,Mon Oct 19 18:30:00 CEST 2015, Event: ,Brabant United U23 v Jong Utrecht, Favorite: ,Jong Utrecht, 5295292   size:85.26,Price: ,2.0,Brabant United U23, 10140535   size:42.45,Price: ,3.1,The Draw, 58805   size:65.3,Price: ,3.65
1.121183430, Sport: ,Soccer, Time: ,Mon Oct 19 18:30:00 CEST 2015, Time: ,Mon Oct 19 18:30:00 CEST 2015, Event: ,Jong Volendam v FC Groningen U23, Favorite: ,Jong Volendam, 5273976   size:4.69,Price: ,1.07,FC Groningen U23, 10164291   size:4.84,Price: ,1.07,The Draw, 58805   size:3.02,Price: ,2.9
1.121183598, Sport: ,Soccer, Time: ,Mon Oct 19 18:30:00 CEST 2015, Time: ,Mon Oct 19 18:30:00 CEST 2015, Event: ,Feyenoord (Res) v PEC Zwolle (Res), Favorite: ,Feyenoord (Res), 10143914   size:3.52,Price: ,1.07,PEC Zwolle (Res), 10138963   size:3.52,Price: ,1.07,The Draw, 58805   size:12.23,Price: ,2.88
1.121183819, Sport: ,Soccer, Time: ,Mon Oct 19 18:30:00 CEST 2015, Time: ,Mon Oct 19 18:30:00 CEST 2015, Event: ,Willem II Tilburg (Res) v SC Cambuur (Res), Favorite: ,Willem II Tilburg (Res), 10138992   size:3.52,Price: ,1.07,SC Cambuur (Res), 10138946   size:3.52,Price: ,1.07,The Draw, 58805   size:12.23,Price: ,2.88
1.121329913, Sport: ,Basketball, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Usti nad Labem v Prostejov, Favorite: ,Usti Nad Labem, 7758609   size:8.21,Price: ,1.03,Prostejov, 5866240   size:8.21,Price: ,1.03
1.121180015, Sport: ,Soccer, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Oddevold v Orgryte, Favorite: ,Oddevold, 778918   size:3.52,Price: ,1.07,Orgryte, 30686   size:3.52,Price: ,1.07,The Draw, 58805   size:12.23,Price: ,2.88
1.121180012, Sport: ,Soccer, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Landskrona v Kristianstads, Favorite: ,Landskrona, 130432   size:2.51,Price: ,1.84,Kristianstads, 384100   size:77.89,Price: ,3.95,The Draw, 58805   size:74.7,Price: ,3.85
1.121271220, Sport: ,Basketball, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Avtodor v Lokomotiv Kuban, Favorite: ,Lokomotiv Kuban, 5508059   size:4.33,Price: ,1.42,Avtodor, 8801689   size:2.06,Price: ,2.98
1.121180010, Sport: ,Soccer, Time: ,Mon Oct 19 19:55:00 CEST 2015, Time: ,Mon Oct 19 19:55:00 CEST 2015, Event: ,Beitar Jerusalem v Hapoel Beer Sheva, Favorite: ,Hapoel Beer Sheva, 844519   size:82.67,Price: ,2.3,Beitar Jerusalem, 1169738   size:2.55,Price: ,3.1,The Draw, 58805   size:20.83,Price: ,3.1
1.121329925, Sport: ,Basketball, Time: ,Mon Oct 19 20:00:00 CEST 2015, Time: ,Mon Oct 19 20:00:00 CEST 2015, Event: ,Naestved v Randers, Favorite: ,Naestved, 6719080   size:4.1,Price: ,1.06,Randers, 6719073   size:36.59,Price: ,1.41
1.121329934, Sport: ,Basketball, Time: ,Mon Oct 19 20:30:00 CEST 2015, Time: ,Mon Oct 19 20:30:00 CEST 2015, Event: ,Panathinaikos v Olympiacos, Favorite: ,Panathinaikos, 266270   size:255.67,Price: ,1.54,Olympiacos, 278582   size:4.95,Price: ,2.56
1.121305777, Sport: ,Basketball, Time: ,Mon Oct 19 21:00:00 CEST 2015, Time: ,Mon Oct 19 21:00:00 CEST 2015, Event: ,Mega Vizura v Igokea, Favorite: ,Mega Vizura, 7735104   size:5.8,Price: ,1.54,Igokea, 2624092   size:2.55,Price: ,2.62
1.121271181, Sport: ,Basketball, Time: ,Mon Oct 19 21:45:00 CEST 2015, Time: ,Mon Oct 19 21:45:00 CEST 2015, Event: ,Avellino v Armani Milano, Favorite: ,Armani Milano, 952727   size:2.55,Price: ,1.42,Avellino, 276213   size:2.55,Price: ,2.88
1.121340564, Sport: ,Tennis, Time: ,Mon Oct 19 07:43:00 CEST 2015, Time: ,Mon Oct 19 07:43:00 CEST 2015, Event: ,Jayaprakash v Gunneswaran, Favorite: ,Prajnesh Gunneswaran, 8256934   size:1170.75,Price: ,1.07,Mohit Mayur Jayaprakash, 8173013   size:40.49,Price: ,11.5
1.121340568, Sport: ,Tennis, Time: ,Mon Oct 19 08:04:00 CEST 2015, Time: ,Mon Oct 19 08:04:00 CEST 2015, Event: ,Ismailov v Ti Chen, Favorite: ,Temur Ismailov, 8304044   size:54.47,Price: ,1.08,Ti Chen, 2559490   size:54.47,Price: ,1.08
1.121340553, Sport: ,Tennis, Time: ,Mon Oct 19 10:00:00 CEST 2015, Time: ,Mon Oct 19 10:00:00 CEST 2015, Event: ,T Ito v Vasilenko, Favorite: ,Tatsuma Ito, 3374118   size:4.32,Price: ,1.17,Alexander Vasilenko, 7658528   size:176.01,Price: ,6.0
1.121120225, Sport: ,Volleyball, Time: ,Mon Oct 19 12:00:00 CEST 2015, Time: ,Mon Oct 19 12:00:00 CEST 2015, Event: ,Ansan Rush&cash v Suwon Kepco, Favorite: ,Ansan Rush&cash, 10389008   size:3773.74,Price: ,1.01,Suwon Kepco, 10389011   size:3773.74,Price: ,1.01
1.121336801, Sport: ,Soccer, Time: ,Mon Oct 19 13:00:00 CEST 2015, Time: ,Mon Oct 19 13:00:00 CEST 2015, Event: ,MIKA FC II v Shirak FC II, Favorite: ,MIKA FC II, 7184087   size:4.03,Price: ,1.53,Shirak FC II, 7200044   size:2.12,Price: ,2.9,The Draw, 58805   size:4.64,Price: ,2.94
