1.121234436, Sport: ,Soccer, Time: ,Wed Oct 21 22:00:00 CEST 2015, Time: ,Wed Oct 21 22:00:00 CEST 2015, Event: ,Academia Puerto Cabello v UCV FC, Favorite: ,Academia Puerto Cabello, 10083750   size:3.52,Price: ,1.07,UCV FC, 10058063   size:3.52,Price: ,1.07,The Draw, 58805   size:8.15,Price: ,2.88,x
1.121369429, Sport: ,Tennis, Time: ,Wed Oct 21 12:00:00 CEST 2015, Time: ,Wed Oct 21 12:00:00 CEST 2015, Event: ,Millman v G Muller, Favorite: ,Gilles Muller, 2248579   size:326.4,Price: ,1.44,John Millman, 4415206   size:7.31,Price: ,3.15,ok
1.121234158, Sport: ,Soccer, Time: ,Wed Oct 21 20:30:00 CEST 2015, Time: ,Wed Oct 21 20:30:00 CEST 2015, Event: ,SD Logrones v ACD San Marcial, Favorite: ,SD Logrones, 6399685   size:3.52,Price: ,1.07,ACD San Marcial, 8344332   size:5.47,Price: ,1.07,The Draw, 58805   size:8.15,Price: ,2.88,ok
1.121330083, Sport: ,Tennis, Time: ,Wed Oct 21 11:06:00 CEST 2015, Time: ,Wed Oct 21 11:06:00 CEST 2015, Event: ,Khachanov v Marchenko, Favorite: ,Illya Marchenko, 3691700   size:1001.43,Price: ,1.18,Karen Khachanov, 7659623   size:115.09,Price: ,5.0,x
1.121227462, Sport: ,Ice Hockey, Time: ,Wed Oct 21 17:30:00 CEST 2015, Time: ,Wed Oct 21 17:30:00 CEST 2015, Event: ,Blues v Pelicans, Favorite: ,Blues, 66804   size:65.87,Price: ,2.14,Pelicans, 66425   size:104.98,Price: ,3.05,Tie, 60104   size:104.47,Price: ,4.1,x
1.121342343, Sport: ,Tennis, Time: ,Wed Oct 21 15:00:00 CEST 2015, Time: ,Wed Oct 21 15:00:00 CEST 2015, Event: ,Arends/Majchrowicz v Sijsling/Siljestrom, Favorite: ,Sijsling/Siljestrom, 8381104   size:9.62,Price: ,1.58,Arends/Majchrowicz, 10434608   size:2.55,Price: ,2.4,ok
1.121233109, Sport: ,Soccer, Time: ,Wed Oct 21 17:00:00 CEST 2015, Time: ,Wed Oct 21 17:00:00 CEST 2015, Event: ,FC Saburtalo U19 v FC Midtjylland U19, Favorite: ,FC Midtjylland U19, 6384347   size:10.59,Price: ,2.46,FC Saburtalo U19, 10317719   size:6.58,Price: ,2.7,The Draw, 58805   size:3.5,Price: ,4.1,ok
1.121342345, Sport: ,Tennis, Time: ,Wed Oct 21 17:00:00 CEST 2015, Time: ,Wed Oct 21 17:00:00 CEST 2015, Event: ,Boltz/Jacq v Jouan/Penaud, Favorite: ,Boltz/Jacq, 10434606   size:8.79,Price: ,1.63,Jouan/Penaud, 10434607   size:8.17,Price: ,2.04,ok
1.121350011, Sport: ,Tennis, Time: ,Thu Oct 22 01:00:00 CEST 2015, Time: ,Thu Oct 22 01:00:00 CEST 2015, Event: ,Kavcic/Zemlja v Ball/Brown, Favorite: ,Ball/Brown, 10409550   size:4.36,Price: ,1.41,Kavcic/Zemlja, 7025002   size:21.47,Price: ,2.06,ok
1.121262351, Sport: ,Handball, Time: ,Wed Oct 21 20:30:00 CEST 2015, Time: ,Wed Oct 21 20:30:00 CEST 2015, Event: ,Puente Genil v FC Barcelona, Favorite: ,FC Barcelona, 623982   size:0.0,Price: ,0.0,Puente Genil, 10194634   size:2.97,Price: ,1.02,Draw, 330157   size:2.64,Price: ,110.0,ok
1.121376241, Sport: ,Tennis, Time: ,Wed Oct 21 22:15:00 CEST 2015, Time: ,Wed Oct 21 22:15:00 CEST 2015, Event: ,Molteni/Trungelliti v Barrios Vera/Lama, Favorite: ,Molteni/Trungelliti, 9456604   size:6.19,Price: ,1.04,Barrios Vera/Lama, 10434914   size:6.19,Price: ,1.04,ok
1.121376122, Sport: ,Tennis, Time: ,Wed Oct 21 20:00:00 CEST 2015, Time: ,Wed Oct 21 20:00:00 CEST 2015, Event: ,A Krajicek v Michalicka, Favorite: ,Austin Krajicek, 3288367   size:2.55,Price: ,1.24,Marek Michalicka, 7048682   size:33.82,Price: ,4.4,ok
1.121237387, Sport: ,Ice Hockey, Time: ,Wed Oct 21 11:30:00 CEST 2015, Time: ,Wed Oct 21 11:30:00 CEST 2015, Event: ,Amur v Dinamo Minsk, Favorite: ,Amur, 2240061   size:75.0,Price: ,2.0,Dinamo Minsk, 3312412   size:8.16,Price: ,2.5,Tie, 60104   size:75.0,Price: ,3.05,ok
1.121350018, Sport: ,Tennis, Time: ,Wed Oct 21 23:00:00 CEST 2015, Time: ,Wed Oct 21 23:00:00 CEST 2015, Event: ,Buchanan/Krueger v Bester/Polansky, Favorite: ,Buchanan/Krueger, 10435762   size:3.04,Price: ,1.64,Bester/Polansky, 10029195   size:2.98,Price: ,1.68,x
1.121374985, Sport: ,Tennis, Time: ,Wed Oct 21 19:00:00 CEST 2015, Time: ,Wed Oct 21 19:00:00 CEST 2015, Event: ,Ilhan v Bautista Agut, Favorite: ,Roberto Bautista Agut, 4290403   size:1476.86,Price: ,1.16,Marsel Ilhan, 4147957   size:36.99,Price: ,6.6,ok
1.121355786, Sport: ,Soccer, Time: ,Wed Oct 21 17:00:00 CEST 2015, Time: ,Wed Oct 21 17:00:00 CEST 2015, Event: ,FK Dolgoprudny v FK Pskov 747, Favorite: ,FK Dolgoprudny, 6548116   size:3.57,Price: ,1.89,FK Pskov 747, 8,x
1.121234843, Sport: ,Soccer, Time: ,Thu Oct 22 00:00:00 CEST 2015, Time: ,Thu Oct 22 00:00:00 CEST 2015, Event: ,Atletico PR v Sportivo Luqueno, Favorite: ,Atletico PR, 442159   size:289.11,Price: ,1.46,Sportivo Luqueno, 2844791   size:138.09,Price: ,10.0,The Draw, 58805   size:6.52,Price: ,4.3,ok
1.121227472, Sport: ,Ice Hockey, Time: ,Wed Oct 21 17:30:00 CEST 2015, Time: ,Wed Oct 21 17:30:00 CEST 2015, Event: ,Tappara v Sport, Favorite: ,Tappara, 66427   size:92.0,Price: ,1.57,Sport, 275249   size:53.23,Price: ,4.9,Tie, 60104   size:67.9,Price: ,5.1,ok
1.121234324, Sport: ,Soccer, Time: ,Thu Oct 22 01:30:00 CEST 2015, Time: ,Thu Oct 22 01:30:00 CEST 2015, Event: ,Jacksonville Armada v Ottawa Fury, Favorite: ,Jacksonville Armada, 9212618   size:3.52,Price: ,1.07,Ottawa Fury, 8441973   size:10.0,Price: ,1.24,The Draw, 58805   size:20.0,Price: ,2.9,x
1.121358881, Sport: ,Soccer, Time: ,Wed Oct 21 15:45:00 CEST 2015, Time: ,Wed Oct 21 15:45:00 CEST 2015, Event: ,Al Ittihad (EGY) v Aswan FC, Favorite: ,Al Ittihad (EGY), 7023879   size:3.12,Price: ,1.97,Aswan FC, 10438158   size:67.27,Price: ,4.6,The Draw, 58805   size:17.88,Price: ,3.3,ok
1.121362346, Sport: ,Basketball, Time: ,Wed Oct 21 18:00:00 CEST 2015, Time: ,Wed Oct 21 18:00:00 CEST 2015, Event: ,Prievidza v Levice, Favorite: ,Prievidza, 6719644   size:4.11,Price: ,1.06,Levice, 6719593   size:5.72,Price: ,1.36,ok
1.121362345, Sport: ,Basketball, Time: ,Wed Oct 21 18:00:00 CEST 2015, Time: ,Wed Oct 21 18:00:00 CEST 2015, Event: ,Nova Ves v Inter Bratislava , Favorite: ,Inter Bratislava, 6719594   size:2.92,Price: ,1.02,Nova Ves, 6719643   size:5.72,Price: ,1.68,ok
1.121331624, Sport: ,Tennis, Time: ,Wed Oct 21 11:30:00 CEST 2015, Time: ,Wed Oct 21 11:30:00 CEST 2015, Event: ,Davydenko/Vatutin v Betov/Elgin, Favorite: ,Betov/Elgin, 8908427   size:92.77,Price: ,1.14,Davydenko/Vatutin, 9568070   size:3.05,Price: ,2.02,ok
1.121353873, Sport: ,Soccer, Time: ,Thu Oct 22 00:45:00 CEST 2015, Time: ,Thu Oct 22 00:45:00 CEST 2015, Event: ,Uni San Martin v Sport Loreto, Favorite: ,Uni San Martin, 2032055   size:19.29,Price: ,1.51,Sport Loreto, 9216261   size:13.29,Price: ,8.0,The Draw, 58805   size:3.88,Price: ,4.4,x
1.121237393, Sport: ,Ice Hockey, Time: ,Wed Oct 21 14:00:00 CEST 2015, Time: ,Wed Oct 21 14:00:00 CEST 2015, Event: ,Metallurg Nk v Severstal, Favorite: ,Severstal, 2560282   size:60.0,Price: ,2.32,Metallurg Nk, 3599244   size:5.0,Price: ,2.8,Tie, 60104   size:67.67,Price: ,4.1,x
1.121351056, Sport: ,Tennis, Time: ,Wed Oct 21 13:30:00 CEST 2015, Time: ,Wed Oct 21 13:30:00 CEST 2015, Event: ,Youzhny v Karatsev, Favorite: ,Mikhail Youzhny, 2263536   size:6121.47,Price: ,1.42,Aslan Karatsev, 7659748   size:664.36,Price: ,3.1,x
