1.121665245, Sport: ,Basketball, Time: ,Sun Nov 08 06:00:00 CET 2015, Time: ,Sun Nov 08 06:00:00 CET 2015, Event: ,Changwon Sakers v Busan Sonicboom, Favorite: ,Busan Sonicboom, 8941900   size:280.22,Price: ,1.15,Changwon Sakers, 10276571   size:247.25,Price: ,1.17,ok
1.121665244, Sport: ,Basketball, Time: ,Sat Nov 07 19:00:00 CET 2015, Time: ,Sat Nov 07 19:00:00 CET 2015, Event: ,Subotica v Napredak Rubin, Favorite: ,Subotica, 9203833   size:2.55,Price: ,1.42,Napredak Rubin, 7735779   size:25.0,Price: ,3.0,ok
1.121579804, Sport: ,Soccer, Time: ,Sun Nov 08 05:00:00 CET 2015, Time: ,Sun Nov 08 05:00:00 CET 2015, Event: ,Jef Utd Chiba v Tokyo-V, Favorite: ,Jef Utd Chiba, 5021203   size:125.62,Price: ,2.28,Tokyo-V, 263080   size:78.62,Price: ,3.5,The Draw, 58805   size:8.96,Price: ,3.4,ok
1.121554867, Sport: ,Soccer, Time: ,Sun Nov 08 00:30:00 CET 2015, Time: ,Sun Nov 08 00:30:00 CET 2015, Event: ,Deportivo Anzoategui v Zamora, Favorite: ,Deportivo Anzoategui, 3636185   size:10.22,Price: ,2.4,Zamora, 565025   size:2.79,Price: ,3.15,The Draw, 58805   size:6.91,Price: ,3.4,x
1.121707091, Sport: ,Soccer, Time: ,Sun Nov 08 03:00:00 CET 2015, Time: ,Sun Nov 08 03:00:00 CET 2015, Event: ,Walter Ferreti v Diriangen FC, Favorite: ,Walter Ferreti, 9461738   size:14.89,Price: ,1.02,Diriangen FC, 9038383   size:14.89,Price: ,1.02,The Draw, 58805   size:7.58,Price: ,2.32,ok
1.121548862, Sport: ,Soccer, Time: ,Sun Nov 08 00:00:00 CET 2015, Time: ,Sun Nov 08 00:00:00 CET 2015, Event: ,Fluminense v Chapecoense, Favorite: ,Fluminense, 198133   size:250.74,Price: ,2.0,Chapecoense, 2909511   size:52.41,Price: ,4.7,The Draw, 58805   size:105.92,Price: ,3.4,x
1.121640628, Sport: ,Soccer, Time: ,Sat Nov 07 19:30:00 CET 2015, Time: ,Sat Nov 07 19:30:00 CET 2015, Event: ,Defensa y Justicia v Godoy Cruz, Favorite: ,Defensa y Justicia, 5178272   size:35.81,Price: ,1.98,Godoy Cruz, 1551296   size:5.05,Price: ,4.8,The Draw, 58805   size:297.0,Price: ,3.45,x
1.121582773, Sport: ,Soccer, Time: ,Sun Nov 08 05:00:00 CET 2015, Time: ,Sun Nov 08 05:00:00 CET 2015, Event: ,Nara Club v Kagoshima United FC, Favorite: ,Nara Club, 4233883   size:4.25,Price: ,1.07,Kagoshima United FC, 8874156   size:4.25,Price: ,1.07,The Draw, 58805   size:2.8,Price: ,1.25,x
1.121624138, Sport: ,American Football, Time: ,Sun Nov 08 01:00:00 CET 2015, Time: ,Sun Nov 08 01:00:00 CET 2015, Event: ,Iowa State Cyclones @ Oklahoma Sooners, Favorite: ,Oklahoma Sooners, 7773233   size:2500.0,Price: ,1.04,Iowa State Cyclones, 7774801   size:25.13,Price: ,15.5,ok
1.121559192, Sport: ,Volleyball, Time: ,Sat Nov 07 19:00:00 CET 2015, Time: ,Sat Nov 07 19:00:00 CET 2015, Event: ,Ace Gran Canaria v Textil Santanderina, Favorite: ,ACE Gran Canaria, 10256873   size:1463.23,Price: ,1.31,Textil Santanderina, 10256875   size:210.97,Price: ,3.15,ok
1.121559194, Sport: ,Volleyball, Time: ,Sat Nov 07 19:00:00 CET 2015, Time: ,Sat Nov 07 19:00:00 CET 2015, Event: ,Unicaja Almeria v A.d. Caceres VB, Favorite: ,Unicaja Almeria, 4369615   size:3.75,Price: ,1.02,A.D. Caceres Vb, 10256874   size:18.42,Price: ,15.0,ok
1.121572617, Sport: ,Basketball, Time: ,Sun Nov 08 01:35:00 CET 2015, Time: ,Sun Nov 08 01:35:00 CET 2015, Event: ,Washington @ Atlanta, Favorite: ,Atlanta, 13114   size:3.22,Price: ,1.57,Washington, 13105   size:56.08,Price: ,2.66,ok
1.121624135, Sport: ,American Football, Time: ,Sun Nov 08 01:00:00 CET 2015, Time: ,Sun Nov 08 01:00:00 CET 2015, Event: ,Navy Midshipmen @ Memphis Tigers, Favorite: ,Memphis Tigers, 7774891   size:3.11,Price: ,1.28,Navy Midshipmen, 7759197   size:2.74,Price: ,4.2,x
1.121680767, Sport: ,Soccer, Time: ,Sat Nov 07 19:00:00 CET 2015, Time: ,Sat Nov 07 19:00:00 CET 2015, Event: ,Flamengo U20 v Corinthians U20, Favorite: ,Flamengo U20, 6006854   size:138.7,Price: ,1.06,Corinthians U20, 5187056   size:138.7,Price: ,1.06,The Draw, 58805   size:2.8,Price: ,1.25,x
1.121626552, Sport: ,Soccer, Time: ,Sat Nov 07 23:00:00 CET 2015, Time: ,Sat Nov 07 23:00:00 CET 2015, Event: ,Santa Fe v Atletico Nacional, Favorite: ,Atletico Nacional, 478920   size:5.0,Price: ,2.54,Santa Fe, 4908158   size:18.91,Price: ,3.1,The Draw, 58805   size:7.48,Price: ,3.3,x
1.121665243, Sport: ,Basketball, Time: ,Sat Nov 07 20:00:00 CET 2015, Time: ,Sat Nov 07 20:00:00 CET 2015, Event: ,Vichy-Clermont v Orchies, Favorite: ,Vichy-Clermont, 10445746   size:2.55,Price: ,1.66,Orchies, 7615255   size:2.55,Price: ,2.34,ok
1.121542525, Sport: ,Soccer, Time: ,Sat Nov 07 20:30:00 CET 2015, Time: ,Sat Nov 07 20:30:00 CET 2015, Event: ,Rayo Vallecano v Granada, Favorite: ,Rayo Vallecano, 10779   size:70.2,Price: ,1.95,Granada, 2255452   size:593.67,Price: ,4.3,The Draw, 58805   size:139.64,Price: ,3.85,ok
1.121665242, Sport: ,Basketball, Time: ,Sat Nov 07 20:00:00 CET 2015, Time: ,Sat Nov 07 20:00:00 CET 2015, Event: ,Provence v Le Portel, Favorite: ,Provence, 8874536   size:2.55,Price: ,1.8,Le Portel, 6719000   size:2.55,Price: ,1.86,ok
1.121559196, Sport: ,Volleyball, Time: ,Sat Nov 07 19:00:00 CET 2015, Time: ,Sat Nov 07 19:00:00 CET 2015, Event: ,Ushuaia Ibiza v CV Mediterraneo de Cast, Favorite: ,Ushuaia Ibiza, 6742606   size:2864.46,Price: ,1.09,CV Mediterraneo de Cast, 10256895   size:53.71,Price: ,5.8,ok
1.121664150, Sport: ,Darts, Time: ,Sat Nov 07 21:30:00 CET 2015, Time: ,Sat Nov 07 21:30:00 CET 2015, Event: ,Dave Chisnall v Mervyn King, Favorite: ,Dave Chisnall, 3535216   size:2.79,Price: ,1.53,Mervyn King, 2414379   size:5.0,Price: ,2.82,ok
1.121716372, Sport: ,Tennis, Time: ,Sun Nov 08 04:00:00 CET 2015, Time: ,Sun Nov 08 04:00:00 CET 2015, Event: ,Tanuma v Young  Kim, Favorite: ,Young Seok Kim, 8506200   size:2.64,Price: ,1.5,Ryota Tanuma, 9630765   size:71.82,Price: ,2.22,ok
1.121690676, Sport: ,Soccer, Time: ,Sat Nov 07 21:00:00 CET 2015, Time: ,Sat Nov 07 21:00:00 CET 2015, Event: ,La Serena v Cobreloa, Favorite: ,Cobreloa, 328700   size:8.0,Price: ,1.93,La Serena, 5129868   size:8.0,Price: ,2.22,The Draw, 58805   size:24.0,Price: ,2.78,x
