1.119637946, Sport: ,Soccer, Time: ,Sat Aug 01 01:30:00 CEST 2015, Time: ,Sat Aug 01 01:30:00 CEST 2015, Event: ,Jacksonville Armada v Minnesota Utd, Favorite: ,Minnesota Utd, 7533070   size:4.71,Price: ,2.58,Jacksonville Armada, 9212618   size:4.67,Price: ,2.68,The Draw, 58805   size:2.03,Price: ,3.35,x
1.119633743, Sport: ,Soccer, Time: ,Fri Jul 31 20:45:00 CEST 2015, Time: ,Fri Jul 31 20:45:00 CEST 2015, Event: ,Shelbourne v Wexford Youths, Favorite: ,Shelbourne, 46928   size:387.0,Price: ,2.5,Wexford Youths, 2325018   size:329.0,Price: ,2.98,The Draw, 58805   size:115.47,Price: ,3.6,x
1.119699076, Sport: ,Basketball, Time: ,Sat Aug 01 02:00:00 CEST 2015, Time: ,Sat Aug 01 02:00:00 CEST 2015, Event: ,Washington @ San Antonio, Favorite: ,Washington, 13105   size:2.78,Price: ,1.85,San Antonio, 13121   size:660.99,Price: ,2.1,ok
1.119635283, Sport: ,Soccer, Time: ,Sat Aug 01 00:00:00 CEST 2015, Time: ,Sat Aug 01 00:00:00 CEST 2015, Event: ,Boa v Criciuma, Favorite: ,Boa, 5900070   size:48.74,Price: ,2.28,The Draw, 58805   size:390.88,Price: ,3.15,Criciuma, 356589   size:2.35,Price: ,3.95,x
1.119698983, Sport: ,Basketball, Time: ,Sat Aug 01 01:00:00 CEST 2015, Time: ,Sat Aug 01 01:00:00 CEST 2015, Event: ,Seattle @ Connecticut, Favorite: ,Connecticut, 332194   size:10.9,Price: ,1.32,Seattle, 13130   size:5.0,Price: ,3.75,ok
1.119698105, Sport: ,Baseball, Time: ,Sat Aug 01 02:10:00 CEST 2015, Time: ,Sat Aug 01 02:10:00 CEST 2015, Event: ,CHC @ MIL, Favorite: ,Chicago Cubs (J Hammel), 8450037   size:310.71,Price: ,1.82,Milwaukee (T Jungmann), 9573008   size:877.01,Price: ,2.1,ok
1.119633463, Sport: ,Soccer, Time: ,Fri Jul 31 20:45:00 CEST 2015, Time: ,Fri Jul 31 20:45:00 CEST 2015, Event: ,Derry v Longford, Favorite: ,Derry, 184326   size:362.27,Price: ,2.06,The Draw, 58805   size:4.26,Price: ,3.55,Longford, 184330   size:74.47,Price: ,4.1,ok
1.119784780, Sport: ,Tennis, Time: ,Fri Jul 31 20:45:00 CEST 2015, Time: ,Fri Jul 31 20:45:00 CEST 2015, Event: ,Beck/Siegemund v Irigoyen/Kania, Favorite: ,Beck/Siegemund, 10080574   size:181.77,Price: ,1.59,Irigoyen/Kania, 10080585   size:2.84,Price: ,2.22,ok
1.119633813, Sport: ,Soccer, Time: ,Fri Jul 31 21:00:00 CEST 2015, Time: ,Fri Jul 31 21:00:00 CEST 2015, Event: ,Finn Harps v Athlone, Favorite: ,Finn Harps, 385761   size:40.53,Price: ,1.83,The Draw, 58805   size:40.28,Price: ,3.75,Athlone, 385758   size:37.67,Price: ,5.0,x
1.119684423, Sport: ,Rugby League, Time: ,Fri Jul 31 21:00:00 CEST 2015, Time: ,Fri Jul 31 21:00:00 CEST 2015, Event: ,Leeds v St Helens, Favorite: ,Leeds, 39514   size:226.08,Price: ,1.63,St Helens, 22831   size:62.46,Price: ,2.82,Draw, 11126   size:74.94,Price: ,23.0,ok
1.119749829, Sport: ,Soccer, Time: ,Fri Jul 31 20:45:00 CEST 2015, Time: ,Fri Jul 31 20:45:00 CEST 2015, Event: ,Fleetwood Town v Getafe, Favorite: ,Getafe, 248010   size:31.84,Price: ,2.12,The Draw, 58805   size:20.08,Price: ,3.65,Fleetwood Town, 3396710   size:142.01,Price: ,3.75,x
1.119633533, Sport: ,Soccer, Time: ,Fri Jul 31 20:45:00 CEST 2015, Time: ,Fri Jul 31 20:45:00 CEST 2015, Event: ,Bray v Dundalk, Favorite: ,Dundalk, 198746   size:650.46,Price: ,1.32,The Draw, 58805   size:86.14,Price: ,5.9,Bray, 184327   size:88.84,Price: ,12.0,ok
1.119698073, Sport: ,Baseball, Time: ,Sat Aug 01 02:05:00 CEST 2015, Time: ,Sat Aug 01 02:05:00 CEST 2015, Event: ,SF @ TEX, Favorite: ,San Francisco (M Bumgarner), 4171027   size:539.18,Price: ,1.57,Texas (N Martinez), 8443034   size:121.91,Price: ,2.64,x
1.119698033, Sport: ,Baseball, Time: ,Sat Aug 01 01:10:00 CEST 2015, Time: ,Sat Aug 01 01:10:00 CEST 2015, Event: ,TB @ BOS, Favorite: ,Boston (E Rodriguez), 9531865   size:540.0,Price: ,1.87,Tampa Bay (E Ramirez), 9402383   size:111.57,Price: ,2.06,ok
1.119784930, Sport: ,Tennis, Time: ,Fri Jul 31 21:30:00 CEST 2015, Time: ,Fri Jul 31 21:30:00 CEST 2015, Event: ,Fratangelo v Y Bhambri, Favorite: ,Yuki Bhambri, 3772081   size:16.65,Price: ,1.67,Bjorn Fratangelo, 7593723   size:77.13,Price: ,2.42,x
1.119633253, Sport: ,Soccer, Time: ,Fri Jul 31 20:45:00 CEST 2015, Time: ,Fri Jul 31 20:45:00 CEST 2015, Event: ,St Patricks v Galway Utd, Favorite: ,St Patricks, 364471   size:1385.37,Price: ,1.25,The Draw, 58805   size:102.46,Price: ,7.0,Galway Utd, 318841   size:142.68,Price: ,15.5,ok
1.119749151, Sport: ,Soccer, Time: ,Fri Jul 31 20:45:00 CEST 2015, Time: ,Fri Jul 31 20:45:00 CEST 2015, Event: ,Lorca Deportiva CF v Murcia, Favorite: ,Murcia, 68244   size:3.89,Price: ,1.63,The Draw, 58805   size:4.41,Price: ,4.1,Lorca Deportiva CF, 9970077   size:4.71,Price: ,5.0,ok
1.119697985, Sport: ,Baseball, Time: ,Sat Aug 01 01:05:00 CEST 2015, Time: ,Sat Aug 01 01:05:00 CEST 2015, Event: ,DET @ BAL, Favorite: ,Baltimore (W Chen), 6298659   size:407.73,Price: ,1.61,Detroit (B Farmer), 8770569   size:76.36,Price: ,2.58,ok
1.119753777, Sport: ,Tennis, Time: ,Sat Aug 01 02:00:00 CEST 2015, Time: ,Sat Aug 01 02:00:00 CEST 2015, Event: ,G Muller v Soeda, Favorite: ,Gilles Muller, 2248579   size:1612.57,Price: ,1.23,Go Soeda, 2249835   size:17.67,Price: ,5.1,ok
1.119784404, Sport: ,Tennis, Time: ,Sat Aug 01 01:00:00 CEST 2015, Time: ,Sat Aug 01 01:00:00 CEST 2015, Event: ,S Crawford v Brady, Favorite: ,Jennifer Brady, 8784966   size:194.09,Price: ,1.54,Samantha Crawford, 6603928   size:2.54,Price: ,2.5,x
1.119633323, Sport: ,Soccer, Time: ,Fri Jul 31 21:00:00 CEST 2015, Time: ,Fri Jul 31 21:00:00 CEST 2015, Event: ,Cork City v Bohemians, Favorite: ,Cork City, 298594   size:293.4,Price: ,1.56,The Draw, 58805   size:71.4,Price: ,4.2,Bohemians, 3814   size:100.6,Price: ,7.6,ok
1.119698161, Sport: ,Baseball, Time: ,Sat Aug 01 03:35:00 CEST 2015, Time: ,Sat Aug 01 03:35:00 CEST 2015, Event: ,CLE @ OAK, Favorite: ,Cleveland (D Salazar), 7423005   size:105.95,Price: ,1.77,Oakland (K Graveman), 9385645   size:115.0,Price: ,2.24,ok
1.119638739, Sport: ,Soccer, Time: ,Sat Aug 01 02:00:00 CEST 2015, Time: ,Sat Aug 01 02:00:00 CEST 2015, Event: ,Oklahoma City Energy v Arizona Utd, Favorite: ,Oklahoma City Energy, 9587744   size:3.83,Price: ,1.66,The Draw, 58805   size:5.0,Price: ,3.95,Arizona Utd, 8602617   size:6.53,Price: ,4.5,ok
1.119698121, Sport: ,Baseball, Time: ,Sat Aug 01 02:10:00 CEST 2015, Time: ,Sat Aug 01 02:10:00 CEST 2015, Event: ,SEA @ MIN, Favorite: ,Minnesota (T Milone), 8767527   size:462.0,Price: ,1.9,Seattle (T Walker), 7617352   size:269.44,Price: ,2.02,x
1.119698001, Sport: ,Baseball, Time: ,Sat Aug 01 01:07:00 CEST 2015, Time: ,Sat Aug 01 01:07:00 CEST 2015, Event: ,KC @ TOR, Favorite: ,Kansas City (J Cueto), 10096750   size:102.49,Price: ,1.94,Toronto (D Hutchison), 6325405   size:27.76,Price: ,2.04,x
