1.121622916, Sport: ,Basketball, Time: ,Wed Nov 04 19:00:00 CET 2015, Time: ,Wed Nov 04 19:00:00 CET 2015, Event: ,KK Sigal Prishtina v Astana, Favorite: ,Astana, 5877769   size:2.55,Price: ,1.52,KK Sigal Prishtina, 9063473   size:48.63,Price: ,2.7,x
1.121634461, Sport: ,Soccer, Time: ,Wed Nov 04 20:30:00 CET 2015, Time: ,Wed Nov 04 20:30:00 CET 2015, Event: ,Pistoiese v Pisa, Favorite: ,Pisa, 501200   size:18.4,Price: ,2.42,Pistoiese, 60309   size:4.54,Price: ,3.2,The Draw, 58805   size:3.06,Price: ,3.4,ok
1.121633131, Sport: ,Soccer, Time: ,Wed Nov 04 20:15:00 CET 2015, Time: ,Wed Nov 04 20:15:00 CET 2015, Event: ,Pembroke Athleta (W) v Raiders Luxol FC (W), Favorite: ,Pembroke Athleta (W), 10487222   size:11.05,Price: ,1.12,Raiders Luxol FC (W), 10459316   size:11.05,Price: ,1.12,The Draw, 58805   size:11.05,Price: ,3.0,x
1.121648745, Sport: ,Tennis, Time: ,Wed Nov 04 23:45:00 CET 2015, Time: ,Wed Nov 04 23:45:00 CET 2015, Event: ,Smethurst/Walsh v O'hare/Salisbury, Favorite: ,Smethurst/Walsh, 10484185   size:5.98,Price: ,1.82,O'hare/Salisbury, 8287125   size:5.98,Price: ,1.82,x
1.121622912, Sport: ,Basketball, Time: ,Wed Nov 04 20:30:00 CET 2015, Time: ,Wed Nov 04 20:30:00 CET 2015, Event: ,KK Kumanovo v KTP Basket, Favorite: ,KK Kumanovo, 9029077   size:250.0,Price: ,1.3,KTP Basket, 7976086   size:2.55,Price: ,3.85,ok
1.121648749, Sport: ,Tennis, Time: ,Wed Nov 04 22:30:00 CET 2015, Time: ,Wed Nov 04 22:30:00 CET 2015, Event: ,Schwartzman v De Novak, Favorite: ,Diego Schwartzman, 8736474   size:2.55,Price: ,1.18,Dennis Novak, 7335936   size:2.55,Price: ,5.7,ok
1.121618775, Sport: ,Tennis, Time: ,Thu Nov 05 02:00:00 CET 2015, Time: ,Thu Nov 05 02:00:00 CET 2015, Event: ,Gomez/Quiroz v Elias/Neis, Favorite: ,Elias/Neis, 10484019   size:3.33,Price: ,1.5,Gomez/Quiroz, 7659542   size:8.12,Price: ,2.34,ok
1.121618655, Sport: ,Basketball, Time: ,Wed Nov 04 18:00:00 CET 2015, Time: ,Wed Nov 04 18:00:00 CET 2015, Event: ,Jurmala v BC Barsy Atyrau, Favorite: ,BC Barsy Atyrau, 10435550   size:400.0,Price: ,1.04,Jurmala, 8916815   size:8.0,Price: ,12.5,ok
1.121516062, Sport: ,Soccer, Time: ,Wed Nov 04 18:00:00 CET 2015, Time: ,Wed Nov 04 18:00:00 CET 2015, Event: ,Olympiakos U19 v Dinamo Zagreb U19, Favorite: ,Dinamo Zagreb U19, 10262071   size:58.0,Price: ,1.34,Olympiakos U19, 6569318   size:5.67,Price: ,8.4,The Draw, 58805   size:7.04,Price: ,6.4,ok
1.121383342, Sport: ,Soccer, Time: ,Wed Nov 04 20:45:00 CET 2015, Time: ,Wed Nov 04 20:45:00 CET 2015, Event: ,Barcelona v BATE Borisov, Favorite: ,Barcelona, 55270   size:302050.74,Price: ,1.1,BATE Borisov, 46949   size:15.78,Price: ,40.0,The Draw, 58805   size:108.09,Price: ,13.5,ok
1.121636510, Sport: ,Tennis, Time: ,Wed Nov 04 18:45:00 CET 2015, Time: ,Wed Nov 04 18:45:00 CET 2015, Event: ,Bagnis v Dzumhur, Favorite: ,Damir Dzumhur, 7414058   size:101.32,Price: ,1.56,Facundo Bagnis, 4520808   size:2.83,Price: ,2.72,x
1.121622929, Sport: ,Basketball, Time: ,Wed Nov 04 18:30:00 CET 2015, Time: ,Wed Nov 04 18:30:00 CET 2015, Event: ,Nymburk v Bakken, Favorite: ,Nymburk, 2586030   size:2.83,Price: ,1.02,Bakken, 7224123   size:2.08,Price: ,1.12,x
1.121646951, Sport: ,Soccer, Time: ,Thu Nov 05 03:00:00 CET 2015, Time: ,Thu Nov 05 03:00:00 CET 2015, Event: ,Deportivo Saprissa v UCR, Favorite: ,Deportivo Saprissa, 1328422   size:2.55,Price: ,1.41,UCR, 10106049   size:5.84,Price: ,7.6,The Draw, 58805   size:11.99,Price: ,4.6,ok
1.121622920, Sport: ,Basketball, Time: ,Wed Nov 04 19:00:00 CET 2015, Time: ,Wed Nov 04 19:00:00 CET 2015, Event: ,Lukoil Academic v Kalev Cramo, Favorite: ,Lukoil Academic, 677801   size:2.55,Price: ,1.63,Kalev Cramo, 6007950   size:54.0,Price: ,2.38,ok
1.121572719, Sport: ,Basketball, Time: ,Thu Nov 05 02:05:00 CET 2015, Time: ,Thu Nov 05 02:05:00 CET 2015, Event: ,Toronto @ Oklahoma City, Favorite: ,Oklahoma City, 3363394   size:357.27,Price: ,1.26,Toronto, 13113   size:5.0,Price: ,4.7,x
