1.122464594, Sport: ,Tennis, Time: ,Tue Jan 05 18:45:00 CET 2016, Time: ,Tue Jan 05 18:45:00 CET 2016, Event: ,H Casanova v Lipovsek Puches, Favorite: ,Tomas Lipovsek Puches, 8174492   size:5.0,Price: ,1.74,Hernan Casanova, 9042437   size:5.0,Price: ,2.12,x
1.122472895, Sport: ,Tennis, Time: ,Wed Jan 06 02:00:00 CET 2016, Time: ,Wed Jan 06 02:00:00 CET 2016, Event: ,Benneteau/Roger-Vasseli v Janvier/Marterer, Favorite: ,Benneteau/Roger-Vasseli, 8969293   size:9.24,Price: ,1.06,Janvier/Marterer, 10684465   size:9.24,Price: ,1.06,ok
1.122406904, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Prescot Cables FC v Tranmere Rovers FC B, Favorite: ,Prescot Cables FC, 7928818   size:3.69,Price: ,1.16,Tranmere Rovers FC B, 9147065   size:3.69,Price: ,1.16,The Draw, 58805   size:16.32,Price: ,2.88,x
1.122406227, Sport: ,Ice Hockey, Time: ,Tue Jan 05 17:30:00 CET 2016, Time: ,Tue Jan 05 17:30:00 CET 2016, Event: ,HPK v JYP, Favorite: ,JYP, 66423   size:5.12,Price: ,2.24,HPK, 66424   size:5.0,Price: ,2.9,Tie, 60104   size:58.41,Price: ,4.3,x
1.122463944, Sport: ,Soccer, Time: ,Tue Jan 05 17:00:00 CET 2016, Time: ,Tue Jan 05 17:00:00 CET 2016, Event: ,CA Juventus U20 v Sao Caetano U20, Favorite: ,Sao Caetano U20, 9465221   size:3.57,Price: ,1.81,CA Juventus U20, 7328234   size:3.86,Price: ,3.95,The Draw, 58805   size:6.65,Price: ,3.9,x
1.122461638, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Brightlingsea Regent FC v Waltham Abbey FC, Favorite: ,Brightlingsea Regent FC, 9145441   size:2.55,Price: ,1.52,Waltham Abbey FC, 8354492   size:19.41,Price: ,4.7,The Draw, 58805   size:25.13,Price: ,3.85,ok
1.122406222, Sport: ,Ice Hockey, Time: ,Tue Jan 05 17:30:00 CET 2016, Time: ,Tue Jan 05 17:30:00 CET 2016, Event: ,Blues v KooKoo, Favorite: ,Blues, 66804   size:5.62,Price: ,2.28,KooKoo, 272751   size:5.62,Price: ,2.84,Tie, 60104   size:109.0,Price: ,4.0,x
1.122405377, Sport: ,Basketball, Time: ,Tue Jan 05 08:00:00 CET 2016, Time: ,Tue Jan 05 08:00:00 CET 2016, Event: ,Oklahoma @ Kansas, Favorite: ,Kansas, 29837   size:0.0,Price: ,0.0,Oklahoma, 332191   size:7.3,Price: ,140.0,ok
1.122459687, Sport: ,Basketball, Time: ,Wed Jan 06 02:05:00 CET 2016, Time: ,Wed Jan 06 02:05:00 CET 2016, Event: ,New York @ Atlanta, Favorite: ,Atlanta, 13114   size:2.55,Price: ,1.27,New York, 13106   size:2.55,Price: ,2.14,x
1.122313393, Sport: ,Ice Hockey, Time: ,Wed Jan 06 01:05:00 CET 2016, Time: ,Wed Jan 06 01:05:00 CET 2016, Event: ,Washington @ Boston, Favorite: ,Washington, 2109756   size:3.33,Price: ,2.4,Boston, 2112316   size:2.65,Price: ,2.44,Tie, 60104   size:7.73,Price: ,3.7,ok
1.122450758, Sport: ,Tennis, Time: ,Tue Jan 05 07:30:00 CET 2016, Time: ,Tue Jan 05 07:30:00 CET 2016, Event: ,Bouchard v Vekic, Favorite: ,Eugenie Bouchard, 5704759   size:1467.2,Price: ,1.49,Donna Vekic, 6603944   size:7.03,Price: ,2.9,ok
1.122452934, Sport: ,Tennis, Time: ,Tue Jan 05 13:30:00 CET 2016, Time: ,Tue Jan 05 13:30:00 CET 2016, Event: ,Petzschner/Peya v Zayed/Zayid, Favorite: ,Petzschner/Peya, 3155551   size:28.23,Price: ,1.03,Zayed/Zayid, 10682721   size:8.31,Price: ,15.5,ok
1.122463277, Sport: ,Soccer, Time: ,Tue Jan 05 19:00:00 CET 2016, Time: ,Tue Jan 05 19:00:00 CET 2016, Event: ,Sabia FC Caxias U20 v Bahia Salvador U20, Favorite: ,Bahia Salvador U20, 6846709   size:2.59,Price: ,1.16,Sabia FC Caxias U20, 10681063   size:5.12,Price: ,11.0,The Draw, 58805   size:6.08,Price: ,5.8,ok
1.122462188, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Three Bridges FC v Eastbourne, Favorite: ,Eastbourne, 1034120   size:25.87,Price: ,1.45,Three Bridges FC, 8205407   size:9.24,Price: ,4.1,The Draw, 58805   size:9.24,Price: ,4.1,x
1.122462980, Sport: ,Soccer, Time: ,Tue Jan 05 17:00:00 CET 2016, Time: ,Tue Jan 05 17:00:00 CET 2016, Event: ,SC Atibaia U20 v Ass Portuguesa U20, Favorite: ,SC Atibaia U20, 10251776   size:2.55,Price: ,1.83,Ass Portuguesa U20, 7279672   size:2.55,Price: ,1.89,The Draw, 58805   size:6.0,Price: ,3.15,x
1.122473199, Sport: ,Tennis, Time: ,Wed Jan 06 05:00:00 CET 2016, Time: ,Wed Jan 06 05:00:00 CET 2016, Event: ,Xu/Zheng v Gibbs/Riske, Favorite: ,Xu/Zheng, 8871269   size:4.58,Price: ,1.41,Gibbs/Riske, 8767499   size:2.41,Price: ,2.68,ok
1.122433161, Sport: ,Basketball, Time: ,Tue Jan 05 20:00:00 CET 2016, Time: ,Tue Jan 05 20:00:00 CET 2016, Event: ,Ludwigsburg v Zielona Gora, Favorite: ,Ludwigsburg, 689542   size:8.55,Price: ,1.47,Zielona Gora, 6703617   size:11.99,Price: ,2.8,x
