1.122818089, Sport: ,Soccer, Time: ,Mon Feb 01 17:00:00 CET 2016, Time: ,Mon Feb 01 17:00:00 CET 2016, Event: ,Basaksehir v Tepecikspor, Favorite: ,Basaksehir, 10071088   size:2.55,Price: ,1.37,Tepecikspor, 6641628   size:2.78,Price: ,6.2,The Draw, 58805   size:2.55,Price: ,5.1
1.122822341, Sport: ,Soccer, Time: ,Tue Feb 02 00:30:00 CET 2016, Time: ,Tue Feb 02 00:30:00 CET 2016, Event: ,Curico Unido v Deportes Temuco, Favorite: ,Curico Unido, 5429246   size:3.68,Price: ,1.2,Deportes Temuco, 5649151   size:3.68,Price: ,1.2,The Draw, 58805   size:15.77,Price: ,2.88
1.122835537, Sport: ,Soccer, Time: ,Mon Feb 01 12:15:00 CET 2016, Time: ,Mon Feb 01 12:15:00 CET 2016, Event: ,FK Jelgava v Skonto FC, Favorite: ,Skonto FC, 9306438   size:2.56,Price: ,1.75,FK Jelgava, 4837310   size:4.02,Price: ,3.4,The Draw, 58805   size:20.35,Price: ,3.75,x
1.122710551, Sport: ,Soccer, Time: ,Mon Feb 01 18:30:00 CET 2016, Time: ,Mon Feb 01 18:30:00 CET 2016, Event: ,Jong Graafschap v Almere City U23, Favorite: ,Almere City U23, 10140536   size:65.73,Price: ,1.54,Jong Graafschap, 6249595   size:19.32,Price: ,4.4,The Draw, 58805   size:22.26,Price: ,3.95
1.122834129, Sport: ,Tennis, Time: ,Mon Feb 01 21:15:00 CET 2016, Time: ,Mon Feb 01 21:15:00 CET 2016, Event: ,Rublev v D Evans, Favorite: ,Daniel Evans, 3103121   size:2.69,Price: ,1.71,Andrey Rublev, 7797771   size:180.75,Price: ,2.18
1.122710670, Sport: ,Soccer, Time: ,Mon Feb 01 14:00:00 CET 2016, Time: ,Mon Feb 01 14:00:00 CET 2016, Event: ,Leeds U21 v Coventry U21, Favorite: ,Leeds U21, 6867657   size:6.14,Price: ,1.09,Coventry U21, 6812039   size:6.14,Price: ,1.09,The Draw, 58805   size:15.77,Price: ,2.88
1.122833279, Sport: ,Tennis, Time: ,Mon Feb 01 14:30:00 CET 2016, Time: ,Mon Feb 01 14:30:00 CET 2016, Event: ,Marach/Martin v Coric/Sancic, Favorite: ,Marach/Martin, 10682281   size:5.86,Price: ,1.31,Coric/Sancic, 10773283   size:3.96,Price: ,3.2
1.122834127, Sport: ,Tennis, Time: ,Mon Feb 01 21:15:00 CET 2016, Time: ,Mon Feb 01 21:15:00 CET 2016, Event: ,B Becker v Andersen, Favorite: ,Benjamin Becker, 2249398   size:2.55,Price: ,1.09,Jean Andersen, 8260756   size:5.77,Price: ,7.8
1.122829770, Sport: ,Basketball, Time: ,Mon Feb 01 17:00:00 CET 2016, Time: ,Mon Feb 01 17:00:00 CET 2016, Event: ,Torku Konyaspor Basket v Anadolu Efes, Favorite: ,Anadolu Efes, 5832279   size:2.55,Price: ,1.21,Torku Konyaspor Basket, 9145650   size:7.74,Price: ,4.9
1.122817507, Sport: ,Ice Hockey, Time: ,Mon Feb 01 20:30:00 CET 2016, Time: ,Mon Feb 01 20:30:00 CET 2016, Event: ,Aalborg Pirates v Rodovre Mighty Bulls, Favorite: ,Aalborg Pirates, 6672025   size:8.93,Price: ,2.38,Rodovre Mighty Bulls, 2584385   size:180.75,Price: ,2.52,Tie, 60104   size:146.06,Price: ,4.6
1.122817305, Sport: ,Ice Hockey, Time: ,Mon Feb 01 17:30:00 CET 2016, Time: ,Mon Feb 01 17:30:00 CET 2016, Event: ,Severstal Cherepovec v HC Dinamo Riga, Favorite: ,Severstal Cherepovec, 1252388   size:68.0,Price: ,2.32,HC Dinamo Riga, 10698099   size:55.0,Price: ,2.74,Tie, 60104   size:68.0,Price: ,4.0
