1.121105704, Sport: ,Tennis, Time: ,Wed Oct 07 14:00:00 CEST 2015, Time: ,Wed Oct 07 14:00:00 CEST 2015, Event: ,P Mathieu v Arnaboldi, Favorite: ,Paul-Henri Mathieu, 8259186   size:18.77,Price: ,1.27,Andrea Arnaboldi, 7593283   size:6.99,Price: ,4.1,x
1.121106913, Sport: ,Tennis, Time: ,Wed Oct 07 14:00:00 CEST 2015, Time: ,Wed Oct 07 14:00:00 CEST 2015, Event: ,K De Schepper v Gombos, Favorite: ,Kenny De Schepper, 5617034   size:180.45,Price: ,1.58,Norbert Gombos, 8173023   size:22.68,Price: ,2.6,ok
1.121089522, Sport: ,Soccer, Time: ,Wed Oct 07 14:30:00 CEST 2015, Time: ,Wed Oct 07 14:30:00 CEST 2015, Event: ,Yuen Long (Res) v Yokohama FC HK (Res), Favorite: ,Yokohama FC HK (Res), 7204912   size:2.55,Price: ,1.4,Yuen Long (Res), 8242524   size:2.55,Price: ,1.97,The Draw, 58805   size:2.0,Price: ,4.0,ok
1.121086665, Sport: ,Soccer, Time: ,Wed Oct 07 17:00:00 CEST 2015, Time: ,Wed Oct 07 17:00:00 CEST 2015, Event: ,ZKS Unia Tarnow v Piast Gliwice, Favorite: ,Piast Gliwice, 3157365   size:10.64,Price: ,1.1,ZKS Unia Tarnow, 6405875   size:48.9,Price: ,2.1,The Draw, 58805   size:6.25,Price: ,2.06,ok
1.121106793, Sport: ,Tennis, Time: ,Wed Oct 07 17:00:00 CEST 2015, Time: ,Wed Oct 07 17:00:00 CEST 2015, Event: ,Ouahab/Roca Batalla v Cervantes/Vervoort, Favorite: ,Ouahab/Roca Batalla, 10384038   size:2.71,Price: ,1.03,Cervantes/Vervoort, 8860933   size:2.71,Price: ,1.03,x
1.120987667, Sport: ,Ice Hockey, Time: ,Wed Oct 07 16:00:00 CEST 2015, Time: ,Wed Oct 07 16:00:00 CEST 2015, Event: ,Salavat v Slovan Bratislava, Favorite: ,Salavat, 2304930   size:107.0,Price: ,1.59,Slovan Bratislava, 1357713   size:108.0,Price: ,5.3,Tie, 60104   size:24.57,Price: ,5.3,ok
1.121076766, Sport: ,Basketball, Time: ,Wed Oct 07 17:30:00 CEST 2015, Time: ,Wed Oct 07 17:30:00 CEST 2015, Event: ,Kouvot Kouvola v Korikobrat, Favorite: ,Kouvot Kouvola, 7749353   size:717.01,Price: ,1.26,Korikobrat, 7749535   size:8.39,Price: ,4.2,ok
1.121092896, Sport: ,Tennis, Time: ,Wed Oct 07 15:00:00 CEST 2015, Time: ,Wed Oct 07 15:00:00 CEST 2015, Event: ,V Pospisil v Nadal, Favorite: ,Rafael Nadal, 2251410   size:2835.73,Price: ,1.31,Vasek Pospisil, 4903598   size:873.35,Price: ,4.1,ok
1.120987672, Sport: ,Ice Hockey, Time: ,Wed Oct 07 16:00:00 CEST 2015, Time: ,Wed Oct 07 16:00:00 CEST 2015, Event: ,Traktor v Jokerit, Favorite: ,Jokerit, 66263   size:51.41,Price: ,2.1,Traktor, 2595834   size:58.88,Price: ,3.3,Tie, 60104   size:149.96,Price: ,4.3,x
1.121091721, Sport: ,Soccer, Time: ,Wed Oct 07 15:00:00 CEST 2015, Time: ,Wed Oct 07 15:00:00 CEST 2015, Event: ,Akragas v Monopoli, Favorite: ,Akragas, 8750960   size:9.01,Price: ,1.98,Monopoli, 10284167   size:121.38,Price: ,4.2,The Draw, 58805   size:11.41,Price: ,3.4,ok
1.120988087, Sport: ,Soccer, Time: ,Wed Oct 07 18:00:00 CEST 2015, Time: ,Wed Oct 07 18:00:00 CEST 2015, Event: ,Serbia U21 v Andorra U21, Favorite: ,Serbia U21, 411127   size:25023.55,Price: ,1.01,Andorra U21, 1487942   size:6.84,Price: ,150.0,The Draw, 58805   size:5.29,Price: ,29.0,ok
1.120995532, Sport: ,Ice Hockey, Time: ,Wed Oct 07 17:30:00 CEST 2015, Time: ,Wed Oct 07 17:30:00 CEST 2015, Event: ,K Vantaa v Jukurit, Favorite: ,Jukurit, 272756   size:6.59,Price: ,2.18,K Vantaa, 2597484   size:2.31,Price: ,2.68,Tie, 60104   size:7.32,Price: ,3.95,x
1.121062887, Sport: ,Basketball, Time: ,Wed Oct 07 17:30:00 CEST 2015, Time: ,Wed Oct 07 17:30:00 CEST 2015, Event: ,UNICS Kazan v Tsmoki Minsk, Favorite: ,Unics Kazan, 5134712   size:391.76,Price: ,1.09,Tsmoki Minsk, 6815371   size:4.99,Price: ,8.4,x
1.121106565, Sport: ,Tennis, Time: ,Wed Oct 07 17:00:00 CEST 2015, Time: ,Wed Oct 07 17:00:00 CEST 2015, Event: ,Coppejans v T Monteiro, Favorite: ,Kimmer Coppejans, 7364095   size:3.34,Price: ,1.31,Thiago Monteiro, 8326656   size:5.42,Price: ,3.6,ok
1.121106700, Sport: ,Tennis, Time: ,Wed Oct 07 15:45:00 CEST 2015, Time: ,Wed Oct 07 15:45:00 CEST 2015, Event: ,Struff v Mi Basic, Favorite: ,Jan-Lennard Struff, 8259098   size:7.03,Price: ,1.39,Mirza Basic, 5499167   size:2.55,Price: ,3.3,ok
1.121062864, Sport: ,Basketball, Time: ,Wed Oct 07 17:00:00 CEST 2015, Time: ,Wed Oct 07 17:00:00 CEST 2015, Event: ,Metalac v Igokea, Favorite: ,Metalac, 7735981   size:2.55,Price: ,1.42,Igokea, 2624092   size:25.0,Price: ,3.0,x
1.121103839, Sport: ,Basketball, Time: ,Wed Oct 07 16:00:00 CEST 2015, Time: ,Wed Oct 07 16:00:00 CEST 2015, Event: ,PAOK v Rethymno Cretan Kings, Favorite: ,PAOK, 281533   size:6.79,Price: ,1.02,Rethymno Cretan Kings, 10385093   size:6.79,Price: ,1.02,ok
1.121106886, Sport: ,Tennis, Time: ,Wed Oct 07 15:45:00 CEST 2015, Time: ,Wed Oct 07 15:45:00 CEST 2015, Event: ,Golubev/Ymer v Skupski/Skupski, Favorite: ,Skupski/Skupski, 7824202   size:2.55,Price: ,1.32,Golubev/Ymer, 10383944   size:4.42,Price: ,2.96,ok
1.121088138, Sport: ,Soccer, Time: ,Wed Oct 07 18:00:00 CEST 2015, Time: ,Wed Oct 07 18:00:00 CEST 2015, Event: ,Sibenik v Zadar, Favorite: ,Sibenik, 2020490   size:3.52,Price: ,1.42,Zadar, 497968   size:5.69,Price: ,6.6,The Draw, 58805   size:13.11,Price: ,4.9,ok
1.121088578, Sport: ,Soccer, Time: ,Wed Oct 07 16:45:00 CEST 2015, Time: ,Wed Oct 07 16:45:00 CEST 2015, Event: ,Sevilla C v AD Ceuta FC, Favorite: ,Sevilla C, 9301062   size:10.64,Price: ,1.1,AD Ceuta FC, 8179917   size:10.64,Price: ,1.1,The Draw, 58805   size:23.53,Price: ,1.34,x
1.121087301, Sport: ,Soccer, Time: ,Wed Oct 07 15:00:00 CEST 2015, Time: ,Wed Oct 07 15:00:00 CEST 2015, Event: ,Al Jalil v Sahab SC, Favorite: ,Al Jalil, 5650175   size:2.55,Price: ,1.75,Sahab SC, 6772868   size:2.55,Price: ,2.06,The Draw, 58805   size:4.59,Price: ,3.25,x
1.121087741, Sport: ,Soccer, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,Radnik Sesvete v GNK Dinamo Zagreb II, Favorite: ,Radnik Sesvete, 5819701   size:70.55,Price: ,1.85,GNK Dinamo Zagreb II, 9559625   size:3.97,Price: ,4.4,The Draw, 58805   size:3.91,Price: ,3.25,ok
1.120988282, Sport: ,Soccer, Time: ,Wed Oct 07 17:00:00 CEST 2015, Time: ,Wed Oct 07 17:00:00 CEST 2015, Event: ,PAOK (W) v Orebro (W), Favorite: ,Orebro (W), 5869885   size:2.55,Price: ,1.2,PAOK (W), 6578104   size:7.86,Price: ,12.0,The Draw, 58805   size:3.26,Price: ,6.2,ok
1.121089347, Sport: ,Tennis, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,Tsitsipas v Ramirez Hidalgo, Favorite: ,Ruben Ramirez Hidalgo, 2257299   size:420.99,Price: ,1.23,Stefanos Tsitsipas, 9193006   size:136.87,Price: ,4.3,ok
1.120995538, Sport: ,Ice Hockey, Time: ,Wed Oct 07 17:30:00 CEST 2015, Time: ,Wed Oct 07 17:30:00 CEST 2015, Event: ,Hermes v KeuPa, Favorite: ,Hermes, 272755   size:2.36,Price: ,2.12,KeuPa, 7138769   size:44.35,Price: ,2.92,Tie, 60104   size:100.9,Price: ,4.4,x
1.121107114, Sport: ,Tennis, Time: ,Wed Oct 07 18:00:00 CEST 2015, Time: ,Wed Oct 07 18:00:00 CEST 2015, Event: ,Naydenova v Dominguez Lino, Favorite: ,Lourdes Dominguez Lino, 2256484   size:8.31,Price: ,1.17,Aleksandrina Naydenova, 6390240   size:36.51,Price: ,5.0,ok
1.121089085, Sport: ,Soccer, Time: ,Wed Oct 07 15:00:00 CEST 2015, Time: ,Wed Oct 07 15:00:00 CEST 2015, Event: ,Italy U20 v Poland U20, Favorite: ,Italy U20, 419087   size:30.42,Price: ,2.52,Poland U20, 420486   size:75.39,Price: ,3.1,The Draw, 58805   size:41.37,Price: ,3.4,x
1.120987677, Sport: ,Ice Hockey, Time: ,Wed Oct 07 17:00:00 CEST 2015, Time: ,Wed Oct 07 17:00:00 CEST 2015, Event: ,Lada v Vityaz, Favorite: ,Lada, 2484346   size:19.0,Price: ,2.34,Vityaz, 2551763   size:53.0,Price: ,2.9,Tie, 60104   size:20.25,Price: ,3.9,ok
1.121099998, Sport: ,Tennis, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,Gaio/Giannessi v Cachin/Panfil, Favorite: ,Gaio/Giannessi, 9704782   size:3.4,Price: ,1.47,Cachin/Panfil, 10384041   size:4.37,Price: ,2.72,ok
1.120995576, Sport: ,Ice Hockey, Time: ,Wed Oct 07 17:30:00 CEST 2015, Time: ,Wed Oct 07 17:30:00 CEST 2015, Event: ,TuTo v Heinolan Peliitat, Favorite: ,TuTo, 4196542   size:277.22,Price: ,1.49,Heinolan Peliitat, 6022874   size:21.31,Price: ,5.1,Tie, 60104   size:16.24,Price: ,6.2,ok
1.121076768, Sport: ,Basketball, Time: ,Wed Oct 07 17:30:00 CEST 2015, Time: ,Wed Oct 07 17:30:00 CEST 2015, Event: ,Pyrinto Tampere v Kataja, Favorite: ,Pyrinto Tampere, 7749531   size:2.91,Price: ,1.72,Kataja, 1364981   size:20.79,Price: ,2.26,x
1.121087246, Sport: ,Soccer, Time: ,Wed Oct 07 15:00:00 CEST 2015, Time: ,Wed Oct 07 15:00:00 CEST 2015, Event: ,Al Tora v Al Teeba, Favorite: ,Al Teeba, 8875656   size:2.55,Price: ,1.61,Al Tora, 5891908   size:2.55,Price: ,1.92,The Draw, 58805   size:50.0,Price: ,2.96,x
1.121076774, Sport: ,Basketball, Time: ,Wed Oct 07 17:00:00 CEST 2015, Time: ,Wed Oct 07 17:00:00 CEST 2015, Event: ,Nevezis v Lietkabelis, Favorite: ,Lietkabelis, 6214834   size:2.55,Price: ,1.57,Nevezis, 5154509   size:2.75,Price: ,2.26,ok
