1.121105704, Sport: ,Tennis, Time: ,Wed Oct 07 14:00:00 CEST 2015, Time: ,Wed Oct 07 14:00:00 CEST 2015, Event: ,P Mathieu v Arnaboldi, Favorite: ,Paul-Henri Mathieu, 8259186   size:18.77,Price: ,1.27,Andrea Arnaboldi, 7593283   size:6.99,Price: ,4.1,x
1.121106913, Sport: ,Tennis, Time: ,Wed Oct 07 14:00:00 CEST 2015, Time: ,Wed Oct 07 14:00:00 CEST 2015, Event: ,K De Schepper v Gombos, Favorite: ,Kenny De Schepper, 5617034   size:180.45,Price: ,1.58,Norbert Gombos, 8173023   size:22.68,Price: ,2.6,ok
1.121089522, Sport: ,Soccer, Time: ,Wed Oct 07 14:30:00 CEST 2015, Time: ,Wed Oct 07 14:30:00 CEST 2015, Event: ,Yuen Long (Res) v Yokohama FC HK (Res), Favorite: ,Yokohama FC HK (Res), 7204912   size:2.55,Price: ,1.4,Yuen Long (Res), 8242524   size:2.55,Price: ,1.97,The Draw, 58805   size:2.0,Price: ,4.0,ok
1.121087136, Sport: ,Soccer, Time: ,Wed Oct 07 14:00:00 CEST 2015, Time: ,Wed Oct 07 14:00:00 CEST 2015, Event: ,FK Orsha v Baranovichi, Favorite: ,Baranovichi, 5645190   size:6.58,Price: ,1.99,FK Orsha, 9445038   size:2.71,Price: ,3.8,The Draw, 58805   size:40.34,Price: ,4.2,x
1.121106574, Sport: ,Tennis, Time: ,Wed Oct 07 13:36:00 CEST 2015, Time: ,Wed Oct 07 13:36:00 CEST 2015, Event: ,Cecchinato v Roca Batalla, Favorite: ,Marco Cecchinato, 6374165   size:1228.15,Price: ,1.05,Oriol Roca Batalla, 7216519   size:60.31,Price: ,13.5,ok
1.121089467, Sport: ,Soccer, Time: ,Wed Oct 07 14:30:00 CEST 2015, Time: ,Wed Oct 07 14:30:00 CEST 2015, Event: ,Kitchee SC (Res) v TSW Pegasus FC (Res), Favorite: ,TSW Pegasus FC (Res), 7204827   size:2.55,Price: ,1.39,Kitchee SC (Res), 7204889   size:3.54,Price: ,1.93,The Draw, 58805   size:2.0,Price: ,3.9,ok
1.121101554, Sport: ,Tennis, Time: ,Wed Oct 07 13:47:00 CEST 2015, Time: ,Wed Oct 07 13:47:00 CEST 2015, Event: ,Caruso v Delbonis, Favorite: ,Federico Delbonis, 6181532   size:6829.92,Price: ,1.07,Salvatore Caruso, 8257868   size:63.98,Price: ,8.8,ok
1.121091605, Sport: ,Tennis, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,Munar v Kovalik, Favorite: ,Jozef Kovalik, 7287668   size:7.58,Price: ,1.67,Jaume Munar, 9350385   size:3.72,Price: ,2.34,ok
1.121059630, Sport: ,Tennis, Time: ,Wed Oct 07 13:18:00 CEST 2015, Time: ,Wed Oct 07 13:18:00 CEST 2015, Event: ,Bryan/Bryan v Cabal/Farah, Favorite: ,Bryan/Bryan, 1502771   size:4.99,Price: ,1.82,Cabal/Farah, 6098095   size:554.99,Price: ,1.83,x
1.121094841, Sport: ,Tennis, Time: ,Wed Oct 07 13:34:00 CEST 2015, Time: ,Wed Oct 07 13:34:00 CEST 2015, Event: ,Kerber v Wozniacki, Favorite: ,Angelique Kerber, 2411840   size:100.0,Price: ,1.42,Caroline Wozniacki, 2309522   size:113.58,Price: ,3.3,ok
1.120988138, Sport: ,Soccer, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,FC Goa v Atletico De Kolkata, Favorite: ,FC Goa, 8900343   size:255.62,Price: ,2.46,Atletico De Kolkata, 8897744   size:32.65,Price: ,3.3,The Draw, 58805   size:44.86,Price: ,3.25,x
1.120988699, Sport: ,Soccer, Time: ,Wed Oct 07 15:00:00 CEST 2015, Time: ,Wed Oct 07 15:00:00 CEST 2015, Event: ,Sweden U19 v Belarus U19, Favorite: ,Sweden U19, 1482552   size:6.96,Price: ,1.55,Belarus U19, 820881   size:52.71,Price: ,6.4,The Draw, 58805   size:35.58,Price: ,4.5,ok
1.121105929, Sport: ,Tennis, Time: ,Wed Oct 07 17:15:00 CEST 2015, Time: ,Wed Oct 07 17:15:00 CEST 2015, Event: ,Brkic/Dzumhur v Bednarek/Kowalczyk, Favorite: ,Bednarek/Kowalczyk, 4704713   size:2.55,Price: ,1.46,Brkic/Dzumhur, 8681890   size:2,x
1.120987662, Sport: ,Ice Hockey, Time: ,Wed Oct 07 16:00:00 CEST 2015, Time: ,Wed Oct 07 16:00:00 CEST 2015, Event: ,Metallurg MG v Medvescak Zagreb, Favorite: ,Metallurg Mg, 3343614   size:6.43,Price: ,1.52,Medvescak Zagreb, 4182882   size:61.16,Price: ,5.4,Tie, 60104   size:18.63,Price: ,5.7,x
1.120988212, Sport: ,Soccer, Time: ,Wed Oct 07 16:30:00 CEST 2015, Time: ,Wed Oct 07 16:30:00 CEST 2015, Event: ,PK35 Vantaa (W) v Rosengard (W), Favorite: ,Rosengard (W), 8452470   size:5.09,Price: ,1.22,PK35 Vantaa (W), 6419277   size:2.54,Price: ,10.5,The Draw, 58805   size:7.86,Price: ,6.4,ok
1.121106775, Sport: ,Tennis, Time: ,Wed Oct 07 17:15:00 CEST 2015, Time: ,Wed Oct 07 17:15:00 CEST 2015, Event: ,Caruso/Cecchinato v Carballes B/Carreno Bus, Favorite: ,Carballes B/Carreno Bus, 10384044   size:3.21,Price: ,1.56,Caruso/Cecchinato, 10384039   size:2.27,Price: ,2.2,ok
1.121085754, Sport: ,Soccer, Time: ,Wed Oct 07 15:00:00 CEST 2015, Time: ,Wed Oct 07 15:00:00 CEST 2015, Event: ,Messina v Ischia Isolaverde, Favorite: ,Messina, 60301   size:21.91,Price: ,2.28,Ischia Isolaverde, 8203820   size:15.43,Price: ,3.7,The Draw, 58805   size:87.9,Price: ,3.25,x
1.120995544, Sport: ,Ice Hockey, Time: ,Wed Oct 07 17:30:00 CEST 2015, Time: ,Wed Oct 07 17:30:00 CEST 2015, Event: ,Jokipojat v SaPko, Favorite: ,Jokipojat, 758155   size:2.92,Price: ,2.12,Sapko, 4196539   size:2.17,Price: ,2.86,Tie, 60104   size:40.15,Price: ,4.5,x
1.121106578, Sport: ,Tennis, Time: ,Wed Oct 07 13:44:00 CEST 2015, Time: ,Wed Oct 07 13:44:00 CEST 2015, Event: ,Majchrzak v Cervantes, Favorite: ,Kamil Majchrzak, 8698678   size:101.0,Price: ,1.74,Inigo Cervantes, 6297238   size:187.73,Price: ,2.16,ok
1.121087973, Sport: ,Soccer, Time: ,Wed Oct 07 15:00:00 CEST 2015, Time: ,Wed Oct 07 15:00:00 CEST 2015, Event: ,FC Brasov U19 v Virtus Lanciano U19, Favorite: ,FC Brasov U19, 10386433   size:10.64,Price: ,1.1,Virtus Lanciano U19, 6615290   size:10.64,Price: ,1.1,The Draw, 58805   size:9.99,Price: ,3.5,x
1.121088028, Sport: ,Soccer, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,Rudes v HNK Gorica, Favorite: ,Rudes, 4940512   size:2.74,Price: ,2.32,HNK Gorica, 6692727   size:2.96,Price: ,3.25,The Draw, 58805   size:2.04,Price: ,3.1,ok
1.121104039, Sport: ,Basketball, Time: ,Wed Oct 07 17:50:00 CEST 2015, Time: ,Wed Oct 07 17:50:00 CEST 2015, Event: ,Rosa Radom v Zielona Gora, Favorite: ,Zielona Gora, 6703617   size:118.99,Price: ,1.42,Rosa Radom, 6703618   size:2.1,Price: ,2.96,ok
1.121087796, Sport: ,Soccer, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,Lucko v NK Dugopolje, Favorite: ,Lucko, 5611652   size:8.04,Price: ,1.93,NK Dugopolje, 7154508   size:2.06,Price: ,3.7,The Draw, 58805   size:29.29,Price: ,3.45,ok
1.121087851, Sport: ,Soccer, Time: ,Wed Oct 07 15:30:00 CEST 2015, Time: ,Wed Oct 07 15:30:00 CEST 2015, Event: ,Hrvatski Dragovoljac v Cibalia, Favorite: ,Cibalia, 447101   size:2.71,Price: ,2.52,Hrvatski Dragovoljac, 3439336   size:2.45,Price: ,2.76,The Draw, 58805   size:36.64,Price: ,3.3,x
