1.119711481, Sport: ,Baseball, Time: ,Wed Aug 05 01:10:00 CEST 2015, Time: ,Wed Aug 05 01:10:00 CEST 2015, Event: ,STL @ CIN, Favorite: ,St Louis (J Lackey), 8750362   size:338.0,Price: ,1.8,Cincinnati (A DeSclafani), 9385641   size:331.0,Price: ,2.14,x
1.119826980, Sport: ,Soccer, Time: ,Tue Aug 04 20:30:00 CEST 2015, Time: ,Tue Aug 04 20:30:00 CEST 2015, Event: ,Recreativo Huelva v Marbella, Favorite: ,Recreativo Huelva, 7449173   size:7.16,Price: ,1.92,The Draw, 58805   size:4.94,Price: ,3.4,Marbella, 2250362   size:2.55,Price: ,3.75,ok
1.119827967, Sport: ,Soccer, Time: ,Tue Aug 04 20:30:00 CEST 2015, Time: ,Tue Aug 04 20:30:00 CEST 2015, Event: ,Gzira United FC v Tarxien Rainbows FC, Favorite: ,Tarxien Rainbows FC, 6601765   size:5.92,Price: ,1.11,The Draw, 58805   size:2.0,Price: ,1.26,ok
1.119825785, Sport: ,Soccer, Time: ,Tue Aug 04 20:45:00 CEST 2015, Time: ,Tue Aug 04 20:45:00 CEST 2015, Event: ,AFC Emley v Brighouse Town AFC, Favorite: ,Brighouse Town AFC, 9948652   size:4.13,Price: ,1.84,AFC Emley, 10039247   size:4.2,Price: ,3.35,The Draw, 58805   size:16.46,Price: ,3.5,ok
1.119810605, Sport: ,Tennis, Time: ,Tue Aug 04 22:00:00 CEST 2015, Time: ,Tue Aug 04 22:00:00 CEST 2015, Event: ,Groth v Bellucci, Favorite: ,Sam Groth, 8639819   size:186.18,Price: ,1.69,Thomaz Bellucci, 2830908   size:146.7,Price: ,2.42,ok
1.119845258, Sport: ,Gaelic Games, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,Mayo v Donegal, Favorite: ,Mayo, 971635   size:2.82,Price: ,1.77,Donegal, 971637   size:8.04,Price: ,2.36,Draw, 1055557   size:71.71,Price: ,8.6,
1.119711417, Sport: ,Baseball, Time: ,Wed Aug 05 01:05:00 CEST 2015, Time: ,Wed Aug 05 01:05:00 CEST 2015, Event: ,ARI @ WSH, Favorite: ,Washington (M Scherzer), 9378791   size:98.0,Price: ,1.56,Arizona (P Corbin), 6344320   size:185.49,Price: ,2.7,ok
1.119826910, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,Zaragoza v Alcorcon, Favorite: ,Alcorcon, 2250328   size:39.97,Price: ,2.46,Zaragoza, 48798   size:19.91,Price: ,3.2,The Draw, 58805   size:123.47,Price: ,3.3,x
1.119829582, Sport: ,Tennis, Time: ,Tue Aug 04 23:30:00 CEST 2015, Time: ,Tue Aug 04 23:30:00 CEST 2015, Event: ,G Pella v M Baghdatis, Favorite: ,Marcos Baghdatis, 2256469   size:1484.91,Price: ,1.43,Guido Pella, 6162610   size:2.84,Price: ,3.3,x
1.119727822, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,Molde v Dinamo Zagreb, Favorite: ,Dinamo Zagreb, 50344   size:115.19,Price: ,2.64,Molde, 31321   size:77.2,Price: ,2.96,The Draw, 58805   size:159.81,Price: ,3.5,x
1.119815620, Sport: ,Tennis, Time: ,Tue Aug 04 18:00:00 CEST 2015, Time: ,Tue Aug 04 18:00:00 CEST 2015, Event: ,M Granollers v Zampieri, Favorite: ,Marcel Granollers, 3035263   size:1308.12,Price: ,1.1,Caio Zampieri, 3677221   size:7.74,Price: ,10.0,ok
1.119810730, Sport: ,Tennis, Time: ,Wed Aug 05 01:15:00 CEST 2015, Time: ,Wed Aug 05 01:15:00 CEST 2015, Event: ,Bencic v Smitkova, Favorite: ,Belinda Bencic, 6390244   size:76.73,Price: ,1.24,Tereza Smitkova, 7186355   size:37.44,Price: ,4.8,ok
1.119667432, Sport: ,Soccer, Time: ,Tue Aug 04 18:00:00 CEST 2015, Time: ,Tue Aug 04 18:00:00 CEST 2015, Event: ,Drammen v Lillestrom II, Favorite: ,Drammen, 5508512   size:3.2,Price: ,1.09,Lillestrom II, 5659388   size:11.24,Price: ,1.13,The Draw, 58805   size:3.68,Price: ,2.04,x
1.119825996, Sport: ,Soccer, Time: ,Tue Aug 04 20:45:00 CEST 2015, Time: ,Tue Aug 04 20:45:00 CEST 2015, Event: ,Bishops Stortford v Peterborough, Favorite: ,Peterborough, 18563   size:8.14,Price: ,2.38,Bishops Stortford, 1065031   size:17.91,Price: ,3.05,The Draw, 58805   size:107.17,Price: ,3.65,x
1.119828585, Sport: ,Soccer, Time: ,Tue Aug 04 18:00:00 CEST 2015, Time: ,Tue Aug 04 18:00:00 CEST 2015, Event: ,Khimki v FK Spartak Kostroma, Favorite: ,Khimki, 2328344   size:14.55,Price: ,1.64,The Draw, 58805   size:20.95,Price: ,4.0,FK Spartak Kostroma, 6419580   size:5.52,Price: ,5.0,ok
1.119729471, Sport: ,Soccer, Time: ,Tue Aug 04 18:00:00 CEST 2015, Time: ,Tue Aug 04 18:00:00 CEST 2015, Event: ,Paide Linnameeskond v FC Infonet, Favorite: ,FC Infonet, 7077882   size:7.37,Price: ,1.66,The Draw, 58805   size:98.79,Price: ,4.2,Paide Linnameeskond, 5407316   size:2.36,Price: ,5.4,ok
1.119828865, Sport: ,Soccer, Time: ,Tue Aug 04 20:00:00 CEST 2015, Time: ,Tue Aug 04 20:00:00 CEST 2015, Event: ,Kilmarnock U20 v Dunfermline U20, Favorite: ,Dunfermline U20, 6791592   size:3.14,Price: ,1.74,Kilmarnock U20, 6581076   size:2.55,Price: ,1.91,The Draw, 58805   size:2.41,Price: ,2.26,x
1.119711425, Sport: ,Baseball, Time: ,Wed Aug 05 01:05:00 CEST 2015, Time: ,Wed Aug 05 01:05:00 CEST 2015, Event: ,BOS @ NYY, Favorite: ,NY Yankees (M Tanaka), 8439277   size:491.0,Price: ,1.56,Boston (H Owens), 10111929   size:267.0,Price: ,2.64,ok
1.119729359, Sport: ,Soccer, Time: ,Tue Aug 04 18:00:00 CEST 2015, Time: ,Tue Aug 04 18:00:00 CEST 2015, Event: ,Tartu Santos v Parnu JK Poseidon, Favorite: ,Tartu Santos, 8449352   size:20.0,Price: ,1.1,Parnu JK Poseidon, 10087490   size:6.02,Price: ,1.11,The Draw, 58805   size:5.0,Price: ,2.5,ok
1.119811077, Sport: ,Tennis, Time: ,Tue Aug 04 20:00:00 CEST 2015, Time: ,Tue Aug 04 20:00:00 CEST 2015, Event: ,S Zheng v Ana Konjuh, Favorite: ,Ana Konjuh, 8173632   size:160.2,Price: ,1.47,Saisai Zheng, 5829453   size:5.46,Price: ,3.0,ok
1.119727456, Sport: ,Soccer, Time: ,Tue Aug 04 20:45:00 CEST 2015, Time: ,Tue Aug 04 20:45:00 CEST 2015, Event: ,Monaco v Young Boys, Favorite: ,Monaco, 361706   size:3840.55,Price: ,1.44,The Draw, 58805   size:382.72,Price: ,5.0,Young Boys, 65778   size:7.67,Price: ,9.0,ok
1.119825195, Sport: ,Tennis, Time: ,Wed Aug 05 01:00:00 CEST 2015, Time: ,Wed Aug 05 01:00:00 CEST 2015, Event: ,Coin/Melichar v Arruabarrena/Klepac, Favorite: ,Arruabarrena/Klepac, 10108710   size:3.47,Price: ,1.44,Coin/Melichar, 10108709   size:4.46,Price: ,2.6,ok
1.119739144, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,BW 90 v Trelleborgs, Favorite: ,Trelleborgs, 767907   size:142.16,Price: ,1.06,BW 90, 7183556   size:11.95,Price: ,1.08,The Draw, 58805   size:3.64,Price: ,1.29,ok
1.119810826, Sport: ,Tennis, Time: ,Tue Aug 04 20:15:00 CEST 2015, Time: ,Tue Aug 04 20:15:00 CEST 2015, Event: ,K Mladenovic v Stosur, Favorite: ,Samantha Stosur, 2248502   size:593.52,Price: ,1.49,Kristina Mladenovic, 3622052   size:48.23,Price: ,2.88,ok
1.119828079, Sport: ,Soccer, Time: ,Tue Aug 04 19:50:00 CEST 2015, Time: ,Tue Aug 04 19:50:00 CEST 2015, Event: ,Maccabi Netanya v Beitar Jerusalem, Favorite: ,Beitar Jerusalem, 1169738   size:2.55,Price: ,2.28,The Draw, 58805   size:18.55,Price: ,3.35,Maccabi Netanya, 427639   size:11.85,Price: ,3.4,x
1.119825926, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,Atletico Baleares v FC Cartagena, Favorite: ,Atletico Baleares, 3303611   size:2.22,Price: ,2.6,FC Cartagena, 5740008   size:22.96,Price: ,3.05,The Draw, 58805   size:15.0,Price: ,3.3,x
1.119729583, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,Unterhaching v Schweinfurt, Favorite: ,Unterhaching, 64371   size:282.54,Price: ,2.04,The Draw, 58805   size:126.68,Price: ,3.5,Schweinfurt, 111723   size:3.16,Price: ,4.0,ok
1.119829446, Sport: ,Tennis, Time: ,Wed Aug 05 00:30:00 CEST 2015, Time: ,Wed Aug 05 00:30:00 CEST 2015, Event: ,Jans-Ignaci/Lucic-Baron v Xu/Zheng, Favorite: ,Jans-Ignaci/Lucic-Baron, 10109066   size:2.91,Price: ,1.72,Xu/Zheng, 8871269   size:2.45,Price: ,2.04,x
1.119711433, Sport: ,Baseball, Time: ,Wed Aug 05 01:05:00 CEST 2015, Time: ,Wed Aug 05 01:05:00 CEST 2015, Event: ,CHC @ PIT, Favorite: ,Chicago Cubs (J Arrieta), 7539740   size:344.36,Price: ,1.77,Pittsburgh (J Happ), 10111931   size:885.07,Price: ,2.18,
1.119828753, Sport: ,Soccer, Time: ,Tue Aug 04 19:30:00 CEST 2015, Time: ,Tue Aug 04 19:30:00 CEST 2015, Event: ,Orlando Pirates (SA) v Ajax Cape Town, Favorite: ,Orlando Pirates (SA), 1532826   size:72.21,Price: ,2.02,The Draw, 58805   size:35.04,Price: ,3.35,Ajax Cape Town, 370196   size:23.03,Price: ,4.5,x
1.119810310, Sport: ,Tennis, Time: ,Wed Aug 05 01:15:00 CEST 2015, Time: ,Wed Aug 05 01:15:00 CEST 2015, Event: ,Dolgopolov v Smyczek, Favorite: ,Alexandr Dolgopolov, 4720522   size:1525.68,Price: ,1.32,Tim Smyczek, 2848631   size:127.13,Price: ,3.75,ok
1.119732476, Sport: ,Soccer, Time: ,Tue Aug 04 18:30:00 CEST 2015, Time: ,Tue Aug 04 18:30:00 CEST 2015, Event: ,KSV Superfund v FC Liefering, Favorite: ,KSV Superfund, 4840627   size:91.4,Price: ,2.26,FC Liefering, 7321769   size:58.09,Price: ,3.4,The Draw, 58805   size:31.36,Price: ,3.7,ok
1.119829442, Sport: ,Tennis, Time: ,Tue Aug 04 23:00:00 CEST 2015, Time: ,Tue Aug 04 23:00:00 CEST 2015, Event: ,Krunic/Petkovic v Dabrowski/Rosolska, Favorite: ,Krunic/Petkovic, 10109064   size:2.55,Price: ,1.72,Dabrowski/Rosolska, 7766530   size:2.55,Price: ,2.06,x
1.119838308, Sport: ,Tennis, Time: ,Tue Aug 04 23:30:00 CEST 2015, Time: ,Tue Aug 04 23:30:00 CEST 2015, Event: ,Bemelmans v J Sock, Favorite: ,Jack Sock, 4596957   size:1341.7,Price: ,1.21,Ruben Bemelmans, 2831873   size:75.54,Price: ,5.6,ok
1.119827911, Sport: ,Soccer, Time: ,Tue Aug 04 20:15:00 CEST 2015, Time: ,Tue Aug 04 20:15:00 CEST 2015, Event: ,Pembroke Athleta FC v Sliema Wanderers, Favorite: ,Sliema Wanderers, 46978   size:5.92,Price: ,1.11,The Draw, 58805   size:2.0,Price: ,1.26,x
1.119825212, Sport: ,Tennis, Time: ,Tue Aug 04 23:30:00 CEST 2015, Time: ,Tue Aug 04 23:30:00 CEST 2015, Event: ,Chirico/Lim v Rae/Smith, Favorite: ,Rae/Smith, 8621531   size:2.55,Price: ,1.44,Chirico/Lim, 10108715   size:2.47,Price: ,2.58,ok
1.119711449, Sport: ,Baseball, Time: ,Wed Aug 05 01:07:00 CEST 2015, Time: ,Wed Aug 05 01:07:00 CEST 2015, Event: ,MIN @ TOR, Favorite: ,Toronto (M Estrada), 9458890   size:549.0,Price: ,1.63,Minnesota (P Hughes), 8436206   size:22.25,Price: ,2.5,ok
1.119732547, Sport: ,Soccer, Time: ,Tue Aug 04 18:30:00 CEST 2015, Time: ,Tue Aug 04 18:30:00 CEST 2015, Event: ,Austria Salzburg v FC Wiener Neustadt, Favorite: ,Austria Salzburg, 65363   size:275.29,Price: ,2.16,The Draw, 58805   size:29.8,Price: ,3.6,FC Wiener Neustadt, 3164919   size:5.59,Price: ,3.7,ok
1.119729415, Sport: ,Soccer, Time: ,Tue Aug 04 18:00:00 CEST 2015, Time: ,Tue Aug 04 18:00:00 CEST 2015, Event: ,Nomme Kalju v Parnu Linnameeskond, Favorite: ,Nomme Kalju, 4007449   size:2090.9,Price: ,1.14,The Draw, 58805   size:4.96,Price: ,9.6,Parnu Linnameeskond, 6267873   size:13.87,Price: ,30.0,
1.119729811, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,Somaliska UF v Osters, Favorite: ,Osters, 780885   size:10.93,Price: ,1.08,The Draw, 58805   size:3.64,Price: ,1.29,x
1.119832277, Sport: ,Soccer, Time: ,Tue Aug 04 21:30:00 CEST 2015, Time: ,Tue Aug 04 21:30:00 CEST 2015, Event: ,Ittihad Tanger v Granada, Favorite: ,Granada, 2255452   size:2.55,Price: ,1.55,The Draw, 58805   size:15.18,Price: ,3.55,Ittihad Tanger, 8717798   size:3.67,Price: ,5.3,x
1.119832150, Sport: ,Soccer, Time: ,Tue Aug 04 20:30:00 CEST 2015, Time: ,Tue Aug 04 20:30:00 CEST 2015, Event: ,Belper Town v Mickleover Sports, Favorite: ,Mickleover Sports, 7886720   size:2.55,Price: ,2.16,Belper Town, 3396714   size:2.55,Price: ,2.84,The Draw, 58805   size:3.38,Price: ,3.5,ok
1.119729817, Sport: ,Basketball, Time: ,Wed Aug 05 01:00:00 CEST 2015, Time: ,Wed Aug 05 01:00:00 CEST 2015, Event: ,San Antonio @ Connecticut, Favorite: ,Connecticut, 332194   size:2.55,Price: ,1.53,San Antonio, 13121   size:2.55,Price: ,2.66,ok
1.119729813, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,Upsala IF v Vasteras SK, Favorite: ,Vasteras SK, 4638399   size:16.26,Price: ,1.78,Upsala IF, 9371570   size:2.55,Price: ,4.4,The Draw, 58805   size:3.93,Price: ,4.5,x
1.119839507, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,Bursaspor v Lekhwiya SC, Favorite: ,Bursaspor, 113183   size:2.93,Price: ,1.54,The Draw, 58805   size:16.28,Price: ,3.85,Lekhwiya SC, 5307989   size:6.96,Price: ,5.2,ok
1.119729815, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,Ursvik IK v Ekero IK, Favorite: ,Ekero IK, 7179554   size:151.79,Price: ,1.06,The Draw, 58805   size:3.64,Price: ,1.29,ok
1.119827009, Sport: ,Soccer, Time: ,Tue Aug 04 20:00:00 CEST 2015, Time: ,Tue Aug 04 20:00:00 CEST 2015, Event: ,Club Atletico Talleres v CA San Miguel, Favorite: ,Club Atletico Talleres, 9619493   size:3.62,Price: ,1.76,The Draw, 58805   size:16.73,Price: ,3.2,CA San Miguel, 9568569   size:8.93,Price: ,3.45,x
1.119828979, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,Rangers U20 v Hearts U20, Favorite: ,Rangers U20, 7571676   size:18.19,Price: ,1.25,The Draw, 58805   size:63.15,Price: ,5.9,Hearts U20, 8981683   size:7.36,Price: ,7.6,x
1.119829704, Sport: ,Tennis, Time: ,Tue Aug 04 23:30:00 CEST 2015, Time: ,Tue Aug 04 23:30:00 CEST 2015, Event: ,Jo Smith v L Hewitt, Favorite: ,John-Patrick Smith, 8243874   size:4114.17,Price: ,1.85,Lleyton Hewitt, 2249395   size:64.39,Price: ,2.12,x
1.119810804, Sport: ,Tennis, Time: ,Wed Aug 05 01:30:00 CEST 2015, Time: ,Wed Aug 05 01:30:00 CEST 2015, Event: ,Stephens v Linette, Favorite: ,Sloane Stephens, 2923342   size:112.23,Price: ,1.17,Magda Linette, 7083215   size:68.37,Price: ,6.2,
1.119711457, Sport: ,Baseball, Time: ,Wed Aug 05 01:08:00 CEST 2015, Time: ,Wed Aug 05 01:08:00 CEST 2015, Event: ,KC @ DET, Favorite: ,Detroit (J Verlander), 1189590   size:136.04,Price: ,1.98,Kansas City (D Duffy), 5554272   size:5.0,Price: ,2.0,x
1.119826839, Sport: ,Soccer, Time: ,Tue Aug 04 20:45:00 CEST 2015, Time: ,Tue Aug 04 20:45:00 CEST 2015, Event: ,Warrington Town v Salford City FC, Favorite: ,Salford City FC, 7840140   size:8.8,Price: ,1.83,Warrington Town, 1338704   size:3.66,Price: ,3.4,The Draw, 58805   size:16.09,Price: ,3.7,x
1.119828697, Sport: ,Soccer, Time: ,Tue Aug 04 19:30:00 CEST 2015, Time: ,Tue Aug 04 19:30:00 CEST 2015, Event: ,Bidvest Wits v Supersport Utd, Favorite: ,Bidvest Wits, 6766040   size:25.38,Price: ,2.18,The Draw, 58805   size:44.36,Price: ,3.3,Supersport Utd, 364672   size:11.69,Price: ,3.85,x
1.119826559, Sport: ,Soccer, Time: ,Tue Aug 04 20:45:00 CEST 2015, Time: ,Tue Aug 04 20:45:00 CEST 2015, Event: ,New Mills  AFC v Ashton Utd, Favorite: ,Ashton Utd, 5800540   size:3.33,Price: ,1.43,The Draw, 58805   size:3.75,Price: ,4.9,New Mills  AFC, 7795791   size:36.63,Price: ,5.9,ok
1.119732406, Sport: ,Soccer, Time: ,Tue Aug 04 18:30:00 CEST 2015, Time: ,Tue Aug 04 18:30:00 CEST 2015, Event: ,Austria Lustenau v St Polten, Favorite: ,St Polten, 1088499   size:16.04,Price: ,2.74,Austria Lustenau, 453564   size:57.8,Price: ,2.78,The Draw, 58805   size:182.39,Price: ,3.5,ok
1.119829944, Sport: ,Tennis, Time: ,Tue Aug 04 22:00:00 CEST 2015, Time: ,Tue Aug 04 22:00:00 CEST 2015, Event: ,N Broady v Gajdosova, Favorite: ,Jarmila Gajdosova, 5497360   size:124.11,Price: ,1.53,Naomi Broady, 3960538   size:105.0,Price: ,2.68,
1.119838522, Sport: ,Tennis, Time: ,Wed Aug 05 01:15:00 CEST 2015, Time: ,Wed Aug 05 01:15:00 CEST 2015, Event: ,V Pospisil v D Young, Favorite: ,Vasek Pospisil, 4903598   size:11.43,Price: ,1.73,Donald Young, 2345091   size:28.34,Price: ,2.32,ok
1.119810372, Sport: ,Tennis, Time: ,Tue Aug 04 23:45:00 CEST 2015, Time: ,Tue Aug 04 23:45:00 CEST 2015, Event: ,Kudla v Rola, Favorite: ,Denis Kudla, 4829260   size:139.82,Price: ,1.21,Blaz Rola, 8174357   size:33.77,Price: ,5.6,x
1.119729640, Sport: ,Soccer, Time: ,Tue Aug 04 21:15:00 CEST 2015, Time: ,Tue Aug 04 21:15:00 CEST 2015, Event: ,Haukar v KA Akureyri, Favorite: ,KA Akureyri, 399804   size:38.27,Price: ,2.14,Haukar, 3149610   size:12.39,Price: ,3.5,The Draw, 58805   size:148.57,Price: ,3.6,x
1.119837838, Sport: ,Tennis, Time: ,Wed Aug 05 01:30:00 CEST 2015, Time: ,Wed Aug 05 01:30:00 CEST 2015, Event: ,Duckworth v Nishikori, Favorite: ,Kei Nishikori, 2483001   size:3754.83,Price: ,1.12,James Duckworth, 6064287   size:18.45,Price: ,9.0,ok
1.119729809, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,Rosengard v Eskilsminne, Favorite: ,Eskilsminne, 6415384   size:10.67,Price: ,2.12,Rosengard, 4619836   size:4.44,Price: ,3.3,The Draw, 58805   size:4.18,Price: ,3.35,
1.119810259, Sport: ,Tennis, Time: ,Tue Aug 04 22:00:00 CEST 2015, Time: ,Tue Aug 04 22:00:00 CEST 2015, Event: ,Lacko v St Johnson, Favorite: ,Steve Johnson, 4876706   size:359.57,Price: ,1.3,Lukas Lacko, 2263634   size:4.25,Price: ,4.3,ok
1.119729527, Sport: ,Soccer, Time: ,Tue Aug 04 18:00:00 CEST 2015, Time: ,Tue Aug 04 18:00:00 CEST 2015, Event: ,Trans Narva v Levadia Tallinn, Favorite: ,Levadia Tallinn, 206564   size:195.3,Price: ,1.58,The Draw, 58805   size:68.15,Price: ,4.6,Trans Narva, 46983   size:27.55,Price: ,5.5,ok
1.119729803, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,Herrestads AIF v FC Trollhattan, Favorite: ,FC Trollhattan, 9233132   size:10.93,Price: ,1.07,The Draw, 58805   size:3.64,Price: ,1.29,ok
1.119729805, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,IK Virgo v Assyriska BK, Favorite: ,Assyriska BK, 5579296   size:10.93,Price: ,1.07,The Draw, 58805   size:3.64,Price: ,1.29,ok
1.119825710, Sport: ,Soccer, Time: ,Tue Aug 04 21:00:00 CEST 2015, Time: ,Tue Aug 04 21:00:00 CEST 2015, Event: ,Academica v Wydad Casablanca, Favorite: ,Academica, 203143   size:6.0,Price: ,2.2,Wydad Casablanca, 4018643   size:2.12,Price: ,3.0,The Draw, 58805   size:17.14,Price: ,3.1,x
1.119826489, Sport: ,Soccer, Time: ,Tue Aug 04 20:45:00 CEST 2015, Time: ,Tue Aug 04 20:45:00 CEST 2015, Event: ,Latina v Vicenza, Favorite: ,Latina, 5287538   size:31.82,Price: ,2.46,Vicenza, 7338   size:52.06,Price: ,3.15,The Draw, 58805   size:57.06,Price: ,3.3,ok
1.119810739, Sport: ,Tennis, Time: ,Tue Aug 04 22:00:00 CEST 2015, Time: ,Tue Aug 04 22:00:00 CEST 2015, Event: ,E Makarova v Van Uytvanck, Favorite: ,Ekaterina Makarova, 2453959   size:159.16,Price: ,1.35,Alison Van Uytvanck, 5548385   size:47.16,Price: ,3.8,ok
1.119711465, Sport: ,Baseball, Time: ,Wed Aug 05 01:10:00 CEST 2015, Time: ,Wed Aug 05 01:10:00 CEST 2015, Event: ,NYM @ MIA, Favorite: ,NY Mets (J Niese), 3340416   size:258.88,Price: ,1.82,Miami (B Hand), 6557934   size:261.93,Price: ,2.14,ok
1.119728060, Sport: ,Soccer, Time: ,Tue Aug 04 19:00:00 CEST 2015, Time: ,Tue Aug 04 19:00:00 CEST 2015, Event: ,APOEL v FC Midtjylland, Favorite: ,APOEL, 1209582   size:270.11,Price: ,2.28,The Draw, 58805   size:750.77,Price: ,3.4,FC Midtjylland, 28206   size:265.82,Price: ,3.7,x
