1.119379531, Sport: ,Tennis, Time: ,Mon Jul 06 14:00:00 CEST 2015, Time: ,Mon Jul 06 14:00:00 CEST 2015, Event: ,Sharapova v Diyas, Favorite: ,Maria Sharapova, 2261745   size:77742.85,Price: ,1.08,Zarina Diyas, 4045175   size:631.71,Price: ,12.5,ok
1.119382661, Sport: ,Tennis, Time: ,Mon Jul 06 14:00:00 CEST 2015, Time: ,Mon Jul 06 14:00:00 CEST 2015, Event: ,Ser Williams v V Williams, Favorite: ,Serena Williams, 2538236   size:62220.85,Price: ,1.25,Venus Williams, 2309518   size:3343.91,Price: ,4.8,ok
1.119388808, Sport: ,Tennis, Time: ,Mon Jul 06 15:00:00 CEST 2015, Time: ,Mon Jul 06 15:00:00 CEST 2015, Event: ,Brands v Gombos, Favorite: ,Norbert Gombos, 8173023   size:107.59,Price: ,1.93,Daniel Brands, 2395076   size:2.01,Price: ,2.0,x
1.119392744, Sport: ,Soccer, Time: ,Mon Jul 06 14:30:00 CEST 2015, Time: ,Mon Jul 06 14:30:00 CEST 2015, Event: ,Balestier Khalsa v Hougang Utd, Favorite: ,Balestier Khalsa, 5322891   size:4.41,Price: ,1.93,The Draw, 58805   size:44.65,Price: ,4.0,Hougang Utd, 5339978   size:4.09,Price: ,4.3,ok
1.119357412, Sport: ,Soccer, Time: ,Mon Jul 06 18:30:00 CEST 2015, Time: ,Mon Jul 06 18:30:00 CEST 2015, Event: ,Dinamo Brest v Shakhter Soligorsk, Favorite: ,Shakhter Soligorsk, 46981   size:7.61,Price: ,1.65,The Draw, 58805   size:2.57,Price: ,3.95,Dinamo Brest, 2482528   size:6.11,Price: ,5.7,
1.119339742, Sport: ,Soccer, Time: ,Mon Jul 06 21:30:00 CEST 2015, Time: ,Mon Jul 06 21:30:00 CEST 2015, Event: ,Al Ahly v Al Masry, Favorite: ,Al Masry, 5174044   size:2.72,Price: ,1.16,Al Ahly, 1328423   size:2.72,Price: ,1.17,The Draw, 58805   size:3.55,Price: ,2.04,
1.119377980, Sport: ,Tennis, Time: ,Mon Jul 06 17:45:00 CEST 2015, Time: ,Mon Jul 06 17:45:00 CEST 2015, Event: ,N Djokovic v K Anderson, Favorite: ,Novak Djokovic, 2249229   size:27060.5,Price: ,1.05,Kevin Anderson, 2519549   size:340.42,Price: ,20.0,
1.119391294, Sport: ,Tennis, Time: ,Mon Jul 06 16:15:00 CEST 2015, Time: ,Mon Jul 06 16:15:00 CEST 2015, Event: ,Berdych v G Simon, Favorite: ,Tomas Berdych, 2256470   size:6431.45,Price: ,1.37,Gilles Simon, 2249345   size:144.54,Price: ,3.65,
1.119383190, Sport: ,Tennis, Time: ,Mon Jul 06 17:45:00 CEST 2015, Time: ,Mon Jul 06 17:45:00 CEST 2015, Event: ,Skupski/Konta v Nestor/Mladenovic, Favorite: ,Nestor/Mladenovic, 7397460   size:15.3,Price: ,1.24,Skupski/Konta, 9778467   size:52.81,Price: ,3.35,
1.119391641, Sport: ,Basketball, Time: ,Mon Jul 06 16:15:00 CEST 2015, Time: ,Mon Jul 06 16:15:00 CEST 2015, Event: ,Germany (W) v France (W), Favorite: ,France (W), 6469563   size:120.98,Price: ,1.03,Germany (W), 6427247   size:70.97,Price: ,9.6,
1.119389290, Sport: ,Tennis, Time: ,Mon Jul 06 14:00:00 CEST 2015, Time: ,Mon Jul 06 14:00:00 CEST 2015, Event: ,A Radwanska v J Jankovic, Favorite: ,Agnieszka Radwanska, 2263577   size:1318.15,Price: ,1.43,Jelena Jankok
