1.121910158, Sport: ,Handball, Time: ,Sat Nov 21 17:30:00 CET 2015, Time: ,Sat Nov 21 17:30:00 CET 2015, Event: ,Vardar v Niederosterreich, Favorite: ,Vardar, 8006170   size:0.0,Price: ,0.0,Niederosterreich, 5860975   size:2.85,Price: ,1.03,Draw, 330157   size:2.85,Price: ,1.03,ok
1.121853943, Sport: ,Soccer, Time: ,Sun Nov 22 01:45:00 CET 2015, Time: ,Sun Nov 22 01:45:00 CET 2015, Event: ,Cucuta Deportivo v Atletico Nacional, Favorite: ,Atletico Nacional, 478920   size:5.0,Price: ,1.61,Cucuta Deportivo, 2301978   size:2.83,Price: ,6.4,The Draw, 58805   size:28.37,Price: ,4.1,ok
1.121912441, Sport: ,Soccer, Time: ,Sat Nov 21 19:00:00 CET 2015, Time: ,Sat Nov 21 19:00:00 CET 2015, Event: ,Santos (Bra) U20 v Corinthians U20, Favorite: ,Santos (Bra) U20, 6714730   size:28.53,Price: ,1.1,Corinthians U20, 5187056   size:28.53,Price: ,1.1,The Draw, 58805   size:13.69,Price: ,2.88,x
1.121952583, Sport: ,Basketball, Time: ,Sat Nov 21 19:00:00 CET 2015, Time: ,Sat Nov 21 19:00:00 CET 2015, Event: ,Slovakia Women v Portugal Women, Favorite: ,Slovakia Women, 9535784   size:2.85,Price: ,1.03,Portugal Women, 8641476   size:3.75,Price: ,1.5,ok
1.121952580, Sport: ,Basketball, Time: ,Sat Nov 21 18:00:00 CET 2015, Time: ,Sat Nov 21 18:00:00 CET 2015, Event: ,Romania Women v Bosnia and Herzegovina , Favorite: ,Romania Women, 9516066   size:2.85,Price: ,1.03,Bosnia and Herzegovina, 512608   size:2.85,Price: ,1.03,ok
1.121952581, Sport: ,Basketball, Time: ,Sat Nov 21 19:00:00 CET 2015, Time: ,Sat Nov 21 19:00:00 CET 2015, Event: ,Serbia Women v Germany Women, Favorite: ,Serbia Women, 8874498   size:2.85,Price: ,1.03,Germany Women, 8606551   size:3.75,Price: ,1.5,ok
1.121944619, Sport: ,Soccer, Time: ,Sun Nov 22 03:00:00 CET 2015, Time: ,Sun Nov 22 03:00:00 CET 2015, Event: ,Real Esteli v Walter Ferreti, Favorite: ,Real Esteli, 3298379   size:6.76,Price: ,1.05,Walter Ferreti, 9461738   size:6.76,Price: ,1.05,The Draw, 58805   size:2.85,Price: ,1.25,x
1.121881193, Sport: ,Basketball, Time: ,Sat Nov 21 20:00:00 CET 2015, Time: ,Sat Nov 21 20:00:00 CET 2015, Event: ,Nancy v Monaco, Favorite: ,Nancy, 1293966   size:2.55,Price: ,1.63,Monaco, 8074967   size:59.2,Price: ,2.46,x
1.121890571, Sport: ,Basketball, Time: ,Sun Nov 22 01:30:00 CET 2015, Time: ,Sun Nov 22 01:30:00 CET 2015, Event: ,Regatas v Atenas, Favorite: ,Regatas, 6718792   size:9.48,Price: ,1.1,Atenas, 6719082   size:10.69,Price: ,5.0,ok
1.121890570, Sport: ,Basketball, Time: ,Sun Nov 22 01:00:00 CET 2015, Time: ,Sun Nov 22 01:00:00 CET 2015, Event: ,Quimsa v Libertad, Favorite: ,Libertad, 6719116   size:2.53,Price: ,1.55,Quimsa, 6243645   size:2.07,Price: ,1.9,x
1.121952589, Sport: ,Basketball, Time: ,Sat Nov 21 17:30:00 CET 2015, Time: ,Sat Nov 21 17:30:00 CET 2015, Event: ,Ukraine Women v Luxembourg Women, Favorite: ,Ukraine Women, 9482796   size:0.0,Price: ,0.0,Luxembourg Women, 9566691   size:3.75,Price: ,1.5,ok
1.121857187, Sport: ,American Football, Time: ,Sat Nov 21 18:00:00 CET 2015, Time: ,Sat Nov 21 18:00:00 CET 2015, Event: ,Memphis @ Temple, Favorite: ,Memphis, 975027   size:44.53,Price: ,1.65,Temple, 2118872   size:28.32,Price: ,2.4,x
1.121896434, Sport: ,Basketball, Time: ,Sat Nov 21 20:00:00 CET 2015, Time: ,Sat Nov 21 20:00:00 CET 2015, Event: ,Orchies v Roanne, Favorite: ,Orchies, 7615255   size:6.1,Price: ,1.38,Roanne, 1293961   size:10.0,Price: ,3.5,x
1.121941584, Sport: ,Soccer, Time: ,Sun Nov 22 06:00:00 CET 2015, Time: ,Sun Nov 22 06:00:00 CET 2015, Event: ,Vegalta Sendai (W) v Daito Bunka Univ (W), Favorite: ,Vegalta Sendai (W), 7420920   size:16.9,Price: ,1.02,Daito Bunka Univ (W), 10549850   size:16.9,Price: ,1.02,The Draw, 58805   size:2.85,Price: ,1.25,ok
1.121890459, Sport: ,Basketball, Time: ,Sun Nov 22 00:30:00 CET 2015, Time: ,Sun Nov 22 00:30:00 CET 2015, Event: ,Estudiantes (C) v La Union, Favorite: ,Estudiantes (C), 7753473   size:2.55,Price: ,1.28,La Union, 6343998   size:26.27,Price: ,2.96,x
1.121800162, Sport: ,Soccer, Time: ,Sat Nov 21 17:00:00 CET 2015, Time: ,Sat Nov 21 17:00:00 CET 2015, Event: ,FK Senica v Zilina, Favorite: ,Zilina, 189806   size:10.51,Price: ,1.76,FK Senica, 4030017   size:55.0,Price: ,3.5,The Draw, 58805   size:3.75,Price: ,2.66,x
1.121910174, Sport: ,Handball, Time: ,Sat Nov 21 19:00:00 CET 2015, Time: ,Sat Nov 21 19:00:00 CET 2015, Event: ,Lemgo v Eisenach, Favorite: ,Lemgo, 2201967   size:2.62,Price: ,1.22,Eisenach, 5833106   size:3.58,Price: ,6.8,Draw, 330157   size:6.68,Price: ,6.2,ok
1.121878552, Sport: ,Ice Hockey, Time: ,Sun Nov 22 02:05:00 CET 2015, Time: ,Sun Nov 22 02:05:00 CET 2015, Event: ,Buffalo @ Dallas, Favorite: ,Dallas, 2108116   size:61.99,Price: ,1.89,Buffalo, 4427593   size:3.29,Price: ,3.9,Tie, 60104   size:68.0,Price: ,4.3,ok
1.121952571, Sport: ,Basketball, Time: ,Sat Nov 21 19:45:00 CET 2015, Time: ,Sat Nov 21 19:45:00 CET 2015, Event: ,France Women v Estonia Women, Favorite: ,France Women, 8874486   size:0.0,Price: ,0.0,Estonia Women, 8606548   size:3.75,Price: ,1.5,ok
1.121916275, Sport: ,Soccer, Time: ,Sat Nov 21 22:10:00 CET 2015, Time: ,Sat Nov 21 22:10:00 CET 2015, Event: ,Peru U20 (W) v Chile U20 (W), Favorite: ,Peru U20 (W), 10536604   size:8.45,Price: ,1.04,Chile U20 (W), 10539473   size:8.45,Price: ,1.04,The Draw, 58805   size:13.19,Price: ,2.88,x
1.121815417, Sport: ,Soccer, Time: ,Sun Nov 22 06:30:00 CET 2015, Time: ,Sun Nov 22 06:30:00 CET 2015, Event: ,Citizen AA v Kwai Tsing District FA, Favorite: ,Citizen AA, 5284358   size:4.82,Price: ,1.07,Kwai Tsing District FA, 8288719   size:4.82,Price: ,1.07,The Draw, 58805   size:2.85,Price: ,1.25,ok
1.121952573, Sport: ,Basketball, Time: ,Sat Nov 21 20:15:00 CET 2015, Time: ,Sat Nov 21 20:15:00 CET 2015, Event: ,Hungary Women v Iceland Women, Favorite: ,Hungary Women, 9491411   size:2.85,Price: ,1.03,Iceland Women, 9566690   size:3.75,Price: ,1.5,ok
1.121952574, Sport: ,Basketball, Time: ,Sat Nov 21 18:15:00 CET 2015, Time: ,Sat Nov 21 18:15:00 CET 2015, Event: ,Italy Women v Albania Women, Favorite: ,Italy Women, 8627970   size:0.0,Price: ,0.0,Albania Women, 10540496   size:7.99,Price: ,1000.0,ok
1.121954639, Sport: ,Darts, Time: ,Sat Nov 21 20:30:00 CET 2015, Time: ,Sat Nov 21 20:30:00 CET 2015, Event: ,Wade v J Lewis, Favorite: ,James Wade, 2409762   size:2.55,Price: ,1.26,Jamie Lewis, 6432513   size:2.55,Price: ,1.43,ok
1.121952575, Sport: ,Basketball, Time: ,Sat Nov 21 20:15:00 CET 2015, Time: ,Sat Nov 21 20:15:00 CET 2015, Event: ,Montenegro Women v Great Britain Women, Favorite: ,Montenegro Women, 8606550   size:2.85,Price: ,1.03,Great Britain Women, 9482794   size:6.1,Price: ,1.16,ok
1.121952576, Sport: ,Basketball, Time: ,Sat Nov 21 20:00:00 CET 2015, Time: ,Sat Nov 21 20:00:00 CET 2015, Event: ,Netherlands Women v Croatia Women, Favorite: ,Croatia Women, 8641475   size:2.55,Price: ,1.27,Netherlands Women, 8647915   size:2.55,Price: ,4.2,x
1.121881040, Sport: ,Basketball, Time: ,Sat Nov 21 20:00:00 CET 2015, Time: ,Sat Nov 21 20:00:00 CET 2015, Event: ,Chalons Reims v Le Havre, Favorite: ,Chalons Reims, 6736111   size:2.55,Price: ,1.37,Le Havre, 1292696   size:2.55,Price: ,3.25,ok
1.121896542, Sport: ,Basketball, Time: ,Sat Nov 21 20:30:00 CET 2015, Time: ,Sat Nov 21 20:30:00 CET 2015, Event: ,Tubingen v sOliver Wurzburg, Favorite: ,sOliver Wurzburg, 10371127   size:2.55,Price: ,1.83,Tubingen, 1371897   size:105.51,Price: ,2.02,ok
1.121852526, Sport: ,Soccer, Time: ,Sat Nov 21 22:30:00 CET 2015, Time: ,Sat Nov 21 22:30:00 CET 2015, Event: ,Palestino v Colo Colo, Favorite: ,Colo Colo, 330239   size:24.98,Price: ,1.88,Palestino, 5129869   size:19.41,Price: ,4.3,The Draw, 58805   size:24.9,Price: ,3.95,x
1.121878557, Sport: ,Ice Hockey, Time: ,Sun Nov 22 02:05:00 CET 2015, Time: ,Sun Nov 22 02:05:00 CET 2015, Event: ,Nashville @ Minnesota, Favorite: ,Minnesota, 2109894   size:6.96,Price: ,2.5,Nashville, 2109832   size:142.66,Price: ,2.66,Tie, 60104   size:100.0,Price: ,3.9,ok
1.121910165, Sport: ,Handball, Time: ,Sat Nov 21 18:30:00 CET 2015, Time: ,Sat Nov 21 18:30:00 CET 2015, Event: ,Larvik v Baia Mare, Favorite: ,Larvik, 528704   size:2.85,Price: ,1.03,Baia Mare, 7739142   size:2.85,Price: ,1.03,Draw, 330157   size:2.85,Price: ,1.03,ok
1.121878563, Sport: ,Ice Hockey, Time: ,Sun Nov 22 04:05:00 CET 2015, Time: ,Sun Nov 22 04:05:00 CET 2015, Event: ,Chicago @ Vancouver, Favorite: ,Chicago, 2109831   size:5.0,Price: ,2.54,Vancouver, 2109691   size:22.09,Price: ,2.58,Tie, 60104   size:11.7,Price: ,3.9,x
1.121853721, Sport: ,Soccer, Time: ,Sun Nov 22 01:00:00 CET 2015, Time: ,Sun Nov 22 01:00:00 CET 2015, Event: ,Santiago Wanderers v Union Espanola, Favorite: ,Santiago Wanderers, 913363   size:14.09,Price: ,2.28,Union Espanola, 1388376   size:7.13,Price: ,3.2,The Draw, 58805   size:8.27,Price: ,3.7,x
1.120986045, Sport: ,Boxing, Time: ,Sat Nov 21 23:00:00 CET 2015, Time: ,Sat Nov 21 23:00:00 CET 2015, Event: ,Perez v Crolla, Favorite: ,Anthony Crolla, 5305524   size:193.19,Price: ,1.72,Darleys Perez, 9139645   size:25.0,Price: ,2.62,Draw, 31162   size:28.2,Price: ,21.0,ok
1.121912221, Sport: ,Soccer, Time: ,Sat Nov 21 17:00:00 CET 2015, Time: ,Sat Nov 21 17:00:00 CET 2015, Event: ,Monarcas Morelia U20 v Veracruz U20, Favorite: ,Monarcas Morelia U20, 6241888   size:6.49,Price: ,1.03,Veracruz U20, 8270292   size:6.49,Price: ,1.03,The Draw, 58805   size:6.49,Price: ,1.03,x
1.121942533, Sport: ,Soccer, Time: ,Sun Nov 22 03:00:00 CET 2015, Time: ,Sun Nov 22 03:00:00 CET 2015, Event: ,Xelaju v Malacateco, Favorite: ,Xelaju, 4867482   size:6.76,Price: ,1.05,Malacateco, 9238022   size:6.76,Price: ,1.05,The Draw, 58805   size:2.85,Price: ,1.25,ok
1.121738120, Sport: ,Soccer, Time: ,Sat Nov 21 20:45:00 CET 2015, Time: ,Sat Nov 21 20:45:00 CET 2015, Event: ,Juventus v AC Milan, Favorite: ,Juventus, 2423   size:434.16,Price: ,1.63,AC Milan, 127991   size:300.57,Price: ,7.6,The Draw, 58805   size:735.51,Price: ,3.85,ok
1.121815527, Sport: ,Soccer, Time: ,Sun Nov 22 06:30:00 CET 2015, Time: ,Sun Nov 22 06:30:00 CET 2015, Event: ,Sunray Cave JC Sun Hei v Shatin SA, Favorite: ,Sunray Cave JC Sun Hei, 7088136   size:4.82,Price: ,1.07,Shatin SA, 8889630   size:4.82,Price: ,1.07,The Draw, 58805   size:2.85,Price: ,1.25,ok
1.121920404, Sport: ,Basketball, Time: ,Sat Nov 21 17:15:00 CET 2015, Time: ,Sat Nov 21 17:15:00 CET 2015, Event: ,Bnei Herzliya v Hapoel Tel Aviv, Favorite: ,Bnei Herzliya, 7758963   size:53.0,Price: ,1.47,Hapoel Tel Aviv, 7758962   size:20.0,Price: ,2.22,ok
1.121920407, Sport: ,Basketball, Time: ,Sat Nov 21 19:00:00 CET 2015, Time: ,Sat Nov 21 19:00:00 CET 2015, Event: ,Hapoel M Jerusalem v Hapoel Eilat, Favorite: ,Hapoel M Jerusalem, 7758971   size:252.55,Price: ,1.3,Hapoel Eilat, 7758974   size:47.94,Price: ,3.75,ok
1.121914090, Sport: ,Soccer, Time: ,Sat Nov 21 17:00:00 CET 2015, Time: ,Sat Nov 21 17:00:00 CET 2015, Event: ,SCD Durango v CD Lagun Onak, Favorite: ,SCD Durango, 7717203   size:6.49,Price: ,1.03,CD Lagun Onak, 6883554   size:6.49,Price: ,1.03,The Draw, 58805   size:6.49,Price: ,1.03,x
1.121815887, Sport: ,Soccer, Time: ,Sun Nov 22 06:00:00 CET 2015, Time: ,Sun Nov 22 06:00:00 CET 2015, Event: ,Gwangju FC v Ulsan Hyundai Horang-i, Favorite: ,Ulsan Hyundai Horang-i, 5352229   size:2.56,Price: ,2.56,Gwangju FC, 5348611   size:7.98,Price: ,3.0,The Draw, 58805   size:42.68,Price: ,3.3,ok
1.121951918, Sport: ,Tennis, Time: ,Sat Nov 21 22:00:00 CET 2015, Time: ,Sat Nov 21 22:00:00 CET 2015, Event: ,Cervantes v Schwartzman, Favorite: ,Diego Schwartzman, 8736474   size:8.01,Price: ,1.51,Inigo Cervantes, 6297238   size:6.21,Price: ,2.44,x
1.121813344, Sport: ,Soccer, Time: ,Sun Nov 22 05:30:00 CET 2015, Time: ,Sun Nov 22 05:30:00 CET 2015, Event: ,Yokohama FM v Matsumoto, Favorite: ,Yokohama FM, 441087   size:21.56,Price: ,1.55,Matsumoto, 7081210   size:54.11,Price: ,6.8,The Draw, 58805   size:124.3,Price: ,4.5,x
1.121896414, Sport: ,Basketball, Time: ,Sat Nov 21 20:00:00 CET 2015, Time: ,Sat Nov 21 20:00:00 CET 2015, Event: ,Bourg en Bresse v Boulazac, Favorite: ,Bourg en Bresse, 6719004   size:14.73,Price: ,1.3,Boulazac, 6718787   size:7.97,Price: ,3.95,ok
1.121951914, Sport: ,Tennis, Time: ,Sat Nov 21 18:45:00 CET 2015, Time: ,Sat Nov 21 18:45:00 CET 2015, Event: ,Bozoljac/Zelenay v Basic/Mektic, Favorite: ,Bozoljac/Zelenay, 10507398   size:2.35,Price: ,1.59,Basic/Mektic, 10530697   size:73.03,Price: ,2.32,ok
1.121805431, Sport: ,Soccer, Time: ,Sat Nov 21 18:15:00 CET 2015, Time: ,Sat Nov 21 18:15:00 CET 2015, Event: ,Connahs Quay v Bala Town, Favorite: ,Bala Town, 4099627   size:25.71,Price: ,1.99,Connahs Quay, 339727   size:22.54,Price: ,3.8,The Draw, 58805   size:7.0,Price: ,3.65,x
1.121861416, Sport: ,Basketball, Time: ,Sun Nov 22 03:00:00 CET 2015, Time: ,Sun Nov 22 03:00:00 CET 2015, Event: ,Mount St Mary's @ Gonzaga, Favorite: ,Mount St Mary's, 10510899   size:8.45,Price: ,1.04,Gonzaga, 29840   size:8.45,Price: ,1.04,x
1.121915761, Sport: ,Soccer, Time: ,Sat Nov 21 19:00:00 CET 2015, Time: ,Sat Nov 21 19:00:00 CET 2015, Event: ,Orlando Pirates (SA) v Etoile du Sahel, Favorite: ,Orlando Pirates (SA), 1532826   size:10.07,Price: ,2.02,Etoile du Sahel, 6488670   size:6.21,Price: ,3.25,The Draw, 58805   size:14.04,Price: ,2.94,x
1.121779976, Sport: ,Soccer, Time: ,Sat Nov 21 19:30:00 CET 2015, Time: ,Sat Nov 21 19:30:00 CET 2015, Event: ,Verbroedering Geel v Eupen, Favorite: ,Eupen, 505721   size:7.23,Price: ,1.39,Verbroedering Geel, 505724   size:24.16,Price: ,9.0,The Draw, 58805   size:3.43,Price: ,5.2,ok
1.121861412, Sport: ,Basketball, Time: ,Sun Nov 22 02:00:00 CET 2015, Time: ,Sun Nov 22 02:00:00 CET 2015, Event: ,Emporia State @ Wichita St, Favorite: ,Wichita St, 2206278   size:2.85,Price: ,1.03,Emporia State, 10535457   size:8.45,Price: ,1.04,ok
1.121780050, Sport: ,Soccer, Time: ,Sat Nov 21 20:00:00 CET 2015, Time: ,Sat Nov 21 20:00:00 CET 2015, Event: ,Tubize v Patro Eisden, Favorite: ,Tubize, 505722   size:2.83,Price: ,1.34,Patro Eisden, 7441124   size:22.93,Price: ,10.5,The Draw, 58805   size:52.18,Price: ,5.6,ok
1.121952277, Sport: ,Tennis, Time: ,Sun Nov 22 07:00:00 CET 2015, Time: ,Sun Nov 22 07:00:00 CET 2015, Event: ,P Kobelt v Kibi, Favorite: ,Peter Kobelt, 8798913   size:2.11,Price: ,1.57,Yuya Kibi, 8815719   size:7.62,Price: ,2.18,x
1.121920314, Sport: ,Basketball, Time: ,Sat Nov 21 20:30:00 CET 2015, Time: ,Sat Nov 21 20:30:00 CET 2015, Event: ,Leicester v Sheffield, Favorite: ,Leicester, 2938536   size:225.24,Price: ,1.19,Sheffield, 2938535   size:22.55,Price: ,5.6,x
1.121866303, Sport: ,Soccer, Time: ,Sat Nov 21 17:00:00 CET 2015, Time: ,Sat Nov 21 17:00:00 CET 2015, Event: ,Arenas Club de Getxo v Toledo, Favorite: ,Arenas Club de Getxo, 6977566   size:2.32,Price: ,2.5,Toledo, 218880   size:6.7,Price: ,2.74,The Draw, 58805   size:13.25,Price: ,3.2,ok
1.121920318, Sport: ,Basketball, Time: ,Sat Nov 21 20:30:00 CET 2015, Time: ,Sat Nov 21 20:30:00 CET 2015, Event: ,Castello v Palma, Favorite: ,Castello, 10370944   size:2.55,Price: ,1.81,Palma, 8832822   size:4.09,Price: ,2.1,x
1.121778528, Sport: ,Soccer, Time: ,Sat Nov 21 22:30:00 CET 2015, Time: ,Sat Nov 21 22:30:00 CET 2015, Event: ,Vila Nova v Londrina, Favorite: ,Vila Nova, 376829   size:2.23,Price: ,2.28,Londrina, 4525642   size:41.96,Price: ,3.4,The Draw, 58805   size:6.27,Price: ,3.2,ok
1.121920670, Sport: ,Volleyball, Time: ,Sat Nov 21 19:00:00 CET 2015, Time: ,Sat Nov 21 19:00:00 CET 2015, Event: ,Ushuaia Ibiza v A.d. Caceres VB, Favorite: ,Ushuaia Ibiza, 6742606   size:2.85,Price: ,1.03,A.D. Caceres Vb, 10256874   size:6.1,Price: ,1.32,ok
1.121852823, Sport: ,Soccer, Time: ,Sun Nov 22 01:00:00 CET 2015, Time: ,Sun Nov 22 01:00:00 CET 2015, Event: ,Univ Catolica (Ecu) v Independiente (Ecu), Favorite: ,Independiente (Ecu), 6432339   size:8.84,Price: ,2.72,Univ Catolica (Ecu), 7005170   size:8.11,Price: ,2.78,The Draw, 58805   size:2.33,Price: ,3.25,x
1.121765696, Sport: ,Soccer, Time: ,Sat Nov 21 21:00:00 CET 2015, Time: ,Sat Nov 21 21:00:00 CET 2015, Event: ,Sport Loreto v Sporting Cristal, Favorite: ,Sporting Cristal, 328696   size:37.7,Price: ,2.32,Sport Loreto, 9216261   size:5.65,Price: ,3.2,The Draw, 58805   size:8.55,Price: ,3.5,x
1.121781700, Sport: ,Soccer, Time: ,Sat Nov 21 18:00:00 CET 2015, Time: ,Sat Nov 21 18:00:00 CET 2015, Event: ,Gornik Leczna v Ruch Chorzow, Favorite: ,Gornik Leczna, 502299   size:55.58,Price: ,1.88,Ruch Chorzow, 2160683   size:116.86,Price: ,4.9,The Draw, 58805   size:12.52,Price: ,3.65,x
1.121878414, Sport: ,Ice Hockey, Time: ,Sun Nov 22 01:05:00 CET 2015, Time: ,Sun Nov 22 01:05:00 CET 2015, Event: ,Colorado @ Washington, Favorite: ,Washington, 2109756   size:65.4,Price: ,1.94,Colorado, 2108117   size:5.0,Price: ,3.75,Tie, 60104   size:107.34,Price: ,4.1,ok
1.121937563, Sport: ,Basketball, Time: ,Sun Nov 22 07:30:00 CET 2015, Time: ,Sun Nov 22 07:30:00 CET 2015, Event: ,Malaysia Dragons v Mono Vampire Basketball, Favorite: ,Malaysia Dragons, 7001441   size:8.45,Price: ,1.04,Mono Vampire Basketball, 10464262   size:8.45,Price: ,1.04,ok
1.121805541, Sport: ,Soccer, Time: ,Sat Nov 21 20:00:00 CET 2015, Time: ,Sat Nov 21 20:00:00 CET 2015, Event: ,Rentistas v Villa Teresa, Favorite: ,Rentistas, 5790002   size:37.64,Price: ,1.77,Villa Teresa, 9459685   size:19.8,Price: ,4.9,The Draw, 58805   size:5.04,Price: ,3.9,ok
1.120209355, Sport: ,Mixed Martial Arts, Time: ,Sat Nov 21 23:00:00 CET 2015, Time: ,Sat Nov 21 23:00:00 CET 2015, Event: ,Lamas v Sanchez, Favorite: ,Ricardo Lamas, 5944761   size:56.8,Price: ,1.19,Diego Sanchez, 3832578   size:5.0,Price: ,4.9,ok
1.121878540, Sport: ,Ice Hockey, Time: ,Sun Nov 22 01:05:00 CET 2015, Time: ,Sun Nov 22 01:05:00 CET 2015, Event: ,Arizona @ Winnipeg, Favorite: ,Winnipeg, 5866888   size:275.98,Price: ,2.08,Arizona, 8867880   size:103.06,Price: ,3.3,Tie, 60104   size:53.88,Price: ,4.1,ok
1.121952142, Sport: ,Tennis, Time: ,Sat Nov 21 20:00:00 CET 2015, Time: ,Sat Nov 21 20:00:00 CET 2015, Event: ,Fritz v Laaksonen, Favorite: ,Taylor Fritz, 10279360   size:120.01,Price: ,1.26,Henri Laaksonen, 6344314   size:25.35,Price: ,4.4,x
1.121954683, Sport: ,Darts, Time: ,Sat Nov 21 21:00:00 CET 2015, Time: ,Sat Nov 21 21:00:00 CET 2015, Event: ,Wright v Hopp, Favorite: ,Peter Wright, 2821235   size:445.09,Price: ,1.22,Max Hopp, 6889335   size:370.91,Price: ,1.44,ok
