1.122191154, Sport: ,Basketball, Time: ,Thu Dec 10 02:00:00 CET 2015, Time: ,Thu Dec 10 02:00:00 CET 2015, Event: ,Holy Cross @ Kansas, Favorite: ,Kansas, 29837   size:2.75,Price: ,1.02,Holy Cross, 707385   size:2.55,Price: ,3.2,ok
1.122027950, Sport: ,Soccer, Time: ,Thu Dec 10 19:00:00 CET 2015, Time: ,Thu Dec 10 19:00:00 CET 2015, Event: ,Groningen v Braga, Favorite: ,Braga, 48799   size:11.31,Price: ,2.28,Groningen, 48450   size:102.25,Price: ,3.5,The Draw, 58805   size:680.13,Price: ,3.55,x
1.122183663, Sport: ,Basketball, Time: ,Thu Dec 10 20:30:00 CET 2015, Time: ,Thu Dec 10 20:30:00 CET 2015, Event: ,Limoges v Olympiacos, Favorite: ,Olympiacos, 278582   size:299.28,Price: ,1.27,Limoges, 3817200   size:63.76,Price: ,4.0,ok
1.122215207, Sport: ,Tennis, Time: ,Thu Dec 10 09:00:00 CET 2015, Time: ,Thu Dec 10 09:00:00 CET 2015, Event: ,Nermeen Shawky v Reka Luca Jani, Favorite: ,Nermeen Shawky, 10347466   size:9.06,Price: ,1.06,Reka Luca Jani, 4030750   size:9.06,Price: ,1.06,x
1.122204041, Sport: ,Basketball, Time: ,Thu Dec 10 20:30:00 CET 2015, Time: ,Thu Dec 10 20:30:00 CET 2015, Event: ,Orange Blizzards Women v Miskolc (W), Favorite: ,Miskolc (W), 8997162   size:2.75,Price: ,1.03,Orange Blizzards Women, 10463085   size:5.89,Price: ,1.29,ok
1.122207673, Sport: ,Basketball, Time: ,Thu Dec 10 19:00:00 CET 2015, Time: ,Thu Dec 10 19:00:00 CET 2015, Event: ,Randers v SISU, Favorite: ,Randers, 6719073   size:2.75,Price: ,1.03,Sisu, 6719078   size:2.75,Price: ,1.03,ok
1.122207156, Sport: ,Soccer, Time: ,Thu Dec 10 20:30:00 CET 2015, Time: ,Thu Dec 10 20:30:00 CET 2015, Event: ,Internacional U20 v Atletico Mineiro U20, Favorite: ,Internacional U20, 6006866   size:2014.46,Price: ,1.28,Atletico Mineiro U20, 5181675   size:2014.46,Price: ,1.33,The Draw, 58805   size:301.89,Price: ,3.2,x
1.122111591, Sport: ,Ice Hockey, Time: ,Thu Dec 10 19:00:00 CET 2015, Time: ,Thu Dec 10 19:00:00 CET 2015, Event: ,Farjestad v Djurgardens, Favorite: ,Farjestad, 237392   size:109.0,Price: ,1.96,Djurgardens, 988206   size:94.0,Price: ,3.15,Tie, 60104   size:96.0,Price: ,4.3,ok
1.122204045, Sport: ,Basketball, Time: ,Thu Dec 10 17:00:00 CET 2015, Time: ,Thu Dec 10 17:00:00 CET 2015, Event: ,Pinkk Pecsi (W) v Venezia (W), Favorite: ,Pinkk Pecsi (W), 8978740   size:2.75,Price: ,1.03,Venezia (W), 10462201   size:2.75,Price: ,1.03,x
1.122205373, Sport: ,Soccer, Time: ,Thu Dec 10 18:15:00 CET 2015, Time: ,Thu Dec 10 18:15:00 CET 2015, Event: ,Al-Hilal v Al Ahli, Favorite: ,Al-Hilal, 3725113   size:10.55,Price: ,1.97,Al Ahli, 1252792   size:8.99,Price: ,2.76,The Draw, 58805   size:16.0,Price: ,3.2,x
1.122026988, Sport: ,Soccer, Time: ,Thu Dec 10 19:00:00 CET 2015, Time: ,Thu Dec 10 19:00:00 CET 2015, Event: ,Plzen v Villarreal, Favorite: ,Villarreal, 28191   size:29.58,Price: ,2.56,Plzen, 471040   size:186.57,Price: ,2.98,The Draw, 58805   size:850.6,Price: ,3.6,x
1.122192500, Sport: ,Soccer, Time: ,Wed Dec 09 22:15:00 CET 2015, Time: ,Wed Dec 09 22:15:00 CET 2015, Event: ,Canada (W) v Mexico (W), Favorite: ,Canada (W), 541840   size:19.52,Price: ,2.16,Mexico (W), 899139   size:11.27,Price: ,3.5,The Draw, 58805   size:15.93,Price: ,3.55,ok
1.122166774, Sport: ,Basketball, Time: ,Thu Dec 10 03:05:00 CET 2015, Time: ,Thu Dec 10 03:05:00 CET 2015, Event: ,New York @ Utah, Favorite: ,Utah, 13119   size:101.77,Price: ,1.7,New York, 13106   size:136.35,Price: ,2.38,ok
1.122183513, Sport: ,Basketball, Time: ,Wed Dec 09 21:00:00 CET 2015, Time: ,Wed Dec 09 21:00:00 CET 2015, Event: ,Gran Canaria v Alba Berlin, Favorite: ,Gran Canaria, 945506   size:10.0,Price: ,1.4,Alba Berlin, 266284   size:28.0,Price: ,2.7,ok
1.122183236, Sport: ,Rugby Union, Time: ,Thu Dec 10 20:45:00 CET 2015, Time: ,Thu Dec 10 20:45:00 CET 2015, Event: ,Worcester v Gloucester, Favorite: ,Gloucester, 168   size:2.69,Price: ,1.06,Worcester, 283308   size:2.66,Price: ,2.22,Draw, 246289   size:21.85,Price: ,23.0,ok
1.122215118, Sport: ,Tennis, Time: ,Thu Dec 10 00:30:00 CET 2015, Time: ,Thu Dec 10 00:30:00 CET 2015, Event: ,Peter Torebko v Nick Hardt, Favorite: ,Peter Torebko, 5829498   size:509.72,Price: ,1.08,Nick Hardt, 10583361   size:9.05,Price: ,5.7,ok
1.122152498, Sport: ,Cricket, Time: ,Thu Dec 10 13:30:00 CET 2015, Time: ,Thu Dec 10 13:30:00 CET 2015, Event: ,Barisal v Dhaka, Favorite: ,Barisal, 6119232   size:319.09,Price: ,1.82,Dhaka, 3388305   size:2.55,Price: ,2.06,ok
1.122206597, Sport: ,Soccer, Time: ,Thu Dec 10 16:30:00 CET 2015, Time: ,Thu Dec 10 16:30:00 CET 2015, Event: ,Al Fujairah (UAE) v Al Jazira (UAE), Favorite: ,Al Jazira (UAE), 9300989   size:3.92,Price: ,1.97,Al Fujairah (UAE), 8855413   size:2.55,Price: ,3.05,The Draw, 58805   size:35.16,Price: ,3.45,x
1.122205022, Sport: ,Soccer, Time: ,Thu Dec 10 13:00:00 CET 2015, Time: ,Thu Dec 10 13:00:00 CET 2015, Event: ,Metalurg Skopje v Rabotnicki, Favorite: ,Rabotnicki, 1190984   size:2.68,Price: ,1.42,Metalurg Skopje, 4807181   size:2.42,Price: ,5.9,The Draw, 58805   size:3.25,Price: ,3.85,x
1.122205263, Sport: ,Soccer, Time: ,Thu Dec 10 16:30:00 CET 2015, Time: ,Thu Dec 10 16:30:00 CET 2015, Event: ,Al Rayyan v Al Sadd (QAT), Favorite: ,Al Rayyan, 4692599   size:6.57,Price: ,1.71,Al Sadd (QAT), 4525676   size:2.55,Price: ,3.7,The Draw, 58805   size:2.55,Price: ,3.7,x
1.122208429, Sport: ,Pool, Time: ,Wed Dec 09 22:00:00 CET 2015, Time: ,Wed Dec 09 22:00:00 CET 2015, Event: ,Match 15 - Singles, Favorite: ,Darren Appleton, 4380572   size:5.22,Price: ,1.45,Justin Bergman, 9027914   size:132.96,Price: ,2.72,x
1.122205318, Sport: ,Soccer, Time: ,Thu Dec 10 18:00:00 CET 2015, Time: ,Thu Dec 10 18:00:00 CET 2015, Event: ,Al-Ittihad v Hajer (KSA), Favorite: ,Al-Ittihad, 3727829   size:2.55,Price: ,1.17,Hajer (KSA), 6617052   size:2.3,Price: ,8.8,The Draw, 58805   size:13.51,Price: ,5.2,ok
1.122208425, Sport: ,Pool, Time: ,Wed Dec 09 21:00:00 CET 2015, Time: ,Wed Dec 09 21:00:00 CET 2015, Event: ,Match 13 - Doubles, Favorite: ,Oushcan/Boyes, 10612183   size:156.99,Price: ,1.75,Woodward/Dechaine, 10612182   size:99.84,Price: ,2.2,ok
1.122203899, Sport: ,Basketball, Time: ,Thu Dec 10 18:30:00 CET 2015, Time: ,Thu Dec 10 18:30:00 CET 2015, Event: ,Turow Zgorzelec v Kutno, Favorite: ,Turow Zgorzelec, 1434930   size:2.55,Price: ,1.12,Kutno, 8832805   size:2.55,Price: ,1.89,x
1.122190970, Sport: ,Volleyball, Time: ,Thu Dec 10 16:00:00 CET 2015, Time: ,Thu Dec 10 16:00:00 CET 2015, Event: ,Dinamo Moscow v Gazprom-Ugra Surgut, Favorite: ,Dinamo Moscow, 1288570   size:2.55,Price: ,1.17,Gazprom-Ugra Surgut, 10410542   size:2.55,Price: ,3.7,ok
1.122197366, Sport: ,Soccer, Time: ,Wed Dec 09 21:00:00 CET 2015, Time: ,Wed Dec 09 21:00:00 CET 2015, Event: ,Airdrieonians U20 v Stranraer U20, Favorite: ,Airdrieonians U20, 9220054   size:81.12,Price: ,1.74,Stranraer U20, 10341089   size:27.7,Price: ,3.1,The Draw, 58805   size:11.62,Price: ,6.8,x
1.122204744, Sport: ,Soccer, Time: ,Thu Dec 10 02:00:00 CET 2015, Time: ,Thu Dec 10 02:00:00 CET 2015, Event: ,FAS v Isidro Metapan, Favorite: ,Fas, 4867481   size:5.0,Price: ,2.2,Isidro Metapan, 4864112   size:2.43,Price: ,2.6,The Draw, 58805   size:4.53,Price: ,3.5,ok
1.122206523, Sport: ,Soccer, Time: ,Thu Dec 10 13:55:00 CET 2015, Time: ,Thu Dec 10 13:55:00 CET 2015, Event: ,Al Dhafra v Dibba Al Fujairah, Favorite: ,Dibba Al Fujairah, 6685874   size:2.55,Price: ,2.76,Al Dhafra, 3584581   size:2.28,Price: ,2.8,The Draw, 58805   size:15.05,Price: ,3.3,ok
1.122208426, Sport: ,Pool, Time: ,Wed Dec 09 21:30:00 CET 2015, Time: ,Wed Dec 09 21:30:00 CET 2015, Event: ,Match 14 - Singles, Favorite: ,Shane Van Boening, 2622324   size:65.89,Price: ,1.87,Niels Feijen, 2158435   size:2.55,Price: ,1.96,x
1.122164066, Sport: ,Soccer, Time: ,Thu Dec 10 16:00:00 CET 2015, Time: ,Thu Dec 10 16:00:00 CET 2015, Event: ,CSKA Sofia v Sozopol, Favorite: ,CSKA Sofia, 46982   size:3.2,Price: ,1.2,Sozopol, 5112601   size:2.35,Price: ,7.8,The Draw, 58805   size:7.08,Price: ,6.4,ok
1.122215181, Sport: ,Tennis, Time: ,Thu Dec 10 09:00:00 CET 2015, Time: ,Thu Dec 10 09:00:00 CET 2015, Event: ,Dina Hegab v Mihaela Buzarnescu, Favorite: ,Dina Hegab, 9400936   size:2.55,Price: ,1.63,Mihaela Buzarnescu, 5776800   size:2.55,Price: ,1.82,x
1.122215184, Sport: ,Tennis, Time: ,Thu Dec 10 10:30:00 CET 2015, Time: ,Thu Dec 10 10:30:00 CET 2015, Event: ,Melanie Klaffner v Berfu Cengiz, Favorite: ,Melanie Klaffner, 2814671   size:9.06,Price: ,1.06,Berfu Cengiz, 9633382   size:9.06,Price: ,1.06,ok
1.122166764, Sport: ,Basketball, Time: ,Thu Dec 10 01:05:00 CET 2015, Time: ,Thu Dec 10 01:05:00 CET 2015, Event: ,Miami @ Charlotte, Favorite: ,Charlotte, 13110   size:67.14,Price: ,1.95,Miami, 13109   size:241.0,Price: ,2.0,ok
1.122215186, Sport: ,Tennis, Time: ,Thu Dec 10 09:00:00 CET 2015, Time: ,Thu Dec 10 09:00:00 CET 2015, Event: ,Fanny Ostlund v Polina Leykina, Favorite: ,Fanny Ostlund, 8699002   size:9.06,Price: ,1.06,Polina Leykina, 9062872   size:9.06,Price: ,1.06,x
1.122183645, Sport: ,Basketball, Time: ,Thu Dec 10 20:00:00 CET 2015, Time: ,Thu Dec 10 20:00:00 CET 2015, Event: ,Anadolu Efes v Laboral Kutxa, Favorite: ,Anadolu Efes, 5832279   size:192.17,Price: ,1.42,Laboral Kutxa, 7735599   size:31.7,Price: ,3.05,ok
1.122135648, Sport: ,Soccer, Time: ,Wed Dec 09 21:30:00 CET 2015, Time: ,Wed Dec 09 21:30:00 CET 2015, Event: ,Real Garcilaso v Melgar, Favorite: ,Melgar, 5839079   size:96.08,Price: ,2.22,Real Garcilaso, 6204632   size:124.29,Price: ,3.45,The Draw, 58805   size:155.88,Price: ,3.65,ok
1.122183244, Sport: ,Rugby Union, Time: ,Thu Dec 10 20:45:00 CET 2015, Time: ,Thu Dec 10 20:45:00 CET 2015, Event: ,Agen v Grenoble, Favorite: ,Grenoble, 233950   size:2.66,Price: ,1.42,Agen, 690999   size:2.66,Price: ,3.25,Draw, 246289   size:2.66,Price: ,24.0,ok
1.122207212, Sport: ,Soccer, Time: ,Thu Dec 10 18:30:00 CET 2015, Time: ,Thu Dec 10 18:30:00 CET 2015, Event: ,Palmeiras U20 v Avai U20, Favorite: ,Palmeiras U20, 5181619   size:3021.69,Price: ,1.18,Avai U20, 5181429   size:2820.42,Price: ,1.31,The Draw, 58805   size:301.89,Price: ,3.2,ok
1.122209236, Sport: ,Soccer, Time: ,Wed Dec 09 22:00:00 CET 2015, Time: ,Wed Dec 09 22:00:00 CET 2015, Event: ,Santiago Wanderers v Colo Colo, Favorite: ,Colo Colo, 330239   size:9.33,Price: ,1.67,Santiago Wanderers, 913363   size:4.51,Price: ,4.0,The Draw, 58805   size:2.0,Price: ,3.3,x
1.122027537, Sport: ,Soccer, Time: ,Thu Dec 10 19:00:00 CET 2015, Time: ,Thu Dec 10 19:00:00 CET 2015, Event: ,Bordeaux v Rubin Kazan, Favorite: ,Rubin Kazan, 503142   size:116.69,Price: ,2.66,Bordeaux, 10501   size:3.38,Price: ,2.9,The Draw, 58805   size:1027.88,Price: ,3.45,x
1.122191231, Sport: ,Volleyball, Time: ,Thu Dec 10 18:30:00 CET 2015, Time: ,Thu Dec 10 18:30:00 CET 2015, Event: ,Galatasaray Istanbul v Vdk Gent Dames, Favorite: ,Galatasaray Istanbul, 6249494   size:2.75,Price: ,1.03,Vdk Gent Dames, 10410551   size:2.75,Price: ,1.03,ok
1.122114395, Sport: ,Ice Hockey, Time: ,Thu Dec 10 18:30:00 CET 2015, Time: ,Thu Dec 10 18:30:00 CET 2015, Event: ,Frisk Asker v Sparta Sarpsborg, Favorite: ,Frisk Asker, 61425   size:75.64,Price: ,2.18,Sparta Sarpsborg, 61430   size:75.64,Price: ,2.54,Tie, 60104   size:118.55,Price: ,3.9,x
1.122205208, Sport: ,Soccer, Time: ,Thu Dec 10 01:00:00 CET 2015, Time: ,Thu Dec 10 01:00:00 CET 2015, Event: ,Zamora v Deportivo La Guaira, Favorite: ,Zamora, 565025   size:22.0,Price: ,1.95,Deportivo La Guaira, 7658015   size:14.44,Price: ,4.5,The Draw, 58805   size:13.76,Price: ,3.6,ok
1.122191113, Sport: ,Basketball, Time: ,Thu Dec 10 01:00:00 CET 2015, Time: ,Thu Dec 10 01:00:00 CET 2015, Event: ,Eastern Kentucky @ Kentucky, Favorite: ,Kentucky, 332189   size:2.75,Price: ,1.03,Eastern Kentucky, 716978   size:24.74,Price: ,19.0,ok
1.122167241, Sport: ,Ice Hockey, Time: ,Thu Dec 10 19:00:00 CET 2015, Time: ,Thu Dec 10 19:00:00 CET 2015, Event: ,Almtuna v Timra, Favorite: ,Almtuna, 539697   size:16.26,Price: ,1.65,Timra, 237393   size:5.89,Price: ,3.85,Tie, 60104   size:5.89,Price: ,3.85,x
1.122215092, Sport: ,Tennis, Time: ,Wed Dec 09 20:50:00 CET 2015, Time: ,Wed Dec 09 20:50:00 CET 2015, Event: ,Mateo Nicolas Martinez v Facundo Mena, Favorite: ,Facundo Mena, 8700270   size:27.19,Price: ,1.11,Mateo Nicolas Martinez, 8244705   size:6.0,Price: ,5.0,ok
1.122191079, Sport: ,Volleyball, Time: ,Thu Dec 10 16:00:00 CET 2015, Time: ,Thu Dec 10 16:00:00 CET 2015, Event: ,PAOK Thessaloniki v AO Orestiadas, Favorite: ,PAOK Thessaloniki, 1359847   size:2.75,Price: ,1.03,Ao Orestiadas, 10395510   size:18.0,Price: ,1.16,ok
1.122123428, Sport: ,Handball, Time: ,Thu Dec 10 20:45:00 CET 2015, Time: ,Thu Dec 10 20:45:00 CET 2015, Event: ,Nantes v Paris Saint German, Favorite: ,Paris Saint German, 8835235   size:2.75,Price: ,1.03,Nantes, 3893967   size:5.89,Price: ,1.28,Draw, 330157   size:5.89,Price: ,1.28,ok
1.122114391, Sport: ,Ice Hockey, Time: ,Thu Dec 10 18:30:00 CET 2015, Time: ,Thu Dec 10 18:30:00 CET 2015, Event: ,Lorenskog v Manglerud, Favorite: ,Lorenskog, 61424   size:5.89,Price: ,1.21,Manglerud, 61084   size:68.77,Price: ,6.6,Tie, 60104   size:71.63,Price: ,5.8,ok
1.122215095, Sport: ,Tennis, Time: ,Wed Dec 09 23:00:00 CET 2015, Time: ,Wed Dec 09 23:00:00 CET 2015, Event: ,Bastian Trinker v Corentin Moutet, Favorite: ,Bastian Trinker, 6498880   size:3.49,Price: ,1.35,Corentin Moutet, 8842291   size:4.34,Price: ,2.78,ok
1.122204912, Sport: ,Soccer, Time: ,Thu Dec 10 16:30:00 CET 2015, Time: ,Thu Dec 10 16:30:00 CET 2015, Event: ,Al Jazeera (JOR) v Al Wehdat, Favorite: ,Al Wehdat, 5553914   size:2.55,Price: ,1.53,Al Jazeera (Jor), 9262035   size:2.55,Price: ,5.0,The Draw, 58805   size:16.5,Price: ,3.15,x
1.122107458, Sport: ,Soccer, Time: ,Thu Dec 10 17:00:00 CET 2015, Time: ,Thu Dec 10 17:00:00 CET 2015, Event: ,NA Hussein Dey v CS Constantine, Favorite: ,NA Hussein Dey, 7650243   size:3.0,Price: ,1.69,CS Constantine, 7598561   size:8.16,Price: ,4.2,The Draw, 58805   size:3.4,Price: ,3.2,ok
1.122191194, Sport: ,Volleyball, Time: ,Thu Dec 10 20:00:00 CET 2015, Time: ,Thu Dec 10 20:00:00 CET 2015, Event: ,Volero Zurich v Vizura Beograd, Favorite: ,Volero Zurich, 2204305   size:0.0,Price: ,0.0,Vizura Beograd, 5188378   size:2.75,Price: ,1.03,ok
1.122107698, Sport: ,Soccer, Time: ,Wed Dec 09 21:00:00 CET 2015, Time: ,Wed Dec 09 21:00:00 CET 2015, Event: ,USA U20 (W) v Haiti U20 (W), Favorite: ,USA U20 (W), 4835208   size:0.0,Price: ,0.0,Haiti U20 (W), 10585749   size:5.0,Price: ,500.0,The Draw, 58805   size:6000.0,Price: ,1.5,ok
1.122183699, Sport: ,Basketball, Time: ,Thu Dec 10 17:00:00 CET 2015, Time: ,Thu Dec 10 17:00:00 CET 2015, Event: ,Tsmoki Minsk v Enisey, Favorite: ,Tsmoki Minsk, 6815371   size:7.63,Price: ,1.75,Enisey, 5850555   size:5.3,Price: ,2.08,x
1.122027743, Sport: ,Soccer, Time: ,Thu Dec 10 19:00:00 CET 2015, Time: ,Thu Dec 10 19:00:00 CET 2015, Event: ,Napoli v Legia Warsaw, Favorite: ,Napoli, 676464   size:612.53,Price: ,1.51,Legia Warsaw, 46943   size:39.71,Price: ,7.4,The Draw, 58805   size:176.38,Price: ,4.8,ok
1.122111606, Sport: ,Ice Hockey, Time: ,Thu Dec 10 19:00:00 CET 2015, Time: ,Thu Dec 10 19:00:00 CET 2015, Event: ,Frolunda v Vaxjo Lakers, Favorite: ,Frolunda, 60808   size:16.26,Price: ,1.74,Vaxjo Lakers, 539706   size:5.89,Price: ,3.55,Tie, 60104   size:5.89,Price: ,3.95,ok
1.122028156, Sport: ,Soccer, Time: ,Thu Dec 10 19:00:00 CET 2015, Time: ,Thu Dec 10 19:00:00 CET 2015, Event: ,Fenerbahce v Celtic, Favorite: ,Fenerbahce, 46726   size:977.66,Price: ,1.44,Celtic, 55223   size:141.79,Price: ,8.6,The Draw, 58805   size:120.08,Price: ,5.1,x
1.122092686, Sport: ,Ice Hockey, Time: ,Thu Dec 10 17:30:00 CET 2015, Time: ,Thu Dec 10 17:30:00 CET 2015, Event: ,HIFK v TPS, Favorite: ,HIFK, 66428   size:102.9,Price: ,1.88,TPS, 66803   size:101.99,Price: ,3.55,Tie, 60104   size:62.0,Price: ,4.4,ok
1.122207100, Sport: ,Soccer, Time: ,Thu Dec 10 20:30:00 CET 2015, Time: ,Thu Dec 10 20:30:00 CET 2015, Event: ,Cittadella v Bassano Virtus, Favorite: ,Cittadella, 60295   size:5.0,Price: ,1.82,Bassano Virtus, 3260780   size:7.1,Price: ,2.52,The Draw, 58805   size:15.12,Price: ,3.15,ok
