1.121403428, Sport: ,Soccer, Time: ,Sat Oct 31 05:00:00 CET 2015, Time: ,Sat Oct 31 05:00:00 CET 2015, Event: ,Sagawa Printing SC v Sony Sendai FC, Favorite: ,Sagawa Printing SC, 7441173   size:4.14,Price: ,1.07,Sony Sendai FC, 5852913   size:4.14,Price: ,1.07,The Draw, 58805   size:2.8,Price: ,1.25,x
1.121404591, Sport: ,Soccer, Time: ,Sat Oct 31 08:00:00 CET 2015, Time: ,Sat Oct 31 08:00:00 CET 2015, Event: ,Shanghai East Asia v Liaoning Whowin, Favorite: ,Shanghai East Asia, 6988032   size:15.98,Price: ,1.13,Liaoning Whowin, 9276641   size:31.38,Price: ,22.0,The Draw, 58805   size:2.79,Price: ,9.6,ok
1.121395209, Sport: ,Ice Hockey, Time: ,Sat Oct 31 00:05:00 CET 2015, Time: ,Sat Oct 31 00:05:00 CET 2015, Event: ,Toronto @ NY Rangers, Favorite: ,NY Rangers, 60103   size:539.99,Price: ,1.77,Toronto, 2108073   size:5.0,Price: ,4.0,Tie, 60104   size:473.0,Price: ,4.2,ok
1.121396419, Sport: ,Soccer, Time: ,Fri Oct 30 20:00:00 CET 2015, Time: ,Fri Oct 30 20:00:00 CET 2015, Event: ,Epinal v Beziers, Favorite: ,Epinal, 2740568   size:8.54,Price: ,2.54,Beziers, 8076581   size:10.65,Price: ,3.05,The Draw, 58805   size:4.31,Price: ,3.25,x
1.121493395, Sport: ,American Football, Time: ,Sat Oct 31 00:00:00 CET 2015, Time: ,Sat Oct 31 00:00:00 CET 2015, Event: ,East Carolina @ Connecticut, Favorite: ,East Carolina, 558819   size:110.0,Price: ,1.41,Connecticut, 943071   size:23.41,Price: ,2.98,x
1.121397729, Sport: ,Soccer, Time: ,Fri Oct 30 20:45:00 CET 2015, Time: ,Fri Oct 30 20:45:00 CET 2015, Event: ,Sligo Rovers v Limerick, Favorite: ,Limerick, 385757   size:3.62,Price: ,2.32,Sligo Rovers, 387040   size:41.34,Price: ,3.1,The Draw, 58805   size:215.73,Price: ,4.0,ok
1.121385367, Sport: ,Darts, Time: ,Fri Oct 30 23:30:00 CET 2015, Time: ,Fri Oct 30 23:30:00 CET 2015, Event: ,K Huybrechts v King, Favorite: ,Kim Huybrechts, 5707918   size:385.79,Price: ,1.56,Mervyn King, 2414379   size:60.32,Price: ,2.68,ok
1.121404369, Sport: ,Soccer, Time: ,Sat Oct 31 08:00:00 CET 2015, Time: ,Sat Oct 31 08:00:00 CET 2015, Event: ,Hangzhou Greentown v Shanghai Shenxin, Favorite: ,Hangzhou Greentown, 4057550   size:30.66,Price: ,1.21,Shanghai Shenxin, 9151487   size:7.25,Price: ,15.0,The Draw, 58805   size:14.17,Price: ,7.4,ok
1.121524486, Sport: ,Soccer, Time: ,Fri Oct 30 20:45:00 CET 2015, Time: ,Fri Oct 30 20:45:00 CET 2015, Event: ,Thamesmead Town FC v Ramsgate FC, Favorite: ,Thamesmead Town FC, 7794920   size:2.62,Price: ,2.14,Ramsgate FC, 8354679   size:9.36,Price: ,2.92,The Draw, 58805   size:9.68,Price: ,3.3,ok
1.121514976, Sport: ,Basketball, Time: ,Fri Oct 30 20:30:00 CET 2015, Time: ,Fri Oct 30 20:30:00 CET 2015, Event: ,Cocinas Clavijo v Barcelona B, Favorite: ,Cocinas Clavijo, 7736139   size:206.24,Price: ,1.22,Barcelona B, 6719087   size:26.08,Price: ,2.74,x
1.121490561, Sport: ,Soccer, Time: ,Sat Oct 31 02:30:00 CET 2015, Time: ,Sat Oct 31 02:30:00 CET 2015, Event: ,Queretaro v Monterrey, Favorite: ,Queretaro, 328926   size:343.29,Price: ,2.4,Monterrey, 328949   size:82.94,Price: ,3.0,The Draw, 58805   size:43.92,Price: ,3.7,ok
1.121401935, Sport: ,Soccer, Time: ,Fri Oct 30 20:45:00 CET 2015, Time: ,Fri Oct 30 20:45:00 CET 2015, Event: ,Cambridge Utd v Bristol Rovers, Favorite: ,Bristol Rovers, 69821   size:72.83,Price: ,2.36,Cambridge Utd, 256400   size:117.2,Price: ,3.35,The Draw, 58805   size:612.35,Price: ,3.55,ok
1.121564381, Sport: ,Basketball, Time: ,Sat Oct 31 01:00:00 CET 2015, Time: ,Sat Oct 31 01:00:00 CET 2015, Event: ,Washington @ Milwaukee, Favorite: ,Washington, 13105   size:3.7,Price: ,1.95,Milwaukee, 13115   size:4.54,Price: ,2.02,ok
1.121505184, Sport: ,Soccer, Time: ,Fri Oct 30 21:30:00 CET 2015, Time: ,Fri Oct 30 21:30:00 CET 2015, Event: ,UTC Cajamarca v Uni Cesar Vallejo, Favorite: ,UTC Cajamarca, 7028659   size:2.55,Price: ,1.95,Uni Cesar Vallejo, 4897906   size:2.55,Price: ,4.4,The Draw, 58805   size:2.55,Price: ,3.6,ok
1.121529131, Sport: ,Basketball, Time: ,Sat Oct 31 00:00:00 CET 2015, Time: ,Sat Oct 31 00:00:00 CET 2015, Event: ,Oklahoma City @ Orlando, Favorite: ,Oklahoma City, 3363394   size:253.65,Price: ,1.28,Orlando, 13104   size:22.41,Price: ,4.5,ok
1.121559083, Sport: ,Tennis, Time: ,Fri Oct 30 19:58:00 CET 2015, Time: ,Fri Oct 30 19:58:00 CET 2015, Event: ,Bautista Agut v M Zverev, Favorite: ,Roberto Bautista Agut, 4290403   size:3028.02,Price: ,1.3,Mischa Zverev, 2263625   size:49.32,Price: ,4.2,ok
1.121521379, Sport: ,Soccer, Time: ,Fri Oct 30 22:00:00 CET 2015, Time: ,Fri Oct 30 22:00:00 CET 2015, Event: ,Deportivo Capiata v General Diaz, Favorite: ,Deportivo Capiata, 7037000   size:201.99,Price: ,2.2,General Diaz, 7036999   size:14.57,Price: ,3.4,The Draw, 58805   size:9.47,Price: ,3.5,ok
1.121511063, Sport: ,Basketball, Time: ,Fri Oct 30 20:00:00 CET 2015, Time: ,Fri Oct 30 20:00:00 CET 2015, Event: ,Bayern Munchen v Strasbourg, Favorite: ,Bayern Munchen, 5859175   size:1100.0,Price: ,1.22,Strasbourg, 1193143   size:86.0,Price: ,3.9,ok
1.121514970, Sport: ,Basketball, Time: ,Fri Oct 30 20:30:00 CET 2015, Time: ,Fri Oct 30 20:30:00 CET 2015, Event: ,Castello v Palencia, Favorite: ,Palencia, 4661101   size:283.58,Price: ,1.16,Castello, 10370944   size:21.1,Price: ,3.15,ok
1.121398544, Sport: ,Soccer, Time: ,Fri Oct 30 20:00:00 CET 2015, Time: ,Fri Oct 30 20:00:00 CET 2015, Event: ,FC Oss v Breda, Favorite: ,Breda, 48448   size:1082.55,Price: ,1.28,FC Oss, 4987328   size:2.8,Price: ,15.0,The Draw, 58805   size:5.63,Price: ,6.0,ok
1.121396486, Sport: ,Soccer, Time: ,Fri Oct 30 20:45:00 CET 2015, Time: ,Fri Oct 30 20:45:00 CET 2015, Event: ,Bangor City v Rhyl, Favorite: ,Bangor City, 198751   size:41.64,Price: ,1.71,Rhyl, 339726   size:69.24,Price: ,5.2,The Draw, 58805   size:9.71,Price: ,3.95,ok
1.121564269, Sport: ,Basketball, Time: ,Sat Oct 31 02:00:00 CET 2015, Time: ,Sat Oct 31 02:00:00 CET 2015, Event: ,Minnesota @ Denver, Favorite: ,Denver, 13124   size:109.33,Price: ,1.63,Minnesota, 13118   size:51.0,Price: ,2.48,x
1.121398025, Sport: ,Soccer, Time: ,Fri Oct 30 20:45:00 CET 2015, Time: ,Fri Oct 30 20:45:00 CET 2015, Event: ,Galway Utd v St Patricks, Favorite: ,St Patricks, 364471   size:3.62,Price: ,1.87,Galway Utd, 318841   size:159.36,Price: ,4.5,The Draw, 58805   size:226.55,Price: ,3.95,ok
1.121396489, Sport: ,Soccer, Time: ,Fri Oct 30 20:45:00 CET 2015, Time: ,Fri Oct 30 20:45:00 CET 2015, Event: ,Aberystwyth v Llandudno FC, Favorite: ,Aberystwyth, 339725   size:2.58,Price: ,2.44,Llandudno FC, 10152015   size:9.11,Price: ,2.98,The Draw, 58805   size:11.45,Price: ,3.65,x
1.121502357, Sport: ,Soccer, Time: ,Sat Oct 31 01:10:00 CET 2015, Time: ,Sat Oct 31 01:10:00 CET 2015, Event: ,Godoy Cruz v Colon, Favorite: ,Godoy Cruz, 1551296   size:42.21,Price: ,2.24,Colon, 194510   size:151.47,Price: ,3.9,The Draw, 58805   size:175.14,Price: ,3.2,x
1.121579197, Sport: ,Tennis, Time: ,Sat Oct 31 07:30:00 CET 2015, Time: ,Sat Oct 31 07:30:00 CET 2015, Event: ,R Ghedin v Tanthaseraneewat, Favorite: ,Riccardo Ghedin, 3506053   size:7.25,Price: ,1.04,Suthinan Tanthaseraneew, 9632023   size:7.25,Price: ,1.04,ok
1.121385480, Sport: ,Darts, Time: ,Fri Oct 30 21:00:00 CET 2015, Time: ,Fri Oct 30 21:00:00 CET 2015, Event: ,Wade v Jenkins, Favorite: ,James Wade, 2409762   size:2.81,Price: ,1.63,Terry Jenkins, 2271008   size:7.18,Price: ,2.54,ok
1.121401025, Sport: ,Soccer, Time: ,Fri Oct 30 20:00:00 CET 2015, Time: ,Fri Oct 30 20:00:00 CET 2015, Event: ,Metz v Paris FC, Favorite: ,Metz, 44795   size:70.38,Price: ,2.04,Paris FC, 5168454   size:5.84,Price: ,5.9,The Draw, 58805   size:23.84,Price: ,2.8,ok
1.121557917, Sport: ,Snooker, Time: ,Sat Oct 31 07:00:00 CET 2015, Time: ,Sat Oct 31 07:00:00 CET 2015, Event: ,Selby v Higgins, Favorite: ,Mark Selby, 2280127   size:165.0,Price: ,1.7,John Higgins, 2278785   size:190.0,Price: ,2.34,x
1.121524596, Sport: ,Soccer, Time: ,Fri Oct 30 21:00:00 CET 2015, Time: ,Fri Oct 30 21:00:00 CET 2015, Event: ,St Ives Town FC v Kettering, Favorite: ,Kettering, 18556   size:7.7,Price: ,1.85,St Ives Town FC, 8350700   size:7.15,Price: ,2.32,The Draw, 58805   size:14.19,Price: ,2.94,ok
1.121408737, Sport: ,Soccer, Time: ,Sat Oct 31 05:05:00 CET 2015, Time: ,Sat Oct 31 05:05:00 CET 2015, Event: ,Kashima v G-Osaka, Favorite: ,Kashima, 441079   size:233.76,Price: ,2.56,G-Osaka, 441083   size:14.19,Price: ,2.78,The Draw, 58805   size:110.22,Price: ,3.75,ok
1.121385457, Sport: ,Darts, Time: ,Fri Oct 30 22:00:00 CET 2015, Time: ,Fri Oct 30 22:00:00 CET 2015, Event: ,Klaasen v van Barneveld, Favorite: ,Raymond van Barneveld, 2401318   size:123.42,Price: ,1.88,Jelle Klaasen, 2414411   size:26.64,Price: ,2.1,x
1.121522054, Sport: ,Basketball, Time: ,Sat Oct 31 01:00:00 CET 2015, Time: ,Sat Oct 31 01:00:00 CET 2015, Event: ,San Lorenzo de Almagro v Quilmes, Favorite: ,San Lorenzo de Almagro, 10309838   size:9.68,Price: ,1.03,Quilmes, 7753472   size:5.89,Price: ,1.17,ok
1.121399064, Sport: ,Soccer, Time: ,Fri Oct 30 20:30:00 CET 2015, Time: ,Fri Oct 30 20:30:00 CET 2015, Event: ,Gornik Leczna v Cracovia Krakow, Favorite: ,Cracovia Krakow, 880537   size:4.19,Price: ,2.48,Gornik Leczna, 502299   size:11.42,Price: ,3.1,The Draw, 58805   size:35.95,Price: ,3.4,x
1.121522052, Sport: ,Basketball, Time: ,Sat Oct 31 02:00:00 CET 2015, Time: ,Sat Oct 31 02:00:00 CET 2015, Event: ,La Union v Libertad, Favorite: ,La Union, 6343998   size:3.23,Price: ,1.09,Libertad, 6719116   size:3.23,Price: ,1.09,x
1.121569862, Sport: ,Tennis, Time: ,Fri Oct 30 22:00:00 CET 2015, Time: ,Fri Oct 30 22:00:00 CET 2015, Event: ,Hernandez-Ferna/Lindell v Dutra Silva/Souza, Favorite: ,Dutra Silva/Souza, 10252644   size:2.55,Price: ,1.69,Hernandez-Ferna/Lindell, 9423072   size:2.55,Price: ,2.16,ok
1.121493721, Sport: ,American Football, Time: ,Sat Oct 31 00:00:00 CET 2015, Time: ,Sat Oct 31 00:00:00 CET 2015, Event: ,BC @ Toronto, Favorite: ,Toronto, 2014644   size:6.37,Price: ,1.66,BC, 2014481   size:145.51,Price: ,2.34,x
1.121529121, Sport: ,Basketball, Time: ,Sat Oct 31 00:00:00 CET 2015, Time: ,Sat Oct 31 00:00:00 CET 2015, Event: ,Miami @ Cleveland, Favorite: ,Cleveland, 13112   size:160.67,Price: ,1.45,Miami, 13109   size:65.64,Price: ,3.15,ok
1.121492598, Sport: ,Soccer, Time: ,Sat Oct 31 04:00:00 CET 2015, Time: ,Sat Oct 31 04:00:00 CET 2015, Event: ,Cimarrones de Sonora v Venados FC, Favorite: ,Cimarrones de Sonora, 9988723   size:2.53,Price: ,1.98,Venados FC, 9988658   size:2.85,Price: ,3.65,The Draw, 58805   size:2.78,Price: ,3.3,x
1.121521800, Sport: ,Ice Hockey, Time: ,Fri Oct 30 19:45:00 CET 2015, Time: ,Fri Oct 30 19:45:00 CET 2015, Event: ,Lugano v SCL Tigers, Favorite: ,Lugano, 243259   size:960.34,Price: ,1.59,SCL Tigers, 243257   size:166.64,Price: ,4.4,Tie, 60104   size:79.48,Price: ,4.8,ok
1.121398099, Sport: ,Soccer, Time: ,Fri Oct 30 20:30:00 CET 2015, Time: ,Fri Oct 30 20:30:00 CET 2015, Event: ,Lierse v Antwerp, Favorite: ,Antwerp, 3247346   size:391.31,Price: ,2.48,Lierse, 65800   size:106.16,Price: ,3.3,The Draw, 58805   size:2.8,Price: ,3.25,x
1.121409305, Sport: ,Soccer, Time: ,Sat Oct 31 01:00:00 CET 2015, Time: ,Sat Oct 31 01:00:00 CET 2015, Event: ,Barcelona (Ecu) v Aucas, Favorite: ,Barcelona (Ecu), 330964   size:27.62,Price: ,1.56,Aucas, 897347   size:19.06,Price: ,7.4,The Draw, 58805   size:39.73,Price: ,4.0,x
1.121520795, Sport: ,Basketball, Time: ,Sat Oct 31 07:00:00 CET 2015, Time: ,Sat Oct 31 07:00:00 CET 2015, Event: ,KDB Life Winnus v KEB Hanabank, Favorite: ,KDB Life Winnus, 5166575   size:9.68,Price: ,1.03,KEB Hanabank, 8118828   size:9.68,Price: ,1.03,x
1.121573168, Sport: ,Tennis, Time: ,Sat Oct 31 05:15:00 CET 2015, Time: ,Sat Oct 31 05:15:00 CET 2015, Event: ,Fabbiano v D Sela, Favorite: ,Dudi Sela, 2263685   size:103.91,Price: ,1.41,Thomas Fabbiano, 3019240   size:24.94,Price: ,3.05,ok
1.121399625, Sport: ,Soccer, Time: ,Fri Oct 30 20:45:00 CET 2015, Time: ,Fri Oct 30 20:45:00 CET 2015, Event: ,Finn Harps v UCD, Favorite: ,Finn Harps, 385761   size:30.57,Price: ,2.12,UCD, 184328   size:8.06,Price: ,4.0,The Draw, 58805   size:6.06,Price: ,3.45,ok
1.121572872, Sport: ,Tennis, Time: ,Fri Oct 30 20:00:00 CET 2015, Time: ,Fri Oct 30 20:00:00 CET 2015, Event: ,Federer v Goffin, Favorite: ,Roger Federer, 2251402   size:15303.4,Price: ,1.12,David Goffin, 5224084   size:309.26,Price: ,9.0,ok
1.121521804, Sport: ,Ice Hockey, Time: ,Fri Oct 30 19:45:00 CET 2015, Time: ,Fri Oct 30 19:45:00 CET 2015, Event: ,Bern v Davos, Favorite: ,Bern, 243256   size:259.72,Price: ,2.08,Davos, 243249   size:157.82,Price: ,2.78,Tie, 60104   size:81.46,Price: ,4.5,x
1.121519790, Sport: ,Basketball, Time: ,Fri Oct 30 20:30:00 CET 2015, Time: ,Fri Oct 30 20:30:00 CET 2015, Event: ,Rouen v Chalon Saone, Favorite: ,Chalon Saone, 1471819   size:2.25,Price: ,1.49,Rouen, 1292701   size:31.95,Price: ,2.42,x
1.121401831, Sport: ,Soccer, Time: ,Fri Oct 30 20:00:00 CET 2015, Time: ,Fri Oct 30 20:00:00 CET 2015, Event: ,Heracles v Willem II, Favorite: ,Heracles, 419132   size:1178.78,Price: ,1.1,Willem II, 48455   size:56.96,Price: ,40.0,The Draw, 58805   size:36.42,Price: ,14.0,ok
1.121529111, Sport: ,Basketball, Time: ,Sat Oct 31 00:30:00 CET 2015, Time: ,Sat Oct 31 00:30:00 CET 2015, Event: ,Chicago @ Detroit, Favorite: ,Chicago, 13117   size:13.06,Price: ,1.72,Detroit, 13111   size:60.0,Price: ,2.32,x
1.121505961, Sport: ,Soccer, Time: ,Fri Oct 30 20:00:00 CET 2015, Time: ,Fri Oct 30 20:00:00 CET 2015, Event: ,Ittihad Tanger v OCK Khouribga, Favorite: ,Ittihad Tanger, 8717798   size:9.14,Price: ,2.38,OCK Khouribga, 6359083   size:6.49,Price: ,3.35,The Draw, 58805   size:14.21,Price: ,2.54,ok
1.121385460, Sport: ,Darts, Time: ,Fri Oct 30 20:00:00 CET 2015, Time: ,Fri Oct 30 20:00:00 CET 2015, Event: ,Lewis v Van de Pas, Favorite: ,Adrian Lewis, 2271003   size:362.98,Price: ,1.05,Benito van de Pas, 6062761   size:14.02,Price: ,2.0,ok
1.121493453, Sport: ,American Football, Time: ,Sat Oct 31 01:00:00 CET 2015, Time: ,Sat Oct 31 01:00:00 CET 2015, Event: ,Louisiana Tech @ Rice, Favorite: ,Louisiana Tech, 612809   size:188.0,Price: ,1.24,Rice, 969148   size:84.07,Price: ,4.5,ok
1.121573150, Sport: ,Tennis, Time: ,Fri Oct 30 21:30:00 CET 2015, Time: ,Fri Oct 30 21:30:00 CET 2015, Event: ,And Martin v E Gomez, Favorite: ,Andrej Martin, 5071877   size:160.74,Price: ,1.39,Emilio Gomez, 4994250   size:21.0,Price: ,3.1,ok
1.121402402, Sport: ,Soccer, Time: ,Fri Oct 30 20:45:00 CET 2015, Time: ,Fri Oct 30 20:45:00 CET 2015, Event: ,Brentford v QPR, Favorite: ,Brentford, 78864   size:1140.92,Price: ,2.48,QPR, 62684   size:872.43,Price: ,3.1,The Draw, 58805   size:396.5,Price: ,3.6,ok
1.121404665, Sport: ,Soccer, Time: ,Sat Oct 31 08:00:00 CET 2015, Time: ,Sat Oct 31 08:00:00 CET 2015, Event: ,Shanghai Shenhua v Jiangsu Sainty, Favorite: ,Shanghai Shenhua, 1550828   size:92.44,Price: ,2.08,Jiangsu Sainty, 5440200   size:5.0,Price: ,3.7,The Draw, 58805   size:60.12,Price: ,3.75,ok
1.121401313, Sport: ,Soccer, Time: ,Fri Oct 30 20:00:00 CET 2015, Time: ,Fri Oct 30 20:00:00 CET 2015, Event: ,Red Star v Clermont, Favorite: ,The Draw, 58805   size:43.23,Price: ,2.44,Red Star, 496950   size:44.73,Price: ,2.86,Clermont, 309686   size:28.66,Price: ,3.9,x
1.121514958, Sport: ,Basketball, Time: ,Fri Oct 30 20:00:00 CET 2015, Time: ,Fri Oct 30 20:00:00 CET 2015, Event: ,Lyon v Dijon, Favorite: ,Lyon, 1297016   size:756.22,Price: ,1.06,Dijon, 1292705   size:9.0,Price: ,11.5,ok
1.121522328, Sport: ,Basketball, Time: ,Sat Oct 31 08:00:00 CET 2015, Time: ,Sat Oct 31 08:00:00 CET 2015, Event: ,Ulsan Mobis Phoebus v Busan Sonicboom, Favorite: ,Busan Sonicboom, 8941900   size:9.68,Price: ,1.03,Ulsan Mobis Phoebus, 8998222   size:5.89,Price: ,1.33,x
1.121564289, Sport: ,Basketball, Time: ,Sat Oct 31 03:30:00 CET 2015, Time: ,Sat Oct 31 03:30:00 CET 2015, Event: ,Portland @ Phoenix, Favorite: ,Phoenix, 13128   size:27.95,Price: ,1.6,Portland, 13129   size:111.97,Price: ,2.6,ok
1.121522324, Sport: ,Basketball, Time: ,Sat Oct 31 06:00:00 CET 2015, Time: ,Sat Oct 31 06:00:00 CET 2015, Event: ,Incheon Elephants v Changwon Sakers, Favorite: ,Incheon Elephants, 8248315   size:9.68,Price: ,1.03,Changwon Sakers, 10276571   size:9.68,Price: ,1.03,ok
1.121504515, Sport: ,Soccer, Time: ,Sat Oct 31 02:00:00 CET 2015, Time: ,Sat Oct 31 02:00:00 CET 2015, Event: ,San Marcos v Union Espanola, Favorite: ,San Marcos, 7000095   size:31.75,Price: ,2.32,Union Espanola, 1388376   size:38.06,Price: ,3.2,The Draw, 58805   size:123.18,Price: ,3.65,x
1.121404146, Sport: ,Soccer, Time: ,Sat Oct 31 08:00:00 CET 2015, Time: ,Sat Oct 31 08:00:00 CET 2015, Event: ,Beijing Guoan v Guangzhou FC, Favorite: ,Guangzhou FC, 5723376   size:15.56,Price: ,2.0,Beijing Guoan, 2955487   size:5.89,Price: ,4.0,The Draw, 58805   size:102.73,Price: ,3.6,ok
1.121528308, Sport: ,Tennis, Time: ,Fri Oct 30 21:45:00 CET 2015, Time: ,Fri Oct 30 21:45:00 CET 2015, Event: ,Peya/Soares v Matkowski/Zimonjic, Favorite: ,Peya/Soares, 6504095   size:49.48,Price: ,1.88,Matkowski/Zimonjic, 9312205   size:105.13,Price: ,2.06,ok
1.121400353, Sport: ,Soccer, Time: ,Sat Oct 31 00:00:00 CET 2015, Time: ,Sat Oct 31 00:00:00 CET 2015, Event: ,Atletico GO v Bragantino SP, Favorite: ,Atletico Go, 5326988   size:99.22,Price: ,2.06,Bragantino SP, 4701919   size:56.88,Price: ,4.0,The Draw, 58805   size:31.63,Price: ,3.5,x
1.121385276, Sport: ,Darts, Time: ,Fri Oct 30 21:30:00 CET 2015, Time: ,Fri Oct 30 21:30:00 CET 2015, Event: ,Anderson v Dolan, Favorite: ,Gary Anderson, 2409760   size:12.63,Price: ,1.24,Brendan Dolan, 2441773   size:5.0,Price: ,4.6,ok
1.121519814, Sport: ,Soccer, Time: ,Fri Oct 30 20:00:00 CET 2015, Time: ,Fri Oct 30 20:00:00 CET 2015, Event: ,Fulham U21 v Swansea U21, Favorite: ,Fulham U21, 6721906   size:2.21,Price: ,2.26,Swansea U21, 6799680   size:5.46,Price: ,2.72,The Draw, 58805   size:5.98,Price: ,3.5,ok
