1.121761092, Sport: ,Tennis, Time: ,Wed Nov 11 21:00:00 CET 2015, Time: ,Wed Nov 11 21:00:00 CET 2015, Event: ,Abanda v Broady, Favorite: ,Naomi Broady, 3960538   size:171.05,Price: ,1.42,Francoise Abanda, 6564406   size:38.33,Price: ,2.72,ok
1.121745321, Sport: ,Soccer, Time: ,Wed Nov 11 20:30:00 CET 2015, Time: ,Wed Nov 11 20:30:00 CET 2015, Event: ,Brescia (W) v Fortuna Hjorring (W), Favorite: ,Fortuna Hjorring (W), 5862298   size:207.78,Price: ,2.44,Brescia (W), 8882844   size:75.0,Price: ,3.0,The Draw, 58805   size:14.27,Price: ,3.6,x
1.121747542, Sport: ,Tennis, Time: ,Thu Nov 12 07:30:00 CET 2015, Time: ,Thu Nov 12 07:30:00 CET 2015, Event: ,Daniel/Kudryavtsev v Hsieh/Yang, Favorite: ,Hsieh/Yang, 8699722   size:10.64,Price: ,1.42,Daniel/Kudryavtsev, 10506896   size:8.72,Price: ,2.44,ok
1.121747100, Sport: ,Soccer, Time: ,Wed Nov 11 21:30:00 CET 2015, Time: ,Wed Nov 11 21:30:00 CET 2015, Event: ,Policia de Lara FC v Arroceros de Calabozo, Favorite: ,Policia de Lara FC, 9989690   size:6.7,Price: ,2.22,Arroceros de Calabozo, 9989661   size:2.32,Price: ,2.8,The Draw, 58805   size:6.47,Price: ,3.45,ok
1.121761094, Sport: ,Tennis, Time: ,Wed Nov 11 19:30:00 CET 2015, Time: ,Wed Nov 11 19:30:00 CET 2015, Event: ,Maria v Cako, Favorite: ,Tatjana Maria, 7299657   size:413.58,Price: ,1.09,Jacqueline Cako, 8801039   size:6.61,Price: ,8.4,x
1.121727819, Sport: ,Tennis, Time: ,Wed Nov 11 20:30:00 CET 2015, Time: ,Wed Nov 11 20:30:00 CET 2015, Event: ,Clezar/Cuevas v Cachin/Olivo, Favorite: ,Clezar/Cuevas, 10507816   size:5.0,Price: ,1.77,Cachin/Olivo, 10459281   size:3.97,Price: ,2.14,ok
1.121761095, Sport: ,Tennis, Time: ,Wed Nov 11 21:00:00 CET 2015, Time: ,Wed Nov 11 21:00:00 CET 2015, Event: ,Peterson v Santamaria, Favorite: ,Rebecca Peterson, 7430598   size:6.05,Price: ,1.15,Sabrina Santamaria, 9657528   size:8.17,Price: ,6.2,ok
1.121761096, Sport: ,Tennis, Time: ,Wed Nov 11 19:30:00 CET 2015, Time: ,Wed Nov 11 19:30:00 CET 2015, Event: ,Fichman v King, Favorite: ,Vania King, 2249846   size:112.99,Price: ,1.48,Sharon Fichman, 3218660   size:2.74,Price: ,2.88,ok
1.121679895, Sport: ,Handball, Time: ,Wed Nov 11 19:15:00 CET 2015, Time: ,Wed Nov 11 19:15:00 CET 2015, Event: ,Savehof v Ystads, Favorite: ,Savehof, 374429   size:7.83,Price: ,1.01,Ystads, 2929922   size:7.83,Price: ,1.01,Draw, 330157   size:7.83,Price: ,1.01,x
1.121696030, Sport: ,Ice Hockey, Time: ,Thu Nov 12 04:00:00 CET 2015, Time: ,Thu Nov 12 04:00:00 CET 2015, Event: ,Edmonton @ Anaheim, Favorite: ,Anaheim, 60109   size:301.0,Price: ,1.92,Edmonton, 2109967   size:10.24,Price: ,3.7,Tie, 60104   size:301.0,Price: ,4.3,x
1.121734224, Sport: ,Basketball, Time: ,Wed Nov 11 18:45:00 CET 2015, Time: ,Wed Nov 11 18:45:00 CET 2015, Event: ,Steaua Bucharest v Buducnost, Favorite: ,Steaua Bucharest, 10405445   size:1074.94,Price: ,1.03,Buducnost, 266288   size:3.0,Price: ,5.6,ok
1.121734025, Sport: ,Basketball, Time: ,Thu Nov 12 02:05:00 CET 2015, Time: ,Thu Nov 12 02:05:00 CET 2015, Event: ,LA Clippers @ Dallas, Favorite: ,LA Clippers, 237489   size:296.29,Price: ,1.35,Dallas, 13122   size:20.25,Price: ,3.65,x
1.121760767, Sport: ,Tennis, Time: ,Wed Nov 11 23:45:00 CET 2015, Time: ,Wed Nov 11 23:45:00 CET 2015, Event: ,Collarini v Ma Gonzalez, Favorite: ,Maximo Gonzalez, 2489416   size:3.39,Price: ,1.2,Andrea Collarini, 8284716   size:105.25,Price: ,5.4,ok
1.121746817, Sport: ,Soccer, Time: ,Wed Nov 11 20:30:00 CET 2015, Time: ,Wed Nov 11 20:30:00 CET 2015, Event: ,Zamora FC Barinas II v Yaracuyanos, Favorite: ,Zamora FC Barinas II, 10450289   size:4.81,Price: ,2.14,Yaracuyanos, 5715617   size:27.84,Price: ,3.25,The Draw, 58805   size:21.36,Price: ,3.35,x
1.121674444, Sport: ,Handball, Time: ,Wed Nov 11 19:00:00 CET 2015, Time: ,Wed Nov 11 19:00:00 CET 2015, Event: ,Chartres v Saint Raphael, Favorite: ,Chartres, 10169935   size:7.83,Price: ,1.01,Saint Raphael, 3786983   size:7.83,Price: ,1.01,Draw, 330157   size:7.83,Price: ,1.01,x
1.121734260, Sport: ,Basketball, Time: ,Wed Nov 11 22:30:00 CET 2015, Time: ,Wed Nov 11 22:30:00 CET 2015, Event: ,Clube Uniao Sportiva Wo v Namur (W), Favorite: ,Namur (W), 8978739   size:2.83,Price: ,1.03,Clube Uniao Sportiva Wo, 10462541   size:14.99,Price: ,1.1,x
1.121650519, Sport: ,Soccer, Time: ,Wed Nov 11 19:00:00 CET 2015, Time: ,Wed Nov 11 19:00:00 CET 2015, Event: ,Teramo v Lupa Castelli Romani, Favorite: ,Teramo, 501201   size:2.83,Price: ,1.81,Lupa Castelli Romani, 9226040   size:36.75,Price: ,6.6,The Draw, 58805   size:10.72,Price: ,3.25,x
1.121745604, Sport: ,Soccer, Time: ,Wed Nov 11 20:30:00 CET 2015, Time: ,Wed Nov 11 20:30:00 CET 2015, Event: ,FC Britannia XI (Res) v Manchester 62 FC (Res), Favorite: ,FC Britannia XI (Res), 10458147   size:11.17,Price: ,1.22,Manchester 62 FC (Res), 10435435   size:83.83,Price: ,1.24,The Draw, 58805   size:3.72,Price: ,2.92,x
1.121727854, Sport: ,Tennis, Time: ,Thu Nov 12 01:30:00 CET 2015, Time: ,Thu Nov 12 01:30:00 CET 2015, Event: ,Kicker/Lindell v Martin/Podlipnik-Castil, Favorite: ,Martin/Podlipnik-Castil, 9436921   size:2.55,Price: ,1.33,Kicker/Lindell, 9437241   size:2.55,Price: ,2.34,ok
