1.122573472, Sport: ,Soccer, Time: ,Fri Jan 15 00:00:00 CET 2016, Time: ,Fri Jan 15 00:00:00 CET 2016, Event: ,Banfield v Cerro Porteno, Favorite: ,Banfield, 194508   size:2.12,Price: ,2.36,Cerro Porteno, 335852   size:45.09,Price: ,3.2,The Draw, 58805   size:6.34,Price: ,3.4,x
1.122566781, Sport: ,Basketball, Time: ,Fri Jan 15 02:05:00 CET 2016, Time: ,Fri Jan 15 02:05:00 CET 2016, Event: ,Detroit @ Memphis, Favorite: ,Memphis, 119812   size:189.46,Price: ,1.31,Detroit, 13111   size:5.06,Price: ,1.57,ok
1.122583447, Sport: ,Tennis, Time: ,Thu Jan 14 21:00:00 CET 2016, Time: ,Thu Jan 14 21:00:00 CET 2016, Event: ,Clezar/Neis v Bagnis/Gonzalez, Favorite: ,Bagnis/Gonzalez, 10707078   size:27.49,Price: ,1.44,Clezar/Neis, 8861023   size:20.16,Price: ,1.95,ok
1.122483310, Sport: ,Soccer, Time: ,Thu Jan 14 20:00:00 CET 2016, Time: ,Thu Jan 14 20:00:00 CET 2016, Event: ,CD Mostoles v CD Colonia Moscardo, Favorite: ,CD Mostoles, 9453568   size:12.15,Price: ,1.98,CD Colonia Moscardo, 10402940   size:5.01,Price: ,3.95,The Draw, 58805   size:4.88,Price: ,3.5,x
1.122572394, Sport: ,Soccer, Time: ,Thu Jan 14 15:00:00 CET 2016, Time: ,Thu Jan 14 15:00:00 CET 2016, Event: ,Lokomotiva v Teplice, Favorite: ,Lokomotiva, 4057235   size:5.92,Price: ,2.34,Teplice, 174264   size:4.61,Price: ,2.9,The Draw, 58805   size:23.34,Price: ,3.75,ok
1.122573640, Sport: ,Soccer, Time: ,Thu Jan 14 20:00:00 CET 2016, Time: ,Thu Jan 14 20:00:00 CET 2016, Event: ,Ironi Ramat HaSharon v Maccabi Tel Aviv, Favorite: ,Maccabi Tel Aviv, 197970   size:24.1,Price: ,1.29,Ironi Ramat HaSharon, 6242601   size:3.91,Price: ,10.5,The Draw, 58805   size:5.28,Price: ,6.2,ok
1.122573362, Sport: ,Soccer, Time: ,Thu Jan 14 22:00:00 CET 2016, Time: ,Thu Jan 14 22:00:00 CET 2016, Event: ,IR Reykjavik v Fylkir, Favorite: ,Fylkir, 46954   size:2.94,Price: ,1.56,IR Reykjavik, 4742652   size:4.67,Price: ,4.7,The Draw, 58805   size:5.57,Price: ,4.7,ok
1.122569261, Sport: ,Basketball, Time: ,Thu Jan 14 13:00:00 CET 2016, Time: ,Thu Jan 14 13:00:00 CET 2016, Event: ,Enisey (W) v Nantes (W), Favorite: ,Enisey (W), 10466211   size:4.27,Price: ,1.03,Nantes (W), 8978754   size:2.49,Price: ,1.84,ok
1.122582619, Sport: ,Soccer, Time: ,Thu Jan 14 13:00:00 CET 2016, Time: ,Thu Jan 14 13:00:00 CET 2016, Event: ,Trencin v TJ ISKRA Borcice, Favorite: ,Trencin, 501167   size:17.45,Price: ,1.81,TJ ISKRA Borcice, 10096710   size:3.96,Price: ,3.35,The Draw, 58805   size:3.64,Price: ,4.6,ok
1.122569265, Sport: ,Basketball, Time: ,Thu Jan 14 17:00:00 CET 2016, Time: ,Thu Jan 14 17:00:00 CET 2016, Event: ,Istanbul Uni (W) v Besiktas (W), Favorite: ,Istanbul Uni (W), 8997450   size:3.23,Price: ,1.03,Besiktas (W), 10466210   size:3.23,Price: ,1.03,ok
1.122572798, Sport: ,Tennis, Time: ,Thu Jan 14 19:45:00 CET 2016, Time: ,Thu Jan 14 19:45:00 CET 2016, Event: ,Carballes Baena v De Greef, Favorite: ,Roberto Carballes Baena, 7185192   size:3.94,Price: ,1.27,Arthur De Greef, 7287672   size:13.33,Price: ,3.8,x
1.122573528, Sport: ,Soccer, Time: ,Thu Jan 14 17:30:00 CET 2016, Time: ,Thu Jan 14 17:30:00 CET 2016, Event: ,Australia (Olympic) v UAE (Olympic), Favorite: ,Australia (Olympic), 10712302   size:223.72,Price: ,2.18,UAE (Olympic), 6511688   size:12.94,Price: ,3.7,The Draw, 58805   size:9.09,Price: ,3.25,x
1.122559715, Sport: ,Soccer, Time: ,Thu Jan 14 18:45:00 CET 2016, Time: ,Thu Jan 14 18:45:00 CET 2016, Event: ,El Daklyeh v Al Ahly, Favorite: ,Al Ahly, 1328423   size:66.05,Price: ,1.69,El Daklyeh, 5907009   size:41.54,Price: ,6.8,The Draw, 58805   size:9.6,Price: ,3.75,x
1.122535369, Sport: ,Basketball, Time: ,Fri Jan 15 00:00:00 CET 2016, Time: ,Fri Jan 15 00:00:00 CET 2016, Event: ,Boca Jrs v Weber Bahia Estudiantes, Favorite: ,Boca Jrs, 6719112   size:13.23,Price: ,1.03,Weber Bahia Estudiantes, 6719105   size:13.23,Price: ,1.03,ok
1.122457151, Sport: ,Bowls, Time: ,Thu Jan 14 15:00:00 CET 2016, Time: ,Thu Jan 14 15:00:00 CET 2016, Event: ,David Gourlay v Gary R Smith, Favorite: ,David Gourlay, 2266361   size:0.0,Price: ,0.0,Gary R Smith, 8188290   size:0.0,Price: ,0.0,ok
1.122570924, Sport: ,Ice Hockey, Time: ,Thu Jan 14 19:00:00 CET 2016, Time: ,Thu Jan 14 19:00:00 CET 2016, Event: ,HC Orebro v HV 71, Favorite: ,HC Orebro, 3808601   size:2.11,Price: ,2.16,HV 71, 61439   size:5.73,Price: ,2.86,Tie, 60104   size:54.11,Price: ,4.0,ok
1.122570929, Sport: ,Ice Hockey, Time: ,Thu Jan 14 19:00:00 CET 2016, Time: ,Thu Jan 14 19:00:00 CET 2016, Event: ,Linkopings HC v Farjestads BK, Favorite: ,Linkopings HC, 61443   size:4.16,Price: ,1.92,Farjestads BK, 61442   size:8.33,Price: ,3.05,Tie, 60104   size:54.04,Price: ,4.1,x
1.122583310, Sport: ,Tennis, Time: ,Thu Jan 14 14:10:00 CET 2016, Time: ,Thu Jan 14 14:10:00 CET 2016, Event: ,Tereza Malikova v Katerina Vankova, Favorite: ,Tereza Malikova, 9489772   size:8.16,Price: ,1.53,Katerina Vankova, 7795596   size:7.34,Price: ,1.59,x
1.122558740, Sport: ,Ice Hockey, Time: ,Thu Jan 14 19:00:00 CET 2016, Time: ,Thu Jan 14 19:00:00 CET 2016, Event: ,Almtuna IS v IF Bjorkloven, Favorite: ,Almtuna IS, 3287892   size:2.11,Price: ,2.16,IF Bjorkloven, 3287897   size:9.61,Price: ,2.62,Tie, 60104   size:5.63,Price: ,3.85,ok
1.122583311, Sport: ,Tennis, Time: ,Thu Jan 14 12:30:00 CET 2016, Time: ,Thu Jan 14 12:30:00 CET 2016, Event: ,Valentini Grammatikopou v Anna Gabric, Favorite: ,Valentini Grammatikopou, 9630231   size:53.86,Price: ,1.2,Anna Gabric, 9148890   size:4.3,Price: ,3.8,ok
1.122583435, Sport: ,Tennis, Time: ,Thu Jan 14 15:30:00 CET 2016, Time: ,Thu Jan 14 15:30:00 CET 2016, Event: ,Carol Zhao v Asia Muhammad, Favorite: ,Asia Muhammad, 3288385   size:3.64,Price: ,1.37,Carol Zhao, 7550871   size:9.32,Price: ,3.25,ok
1.122569269, Sport: ,Basketball, Time: ,Thu Jan 14 20:00:00 CET 2016, Time: ,Thu Jan 14 20:00:00 CET 2016, Event: ,Landes (W) v Edirnespor Women, Favorite: ,Landes (W), 8978732   size:3.23,Price: ,1.03,Edirnespor Women, 9022117   size:3.23,Price: ,1.03,ok
1.122583436, Sport: ,Tennis, Time: ,Thu Jan 14 17:00:00 CET 2016, Time: ,Thu Jan 14 17:00:00 CET 2016, Event: ,Catherine Cartan Bellis v Francesca DI Lorenzo, Favorite: ,Catherine Cartan Bellis, 10711959   size:132.1,Price: ,1.3,Francesca Di Lorenzo, 10141720   size:32.48,Price: ,2.22,ok
1.122583434, Sport: ,Tennis, Time: ,Thu Jan 14 15:30:00 CET 2016, Time: ,Thu Jan 14 15:30:00 CET 2016, Event: ,Bernarda Pera v Ons Jabeur, Favorite: ,Ons Jabeur, 6161111   size:42.89,Price: ,1.77,Bernarda Pera, 8784983   size:2.22,Price: ,2.06,ok
1.122583439, Sport: ,Tennis, Time: ,Thu Jan 14 17:00:00 CET 2016, Time: ,Thu Jan 14 17:00:00 CET 2016, Event: ,Kayla Day v Elizaveta Ianchuk, Favorite: ,Elizaveta Ianchuk, 9087359   size:2.55,Price: ,1.79,Kayla Day, 9634153   size:21.03,Price: ,2.08,ok
1.122583316, Sport: ,Tennis, Time: ,Thu Jan 14 13:30:00 CET 2016, Time: ,Thu Jan 14 13:30:00 CET 2016, Event: ,Albano Olivetti v Oscar Otte, Favorite: ,Albano Olivetti, 6179151   size:3.29,Price: ,1.52,Oscar Otte, 9624731   size:4.26,Price: ,2.38,x
1.122583437, Sport: ,Tennis, Time: ,Thu Jan 14 15:30:00 CET 2016, Time: ,Thu Jan 14 15:30:00 CET 2016, Event: ,Elitsa Kostova v Alexandra Cadantu, Favorite: ,Alexandra Cadantu, 5892551   size:77.4,Price: ,1.43,Elitsa Kostova, 6196031   size:35.73,Price: ,2.58,x
1.122583438, Sport: ,Tennis, Time: ,Thu Jan 14 15:30:00 CET 2016, Time: ,Thu Jan 14 15:30:00 CET 2016, Event: ,Jesika Maleckova v Grace Min, Favorite: ,Grace Min, 6280340   size:3.14,Price: ,1.59,Jesika Maleckova, 9150595   size:11.33,Price: ,2.24,ok
1.122569273, Sport: ,Basketball, Time: ,Thu Jan 14 18:30:00 CET 2016, Time: ,Thu Jan 14 18:30:00 CET 2016, Event: ,Miskolc (W) v Lulea BBK Women, Favorite: ,Miskolc (W), 8997162   size:3.23,Price: ,1.03,Lulea BBK Women, 10262451   size:5.94,Price: ,1.27,ok
1.122569277, Sport: ,Basketball, Time: ,Thu Jan 14 19:30:00 CET 2016, Time: ,Thu Jan 14 19:30:00 CET 2016, Event: ,Orduspor (W) v Nymburk (W), Favorite: ,Orduspor (W), 8978711   size:3.23,Price: ,1.03,Nymburk (W), 10466213   size:3.23,Price: ,1.03,x
1.122571479, Sport: ,Soccer, Time: ,Thu Jan 14 19:00:00 CET 2016, Time: ,Thu Jan 14 19:00:00 CET 2016, Event: ,ABC Futebol Clube U20 v Rondonopolis U20, Favorite: ,ABC Futebol Clube U20, 10681123   size:2.0,Price: ,2.38,Rondonopolis U20, 10698389   size:44.64,Price: ,2.54,The Draw, 58805   size:25.4,Price: ,3.6,x
1.122570148, Sport: ,Basketball, Time: ,Thu Jan 14 18:30:00 CET 2016, Time: ,Thu Jan 14 18:30:00 CET 2016, Event: ,Maccabi Haifa v Maccabi Kiryat Gat, Favorite: ,Maccabi Haifa, 4953243   size:3.24,Price: ,1.18,Maccabi Kiryat Gat, 10405174   size:4.57,Price: ,5.5,ok
1.122482957, Sport: ,Ice Hockey, Time: ,Fri Jan 15 03:05:00 CET 2016, Time: ,Fri Jan 15 03:05:00 CET 2016, Event: ,Detroit @ Arizona, Favorite: ,Detroit, 975676   size:2.58,Price: ,2.4,Arizona, 8867880   size:2.58,Price: ,2.66,Tie, 60104   size:89.85,Price: ,3.9,x
1.122573417, Sport: ,Soccer, Time: ,Thu Jan 14 20:00:00 CET 2016, Time: ,Thu Jan 14 20:00:00 CET 2016, Event: ,KR Reykjavik v Vikingur Reykjavik, Favorite: ,KR Reykjavik, 399808   size:23.54,Price: ,1.68,Vikingur Reykjavik, 5241831   size:5.0,Price: ,5.1,The Draw, 58805   size:117.58,Price: ,4.3,x
1.122574504, Sport: ,Tennis, Time: ,Thu Jan 14 18:00:00 CET 2016, Time: ,Thu Jan 14 18:00:00 CET 2016, Event: ,Michon v Ma Gonzalez, Favorite: ,Maximo Gonzalez, 2489416   size:41.28,Price: ,1.4,Axel Michon, 4994683   size:13.66,Price: ,3.15,ok
1.122514553, Sport: ,Volleyball, Time: ,Thu Jan 14 17:00:00 CET 2016, Time: ,Thu Jan 14 17:00:00 CET 2016, Event: ,Pamvohaikos v PAOK Thessaloniki, Favorite: ,PAOK Thessaloniki, 1359847   size:18.0,Price: ,1.04,Pamvohaikos, 5894225   size:104.34,Price: ,1.23,x
1.122558570, Sport: ,Ice Hockey, Time: ,Thu Jan 14 18:30:00 CET 2016, Time: ,Thu Jan 14 18:30:00 CET 2016, Event: ,Sparta v Valerenga IF, Favorite: ,Sparta, 2357194   size:2.3,Price: ,1.99,Valerenga IF, 4138407   size:9.71,Price: ,2.6,Tie, 60104   size:54.09,Price: ,4.1,ok
1.122566602, Sport: ,Basketball, Time: ,Fri Jan 15 01:30:00 CET 2016, Time: ,Fri Jan 15 01:30:00 CET 2016, Event: ,Quilmes v Instituto Atletico Cent, Favorite: ,Quilmes, 7753472   size:3.23,Price: ,1.03,Instituto Atletico Cent, 10346458   size:3.23,Price: ,1.03,ok
1.122482963, Sport: ,Ice Hockey, Time: ,Fri Jan 15 04:35:00 CET 2016, Time: ,Fri Jan 15 04:35:00 CET 2016, Event: ,Edmonton @ San Jose, Favorite: ,San Jose, 2110001   size:2.42,Price: ,1.89,Edmonton, 2109967   size:3.95,Price: ,3.2,Tie, 60104   size:5.28,Price: ,4.1,x
1.122566601, Sport: ,Basketball, Time: ,Fri Jan 15 01:00:00 CET 2016, Time: ,Fri Jan 15 01:00:00 CET 2016, Event: ,Penarol v La Union, Favorite: ,Penarol, 6719113   size:3.23,Price: ,1.03,La Union, 6343998   size:3.23,Price: ,1.03,x
1.122574619, Sport: ,Tennis, Time: ,Fri Jan 15 04:00:00 CET 2016, Time: ,Fri Jan 15 04:00:00 CET 2016, Event: ,Zhyrmont v Pavlasek, Favorite: ,Adam Pavlasek, 8494652   size:2.27,Price: ,1.43,Dzmitry Zhyrmont, 7366760   size:24.19,Price: ,3.05,ok
1.122573806, Sport: ,Soccer, Time: ,Thu Jan 14 14:30:00 CET 2016, Time: ,Thu Jan 14 14:30:00 CET 2016, Event: ,Jordan (Olympic) v Vietnam (Olympic), Favorite: ,Jordan (Olympic), 5425836   size:15.97,Price: ,1.42,Vietnam (Olympic), 10712318   size:33.76,Price: ,9.4,The Draw, 58805   size:5.28,Price: ,4.6,ok
1.122483413, Sport: ,Soccer, Time: ,Thu Jan 14 20:45:00 CET 2016, Time: ,Thu Jan 14 20:45:00 CET 2016, Event: ,Millwall v Oxford Utd, Favorite: ,Millwall, 56036   size:99.9,Price: ,2.38,Oxford Utd, 256171   size:273.17,Price: ,3.3,The Draw, 58805   size:3598.4,Price: ,3.5,x
1.122570939, Sport: ,Ice Hockey, Time: ,Thu Jan 14 19:00:00 CET 2016, Time: ,Thu Jan 14 19:00:00 CET 2016, Event: ,Vaxjo Lakers v Malmo IF, Favorite: ,Vaxjo Lakers, 539706   size:11.85,Price: ,1.55,Malmo IF, 61436   size:12.16,Price: ,5.0,Tie, 60104   size:54.09,Price: ,4.1,x
1.122558573, Sport: ,Ice Hockey, Time: ,Thu Jan 14 18:30:00 CET 2016, Time: ,Thu Jan 14 18:30:00 CET 2016, Event: ,Storhamar Dragons v Stjernen Hockey, Favorite: ,Storhamar Dragons, 4385050   size:5.89,Price: ,1.36,Stjernen Hockey, 4138404   size:9.17,Price: ,5.0,Tie, 60104   size:5.77,Price: ,7.4,x
1.122583345, Sport: ,Tennis, Time: ,Thu Jan 14 12:00:00 CET 2016, Time: ,Thu Jan 14 12:00:00 CET 2016, Event: ,Alexander Bublik v Cem Ilkel, Favorite: ,Cem Ilkel, 8444055   size:2.64,Price: ,1.64,Alexander Bublik, 8907933   size:26.68,Price: ,1.98,ok
1.122581324, Sport: ,Soccer, Time: ,Fri Jan 15 10:30:00 CET 2016, Time: ,Fri Jan 15 10:30:00 CET 2016, Event: ,Hapoel Ramat Israel v Bnei Yaffo Orthodoksim, Favorite: ,Hapoel Ramat Israel, 10396709   size:3.66,Price: ,1.15,Bnei Yaffo Orthodoksim, 10688712   size:3.66,Price: ,1.15,The Draw, 58805   size:2.54,Price: ,2.9,x
1.122583500, Sport: ,Tennis, Time: ,Thu Jan 14 11:10:00 CET 2016, Time: ,Thu Jan 14 11:10:00 CET 2016, Event: ,Deborah Kerfs v Anna Bondar, Favorite: ,Anna Bondar, 9304685   size:16.45,Price: ,1.02,Deborah Kerfs, 9306687   size:100.83,Price: ,1.5,ok
1.122566605, Sport: ,Basketball, Time: ,Thu Jan 14 23:00:00 CET 2016, Time: ,Thu Jan 14 23:00:00 CET 2016, Event: ,Sao Jose v Cearense, Favorite: ,Sao Jose, 7072335   size:3.23,Price: ,1.03,Cearense, 8948837   size:3.23,Price: ,1.03,x
1.122583506, Sport: ,Tennis, Time: ,Fri Jan 15 08:00:00 CET 2016, Time: ,Fri Jan 15 08:00:00 CET 2016, Event: ,Kretschmer/Satschko v Bhupathi/Raja, Favorite: ,Kretschmer/Satschko, 7810209   size:9.16,Price: ,1.06,Bhupathi/Raja, 10706508   size:9.16,Price: ,1.06,ok
1.122566603, Sport: ,Basketball, Time: ,Thu Jan 14 23:00:00 CET 2016, Time: ,Thu Jan 14 23:00:00 CET 2016, Event: ,Brasilia v Pinheiros, Favorite: ,Brasilia, 8948838   size:3.23,Price: ,1.03,Pinheiros, 6733502   size:3.23,Price: ,1.03,ok
1.122577226, Sport: ,Soccer, Time: ,Thu Jan 14 20:45:00 CET 2016, Time: ,Thu Jan 14 20:45:00 CET 2016, Event: ,Leamington v Altrincham, Favorite: ,Altrincham, 62505   size:9.89,Price: ,2.32,Leamington, 1282865   size:141.69,Price: ,3.05,The Draw, 58805   size:11.62,Price: ,3.55,x
1.122569285, Sport: ,Basketball, Time: ,Thu Jan 14 20:30:00 CET 2016, Time: ,Thu Jan 14 20:30:00 CET 2016, Event: ,Venezia (W) v TTT Riga (W), Favorite: ,Venezia (W), 10462201   size:3.23,Price: ,1.03,TTT Riga (W), 10388076   size:3.23,Price: ,1.03,ok
1.122575561, Sport: ,Cricket, Time: ,Fri Jan 15 08:30:00 CET 2016, Time: ,Fri Jan 15 08:30:00 CET 2016, Event: ,Jharkhand v Uttar Pradesh, Favorite: ,Jharkhand, 8381514   size:5.99,Price: ,1.05,Uttar Pradesh, 4297086   size:5.99,Price: ,1.05,x
1.122558567, Sport: ,Ice Hockey, Time: ,Thu Jan 14 18:30:00 CET 2016, Time: ,Thu Jan 14 18:30:00 CET 2016, Event: ,Manglerud/Star v Kongsvinger IL, Favorite: ,Manglerud/Star, 3725730   size:3.5,Price: ,1.43,Kongsvinger IL, 8870539   size:77.66,Price: ,5.3,Tie, 60104   size:53.86,Price: ,5.7,ok
1.122570159, Sport: ,Basketball, Time: ,Thu Jan 14 18:00:00 CET 2016, Time: ,Thu Jan 14 18:00:00 CET 2016, Event: ,Usak Sportif v Yesilgiresun, Favorite: ,Usak Sportif, 7756133   size:322.67,Price: ,1.21,Yesilgiresun, 10398375   size:20.75,Price: ,2.98,x
1.122482946, Sport: ,Ice Hockey, Time: ,Fri Jan 15 02:05:00 CET 2016, Time: ,Fri Jan 15 02:05:00 CET 2016, Event: ,Nashville @ Winnipeg, Favorite: ,Winnipeg, 5866888   size:2.09,Price: ,2.38,Nashville, 2109832   size:11.21,Price: ,2.44,Tie, 60104   size:5.28,Price: ,3.9,x
1.122574877, Sport: ,Basketball, Time: ,Fri Jan 15 09:30:00 CET 2016, Time: ,Fri Jan 15 09:30:00 CET 2016, Event: ,Hiroshima v Nara, Favorite: ,Hiroshima, 10368766   size:3.13,Price: ,1.03,Nara, 7759193   size:3.13,Price: ,1.03,x
1.122569281, Sport: ,Basketball, Time: ,Thu Jan 14 16:00:00 CET 2016, Time: ,Thu Jan 14 16:00:00 CET 2016, Event: ,Spartak MR (W) v DIKE Napoli (W), Favorite: ,Spartak MR (W), 8978715   size:3.23,Price: ,1.03,DIKE Napoli (W), 10466214   size:5.78,Price: ,1.23,ok
1.122482952, Sport: ,Ice Hockey, Time: ,Fri Jan 15 03:05:00 CET 2016, Time: ,Fri Jan 15 03:05:00 CET 2016, Event: ,New Jersey @ Colorado, Favorite: ,Colorado, 2108117   size:2.02,Price: ,2.26,New Jersey, 2112200   size:4.28,Price: ,2.62,Tie, 60104   size:5.28,Price: ,3.95,ok
1.122566612, Sport: ,Basketball, Time: ,Thu Jan 14 20:30:00 CET 2016, Time: ,Thu Jan 14 20:30:00 CET 2016, Event: ,Famila Schio (W) v Dynamo Kursk (W), Favorite: ,Famila Schio (W), 7137850   size:32.55,Price: ,1.82,Dynamo Kursk (W), 10411144   size:25.51,Price: ,2.04,ok
1.122566058, Sport: ,Snooker, Time: ,Thu Jan 14 20:00:00 CET 2016, Time: ,Thu Jan 14 20:00:00 CET 2016, Event: ,Allen v Hawkins, Favorite: ,Mark Allen, 2279947   size:103.4,Price: ,1.7,Barry Hawkins, 2278801   size:3.8,Price: ,2.38,x
1.122558564, Sport: ,Ice Hockey, Time: ,Thu Jan 14 18:00:00 CET 2016, Time: ,Thu Jan 14 18:00:00 CET 2016, Event: ,Lillehammer IK v Stavanger Oilers, Favorite: ,Stavanger Oilers, 4536133   size:13.81,Price: ,1.41,Lillehammer IK, 4138388   size:9.17,Price: ,5.0,Tie, 60104   size:5.94,Price: ,7.2,ok
1.122583298, Sport: ,Tennis, Time: ,Thu Jan 14 12:40:00 CET 2016, Time: ,Thu Jan 14 12:40:00 CET 2016, Event: ,Anna Zaja v Laura Schaeder, Favorite: ,Anna Zaja, 7216216   size:165.12,Price: ,1.24,Laura Schaeder, 7216212   size:6.99,Price: ,2.72,ok
1.122560114, Sport: ,Soccer, Time: ,Thu Jan 14 16:00:00 CET 2016, Time: ,Thu Jan 14 16:00:00 CET 2016, Event: ,Ismaily v Smouha, Favorite: ,Ismaily, 5170870   size:230.37,Price: ,2.36,Smouha, 5170871   size:57.49,Price: ,3.75,The Draw, 58805   size:69.43,Price: ,3.1,x
1.122571775, Sport: ,Soccer, Time: ,Thu Jan 14 19:00:00 CET 2016, Time: ,Thu Jan 14 19:00:00 CET 2016, Event: ,America MG U20 v CA Juventus U20, Favorite: ,America MG U20, 6006847   size:57.92,Price: ,2.14,CA Juventus U20, 7328234   size:15.25,Price: ,2.66,The Draw, 58805   size:25.03,Price: ,3.55,ok
1.122558554, Sport: ,Ice Hockey, Time: ,Thu Jan 14 17:30:00 CET 2016, Time: ,Thu Jan 14 17:30:00 CET 2016, Event: ,Tappara Tampere v Karpat Oulu, Favorite: ,Karpat Oulu, 3411785   size:63.81,Price: ,2.5,Tappara Tampere, 4214404   size:57.99,Price: ,2.58,Tie, 60104   size:57.99,Price: ,4.3,x
1.122482934, Sport: ,Ice Hockey, Time: ,Fri Jan 15 01:35:00 CET 2016, Time: ,Fri Jan 15 01:35:00 CET 2016, Event: ,Chicago @ Montreal, Favorite: ,Chicago, 2109831   size:4.48,Price: ,2.36,Montreal, 2112345   size:4.39,Price: ,2.46,Tie, 60104   size:2.64,Price: ,3.9,ok
1.122483748, Sport: ,Soccer, Time: ,Thu Jan 14 13:00:00 CET 2016, Time: ,Thu Jan 14 13:00:00 CET 2016, Event: ,Tuzlaspor v Antalyaspor, Favorite: ,Antalyaspor, 113188   size:140.03,Price: ,2.62,Tuzlaspor, 8859740   size:319.08,Price: ,3.1,The Draw, 58805   size:750.03,Price: ,3.3,x
1.122457182, Sport: ,Bowls, Time: ,Thu Jan 14 16:30:00 CET 2016, Time: ,Thu Jan 14 16:30:00 CET 2016, Event: ,Darren Burnett v Wayne Hogg, Favorite: ,Darren Burnett, 2674698   size:0.0,Price: ,0.0,Wayne Hogg, 2292756   size:0.0,Price: ,0.0,x
