1.121831245, Sport: ,Soccer, Time: ,Sun Nov 15 16:00:00 CET 2015, Time: ,Sun Nov 15 16:00:00 CET 2015, Event: ,Wydad Fes v Chabab Kasbat Tadla, Favorite: ,Wydad Fes, 6666603   size:6.48,Price: ,1.03,Chabab Kasbat Tadla, 8200214   size:6.48,Price: ,1.03,The Draw, 58805   size:6.48,Price: ,1.03,x
1.121800620, Sport: ,Basketball, Time: ,Sun Nov 15 16:04:00 CET 2015, Time: ,Sun Nov 15 16:04:00 CET 2015, Event: ,Malbas v Orebro, Favorite: ,Malbas, 10363137   size:2.83,Price: ,1.03,Orebro, 7723717   size:2.83,Price: ,1.03,x
1.121825127, Sport: ,Soccer, Time: ,Sun Nov 15 16:00:00 CET 2015, Time: ,Sun Nov 15 16:00:00 CET 2015, Event: ,Moldova U19 v Lithuania U19, Favorite: ,Lithuania U19, 820885   size:11.32,Price: ,1.5,Moldova U19, 251189   size:83.97,Price: ,10.5,The Draw, 58805   size:34.0,Price: ,3.9,ok
1.121827425, Sport: ,Soccer, Time: ,Sun Nov 15 16:00:00 CET 2015, Time: ,Sun Nov 15 16:00:00 CET 2015, Event: ,CF Soller v UE Alcudia, Favorite: ,CF Soller, 8870825   size:6.48,Price: ,1.03,UE Alcudia, 7292328   size:6.48,Price: ,1.03,The Draw, 58805   size:6.48,Price: ,1.03,x
1.121826215, Sport: ,Soccer, Time: ,Sun Nov 15 16:30:00 CET 2015, Time: ,Sun Nov 15 16:30:00 CET 2015, Event: ,Club Atletico Bembibre v CD Cristo Atletico, Favorite: ,Club Atletico Bembibre, 7717183   size:6.48,Price: ,1.03,CD Cristo Atletico, 8278815   size:6.48,Price: ,1.03,The Draw, 58805   size:6.48,Price: ,1.03,ok
1.121742092, Sport: ,Soccer, Time: ,Sun Nov 15 17:00:00 CET 2015, Time: ,Sun Nov 15 17:00:00 CET 2015, Event: ,Volga Nyzhnyi Novgorod v Luch-Energiya, Favorite: ,Volga Nyzhnyi Novgorod, 3244509   size:38.44,Price: ,2.52,Luch-Energiya, 5441578   size:19.09,Price: ,3.25,The Draw, 58805   size:11.28,Price: ,3.15,ok
1.121771655, Sport: ,Basketball, Time: ,Sun Nov 15 17:00:00 CET 2015, Time: ,Sun Nov 15 17:00:00 CET 2015, Event: ,Crvena Zvezda v Igokea, Favorite: ,Crvena Zvezda, 1275898   size:509.36,Price: ,1.13,Igokea, 2624092   size:12.71,Price: ,7.0,x
1.121715158, Sport: ,Soccer, Time: ,Sun Nov 15 16:00:00 CET 2015, Time: ,Sun Nov 15 16:00:00 CET 2015, Event: ,Freamunde v Portimonense, Favorite: ,Freamunde, 616891   size:76.44,Price: ,1.91,Portimonense, 505982   size:86.75,Price: ,9.0,The Draw, 58805   size:7.0,Price: ,2.68,x
1.121819358, Sport: ,Basketball, Time: ,Sun Nov 15 18:00:00 CET 2015, Time: ,Sun Nov 15 18:00:00 CET 2015, Event: ,Slask Wroclaw v Start Lublin, Favorite: ,Slask Wroclaw, 272970   size:345.0,Price: ,1.29,Start Lublin, 8832728   size:13.22,Price: ,4.2,x
1.121779378, Sport: ,Handball, Time: ,Sun Nov 15 16:15:00 CET 2015, Time: ,Sun Nov 15 16:15:00 CET 2015, Event: ,Elverum v Schaffhausen, Favorite: ,Elverum, 628440   size:2.83,Price: ,1.03,Schaffhausen, 4996261   size:2.83,Price: ,1.03,Draw, 330157   size:2.83,Price: ,1.03,x
1.121756492, Sport: ,Soccer, Time: ,Sun Nov 15 18:30:00 CET 2015, Time: ,Sun Nov 15 18:30:00 CET 2015, Event: ,Al Masry v Haras El Hodood, Favorite: ,Al Masry, 5174044   size:7.4,Price: ,1.97,Haras El Hodood, 5168506   size:8.65,Price: ,4.9,The Draw, 58805   size:2.9,Price: ,3.4,ok
