1.121060393, Sport: ,Tennis, Time: ,Sun Oct 04 06:45:00 CEST 2015, Time: ,Sun Oct 04 06:45:00 CEST 2015, Event: ,Ebden v Soeda, Favorite: ,Matthew Ebden, 4423910   size:9.19,Price: ,1.57,Go Soeda, 2249835   size:2.16,Price: ,2.46,ok
1.120967598, Sport: ,Soccer, Time: ,Sun Oct 04 00:00:00 CEST 2015, Time: ,Sun Oct 04 00:00:00 CEST 2015, Event: ,Alebrijes de Oaxaca v Murcielagos FC, Favorite: ,Alebrijes de Oaxaca, 9988722   size:2.99,Price: ,1.49,Murcielagos FC, 9988672   size:5.0,Price: ,3.9,The Draw, 58805   size:12.5,Price: ,3.15,x
1.120965972, Sport: ,Soccer, Time: ,Sun Oct 04 04:00:00 CEST 2015, Time: ,Sun Oct 04 04:00:00 CEST 2015, Event: ,Dorados v Veracruz, Favorite: ,Dorados, 6119455   size:8.76,Price: ,2.5,Veracruz, 328922   size:7.67,Price: ,3.0,The Draw, 58805   size:2.0,Price: ,3.6,x
1.121058197, Sport: ,Tennis, Time: ,Sun Oct 04 06:45:00 CEST 2015, Time: ,Sun Oct 04 06:45:00 CEST 2015, Event: ,D Young v Moriya, Favorite: ,Donald Young, 2345091   size:250.0,Price: ,1.27,Hiroki Moriya, 5858055   size:29.03,Price: ,4.1,ok
1.121018979, Sport: ,Volleyball, Time: ,Sat Oct 03 19:00:00 CEST 2015, Time: ,Sat Oct 03 19:00:00 CEST 2015, Event: ,Caceres v VP Madrid, Favorite: ,Caceres, 10370366   size:15.78,Price: ,1.01,VP Madrid, 7848179   size:29.78,Price: ,1.01,ok
1.120983164, Sport: ,Soccer, Time: ,Sat Oct 03 20:30:00 CEST 2015, Time: ,Sat Oct 03 20:30:00 CEST 2015, Event: ,Danubio v Penarol, Favorite: ,Penarol, 328191   size:10.37,Price: ,2.48,Danubio, 504779   size:16.82,Price: ,3.05,The Draw, 58805   size:9.88,Price: ,3.4,ok
1.121057307, Sport: ,Tennis, Time: ,Sat Oct 03 20:00:00 CEST 2015, Time: ,Sat Oct 03 20:00:00 CEST 2015, Event: ,Oprandi v Rogers, Favorite: ,Shelby Rogers, 4943786   size:5.79,Price: ,1.83,Romina Oprandi, 2256455   size:2.06,Price: ,2.16,ok
1.120887590, Sport: ,Handball, Time: ,Sat Oct 03 20:30:00 CEST 2015, Time: ,Sat Oct 03 20:30:00 CEST 2015, Event: ,Helvetia Anaitasuna v Huesca, Favorite: ,Helvetia Anaitasuna, 5798699   size:2.68,Price: ,1.47,Huesca, 5798698   size:6.52,Price: ,3.85,Draw, 330157   size:44.95,Price: ,8.6,x
1.121002555, Sport: ,Ice Hockey, Time: ,Sat Oct 03 19:45:00 CEST 2015, Time: ,Sat Oct 03 19:45:00 CEST 2015, Event: ,Lugano v Fribourg Gotteron, Favorite: ,Lugano, 243259   size:2.16,Price: ,2.06,Fribourg Gotteron, 243252   size:7.27,Price: ,2.94,Tie, 60104   size:185.79,Price: ,4.1,ok
1.120868952, Sport: ,Soccer, Time: ,Sat Oct 03 20:00:00 CEST 2015, Time: ,Sat Oct 03 20:00:00 CEST 2015, Event: ,White Star Bruxelles v Lierse, Favorite: ,White Star Bruxelles, 7408886   size:12.22,Price: ,2.78,Lierse, 65800   size:103.19,Price: ,2.84,The Draw, 58805   size:3.92,Price: ,3.35,ok
1.121058916, Sport: ,Tennis, Time: ,Sun Oct 04 06:30:00 CEST 2015, Time: ,Sun Oct 04 06:30:00 CEST 2015, Event: ,Istomin v Zhang, Favorite: ,Denis Istomin, 2765780   size:49.34,Price: ,1.16,Zhizhen Zhang, 9628959   size:28.53,Price: ,5.3,ok
1.121057148, Sport: ,Tennis, Time: ,Sat Oct 03 19:15:00 CEST 2015, Time: ,Sat Oct 03 19:15:00 CEST 2015, Event: ,Skugor/Zelenay v Lamasine/Martin, Favorite: ,Skugor/Zelenay, 8815697   size:2.55,Price: ,1.81,Lamasine/Martin, 10277140   size:2.55,Price: ,2.12,x
1.121018984, Sport: ,Volleyball, Time: ,Sat Oct 03 20:00:00 CEST 2015, Time: ,Sat Oct 03 20:00:00 CEST 2015, Event: ,Ibiza v Gran Canaria, Favorite: ,Ibiza, 7715607   size:29.78,Price: ,1.01,Gran Canaria, 6766190   size:5.79,Price: ,1.22,ok
1.120884998, Sport: ,Soccer, Time: ,Sat Oct 03 22:00:00 CEST 2015, Time: ,Sat Oct 03 22:00:00 CEST 2015, Event: ,Las Palmas v Eibar, Favorite: ,Las Palmas, 9163   size:1407.78,Price: ,2.12,Eibar, 247969   size:249.87,Price: ,4.1,The Draw, 58805   size:435.39,Price: ,3.4,x
1.121022965, Sport: ,Soccer, Time: ,Sat Oct 03 21:30:00 CEST 2015, Time: ,Sat Oct 03 21:30:00 CEST 2015, Event: ,Diamantes de Guayana v UCV FC, Favorite: ,Diamantes de Guayana, 9989677   size:134.04,Price: ,1.06,UCV FC, 10058063   size:134.04,Price: ,1.06,The Draw, 58805   size:5.0,Price: ,3.3,x
1.120979067, Sport: ,Soccer, Time: ,Sat Oct 03 20:00:00 CEST 2015, Time: ,Sat Oct 03 20:00:00 CEST 2015, Event: ,Arsenal FC v Atletico Rafaela, Favorite: ,Arsenal FC, 512619   size:9.83,Price: ,2.24,Atletico Rafaela, 476271   size:7.07,Price: ,3.8,The Draw, 58805   size:466.06,Price: ,3.25,x
1.121027724, Sport: ,Soccer, Time: ,Sat Oct 03 20:00:00 CEST 2015, Time: ,Sat Oct 03 20:00:00 CEST 2015, Event: ,Sao Bernardo v Ituano, Favorite: ,Sao Bernardo, 5231799   size:5.0,Price: ,1.07,Ituano, 1040280   size:2.81,Price: ,1.58,The Draw, 58805   size:5.0,Price: ,3.1,x
1.121002601, Sport: ,Ice Hockey, Time: ,Sat Oct 03 19:45:00 CEST 2015, Time: ,Sat Oct 03 19:45:00 CEST 2015, Event: ,Geneve Servette v Davos, Favorite: ,Geneve Servette, 4932959   size:553.43,Price: ,1.99,Davos, 243249   size:8.78,Price: ,2.88,Tie, 60104   size:4.75,Price: ,4.5,x
1.121058088, Sport: ,Tennis, Time: ,Sat Oct 03 19:00:00 CEST 2015, Time: ,Sat Oct 03 19:00:00 CEST 2015, Event: ,M Vernier v Benitez Chavarriaga, Favorite: ,Michel Vernier, 9301995   size:3.56,Price: ,1.25,Juan Manuel Benitez Cha, 9197025   size:12.96,Price: ,3.6,x
1.121018982, Sport: ,Volleyball, Time: ,Sat Oct 03 20:15:00 CEST 2015, Time: ,Sat Oct 03 20:15:00 CEST 2015, Event: ,Rio Duero v Grau, Favorite: ,Rio Duero, 10256878   size:29.78,Price: ,1.01,Grau, 6742609   size:5.79,Price: ,1.18,ok
1.121058920, Sport: ,Tennis, Time: ,Sun Oct 04 05:00:00 CEST 2015, Time: ,Sun Oct 04 05:00:00 CEST 2015, Event: ,Mahut v A Krajicek, Favorite: ,Nicolas Mahut, 2257317   size:2.39,Price: ,1.46,Austin Krajicek, 3288367   size:21.84,Price: ,2.86,x
1.120967930, Sport: ,Soccer, Time: ,Sun Oct 04 03:00:00 CEST 2015, Time: ,Sun Oct 04 03:00:00 CEST 2015, Event: ,FC Juarez v Correcaminos UAT, Favorite: ,FC Juarez, 10002706   size:3.56,Price: ,1.07,Correcaminos Uat, 6535216   size:10.0,Price: ,1.8,The Draw, 58805   size:18.0,Price: ,1.27,x
1.121058131, Sport: ,Tennis, Time: ,Sun Oct 04 06:30:00 CEST 2015, Time: ,Sun Oct 04 06:30:00 CEST 2015, Event: ,Y Bai v Millman, Favorite: ,John Millman, 4415206   size:5.51,Price: ,1.33,Yan Bai, 3357363   size:28.2,Price: ,3.5,ok
1.120965231, Sport: ,Soccer, Time: ,Sat Oct 03 23:00:00 CEST 2015, Time: ,Sat Oct 03 23:00:00 CEST 2015, Event: ,Universidad de Chile v Union Espanola, Favorite: ,Universidad de Chile, 1069686   size:34.93,Price: ,1.8,Union Espanola, 1388376   size:9.39,Price: ,4.6,The Draw, 58805   size:89.11,Price: ,4.1,x
1.120914646, Sport: ,Soccer, Time: ,Sun Oct 04 02:00:00 CEST 2015, Time: ,Sun Oct 04 02:00:00 CEST 2015, Event: ,Mogi Mirim v America MG, Favorite: ,America MG, 4516149   size:320.91,Price: ,2.18,Mogi Mirim, 1039199   size:274.98,Price: ,3.7,The Draw, 58805   size:117.74,Price: ,3.45,ok
1.121058929, Sport: ,Basketball, Time: ,Sat Oct 03 19:00:00 CEST 2015, Time: ,Sat Oct 03 19:00:00 CEST 2015, Event: ,Unicaja Malaga v Barcelona, Favorite: ,Barcelona, 266269   size:3.0,Price: ,1.65,Unicaja Malaga, 266279   size:48.54,Price: ,2.42,ok
1.120917475, Sport: ,Soccer, Time: ,Sun Oct 04 01:00:00 CEST 2015, Time: ,Sun Oct 04 01:00:00 CEST 2015, Event: ,New York Red Bulls v Columbus, Favorite: ,New York Red Bulls, 2362970   size:5.21,Price: ,1.89,Columbus, 171903   size:340.0,Price: ,4.2,The Draw, 58805   size:90.24,Price: ,4.1,ok
1.121058935, Sport: ,Basketball, Time: ,Sat Oct 03 19:00:00 CEST 2015, Time: ,Sat Oct 03 19:00:00 CEST 2015, Event: ,Cameroon Women v Senegal Women, Favorite: ,Cameroon Women, 10318447   size:36.22,Price: ,1.74,Senegal Women, 10318450   size:43.92,Price: ,2.04,x
1.120964828, Sport: ,American Football, Time: ,Sun Oct 04 01:00:00 CEST 2015, Time: ,Sun Oct 04 01:00:00 CEST 2015, Event: ,Saskatchewan @ BC, Favorite: ,BC, 2014481   size:2.75,Price: ,1.62,Saskatchewan, 2026227   size:22.14,Price: ,2.36,ok
1.121060604, Sport: ,Tennis, Time: ,Sun Oct 04 12:00:00 CEST 2015, Time: ,Sun Oct 04 12:00:00 CEST 2015, Event: ,Kovalik v Gawron, Favorite: ,Jozef Kovalik, 7287668   size:39.67,Price: ,1.08,Marcin Gawron, 8697530   size:5.79,Price: ,1.46,ok
