1.122481809, Sport: ,Snooker, Time: ,Wed Jan 06 12:00:00 CET 2016, Time: ,Wed Jan 06 12:00:00 CET 2016, Event: ,Mark Selby v Judd Trump, Favorite: ,Judd Trump, 2279955   size:2.55,Price: ,1.85,Mark Selby, 2280127   size:6.04,Price: ,1.96,x
1.122414650, Sport: ,Soccer, Time: ,Wed Jan 06 18:00:00 CET 2016, Time: ,Wed Jan 06 18:00:00 CET 2016, Event: ,Club Atletico de Pinto v AD Union Adarve, Favorite: ,Club Atletico de Pinto, 7636389   size:2.55,Price: ,2.2,AD Union Adarve, 9359768   size:2.55,Price: ,2.88,The Draw, 58805   size:2.55,Price: ,3.05,x
1.122414770, Sport: ,Soccer, Time: ,Wed Jan 06 11:45:00 CET 2016, Time: ,Wed Jan 06 11:45:00 CET 2016, Event: ,Utebo CF v CD Carinena, Favorite: ,Utebo CF, 7295691   size:2.55,Price: ,1.63,CD Carinena, 10403001   size:2.55,Price: ,5.0,The Draw, 58805   size:2.55,Price: ,4.1,ok
1.122469887, Sport: ,Soccer, Time: ,Wed Jan 06 17:00:00 CET 2016, Time: ,Wed Jan 06 17:00:00 CET 2016, Event: ,Ponte Preta U20 v EC Espigao U20, Favorite: ,Ponte Preta U20, 6713388   size:2.62,Price: ,1.08,EC Espigao U20, 10676895   size:2.72,Price: ,29.0,The Draw, 58805   size:2.61,Price: ,9.0,ok
1.122471443, Sport: ,Soccer, Time: ,Wed Jan 06 22:00:00 CET 2016, Time: ,Wed Jan 06 22:00:00 CET 2016, Event: ,CA Bragantino U20 v Botafogo Joao Pess U19, Favorite: ,CA Bragantino U20, 7279622   size:2.55,Price: ,2.4,Botafogo Joao Pess U19, 6955331   size:2.55,Price: ,2.7,The Draw, 58805   size:2.55,Price: ,3.5,x
1.122459165, Sport: ,Basketball, Time: ,Wed Jan 06 19:00:00 CET 2016, Time: ,Wed Jan 06 19:00:00 CET 2016, Event: ,Galatasaray v Zaragoza, Favorite: ,Galatasaray, 631281   size:31.72,Price: ,1.37,Zaragoza, 3368428   size:2.55,Price: ,3.35,ok
1.122481927, Sport: ,Tennis, Time: ,Wed Jan 06 06:08:00 CET 2016, Time: ,Wed Jan 06 06:08:00 CET 2016, Event: ,V King v Q Wang, Favorite: ,Qiang Wang, 6145777   size:3.2,Price: ,1.5,Vania King, 2249846   size:61.65,Price: ,2.64,ok
1.122477391, Sport: ,Soccer, Time: ,Wed Jan 06 12:30:00 CET 2016, Time: ,Wed Jan 06 12:30:00 CET 2016, Event: ,CE Campos v CE Mercadal, Favorite: ,CE Campos, 6883541   size:3.72,Price: ,1.22,CE Mercadal, 6884052   size:3.72,Price: ,1.22,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.122477395, Sport: ,Soccer, Time: ,Wed Jan 06 12:00:00 CET 2016, Time: ,Wed Jan 06 12:00:00 CET 2016, Event: ,CF Internacional Madrid v Aravaca CF, Favorite: ,CF Internacional Madrid, 10429094   size:3.72,Price: ,1.22,Aravaca CF, 7788518   size:3.72,Price: ,1.22,The Draw, 58805   size:5.0,Price: ,2.9,x
1.122481810, Sport: ,Snooker, Time: ,Wed Jan 06 12:00:00 CET 2016, Time: ,Wed Jan 06 12:00:00 CET 2016, Event: ,Joe Perry v Barry Hawkins, Favorite: ,Barry Hawkins, 2278801   size:6.04,Price: ,1.67,Joe Perry, 2281428   size:6.04,Price: ,1.84,ok
1.122481811, Sport: ,Snooker, Time: ,Wed Jan 06 13:00:00 CET 2016, Time: ,Wed Jan 06 13:00:00 CET 2016, Event: ,Ricky Walden v Mark Selby, Favorite: ,Mark Selby, 2280127   size:2.55,Price: ,1.44,Ricky Walden, 2278806   size:6.04,Price: ,2.06,ok
1.122459169, Sport: ,Basketball, Time: ,Wed Jan 06 19:30:00 CET 2016, Time: ,Wed Jan 06 19:30:00 CET 2016, Event: ,Gran Canaria v Strasbourg, Favorite: ,Strasbourg, 1193143   size:23.3,Price: ,1.03,Gran Canaria, 945506   size:2.55,Price: ,1.35,ok
1.122453343, Sport: ,Darts, Time: ,Wed Jan 06 15:45:00 CET 2016, Time: ,Wed Jan 06 15:45:00 CET 2016, Event: ,Lorraine Winstanley v Rachel Brooks, Favorite: ,Lorraine Winstanley, 9122213   size:89.44,Price: ,1.52,Rachel Brooks, 8270240   size:2.55,Price: ,2.6,ok
1.122480840, Sport: ,Handball, Time: ,Wed Jan 06 18:45:00 CET 2016, Time: ,Wed Jan 06 18:45:00 CET 2016, Event: ,Loiret v Thuringer, Favorite: ,Loiret, 10423396   size:2.72,Price: ,1.03,Thuringer, 5851478   size:2.72,Price: ,1.03,Draw, 330157   size:250.0,Price: ,1.04,ok
1.122482346, Sport: ,Tennis, Time: ,Wed Jan 06 14:15:00 CET 2016, Time: ,Wed Jan 06 14:15:00 CET 2016, Event: ,A Pavic v Garcia-Lopez, Favorite: ,Guillermo Garcia-Lopez, 8260126   size:25.0,Price: ,1.41,Ante Pavic, 5224080   size:101.0,Price: ,3.1,ok
1.122470629, Sport: ,Soccer, Time: ,Wed Jan 06 19:00:00 CET 2016, Time: ,Wed Jan 06 19:00:00 CET 2016, Event: ,Tanabi EC U20 v Chapecoense AF U20, Favorite: ,Tanabi EC U20, 10677142   size:2.67,Price: ,2.28,Chapecoense AF U20, 8861168   size:5.2,Price: ,2.56,The Draw, 58805   size:4.7,Price: ,3.2,x
1.122415467, Sport: ,Ice Hockey, Time: ,Wed Jan 06 08:30:00 CET 2016, Time: ,Wed Jan 06 08:30:00 CET 2016, Event: ,Amur v Salavat, Favorite: ,Salavat, 2304930   size:66.96,Price: ,1.84,Amur, 2240061   size:78.01,Price: ,3.7,Tie, 60104   size:3.05,Price: ,4.9,x
1.122415500, Sport: ,Ice Hockey, Time: ,Wed Jan 06 15:00:00 CET 2016, Time: ,Wed Jan 06 15:00:00 CET 2016, Event: ,Severstal v Sochi, Favorite: ,Sochi, 8796844   size:57.0,Price: ,2.18,Severstal, 2560282   size:65.0,Price: ,2.82,Tie, 60104   size:58.0,Price: ,4.3,x
1.122469640, Sport: ,Soccer, Time: ,Wed Jan 06 12:00:00 CET 2016, Time: ,Wed Jan 06 12:00:00 CET 2016, Event: ,CD Ferriolense v SD Formentera, Favorite: ,SD Formentera, 7698054   size:5.0,Price: ,1.95,CD Ferriolense, 6797348   size:2.55,Price: ,3.45,The Draw, 58805   size:2.72,Price: ,3.5,ok
1.122470109, Sport: ,Soccer, Time: ,Wed Jan 06 17:00:00 CET 2016, Time: ,Wed Jan 06 17:00:00 CET 2016, Event: ,Criciuma EC U20 v Rio Claro FC U20, Favorite: ,Criciuma EC U20, 7625750   size:2.55,Price: ,2.46,Rio Claro FC U20, 7360202   size:2.55,Price: ,2.46,The Draw, 58805   size:2.03,Price: ,3.2,ok
1.122414416, Sport: ,Soccer, Time: ,Wed Jan 06 20:45:00 CET 2016, Time: ,Wed Jan 06 20:45:00 CET 2016, Event: ,Cambridge City v Stratford Town, Favorite: ,Cambridge City, 990643   size:3.87,Price: ,2.24,Stratford Town, 2119277   size:3.16,Price: ,2.58,The Draw, 58805   size:4.85,Price: ,3.55,x
1.122466663, Sport: ,Basketball, Time: ,Wed Jan 06 17:45:00 CET 2016, Time: ,Wed Jan 06 17:45:00 CET 2016, Event: ,Kolin v Decin, Favorite: ,Kolin, 7758592   size:3.3,Price: ,1.03,Decin, 7758593   size:13.43,Price: ,1.45,x
1.122472788, Sport: ,Soccer, Time: ,Wed Jan 06 12:00:00 CET 2016, Time: ,Wed Jan 06 12:00:00 CET 2016, Event: ,CF Pozuelo de Alarcon v Futbol Alcobendas Sport, Favorite: ,CF Pozuelo de Alarcon, 9301050   size:2.55,Price: ,2.34,Futbol Alcobendas Sport, 9433225   size:4.1,Price: ,3.1,The Draw, 58805   size:6.71,Price: ,3.15,ok
1.122473512, Sport: ,Tennis, Time: ,Wed Jan 06 07:00:00 CET 2016, Time: ,Wed Jan 06 07:00:00 CET 2016, Event: ,Samper-Mont/Trungelliti v McGee/Rola, Favorite: ,Samper-Mont/Trungelliti, 10684449   size:12.06,Price: ,1.85,McGee/Rola, 10684466   size:12.06,Price: ,1.85,x
