1.122641806, Sport: ,Soccer, Time: ,Mon Jan 18 11:00:00 CET 2016, Time: ,Mon Jan 18 11:00:00 CET 2016, Event: ,Inter Zapresic v Koper, Favorite: ,Inter Zapresic, 729701   size:7.84,Price: ,1.07,Koper, 166903   size:7.84,Price: ,1.07,The Draw, 58805   size:2.6,Price: ,1.25,ok
1.122612245, Sport: ,Basketball, Time: ,Mon Jan 18 01:00:00 CET 2016, Time: ,Mon Jan 18 01:00:00 CET 2016, Event: ,Instituto Atletico Cent v Boca Jrs, Favorite: ,Instituto Atletico Cent, 10346458   size:17.38,Price: ,1.53,Boca Jrs, 6719112   size:310.53,Price: ,2.68,x
1.122523939, Sport: ,Soccer, Time: ,Sun Jan 17 21:30:00 CET 2016, Time: ,Sun Jan 17 21:30:00 CET 2016, Event: ,Guimaraes v Porto, Favorite: ,Porto, 48785   size:1765.3,Price: ,1.41,Guimaraes, 50085   size:107.79,Price: ,10.5,The Draw, 58805   size:829.33,Price: ,5.0,x
1.122637268, Sport: ,Basketball, Time: ,Sun Jan 17 21:00:00 CET 2016, Time: ,Sun Jan 17 21:00:00 CET 2016, Event: ,Sorocabana v Brasilia, Favorite: ,Sorocabana, 8948842   size:3.19,Price: ,1.03,Brasilia, 8948838   size:10.1,Price: ,1.06,x
1.122632256, Sport: ,Soccer, Time: ,Mon Jan 18 00:00:00 CET 2016, Time: ,Mon Jan 18 00:00:00 CET 2016, Event: ,Deportivo Saprissa v Belen Siglo XXI, Favorite: ,Deportivo Saprissa, 1328422   size:43.81,Price: ,1.37,Belen Siglo XXI, 10104366   size:43.91,Price: ,9.0,The Draw, 58805   size:5.21,Price: ,5.6,ok
1.122635653, Sport: ,Basketball, Time: ,Mon Jan 18 09:30:00 CET 2016, Time: ,Mon Jan 18 09:30:00 CET 2016, Event: ,Hiroshima v Nara, Favorite: ,Nara, 7759193   size:3.19,Price: ,1.03,Hiroshima, 10368766   size:2.55,Price: ,1.28,ok
1.122645619, Sport: ,Tennis, Time: ,Mon Jan 18 07:00:00 CET 2016, Time: ,Mon Jan 18 07:00:00 CET 2016, Event: ,Neuchrist/Sharan v Cerretani/Matsui, Favorite: ,Neuchrist/Sharan, 10433983   size:2.55,Price: ,1.64,Cerretani/Matsui, 10728297   size:2.55,Price: ,2.06,ok
1.122635019, Sport: ,Soccer, Time: ,Mon Jan 18 14:00:00 CET 2016, Time: ,Mon Jan 18 14:00:00 CET 2016, Event: ,Ipswich U21 v Colchester U21, Favorite: ,Ipswich U21, 6799679   size:7.84,Price: ,1.07,Colchester U21, 6820442   size:7.84,Price: ,1.07,The Draw, 58805   size:3.65,Price: ,1.15,x
1.122596862, Sport: ,Handball, Time: ,Sun Jan 17 20:30:00 CET 2016, Time: ,Sun Jan 17 20:30:00 CET 2016, Event: ,Macedonia v Poland, Favorite: ,Poland, 624114   size:41.42,Price: ,2.12,Macedonia FYR, 624113   size:264.79,Price: ,2.48,Draw, 330157   size:57.7,Price: ,6.4,ok
1.122645615, Sport: ,Tennis, Time: ,Mon Jan 18 11:30:00 CET 2016, Time: ,Mon Jan 18 11:30:00 CET 2016, Event: ,Alb Lim v Guez, Favorite: ,David Guez, 2263683   size:13.72,Price: ,1.04,Alberto Lim, 10728301   size:5.48,Price: ,15.5,ok
1.122648553, Sport: ,Tennis, Time: ,Mon Jan 18 15:00:00 CET 2016, Time: ,Mon Jan 18 15:00:00 CET 2016, Event: ,Torebko v Neis, Favorite: ,Peter Torebko, 5829498   size:9.14,Price: ,1.06,Fabricio Neis, 8326758   size:9.14,Price: ,1.06,ok
1.122648557, Sport: ,Tennis, Time: ,Mon Jan 18 16:45:00 CET 2016, Time: ,Mon Jan 18 16:45:00 CET 2016, Event: ,Geens v G Hidalgo, Favorite: ,Clement Geens, 9543216   size:9.14,Price: ,1.06,Gabriel Alejandro Hidal, 9624191   size:9.14,Price: ,1.06,ok
1.122519449, Sport: ,Mixed Martial Arts, Time: ,Mon Jan 18 04:00:00 CET 2016, Time: ,Mon Jan 18 04:00:00 CET 2016, Event: ,Pearson v Trinaldo, Favorite: ,Ross Pearson, 3991442   size:4.08,Price: ,1.65,Francisco Trinaldo, 6465129   size:5.09,Price: ,2.38,x
1.122613558, Sport: ,Mixed Martial Arts, Time: ,Mon Jan 18 02:30:00 CET 2016, Time: ,Mon Jan 18 02:30:00 CET 2016, Event: ,Wade v Baghdad, Favorite: ,Chris Wade, 8800427   size:2.58,Price: ,1.3,Mehdi Baghdad, 10719728   size:10.48,Price: ,3.2,ok
1.122632311, Sport: ,Soccer, Time: ,Mon Jan 18 00:00:00 CET 2016, Time: ,Mon Jan 18 00:00:00 CET 2016, Event: ,Herediano v Carmelita, Favorite: ,Herediano, 4067826   size:42.64,Price: ,1.35,Carmelita, 10104378   size:29.73,Price: ,9.4,The Draw, 58805   size:2.73,Price: ,5.3,ok
1.122582806, Sport: ,Soccer, Time: ,Mon Jan 18 16:00:00 CET 2016, Time: ,Mon Jan 18 16:00:00 CET 2016, Event: ,Ergotelis v Trikala, Favorite: ,Ergotelis, 531199   size:7.84,Price: ,1.07,Trikala, 4157378   size:7.84,Price: ,1.07,The Draw, 58805   size:2.6,Price: ,1.25,x
1.122634854, Sport: ,Basketball, Time: ,Mon Jan 18 17:30:00 CET 2016, Time: ,Mon Jan 18 17:30:00 CET 2016, Event: ,Kataja v KTP Basket, Favorite: ,KTP Basket, 7976086   size:3.19,Price: ,1.03,Kataja, 1364981   size:6.98,Price: ,1.14,x
1.122613555, Sport: ,Mixed Martial Arts, Time: ,Mon Jan 18 00:20:00 CET 2016, Time: ,Mon Jan 18 00:20:00 CET 2016, Event: ,Rosa v Bochniak, Favorite: ,Charles Rosa, 8889525   size:2.54,Price: ,1.44,Kyle Bochniak, 10719723   size:20.0,Price: ,2.9,ok
1.122643444, Sport: ,Tennis, Time: ,Sun Jan 17 22:00:00 CET 2016, Time: ,Sun Jan 17 22:00:00 CET 2016, Event: ,De Greef v Bagnis, Favorite: ,Facundo Bagnis, 4520808   size:31.31,Price: ,1.45,Arthur De Greef, 7287672   size:10.35,Price: ,3.1,ok
1.122585125, Sport: ,Basketball, Time: ,Sun Jan 17 20:30:00 CET 2016, Time: ,Sun Jan 17 20:30:00 CET 2016, Event: ,Gran Canaria v Barcelona, Favorite: ,Barcelona, 266269   size:2.97,Price: ,1.03,Gran Canaria, 945506   size:20.0,Price: ,13.5,ok
1.122613552, Sport: ,Mixed Martial Arts, Time: ,Sun Jan 17 23:30:00 CET 2016, Time: ,Sun Jan 17 23:30:00 CET 2016, Event: ,Barroso v Mutapcic, Favorite: ,Elvis Mutapcic, 10719718   size:2.54,Price: ,1.63,Francimar Barroso, 7535687   size:21.7,Price: ,2.32,x
1.122632036, Sport: ,Soccer, Time: ,Sun Jan 17 22:00:00 CET 2016, Time: ,Sun Jan 17 22:00:00 CET 2016, Event: ,Colchagua CD v Club Malleco Unido, Favorite: ,Club Malleco Unido, 7851964   size:7.58,Price: ,2.16,Colchagua CD, 7376195   size:2.13,Price: ,2.64,The Draw, 58805   size:4.05,Price: ,3.5,ok
1.122280218, Sport: ,Mixed Martial Arts, Time: ,Mon Jan 18 04:55:00 CET 2016, Time: ,Mon Jan 18 04:55:00 CET 2016, Event: ,Pettis v Alvarez, Favorite: ,Anthony Pettis, 4654344   size:462.24,Price: ,1.28,Eddie Alvarez, 7644596   size:5.0,Price: ,4.3,x
1.122614238, Sport: ,Ice Hockey, Time: ,Mon Jan 18 03:05:00 CET 2016, Time: ,Mon Jan 18 03:05:00 CET 2016, Event: ,Los Angeles @ Anaheim, Favorite: ,Anaheim, 60109   size:19.0,Price: ,2.5,Los Angeles, 2112286   size:92.0,Price: ,2.62,Tie, 60104   size:92.0,Price: ,3.9,x
