1.119599302, Sport: ,Soccer, Time: ,Wed Jul 22 17:00:00 CEST 2015, Time: ,Wed Jul 22 17:00:00 CEST 2015, Event: ,Kremin v Cherkaskyi Dnipro, Favorite: ,Cherkaskyi Dnipro, 8792403   size:92.67,Price: ,2.1,Kremin, 8792410   size:65.12,Price: ,2.26,The Draw, 58805   size:2.86,Price: ,3.0,ok
1.119596433, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,CA Paranaense U19 v Parana Curitiba U19, Favorite: ,Parana Curitiba U19, 6957731   size:141.41,Price: ,1.06,The Draw, 58805   size:2.85,Price: ,1.25,ok
1.119611750, Sport: ,Tennis, Time: ,Wed Jul 22 14:30:00 CEST 2015, Time: ,Wed Jul 22 14:30:00 CEST 2015, Event: ,Bellucci v Lindell, Favorite: ,Thomaz Bellucci, 2830908   size:4740.67,Price: ,1.12,Christian Lindell, 4843189   size:252.87,Price: ,9.0,ok
1.119599664, Sport: ,Soccer, Time: ,Wed Jul 22 20:30:00 CEST 2015, Time: ,Wed Jul 22 20:30:00 CEST 2015, Event: ,ASD Camaiore Calcio v Empoli, Favorite: ,Empoli, 60294   size:5.08,Price: ,1.12,The Draw, 58805   size:36.67,Price: ,6.4,ASD Camaiore Calcio, 10039289   size:35.7,Price: ,10.5,ok
1.119612444, Sport: ,Tennis, Time: ,Wed Jul 22 15:00:00 CEST 2015, Time: ,Wed Jul 22 15:00:00 CEST 2015, Event: ,Hamou v Kontinen, Favorite: ,Maxime Hamou, 8859456   size:129.07,Price: ,1.57,Micke Kontinen, 7412934   size:26.82,Price: ,2.74,ok
1.119574087, Sport: ,Tennis, Time: ,Wed Jul 22 16:00:00 CEST 2015, Time: ,Wed Jul 22 16:00:00 CEST 2015, Event: ,Couacaud v Nevolo, Favorite: ,Enzo Couacaud, 8174333   size:3.34,Price: ,1.87,Dennis Nevolo, 8258597   size:2.85,Price: ,1.92,x
1.119602487, Sport: ,Soccer, Time: ,Wed Jul 22 19:00:00 CEST 2015, Time: ,Wed Jul 22 19:00:00 CEST 2015, Event: ,Valencia B v Betis B, Favorite: ,Betis B, 2522844   size:4.23,Price: ,2.48,The Draw, 58805   size:3.49,Price: ,3.0,x
1.119584967, Sport: ,Tennis, Time: ,Wed Jul 22 13:57:00 CEST 2015, Time: ,Wed Jul 22 13:57:00 CEST 2015, Event: ,Bondarenko/Hrdinova v Buzean/Skamlova, Favorite: ,Bondarenko/Hrdinova, 9436897   size:2.55,Price: ,1.21,Buzean/Skamlova, 9946229   size:6.8,Price: ,3.95,ok
1.119615950, Sport: ,Tennis, Time: ,Wed Jul 22 19:30:00 CEST 2015, Time: ,Wed Jul 22 19:30:00 CEST 2015, Event: ,Klein v Corrie, Favorite: ,Brydan Klein, 2759763   size:2.55,Price: ,1.69,Edward Corrie, 7337094   size:58.68,Price: ,2.14,ok
1.119599022, Sport: ,Soccer, Time: ,Wed Jul 22 17:00:00 CEST 2015, Time: ,Wed Jul 22 17:00:00 CEST 2015, Event: ,Bukovina v MFC Mykolaiv, Favorite: ,Bukovina, 5828560   size:19.24,Price: ,1.11,MFC Mykolaiv, 7649755   size:2.36,Price: ,2.56,The Draw, 58805   size:4.88,Price: ,3.4,x
1.119602768, Sport: ,Tennis, Time: ,Wed Jul 22 16:00:00 CEST 2015, Time: ,Wed Jul 22 16:00:00 CEST 2015, Event: ,Meister v Jarry, Favorite: ,Nicolas Meister, 6534042   size:38.48,Price: ,1.4,Nicolas Jarry, 8260515   size:2.85,Price: ,3.25,ok
1.119584965, Sport: ,Tennis, Time: ,Wed Jul 22 19:30:00 CEST 2015, Time: ,Wed Jul 22 19:30:00 CEST 2015, Event: ,Diatchenko/Savchuk v Schiavone/Soylu, Favorite: ,Diatchenko/Savchuk, 10025948   size:3.11,Price: ,1.6,Schiavone/Soylu, 10025949   size:2.31,Price: ,2.16,ok
1.119601797, Sport: ,Soccer, Time: ,Wed Jul 22 20:45:00 CEST 2015, Time: ,Wed Jul 22 20:45:00 CEST 2015, Event: ,Solihull Moors v Sheff Utd U21, Favorite: ,Sheff Utd U21, 6812038   size:141.41,Price: ,1.06,The Draw, 58805   size:2.85,Price: ,1.25,x
1.119512327, Sport: ,Soccer, Time: ,Wed Jul 22 20:30:00 CEST 2015, Time: ,Wed Jul 22 20:30:00 CEST 2015, Event: ,Steaua Bucharest v Trencin, Favorite: ,Steaua Bucharest, 489080   size:6033.43,Price: ,1.73,The Draw, 58805   size:72.43,Price: ,3.8,Trencin, 501167   size:115.31,Price: ,6.0,x
1.119596825, Sport: ,Soccer, Time: ,Wed Jul 22 18:00:00 CEST 2015, Time: ,Wed Jul 22 18:00:00 CEST 2015, Event: ,LPS v NouLa, Favorite: ,NouLa, 8608911   size:141.41,Price: ,1.06,The Draw, 58805   size:2.85,Price: ,1.25,x
