1.121340083, Sport: ,Soccer, Time: ,Sun Oct 18 18:30:00 CEST 2015, Time: ,Sun Oct 18 18:30:00 CEST 2015, Event: ,Deportivo Azogues v Delfin SC, Favorite: ,Deportivo Azogues, 7560951   size:2.38,Price: ,1.06,Delfin SC, 8365070   size:2.38,Price: ,1.06,The Draw, 58805   size:2.38,Price: ,1.06
1.121340200, Sport: ,Tennis, Time: ,Sun Oct 18 18:42:00 CEST 2015, Time: ,Sun Oct 18 18:42:00 CEST 2015, Event: ,M Vernier v De Loore, Favorite: ,Joris De Loore, 8622401   size:7.18,Price: ,1.04,Michel Vernier, 9301995   size:10.88,Price: ,21.0
1.121164558, Sport: ,Soccer, Time: ,Sun Oct 18 19:00:00 CEST 2015, Time: ,Sun Oct 18 19:00:00 CEST 2015, Event: ,RNK Split v Inter Zapresic, Favorite: ,RNK Split, 4135157   size:98.09,Price: ,1.73,Inter Zapresic, 729701   size:258.65,Price: ,5.5,The Draw, 58805   size:20.48,Price: ,3.8
1.121166856, Sport: ,Soccer, Time: ,Sun Oct 18 19:00:00 CEST 2015, Time: ,Sun Oct 18 19:00:00 CEST 2015, Event: ,Toluca v Queretaro, Favorite: ,Toluca, 230914   size:3.52,Price: ,1.32,Queretaro, 328926   size:14.96,Price: ,12.5,The Draw, 58805   size:8.66,Price: ,6.0
1.121344165, Sport: ,Darts, Time: ,Sun Oct 18 19:00:00 CEST 2015, Time: ,Sun Oct 18 19:00:00 CEST 2015, Event: ,James Wade v Jelle Klaasen, Favorite: ,Jelle Klaasen, 2414411   size:272.08,Price: ,1.01,James Wade, 2409762   size:300.0,Price: ,1.15
1.121317702, Sport: ,Soccer, Time: ,Sun Oct 18 19:00:00 CEST 2015, Time: ,Sun Oct 18 19:00:00 CEST 2015, Event: ,ART Municipal Jalapa v Managua FC, Favorite: ,ART Municipal Jalapa, 10336128   size:2.38,Price: ,1.06,Managua FC, 9196791   size:2.38,Price: ,1.06,The Draw, 58805   size:2.38,Price: ,1.06
1.121210728, Sport: ,American Football, Time: ,Sun Oct 18 19:00:00 CEST 2015, Time: ,Sun Oct 18 19:00:00 CEST 2015, Event: ,Hamilton @ Montreal, Favorite: ,Hamilton, 2014691   size:5.15,Price: ,1.01,Montreal, 2014643   size:5.15,Price: ,1.01
1.121164001, Sport: ,Soccer, Time: ,Sun Oct 18 19:00:00 CEST 2015, Time: ,Sun Oct 18 19:00:00 CEST 2015, Event: ,Levski Sofia v Ludogorets, Favorite: ,The Draw, 58805   size:7.31,Price: ,2.8,Levski Sofia, 44823   size:4.28,Price: ,2.96,Ludogorets, 5112599   size:323.41,Price: ,2.9
1.121163110, Sport: ,Soccer, Time: ,Sun Oct 18 19:15:00 CEST 2015, Time: ,Sun Oct 18 19:15:00 CEST 2015, Event: ,Hapoel Kiryat Shmona v Maccabi Haifa, Favorite: ,Hapoel Kiryat Shmona, 5538497   size:9.64,Price: ,2.76,Maccabi Haifa, 189818   size:16.86,Price: ,2.92,The Draw, 58805   size:59.61,Price: ,3.3
1.121344167, Sport: ,Darts, Time: ,Sun Oct 18 19:30:00 CEST 2015, Time: ,Sun Oct 18 19:30:00 CEST 2015, Event: ,Kim Huybrechts v Michael Smith, Favorite: ,Kim Huybrechts, 5707918   size:201.55,Price: ,1.8,Michael Smith, 3066962   size:13.08,Price: ,2.04
1.121166904, Sport: ,Soccer, Time: ,Sun Oct 18 20:00:00 CEST 2015, Time: ,Sun Oct 18 20:00:00 CEST 2015, Event: ,KV Kortrijk v Charleroi, Favorite: ,KV Kortrijk, 4444232   size:29.38,Price: ,2.62,Charleroi, 65808   size:11.27,Price: ,2.94,The Draw, 58805   size:29.81,Price: ,3.4
